Malayalam,Gujarati
വാർഷികങ്ങൾ,ઇતિહાસ
കൂട്ടിച്ചേർക്കൽ,જોડાણ
ആന്റി-ബെല്ലം,એન્ટિ-બેલમ
മുൻ തീയതി,તારીખ પહેલાં
പൗരോഹിത്യ വിരുദ്ധത,ક્લેરિકલિઝમ વિરોધી
വൈദിക വിരുദ്ധ നിയമം,કારકુની વિરોધી કાયદો
പൗരാണികത,પ્રાચીનકાળ
വാടക വിരുദ്ധം,વિરોધી ભાડા
വാടക വിരുദ്ധം,વિરોધી ભાડા
സെമിറ്റിസം വിരുദ്ധത,વિરોધી સેમિટિઝમ
അൻസാക്ക്,એન્ઝેક
അപ്പെല്ല,અપેલા
അരലു,અરાલુ
ആർച്ച് ബിഷപ്പ്,આર્ક બિશપ
ആർച്ച് ഡച്ചി,કમાન ડચી
ആർച്ച് ഡ്യൂക്ക്,આર્ક ડ્યુક
ആർക്കൈഫ് (=ആർക്കൈവൽ ശേഖരം),આર્કાઇફ (=આર્કાઇવલ સંગ્રહ)
ആർക്കിഎപ്പിസ്കോപ്പേറ്റ്,આર્કિપીસ્કોપેટ
പ്രഭുവർഗ്ഗം,કુલીન વર્ગ
പ്രഭു,કુલીન
പ്രഭുവർഗ്ഗ സ്നോബറി,કુલીન સ્નોબરી
അരിസ്റ്റോട്ടിലിയൻ,એરિસ્ટોટેલિયન
അർമാഡ,આર્માડા
അർമ്മഡ (=സ്പാനിഷ് അർമ്മഡ),આર્મડા (=ધ સ્પેનિશ આર્મડા)
കവചക്കാരൻ (=കവചക്കാരൻ),આર્મોરિસ્ટ (=આર્મરિસ્ટ)
കവചം (=കവചം),બખ્તર (=બખ્તર)
ആയുധധാരി,આર્મરિસ્ટ
ആര്യൻ,આર્યન
ആര്യൻ,આર્યન
അസ്കരി,અસ્કરી
നിയോഗിക്കുക,સોંપણી
അസൈസ് ചെയ്യുക,સહાય કરો
അസൈസ് ചെയ്യുക,સહાય કરો
അസൈസ് ചെയ്യുക,સહાય કરો
അസൈസ് ഓഫ് ആയുധ നിയമം,આર્મ્સ એક્ટની સહાય
അസൈസ് ഓഫ് ഡാരെൻ അവതരണം,ડેરેન પ્રેઝન્ટમેન્ટની સહાય
മോർട്ട് &#39;ഡി&#39; മുൻഗാമിയുടെ അസൈസ്,મોર્ટ &#39;ડી&#39; પૂર્વજની સહાય
അസൈസ് ഓഫ് നോവൽ ഡിസെസിൻ,નવલકથા ડીસીસીનની સહાય
ക്രൂരത,અત્યાચાર
ആക്രമണം,હુમલો
ഔലിക് കൗൺസിൽ,ઓલિક કાઉન્સિલ
ഗെഡസിന്റെ കോടാലി (=ദി ഗെഡെസ് കോടാലി),દેવીની કુહાડી (=દેવીની કુહાડી)
ആക്സിസ് (=റോം-ബെർലിൻ-ടോക്കിയോ ആക്സിസ്),એક્સિસ (=ધ રોમ-બર્લિન-ટોક્યો એક્સિસ)
ബാബിലോൺ,બેબીલોન
ബാബിലോണിയൻ അടിമത്തം (=ബാബിലോണിയൻ അടിമത്തം),બેબીલોનીયન કેદ (=બેબીલોનીશ કેદ)
ബച്ചനൽ ഭക്തൻ,બચનલ ભક્ત
ബച്ചനാലിയ,બચ્ચનલિયા
ബാച്ചിലർ,સ્નાતક
ബാഗ്ദാദ് കരാർ,બગદાદ કરાર
ബാൽക്കൻ ലീഗ്,બાલ્કન લીગ
ബാൽക്കൻ കരാർ,બાલ્કન કરાર
ബാൽക്കൻ യുദ്ധങ്ങൾ,બાલ્કન યુદ્ધો
ബാൾട്ടിക് കരാർ,બાલ્ટિક સંધિ
കൊള്ളക്കാരൻ,ડાકુ
ബന്ദൂങ് സമ്മേളനം,બાંડુંગ કોન્ફરન્સ
നാടുകടത്തൽ,દેશનિકાલ
ബാനർ,બેનર
ബാർബേറിയൻ,અસંસ્કારી
ബാർബിക്കൻ,બાર્બીકન
ബർദോളി സത്യാഗ്രഹം,બારડોલી સત્યાગ્રહ
കളപ്പുര ബർണറുകൾ,બાર્ન બર્નર્સ
ബാരൺ,બેરોન
ബാരോണേജ്,બેરોનેજ
ബറോണസ് മേജേഴ്സ്,બેરોન્સ મેજર
ബാരോൺസ് പ്രായപൂർത്തിയാകാത്തവർ,બેરોન્સ સગીર
ബാരോണസ്,બેરોનેસ
ബാരോനെറ്റ്,બેરોનેટ
ബാരോനെറ്റേജ്,બેરોનેટેજ
ബാരോനെറ്റേജ്,બેરોનેટેજ
ബാരോനെറ്റി,બેરોનેટસી
ബാരോണി,બેરોની
ബാരക്കൂൺ,બેરાકૂન
ബാരക്കൂൺ,બેરાકૂન
ബാരിക്കേഡ് (=ബാരിക്കഡോ),બેરિકેડ (=બેરિકેડ)
ബാരിക്കേഡ് (=ബാരിക്കഡോ),બેરિકેડ (=બેરિકેડ)
ബാരിക്കേഡ് (=ബാരിക്കഡോ),બેરિકેડ (=બેરિકેડ)
ബേസ് ക്യാമ്പ്,મુખ્ય છાવણી
ബസിലിക്ക,બેસિલિકા
ബസിലിക്ക,બેસિલિકા
ബാസ്റ്റില,બેસ્ટિલા
ബാസ്റ്റിലി,બેસ્ટિલ
ബാസ്റ്റിലി,બેસ્ટિલ
ബാറ്ററി,બેટરી
യുദ്ധം,યુદ્ધ
Battle-array,Batlle-એરે
യുദ്ധകാഹളം,યુદ્ધ ક્રાય
യുദ്ധം,યુદ્ધ દિન
യുദ്ധക്കളം,યુદ્ધ ક્ષેત્ર
യുദ്ധഗാനം,યુદ્ધ સ્તોત્ર
സ്പർസിന്റെ യുദ്ധം,સ્પર્સનું યુદ્ધ
സ്റ്റാൻഡേർഡ് യുദ്ധം,ધોરણનું યુદ્ધ
യുദ്ധക്കപ്പൽ,યુદ્ધજહાજ
യുദ്ധക്കപ്പൽ-ബലം,યુદ્ધજહાજ-શક્તિ
Bayeux ടേപ്പ്സ്ട്രി,Bayeux ટેપેસ્ટ્રી
ബീക്കൺ,બીકન
ബീക്കൺ ടവർ,બીકન ટાવર
ബീവർ,બીવર
ബീവർ,બીવર
കടലിലെ യാചകർ,સમુદ્રના ભિખારીઓ
ബെല്ലിക്കോസ്,બેલીકોઝ
ബെല്ലിക്കോസ്,બેલીકોઝ
ബെല്ലിക്കോസ്,બેલીકોઝ
ബെല്ലിക്കോസിറ്റി,બેલીકોસીટી
ബെല്ലോന,બેલોના
ഗുണം,લાભ
വൈദികരുടെ പ്രയോജനം,ધર્મગુરુઓનો લાભ
ബെനെലക്സ്,બેનેલક્સ
ബെർലിൻ ഉത്തരവ്,બર્લિન હુકમનામું
ബെർസർക്കർ,બેર્સકર
ബസന്റ് (=ബെസന്റ്),બેસન્ટ (=બેઝન્ટ)
ബെഥേൽ,બેથેલ
ബിബ്ലിയോലേറ്റർ,ગ્રંથસૂચિ
ഗ്രന്ഥശാസ്‌ത്രം,ગ્રંથસૂચિ
ബിഗ് ബെർത്ത,મોટા બર્થા
മതഭ്രാന്തൻ,ધર્માંધ
ബില്ലെറ്റിംഗ്,બિલેટિંગ
ബിൽ ഓഫ് അറ്റൈൻഡർ,અટેન્ડરનું બિલ
അവകാശങ്ങളുടെ ബിൽ,અધિકારોનું વિયેધક
ജീവചരിത്രകാരൻ,જીવનચરિત્રકાર
ജനന കഥകൾ,જન્મ કથાઓ
Bivouac,બિવૉક
Bivouac,બિવૉક
Bivouac,બિવૉક
ബിസോണിയ,બિઝોનિયા
കറുത്ത പക്ഷികൾ,બ્લેક બર્ડિંગ
കറുത്ത കൊടി,કાળો ઝંડો
ബ്ലാക്ക് ഹോൾ,બ્લેક હોલ
ബ്ലാക്ക് ഹോൾ,બ્લેક હોલ
കറുത്ത കാൽ (=ചുണങ്ങു),કાળો પગ (= સ્કેબ)
കറുത്ത ഷർട്ട്,કાળો શર્ટ
ബ്ലാസൺ,બ્લેઝોન
ബ്ലാസൺ,બ્લેઝોન
ജ്വലനം,બ્લેઝોનરી
ജ്വലനം,બ્લેઝોનરી
ബ്ലിറ്റ്സ്ക്രീഗ്,બ્લિટ્ઝક્રેગ
രക്തരഹിത വിപ്ലവം (=മഹത്തായ വിപ്ലവം),લોહી વગરની ક્રાંતિ (= ભવ્ય ક્રાંતિ)
ബ്ലഡ് വൈറ്റ്,બ્લડવાઈટ
ബ്ലഡി മേരി,બ્લડી મેરી
നീല,વાદળી
നീല രക്തം,વાદળી રક્ત
നീല പുസ്തകം,વાદળી પુસ્તક
നീല നാട,વાદળી રિબન
നീല നാട,વાદળી રિબન
ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ),બ્લૂઝ (= રોયલ હોર્સ ગાર્ડ્સ)
നീല ഷർട്ട്,વાદળી શર્ટ
ബ്ലൂ വാട്ടർ സ്കൂൾ,બ્લુ વોટર સ્કૂલ
ബോർഡ് ഓഫ് കൺട്രോൾ,બોર્ડ ઓફ કંટ્રોલ
ശരീര കവചം,શારીરિક બખ્તર
ബോയർ,બોઅર
കൊള്ള,લૂંટ
ബറോ,બરો
ബൗളൂട്ടേറിയൻ,બુલ્યુટેરિયન
ബർബോൺ,બોર્બોન
ബോക്സർ കലാപം,બોક્સર બળવો
ബ്രേസ്,તાણવું
ബ്രസാർഡ്,બ્રાસર્ડ
ബ്രസാർഡ്,બ્રાસર્ડ
ബ്രെഡ് കോളനികൾ,બ્રેડ વસાહતો
ബ്രെസ്റ്റ് പ്ലേറ്റ്,સ્તન પ્લેટ
മുലപ്പാൽ ജോലി,સ્તન કામ
ബ്രെറ്റ്വാൾഡ,બ્રેટવાલ્ડા
ബ്രിഗാൻഡ്,બ્રિગન્ડ
ബ്രിഗൻഡേജ്,બ્રિગેન્ડેજ
ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്,બ્રિટિશ કોમનવેલ્થ ઓફ નેશન્સ
ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ),બ્રાઉન શર્ટ્સ (=નાઝીઓ)
ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ),બ્રસેલ્સ સંધિ (સંધિ) સંસ્થા (=વેસ્ટર્ન યુરોપિયન યુનિયન)
ബഫ്,બફ
ബഫ്,બફ
ബഫ്-കോട്ട്,બફ-કોટ
ബഫുകൾ,બફ્સ
ബ്യൂൾ (=കൗൺസിൽ),બુલે (= કાઉન્સિલ)
ബർഗേജ്,બર્ગેજ
ബർഗെസ്,બર્જેસ
ബൈസന്റൈൻ,બાયઝેન્ટાઇન
ബൈസന്റൈൻ പള്ളി,બાયઝેન્ટાઇન ચર્ચ
ബൈസന്റൈൻ സാമ്രാജ്യം,બાયઝેન્ટાઇન સામ્રાજ્ય
ബൈസന്റൈൻ യുഗം,બાયઝેન્ટાઇન યુગ
ബൈസന്റൈൻ ചരിത്രകാരന്മാർ,બાયઝેન્ટાઇન ઇતિહાસકારો
കാബൽ,કેબલ
സീസറിസം,સીઝરિઝમ
ഖലീഫ,ખલીફા
കാലിഗ്രാഫർ,સુલેખનકાર
കാലിഗ്രാഫിസ്റ്റ്,સુલેખનકાર
കാലിഗ്രാഫി,સુલેખન
കാൽട്രോപ്പ്,કેલ્ટ્રોપ
സൗഹൃദം,મિત્રતા
കാമറില്ല,કેમેરિલા
കാമറില്ല,કેમેરિલા
കാമലോകം,કેમલૌકમ
മറവി,છદ્માવરણ
പ്രചാരണം,ઝુંબેશ
ക്യാമ്പ് ഫോളോവർ,શિબિર અનુયાયી
കാമ്പോ സാന്റോ,કેમ્પો સાન્ટો
കാമ്പസ് മാർഷ്യസ്,કેમ્પસ માર્શિયસ
കനേഫോറ,કેનેફોરા
കാൻഗു,કેંગ્યુ
പീരങ്കി,તોપ
പീരങ്കി കാലിത്തീറ്റ,તોપ ઘાસચારો
കാനൻ,કેનન
കാനൻ നിയമം,કેનન કાયદો
കനോപ്പസ് ഉത്തരവ്,કેનોપસ હુકમનામું
ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു,શસ્ત્ર
ബന്ദിയാക്കി,બંદીવાન
ക്യാപ്റ്റർ,કેપ્ટર
കർദ്ദിനാൾ,કાર્ડિનલ
കാൾ,કાર્લ
കരോലിംഗിയൻ രാജവംശം,કેરોલિંગિયન રાજવંશ
കാർത്തൂഷ്യൻ വിഭാഗം,કાર્થુસિયન સંપ્રદાય
കാർട്ടോസ,કાર્ટોસા
കാസ്റ്റേലിയൻ,કેસ્ટેલિયન
കാസ്റ്റേലിയൻ,કેસ્ટેલિયન
ജാതി വ്യവസ്ഥ,જાતિ વ્યવસ્થા
കോട്ട,કિલ્લો
കോട്ട,કિલ્લો
കാസിൽ പട്ടണം,કેસલ ટાઉન
കാസ്ട്ര,કાસ્ટ્રા
കാസ്ട്ര,કાસ્ટ્રા
കത്തീഡ്ര,કેથેડ્રા
കത്തീഡ്രൽ,કેથેડ્રલ
കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന,કેટો સ્ટ્રીટ કાવતરું
കൌഡില്ലോ,કૌડીલો
കവലിയർ,ઘોડેસવાર
കവലിയർ,ઘોડેસવાર
കവലിയർ പാർലമെന്റ്,ઘોડેસવાર સંસદ
അദുല്ലം ഗുഹ,અદુલ્લામની ગુફા
ഗുഹ പെയിന്റിംഗ്,ગુફા પેઇન્ટિંગ
ഗുഹ പെയിന്റിംഗ്,ગુફા પેઇન્ટિંગ
സെന്റുംവിർ,સેન્ટુમવીર
ശതാധിപൻ,સેન્ચ્યુરિયન
നൂറ്റാണ്ട്,સદી
ചെയിൻ കവചം (=ചെയിൻ മെയിൽ),સાંકળ બખ્તર (= સાંકળ મેલ)
ചാന്ത്രി,ચેન્ટ્રી
ചാന്ത്രി,ચેન્ટ્રી
ചാപ് ബുക്ക്,ચેપ પુસ્તક
ചാപ്ലിൻ,ધર્મગુરુ
അധ്യായം,પ્રકરણ
അപകടങ്ങളുടെ അധ്യായം,અકસ્માતોનો પ્રકરણ
ചാർജ് ചെയ്യുക,ચાર્જ
ഭാരവാഹികൾ,ચાર્જ ડી અફેર્સ
ചാർജ് വിഭജനം,ચાર્જ વિદાય
ചാർജർ,ચાર્જર
രഥം,રથ
സാരഥി,સારથિ
സാരഥി,સારથિ
സാരഥി,સારથિ
ചാരിറ്റി അടുക്കള,ચેરિટી રસોડું
ചാർട്ടർ,ચાર્ટર
ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം),ચાર્ટિસ્ટ ચળવળ (= ચાર્ટિઝમ)
ചാർട്ടോഫൈലാസിയം,ચાર્ટોફિલેસિયમ
ചാറ്റോ,ચટેઉ
ചെക്ക് പോസ്റ്റ്,ચેક પોસ્ટ
രാസയുദ്ധം,રાસાયણિક યુદ્ધ
ചെസ്റ്റർ,ચેસ્ટર
മുഖ്യൻ,મુખ્ય
തലവൻ,સરદાર
തലവൻ,સરદાર
തലവൻ,સરદાર
ഷിഫോൺ,શિફૉન
ധീരത,શૌર્ય
തിരഞ്ഞെടുത്ത ആളുകൾ,પસંદ કરેલા લોકો
ക്രിസ്മോഗ്രാഫിയോൺ,ક્રિસ્મોગ્રાફિયન
ക്രൈസ്തവലോകം,ખ્રિસ્તી ધર્મ
ക്രിസ്ത്യൻ യുഗം,ખ્રિસ્તી યુગ
ക്രിസ്ത്യൻ സോഷ്യലിസം,ખ્રિસ્તી સમાજવાદ
ക്രോണിക്കിൾ,ક્રોનિકલ
ക്രോണിക്ലർ,ક્રોનિકર
ക്രൈസ് ചെർസോണീസ്,Chryse Chersonese
സിമിലിയം,સિમેલિયમ
സിൻക്വെസെന്റോ സ്റ്റൈൽ,Cinquecento પ્રકાર
പ്രദക്ഷിണം,પરિક્રમા
സിസ്റ്റെർസിയൻ സന്യാസി,સિસ્ટરસિયન સાધુ
കോട്ട,રાજગઢ
അവലംബം,અવતરણ
അവലംബം,અવતરણ
നിയമലംഘനം,સામાજિક અસહકાર
ആഭ്യന്തരയുദ്ധം,નાગરિક યુદ્ધ
സിവിസ് റൊമാനസ്,સિવિસ રોમનસ
ക്ലാസിക്കൽ പ്രായം,શાસ્ત્રીય વય
ക്ലെഫ്റ്റ് (=ക്ലെഫ്റ്റ്),Clepht (=klepht)
പൗരോഹിത്യം,કારકુનવાદ
ക്ലറച്ച്,કારકુન
ക്ലൂനിയാക് പ്രസ്ഥാനം,ક્લુનિયાક ચળવળ
കോട്ട് കവചം,કોટ બખ્તર
കോട്ട് ഓഫ് ആംസ്,શસ્ત્રોનો કોટ
കോട്ട് ഓഫ് ആംസ്,શસ્ત્રોનો કોટ
കോട്ട് ഓഫ് ആംസ്,શસ્ત્રોનો કોટ
കോട്ട് ഓഫ് മെയിൽ,ટપાલનો કોટ
കോഹോർട്ട്,સમૂહ
കോമിറ്റിയ,કોમીટીયા
കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ,કોમિટિયા સેન્ટુરિયાટા
കോമിറ്റിയ ക്യൂറിയാറ്റ,કોમિટિયા કુરિયાટા
കോമിറ്റിയ ട്രിബ്യൂട്ട,કોમિટિયા ટ્રિબ્યુટા
സ്മാരക കമാനം,સ્મારક કમાન
സ്മാരക നാണയം,સ્મારક સિક્કો
സ്മരണിക മുദ്ര,સ્મારક સીલ
പൊതുവായ ഫീൽഡ്,સામાન્ય ક્ષેત્ર
കമ്മ്യൂണർഡ്,કોમ્યુનાર્ડ
കോൺകോർഡാറ്റ്,કોનકોર્ડેટ
കോൺകോർഡാറ്റ്,કોનકોર્ડેટ
കൊണ്ടോട്ടിയർ,કોન્ડોટિયર
സ്ഥിരീകരണം Cartarum,પુષ્ટિકરણ Cartarum
സംഘർഷം,સંઘર્ષ
സഭ,મંડળ
കീഴടക്കുന്ന സംസ്ഥാനം,વિજયી રાજ્ય
ജേതാവ്,વિજેતા
വിജയി,વિજેતા
കോൺസിലിയം,કોન્સિલિયમ
കോൺസ്റ്ററി,કન્સિસ્ટરી
ഗൂഢാലോചന,કાવતરું
ഗൂഢാലോചന,કાવતરું
കോൺസുലേറ്റ്,કોન્સ્યુલેટ
കൺസൾട്ടേഷൻ പുസ്തകം,કન્સ્યુલેશન બુક
കോണ്ടിനെന്റൽ സിസ്റ്റം,કોન્ટિનેંટલ સિસ્ટમ
കൺവെൻഷൻ പാർലമെന്റ്,સંમેલન સંસદ
കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ),કોપરહેડ્સ (=પીસ ડેમોક્રેટ્સ)
കോപ്പിഹോൾഡ്,કોપીહોલ્ડ
കോർഡനിംഗ്,કોર્ડનિંગ
കൊറോണ,કોરોના
കിരീടധാരണം,રાજ્યાભિષેક
കിരീടധാരണ കല്ല്,રાજ્યાભિષેક પથ્થર
കോർപ്പസ്,કોર્પસ
കോർസെയർ,કોર્સેર
കോർസെയർ,કોર્સેર
കോർസെറ്റ് (=കോർസെലെറ്റ്),કાંચળી (=કાંચળી)
കോർട്ടെസ്,કોર્ટેસ
കോട്ടർ (=കോട്ടിയർ),કોટ્ટર (=કોટીયર)
കോട്ടർ (=കോട്ടിയർ),કોટ્ટર (=કોટીયર)
പാലറ്റിനേറ്റ് എണ്ണുക,કાઉન્ટ પેલેટિનેટ
നാടൻ വീട്,દેશ ઘર
കൗണ്ടി,કાઉન્ટી
കൗണ്ടി ബറോ,કાઉન્ટી બરો
കൗണ്ടി കോടതികൾ,કાઉન્ટી કોર્ટ
കൗണ്ടി പാലറ്റൈൻ,કાઉન્ટી પેલેટીન
കോടതി,કોર્ટ
കോടതി,કોર્ટ
കോടതി സർക്കുലർ,કોર્ટ પરિપત્ર
കോടതി മര്യാദകൾ,કોર્ટ શિષ્ટાચાર
കോർട്ടിയർ,દરબારી
കാസേഷൻ കോടതി,કેસેશન કોર્ટ
കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC),કોર્ટ ઓફ ડિરેક્ટર્સ (EIC)
ഉടമസ്ഥരുടെ കോടതി,માલિકોની કોર્ટ
കോടതി കവി,દરબાર કવિ
ഉടമ്പടി കാമറോണിയക്കാർ,કરારબદ્ધ કેમેરોનિયનો
കിരീടം,તાજ
കിരീടം,તાજ
കിരീടം,તાજ
കിരീട ഭൂമി,તાજ જમીન
കിരീട ഭൂമി,તાજ જમીન
കിരീടാവകാശി,રાજકુંવર
കുരിശുയുദ്ധം,ધર્મયુદ્ધ
കുരിശുയുദ്ധക്കാരൻ,ક્રુસેડર
ക്രിപ്റ്റോഗ്രാം,ક્રિપ્ટોગ્રામ
ക്യൂറാസ്,કુઇરાસ
ക്യൂറാസിയർ,ક્યુરાસીયર
ആരാധനാ ദേവത,સંપ્રદાય દેવતા
കൂരിയ,કુરિયા
കൂരിയ,કુરિયા
സാറിസം,ઝારવાદ
ഇരുണ്ട ഭൂഖണ്ഡം,શ્યામ ખંડ
വിധി ദിവസം,ચુકાદાનો દિવસ
വിധി ദിവസം,ચુકાદાનો દિવસ
ഡീൻ,ડીન
ദശാബ്ദം,દશક
ഡെനാറിയസ്,ડેનરિયસ
സ്ഥാനഭ്രഷ്ടനായ രാജാവ്,પદભ્રષ્ટ રાજા
നശിപ്പിക്കുക,બગાડ
നാശം,બગાડ
സിംഹാസനസ്ഥനാക്കുക,ડિથ્રોન
ഡയഡം,ડાયડેમ
ഡയഡം,ડાયડેમ
ഡയഡം,ડાયડેમ
ഡയസിയ,ડાયસિયા
ഡികാസ്റ്റീരിയം,ડિકાસ્ટેરિયમ
ഡിലുവിയലിസ്റ്റ്,ડિલુવિઆલિસ્ટ
രൂപത,પંથક
രൂപത,પંથક
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),નિર્દેશક (=નિર્દેશક)
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),નિર્દેશક (=નિર્દેશક)
ദിർഹം,દિરહામ
വിശ്വസ്തതയില്ലാത്ത,બેવફા
വിശ്വസ്തതയില്ലാത്ത,બેવફા
വീഴ്ചയുടെ സിദ്ധാന്തം,ક્ષતિનો સિદ્ધાંત
പ്രമാണം,દસ્તાવેજ
ഡോക്യുമെന്ററി തെളിവുകൾ,દસ્તાવેજી પુરાવા
ഡോംസ്‌ഡേ ബുക്ക്,ડોમ્સડે બુક
കോൺസ്റ്റന്റൈന്റെ സംഭാവന,કોન્સ્ટેન્ટાઇનનું દાન
വിധി,પ્રારબ્ધ
സ്ത്രീധന രാജ്ഞി,ડોવગર રાણી
ഡ്രാഗൺ,ડ્રેગન
ഡ്രോമെഡേറിയൻ,ડ્રોમેડેરીયન
ഡ്രോമെഡറി,ડ્રોમેડરી
ഡ്രോമണ്ട്,ડ્રોમોન્ડ
ഇരട്ട,ડ્યુઅલ
ഇരട്ട സഖ്യം,બેવડા જોડાણ
ഡ്യുവൽ എന്റന്റ്,ડ્યુઅલ entente
ഡ്യുവൽ സിസ്റ്റം (=ഇരട്ട സർക്കാർ),ડ્યુઅલ સિસ્ટમ (= બેવડી સરકાર)
