Hindi,Kannada
समायोजी बैंड विस्तार,ಹೊಂದಾಣಿಕೆ ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ
प्रवेश्यता,ನುಗ್ಗುವಿಕೆ
एरियल,ಏರಿಯಲ್
स्फूर्ति आवृत्ति,ಪೆಪ್ ಆವರ್ತನ
वातानुकूलक,ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ
संरेखन,ಜೋಡಣೆ
आल्गोरिदम,ಅಲ್ಗಾರಿದಮ್
समस्त पारक फिल्टर,ಎಲ್ಲಾ ಪಾಸ್ ಫಿಲ್ಟರ್
मिश्रधातु संधि,ಮಿಶ್ರಲೋಹ ಜಂಕ್ಷನ್
क्षीणन,ಕ್ಷೀಣತೆ
प्रत्यावर्ती धारा,ಪರ್ಯಾಯ ಪ್ರವಾಹ
परिवेश ताप,ಹೊರಗಿನ ತಾಪಮಾನ
उभयध्रुवीय,ಬೈಪೋಲಾರ್
प्रवर्धन,ವರ್ಧನೆ
प्रवर्धक,ಆಂಪ್ಲಿಫಯರ್
प्रवर्धक दक्षता,ಆಂಪ್ಲಿಫಯರ್ ದಕ್ಷತೆ
आयाम,ಆಯಾಮಗಳು
आयाम क्षीणन,ವೈಶಾಲ್ಯ ಕ್ಷೀಣತೆ
आयाम मॉडुलित ए.एम. दोलित्र,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್ AM ಆಂದೋಲಕ
आयाम मॉडुलन,ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಶನ್
आयाम मॉडुलक,ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಟರ್
एंगस्ट्रॉम इकाई,ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ
अनुरूप परिपथ,ಅನಲಾಗ್ ಸರ್ಕ್ಯೂಟ್
अनुरूप कंप्यूटर,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
अनुरूप फिल्टर,ಅನಲಾಗ್ ಫಿಲ್ಟರ್
अनुरूप बहुमापी,ಅನಲಾಗ್ ಮಲ್ಟಿಮೀಟರ್
अनुरूप स्विच,ಅನಲಾಗ್ ಸ್ವಿಚ್
AND गेट,ಮತ್ತು ಗೇಟ್
कोणीय आवृत्ति,ಕೋನೀಯ ಆವರ್ತನ
"ऋणायन, एनॉयन","ಅಯಾನ್, ಅಯಾನ್"
अनीलन तापमान,ಅನೆಲಿಂಗ್ ತಾಪಮಾನ
ऐनोड,ಆನೋಡ್
ऐनोड प्रवर्धक,ಆನೋಡ್ ಆಂಪ್ಲಿಫಯರ್
ऐनोडी करण,ಅನೋಡೈನ್
ऐन्टेना,ಆಂಟೆನಾ
ऐन्टेना घटक,ಆಂಟೆನಾ ಘಟಕ
परावर्तन रोधी लेपन,ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ ಲೇಪನ
प्रतिलघुगुणक प्रवर्धक,ಪ್ರತಿಲೋಜಿನ್ ಆಂಪ್ಲಿಫಯರ್
प्रतिअनुनादी परिपथ,ಆಂಟಿರೆಸೋನೆಂಟ್ ಸರ್ಕ್ಯೂಟ್
द्वारक काल,ದ್ವಾರಕ ಕಾಲ
आभासीय शक्ति,ವರ್ಚುವಲ್ ಶಕ್ತಿ
तार संयोजन,ತಂತಿ ಸಂಪರ್ಕ
सन्निकट वोल्टता लब्धि,ಅಂದಾಜು ವೋಲ್ಟೇಜ್ ಲಾಭ
आर्मस्ट्रांग माडुलक,ಆರ್ಮ್ಸ್ಟ್ರಾಂಗ್ ಮಾಡ್ಯುಲೇಟರ್
ऐन्टेना-व्यूह,ಆಂಟೆನಾ ರಚನೆ
"आकार अनुपात, अभिमुखता अनुपात","ಗಾತ್ರ ಅನುಪಾತ, ಆಕಾರ ಅನುಪಾತ"
अस्थायी परिपथ (मुक्तचालित परिपथ),ತೇಲುವ ಸರ್ಕ್ಯೂಟ್ (ಉಚಿತ ಆಪರೇಟಿಂಗ್ ಸರ್ಕ್ಯೂಟ್)
स्वचालित बहुकंपित्र,ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
अस्थायी बहुकंपित्र,ತೇಲುವ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
असममित संधि,ಅಸಮಪಾರ್ಶ್ವದ ಜಂಕ್ಷನ್
अतुल्यकाली गणक,ಅಸಮಕಾಲಿಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್
परमाणु,ಪರಮಾಣು
परमाणु संख्या,ಪರಮಾಣು ಸಂಖ್ಯೆ
परमाणु संरचना,ಪರಮಾಣು ರಚನೆ
श्रव्य प्रवर्धक,ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್
श्रव्य प्रवर्धक,ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್
श्रव्य कैसेट,ಆಡಿಯೋ ಕ್ಯಾಸೆಟ್
श्रव्य परिपथ,ಆಡಿಯೋ ಸರ್ಕ್ಯೂಟ್
श्रव्य आवृत्ति,ಶ್ರವ್ಯ ಆವರ್ತನ
स्वत: वोल्टता नियंत्रण,ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಣ
एवलांश,ಹಿಮಕುಸಿತ
औसत संसूचक,ಸರಾಸರಿ ಡಿಟೆಕ್ಟರ್
अक्षीय विधा,ಅಕ್ಷೀಯ ಮೋಡ್
अक्षीय अनुपात,ಅಕ್ಷೀಯ ಅನುಪಾತ
ऐन्टेना,ಆಂಟೆನಾ
पश्च विद्युत वाहक बल,ಹಿಂದೆ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್
पश्च क्षेत्र,ಹಿಂಭಾಗದ ಪ್ರದೇಶ
पश्च प्रकीर्णन,ಮತ್ತೆ ಚದುರುವಿಕೆ
पृष्ठभूमि आवेश,ಹಿನ್ನೆಲೆ ಶುಲ್ಕ
पार्श्व रव,ಅಡ್ಡ ಶಬ್ದ
पश्चगमन,ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ
पश्चपालि विकिरण,ಹಿಂಭಾಗದ ವಿಕಿರಣ
बैकवार्ड डायोड/पश्च डायोड,ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್ / ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್
पश्चगामी तरंग दोलक,ಹಿಂದುಳಿದ ತರಂಗ ಆಂದೋಲಕ
"बाधिका, व्यारोध","ಅಡಚಣೆ, ಅಡಚಣೆ"
बाधिका,ಅಡಚಣೆ
संतुलित सेतु,ಸಮತೋಲಿತ ಸೇತುವೆ
संतुलित विमॉडुलक,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
संतुलित मॉडुलक,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
संतुलित परिपथ,ಸಮತೋಲಿತ ಸರ್ಕ್ಯೂಟ್
संतुलित ढाल संसूचक,ಸಮತೋಲಿತ ಗ್ರೇಡಿಯಂಟ್ ಡಿಟೆಕ್ಟರ್
धारा स्थिरक प्रतिरोध,ಪ್ರಸ್ತುತ ಸ್ಥಿರೀಕಾರಕ ಪ್ರತಿರೋಧ
बोलोमीटर,ಬೋಲೋಮೀಟರ್
बोलोमीटर सेतु,ಬೋಲೋಮೀಟರ್ ಸೇತುವೆ
बलून,ಬಲೂನ್
बनाना जैक,ಬನಾನಾ ಜ್ಯಾಕ್
बनाना प्लग,ಬಾಳೆಹಣ್ಣಿನ ಪ್ಲಗ್
"बैंड, पट्टी","ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡೇಜ್"
बैंड चालक,ಬ್ಯಾಂಡ್ ಚಾಲಕ
बैंड ऊर्जा,ಬ್ಯಾಂಡ್ ಶಕ್ತಿ
बैंड अंतराल,ಬ್ಯಾಂಡ್ ಅಂತರ
बैडपारक प्रवर्धक,ಬ್ಯಾಡ್‌ಪಾರ್ಕ್ ಆಂಪ್ಲಿಫಯರ್
बैंड पारक फिल्टर,ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್
बॉड दर जनित्र,ಬಾಡ್ ದರ ಜನರೇಟರ್
बैंडफैलाव,ಬ್ಯಾಂಡ್ ಡಿಸ್ಪರ್ಶನ್
बैंड रोधक,ಬ್ಯಾಂಡ್ ರೆಸಿಸ್ಟರ್
बैंड विरामक फिल्टर,ಬ್ಯಾಂಡ್ ಬ್ರೇಕರ್ ಫಿಲ್ಟರ್
बैंड विस्तार,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ
बैंड वर्जक फिल्टर,ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್
बैंड विस्तार विक्षेपण गुणक,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ಡಿಫ್ಲೆಕ್ಷನ್ ಮಲ್ಟಿಪ್ಲೈಯರ್
बैंड विस्तार दूरी गुणक,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ದೂರ ಗುಣಕ
"पुंज संधारित्र, बैंक संधारित्र","ಬೀಮ್ ಕೆಪಾಸಿಟರ್, ಬ್ಯಾಂಕ್ ಕೆಪಾಸಿಟರ್"
"बारकर कूट, बारकर कोड","ಬಾರ್ಕರ್ ಕೋಡ್, ಬಾರ್ಕರ್ ಕೋಡ್"
बार्रवाउजेन कसौटी,barravaugen ಮಾನದಂಡ
बैरेटर,ನ್ಯಾಯವಾದಿ
रोध,ತಡೆಗೋಡೆ
रोध संधारित्र,ನಿರೋಧಕ ಕೆಪಾಸಿಟರ್
रोधिका उर्जा,ತಡೆ ಶಕ್ತಿ
रोधी वोल्टता,ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್
बार्टलेट विंडो,ಬಾರ್ಟ್ಲೆಟ್ ಕಿಟಕಿ
"आधार, बेस","ಬೇಸ್, ಬೇಸ್"
आधार बैंड,ಬೇಸ್ ಬ್ಯಾಂಡ್
आधार बैंड संचरण,ಬೇಸ್ ಬ್ಯಾಂಡ್ ಪ್ರಸರಣ
आधार आवेश,ಮೂಲ ಶುಲ್ಕ
आधार धारा,ಮೂಲ ಪ್ರಸ್ತುತ
आधार धारा स्रोत,ಮೂಲ ಪ್ರಸ್ತುತ ಮೂಲ
आधार कर्तन,ಬೇಸ್ ಕತ್ತರಿಸುವುದು
आधार मादन,ಆಧಾರ್ ಮದನ್
आधार उत्सर्जक संभरण,ಬೇಸ್ ಎಮಿಟರ್ ಫೀಡ್
आधार उत्सर्जक संधि,ಬೇಸ್ ಎಮಿಟರ್ ಜಂಕ್ಷನ್
आधार अंतःक्षेपण,ಬೇಸ್ ಇಂಜೆಕ್ಷನ್
आधार रेखा,ನೆಲದ ರೇಖೆ
आधार प्रतिरोध,ಮೂಲ ಪ್ರತಿರೋಧ
आधार स्रोत,ಮೂಲ ಮೂಲ
आधार विस्तारण प्रतिरोध,ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ
आधार विस्तारण प्रतिरोध,ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ
आधार मोटाई,ಬೇಸ್ ದಪ್ಪ
आधार अभिगमन,ಮೂಲ ಪ್ರವೇಶ
"आधार चौड़ाई मॉडुलन, आधार विस्तार मॉडुलन","ಬೇಸ್ ವಿಡ್ತ್ ಮಾಡ್ಯುಲೇಶನ್, ಬೇಸ್ ಎಕ್ಸ್ಪಾನ್ಶನ್ ಮಾಡ್ಯುಲೇಶನ್"
आधार संग्राहक संधि,ಮೂಲ ಸಂಗ್ರಾಹಕ ಒಪ್ಪಂದ
बास,ವಾಸನೆ
बास आवृत्ति,ಬಾಸ್ ಆವರ್ತನ
बैटरी,ಬ್ಯಾಟರಿ
बॉड,ಬಾಡ್
बॉड रेट,ಬೌಡ್ ದರ
बॉड दर जनित्र,ಬಾಡ್ ದರ ಜನರೇಟರ್
बोदो कोड,ಬೋಡೋ ಕೋಡ್
"संकेत देना, बीकन","ಸಂಕೇತ, ದಾರಿದೀಪ"
"मणिका, बीड","ಮಾಣಿಕ, ಬೀಡು"
मणिक संधारित्र,ಉನ್ಮಾದ ಕೆಪಾಸಿಟರ್
मणिकातापी प्रतिरोधक,ಮಣಿಕರ್ತಾಪಿ ಪ್ರತಿರೋಧಕ
"किरणपुंज ऐन्टेना, बीम ऐन्टेना","ಬೀಮ್ ಆಂಟೆನಾ, ಬೀಮ್ ಆಂಟೆನಾ"
किरणपुंज खोजी,ಕಿರಣ ಶೋಧಕ
किरणपुंज शक्ति नली,ಕಿರಣದ ವಿದ್ಯುತ್ ಮೆದುಗೊಳವೆ
किरणपुंज स्विचन नलिका,ಕಿರಣದ ಸ್ವಿಚಿಂಗ್ ನಳಿಕೆಗಳು
किरणपुंज विस्तार,ಕಿರಣದ ವಿಸ್ತರಣೆ
विस्पंद आवृत्ति,ಬೀಟ್ ಆವರ್ತನ
विस्पन्द-आवृत्ति दोलक,ಬೀಟ್-ಫ್ರೀಕ್ವೆನ್ಸಿ ಆಂದೋಲಕ
विस्पंद दोलक,ನಾಡಿ ಆಂದೋಲಕ
बेल,ಗಂಟೆ
बंकन हानि,ಬಾಗುವ ನಷ್ಟ
बेसेल फिल्टर,ಬೆಸೆಲ್ ಫಿಲ್ಟರ್
बीटा,ಬೀಟಾ
बी-एच वक्र,b-h ಕರ್ವ್
"अभिनति, बायस","ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ"
बायस धारा,ಪಕ್ಷಪಾತ ಪ್ರಸ್ತುತ
बायस-प्रतिरोधक,ಪಕ್ಷಪಾತ ಪ್ರತಿರೋಧ
द्विशंकु ऐन्टेना,ಡಬಲ್ ಆಂಟೆನಾ
द्विदिशी लोड धारा,ದ್ವಿಮುಖ ಲೋಡ್ ಪ್ರಸ್ತುತ
द्विदैशिक ऐन्टेना,ದ್ವಿಮುಖ ಆಂಟೆನಾ
द्विदैशिक प्रकाश उत्सर्जक डायोड,ದ್ವಿಮುಖ ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್
द्विदिक् थाइरिस्टर,ದ್ವಿಮುಖ ಥೈರಿಸ್ಟರ್
द्वि FET तकनीक,ದ್ವಿ FET ತಂತ್ರಜ್ಞಾನ
द्विसूत्री ट्रांसफार्मर,ಬೈ ಪಾಯಿಂಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
द्विसूत्री आआवलन,ಡಬಲ್ ಸಮ್ಮಿಳನ
द्विपार्श्विक परिपथ,ದ್ವಿಪಕ್ಷೀಯ ಸರ್ಕ್ಯೂಟ್
द्विआधारी,ಅವಳಿ
द्विआधारी योग,ಬೈನರಿ ಮೊತ್ತ
द्विआधारी परिपथ,ಬೈನರಿ ಸರ್ಕ್ಯೂಟ್
द्वि-आधारी कोडित दशमलव,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ
द्वि-आधारी कोडित दशमलव प्रणाली,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ
द्विआधारी द्विपरिवर्तक संधारित्र,ಬೈನರಿ ದ್ವಿಧ್ರುವಿ ಕೆಪಾಸಿಟರ್
द्विआधारी गणक,ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್
द्विआधारी गणित्र,ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್
द्विआधारी कूट वाचक,ಬೈನರಿ ಡಿಕೋಡರ್
द्विआधारी सीढ़ी,ಬೈನರಿ ಏಣಿ
द्विआधारी पथमापी,ಬೈನರಿ ಪಾಥೋಮೀಟರ್
द्विआधारी अवस्था,ದ್ವಿಮಾನ ಸ್ಥಿತಿ
द्विआधारी-दशमिक विकोडक,ಬೈನರಿ-ದಶಮಾಂಶ ಡಿಕೋಡರ್
द्विआधारी भार,ಬೈನರಿ ಲೋಡ್
द्विआधारी शब्द,ಬೈನರಿ ಪದಗಳು
द्विध्रुवी,ಬೈಪೋಲಾರ್
द्विध्रुवी संधारित्र,ಬೈಪೋಲಾರ್ ಕೆಪಾಸಿಟರ್
द्विध्रुवी युक्ति,ಬೈಪೋಲಾರ್ ಸಾಧನ
द्विध्रुवी स्रोत,ಬೈಪೋಲಾರ್ ಮೂಲ
द्विध्रुवी ट्राजिस्टर,ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
द्विध्रुवी संधि ट्रांजिस्टर,ಬೈಪೋಲಾರ್ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
द्विघाती फिल्टर,ಕ್ವಾಡ್ರಾಟಿಕ್ ಫಿಲ್ಟರ್
द्विस्थितिक,ಎರಡು ಸ್ಥಾನ
द्विस्थितिक बहुकंपित्र,ಎರಡು ಹಂತದ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
द्विस्थितिक रिले,ದ್ವಿಮುಖ ರಿಲೇ
द्विस्थितिक अवस्था,ದ್ವಿಮುಖ ಸ್ಥಿತಿ
द्विस्थितिक ट्रिगर,ಎರಡು-ಸ್ಥಾನದ ಪ್ರಚೋದಕ
बिट त्रुटि,ಬಿಟ್ ದೋಷ
बिट त्रुटि दर,ಬಿಟ್ ದೋಷ ದರ
बिट त्रुटि,ಬಿಟ್ ದೋಷ
बिटकाल त्रुटि,ಬಿಟ್ಕಲ್ ದೋಷ
अंध पेटी,ಕುರುಡು ಪೆಟ್ಟಿಗೆ
समाच्छादी स्पंद,ಮಂದಗೊಳಿಸಿದ ನಾಡಿ
स्रावक,ಸ್ರವಿಸುವವನು
स्रावी प्रतिरोधक,ಸ್ರವಿಸುವ ಪ್ರತಿಬಂಧಕ
अंधगति,ಕುರುಡುತನ
खंड आरेख,ವಿಭಾಗದ ರೇಖಾಚಿತ್ರ
अवरूद्ध प्रतिबाधा,ತಡೆಯುವ ಪ್ರತಿರೋಧ
खंडक स्थानांतरण,ತುಣುಕು ವರ್ಗಾವಣೆ
अवरोधन,ತಡೆಹಿಡಿಯಿರಿ
अवरोधी संधारित्र,ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್
अवरोधी संधारित्र,ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್
अवरोधी दोलक,ತಡೆಯುವ ಆಂದೋಲಕ
अवरोधी दोलक,ತಡೆಯುವ ಆಂದೋಲಕ
अवरोधी वोल्टता,ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್
ब्लोवर,ಊದುವವನು
बोडे आरेख,ಬೋಡ್ ರೇಖಾಚಿತ್ರ
वोल्ट्जमान संबंध,ವೋಲ್ಟ್ಜ್ಮನ್ ಸಂಬಂಧ
वोल्ट्जमान स्थिंराक,ವೋಲ್ಟ್ಜ್ಮನ್ ಸ್ಥಿರ
बंध,ಕರಾರುಪತ್ರ
आबद्ध विकृति प्रमापी,ಬೌಂಡ್ ಸ್ಟ್ರೈನ್ ಗೇಜ್
स्वोत्थानी प्रवर्धक,ಸ್ವಯಂ-ಬೆಂಬಲಿತ ಆಂಪ್ಲಿಫಯರ್
बूलीय बीजगणित,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
बूलीय समीकरण,ಬೂಲಿಯನ್ ಸಮೀಕರಣ
"बूट स्ट्रैपन, स्वोत्थान",ಬೂಟ್ ಸ್ಟ್ರಾಪನ್
बूथ्स आल्गोरिदम,ಬೂತ್ ಅಲ್ಗಾರಿದಮ್
बूटस्ट्रैप प्रसर्प परिपथ,ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಪ್ರಿಸ್ಮ್ ಸರ್ಕ್ಯೂಟ್
बॉसकर्ट्स नियम,ಬಾಸ್ಕಟ್ಸ್ ನಿಯಮ
बोस-चौधरी होकिनहाम (बी.सी.एच) कोड,ಬೋಸ್-ಚೌಧರಿ ಹಾಕಿನ್‌ಹ್ಯಾಮ್ (BCH) ಕೋಡ್
"झंप, उछाल","ಜಂಪ್, ಜಂಪ್"
परिबद्ध इलेक्ट्रॉन,ಬೌಂಡ್ ಎಲೆಕ್ಟ್ರಾನ್
ब्रैग परावर्तक,ಬ್ರಾಗ್ ಪ್ರತಿಫಲಕ
गुंफित तार,ಹೆಣೆದುಕೊಂಡ ತಂತಿ
शाखा,ಶಾಖೆ
शाखन,ಕವಲೊಡೆಯುತ್ತಿದೆ
प्रयोग पट्ट,ಪ್ರಯೋಗ ಮಂಡಳಿ
भंजन क्षेत्र,ವಿರಾಮ ವಲಯ
भंजन वोल्टता,ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್
भंजन डायोड,ಸ್ಥಗಿತ ಡಯೋಡ್
भंजन संनिर्धारण,ಮುರಿತದ ಸ್ಥಿರೀಕರಣ
भंजन वोल्टता,ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್
सेतु,ಸೇತುವೆ
सेतु दिष्टकारी,ಸೇತುವೆ ರಿಕ್ಟಿಫೈಯರ್
विस्तृत बैंड,ವಿಶಾಲ ಬ್ಯಾಂಡ್
प्रसारण बैंड,ಪ್ರಸಾರ ಬ್ಯಾಂಡ್
निरक्षीय व्यूह,ಆಸ್ಟ್ರಲ್ ಅರೇ
प्रसारण,ಪ್ರಸಾರ
प्रसारण ऐन्टेना,ಪ್ರಸಾರ ಆಂಟೆನಾ
प्रसारण ग्राही,ಪ್ರಸಾರ ರಿಸೀವರ್
आवृत्ति प्रसारण अभिग्राही,ಆವರ್ತನ ಪ್ರಸಾರ ರಿಸೀವರ್
प्रसारण प्रेषित्र,ಪ್ರಸಾರ ಟ್ರಾನ್ಸ್ಮಿಟರ್
बूस्टर ऐन्टेना,ಬೂಸ್ಟರ್ ಆಂಟೆನಾ
बूस ऐन्टेना,ಬಸ್ ಆಂಟೆನಾ
ब्रश विसर्जन,ಬ್ರಷ್ ಇಮ್ಮರ್ಶನ್
बुदबूदु AND गेट,ಬಬ್ಲಿಂಗ್ ಮತ್ತು ಗೇಟ್
बुदबूदु OR गेट,ಬುಡ್ಬುಡು ಅಥವಾ ಗೇಟ್
बुदबूदु स्मृति,ಬಬ್ಲಿ ನೆನಪು
प्रतिकारी वोल्टता,ಸರಿದೂಗಿಸುವ ವೋಲ್ಟೇಜ್
बफर,ಬಫರ್
बफर प्रवर्धक,ಬಫರ್ ಆಂಪ್ಲಿಫಯರ್
बफर परिपथ,ಬಫರ್ ಸರ್ಕ್ಯೂಟ್
बफर परिचालक,ಬಫರ್ ಆಪರೇಟರ್
बफर पंजी,ಬಫರ್ ರಿಜಿಸ್ಟರ್
बल्व,ಬಲ್ಬ್
समष्टि प्रभाव,ಜನಸಂಖ್ಯೆಯ ಪರಿಣಾಮ
समष्टि अर्धचालक युक्ति,ಮ್ಯಾಕ್ರೋ ಸೆಮಿಕಂಡಕ್ಟರ್ ಸಾಧನ
गुच्छक,ಗುಂಪನ್ನು
निमज्जित विनिमय,ಮುಳುಗಿದ ವಿನಿಮಯ
निमज्जित परत,ಮುಳುಗಿದ ಪದರ
निमज्जित संपर्क,ಮುಳುಗಿದ ಸಂಪರ್ಕ
प्रस्फोट प्रवर्धक,ಬ್ಲಾಸ್ಟ್ ಆಂಪ್ಲಿಫಯರ್
प्रस्फोटी समाच्छादी,ಬ್ಲಾಸ್ಟ್ ಕವರ್
प्रस्फोट फायरन,ಸ್ಫೋಟದ ಗುಂಡಿನ
प्रस्फोटी द्वार प्रवर्धक,ಸ್ಫೋಟ ಬಾಗಿಲು ಆಂಪ್ಲಿಫೈಯರ್
प्रस्फोटी विधा,ಬರ್ಸ್ಟ್ ಮೋಡ್
प्रस्फोटी पृथक्कारक,ಸ್ಫೋಟ ವಿಭಜಕ
प्रस्फोटी संकेत,ಸ್ಫೋಟ ಸಂಕೇತ
प्रस्फोट त्रुटि संशोधक कोड,ಬರ್ಸ್ಟ್ ದೋಷ ಸರಿಪಡಿಸುವ ಕೋಡ್
बस,ಸಾಕು
बस बार,ಬಸ್ ಬಾರ್
बस संगठन,ಬಸ್ ಸಂಘಟನೆ
बस मानक,ಬಸ್ ಗುಣಮಟ್ಟ
बस क्षणिक,ಕೇವಲ ಕ್ಷಣಿಕ
बटर वर्थ फिल्टर,ಬೆಣ್ಣೆ ಮೌಲ್ಯದ ಫಿಲ್ಟರ್
बीएनसी तार,bnc ತಂತಿ
बीएनसी जोड़क,BNC ಜಾಯಿಂಟರ್
"उपपथ, उपमार्ग",ದಾರಿಯಲ್ಲಿ
उपमार्गी संधारित्र,ಬೈಪಾಸ್ ಕೆಪಾಸಿಟರ್
बाइट,ಬೈಟ್
V बैंड,ವಿ ಬ್ಯಾಂಡ್
C बैंड ऐन्टेना,ಸಿ ಬ್ಯಾಂಡ್ ಆಂಟೆನಾ
तार,ತಂತಿ
तार मार्ग निर्धारण,ತಂತಿ ರೂಟಿಂಗ್
तार टेलिविजन,ಟೆಲಿಗ್ರಾಫ್ ದೂರದರ್ಶನ
कैश स्मृति,ಸಂಗ್ರಹ ಮೆಮೊರಿ
सिसिमय आवृत्ति मानक,ಸಿಸಿಮ್ ಫ್ರೀಕ್ವೆನ್ಸಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್
परिकलित्र,ಕ್ಯಾಲ್ಕುಲೇಟರ್
अंशशोधन,ಮಾಪನಾಂಕ ನಿರ್ಣಯ
कॉल ऐड्रेस,ಕರೆ ವಿಳಾಸ
कॉलपिट दोलित्र,ಕಾಲ್ಪಿಟ್ ಆಂದೋಲಕ
कैम कोर्डर,ಕ್ಯಾಮ್ ಕಾರ್ಡರ್ಗಳು
