Assamese,Hindi
নিৰপেক্ষ পৰিমাণ,निरपेक्ष कांतिमान
নিৰপেক্ষ বেৰ&#39;মিটাৰ,निरपेक्ष दाबांतरमापी
পৰম পৰম,परम उच्चिष्ठ
নিৰপেক্ষ চৰম,निरपेक्ष चरम सीमांक
নিৰপেক্ষ সৰ্বনিম্ন,परम निम्निष्ठ
নিৰপেক্ষ গতিবেগ,निरपेक्ष संवेग
নিৰপেক্ষ গতি,निरपेक्ष गति
নিৰপেক্ষ সংগীত,निरपेक्ष संगीत
নিৰপেক্ষ পৰ্যবেক্ষণ,निरपेक्ष प्रेक्षण
নিৰপেক্ষ ওম,निरपेक्ष ओम
নিৰপেক্ষ অভিমুখীতা,निरपेक्ष दिगविन्यास
নিৰপেক্ষ বিদ্যুৎঋণাত্মকতা,निरपेक्ष विद्युत्-शीलता
নিৰপেক্ষ মাধ্যাকৰ্ষণ,निरपेक्ष तारत्व
নিৰপেক্ষ চাপ,निरपेक्ष दाब
নিৰপেক্ষ সম্পত্তি,निरपेक्ष गुणधर्म
নিৰপেক্ষ স্কেলাৰ,निरपेक्ष अदिश
উষ্ণতাৰ চূড়ান্ত স্কেল*,ताप का परम मापक्रम*
"নিৰপেক্ষ সমকালীনতা, নিৰপেক্ষ সমকালীনতা","निरपेक्ष युगपत्ता, निरपेक्ष समकालिकता"
নিৰপেক্ষ চাপ,निरपेक्ष प्रतिबल
নিৰপেক্ষ প্ৰতিসমতা,निरपेक्ष सममिति
নিৰপেক্ষ গতি শৰীৰ,निरपेक्ष गति-निकाय
নিৰপেক্ষ একক ব্যৱস্থা,निरपेक्ष मात्रक पद्धति
নিৰপেক্ষ উষ্ণতা,परम ताप
নিৰপেক্ষ সময়,निरपेक्ष काल
নিৰপেক্ষ এককসমূহ,निरपेक्ष मात्रक
নিৰপেক্ষ মূল্য,निरपेक्ष मान
পূৰ্ণসংখ্যা কেলকুলেটৰ,पूर्णाक अभिकलित्र
নিৰপেক্ষ বেগ,निरपेक्ष वेग
নিৰপেক্ষ আঠালতীয়াতা,निरपेक्ष श्यानता
নিৰপেক্ষ ওজন,निरपेक्ष भार
নিৰপেক্ষ শূন্য*,परम शून्य*
শূন্যৰ নিৰপেক্ষ হজক,शून्य का निरपेक्ष भाजक
শুহি লোৱা,अवशोषण करना
শোষণ সূচকাংক*,अवशोषणांक*
শোষিত শক্তি,अवशोषित ऊर्जा
"শোষক, শোষক","अवशोषक, अवशोषी"
শোষক মাধ্যম*,अवशोषी माध्यम*
শোষণ ক্ষমতা,अवशोषण सामर्थ्य
শোষণ ক্ষমতা,अवशोषणांश
শোষণমাপক*,अवशोषणमापी*
শোষণমিতি*,अवशोषणामिति*
শোষণ,अवशोषण
শোষণ - বেণ্ড*,अवशोषण - बैन्ड*
শোষণ বৰ্তনী,अवशोषण परिपथ
শোষণ সহগ,अवशोषण-गुणांक
শোষণ স্তম্ভ,अवशोषण-स्तम्भ
শোষণ ধ্ৰুৱক,अवशोषण-स्थिरांक
শোষণ ধাৰাবাহিকতা,अवशोषण सांतत्यक
শোষণ অঞ্চল,अवशोषण-परिक्षेत्र
শোষণ কাৰেণ্ট,अवशोषण-धारा
শোষণ বক্ৰ*,अवशोषण वक्र*
শোষণ ভাঙন,अवशोषण भंग
শোষণ কোৰ,अवशोषण कोर
শোষণ কাৰক,अवशोषण गुणक
শোষণ ফিল্টাৰ,अवशोषण फिल्टर
শোষণ শিখা ফটোমেট্ৰি*,अवशोषण ज्वाला प्रकाशमिति*
শোষণ হাইগ্ৰ’মিটাৰ,अवशोषण आर्द्रतामापी
শোষণ ঘাত,अवशोषण घातांक
শোষণ প্ৰান্তীয়,अवशोषण सीमांत
শোষণ ৰেখা,अवशोषण रेखा
শোষণ ক্ষতি,अवशोषणजन्य हानि
শোষণ মডুলেচন,अवशोषण माडुलन
পোহৰ শোষণ,प्रकाश अवशोषण
বিকিৰণ শক্তি শোষণ কৰা,विकिरण ऊर्जा का अवशोषण
শোষণ শিখৰ,अवशोषण शिखर
শোষণ আলোকমিতি,अवशोषण प्रकाशमिति
শোষণ অনুপাত,अवशोषण अनुपात
শোষণ পৰিসৰ*,अवशोषण श्रेणी*
শোষণ বৰ্ণালী আলোকমিতি*,अवशोषण स्पेक्ट्रम प्रकाशमिति*
শোষণ বৰ্ণালী*,अवशोषण स्पेक्ट्रम*
"শোষণ নলী, শোষণ নলী","अवशोषण नली, अवशोषण नाल"
শোষণ হাইগ্ৰ’মিটাৰ,अवशोषण तरगमापी
শোষক*,अवशोषी*
শোষক বাষ্পীভৱনকাৰী,अवशोषी क्षीणकारी
শোষণ নিয়ম*,अवशोषण नियम*
শোষণ মাধ্যম,अवशोषण माध्यम
"শোষণ ক্ষমতা, শোষণ ক্ষমতা*","अवशोषण क्षमता, अवशोषकता*"
শোষণ ক্ষমতা*,अवशोषकता*
ষ্টুডিঅ&#39; সজ্জা,स्टूडिओ सज्जा
বহুগুণতা অনুপাত,बाहुल्य अनुपात
abvolt,ऐबवोल्ट
বিষয়ে,ऐबवाट
ত্বৰান্বিত কৰক,त्वरित करना
ত্বৰণ-বন্ধ দূৰত্ব,त्वरण-विराम दूरी
খৰধৰকৈ উঠিল,त्वरित
দ্ৰুত সময় প্ৰভাৱ পৰীক্ষা,त्वरित कालप्रभावन परीक्षण
দ্ৰুত প্ৰবাহ,त्वरित प्रवाह
দ্ৰুত গতি,त्वरित गति
দ্ৰুত শৰীৰ,त्वरित निकाय
ত্বৰণকাৰী ওজনকাৰী,त्वरक तुला
ত্বৰণকাৰী ইলেক্ট্ৰ&#39;ড*,त्वरक इलैक्ट्रोड*
ত্বৰক সময়*,त्वरक काल*
ত্বৰণকাৰী পৰ্যায়,त्वरक प्रावस्था
ত্বৰণকাৰীৰ হাৰ,त्वरक दर
এক্সিলেটৰ ভোল্টেজ*,त्वरक वोल्टता*
বেগ বৃদ্ধি,त्वरण
ত্বৰান্বিত দহন,त्वरणिक अपदहन
ত্বৰণ সহগ,त्वरण गुणांक
ত্বৰণ উপাদান,त्वरण घटक
মাধ্যাকৰ্ষণৰ ফলত হোৱা ত্বৰণ,गुरूत्वीय त्वरण
ত্বৰণ কাৰক,त्वरण गुणक
ত্বৰিত চাৰ্জ,त्वरणिक प्रतिभरण
মাধ্যাকৰ্ষণৰ ত্বৰণ,गुरूत्व त्वरण
ত্বৰণ বিভৱ,त्वरण विभव
ত্বৰণ আইন,त्वरण-नियम
ত্বৰণ প্ৰক্ৰিয়া,त्वरण-प्रक्रम
ত্বৰণ অঞ্চল,त्वरण प्रेदश
ত্বৰণ পদ্ধতি,त्वरण प्रविधी
"ত্বৰণ সহনশীলতা, ত্বৰণ সহনশীলতা","त्वरण सहिष्णुता, त्वरण सहनसीमा"
ত্বৰণ ভেক্টৰ,त्वरण-सदिश
ত্বৰণ-ভোল্টেজ,त्वरण-वोल्टता
ত্বৰণ তৰংগ,त्वरण तरंग
ত্বৰণকাৰী,त्वरक
"accelerate, ত্বৰণকাৰী*","त्वरित्र, त्वरक*"
ত্বৰক সমীকৰণ,त्वरक समीकरण
ত্বৰণকাৰী*,त्वरणलेखी*
এক্সিলেৰমিটাৰ,त्वरणमापी
এক্সিলেৰমিটাৰ মিলন,त्वरणमापीय सुमेलन
প্ৰিষ্ট্ৰেছাৰ,प्राक्प्रबलक
বৈধ আখৰ,मान्य वर्ण
গ্ৰহণযোগ্যতা কোণ,स्वीकरण-कोण
গ্ৰহণযোগ্যতা নিৰ্দিষ্টকৰণ,स्वीकरण-विनिर्देश
গ্ৰহণযোগ্য পৰীক্ষা,स्वीकारी परीक्षण
"গ্ৰহণকাৰী*, গ্ৰহণকাৰী","ग्राही*, स्वीकारी"
ৰিচেপ্টৰ পৰমাণু,ग्राही परमाणु
ৰিচেপ্টৰ বণ্ড,ग्राही आबंध
ৰিচিভাৰ চাৰ্কিট,ग्राही परिपथ
ৰিচেপ্টৰ স্তৰ,ग्राही स्तर
দাতা অণু,आदाता अणु
ৰিচেপ্টৰ বৈশিষ্ট্য,ग्राही गुणधर्म
ৰিচেপ্টৰ বৈশিষ্ট্যৰ স্তৰ,ग्राही गुणधर्म तल
এক্সিলেটৰৰ নলী,त्वरक नली
"প্ৰৱেশ, অপেক্ষা, প্ৰৱেশ","अभिगम, प्रतीक्षा, अभिगम्यता"
প্ৰৱেশ ভূজ,अभिगम भुज
অভিগম ব্যৱস্থাপ্ৰণালী,अभिगम-तंत्र
প্ৰৱেশ সময়,अभिगम काल
অভিগম্যতা,अभिगम्यता
"অতিৰিক্ত, সহায়ক, আনুষংগিক (v, ), আনুষংগিক","अतिरिक्त, सहायक, गौण (वि, ), उपसाधन"
অতিৰিক্ত নিষেধাজ্ঞা,अतिरिक्त प्रतिबन्ध
কাকতালীয়,संयोगी संपात
আকস্মিক সংশোধন,संयोगी संपात-संशोधन
আকস্মিক জৈৱজন্ম,आकस्मिक द्विजनन
আকস্মিক ডাইভাৰচন,आकस्मिक द्विअपवर्तन
দৰ্শকৰ ভুল,आगन्तुक त्रुटि
"হঠাৎ বন্ধ, হঠাৎ বন্ধ","आकस्मिक रोक, आकस्मिक जकड़"
আকস্মিক সংক্ৰমণ,आकस्मिक संचारण
ৰেণ্ডম ভ্যাৰিয়েন্স,आकस्मिक विचरण
সমন্বয়,समंजन
অৱস্থিত,प्रतिस्थित
সঞ্চিত ভুল,संचित त्रुटि
"সঞ্চয়, সঞ্চয়","संचय, संचयन"
শক্তি সংৰক্ষণ,ऊर्जा संचय
এক্যুলেটৰ*,संचायक*
শুদ্ধতা,यथार्थता
বাস্তৱতা,यथार्थ
বাস্তৱ যন্ত্ৰ পৰ্যবেক্ষণ,यथार्थ उपकरण प्रेक्षण
সঠিক ৰেঞ্জ মাৰ্কাৰ,यथार्थ परास चिह्नक
নিখুঁত স্কেনিং,यथार्थ क्रमवीक्षण
অভ্যাস,अभ्यसन
ত্বৰক কোষ*,त्वरक कोष्ठ*
ৰঙীন লেন্স*,अवर्णक लेन्स*
অৰঙীন*,अवर्णक*
ৰঙীন বিশ্লেষক,अवर्णक विश्लेषक
ফ্ৰিকুৱেন্সি নিউট্ৰেল এন্টেনা,आवृत्ति निरपेक्ष ऐन्टेना
ৰঙীন আকৃতি,अवर्णक आकृति
achromatic ফ্ৰিঞ্জ,अवर्णक फ्रिंज
ৰঙীন লেন্স*,अवर्णक लेन्स*
ৰঙীন বিন্দু পথ,अवर्णक बिन्दु पथ
ৰঙীন লেন্স,अवर्णक अभिदृश्य लेन्स
ৰঙীন প্ৰিজম,अवर्णक प्रिज़्म
achromatic টেলিস্কোপ,अवर्णक दूरदर्शक
achromaticity*,अवर्णकता*
achromatization*,अवर्णीकरण*
achromaticity*,अवर्णकता*
"ইলাষ্টিক, অপ্ৰতিৰোধক, অবাধ্য","एक्लास्टिक, अनपवर्तनिक, अवपवर्तनी"
"একৰ্ণ নলী, বঞ্জু নলী","एकॉर्न नली, बंजु नली"
ক্ষুদ্ৰ ভালভ,लघु वाल्व
প্ৰতিধ্বনি,एकूफ़ोनी
একাউষ্টিক,ध्वानिक
ধ্বনি শোষণ ক্ষমতা,ध्वानिक अवशोषकता
শব্দৰ ক্ষীণকৰণ সহগ,ध्वानिक क्षीणन गुणांक
শব্দৰ ক্ষীণকৰণ,ध्वानिक क्षीणनांक
একাউষ্টিক চোৰ এলাৰ্ম,ध्वानिक चोर अलार्म
ধ্বনিযুক্ত ধাৰণক্ষমতা,ध्वानिक धारिता
শ্ৰৱণ কেন্দ্ৰ,श्रवण-केन्द्र
ধ্বনিগত ব্যাখ্যা,ध्वानिक स्पष्टकारी
একাউষ্টিক কভাৰ,ध्वानिक छदपट्ट
ধ্বনিগত প্ৰতিক্ৰিয়া,ध्वानिक अनुवृत्ति
ধ্বনি উপাদান,ध्वानिक घटक
ধ্বনি পৰিবাহীতা,ध्वानिक चालकता
একাউষ্টিক ডেম্পিং,ध्वानिक अवमंदन
ধ্বনিগত বিক্ষিপ্ততা,ध्वानिक परिक्षेपण
শব্দ হেকাৰ,ध्वनि हासक
ধ্বনি শক্তি*,ध्वानिक ऊर्जा*
ধ্বনি শক্তি সমীকৰণ,ध्वनिक ऊर्जा समीकरण
ধ্বনি সমীকৰণ,ध्वानिक समीकरण
শব্দ পুনৰুদ্ধাৰ,ध्वानिक पुनर्निवेश
ক্লেডনি আকৃতি,क्लैडनी आकृतियाँ
একাউষ্টিক ফিল্টাৰ,ध्वानिक फ़िल्टर
শব্দ উৎপাদক,ध्वनि जनित्र
একাউষ্টিক গ্ৰেটিং,ध्वानिक ग्रेटिंग
একাউষ্টিক ইম্পিডেন্স*,ध्वानिक प्रतिबाधा*
শব্দৰ জড়তা,ध्वानिक जड़त्व
শব্দৰ তীব্ৰতা,ध्वानिक तीव्रता
শব্দৰ হস্তক্ষেপ মিটাৰ,ध्वानिक व्यतिकरणमापी
একাউষ্টিক ইন্টাৰফেৰেন্স ডিটেক্টৰ,ध्वानिक अतिक्रमण संसूचक
একাউষ্টিক লেন্স,ध्वानिक लेन्स
শব্দ ৰেখা,ध्वनि लाइन
ধ্বনিযুক্ত ভৰ,ध्वानिक संहति
ধ্বনিগত পদাৰ্থ,ध्वानिक सामग्री
শব্দৰ অৰ্থ মুক্ত পথ,ध्वानिक माध्य मुक्त पथ
একাউষ্টিক মোড,ध्वानिक विधा
শব্দৰ শব্দ,ध्वानिक रव
ধ্বনিযুক্ত ওম*,ध्वानिक ओम*
"একাউষ্টিক পেনেল, একাউষ্টিক বৰ্ড","ध्वानिक पैनल, ध्वानिक पट्ट"
ধ্বনি পৰ্যায় ধ্ৰুৱক,ध्वानिक प्रावस्था स्थिरांक
একাউষ্টিক ৰিচিভাৰ,ध्वानिक उद्ग्राही
শব্দৰ চাপ,ध्वानिक दाब
শব্দৰ প্ৰতিসমতা নিয়ম,ध्वनि का समरूपता नियम
শব্দ সংক্ৰমণ,ध्वानिक संचरणांक
ধ্বনিগত ধৰ্ম,ध्वानिक गुणधर्म
ধ্বনিযুক্ত চতুৰ্ভুজ,ध्वानिक चतुर्ध्रुवी
ধ্বনি বিকিৰণ মৌল,ध्वानिक विकिरक अवयव
ধ্বনি বিকিৰণ,ध्वनिक विकिरण
শব্দ নিবাৰণ,ध्वनि-विकिरक
একাউষ্টিক ৰেডিঅ&#39;মিটাৰ,ध्वानिक-विकिरणमापी
ধ্বনিগত প্ৰতিক্ৰিয়া,ध्वानिक प्रतिघात
ধ্বনিগত পাৰস্পৰিকতা উপপাদ্য,ध्वानिक पारस्पर्य प्रमेय
শব্দ হ্ৰাস কাৰক,ध्वानिक अपचयन गुणक
ধ্বনি প্ৰতিফলন সহগ,ध्वानिक परावर्तन गुणांक
ধ্বনি বিবৰ্তন,ध्वानिक अपवर्तन
শব্দ প্ৰতিৰোধ ক্ষমতা,ध्वानिक प्रतिरोध
ধ্বনিগত প্ৰতিক্ৰিয়া,ध्वानिक अनुक्रियता
ধ্বনিগত বিক্ষিপ্ততা,ध्वानिक प्रकीर्णन
শুনা বিন্দু,श्रवण-बिन्दु
শব্দৰ কঠিনতা,ध्वानिक दुर्नम्यता
শব্দ ব্যৱস্থা,ध्वानिक तंत्र
একাউষ্টিক থাৰ্মোমিটাৰ,ध्वानिक तापमापी
শব্দৰ বেগ,ध्वानिक-वेग
শব্দ তৰংগ,ध्वनि तरंग
একাউষ্টিক,ध्वानिक
শব্দ শোষণ সহগ,ध्वनि अवशोषण गुणांक
শব্দ শোষণ উপাদান,ध्वनि अवशोषण घटक
একাউষ্টিক বৰ্তনী,ध्वानिक परिपथ
ধ্বনিগত প্ৰতিক্ৰিয়া,ध्वानिक अनुवृत्ति
শব্দ বিলম্ব ৰেখা,ध्वानिक विलंब लाइन
ধ্বনিগত বিকৃতি,ध्वानिक विरूपण
একাউষ্টিক একাউষ্টিক,ध्वानिक और्जिकी
একাউষ্টিক ফিল্টাৰ,ध्वानिक फ़िल्टर
একাউষ্টিক ইম্পিডেন্স*,ध्वानिक प्रतिबाधा*
ফ&#39;ন&#39;গ্ৰাফ,ध्वनि-भ्रामिका
ধ্বনিযুক্ত ওম*,ध्वानिक ओम*
ধ্বনি ধ্ৰুৱক,ध्वानिक कला नियतांक
একাউষ্টিক ফ&#39;নন,ध्वानिक फ़ोनान
ধ্বনি সংবহন ধ্ৰুৱক,ध्वानिक संचरण नियतांक
শব্দ পৰিৱৰ্তন সহগ,ध्वनि परिवर्तन गुणांक
শব্দ প্ৰতিৰোধ ক্ষমতা,ध्वानिक प्रतिरोध
শব্দৰ কঠিনতা,ध्वानिक दुर्नम्यता
শব্দ একক,ध्वनि-मात्रक
শব্দ নিবাৰণ,ध्वनिरूद्ध
একাউষ্টিক চাইড লাইন,ध्वानिक पार्श्व रेखा
"শব্দবিজ্ঞান, ধ্বনিবিজ্ঞান","ध्वानिकी, ध्वानिकता"
শব্দ মিটাৰ,ध्वनिमापी
শব্দৰ চাপ,ध्वनि दाब
অধিগ্ৰহণ ৰাডাৰ,अर्जन रेडार
সালোক সংশ্লেষণ বিকিৰণ,प्रकाश रसोक्रिय विकिरण
এক্টিনিয়াম নিৰ্গমন,ऐक्टिनियम उत्सर्जन
এক্টিনো-ইউৰেনিয়াম,ऐक्टिनो-यूरेनियम
এক্টিনো-ইউৰেনিয়াম শৃংখলা,ऐक्टिनो-यूरेनियम श्रेणी
ৰেডিঅ&#39;ইলেক্ট্ৰিক,विकिरण-विद्युत्
"এক্টিনোমিটাৰ, ফটোমাইক্ৰ&#39;মিটাৰ","ऐक्टिनोमीटर, प्रकाशरसोक्रियामापी"
"কাৰ্য্য, কাৰ্য্য","क्रिया, कर्म"
ক্ৰিয়া আৰু প্ৰতিক্ৰিয়া,क्रिया और प्रतिक्रिया
ক্ৰিয়া ধ্ৰুৱক,क्रिया स्थिरांक
প্ৰভাৱৰ ক্ষেত্ৰ,प्रभाव क्षेत्र
"সক্ৰিয় কৰা হৈছে, সক্ৰিয় কৰা হৈছে","सक्रियित, सक्रियकृत"
সক্ৰিয় প্ৰসাৰণ,सक्रियित विसरण
"সক্ৰিয় কৰা ফাইবাৰ, সক্ৰিয় কৰা ফাইবাৰ","साक्रियकृत तंतु, सक्रियित तंतु"
সক্ৰিয়কৰণ প্ৰভাৱ,सक्रियण प्रभाव
সক্ৰিয়কৰণ প্ৰভাৱ,सक्रियण प्रभाव
সক্ৰিয়কৰণ বিশ্লেষণ,सक्रियण-विश्लेषण
কাৰ্য্যকলাপ কেন্দ্ৰ,सक्रियता केन्द्र
সক্ৰিয়কৰণ পৰীক্ষক,सक्रियण-परिक्षत्र
সক্ৰিয়কৰণ শক্তি,सक्रियण ऊर्जा
সক্ৰিয়কৰণ এণ্ট্ৰপি,सक्रियण ऐन्ट्रॉपी
সক্ৰিয়কৰণ অতিভোল্টেজ,सक्रियण अधिवोल्टता
সক্ৰিয়কৰণৰ হাৰ,सक्रियण दर
"সক্ৰিয়কৰ্তা, সক্ৰিয়কৰ্তা","सक्रियकारक, सक्रियक"
সক্ৰিয়কৰ্তা পৰমাণু,सक्रियक परमाणु
ত্বৰণকাৰী,त्वरक-सक्रियक
সক্ৰিয় শোষণ,सक्रिय अवशोषण
সক্ৰিয় আকাশী,सक्रिय एरियल
বিকিৰণৰ বিপদজনক অঞ্চল,विकिरण ख़तरा क्षेत्र
সক্ৰিয় ডিভাইচ,सक्रिय युक्ति
সক্ৰিয় লক্ষ্য নিৰ্ধাৰণ,सक्रिय अभिलक्ष्यन
সক্ৰিয় হাইড্ৰজেন*,सक्रिय हाइड्रोजन*
সক্ৰিয় জাল,सक्रिय जालक
সক্ৰিয় ৰেখা সক্ৰিয় ৰেখা,"सक्रिय लाइन, सक्रिय रेखा"
সক্ৰিয় লুপ,सक्रिय पाश
সক্ৰিয় ক&#39;ড*,सक्रिय संहति*
সক্ৰিয় উপাদান,सक्रिय सामग्री
সক্ৰিয় অণু,सक्रिय अणु
সক্ৰিয় জাল,सक्रिय जाल
সক্ৰিয় পুনৰ শোষণ,सक्रिय पुनरवशोषण
সক্ৰিয় অঞ্চল,सक्रिय क्षेत्र
সক্ৰিয় নিয়ন্ত্ৰণ,सक्रिय नियमन
সক্ৰিয় উপগ্ৰহ,सक्रिय उपग्रह
সক্ৰিয় বিভাজনশীল সৌৰ শিখা,सक्रिय कलंकीय सौर ज्वाला
সক্ৰিয় অণুপুষ্টিকৰ উপাদান,सक्रिय सूक्ष्मात्रिक पदार्थ
সক্ৰিয় অনুসৰণ ব্যৱস্থা,सक्रिय अनुवर्तन तंत्र
সক্ৰিয় ট্ৰেন্সডুচাৰ,सक्रिय ट्रांसडयूसर
সক্ৰিয় গ্ৰহণ,सक्रिय उदग्रहण
কাৰ্য্যকলাপ সহগ*,सक्रियता गुणांक*
কাৰ্য্যকলাপ সূচকাংক,सक्रियता सूचकांक
কাৰ্য্যকলাপৰ অনুপাত,सक्रियता -अनुपात
কাৰ্য্যকলাপ ভেক্টৰ,सक्रियता सदिश
প্ৰকৃত মনিটৰ,वास्तविक मानीटर
প্ৰকৃত মানসিক চাপ,वास्तविक प्रतिबल
ট্ৰিগাৰ কৰা,"चालू करना, प्रवृत्त करना"
উৎপত্তিকাৰী,प्रवर्तक
উৎপত্তিকাৰী,प्रवर्तक
acuityometer,सुतीक्ष्णतामापी
শ্ৰৱণ ক্ষমতা,श्रवण सुतीक्ष्णता
ফটো তীক্ষ্ণতা মূল্য,फोटोतीक्ष्णता मान
তীব্ৰ কোণ,न्यूनकोण
ফুচফুচাই কোৱা,क्षिप्र उद्भासन
তীব্ৰ ত্ৰিভুজ,न्यूनकोण त्रिभुज
অচক্ৰীয়,अचक्रीय
অনুকূলন প্ৰয়োগ,अनुकूलन प्रयुक्ति
অনুকূলিত অৱস্থা,अनुकूलित अवस्था
অভিযোজিত নিয়ন্ত্ৰণ ব্যৱস্থা,अनुकूली नियंत्रण तंत्र
এডাপ্টোমিটাৰ,अनुकूलनमापी
এডকক এন্টেনা,एडकॉक एन्टेना
সামৰণিত,"योग करना, जोड़ना"
সংকলনৰ সময়,संकलन काल
