Telugu,Marathi
సమతుల్య ఫలదీకరణం,संतुलित फर्टिलायझेशन
బార్ రేఖాచిత్రం,बार आकृती
బెరడు,साल
బేరోమీటర్,बॅरोमीटर
బంజరు,वांझ
బేస్,पाया
బేసిన్,बेसिन
బాసిపెటల్,बासिपेटल
బేసిథెర్నమ్,बासेस्टर्नम
బే రుతుపవనాలు,बे मॉन्सून
బేరింగ్ ప్లాంట్,बेअरिंग प्लांट
మం చం,बेड
బెడర్,बेडर
పరుపు,बेडिंग
దుంప మొలాసిస్,बीट गुळ
బెలోస్,धनुष्य
బెల్ట్,बेल्ट
బెనిఫిట్-కాస్ట్ అనాలిసిస్,लाभ-खर्च विश्लेषण
పక్షపాతం,पक्षपाती (सॅम्पलिंग)
ద్వైవార్షిక,द्विवार्षिक
ద్విపద,द्विपक्षीय
బయోజెంట్,बायोएजेन्ट
బయోక్లైమేట్,बायोक्लीमेट
బయోఎనర్జీ,बायोएनर्जी
బయోనోమిక్స్,बायोनोमिक्स
బయోఇయాక్టర్,बायोरिएक्टर
బయోస్పియర్,जीवशास्त्र
బయోటిక్,बायोटिक
బయోటైప్,बायोटाइप
ద్విలింగ,उभयलिंगी
బ్లాంచింగ్,ब्लान्चिंग
పేలుడు,ब्लास्ट
కలపండి,मिश्रण
ముడత,ब्लाइट
పొక్కు,फोड
నీలం విప్లవం,निळा क्रांती
దిగువ వేడి గది,तळाशी उष्णता कक्ष
దిగువ ఉష్ణ సాంకేతికత,तळाशी उष्णता तंत्र
బ్రాన్,कोंडा
శాఖ,शाखा
బ్రాంచ్లెట్,शाखा
జాతి,प्रजनन
పెంపకం,प्रजनन
బ్రిమ్మింగ్,ब्रिमिंग
సంతానం,ब्रूड
బడ్డింగ్,नवोदित
బడ్జెట్,अर्थसंकल्प
బఫర్,बफर
బల్బ్,बल्ब
బంట్,बंट
ఉప-ఉత్పత్తి,उप-उत्पादन
బాబుల్ అకాసియా,बाबुल बाभूळ
బేబీ మొక్కజొన్న,बाळ कॉर्न
బేల్,बाईल
బైల్,बेली
బాల్సం,बाल्सम
వెదురు,बांबू
అరటి,केळी
మర్రి చెట్టు,वडाचे झाड
బార్లీ,बार्ली
బార్నియార్డ్ మిల్లెట్,धान्याचे कोठार मिलेट
తులసి,तुळस
బాస్టర్డ్ సెడార్,बस्टर्ड सिडर
బాస్టర్డ్ మైరోబాలన్,बस्टार्ड मायरोबालन
బౌహినియా,बौहिनिया
బే బెర్రీ,बे बेरी
బీన్,बीन
దుంప,बीट
బెల్లడోన్నా,बेलॅडोना
బెర్,बेर
బెర్సీమ్,Berseem
బెటెల్,सुपारी
బిలింబి,बिलीमबी
కాకరకాయ,कारले
బ్లాక్ గ్రామ్,काळा हरभरा
బ్లాక్ నైట్ షేడ్,ब्लॅक नाईटशेड
బౌగెన్విలియా,बोगेनविले
బాటిల్ బ్రష్,बाटली ब्रश
బాటిల్ పొట్లకాయ,दुधीभोपळा
బాక్స్ ట్రీ,बॉक्स ट्री
బ్రెడ్ ఫ్రూట్,ब्रेड फळ
పెళ్లి లత,ब्राइडल क्रिपर
బ్రింజల్,वांगे
బ్రాడ్ బీన్,ब्रॉड बीन
బ్రోకలీ,ब्रोकोली
బ్రస్సెల్ మొలక,ब्रुसेलचा अंकुर
బుక్వీట్,बकव्हीट
బ్యూటియా,बुटिया
బాండికూట్,बॅन्डिकूट
ఎలుగుబంటి,अस्वल
బీటిల్,बीटल
బొబ్బ బీటిల్,ब्लिस्टर बीटल
బ్లూ బుల్,निळा बैल
బోల్ పురుగు,बोल वर्म
సీతాకోకచిలుక,फुलपाखरू
బాక్టీరియాలజిస్ట్,बॅक्टेरियोलॉजिस्ट
బయోకెమిస్ట్,बायोकेमिस्ट
జీవశాస్త్రవేత్త,जीवशास्त्रज्ञ
బయోటెక్నాలజిస్ట్,बायोटेक्नॉलॉजिस्ट
వృక్షశాస్త్రజ్ఞుడు,वनस्पतिशास्त्रज्ञ
సి తేమ లక్షణ వక్రత,सी ओलावा वैशिष्ट्यपूर्ण वक्र
కేక్,केक
కాల్కారియస్,कॅल्केरियस
కాల్సిఫికేషన్,कॅल्सीफिकेशन
ఫాస్ఫేట్ యొక్క లెక్కింపు,फॉस्फेटचे कॅल्किनेशन
కాలోసిటీ,कॉलिटी
కాలిస్,कॉलस
కాలిక్స్,कॅलेक्स
కాలిక్స్-ఎండ్,कॅलेक्स-एंड
కాంబియం,कॅम्बियम
క్యాంకర్,कॅंकर
క్యానింగ్,कॅनिंग
పందిరి,छत
రాజధాని,भांडवल
కాప్రిఫికేషన్,केप्रीफिकेशन
క్యాప్సూల్,कॅप्सूल
కార్బోనేటేడ్,कार्बोनेटेड
కార్బోనైజేషన్,कार्बनायझेशन
కార్పెల్,कार्पेल
కార్పస్,कार्पस
కాస్టింగ్,कास्टिंग
క్యాటాబోలిజం,कॅटाबोलिझम
ఉత్ప్రేరక,कॅटॅलिसिस
గొంగళి పురుగు,सुरवंट
సి-డిఎన్ఎ లైబ్రరీ,सी-डीएनए लायब्ररी
పైకప్పు,कमाल मर्यादा
సెల్,सेल
కేంద్ర నాయకుడు వ్యవస్థ,केंद्रीय नेता प्रणाली
సెంట్రిక్,सेंट्रिक
సెంట్రిఫ్యూగేషన్,सेंट्रीफ्यूगेशन
సెంట్రిఫ్యూజ్,सेंट्रीफ्यूज
సెంట్రియోల్,सेंट्रीओल
సెంట్రోజెనిక్,सेंट्रोजेनिक
సెంట్రోజెనస్,केंद्रीत
సెర్కస్,Cercus
ధాన్యం,अन्नधान्य
ధృవీకరణ,प्रमाणपत्र
ధృవీకరించబడిన విత్తనం,प्रमाणित बियाणे
చాఫ్,चाफ
చలాజా,चालझा
కెమోట్రోపిజం,केमोट्रोपिझम
చియాస్మా,चियास्मा
చిల్లింగ్ గంటలు,शीतकरण तास
చిల్లింగ్ గాయం,शीतकरण इजा
చిమెరా,चिमेरा
క్లోరాంథీ,क्लोरॅन्थी
క్లోరోఫిల్,क्लोरोफिल
క్లోరోసిస్,क्लोरोसिस
క్లోరాలజీ,क्लोरोलॉजी
క్రోమాటిడ్,क्रोमॅटिड
క్రోమాటిన్,क्रोमॅटिन
క్రోమాటోగ్రఫీ,क्रोमॅटोग्राफी
క్రోమాటోలిసిస్,क्रोमॅटोलिसिस
క్రోమోసెంట్రే,क्रोमोसेन्ट्रे
క్రోమోజెనిసిస్,क्रोमोजेनेसिस
క్రోమోప్రొటీన్,क्रोमोप्रोटीन
క్రోమోజోమ్,क्रोमोसोम
దీర్ఘకాలిక,जुनाट
సిట్రేంజ్,सिट्रेंज
క్లాడోడ్,क्लेडोड
వర్గీకరణ,वर्गीकरण
మట్టి,क्ले
శుభ్రపరచడం,स्वच्छता
క్లిస్టోగామి,क्लीस्टोगॅमी
క్లైమాక్టెరిక్ పండు,क्लायमॅक्टेरिक फळ
వాతావరణం,हवामान
క్లైమాటాలజీ,हवामानशास्त्र
క్లిప్పర్,क्लिपर
క్లాడ్,क्लॉड
క్లోన్,क्लोन
మేఘం,ढग
క్లాంప్,गठ्ठा
క్లస్టర్,क्लस्टर
ముతక,खडबडीत
విత్తనం,कोट (बियाणे)
కోకన్,कोकून
కోఎంజైమ్,कोएन्झाइम
సమన్వయం,एकत्रीकरण
కోయిర్,कॉर
కోలియోరిజా,कोलोरिझा
కాలర్,कॉलर
ఘోథ,कोलोइड (माती)
కొలుమెల్లా,कोलंबेला
కాలమ్,स्तंभ
ప్రారంభం,Comensalism
వాణిజ్య బ్యాంకు,व्यावसायिक बँक
వస్తువు,वस्तू
సంఘం,समुदाय
సంపీడన (మట్టి),कॉम्पॅक्शन (मातीची)
అనుకూలత,सुसंगतता
అనుకూలత,सुसंगतता
పరిహారం,भरपाई
పోటీ పరస్పర చర్య,स्पर्धात्मक संवाद
పరిపూరకరమైన పంట,पूरक पीक
క్లిష్టమైన,कॉम्प्लेक्स
భాగం,घटक
కూర్పు,रचना
కంపోస్ట్,कंपोस्ट
చక్రవడ్డీ,चक्रवाढ व्याज
గణన,गणना
కంప్యూటర్,संगणक
ఏకాగ్రత,एकाग्रता
కండీషనర్,कंडिशनर
ప్రవర్తన,आवाहन
ఆకృతీకరణ,कॉन्फिगरेशन
అనుగుణ్యత,अनुरूपता
గందరగోళం,गोंधळात टाकणारे
సంయోగం,संयोजन
కనెక్టివ్,संयोजी
పరిరక్షణ,संवर्धन
ఏకీకరణ,एकत्रीकरण
భాగాలు,घटक
వినియోగదారు,ग्राहक
వినియోగం,वापर
కాలుష్యం,दूषित
ఆకృతి నాటడం,समोच्च लागवड
ఆకృతి,समोच्च
కాంట్రాక్ట్ వ్యవసాయం,कॉन्ट्रॅक्ट शेती
నియంత్రిత నిల్వ,नियंत्रित स्टोरेज
సహకార బ్యాంక్,सहकारी बँक
సహకారం,सहकारी
కాపిస్,कॉपिस
కార్మ్,कॉर्म
కొరోల్లా,कोरोला
కార్టెక్స్,कॉर्टेक्स
ధర,किंमत
కోడిలిడాన్,कॉटिलेडन (बियाणे)
క్రెడిట్ సొసైటీ,क्रेडिट सोसायटी
క్రెడిట్,पत
రుణదాత,लेखादार
క్రెస్ట్,माथा
ముడతలు,Rickly
సంక్షోభం,संकट
ప్రమాణం,निकष
క్లిష్టమైన,गंभीर
పంట భీమా,पीक विमा
పంట రుణం,पीक कर्ज
పంట,पीक
పంట ప్రాంతం,पीक क्षेत्र
క్రాస్ ఇన్ఫాంపిబుల్,क्रॉस-इनकॉम्पॅन्सिबल
క్రౌన్ (మొక్క),मुकुट (वनस्पती)
ముక్క,क्रंब
క్రస్ట్,कवच
క్రిప్టోమ్,क्रिप्टोगॅम
మెడ (పండ్లు),कुल (फळे)
కుల్మ్,कुल्म
సాగు,लागवड
సాగు,लागवड
సాగు,लागवड करणारा
సంస్కృతి,संस्कृती
క్యూరింగ్,उपचार
కర్లింగ్,कर्लिंग
కరెన్సీ,चलन
క్యూటికల్,क्यूटिकल
కట్టింగ్,कटिंग
తిత్తి,गळू
సైటోక్రోమ్,साइटोक्रोम
సైటోగామి,सायटोगामी
సైటోజెనిసిస్,सायटोजेनेसिस
సైటోజెనెటిక్స్,सायटोजेनेटिक्स
సైటోకినిసిస్,सायटोकिनेसिस
సైటోలజీ,सायटोलॉजी
సైటోలిసిస్,सायटोलिसिस
సైటోమీర్,सायटोमेरे
సైటోప్లాజమ్,साइटोप्लाझम
క్యాబేజీ,कोबी
కాక్టస్,कॅक्टस
కలేన్ద్యులా,कॅलेंडुला
ఫలారిస్,कॅनरी गवत (फालारिस)
Canna,कॅन्ना
కాపారిస్,कॅपरिस
క్యాప్సికం,शिमला मिर्ची
కారాంబోలా,कारंबोला
కారాపా,कारपा
ఏలకులు,वेलची
కార్నేషన్,कार्नेशन
కారెట్,गाजर
జీడి పప్పు,काजू
కాసియా,कॅसिया
కాస్టర్,एरंडेल
కాలీఫ్లవర్,फुलकोबी
సెలెరీ,भाजी किंवा कोशिंबीर बनवण्यासाठी उपयुक्त अशी एक वनस्पती
ఛాంపాక్,शॅमक
చెనోపోడియం,चेनोपोडियम
చెర్రీ టమొూటా,चेरी टोमॅटो
చెర్రీ,चेरी
"చిక్పా, గ్రామ్","चणा, हरभरा"
మిరపకాయలు,मिरची
చైనా టర్పెంటైన్ చెట్టు,चीन टर्पेन्टाईन ट्री
చౌ చౌ,चाऊ-चाऊ
క్రిసాన్తిమం,क्रिसॅन्थेमम
"చుఫా, ఎర్త్ బాదం","चुफा, पृथ्वी बदाम"
సికోరీ,सिचरी
దాల్చిన చెక్క,दालचिनी
సిట్రాన్,सिट्रॉन
సిట్రోనెల్లా గడ్డి,सिट्रोनेला गवत
క్లైంబింగ్ జాస్మిన్,चमेली चढणे
లవంగం,लवंग
క్లస్టర్ బీన్,क्लस्टर बीन
కోకో,कोको
కొబ్బరి,नारळ
కాఫీ,कॉफी
కోలియస్,कोलियस
కోలోకాసియా,कोलोकेशिया
"కోలోసిన్త్, చేదు ఆపిల్","कोलोसिंथ, कडू सफरचंद"
సాధారణ పర్స్లేన్,सामान्य पर्स्लेन
కొత్తిమీర,कोथिंबीर
పత్తి,कापूस
కౌపీయా,गायी
క్యూబ్బ్,क्यूबब
దోసకాయ,काकडी
కుకుర్బిట్స్,कुकर्बिट्स
జీలకర్ర,जिरे
కరివేపాకు ఆకు,करी पान
సీతాఫలం,सीताफळ
క్యాప్సూల్ బోరర్,कॅप्सूल बोरर
గొంగళి పురుగు,सुरवंट
సిట్రస్ సైలా,लिंबूवर्गीय सायला
క్రికెట్,क्रिकेट
కాకి,कावळा
కట్ పురుగు,जंत कट करा
పాల,डेअरी
పాల,दुग्धशाळा
ఆనకట్ట,धरण
రోజు-తటస్థ,दिवस-तटस्थ
పుష్పించే రోజుల తరువాత,फुलांच्या नंतरचे दिवस
పూర్తి బ్లూమ్ తర్వాత రోజులు,पूर्ण मोहोर नंतरचे दिवस
డెబ్లోసింగ్,डीब्लोसमिंग
డీకాల్సిఫికేషన్,Decalcification
డికాంట్,डिकंट
క్షయం,क्षय
ఆకురాల్చే,पाने गळणारा
దశాంశం,दशांश
లోపం,कमतरता
మట్టి,डिफ्लोकुलेशन (माती)
డెఫ్లోరేషన్,डिफ्लोरेशन
డీఫోలియేషన్,डीफोलिएशन
అటవీ నిర్మూలన,जंगलतोड
క్షీణత,अध: पतन
క్షీణత,अधोगती
డిగ్రీ రోజులు,पदवी दिवस
డిగ్రీ,पदवी
డీహిస్సెన్స్,Dehiscence
డెహల్లింగ్,डीहुलिंग
డెహస్కింగ్,डीहुस्किंग
నిర్జలీకరణం,डिहायड्रेशन
డీహైడ్రేటర్,डिहायड्रेटर
డిమాండ్,मागणी
డీనాటరేషన్,विकृती
తిరస్కరణ,नकार
డిపాజిట్,ठेव
నిక్షేపణ,ठेव
తరుగుదల డీసాలినైజేషన్,घसारा डेसालिनायझेशन
డీసికేషన్,Desiccation
రూపకల్పన,डिझाइन
డెస్సికేటర్,Descicator
డెస్టొనింగ్,निराश
డెస్కరింగ్,Desuckering
డెసినాప్సిస్,Desynapsis
డిటాసెల్,डेटासेल
డిటాసెలింగ్,Detasseling
నిర్ణయాధికారి,निर्धारक
విలువ తగ్గింపు,अवमूल्यन
డివెగెటేషన్,Devegetation
విచలనం,विचलन
డైడ్,डायड
రోగ నిర్ధారణ,निदान
డైకోగామి,डिचोगामी
డైకోటోమి,द्वैधविज्ञान
విత్తనం,डिकोटिल्डन (बियाणे)
డై బ్యాక్ (వ్యాధి),मरणार (रोग)
విస్తరణ,प्रसार
డైజెస్టిబిలిటీ,पचनक्षमता
డైహైబ్రిడ్,डायहायब्रिड
ఒక రకానికి చెందిన వ్యక్తి,डिक (डायक)
పలుచన,सौम्य
డైయోసియస్,डायओसियस
డిప్లాయిడ్,डिप्लोइड
డిప్లాయిడ్,डिप्लोइड
డిప్లొనెమా,डिप्लोमा
విడదీయడం,डिसबुडिंग
డిస్కింగ్,डिस्किंग
డిస్కౌంట్,सूट
క్రిమిసంహారక,निर्जंतुकीकरण
చెదరగొట్టడం,फैलाव
వ్యాప్తి,प्रसार
వైవిధ్యీకరణ,विविधता
వైవిధ్యభరితమైన వ్యవసాయం,विविध शेती
DNA నిచ్చెన,डीएनए शिडी
DNA రిసెప్టర్,डीएनए रिसेप्टर
డాకేజ్,डॉकगेज
ఆధిపత్యం,प्रबळ
నిద్రాణస్థితి,सुप्तता
మోతాదు,डोस
డబుల్ సిగ్మోయిడ్ కర్వ్,डबल सिग्मॉइड वक्र
ముసాయిదా (ముసాయిదా),मसुदा (मसुदा)
హరించడం,निचरा
పారుదల,ड्रेनेज
డ్రా,काढा
డ్రించింగ్,भिजत
డ్రెస్సింగ్ (విత్తనం),ड्रेसिंग (बियाणे)
డ్రిల్ (ఎన్.),ड्रिल (एन.)
డ్రిల్లింగ్ (ఎగ్. ఇంజిగ్),ड्रिलिंग (एजी. इंजी)
వ్యవసాయ శాస్త్రం,ड्रिलिंग (अ‍ॅग्रोनॉमी)
బిందు సేద్యం,ठिबक सिंचन
డ్రైలాండ్ వ్యవసాయం,ड्रायलँड शेती
దుమ్ము,धूळ
డస్టర్,डस्टर
దుమ్ము,धूळ
మరగుజ్జు,बटू
మరగుజ్జు పిరమిడ్,बौने पिरॅमिड
మరగుజ్జు,बौने
డైసీ,डेझी
తేదీలు,तारखा
రోజు జాస్మిన్,दिवस चमेली
మెంతులు,बडीशेप
దిననాథ్ గడ్డి,दीननाथ गवत
డాడర్,डॉडर
"డూబ్ గడ్డి, బెర్ముడా గడ్డి","डूब गवत, बर्म्युडा गवत"
డ్రూస్,ड्रूस
పొడి అల్లం,कोरडे आले
బీటిల్‌ను డీఫోలైట్ చేస్తుంది,डीफोलिएटिंग बीटल
డ్రోన్,ड्रोन
బాతు,बदक
ఎకాలజీ,पर्यावरणशास्त्र
ఎకోనొమెట్రిక్స్,इकोनोमेट्रिक्स
ఆర్థిక సామర్థ్యం,आर्थिक कार्यक्षमता
ఎకోటైప్,इकोटाइप
ఎక్టోట్రోఫిక్,एक्टोट्रॉफिक
ఎడాఫిక్,ईडाफिक
ఎడాఫాలజీ,एडॉफोलॉजी
అంచు,कडा
తినదగిన భాగం,खाद्य भाग
డిమాండ్ యొక్క స్థితిస్థాపకత,मागणीची लवचिकता
ఉత్పత్తి యొక్క స్థితిస్థాపకత,उत्पादनाची लवचिकता
విద్యుద్విశ్లేషణ,इलेक्ट्रोलिसिस
ఎలెక్ట్రోఫోరేసిస్,इलेक्ट्रोफोरेसीस
ఎలివియేషన్,Eluviation
ఎమాస్క్యులేటర్,Emasculator
ఎంబాంకింగ్,तटबंदी
పిండం,गर्भ
పిండశాస్త్రం,गर्भशास्त्र
ఆవిర్భావం,उदय
ఎమల్సిఫైయర్,इमल्सीफायर
ఎండోజెనస్,अंतर्जात
ఎండోమిటోసిస్,एंडोमिटोसिस
ఎండోపరాసైట్,एंडोपारासाइट
ఎండోస్పెర్మ్,एंडोस्पर्म
ఎంటర్ప్రైజ్,उपक्रम
కీటకాలజీ,एंटोमोलॉजी
పర్యావరణం,वातावरण
ఎంజైమ్,सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य
