Malayalam,Hindi
വംശപരമ്പര,2. वंश
വംശപരമ്പര,3. वंश-क्रम
വംശപരമ്പര,4. उच्च कुल
പുരാതന ഭരണം,"प्राचीन शासन-व्यवस्था, क्रांति पूर्व शासन-व्यवस्था"
പുരാതന,"पुरातन, प्राचीन"
പുരാതന ബാലഡ്,प्राचीन गाथा
പുരാതന വിശ്വാസം,प्राचीन मत
പുരാതന ആചാരം,प्राचीन प्रथा
പുരാതനമായ ചരിത്രം,प्राचीन हतिहास
പുരാതന സ്മാരകങ്ങൾ,प्राचीन स्मारक
ഉപകഥ,उपाख्यान
ആഞ്ചലോട്ട്,एन्जिलोट
ആഞ്ചലസ്,देवदूत पूजा
ആഞ്ജെവിൻ (=ആഞ്ജെവിൻ),आन्जवै
കോണുകൾ,ऐन्गल्स
ആംഗ്ലിക്കൻ,आंग्लिक
ആംഗ്ലിക്കൻ കൂട്ടായ്മ,आंग्ल चर्च
ആംഗ്ലിക്കനിസം,आंग्ल चर्चवाद
ആംഗ്ലോ-ഫോബ്,आंग्ल विरोधी
ആംഗ്ലോ-ഫോബിയ,आंग्ल-दुर्भीति
ആംഗ്ലോ-സാക്സൺ,आंग्ल सैक्सन
ആംഗ്ലോ-സാക്‌സോണിസം,आंग्ल-सैक्सनवाद
അനലിസ്റ്റ്,"आख्यान-लेखक, आख्यानकार"
വാർഷികങ്ങൾ,"वर्षवृत्त, आख्यान, ख्यात"
കൂട്ടിച്ചേർക്കൽ,"अधिनहन, मिला देना"
ആന്റി-ബെല്ലം,युद्ध पूर्व (स्थिति)
മുൻ തീയതി,"पूर्वतिथि-निर्धांरण, पूर्वकाल निर्धारण"
പൗരോഹിത്യ വിരുദ്ധത,पादरी प्रथा विरोधी
വൈദിക വിരുദ്ധ നിയമം,पादरी प्रथा विरोधी विधान
പൗരാണികത,"पुरावशेष, पुरावस्तु"
വാടക വിരുദ്ധം,लगान-विरोधी
വാടക വിരുദ്ധം,2. एन्टी रैन्ट पार्टी
സെമിറ്റിസം വിരുദ്ധത,"यहूदी विरोध, यहूदीवाद-विरोध, यहूदी विरोधवाद"
അൻസാക്ക്,ऐन्ज़ेक
അപ്പെല്ല,नागरिक सभा
അരലു,अरालू
ആർച്ച് ബിഷപ്പ്,आर्च बिशप
ആർച്ച് ഡച്ചി,आर्च डची
ആർച്ച് ഡ്യൂക്ക്,आर्च ड्यूक
ആർക്കൈഫ് (=ആർക്കൈവൽ ശേഖരം),पुरालेख संग्रह
ആർക്കിഎപ്പിസ്കോപ്പേറ്റ്,महाधर्माध्यक्ष का पद
പ്രഭുവർഗ്ഗം,अभिजाततंत्र
പ്രഭു,अभिजात
പ്രഭുവർഗ്ഗ സ്നോബറി,अभिजातीय दंभ
അരിസ്റ്റോട്ടിലിയൻ,अरस्तूवादी
അർമാഡ,आर्मेडा
അർമ്മഡ (=സ്പാനിഷ് അർമ്മഡ),स्पेन का आर्मेडा
കവചക്കാരൻ (=കവചക്കാരൻ),कवच-विशारद
കവചം (=കവചം),"कवच, बख्तर, वर्म"
ആയുധധാരി,अo देo armorist
ആര്യൻ,आर्य
ആര്യൻ,2. कुलीन
അസ്കരി,अस्कारी
നിയോഗിക്കുക,"आसिग्ना, भू-प्रतिभृत मुद्रा"
അസൈസ് ചെയ്യുക,अभिसत्र
അസൈസ് ചെയ്യുക,2. विधिपृच्छा
അസൈസ് ചെയ്യുക,3. अभिसत्राधिनियम
അസൈസ് ഓഫ് ആയുധ നിയമം,आयुध अभिसत्राधिनियम
അസൈസ് ഓഫ് ഡാരെൻ അവതരണം,डारेन उपस्थापन अभिसत्राधिनियम
മോർട്ട് &#39;ഡി&#39; മുൻഗാമിയുടെ അസൈസ്,मृत पूर्वज अभिसत्राधिनियम
അസൈസ് ഓഫ് നോവൽ ഡിസെസിൻ,अभिनव अधिधारणोत्सादन अभिसत्राधिनियम
ക്രൂരത,नृशंसता
ആക്രമണം,आक्रमण
ഔലിക് കൗൺസിൽ,"सर्वोच्च न्यायालय, ऑलिक काउन्सिल"
ഗെഡസിന്റെ കോടാലി (=ദി ഗെഡെസ് കോടാലി),गेडिस समाधान
ആക്സിസ് (=റോം-ബെർലിൻ-ടോക്കിയോ ആക്സിസ്),धुरी राष्ट्र
ബാബിലോൺ,"बाबुल, बेबीलोन"
ബാബിലോണിയൻ അടിമത്തം (=ബാബിലോണിയൻ അടിമത്തം),बेबीलोनी बंदीकरण
ബച്ചനൽ ഭക്തൻ,बाखुसी उपासक
ബച്ചനാലിയ,मद्यपानोत्सव
ബാച്ചിലർ,युवा योद्धा
ബാഗ്ദാദ് കരാർ,"बगदाद अनुबंध, बगदाद पैक्ट"
ബാൽക്കൻ ലീഗ്,बाल्कन लीग
ബാൽക്കൻ കരാർ,बाल्कन अनुबंध
ബാൽക്കൻ യുദ്ധങ്ങൾ,बाल्कन युद्ध
ബാൾട്ടിക് കരാർ,बाल्टिक अनुबंध
കൊള്ളക്കാരൻ,दस्यु
ബന്ദൂങ് സമ്മേളനം,बांडुंग सम्मेलन
നാടുകടത്തൽ,"निर्वासन, देश-निकाला"
ബാനർ,"पताका, ध्वजा"
ബാർബേറിയൻ,बर्बर
ബാർബിക്കൻ,कोट-घूँघट
ബർദോളി സത്യാഗ്രഹം,बारदोली सत्याग्रह
കളപ്പുര ബർണറുകൾ,बार्न बर्नस
ബാരൺ,"बैरन, सामंत"
ബാരോണേജ്,बैरोनेज
ബറോണസ് മേജേഴ്സ്,महासामंत
ബാരോൺസ് പ്രായപൂർത്തിയാകാത്തവർ,लघु सामंत
ബാരോണസ്,सामंत पत्नी
ബാരോനെറ്റ്,उपसामंत
ബാരോനെറ്റേജ്,उपसामंत वर्ग
ബാരോനെറ്റേജ്,2. बैरोनेट वंशावली
ബാരോനെറ്റി,उपसामंत
ബാരോണി,बैरोनी
ബാരക്കൂൺ,दास बंदीगृह
ബാരക്കൂൺ,2. दास-गृह
ബാരിക്കേഡ് (=ബാരിക്കഡോ),अवरोध
ബാരിക്കേഡ് (=ബാരിക്കഡോ),2. घिराव
ബാരിക്കേഡ് (=ബാരിക്കഡോ),3. मोचबिंदी
ബേസ് ക്യാമ്പ്,आधार शिबिर
ബസിലിക്ക,वैसिलिका
ബസിലിക്ക,2. सभा भवन
ബാസ്റ്റില,बैस्टील
ബാസ്റ്റിലി,बैस्टील
ബാസ്റ്റിലി,2. कारागार
ബാറ്ററി,तोपखाना
യുദ്ധം,"रण, समर, युद्ध"
Battle-array,रण-व्यूह
യുദ്ധകാഹളം,युद्ध-घोष
യുദ്ധം,युद्ध कोलाहल
യുദ്ധക്കളം,"रण भूमि, रण क्षेत्र, समरांगण"
യുദ്ധഗാനം,युद्ध-गान
സ്പർസിന്റെ യുദ്ധം,एड़-युद्ध
സ്റ്റാൻഡേർഡ് യുദ്ധം,ध्वज-संग्राम
യുദ്ധക്കപ്പൽ,"रणपोत, जंगी जहाज़, संगरपोत"
യുദ്ധക്കപ്പൽ-ബലം,"संगरपोत शक्ति, रणपोत-शक्ति"
Bayeux ടേപ്പ്സ്ട്രി,बेयू चित्रपट
ബീക്കൺ,संकेत प्रकाश
ബീക്കൺ ടവർ,प्रकाश स्तंभ
ബീവർ,मुखरक्षी
ബീവർ,2. बीवर सिक्का
കടലിലെ യാചകർ,समुद्री बैगर
ബെല്ലിക്കോസ്,युयुत्यु
ബെല്ലിക്കോസ്,2. लड़ाकू
ബെല്ലിക്കോസ്,3. युद्धप्रिय
ബെല്ലിക്കോസിറ്റി,"युयुत्सा, युद्धप्रियता, लड़ाकूपन"
ബെല്ലോന,बेलोना
ഗുണം,"मठवृत्ति, धमवृत्ति, पादरी की वृत्ति"
വൈദികരുടെ പ്രയോജനം,पादरी-सुविधा
ബെനെലക്സ്,बेनीलक्स
ബെർലിൻ ഉത്തരവ്,"बर्लिन डिकी, बर्लिन निषेध"
ബെർസർക്കർ,"जुझारू योद्धा, नार्सी योद्धा"
ബസന്റ് (=ബെസന്റ്),बजांत
ബെഥേൽ,बैथेल
ബിബ്ലിയോലേറ്റർ,ग्रंथ-पूजक
ഗ്രന്ഥശാസ്‌ത്രം,ग्रंथपूजन
ബിഗ് ബെർത്ത,बिग बर्था
മതഭ്രാന്തൻ,धर्मांध
ബില്ലെറ്റിംഗ്,वासादेश
ബിൽ ഓഫ് അറ്റൈൻഡർ,बिल ऑफ अटेन्डर
അവകാശങ്ങളുടെ ബിൽ,अधिकार-पत्र
ജീവചരിത്രകാരൻ,"जीवनीकार, चरित लेखक"
ജനന കഥകൾ,जातक कथाएँ
Bivouac,पड़ाव
Bivouac,2. रण-शिविर
Bivouac,3. सैनिक पहरा
ബിസോണിയ,बाइज़ोनिया
കറുത്ത പക്ഷികൾ,अवैध दास आयात
കറുത്ത കൊടി,काला झंडा
ബ്ലാക്ക് ഹോൾ,काल-कोठरी
ബ്ലാക്ക് ഹോൾ,2. ब्लैक होल
കറുത്ത കാൽ (=ചുണങ്ങു),"गद्दार, द्रोही"
കറുത്ത ഷർട്ട്,"ब्लैक शर्ट, काली कुर्ती दल"
ബ്ലാസൺ,कुल चिह्र
ബ്ലാസൺ,2. कुल चिह्र अंकन
ജ്വലനം,कुल-चिह्रांकन कला
ജ്വലനം,2. कलात्मक प्रदर्शन
ബ്ലിറ്റ്സ്ക്രീഗ്,"तड़ित युद्ध, तूफानी हमला"
രക്തരഹിത വിപ്ലവം (=മഹത്തായ വിപ്ലവം),"गौरवमय क्रांति, रक्तहीन क्रांति"
ബ്ലഡ് വൈറ്റ്,"रक्तपात देय, खून की कीमत, रक्तपात दण्ड"
ബ്ലഡി മേരി,खूनी मेरी (सन् - ईo)
നീല,ब्लू
നീല രക്തം,"आभिजात्य, कुलीनता"
നീല പുസ്തകം,"नीली पुस्तिका, सरकारी रिपोर्ट, ब्लू बुक"
നീല നാട,"नीला फीता, ब्लू रिबन"
നീല നാട,2. सर्वोच्च सम्मान
ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ),राजकीय रक्षक
നീല ഷർട്ട്,नीली कुर्ती दल (इटली)
ബ്ലൂ വാട്ടർ സ്കൂൾ,नौसेना समर्थक
ബോർഡ് ഓഫ് കൺട്രോൾ,"संचालन-मंडल, संचालन-बोर्ड, नियंन्त्रण मंडल"
ശരീര കവചം,"वर्म, जिरह-बख्तर"
ബോയർ,बूर
കൊള്ള,लूट का माल
ബറോ,बरो
ബൗളൂട്ടേറിയൻ,सीनेट सदन
ബർബോൺ,बूर्बा
ബോക്സർ കലാപം,बॉक्सर विद्रोह
ബ്രേസ്,भुज कवच
ബ്രസാർഡ്,बाहु पट्टिका
ബ്രസാർഡ്,"2. भुज बंध, भुज कवच"
ബ്രെഡ് കോളനികൾ,बहुधान्यक प्रदेश
ബ്രെസ്റ്റ് പ്ലേറ്റ്,"वक्षस्त्राण, उरस्ताण"
മുലപ്പാൽ ജോലി,आवक्ष भित्ति
ബ്രെറ്റ്വാൾഡ,"ब्रेटवाल्डा, ब्रिटनों का अधिपति"
ബ്രിഗാൻഡ്,बटमार
ബ്രിഗൻഡേജ്,"बटमारी, लुंठन, राहजनी"
ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്,"ब्रिटिश कॉमनवेल्य, राष्ट्रमंडल"
ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ),"ब्राउन शर्ट्स, भूरी कुर्ती दल"
ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ),ब्रुसेल्स संधि संगठन
ബഫ്,महिष चर्म
ബഫ്,2. लघु कोट
ബഫ്-കോട്ട്,बफ़-कोट
ബഫുകൾ,बफ़-रेज़िमेंट
ബ്യൂൾ (=കൗൺസിൽ),ब्यूल
ബർഗേജ്,पट्टेदारी
ബർഗെസ്,पौर प्रतिनिधि
ബൈസന്റൈൻ,बाईजेन्टिनी
ബൈസന്റൈൻ പള്ളി,बाइजेन्टिनी गिरजाघर
ബൈസന്റൈൻ സാമ്രാജ്യം,बाइजेन्टिनी साम्राज्य; पूर्वी रोम साम्राज्य
ബൈസന്റൈൻ യുഗം,बाइजेन्टिनी संवत्
ബൈസന്റൈൻ ചരിത്രകാരന്മാർ,बाइजेन्टिनी इतिहासकार
കാബൽ,"काबेल, षडयंत्रकारियों का गुट"
സീസറിസം,सीज़रतंत्र
ഖലീഫ,खलीफ़ा
കാലിഗ്രാഫർ,"खुशनवीस, सुलेखक"
കാലിഗ്രാഫിസ്റ്റ്,सुलेख-विशारद
കാലിഗ്രാഫി,सुलेख
കാൽട്രോപ്പ്,कैल्ट्रॉप
സൗഹൃദം,सौहार्द
കാമറില്ല,लघु कक्ष
കാമറില്ല,2. षाड्यंत्रिक
കാമലോകം,(पोप का) मुकुट
മറവി,"छद्मावरण, छद्म गोपन"
പ്രചാരണം,अभियान
ക്യാമ്പ് ഫോളോവർ,लश्करी; शिविरानुचर
കാമ്പോ സാന്റോ,गिरजा क़ब्रिस्तान
കാമ്പസ് മാർഷ്യസ്,कैंपस मारशियस
കനേഫോറ,"कान्फोरा, डलियावाली"
കാൻഗു,कैंग; काष्ठबंध
പീരങ്കി,गोलाबारी
പീരങ്കി കാലിത്തീറ്റ,"युद्ध-बलि, तोपचारा"
കാനൻ,धर्म-सूत्र
കാനൻ നിയമം,"चर्च क़ानून, ईसाई धर्म-नियम, धमनियम"
കനോപ്പസ് ഉത്തരവ്,"कैनोपेस आज्ञप्ति, कैनोपस डिक्री"
ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു,"चिह्रित शस्त्र, चिह्रित आयुध"
ബന്ദിയാക്കി,बंदी
ക്യാപ്റ്റർ,बंदीकर्त्ता
കർദ്ദിനാൾ,कार्डिनल
കാൾ,कार्ल
കരോലിംഗിയൻ രാജവംശം,कैरोलिन्जी राजवंश
കാർത്തൂഷ്യൻ വിഭാഗം,कारथूसी संप्रदाय
കാർട്ടോസ,कारथूसी मठ
കാസ്റ്റേലിയൻ,"किलेदार, कोटपाल"
കാസ്റ്റേലിയൻ,2. केस्टेलन
ജാതി വ്യവസ്ഥ,वर्ण-व्यवस्था
കോട്ട,() दुर्ग
കോട്ട,(2) गढ़ी
കാസിൽ പട്ടണം,दुर्ग-नगर
കാസ്ട്ര,कैस्ट्रा
കാസ്ട്ര,2. रोमन शिविर
കത്തീഡ്ര,पादरी का सिंहासन
കത്തീഡ്രൽ,मुख्य गिरजाघर
കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന,केटो स्ट्रीट षडयंत्र
കൌഡില്ലോ,कॉडिलो
കവലിയർ,() कैवेलियर
കവലിയർ,(2) घुड़सवार
കവലിയർ പാർലമെന്റ്,कैवेलियर पार्लियामेंट
അദുല്ലം ഗുഹ,"पक्ष-त्यागी गुट, आडुलम गुट"
ഗുഹ പെയിന്റിംഗ്,"गुहा-चित्रकारी, गुहा-चित्रण"
ഗുഹ പെയിന്റിംഗ്,2. गुहा-चित्र
സെന്റുംവിർ,सेन्टुमविर
ശതാധിപൻ,सेंचुरियन
നൂറ്റാണ്ട്,"शताब्दी, सदी, शती"
ചെയിൻ കവചം (=ചെയിൻ മെയിൽ),"जिरह-बख्तर, श्रृंखला-कवच"
ചാന്ത്രി,"समर्पित मंदिर, समर्पित पूजागृह"
ചാന്ത്രി,2. समर्पित धर्मदास
ചാപ് ബുക്ക്,चैप पुस्तिका
ചാപ്ലിൻ,"धर्माधिकारी, चैपलिन"
അധ്യായം,पादरी मंडल
അപകടങ്ങളുടെ അധ്യായം,सांयोगिक दुर्घटनाएँ
ചാർജ് ചെയ്യുക,कीतिंचिह्र
ഭാരവാഹികൾ,"कार्यदूत, दूत-कार्यकारी"
ചാർജ് വിഭജനം,विदाई परामर्श
ചാർജർ,युद्धाश्व
രഥം,विजय रथ
സാരഥി,रथारोही
സാരഥി,2. रथी
സാരഥി,3. सारथी
ചാരിറ്റി അടുക്കള,"अन्नसत्र, लंगर"
ചാർട്ടർ,"अधिकार-पत्र, चार्टर"
ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം),चार्टिस्ट आंदोलन
ചാർട്ടോഫൈലാസിയം,"अभिलेख-कक्ष, अभिलेख-प्रकोष्ठ"
ചാറ്റോ,"सामंत गढ़ी, शातो"
ചെക്ക് പോസ്റ്റ്,पड़ताल चौकी
രാസയുദ്ധം,रासायनिक युद्ध
ചെസ്റ്റർ,दुर्ग-नगर
മുഖ്യൻ,सरदार
തലവൻ,सरदार
തലവൻ,2. सामंत
തലവൻ,3. राजा
ഷിഫോൺ,"जालांशुक, जालीदार कपड़ा, शिफान"
ധീരത,शौर्य
തിരഞ്ഞെടുത്ത ആളുകൾ,यहूदी लोग
ക്രിസ്മോഗ്രാഫിയോൺ,दिव्यवाणी कक्ष प्रवचन कक्ष
ക്രൈസ്തവലോകം,ईसाई जगत
ക്രിസ്ത്യൻ യുഗം,ईसवी काल
ക്രിസ്ത്യൻ സോഷ്യലിസം,ईसाई समाजवाद
ക്രോണിക്കിൾ,इतिवृत्त
ക്രോണിക്ലർ,इतिवृत्तकार
ക്രൈസ് ചെർസോണീസ്,स्वर्ण-भूमि
സിമിലിയം,रत्न-कक्ष
സിൻക്വെസെന്റോ സ്റ്റൈൽ,सोलहवीं शती की शैली
പ്രദക്ഷിണം,परिनौचालन
സിസ്റ്റെർസിയൻ സന്യാസി,सिस्तर्शी साधु
കോട്ട,"दुर्ग, गढ़ी"
അവലംബം,() प्रशस्ति
അവലംബം,(2) उपस्थिति सूचना
നിയമലംഘനം,सविनय अवज्ञा (आन्दोलन)
ആഭ്യന്തരയുദ്ധം,गृह-युद्ध
സിവിസ് റൊമാനസ്,रोमन नागरिक
ക്ലാസിക്കൽ പ്രായം,"कलासिकी युग, श्रेण्य युग"
ക്ലെഫ്റ്റ് (=ക്ലെഫ്റ്റ്),बटमार
പൗരോഹിത്യം,"पादरीवाद, पुरोहितवाद"
ക്ലറച്ച്,"भूग्राही, क्लेरुक"
ക്ലൂനിയാക് പ്രസ്ഥാനം,क्लूनी आंदोलन
കോട്ട് കവചം,"कवच, जिरह-बख्तर"
കോട്ട് ഓഫ് ആംസ്,कुलांक
കോട്ട് ഓഫ് ആംസ്,2. आयुधांक
കോട്ട് ഓഫ് ആംസ്,3. अस्त्र-ध्वजादि-चित्रण
കോട്ട് ഓഫ് മെയിൽ,"कवच, जिरह-बख्तर, अंगत्राण"
കോഹോർട്ട്,कोहॉर्ट
കോമിറ്റിയ,कोमिशिया
കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ,कोमिशिया सेंतुरियाता
കോമിറ്റിയ ക്യൂറിയാറ്റ,कोमिशिया क्यूरिआता
കോമിറ്റിയ ട്രിബ്യൂട്ട,कोमिशिया ट्रिब्यूता
സ്മാരക കമാനം,स्मारक तोरण
സ്മാരക നാണയം,स्मारक सिक्का
സ്മരണിക മുദ്ര,स्मारक मुहर
പൊതുവായ ഫീൽഡ്,सार्वजनिक भूमि
കമ്മ്യൂണർഡ്,कम्यूनार्ड
കോൺകോർഡാറ്റ്,समझौता
കോൺകോർഡാറ്റ്,2. धर्म-संधि
കൊണ്ടോട്ടിയർ,कंदोत्यर
സ്ഥിരീകരണം Cartarum,"अधिकार-पत्र की पुष्टि, चार्टर-पुष्टि"
സംഘർഷം,संघर्ष
സഭ,धर्म-संगति
കീഴടക്കുന്ന സംസ്ഥാനം,विजेता राज्य
ജേതാവ്,विजेता
വിജയി,"वर्षक वीर, अत्याचारी विजेता"
കോൺസിലിയം,राजपरिषद्
കോൺസ്റ്ററി,"चर्च न्यायालय, काँसिस्टरी"
ഗൂഢാലോചന,षड़यन्त्र
ഗൂഢാലോചന,2. साजिश
കോൺസുലേറ്റ്,कांसुली शासन
കൺസൾട്ടേഷൻ പുസ്തകം,परामर्श-पुस्तिका
കോണ്ടിനെന്റൽ സിസ്റ്റം,महाद्वीपीय व्यवस्था
കൺവെൻഷൻ പാർലമെന്റ്,अनधिकृत आहूत पार्लियामेंट
കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ),कापरहेड्स
കോപ്പിഹോൾഡ്,"पट्ट-भूमि, पट्टे पर मिली भूमि"
കോർഡനിംഗ്,परिसीमन; घेरा डालना
കൊറോണ,"मुकुट, किरीट"
കിരീടധാരണം,राज्याभिषेक
കിരീടധാരണ കല്ല്,"अभिषेकाश्म, अभिषेक-शिला"
കോർപ്പസ്,(ग्रंथ) संग्रह
കോർസെയർ,"जलदस्यु, समुद्री डाकू"
കോർസെയർ,2. दस्यु पोत
കോർസെറ്റ് (=കോർസെലെറ്റ്),"उरस्त्राण, वक्षस्त्राण"
കോർട്ടെസ്,"कार्टिज़, स्पेनी संसद"
കോട്ടർ (=കോട്ടിയർ),कुटी घर
കോട്ടർ (=കോട്ടിയർ),2. खिदमती काश्तकार
പാലറ്റിനേറ്റ് എണ്ണുക,काउन्ट पैलेटीनेट
നാടൻ വീട്,ग्राम्य आवास
കൗണ്ടി,काउन्टी
കൗണ്ടി ബറോ,काउन्टी बरो
കൗണ്ടി കോടതികൾ,काउन्टी न्यायालय
കൗണ്ടി പാലറ്റൈൻ,काउन्टी रियासत
കോടതി,दरबार
കോടതി,2. राजसभा
കോടതി സർക്കുലർ,राजपरिपत्र
കോടതി മര്യാദകൾ,"दरबारी शिष्टाचार, दरबारी अदब, दरबारी क़ायदा"
കോർട്ടിയർ,"राजदरबारी, राजसभासद, मुसाहिब"
കാസേഷൻ കോടതി,कोर्ट ऑफ कैसेशन
കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC),"(ईस्ट इंडिया कंपनी का) निदेशक मंडल, कोर्ट ऑफ डायरेक्टर्स"
ഉടമസ്ഥരുടെ കോടതി,"(ईस्ट इंडिया कंपनी का) स्वामी मंडल, कोर्ट ऑफ प्रोप्राइटर्स"
കോടതി കവി,राजकवि
ഉടമ്പടി കാമറോണിയക്കാർ,प्रसंविदाकारी केमेरोनपंथी
കിരീടം,"राजा, क्राउन"
കിരീടം,2. (क) ताज
കിരീടം,(ख) मुकुट
കിരീട ഭൂമി,"खालसा, राजभूमि"
കിരീട ഭൂമി,2. संघ राज्य
കിരീടാവകാശി,युवराज
കുരിശുയുദ്ധം,"धर्मयुद्ध, जिहाद"
കുരിശുയുദ്ധക്കാരൻ,धर्म-योद्धा
ക്രിപ്റ്റോഗ്രാം,"गुप्त लेख, छद्म लेख, गुप्त संदेश, कूट लेख, कूट संदेश, छद्म संदेश"
ക്യൂറാസ്,"वक्षस्त्राण, जिरहबख़्तर"
ക്യൂറാസിയർ,"चर्म कवचधारी, अश्वारोही"
ആരാധനാ ദേവത,संप्रदाय देवता
കൂരിയ,"क्यूरिया, सभा-भवन, परिषद"
കൂരിയ,2. रोम का सीनेट भवन
സാറിസം,जारशाही
ഇരുണ്ട ഭൂഖണ്ഡം,अंध महाद्वीप
വിധി ദിവസം,प्रलय-दिवस
വിധി ദിവസം,2. क़यामत का दिन
ഡീൻ,"डीन, अधिष्ठाता"
ദശാബ്ദം,जशक
ഡെനാറിയസ്,दीनार
സ്ഥാനഭ്രഷ്ടനായ രാജാവ്,सिंहासनच्युत राजा
നശിപ്പിക്കുക,विलुंठन
നാശം,"अपहरण, लूट-खसोट"
സിംഹാസനസ്ഥനാക്കുക,गद्दी से उतारना
ഡയഡം,राजमुकुट
ഡയഡം,2. किरीट
ഡയഡം,3. राजचिह्र
ഡയസിയ,डायेसिया
ഡികാസ്റ്റീരിയം,न्यायालय
ഡിലുവിയലിസ്റ്റ്,जलप्रलयवादी
രൂപത,बिशप-क्षेत्र
രൂപത,2. डायोसीज़
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),क्रांतिकारी कार्यकारिणी
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),2. दायरोक्तायर
ദിർഹം,दिरहम
വിശ്വസ്തതയില്ലാത്ത,निष्ठाहीन
വിശ്വസ്തതയില്ലാത്ത,2. देशद्रोही
വീഴ്ചയുടെ സിദ്ധാന്തം,"राज्य-अपहरण नीति, राज्यलय-नीति"
