English,Gujarati
annulus,વલય
answer,જવાબ
anti – derivative,વિરોધી વ્યુત્પન્ન
antisymmetric function,એન્ટિસપ્રમાણ કાર્ય
applicable,લાગુ
application,અરજી
applied dynamic programming,લાગુ ડાયનેમિક પ્રોગ્રામિંગ
applied geometry,લાગુ ભૂમિતિ
applied mathematics,લાગુ ગણિત
applied statistics,લાગુ આંકડા
approximately,લગભગ
approximately continuous function,લગભગ સતત કાર્ય
approximate method,અંદાજિત પદ્ધતિ
approximate solution,અંદાજિત ઉકેલ
approximation problem,અંદાજની સમસ્યા
approximation property,અંદાજિત મિલકત
aptitude test battery,યોગ્યતા પરીક્ષણ બેટરી
Argand diagram,આર્ગાન્ડ ડાયાગ્રામ
arbitrarily chosen,મનસ્વી રીતે પસંદ કરેલ
arbitrary,મનસ્વી
arbitrary constant,મનસ્વી સતત
arbitrary element,મનસ્વી તત્વ
arbitrary point,મનસ્વી બિંદુ
Archemedean law,આર્કેમીડિયન કાયદો
Archimedes principle,આર્કિમિડીઝ સિદ્ધાંત
arc length,ચાપ લંબાઈ
arc of circle,વર્તુળની ચાપ
arc sine distribution,આર્ક સાઈન વિતરણ
arc sine transformation,આર્ક સાઈન ટ્રાન્સફોર્મેશન
area,વિસ્તાર
areal texture,ક્ષેત્રીય રચના
argument of complex number,જટિલ સંખ્યાની દલીલ
arithmetic mean,અંકગણિત સરેરાશ
arithmetic operation,અંકગણિત કામગીરી
arithmetic unit,અંકગણિત એકમ
arrangement,વ્યવસ્થા
array,એરે
artificial satellite,કૃત્રિમ ઉપગ્રહ
artificial variable,કૃત્રિમ ચલ
ascend,ચડવું
ascending,ચડતા
ascending order of magnitude,તીવ્રતાનો ચડતો ક્રમ
ascending series,ચડતી શ્રેણી
assembler language,એસેમ્બલર ભાષા
assignment problem,સોંપણીની સમસ્યા
associative law,સહયોગી કાયદો
associative law of operators,ઓપરેટરોનો સહયોગી કાયદો
associative operation,સહયોગી કામગીરી
associativity,સહયોગ
assumed mean,ધાર્યું સરેરાશ
assumed probability distribution,અનુમાનિત સંભાવના વિતરણ
assumption,ધારણા
astrology,જ્યોતિષ
astronautical engineer,એસ્ટ્રોનોટિકલ એન્જિનિયર
astronomer,ખગોળશાસ્ત્રી
astronomical clock,ખગોળશાસ્ત્રીય ઘડિયાળ
astronomy,ખગોળશાસ્ત્ર
asymmetrical curve,અસમપ્રમાણ વળાંક
asymmetry,અસમપ્રમાણતા
asymptote,એસિમ્પ્ટોટ
asymptotic,એસિમ્પટોટિક
asymptotically efficient estimator,એસિમ્પટોટિકલી કાર્યક્ષમ અંદાજકાર
asymptotically unbiased estimator,એસિમ્પટોટિકલી નિષ્પક્ષ અંદાજકર્તા
asymptotic behavior,એસિમ્પ્ટોટિક વર્તન
asymptotic distribution function,એસિમ્પ્ટોટિક વિતરણ કાર્ય
asymptotic expansion,એસિમ્પ્ટોટિક વિસ્તરણ
atmospheric pressure,વાતાવરણ નુ દબાણ
at random,રેન્ડમ પર
attribute,લક્ષણ
attributes sampling procedure,વિશેષતા નમૂના પ્રક્રિયા
augmented matrix,સંવર્ધિત મેટ્રિક્સ
autocorrelation coefficient,સ્વતઃસંબંધ ગુણાંક
autocorrelation function,સ્વતઃસંબંધ કાર્ય
autocovariance,ઓટોકોવરિઅન્સ
automatic computer,સ્વચાલિત કમ્પ્યુટર
autoregression,ઓટો રીગ્રેશન
auxiliary equation,સહાયક સમીકરણ
average sample number curve (A.S.N. Curve),સરેરાશ સેમ્પલ નંબર કર્વ (ASN કર્વ)
axiom,સ્વયંસિદ્ધ
axiomatic approach,સ્વયંસિદ્ધ અભિગમ
axiom of probability,સંભાવનાનું સ્વયંસિદ્ધ
axis,ધરી
axis of abscissa,abscissa ની અક્ષ
axis of earth,પૃથ્વીની ધરી
axis of revolution,ક્રાંતિની ધરી
axis of rotation,પરિભ્રમણની અક્ષ
axis of spin,સ્પિનની ધરી
back-substitution,બેક-અવેજી
backward difference,પછાત તફાવત
backward-interpolation formula,બેકવર્ડ-ઇન્ટરપોલેશન ફોર્મ્યુલા
balance,સંતુલન
balanced design,સંતુલિત ડિઝાઇન
balance sheet,સરવૈયા
ballistic missile,બેલિસ્ટિક મિસાઇલ
ballistics,બેલિસ્ટિક્સ
bar,બાર
base,પાયો
base angle,આધાર કોણ
base of logarithm,લઘુગણકનો આધાર
basic,પાયાની
basic feasible solution,મૂળભૂત શક્ય ઉકેલ
basic solution,મૂળભૂત ઉકેલ
basic variable,મૂળભૂત ચલ
basis,આધાર
basis element,આધાર તત્વ
basis matrix,આધાર મેટ્રિક્સ
basis of a vector space,વેક્ટર સ્પેસનો આધાર
basis of subspace,સબસ્પેસનો આધાર
Bayesian estimate,બેયસિયન અંદાજ
Bayes' law,બેયસનો કાયદો
Bayes' theorem,બેયસનું પ્રમેય
Bernoulli distribution,બર્નૌલી વિતરણ
Bernoulli number,બર્નોલી નંબર
Bernoulli probability function,બર્નૌલી સંભાવના કાર્ય
Bernoulli's equation,બર્નૌલીનું સમીકરણ
Berry function,બેરી કાર્ય
best fit,શ્રેષ્ઠ ગોઠવણ
best - fit line,શ્રેષ્ઠ - ફિટ લાઇન
best solution,શ્રેષ્ઠ ઉકેલ
best strategies,શ્રેષ્ઠ વ્યૂહરચના
beta distribution,બીટા વિતરણ
bias,પૂર્વગ્રહ
biased estimate,પક્ષપાતી અંદાજ
biharmonic equation,બિહાર્મોનિક સમીકરણ
bijection,બાયજેક્શન
bijective map,દ્વિભાષી નકશો
bijective mapping,બાયજેક્ટિવ મેપિંગ
bilinear form,દ્વિરેખીય સ્વરૂપ
bilinear function,દ્વિરેખીય કાર્ય
bilinear Hermitian form,દ્વિરેખીય હર્મિટિયન સ્વરૂપ
binary,દ્વિસંગી
binary code,દ્વિસંગી કોડ
binary coded decimal,દ્વિસંગી કોડેડ દશાંશ
binary coding,દ્વિસંગી કોડિંગ
binary computer,દ્વિસંગી કમ્પ્યુટર
binary digit,દ્વિસંગી અંક
binary operation,દ્વિસંગી કામગીરી
binary system,દ્વિસંગી સિસ્ટમ
binary variable,દ્વિસંગી ચલ
binomial coefficient,દ્વિપદી ગુણાંક
binomial distribution,દ્વિપદી વિતરણ
binomial equation,દ્વિપદી સમીકરણ
binomial expansion,દ્વિપદી વિસ્તરણ
binomial expression,દ્વિપદી અભિવ્યક્તિ
binomial random variable,દ્વિપદી રેન્ડમ ચલ
binomial theorem,દ્વિપદી પ્રમેય
bisection,દ્વિભાગ
bisection method,દ્વિભાજન પદ્ધતિ
bisector,દ્વિભાજક
biserial,બાયસીરીયલ
bit,બીટ
bivariate binomial distribution,દ્વિપક્ષીય દ્વિપદી વિતરણ
bivariate correlation coefficient,બાયવેરિયેટ સહસંબંધ ગુણાંક
bivariate distribution,દ્વિવિધ વિતરણ
bivariate normal distribution,બાયવેરિયેટ સામાન્ય વિતરણ
bivector,બાઇવેક્ટર
Boltzmann equation,બોલ્ટ્ઝમેન સમીકરણ
Boolean algebra,બુલિયન બીજગણિત
Bose - Einstein statistics,બોઝ - આઈન્સ્ટાઈન આંકડા
boundary condition,સીમાની સ્થિતિ
boundary layer,સીમા સ્તર
boundary line,સીમા રેખા
boundary value,સીમા મૂલ્ય
boundary value problem,સીમા મૂલ્યની સમસ્યા
bounded function,બંધાયેલ કાર્ય
bounded matrix,બાઉન્ડેડ મેટ્રિક્સ
bounded region,સીમિત પ્રદેશ
bounded set,બાઉન્ડેડ સેટ
Brownian motion,બ્રાઉનિયન ગતિ
calculate,ગણત્રી
calculating,ગણતરી
calculating machine,ગણતરી મશીન
calculation,ગણતરી
calculational procedure,ગણતરીની પ્રક્રિયા
calculator,કેલ્ક્યુલેટર
calculus,કલન
calculus of variation,વિવિધતાની ગણતરી
calorie,કેલરી
cancellation law,રદ કરવાનો કાયદો
canonical equation,પ્રામાણિક સમીકરણ
canonical form,પ્રમાણભૂત સ્વરૂપ
canonical matrix,પ્રમાણભૂત મેટ્રિક્સ
Cantor set,કેન્ટર સેટ
Cantor's ternary set,કેન્ટોરનો તૃતીય સમૂહ
capacitated transportation problem,ક્ષમતાયુક્ત પરિવહન સમસ્યા
capacity,ક્ષમતા
capillary force,રુધિરકેશિકા બળ
cardinal number,મુખ્ય નંબર
Cartesian axes,કાર્ટેશિયન અક્ષો
Cartesian coordinates,કાર્ટેશિયન કોઓર્ડિનેટ્સ
Cartesian product,કાર્ટેશિયન ઉત્પાદન
Cartesian product of sets,સેટનું કાર્ટેશિયન ઉત્પાદન
case study,કેસ સ્ટડી
catastrophic fluctuation,આપત્તિજનક વધઘટ
Catenary,કેટેનરી
Cauchy distribution,કોચી વિતરણ
Cauchy formula,કોચી સૂત્ર
Cauchy Goursat theorem,કોચી ગૌરસત પ્રમેય
Cauchy Riemann conditions,Cauchy Riemann શરતો
Cauchy sequence,કોચી ક્રમ
Cauchy integral,કોચી અભિન્ન
Cauchy principal value,કોચી મુખ્ય મૂલ્ય
Cauchy residue theorem,કોચી અવશેષ પ્રમેય
Cayley Hamilton theorem,કેલી હેમિલ્ટન પ્રમેય
celestial body,અવકાશી પદાર્થ
celestial measurement,અવકાશી માપ
celestial mechanics,અવકાશી મિકેનિક્સ
celestial object,અવકાશી પદાર્થ
cell frequency,સેલ આવર્તન
census,વસ્તી ગણતરી
centile,સેન્ટાઇલ
centimeter,સેન્ટીમીટર
centimeter gram second system,સેન્ટીમીટર ગ્રામ સેકન્ડ સિસ્ટમ
central,કેન્દ્રીય
central axis,કેન્દ્રીય અક્ષ
central difference,કેન્દ્રીય તફાવત
central difference formula,કેન્દ્રીય તફાવત સૂત્ર
central difference table,કેન્દ્રીય તફાવત કોષ્ટક
central limit theorem,કેન્દ્રીય મર્યાદા પ્રમેય
central moment,કેન્દ્રીય ક્ષણ
central processing unit (C.P.U),સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU)
central tendency,કેન્દ્રીય વલણ
centre,કેન્દ્ર
centre of gravity,ગુરુત્વાકર્ષણ કેન્દ્ર
centre of group,જૂથનું કેન્દ્ર
centre of mass,સમૂહનું કેન્દ્ર
centre of symmetry,સમપ્રમાણતાનું કેન્દ્ર
centrifugal force,કેન્દ્રત્યાગી બળ
centripetal force,કેન્દ્રબિંદુ બળ
centroid,કેન્દ્રીય
certainty,નિશ્ચિતતા
c.g.s. system,સીજીએસ સિસ્ટમ
c.g.s. unit,સીજીએસ એકમ
chain rule of differentiation,ભિન્નતાનો સાંકળ નિયમ
chance causes,તક કારણો
chance moves,તક ચાલ
change of axes,અક્ષોનું પરિવર્તન
change of basis,આધાર ફેરફાર
change of order,ઓર્ડરમાં ફેરફાર
characteristic coefficient,લાક્ષણિક ગુણાંક
determinant,નિર્ણાયક
characteristic equation,લાક્ષણિક સમીકરણ
characteristic function,લાક્ષણિક કાર્ય
characteristic of logarithm,લઘુગણકની લાક્ષણિકતા
characteristic polynomial,લાક્ષણિક બહુપદી
characteristic value,લાક્ષણિક મૂલ્ય
characteristic vector,લાક્ષણિક વેક્ટર
character set,અક્ષર સમૂહ
chart,ચાર્ટ
chi-square distribution,ચી-સ્ક્વેર વિતરણ
chi-square formula,ચી-સ્ક્વેર ફોર્મ્યુલા
chi-square test,ચી-સ્ક્વેર ટેસ્ટ
chord,તાર
chord-bisection method,તાર-દ્વિભાજન પદ્ધતિ
cipher message (=coded message),સાઇફર સંદેશ (=કોડેડ સંદેશ)
cipher (zero),સાઇફર (શૂન્ય)
circle,વર્તુળ
circle of convergence,કન્વર્જન્સનું વર્તુળ
circuit matrix,સર્કિટ મેટ્રિક્સ
circular,પરિપત્ર
circular asymptote,પરિપત્ર એસિમ્પ્ટોટ
circular helix,ગોળાકાર હેલિક્સ
circular motion,પરિપત્ર ગતિ
circumcentre,પરિઘ કેન્દ્ર
circumcircle,પરિઘ
circumscribe,ઘેરાવો
circumscribed,ઘેરાયેલું
circumscribed circle,ઘેરાયેલું વર્તુળ
classical deductive technique,ક્લાસિકલ ડિડક્ટિવ ટેકનિક
classical dynamics,શાસ્ત્રીય ગતિશીલતા
classical optimization,શાસ્ત્રીય ઓપ્ટિમાઇઝેશન
classical ruin problem,શાસ્ત્રીય વિનાશની સમસ્યા
classical statistical mechanics,શાસ્ત્રીય આંકડાકીય મિકેનિક્સ
classification of errors,ભૂલોનું વર્ગીકરણ
class interval,વર્ગ અંતરાલ
class-interval unit,વર્ગ અંતરાલ એકમ
class limit,વર્ગ મર્યાદા
clockwise,ઘડિયાળની દિશામાં
clopen (= closed and open),ક્લોપેન (= બંધ અને ખુલ્લું)
closed,બંધ
closed convex hull,બંધ બહિર્મુખ હલ
closed cube,બંધ સમઘન
closed curve,બંધ વળાંક
closed domain,બંધ ડોમેન
closed figure,બંધ આકૃતિ
closed interval,બંધ અંતરાલ
closed region,બંધ પ્રદેશ
closed set,બંધ સેટ
closed surface,બંધ સપાટી
closure,બંધ
closure operator,બંધ ઓપરેટર
closure point (= contact point),બંધ બિંદુ (= સંપર્ક બિંદુ)
closure postulate,બંધ કરવાની ધારણા
closure set,બંધ સેટ
cluster point,ક્લસ્ટર બિંદુ
cluster sampling,ક્લસ્ટર નમૂના
cluster set,ક્લસ્ટર સેટ
coaxial circles,કોક્સિયલ વર્તુળો
coaxial parabolas,કોક્સિયલ પેરાબોલાસ
coaxial planes,કોક્સિયલ પ્લેન
coaxial triangles,કોક્સિયલ ત્રિકોણ
Cobb - Douglas function,કોબ - ડગ્લાસ કાર્ય
coding,કોડિંગ
coding of data,ડેટાનું કોડિંગ
co-domain,સહ-ડોમેન
coefficient matrix,ગુણાંક મેટ્રિક્સ
coefficient of correlation,સહસંબંધનો ગુણાંક
coefficient of determination,નિર્ધારણ ગુણાંક
coefficient of elasticity,સ્થિતિસ્થાપકતાના ગુણાંક
coefficient of expansion,વિસ્તરણ ગુણાંક
coefficient of friction,ઘર્ષણ ગુણાંક
coefficient of linear expansion,રેખીય વિસ્તરણનો ગુણાંક
coefficient of regression,રીગ્રેસન ગુણાંક
coefficient of surface tension,સપાટીના તાણનો ગુણાંક
coefficient of variation,વિવિધતાના ગુણાંક
cofactor,કોફેક્ટર
coin throw (coin toss),સિક્કો ફેંકવું (સિક્કો ફેંકવું)
collection of sample,નમૂનાનો સંગ્રહ
collinear,સમરેખા
collinearity,સમન્વય
column,કૉલમ
column equivalence,કૉલમ સમાનતા
column equivalent,કૉલમ સમકક્ષ
column equivalent matrix,કૉલમ સમકક્ષ મેટ્રિક્સ
column matrix,કૉલમ મેટ્રિક્સ
column rank,કૉલમ રેન્ક
column reduced echolon matrix,કૉલમ ઘટાડેલ ઇકોલોન મેટ્રિક્સ
column vector,કૉલમ વેક્ટર
columnwise,સ્તંભ પ્રમાણે
combined equation,સંયુક્ત સમીકરણ
common angle,સામાન્ય કોણ
common axis,સામાન્ય અક્ષ
common base,સામાન્ય આધાર
common denominator,સામાન્ય છેદ
common difference,સામાન્ય તફાવત
common factor,સામાન્ય પરિબળ
common logarithm,સામાન્ય લઘુગણક
common multiple,સામાન્ય બહુવિધ
common ratio,સામાન્ય ગુણોત્તર
common section,સામાન્ય વિભાગ
common side,સામાન્ય બાજુ
common tangent,સામાન્ય સ્પર્શક
common term,સામાન્ય શબ્દ
commutative law,પરિવર્તનીય કાયદો
commutative property,વિનિમયાત્મક મિલકત
commutative rule,પરિવર્તનીય નિયમ
commutative law of addition,ઉમેરાનો વિનિમયાત્મક કાયદો
commutative law of multiplication,ગુણાકારનો વિનિમયાત્મક કાયદો
commutative operation,વિનિમયાત્મક કામગીરી
commutator group,કોમ્યુટેટર જૂથ
commuting of matrices,મેટ્રિસિસની અવરજવર
compact set,કોમ્પેક્ટ સેટ
comparability,તુલનાત્મકતા
comparision of means,માધ્યમની સરખામણી
comparision of percentage,ટકાવારીની સરખામણી
comparision test,સરખામણી કસોટી
compatibility equation,સુસંગતતા સમીકરણ
competitive game,સ્પર્ધાત્મક રમત
competitive situation,સ્પર્ધાત્મક પરિસ્થિતિ
competitive strategy,સ્પર્ધાત્મક વ્યૂહરચના
compiler,કમ્પાઇલર
complementary,પૂરક
complementary angle,પૂરક કોણ
complementary event पूरक घटना,પૂરક ઘટના પૂરક ઘટના
complementary factor,પૂરક પરિબળ
complementary function,પૂરક કાર્ય
complementary half space,પૂરક અડધી જગ્યા
complementary interval,પૂરક અંતરાલ
complementary set,પૂરક સમૂહ
complementation,પૂરક
complement of a set,સમૂહનું પૂરક
complete census,સંપૂર્ણ વસ્તી ગણતરી
complete correlation matrix,સંપૂર્ણ સહસંબંધ મેટ્રિક્સ
complete metric space,પૂર્ણ મેટ્રિક જગ્યા
complete orthonormal set,સંપૂર્ણ ઓર્થોનોર્મલ સેટ
complete quadrangle,સંપૂર્ણ ચતુષ્કોણ
complete quotient,સંપૂર્ણ ભાગલાકાર
complete set,સંપૂર્ણ સેટ
complete solution,સંપૂર્ણ ઉકેલ
completely randomised design,સંપૂર્ણપણે રેન્ડમાઇઝ્ડ ડિઝાઇન
complex argument,જટિલ દલીલ
complex conjugate,જટિલ જોડાણ
complex differentiation,જટિલ ભિન્નતા
complex function,જટિલ કાર્ય
complex integration,જટિલ એકીકરણ
complex matrices,જટિલ મેટ્રિસિસ
complex number,જટિલ સંખ્યા
complex number field,જટિલ સંખ્યા ક્ષેત્ર
complex orthogonal matrix,જટિલ ઓર્થોગોનલ મેટ્રિક્સ
complex plane,જટિલ વિમાન
complex quantity,જટિલ જથ્થો
complex reciprocal,જટિલ પારસ્પરિક
complex resultant,જટિલ પરિણામ
complex space,જટિલ જગ્યા
complex valued function,જટિલ મૂલ્યવાન કાર્ય
complex variable,જટિલ ચલ
componendo and divindendo,componendo અને divindendo
component,ઘટક
component analysis,ઘટક વિશ્લેષણ
component of variance,ભિન્નતાનો ઘટક
component of vector,વેક્ટરનો ઘટક
composite function,સંયુક્ત કાર્ય
composite hypothesis,સંયુક્ત પૂર્વધારણા
composite number,સંયુક્ત સંખ્યા
composite series,સંયુક્ત શ્રેણી
composition of vectors,વેક્ટરની રચના
compound angle,સંયોજન કોણ
compound division,સંયોજન વિભાજન
compound fraction,સંયોજન અપૂર્ણાંક
compound interest,સંયોજન વ્યાજ
compound probability,સંયોજન સંભાવના
compressible flow,સંકુચિત પ્રવાહ
compression,સંકોચન
computation,ગણતરી
computational formula,કોમ્પ્યુટેશનલ ફોર્મ્યુલા
computed value,ગણતરી કરેલ મૂલ્ય
computer,કમ્પ્યુટર
computer algorithm,કમ્પ્યુટર અલ્ગોરિધમનો
computer programme,કમ્પ્યુટર પ્રોગ્રામ
computer programming,કોમ્પ્યુટર પ્રોગ્રામીંગ
computer simulation,કમ્પ્યુટર સિમ્યુલેશન
computing,કમ્પ્યુટિંગ
concave function,અંતર્મુખ કાર્ય
concave polygon,અંતર્મુખ બહુકોણ
concave programming,અંતર્મુખ પ્રોગ્રામિંગ
concentric circles,કેન્દ્રિત વર્તુળો
concentric curves,કેન્દ્રિત વણાંકો
concrete form,કોંક્રિટ સ્વરૂપ
concurrency of lines,રેખાઓની સંમતિ
concurrent,સમવર્તી
concurrent forces,સમવર્તી દળો
conditional density function,શરતી ઘનતા કાર્ય
conditional distribution,શરતી વિતરણ
conditional expectation,શરતી અપેક્ષા
conditional mean,શરતી સરેરાશ
conditional probability,શરતી સંભાવના
condition of collinearity,સમકક્ષતાની સ્થિતિ
condition of consistency,સુસંગતતાની સ્થિતિ
condition of integrability,અખંડિતતાની સ્થિતિ
condition of tangency,સ્પર્શનીય સ્થિતિ
cone,શંકુ
confidence interval,આત્મવિશ્વાસ અંતરાલ
confidence interval estimate,આત્મવિશ્વાસ અંતરાલ અંદાજ
confidence limits,આત્મવિશ્વાસ મર્યાદા
confidence region,વિશ્વાસ પ્રદેશ
conflict situation,સંઘર્ષની સ્થિતિ
confocal conics,કોન્ફોકલ કોનિક્સ
confocal ellipses,confocal ellipses
confocal geometry,કોન્ફોકલ ભૂમિતિ
confocal hyperbolae,કોન્ફોકલ હાઇપરબોલા
confocal hyperboloids,કોન્ફોકલ હાઇપરબોલોઇડ્સ
confocal parabola,કોન્ફોકલ પેરાબોલા
confocal paraboloidal cordinates,confocal paraboloidal coordinates
conformal,સામાન્ય
conformal mapping,સામાન્ય મેપિંગ
congruence,સુસંગતતા
congruence of circles,વર્તુળોની સુસંગતતા
congruent,સુસંગત
congruent matrices,સુસંગત મેટ્રિસિસ
conic,શંકુ
conical frustum,શંક્વાકાર ફ્રસ્ટમ
conical helix,શંકુ આકારનું હેલિક્સ
conical section,શંક્વાકાર વિભાગ
conics,કોનિક્સ
conic section,કોનિક વિભાગ
conjugate,જોડાણ
conjugate angles,સંયુક્ત ખૂણા
conjugate axis,સંયુક્ત અક્ષ
conjugate complex numbers,સંયોજન જટિલ સંખ્યાઓ
conjugate directions,સંયુક્ત દિશાઓ
conjugate functions,સંયુક્ત કાર્યો
conjugate of matrix,મેટ્રિક્સનું જોડાણ
conjugate permutation,સંયુક્ત ક્રમચય
conjugate transpose,કન્જુગેટ ટ્રાન્સપોઝ
conjuction,સંયોગ
consecutive,સળંગ
consecutive numbers,સળંગ સંખ્યાઓ
conservation of energy,ઊર્જા સંરક્ષણ
conservation of mass,સમૂહનું સંરક્ષણ
conservative,રૂઢિચુસ્ત
consistency,સુસંગતતા
consistency condition,સુસંગતતાની સ્થિતિ
consistent estimate,સુસંગત અંદાજ
consistent estimator,સુસંગત અંદાજકાર
consistent statistic,સુસંગત આંકડા
consistent system,સુસંગત સિસ્ટમ
consol,કન્સોલ
constant,સતત
constant acceleration,સતત પ્રવેગક
constant function,સતત કાર્ય
constant of gravity,ગુરુત્વાકર્ષણની સ્થિરતા
constant of integration,એકીકરણનું સતત
constant of proportionality,પ્રમાણની સ્થિરતા
constant parameter,સતત પરિમાણ
constant polynomial,સતત બહુપદી
constant proportion,સતત પ્રમાણ
constant speed,સતત ગતિ
constant term,સતત મુદત
constant velocity,સતત વેગ
constitutive equation,રચનાત્મક સમીકરણ
constraint,અવરોધ
construct,રચના
construction,બાંધકામ
consumer preference,ગ્રાહક પસંદગી
consumption function,વપરાશ કાર્ય
contact angle,સંપર્ક કોણ
contact point,સંપર્ક બિંદુ
contained in,માં સમાયેલ છે
contingency table,આકસ્મિક ટેબલ
continuum mechanics,સાતત્ય મિકેનિક્સ
continued fraction,ચાલુ અપૂર્ણાંક
continued product,ચાલુ ઉત્પાદન
continuity,સાતત્ય
continuity of function,કાર્યની સાતત્ય
continuity test,સાતત્ય પરીક્ષણ
continuous,સતત
continuous derivative,સતત વ્યુત્પન્ન
continuous distribution,સતત વિતરણ
continuous from above,ઉપરથી સતત
continuous function,સતત કાર્ય
continuously differentiable,સતત વિભેદક
continuous map,સતત નકશો
continuous mapping,સતત મેપિંગ
continuous probability density function,સતત સંભાવના ઘનતા કાર્ય
continuous probability distribution,સતત સંભાવના વિતરણ
