Punjabi,English
ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ,admissible decision function
ਮੰਨਣਯੋਗ ਪਰਿਕਲਪਨਾ,admissible hypothesis
ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ,aerodynamic force
ਐਰੋਡਾਇਨਾਮਿਕਸ,aerodynamics
affine ਜਿਓਮੈਟਰੀ,affine geometry
affine ਮੈਪਿੰਗ,affine mapping
affine ਪਰਿਵਰਤਨ,affine transformation
ਵੇਰੀਏਬਲ ਇਕੱਠੇ ਕਰਨਾ,aggregating variables
ਅਲਜਬਰਾ,algebra
ਬੀਜਗਣਿਤ ਬੰਦ,algebraically closed
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,algebraic equation
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,algebraic expression
ਬੀਜਗਣਿਤ ਰੂਪ,algebraic form
ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ,algebraic function
ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ,algebraic geometry
ਬੀਜਗਣਿਤ ਗੁਣਾ,algebraic multiplicity
ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ,algebraic system
ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ,all-integer problem
ਵੰਡ ਸਮੱਸਿਆ,allocation problem
ਵਰਣਮਾਲਾ ਸੰਕੇਤ,alphabetical notation
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,alphabetic character
ਵਿਕਲਪਕ ਕੋਣ,alternate angle
ਬਦਲਵੇਂ ਰੂਪ,alternating form
ਬਦਲਵੇਂ ਸਮੂਹ,alternating group
ਬਦਲਵੀਂ ਮੈਟਰਿਕਸ,alternating matrix
ਬਦਲਵੀਂ ਲੜੀ,alternating series
ਵਿਕਲਪਕ ਅਨੁਮਾਨ,alternative hypothesis
ਵਿਕਲਪਕ ਅਨੁਕੂਲਤਾ,alternative optima
ਵਿਕਲਪਕ ਨਤੀਜਾ,alternative outcome
ਐਨਾਲਾਗ-ਟੂ-ਡਿਜੀਟਲ ਕਨਵਰਟਰ,analog-to-digital converter
ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,analogue computer
ਵਿਸ਼ਲੇਸ਼ਣ,analysis
ਸਹਿਪ੍ਰਸਤੀ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,analysis of covariance
ਗਣਨਾ ਡੇਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,analysis of enumeration data
ਵਿਭਿੰਨਤਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,analysis of variance
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ,analytic geometry
ਵਿਸ਼ਲੇਸ਼ਣ ਫੰਕਸ਼ਨ,analytic function
ਕੋਣ,angle
ਸੰਪਰਕ ਦਾ ਕੋਣ,angle of contact
ਭਟਕਣ ਦਾ ਕੋਣ,angle of deflection
ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ,angle of depression
ਭਟਕਣ ਦਾ ਕੋਣ,angle of deviation
ਵਿਭਿੰਨਤਾ ਦਾ ਕੋਣ,angle of diffraction
ਉਚਾਈ ਦਾ ਕੋਣ,angle of elevation
ਘਟਨਾ ਦਾ ਕੋਣ,angle of incidence
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ,angle of projection
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,angle of reflection
ਅਪਵਰਤਨ ਦਾ ਕੋਣ,angle of refraction
ਰੋਟੇਸ਼ਨ ਦਾ ਕੋਣ,angle of rotation
ਕੁੱਲ ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,angle of total reflection
ਕੋਣੀ ਪ੍ਰਵੇਗ,angular acceleration
ਕੋਣੀ ਗਤੀ,angular motion
ਕੋਣੀ ਗਤੀ,angular speed
ਕੋਣੀ ਵੇਗ,angular velocity
ਐਨੁਲਸ,annulus
ਜਵਾਬ,answer
ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ,anti – derivative
ਵਿਰੋਧੀ ਸਮਰੂਪ ਫੰਕਸ਼ਨ,antisymmetric function
ਲਾਗੂ ਹੈ,applicable
ਐਪਲੀਕੇਸ਼ਨ,application
ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,applied dynamic programming
ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ,applied geometry
ਲਾਗੂ ਗਣਿਤ,applied mathematics
ਲਾਗੂ ਅੰਕੜੇ,applied statistics
ਲਗਭਗ,approximately
ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,approximately continuous function
ਅੰਦਾਜ਼ਨ ਢੰਗ,approximate method
ਅੰਦਾਜ਼ਨ ਹੱਲ,approximate solution
ਲਗਭਗ ਸਮੱਸਿਆ,approximation problem
ਲਗਭਗ ਸੰਪਤੀ,approximation property
ਯੋਗਤਾ ਟੈਸਟ ਬੈਟਰੀ,aptitude test battery
Argand ਚਿੱਤਰ,Argand diagram
ਆਪਹੁਦਰੇ ਢੰਗ ਨਾਲ ਚੁਣਿਆ ਗਿਆ ਹੈ,arbitrarily chosen
ਮਨਮਾਨੀ,arbitrary
ਆਪਹੁਦਰੇ ਸਥਿਰ,arbitrary constant
ਆਪਹੁਦਰੇ ਤੱਤ,arbitrary element
ਮਨਮਾਨੀ ਬਿੰਦੂ,arbitrary point
ਆਰਕੀਮੀਡੀਅਨ ਕਾਨੂੰਨ,Archemedean law
ਆਰਕੀਮੀਡੀਜ਼ ਸਿਧਾਂਤ,Archimedes principle
ਚਾਪ ਦੀ ਲੰਬਾਈ,arc length
ਚੱਕਰ ਦਾ ਚਾਪ,arc of circle
ਚਾਪ ਸਾਇਨ ਵੰਡ,arc sine distribution
ਚਾਪ ਸਾਇਨ ਪਰਿਵਰਤਨ,arc sine transformation
ਖੇਤਰ,area
ਖੇਤਰੀ ਬਣਤਰ,areal texture
ਕੰਪਲੈਕਸ ਨੰਬਰ ਦੀ ਦਲੀਲ,argument of complex number
ਗਣਿਤ ਦਾ ਮਤਲਬ,arithmetic mean
ਗਣਿਤ ਦੀ ਕਾਰਵਾਈ,arithmetic operation
ਗਣਿਤ ਦੀ ਇਕਾਈ,arithmetic unit
ਪ੍ਰਬੰਧ,arrangement
ਐਰੇ,array
ਨਕਲੀ ਸੈਟੇਲਾਈਟ,artificial satellite
ਨਕਲੀ ਵੇਰੀਏਬਲ,artificial variable
ਚੜ੍ਹਨਾ,ascend
ਵੱਧਦੇ ਹੋਏ,ascending
ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ,ascending order of magnitude
ਚੜ੍ਹਦੀ ਲੜੀ,ascending series
ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ,assembler language
ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ,assignment problem
ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,associative law
ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,associative law of operators
ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ,associative operation
ਸੰਗਤ,associativity
ਮਤਲਬ ਮੰਨਿਆ,assumed mean
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,assumed probability distribution
ਧਾਰਨਾ,assumption
ਜੋਤਿਸ਼,astrology
ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ,astronautical engineer
ਖਗੋਲ ਵਿਗਿਆਨੀ,astronomer
ਖਗੋਲੀ ਘੜੀ,astronomical clock
ਖਗੋਲ ਵਿਗਿਆਨ,astronomy
ਅਸਮਿਤ ਵਕਰ,asymmetrical curve
ਅਸਮਿਤੀ,asymmetry
asymptote,asymptote
asymptotic,asymptotic
asymptotically ਕੁਸ਼ਲ ਅਨੁਮਾਨਕ,asymptotically efficient estimator
asymptotically ਨਿਰਪੱਖ ਅਨੁਮਾਨਕ,asymptotically unbiased estimator
asymptotic ਵਿਵਹਾਰ,asymptotic behavior
asymptotic ਵੰਡ ਫੰਕਸ਼ਨ,asymptotic distribution function
asymptotic ਵਿਸਥਾਰ,asymptotic expansion
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,atmospheric pressure
ਬੇਤਰਤੀਬੇ &#39;ਤੇ,at random
ਵਿਸ਼ੇਸ਼ਤਾ,attribute
ਗੁਣ ਨਮੂਨਾ ਪ੍ਰਕਿਰਿਆ,attributes sampling procedure
ਵਧੀ ਹੋਈ ਮੈਟਰਿਕਸ,augmented matrix
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,autocorrelation coefficient
ਸਵੈ-ਸਬੰਧੀ ਫੰਕਸ਼ਨ,autocorrelation function
autocovariance,autocovariance
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,automatic computer
ਆਟੋਰਿਗਰੇਸ਼ਨ,autoregression
ਸਹਾਇਕ ਸਮੀਕਰਨ,auxiliary equation
ਔਸਤ ਨਮੂਨਾ ਨੰਬਰ ਵਕਰ (ASN ਕਰਵ),average sample number curve (A.S.N. Curve)
axiom,axiom
ਸਵੈ-ਜੀਵਨੀ ਪਹੁੰਚ,axiomatic approach
ਸੰਭਾਵਨਾ ਦਾ axiom,axiom of probability
ਧੁਰਾ,axis
abscissa ਦਾ ਧੁਰਾ,axis of abscissa
ਧਰਤੀ ਦੀ ਧੁਰੀ,axis of earth
ਇਨਕਲਾਬ ਦੀ ਧੁਰੀ,axis of revolution
ਰੋਟੇਸ਼ਨ ਦਾ ਧੁਰਾ,axis of rotation
ਸਪਿਨ ਦਾ ਧੁਰਾ,axis of spin
ਵਾਪਸ-ਸਥਾਪਨਾ,back-substitution
ਪਿਛਲਾ ਫਰਕ,backward difference
ਬੈਕਵਰਡ-ਇੰਟਰਪੋਲੇਸ਼ਨ ਫਾਰਮੂਲਾ,backward-interpolation formula
ਸੰਤੁਲਨ,balance
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,balanced design
ਸੰਤੁਲਨ ਸ਼ੀਟ,balance sheet
ਬੈਲਿਸਟਿਕ ਮਿਜ਼ਾਈਲ,ballistic missile
ਬੈਲਿਸਟਿਕਸ,ballistics
ਪੱਟੀ,bar
ਅਧਾਰ,base
ਅਧਾਰ ਕੋਣ,base angle
ਲਘੂਗਣਕ ਦਾ ਅਧਾਰ,base of logarithm
ਬੁਨਿਆਦੀ,basic
ਬੁਨਿਆਦੀ ਸੰਭਵ ਹੱਲ,basic feasible solution
ਬੁਨਿਆਦੀ ਹੱਲ,basic solution
ਬੁਨਿਆਦੀ ਵੇਰੀਏਬਲ,basic variable
ਆਧਾਰ,basis
ਆਧਾਰ ਤੱਤ,basis element
ਆਧਾਰ ਮੈਟਰਿਕਸ,basis matrix
ਇੱਕ ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,basis of a vector space
ਸਬਸਪੇਸ ਦਾ ਆਧਾਰ,basis of subspace
ਬੇਸੀਅਨ ਅੰਦਾਜ਼ਾ,Bayesian estimate
ਬੇਸ ਦਾ ਕਾਨੂੰਨ,Bayes' law
ਬੇਅਸ ਦਾ ਸਿਧਾਂਤ,Bayes' theorem
ਬਰਨੌਲੀ ਵੰਡ,Bernoulli distribution
ਬਰਨੌਲੀ ਨੰਬਰ,Bernoulli number
ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ,Bernoulli probability function
ਬਰਨੌਲੀ ਦਾ ਸਮੀਕਰਨ,Bernoulli's equation
ਬੇਰੀ ਫੰਕਸ਼ਨ,Berry function
ਵਧੀਆ ਫਿੱਟ,best fit
ਵਧੀਆ - ਫਿੱਟ ਲਾਈਨ,best - fit line
ਵਧੀਆ ਹੱਲ,best solution
ਵਧੀਆ ਰਣਨੀਤੀਆਂ,best strategies
ਬੀਟਾ ਵੰਡ,beta distribution
ਪੱਖਪਾਤ,bias
ਪੱਖਪਾਤੀ ਅਨੁਮਾਨ,biased estimate
biharmonic ਸਮੀਕਰਨ,biharmonic equation
ਦੋਭਾਗ,bijection
ਦੋ-ਪੱਖੀ ਨਕਸ਼ਾ,bijective map
ਦੋ-ਪੱਖੀ ਮੈਪਿੰਗ,bijective mapping
ਦੋ-ਲੀਨੀਅਰ ਫਾਰਮ,bilinear form
ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ,bilinear function
ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਰੂਪ,bilinear Hermitian form
ਬਾਈਨਰੀ,binary
ਬਾਈਨਰੀ ਕੋਡ,binary code
ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ,binary coded decimal
ਬਾਈਨਰੀ ਕੋਡਿੰਗ,binary coding
ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ,binary computer
ਬਾਈਨਰੀ ਅੰਕ,binary digit
ਬਾਈਨਰੀ ਕਾਰਵਾਈ,binary operation
ਬਾਈਨਰੀ ਸਿਸਟਮ,binary system
ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ,binary variable
ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ,binomial coefficient
ਬਾਇਨੋਮੀਅਲ ਵੰਡ,binomial distribution
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,binomial equation
ਬਾਇਨੋਮੀਅਲ ਵਿਸਤਾਰ,binomial expansion
ਦੋਨੋਮੀ ਸਮੀਕਰਨ,binomial expression
ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,binomial random variable
ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ,binomial theorem
ਦੋਭਾਗ,bisection
ਦੋਭਾਗ ਵਿਧੀ,bisection method
ਬਾਈਸੈਕਟਰ,bisector
biserial,biserial
ਬਿੱਟ,bit
bivariate binomial distribution,bivariate binomial distribution
ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ,bivariate correlation coefficient
ਦੋ-ਪੱਖੀ ਵੰਡ,bivariate distribution
ਬਾਇਵਰੀਏਟ ਸਧਾਰਣ ਵੰਡ,bivariate normal distribution
bivector,bivector
ਬੋਲਟਜ਼ਮੈਨ ਸਮੀਕਰਨ,Boltzmann equation
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,Boolean algebra
ਬੋਸ - ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ,Bose - Einstein statistics
ਸੀਮਾ ਸਥਿਤੀ,boundary condition
ਸੀਮਾ ਪਰਤ,boundary layer
ਸੀਮਾ ਰੇਖਾ,boundary line
ਸੀਮਾ ਮੁੱਲ,boundary value
ਸੀਮਾ ਮੁੱਲ ਸਮੱਸਿਆ,boundary value problem
ਸੀਮਾਬੱਧ ਫੰਕਸ਼ਨ,bounded function
ਸੀਮਾਬੱਧ ਮੈਟ੍ਰਿਕਸ,bounded matrix
ਸੀਮਾਬੱਧ ਖੇਤਰ,bounded region
ਸੀਮਾਬੱਧ ਸੈੱਟ,bounded set
ਬ੍ਰਾਊਨੀਅਨ ਮੋਸ਼ਨ,Brownian motion
ਗਣਨਾ ਕਰੋ,calculate
ਗਣਨਾ,calculating
ਗਣਨਾ ਮਸ਼ੀਨ,calculating machine
ਗਣਨਾ,calculation
ਗਣਨਾ ਵਿਧੀ,calculational procedure
ਕੈਲਕੁਲੇਟਰ,calculator
ਕੈਲਕੂਲਸ,calculus
ਪਰਿਵਰਤਨ ਦਾ ਕੈਲਕੂਲਸ,calculus of variation
ਕੈਲੋਰੀ,calorie
ਰੱਦ ਕਰਨ ਦਾ ਕਾਨੂੰਨ,cancellation law
ਕੈਨੋਨੀਕਲ ਸਮੀਕਰਨ,canonical equation
ਕੈਨੋਨੀਕਲ ਰੂਪ,canonical form
ਕੈਨੋਨੀਕਲ ਮੈਟ੍ਰਿਕਸ,canonical matrix
ਕੈਂਟਰ ਸੈੱਟ,Cantor set
ਕੈਂਟਰ ਦਾ ਟਰਨਰੀ ਸੈੱਟ,Cantor's ternary set
ਸਮਰੱਥਾ ਵਾਲੀ ਆਵਾਜਾਈ ਦੀ ਸਮੱਸਿਆ,capacitated transportation problem
ਸਮਰੱਥਾ,capacity
ਕੇਸ਼ਿਕਾ ਬਲ,capillary force
ਮੁੱਖ ਨੰਬਰ,cardinal number
ਕਾਰਟੇਸੀਅਨ ਧੁਰੇ,Cartesian axes
ਕਾਰਟੇਸੀਅਨ ਕੋਆਰਡੀਨੇਟਸ,Cartesian coordinates
ਕਾਰਟੇਸੀਅਨ ਉਤਪਾਦ,Cartesian product
ਸੈੱਟਾਂ ਦਾ ਕਾਰਟੇਸ਼ੀਅਨ ਉਤਪਾਦ,Cartesian product of sets
ਮਾਮਲੇ &#39;ਦਾ ਅਧਿਐਨ,case study
ਘਾਤਕ ਉਤਰਾਅ-ਚੜ੍ਹਾਅ,catastrophic fluctuation
ਕੈਟੇਨਰੀ,Catenary
ਕੌਚੀ ਵੰਡ,Cauchy distribution
ਕੌਚੀ ਫਾਰਮੂਲਾ,Cauchy formula
ਕੌਚੀ ਗੌਰਸਤ ਪ੍ਰਮੇਯ,Cauchy Goursat theorem
ਕਾਚੀ ਰੀਮੈਨ ਦੀਆਂ ਸਥਿਤੀਆਂ,Cauchy Riemann conditions
ਕਾਚੀ ਕ੍ਰਮ,Cauchy sequence
ਕੌਚੀ ਅਟੁੱਟ,Cauchy integral
ਕੌਚੀ ਪ੍ਰਮੁੱਖ ਮੁੱਲ,Cauchy principal value
ਕਾਚੀ ਅਵਸ਼ੇਸ਼ ਪ੍ਰਮੇਯ,Cauchy residue theorem
ਕੈਲੀ ਹੈਮਿਲਟਨ ਪ੍ਰਮੇਯ,Cayley Hamilton theorem
ਆਕਾਸ਼ੀ ਸਰੀਰ,celestial body
ਆਕਾਸ਼ੀ ਮਾਪ,celestial measurement
ਆਕਾਸ਼ੀ ਮਕੈਨਿਕਸ,celestial mechanics
ਆਕਾਸ਼ੀ ਵਸਤੂ,celestial object
ਸੈੱਲ ਬਾਰੰਬਾਰਤਾ,cell frequency
ਜਨਗਣਨਾ,census
centile,centile
ਸੈਂਟੀਮੀਟਰ,centimeter
ਸੈਂਟੀਮੀਟਰ ਗ੍ਰਾਮ ਦੂਜੀ ਪ੍ਰਣਾਲੀ,centimeter gram second system
ਕੇਂਦਰੀ,central
ਕੇਂਦਰੀ ਧੁਰਾ,central axis
ਕੇਂਦਰੀ ਅੰਤਰ,central difference
ਕੇਂਦਰੀ ਅੰਤਰ ਫਾਰਮੂਲਾ,central difference formula
ਕੇਂਦਰੀ ਅੰਤਰ ਸਾਰਣੀ,central difference table
ਕੇਂਦਰੀ ਸੀਮਾ ਪ੍ਰਮੇਯ,central limit theorem
ਕੇਂਦਰੀ ਪਲ,central moment
ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ (CPU),central processing unit (C.P.U)
ਕੇਂਦਰੀ ਰੁਝਾਨ,central tendency
ਕੇਂਦਰ,centre
ਗੰਭੀਰਤਾ ਦਾ ਕੇਂਦਰ,centre of gravity
ਸਮੂਹ ਦਾ ਕੇਂਦਰ,centre of group
ਪੁੰਜ ਦਾ ਕੇਂਦਰ,centre of mass
ਸਮਰੂਪਤਾ ਦਾ ਕੇਂਦਰ,centre of symmetry
ਸੈਂਟਰਿਫਿਊਗਲ ਫੋਰਸ,centrifugal force
centripetal ਫੋਰਸ,centripetal force
ਸੈਂਟਰੋਇਡ,centroid
ਯਕੀਨਨ,certainty
cgs ਸਿਸਟਮ,c.g.s. system
cgs ਯੂਨਿਟ,c.g.s. unit
ਵਿਭਿੰਨਤਾ ਦਾ ਚੇਨ ਨਿਯਮ,chain rule of differentiation
ਮੌਕਾ ਕਾਰਨ,chance causes
ਮੌਕਾ ਚਾਲ,chance moves
ਧੁਰੇ ਦੀ ਤਬਦੀਲੀ,change of axes
ਆਧਾਰ ਦੀ ਤਬਦੀਲੀ,change of basis
ਆਰਡਰ ਦੀ ਤਬਦੀਲੀ,change of order
ਗੁਣ ਗੁਣ,characteristic coefficient
ਨਿਰਣਾਇਕ,determinant
ਗੁਣ ਸਮੀਕਰਨ,characteristic equation
ਵਿਸ਼ੇਸ਼ਤਾ ਫੰਕਸ਼ਨ,characteristic function
ਲਘੂਗਣਕ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ,characteristic of logarithm
ਗੁਣ ਬਹੁਪਦ,characteristic polynomial
ਗੁਣ ਮੁੱਲ,characteristic value
ਗੁਣ ਵੈਕਟਰ,characteristic vector
ਅੱਖਰ ਸੈੱਟ,character set
ਚਾਰਟ,chart
ਚੀ-ਵਰਗ ਵੰਡ,chi-square distribution
ਚੀ-ਵਰਗ ਫਾਰਮੂਲਾ,chi-square formula
ਚੀ-ਵਰਗ ਟੈਸਟ,chi-square test
ਤਾਰ,chord
ਕੋਰਡ-ਸੈਕਸ਼ਨ ਵਿਧੀ,chord-bisection method
ਸਿਫਰ ਸੁਨੇਹਾ (=ਕੋਡ ਕੀਤਾ ਸੁਨੇਹਾ),cipher message (=coded message)
ਸਿਫਰ (ਜ਼ੀਰੋ),cipher (zero)
ਚੱਕਰ,circle
ਕਨਵਰਜੈਂਸ ਦਾ ਚੱਕਰ,circle of convergence
ਸਰਕਟ ਮੈਟਰਿਕਸ,circuit matrix
ਸਰਕੂਲਰ,circular
ਸਰਕੂਲਰ ਲੱਛਣ,circular asymptote
ਗੋਲ ਹੈਲਿਕਸ,circular helix
ਸਰਕੂਲਰ ਮੋਸ਼ਨ,circular motion
ਘੇਰਾ ਕੇਂਦਰ,circumcentre
ਚੱਕਰ,circumcircle
ਘੇਰਾਬੰਦੀ,circumscribe
ਘੇਰਾਬੰਦ,circumscribed
ਘੇਰਾਬੰਦ ਚੱਕਰ,circumscribed circle
ਕਲਾਸੀਕਲ ਕਟੌਤੀ ਤਕਨੀਕ,classical deductive technique
ਕਲਾਸੀਕਲ ਗਤੀਸ਼ੀਲਤਾ,classical dynamics
ਕਲਾਸੀਕਲ ਓਪਟੀਮਾਈਜੇਸ਼ਨ,classical optimization
ਕਲਾਸੀਕਲ ਤਬਾਹੀ ਦੀ ਸਮੱਸਿਆ,classical ruin problem
ਕਲਾਸੀਕਲ ਅੰਕੜਾ ਮਕੈਨਿਕਸ,classical statistical mechanics
ਗਲਤੀਆਂ ਦਾ ਵਰਗੀਕਰਨ,classification of errors
ਕਲਾਸ ਅੰਤਰਾਲ,class interval
ਕਲਾਸ-ਅੰਤਰਾਲ ਇਕਾਈ,class-interval unit
ਕਲਾਸ ਸੀਮਾ,class limit
ਘੜੀ ਦੀ ਦਿਸ਼ਾ ਵਿੱਚ,clockwise
clopen (= ਬੰਦ ਅਤੇ ਖੁੱਲ੍ਹਾ),clopen (= closed and open)
ਬੰਦ,closed
ਬੰਦ ਕਨਵੈਕਸ ਹਲ,closed convex hull
ਬੰਦ ਘਣ,closed cube
ਬੰਦ ਕਰਵ,closed curve
ਬੰਦ ਡੋਮੇਨ,closed domain
ਬੰਦ ਚਿੱਤਰ,closed figure
ਬੰਦ ਅੰਤਰਾਲ,closed interval
ਬੰਦ ਖੇਤਰ,closed region
ਬੰਦ ਸੈੱਟ,closed set
ਬੰਦ ਸਤਹ,closed surface
ਬੰਦ,closure
ਬੰਦ ਕਰਨ ਵਾਲਾ ਆਪਰੇਟਰ,closure operator
ਬੰਦ ਹੋਣ ਦਾ ਬਿੰਦੂ (= ਸੰਪਰਕ ਬਿੰਦੂ),closure point (= contact point)
ਬੰਦ ਕਰਨ ਦੀ ਸਥਿਤੀ,closure postulate
ਬੰਦ ਸੈੱਟ,closure set
ਕਲੱਸਟਰ ਪੁਆਇੰਟ,cluster point
ਕਲੱਸਟਰ ਨਮੂਨਾ,cluster sampling
