Punjabi,Marathi
ਪ੍ਰਾਚੀਨ ਰਿਵਾਜ,प्राचीन प्रथा
ਪ੍ਰਾਚੀਨ ਇਤਿਹਾਸ,प्राचीन इतिहास
ਪ੍ਰਾਚੀਨ ਸਮਾਰਕ,प्राचीन स्मारके
ਕਿੱਸਾ,किस्सा
ਐਂਜਲੋਟ,अँजेलोट
ਐਂਜਲਸ,एंजलस
ਐਂਜੇਵਿਨ (=ਅੰਜੇਵਿਨ),अँजेविन (=अंजेविन)
ਕੋਣ,कोन
ਐਂਗਲੀਕਨ,अँग्लिकन
ਐਂਗਲੀਕਨ ਕਮਿਊਨੀਅਨ,अँग्लिकन कम्युनियन
ਐਂਗਲੀਕਨਵਾਦ,अँग्लिकनवाद
ਐਂਗਲੋ-ਫੋਬ,अँग्लो-फोब
ਐਂਗਲੋ-ਫੋਬੀਆ,अँग्लो-फोबिया
ਐਂਗਲੋ-ਸੈਕਸਨ,अँग्लो-सॅक्सन
ਐਂਗਲੋ-ਸੈਕਸੋਨਿਜ਼ਮ,अँग्लो-सॅक्सोनवाद
ਐਨਾਲਿਸਟ,अॅनालिस्ट
ਇਤਿਹਾਸ,इतिहास
ਅਨੇਕਸ਼ਨ,संलग्नीकरण
ਐਂਟੀ-ਬੇਲਮ,अँटी-बेलम
ਪਿਛਲੀ ਤਾਰੀਖ,पूर्वीची तारीख
ਵਿਰੋਧੀ ਮੌਲਵੀਵਾਦ,कारकुनविरोधी
ਕਲੈਰੀਕਲ ਵਿਰੋਧੀ ਕਾਨੂੰਨ,कारकुनी विरोधी कायदा
ਪੁਰਾਤਨਤਾ,पुरातन वास्तू
ਵਿਰੋਧੀ ਕਿਰਾਇਆ,विरोधी भाडे
ਵਿਰੋਧੀ ਕਿਰਾਇਆ,विरोधी भाडे
ਵਿਰੋਧੀ ਸਾਮੀਵਾਦ,सेमिटिझम विरोधी
ਐਨਜ਼ੈਕ,अँझॅक
ਅਪੇਲਾ,अपेला
ਅਰਲੂ,अरालू
ਆਰਕ ਬਿਸ਼ਪ,आर्च बिशप
ਆਰਕ ਡਚੀ,आर्च डची
ਆਰਕ ਡਿਊਕ,आर्च ड्यूक
ਪੁਰਾਲੇਖ (=ਪੁਰਾਲੇਖ ਸੰਗ੍ਰਹਿ),आर्काइफ (=अभिलेख संग्रह)
ਆਰਚੀਪੀਸਕੋਪੇਟ,आर्किपिस्कोपेट
ਕੁਲੀਨ,अभिजात वर्ग
ਰਈਸ,कुलीन
ਕੁਲੀਨ ਸਨੋਬਰੀ,खानदानी स्नोबरी
ਅਰਿਸਟੋਟਲੀਅਨ,अॅरिस्टोटेलियन
ਆਰਮਾਡਾ,आरमार
ਆਰਮਾਡਾ (= ਸਪੇਨੀ ਆਰਮਾਡਾ),आरमार (=स्पॅनिश आरमार)
ਸ਼ਸਤਰਧਾਰਕ (=ਸ਼ਸਤਰਧਾਰਕ),आर्मोरिस्ट (= आर्मरिस्ट)
ਸ਼ਸਤ੍ਰ (= ਸ਼ਸਤ੍ਰ),चिलखत (= चिलखत)
ਸ਼ਸਤਰਧਾਰਕ,आर्मरिस्ट
ਆਰੀਅਨ,आर्यन
ਆਰੀਅਨ,आर्यन
ਅਸਕਰੀ,अस्करी
ਅਸਾਈਨੈਟ,नियुक्त करा
ਅਸਾਈਜ਼,Assize
ਅਸਾਈਜ਼,Assize
ਅਸਾਈਜ਼,Assize
ਅਸਲਾ ਐਕਟ ਦੀ ਸਹਾਇਤਾ,शस्त्रास्त्र कायद्याची मदत
ਡੈਰੇਨ ਪ੍ਰੈਜ਼ੈਂਟਮੈਂਟ ਦੀ ਸਹਾਇਤਾ,डॅरेन प्रेझेंटमेंटची मदत
ਮੋਰਟ &#39;ਡੀ&#39; ਪੂਰਵਜ ਦੀ ਸਹਾਇਤਾ,मॉर्ट &#39;डी&#39; पूर्वजांची मदत
ਨਾਵਲ ਡੀਸੀਸਿਨ ਦੀ ਸਹਾਇਤਾ,कादंबरी Disseisin च्या Assize
ਅੱਤਿਆਚਾਰ,अत्याचार
ਹਮਲਾ,हल्ला
ਔਲਿਕ ਕੌਂਸਲ,ऑलिक कौन्सिल
ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ (= ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ),देवीची कुर्‍हाड (= देवी कुर्हाड)
ਐਕਸਿਸ (=ਰੋਮ-ਬਰਲਿਨ-ਟੋਕੀਓ ਐਕਸਿਸ),अक्ष (=रोम-बर्लिन-टोकियो अक्ष)
ਬਾਬਲ,बॅबिलोन
ਬਾਬਲੀ ਗ਼ੁਲਾਮੀ (=ਬੇਬੀਲੋਨ ਦੀ ਗ਼ੁਲਾਮੀ),बॅबिलोनियन बंदिवास (= बॅबिलोनी कैद)
ਬਚਨਲ ਭਗਤ,बचनाल भक्त
ਬਚਨਲਿਆ,बचनालिया
ਕੁਆਰਾ,बॅचलर
ਬਗਦਾਦ ਸਮਝੌਤਾ,बगदाद करार
ਬਾਲਕਨ ਲੀਗ,बाल्कन लीग
ਬਾਲਕਨ ਸਮਝੌਤਾ,बाल्कन करार
ਬਾਲਕਨ ਯੁੱਧ,बाल्कन युद्धे
ਬਾਲਟਿਕ ਸਮਝੌਤਾ,बाल्टिक करार
ਡਾਕੂ,डाकू
ਬੈਂਡੁੰਗ ਕਾਨਫਰੰਸ,बांडुंग परिषद
ਦੇਸ਼ ਨਿਕਾਲੇ,हद्दपार
ਬੈਨਰ,बॅनर
ਵਹਿਸ਼ੀ,रानटी
ਬਾਰਬੀਕਨ,बार्बिकन
ਬਾਰਡੋਲੀ ਸੱਤਿਆਗ੍ਰਹਿ,बारडोली सत्याग्रह
ਬਾਰਨ ਬਰਨਰ,धान्याचे कोठार बर्नर्स
ਬੈਰਨ,जहागीरदार
ਬੈਰੋਨੇਜ,बॅरोनेज
ਬੈਰੋਨਸ ਮੇਜਰਸ,Barones majores
ਬੈਰੋਨਸ ਨਾਬਾਲਗ,बॅरोन्स अल्पवयीन
ਬੈਰੋਨੇਸ,जहागीरदार
ਬੈਰੋਨੇਟ,बॅरोनेट
ਬੈਰੋਨੇਟੇਜ,बॅरोनेटेज
ਬੈਰੋਨੇਟੇਜ,बॅरोनेटेज
ਬੈਰੋਨੇਟਸੀ,बॅरोनेटसी
ਬੈਰੋਨੀ,बॅरोनी
ਬੈਰਾਕੂਨ,बॅराकून
ਬੈਰਾਕੂਨ,बॅराकून
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),बॅरिकेड (= बॅरिकेडो)
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),बॅरिकेड (= बॅरिकेडो)
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),बॅरिकेड (= बॅरिकेडो)
ਬੇਸ ਕੈਂਪ,बेस कॅम्प
ਬੇਸਿਲਿਕਾ,बॅसिलिका
ਬੇਸਿਲਿਕਾ,बॅसिलिका
ਬਸਤੀਲਾ,बॅस्टिला
ਬੈਸਟਿਲ,बॅस्टिल
ਬੈਸਟਿਲ,बॅस्टिल
ਬੈਟਰੀ,बॅटरी
ਲੜਾਈ,लढाई
ਬੈਟਲੇ-ਐਰੇ,Batlle-array
ਲੜਾਈ ਦਾ ਰੋਣਾ,लढाई रडणे
ਲੜਾਈ ਦੀਨ,लढाई दिन
ਲੜਾਈ ਦਾ ਮੈਦਾਨ,युद्धक्षेत्र
ਲੜਾਈ ਦਾ ਭਜਨ,लढाई भजन
ਸਪਰਸ ਦੀ ਲੜਾਈ,स्पर्सची लढाई
ਸਟੈਂਡਰਡ ਦੀ ਲੜਾਈ,स्टँडर्डची लढाई
ਬੈਟਲਸ਼ਿਪ,युद्धनौका
ਬੈਟਲਸ਼ਿਪ-ਤਾਕਤ,युद्धनौका-शक्ती
Bayeux tapestry,Bayeux टेपेस्ट्री
ਬੀਕਨ,बीकन
ਬੀਕਨ ਟਾਵਰ,बीकन टॉवर
ਬੀਵਰ,बीव्हर
ਬੀਵਰ,बीव्हर
ਸਮੁੰਦਰ ਦੇ ਭਿਖਾਰੀ,समुद्राचे भिकारी
ਬੇਲੀਕੋਜ਼,बेलिकोज
ਬੇਲੀਕੋਸ,बेलिकोज
ਬੇਲੀਕੋਜ਼,बेलिकोज
ਬੇਲੀਕੋਸਿਟੀ,बेलिकोसिटी
ਬੇਲੋਨਾ,बेलोना
ਲਾਭ,फायदा
ਪਾਦਰੀਆਂ ਦਾ ਲਾਭ,धर्मगुरूंचा लाभ
ਬੇਨੇਲਕਸ,बेनेलक्स
ਬਰਲਿਨ ਫ਼ਰਮਾਨ,बर्लिन डिक्री
ਬੇਸਰਕਰ,बेसरकर
ਬੇਸੰਤ (=ਬੇਜ਼ੰਤ),बेझंट (=बेझंट)
ਬੈਥਲ,बेथेल
ਬਾਈਬਲੀਓਲੇਟਰ,बिब्लिओलेटर
ਬਿਬਲਿਓਲਾਟਰੀ,ग्रंथदिंडी
ਵੱਡੀ ਬਰਥਾ,मोठा बर्था
ਬਿਗੌਟ,धर्मांध
ਬਿਲੀਟਿੰਗ,बिलेटिंग
ਅਟੈਂਡਰ ਦਾ ਬਿੱਲ,अटेंडरचे बिल
ਅਧਿਕਾਰਾਂ ਦਾ ਬਿੱਲ,अधिकारांचे विधेयक
ਜੀਵਨੀਕਾਰ,चरित्रकार
ਜਨਮ ਕਹਾਣੀਆਂ,जन्मकथा
ਬਿਵੁਆਕ,बिव्होक
ਬਿਵੁਆਕ,बिव्होक
ਬਿਵੁਆਕ,बिव्होक
ਬਿਜੋਨੀਆ,बिझोनिया
ਕਾਲਾ ਪੰਛੀ,काळा पक्षी
ਕਾਲਾ ਝੰਡਾ,काळा झेंडा
ਕਾਲਾ ਮੋਰੀ,कृष्ण विवर
ਕਾਲਾ ਮੋਰੀ,कृष्ण विवर
ਕਾਲੀ ਲੱਤ (= ਖੁਰਕ),काळा पाय (= खरुज)
ਕਾਲੀ ਕਮੀਜ਼,काळा शर्ट
ਬਲੇਜ਼ਨ,ब्लेझोन
ਬਲੇਜ਼ਨ,ब्लेझोन
ਧਮਾਕੇਦਾਰ,झगमगाट
ਧਮਾਕੇਦਾਰ,झगमगाट
ਬਲਿਟਜ਼ਕਰੀਗ,ब्लिट्झक्रीग
ਖੂਨ ਰਹਿਤ ਇਨਕਲਾਬ (= ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ),रक्तहीन क्रांती (=वैभवशाली क्रांती)
ਬਲੱਡਵਾਈਟ,ब्लडवाईट
ਖੂਨੀ ਮੈਰੀ,ब्लडी मेरी
ਨੀਲਾ,निळा
ਨੀਲਾ ਖੂਨ,निळे रक्त
ਨੀਲੀ ਕਿਤਾਬ,निळे पुस्तक
ਨੀਲਾ ਰਿਬਨ,निळी फीत
ਨੀਲਾ ਰਿਬਨ,निळी फीत
ਬਲੂਜ਼ (=ਰਾਇਲ ਹਾਰਸ ਗਾਰਡ),ब्लूज (=रॉयल हॉर्स गार्ड)
ਨੀਲੀ ਕਮੀਜ਼,निळा शर्ट
ਬਲੂ ਵਾਟਰ ਸਕੂਲ,ब्लू वॉटर स्कूल
ਕੰਟਰੋਲ ਬੋਰਡ,नियंत्रण मंडळ
ਸਰੀਰ ਦੇ ਬਸਤ੍ਰ,शरीर चिलखत
ਬੋਅਰ,बोअर
ਲੁੱਟ,लूट
ਬੋਰੋ,बरो
ਬੁਲੇਉਟੇਰੀਅਨ,बुलेउटेरियन
ਬੋਰਬਨ,बोरबॉन
ਮੁੱਕੇਬਾਜ਼ ਬਗਾਵਤ,बॉक्सर बंडखोरी
ਬ੍ਰੇਸ,ब्रेस
ਬ੍ਰਾਸਾਰਡ,ब्रासर्ड
ਬ੍ਰਾਸਾਰਡ,ब्रासर्ड
ਰੋਟੀ ਦੀਆਂ ਬਸਤੀਆਂ,ब्रेड वसाहती
ਛਾਤੀ ਪਲੇਟ,ब्रेस्ट प्लेट
ਛਾਤੀ ਦਾ ਕੰਮ,स्तनाचे काम
ਬਰੇਟਵਾਲਡਾ,ब्रेटवाल्डा
ਬ੍ਰਿਗੈਂਡ,ब्रिगेंड
ਬ੍ਰਿਗੇਂਡੇਜ,दलाल
ਬ੍ਰਿਟਿਸ਼ ਕਾਮਨਵੈਲਥ ਆਫ ਨੇਸ਼ਨਜ਼,ब्रिटिश कॉमनवेल्थ ऑफ नेशन्स
ਭੂਰੇ ਰੰਗ ਦੀਆਂ ਕਮੀਜ਼ਾਂ (=ਨਾਜ਼ੀਆਂ),तपकिरी शर्ट (=नाझी)
ਬ੍ਰਸੇਲਜ਼ ਸੰਧੀ (ਪੈਕਟ) ਸੰਗਠਨ (= ਪੱਛਮੀ ਯੂਰਪੀਅਨ ਯੂਨੀਅਨ),ब्रुसेल्स ट्रीटी (पॅक्ट) संस्था (=वेस्टर्न युरोपियन युनियन)
ਮੱਝ,बफ
ਮੱਝ,बफ
ਮੱਝ-ਕੋਟ,बफ-कोट
ਮੱਝਾਂ,बफ्स
ਬੁਲੇ (=ਕੌਂਸਲ),बुले (=परिषद)
ਬਰਗੇਜ,बर्गेज
ਬਰਗੇਸ,बर्जेस
ਬਿਜ਼ੰਤੀਨੀ,बायझँटाईन
ਬਿਜ਼ੰਤੀਨੀ ਚਰਚ,बायझँटाईन चर्च
ਬਿਜ਼ੰਤੀਨੀ ਸਾਮਰਾਜ,बायझँटाईन साम्राज्य
ਬਿਜ਼ੰਤੀਨੀ ਯੁੱਗ,बायझँटाईन युग
ਬਿਜ਼ੰਤੀਨੀ ਇਤਿਹਾਸਕਾਰ,बायझँटाईन इतिहासकार
ਕਾਬਲ,कॅबल
ਕੈਸਰਵਾਦ,सीझरवाद
ਖਲੀਫਾ,खलिफा
ਕੈਲੀਗ੍ਰਾਫਰ,कॅलिग्राफर
ਕੈਲੀਗ੍ਰਾਫਿਸਟ,कॅलिग्राफिस्ट
ਕੈਲੀਗ੍ਰਾਫੀ,कॅलिग्राफी
ਕੈਲਟ੍ਰੋਪ,कॅल्ट्रॉप
ਦੋਸਤੀ,सौहार्द
ਕੈਮਰਿਲਾ,कॅमरिला
ਕੈਮਰਿਲਾ,कॅमरिला
ਕੈਮਲੌਕਮ,कॅमेलॅकम
ਕੈਮੋਫਲੇਜ,क्लृप्ती
ਮੁਹਿੰਮ,मोहीम
ਕੈਂਪ ਫਾਲੋਅਰ,शिबिराचे अनुयायी
ਕੈਂਪੋ ਸੈਂਟੋ,कॅम्पो सॅंटो
ਕੈਂਪਸ ਮਾਰਟੀਅਸ,कॅम्पस मार्टियस
ਕੈਨੇਫੋਰਾ,कॅनेफोरा
ਕੈਂਗੂ,कॅंग्यू
ਕੈਨੋਨੇਡ,तोफखाना
ਤੋਪ ਚਾਰਾ,तोफ चारा
ਕੈਨਨ,कॅनन
ਕੈਨਨ ਕਾਨੂੰਨ,कॅनन कायदा
ਕੈਨੋਪਸ ਫ਼ਰਮਾਨ,कॅनोपस डिक्री
ਕੈਂਟਿੰਗ ਹਥਿਆਰ,कण्टिंग शस्त्र
ਬੰਦੀ,बंदिवान
ਕੈਪਟਰ,कॅप्टर
ਕਾਰਡੀਨਲ,कार्डिनल
ਕਾਰਲ,कार्ल
ਕੈਰੋਲਿੰਗੀਅਨ ਰਾਜਵੰਸ਼,कॅरोलिंगियन राजवंश
ਕਾਰਥੁਸੀਅਨ ਸੰਪਰਦਾ,कार्थुशियन पंथ
ਕਾਰਟੋਸਾ,कार्टोसा
ਕੈਸਟਲੀਅਨ,कॅस्टेलियन
ਕੈਸਟਲੀਅਨ,कॅस्टेलियन
ਜਾਤ ਪ੍ਰਣਾਲੀ,जाती व्यवस्था
ਕਿਲ੍ਹਾ,वाडा
ਕਿਲ੍ਹਾ,वाडा
ਕੈਸਲ ਸ਼ਹਿਰ,वाड्याचे शहर
ਕਾਸਟਰਾ,कास्त्रा
ਕਾਸਟਰਾ,कास्त्रा
ਕੈਥੇਡਰਾ,कॅथेड्रा
ਗਿਰਜਾਘਰ,कॅथेड्रल
ਕੈਟੋ ਸਟ੍ਰੀਟ ਸਾਜ਼ਿਸ਼,केटो स्ट्रीट कट
ਕਾਉਡੀਲੋ,कौडिल्लो
ਕੈਵਲੀਅਰ,घोडेस्वार
ਕੈਵਲੀਅਰ,घोडेस्वार
ਕੈਵਲੀਅਰ ਸੰਸਦ,घोडदळ संसद
ਅਦੁੱਲਮ ਦੀ ਗੁਫਾ,अदुल्लमची गुहा
ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ,गुहा चित्रकला
ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ,गुहा चित्रकला
ਸੇਂਟਮਵੀਰ,सेंटमवीर
ਸੈਂਚੁਰੀਅਨ,सेंच्युरियन
ਸਦੀ,शतक
ਚੇਨ ਆਰਮਰ (= ਚੇਨ ਮੇਲ),साखळी चिलखत (=साखळी मेल)
ਛੰਤਰੀ,चंत्री
ਛੰਤਰੀ,चंत्री
ਚੈਪ ਕਿਤਾਬ,चॅप बुक
ਪਾਦਰੀ,धर्मगुरू
ਅਧਿਆਇ,धडा
ਹਾਦਸਿਆਂ ਦਾ ਅਧਿਆਇ,अपघातांचा अध्याय
ਚਾਰਜ,चार्ज करा
ਚਾਰਜ ਡੀ,चार्ज डी अफेयर्स
ਚਾਰਜ ਵਿਭਾਜਨ,चार्ज विभाजन
ਚਾਰਜਰ,चार्जर
ਰੱਥ,रथ
ਰੱਥ,सारथी
ਰੱਥ,सारथी
ਰੱਥ,सारथी
ਚੈਰਿਟੀ ਰਸੋਈ,धर्मादाय स्वयंपाकघर
ਚਾਰਟਰ,सनद
ਚਾਰਟਿਸਟ ਅੰਦੋਲਨ (=ਚਾਰਟਿਜ਼ਮ),चार्टिस्ट चळवळ (=चार्टिझम)
ਚਾਰਟੋਫਾਈਲੇਸ਼ੀਅਮ,चार्टोफिलेशियम
Chateau,Chateau
ਚੈੱਕ ਪੋਸਟ,चेक पोस्ट
ਰਸਾਇਣਕ ਯੁੱਧ,रासायनिक युद्ध
ਚੈਸਟਰ,चेस्टर
ਮੁੱਖ,प्रमुख
ਸਰਦਾਰ,सरदार
ਸਰਦਾਰ,सरदार
ਸਰਦਾਰ,सरदार
ਸ਼ਿਫੋਨ,शिफॉन
ਸ਼ਿਸ਼ਟਾਚਾਰ,शौर्य
ਚੁਣੇ ਹੋਏ ਲੋਕ,निवडलेले लोक
ਕ੍ਰਿਸਮੋਗ੍ਰਾਫੀ,ख्रिसमोग्राफीन
ਈਸਾਈ-ਜਗਤ,ख्रिस्ती धर्म
ਈਸਾਈ ਯੁੱਗ,ख्रिश्चन युग
ਈਸਾਈ ਸਮਾਜਵਾਦ,ख्रिश्चन समाजवाद
ਇਤਹਾਸ,क्रॉनिकल
ਇਤਿਹਾਸਕਾਰ,क्रॉनिकलर
Chryse Chersonese,Chryse Chersonese
ਸਿਮਲੀਅਮ,सिमेलियम
Cinquecento ਸ਼ੈਲੀ,Cinquecento शैली
ਸਰਕਮਨੇਵੀਗੇਸ਼ਨ,परिक्रमा
ਸਿਸਟਰਸੀਅਨ ਭਿਕਸ਼ੂ,सिस्टर्सियन साधू
ਕਿਲਾ,किल्ला
ਹਵਾਲਾ,उद्धरण
ਹਵਾਲਾ,उद्धरण
ਸਿਵਲ ਅਣਆਗਿਆਕਾਰੀ,सविनय कायदेभंग
ਸਿਵਲ ਯੁੱਧ,नागरी युद्ध
ਸਿਵਿਸ ਰੋਮਨਸ,सिव्हिस रोमनस
ਕਲਾਸੀਕਲ ਉਮਰ,शास्त्रीय वय
ਕਲੀਫ਼ਟ (=ਕਲੇਫ਼ਟ),Clepht (=klepht)
ਕਲਰਕਵਾਦ,कारकुनीवाद
ਕਲਰਚ,लिपिक
ਕਲੀਨਿਕ ਅੰਦੋਲਨ,क्लुनियाक हालचाली
ਕੋਟ ਸ਼ਸਤ੍ਰ,कोट चिलखत
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,अंगरखा
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,अंगरखा
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,अंगरखा
ਡਾਕ ਦਾ ਕੋਟ,मेलचा कोट
ਸਮੂਹ,पलटण
ਕੋਮੀਟੀਆ,कॉमिटिया
Comitia Centuriata,Comitia Centuriata
Comitia Curiata,Comitia Curiata
ਕੋਮੀਟੀਆ ਟ੍ਰਿਬੂਟਾ,कमिटीया ट्रिबुटा
ਯਾਦਗਾਰੀ arch,स्मारक कमान
ਯਾਦਗਾਰੀ ਸਿੱਕਾ,स्मारक नाणे
ਯਾਦਗਾਰੀ ਮੋਹਰ,स्मारक शिक्का
ਆਮ ਖੇਤਰ,सामान्य फील्ड
Communard,Communard
ਕਨਕੋਰਡੈਟ,कॉन्कॉर्डॅट
ਕਨਕੋਰਡੈਟ,कॉन्कॉर्डॅट
ਕੰਡੋਟੀਏਰ,कॉन्डोटिएरे
ਪੁਸ਼ਟੀਕਰਣ ਕਾਰਟਾਰਮ,पुष्टीकरण कार्टारम
ਟਕਰਾਅ,संघर्ष
ਮੰਡਲੀ,मंडळी
ਜਿੱਤਣ ਵਾਲਾ ਰਾਜ,जिंकणारे राज्य
ਜੇਤੂ,जिंकणारा
ਵਿਜੇਤਾ,जिंकणारा
ਕੌਸਿਲਿਅਮ,कॉन्सिलियम
ਕੰਸਿਸਟਰੀ,कंसिस्टरी
ਸਾਜ਼ਿਸ਼,षडयंत्र
ਸਾਜ਼ਿਸ਼,षडयंत्र
ਕੌਂਸਲੇਟ,वाणिज्य दूतावास
ਸਲਾਹ-ਮਸ਼ਵਰੇ ਦੀ ਕਿਤਾਬ,सल्लामसलत पुस्तक
ਮਹਾਂਦੀਪੀ ਪ੍ਰਣਾਲੀ,खंडीय प्रणाली
ਕਨਵੈਨਸ਼ਨ ਸੰਸਦ,अधिवेशन संसद
ਕਾਪਰਹੈੱਡਸ (=ਪੀਸ ਡੈਮੋਕਰੇਟਸ),कॉपरहेड्स (=पीस डेमोक्रॅट्स)
ਕਾਪੀਹੋਲਡ,कॉपीहोल्ड
ਘੇਰਾਬੰਦੀ,कोर्डनिंग
ਕਰੋਨਾ,कोरोना
ਤਾਜਪੋਸ਼ੀ,राज्याभिषेक
ਤਾਜਪੋਸ਼ੀ ਪੱਥਰ,राज्याभिषेक दगड
ਕਾਰਪਸ,कॉर्पस
Corsair,Corsair
Corsair,Corsair
ਕੋਰਸੇਟ (=ਕੋਰਸਲੇਟ),कॉर्सेट (=कॉर्सलेट)
ਕੋਰਟੇਸ,कोर्टेस
ਕੋਟਰ (=ਕੋਟੀਅਰ),कोटर (=कोटीर)
ਕੋਟਰ (=ਕੋਟੀਅਰ),कोटर (= cottier)
ਪੈਲੇਟਿਨੇਟ ਦੀ ਗਿਣਤੀ ਕਰੋ,काउंट पॅलेटिनेट
ਦੇਸ਼ ਦਾ ਘਰ,देशाचे घर
ਕਾਉਂਟੀ,परगणा
ਕਾਉਂਟੀ ਬੋਰੋ,काउंटी बरो
ਕਾਉਂਟੀ ਅਦਾਲਤਾਂ,काउंटी न्यायालये
ਕਾਉਂਟੀ ਪੈਲਾਟਾਈਨ,काउंटी पॅलाटिन
ਅਦਾਲਤ,कोर्ट
ਅਦਾਲਤ,कोर्ट
