Tamil,Odiya
"கூடுதல், துணை, துணை (v.), துணைக்கருவிகள் (ed.)","ଅତିରିକ୍ତ, ଆନୁଷଙ୍ଗିକ, ଆନୁଷଙ୍ଗିକ (v।), ଆସେସୋରିଜ୍ (ଏଡି।)"
அணுகல் நேரம்,ପ୍ରବେଶ ସମୟ
பார்வையாளர் பிழை,ପରିଦର୍ଶକ ତ୍ରୁଟି |
சரிசெய்தல்,ଆଡଜଷ୍ଟେସନ୍
திரட்டப்பட்டது,ସଂଗୃହିତ
"திரட்சி, குவிப்பு","ଜମା, ଜମା"
திரட்டி,ଜମାକାରୀ
துல்லியம்,ସଠିକତା
யதார்த்தம்,ବାସ୍ତବତା
நிறமற்ற லென்ஸ்,ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ |
வண்ணமயமான,ଆକ୍ରୋମାଟିକ୍ |
வண்ணமயமான தன்மை,ଆକ୍ରୋମାଟିଟି
ஒலியியல்,ଶବ୍ଦ
ஒலி எதிர்ப்பு,ସାଉଣ୍ଡ ପ୍ରୁଫ୍ |
ஒலி ஃபோனான்,ଆକାଶବାଣୀ ଫୋନନ୍ |
ஒலி அலகு,ଧ୍ୱନି ଏକକ |
ஒலியியல்,ଶବ୍ଦ
ஒலி ஜெனரேட்டர்,ଶବ୍ଦ ଜେନେରେଟର
செயல் மற்றும் எதிர்வினை,କାର୍ଯ୍ୟ ଏବଂ ପ୍ରତିକ୍ରିୟା
செயல்படுத்துதல்,ସକ୍ରିୟ
செயல்படுத்தும் ஆற்றல்,ସକ୍ରିୟ ଶକ୍ତି
"செயல்படுத்துபவர், செயல்படுத்துபவர்","ସକ୍ରିୟକାରୀ, ସକ୍ରିୟକାରୀ |"
செயலில்,ସକ୍ରିୟ |
செயற்பாடு,ସକ୍ରିୟତା
உண்மையான மன அழுத்தம்,ପ୍ରକୃତ ଚାପ
கிசுகிசுத்தல்,ଫୁସ୍ଫୁସ୍
மொத்தத்தில்,ସଂକ୍ଷେପରେ
"தொகை, கூட்டல், மொத்த (பதிப்பு), சேர்க்கை (v.)","ରାଶି, ଯୋଗ, ସମୁଦାୟ (ଏଡି।), ଯୋଗୀ (v।)"
"இணைந்த தொனி, கூடுதல் தொனி (உயிர்)","ସଂଯୋଗ ସ୍ୱର, ଅତିରିକ୍ତ ସ୍ୱର (ସ୍ ow ର)"
சேர்க்கை,ଯୋଗୀ
ஒட்டுதல்,ଆଡିଶିନ୍ |
பிசின் ஆற்றல்,ଆଡେସିଭ୍ ଶକ୍ତି |
அடியாபட்,adiabat
அடியாபாடிக்,ଆଡିଆବାଟିକ୍ |
வெப்ப காப்பு,ଉତ୍ତାପ ଇନସୁଲେଟିଂ
இணைப்பு,ସଂଲଗ୍ନ
அனுசரிப்பு,ନିୟନ୍ତ୍ରିତ
ஊடுருவல்,ଅନୁପ୍ରବେଶ
உறிஞ்சுதல்,ବିଜ୍ or ାପନ
முன்னோக்கி,ଆଗକୁ
முற்போக்கானது,ପ୍ରଗତିଶୀଳ |
"ஆகாஷி, காற்று (வி.), வான்வழி (பதிப்பு)","akashi, air (v।), aerial (ed।)"
ஆண்டெனா ஸ்ட்ரீம்,ଆଣ୍ଟେନା ଷ୍ଟ୍ରିମ୍ |
வான்வழி ஆய்வு,ବାୟୁ ସର୍ବେକ୍ଷଣ |
காற்று வேகம்,ବାୟୁ ବେଗ
ஏரோடைனமிக் குணகம்,ଏରୋଡାଇନାମିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
காற்றியக்கவியல்,ଏରୋଡାଇନାମିକ୍ |
காற்றியக்கவியல்,ଏରୋଡାଇନାମିକ୍ସ |
வானூர்தி,ଏରୋନେଟିକାଲ୍ |
ஏரோநாட்டிக்ஸ்,ଏରୋନେଟିକ୍ସ |
காற்று துடிப்பு,ବାୟୁ ନାଡ
"வளிமண்டலம், வாயுக்கோளம்","ବାୟୁମଣ୍ଡଳ, ଗ୍ୟାସୋସଫର |"
கவனம் அமைப்பு,ଫୋକସ୍ ସିଷ୍ଟମ୍ |
மீண்டும் பற்றவைப்பு,ପଛ ଇଗ୍ନିସନ୍ |
பின் ஒளி,ପଛ ଆଲୋକ
அதிர்ச்சி,ସଂକଟ
"வயது, வயது, வயது, சகாப்தம் (பதிப்பு), நேரத்தை பாதிக்க (ver.), நேரம், காலத்தால் பாதிக்கப்படுவது","ବୟସ, ବୟସ, ବୟସ, ଯୁଗ (ଏଡି।), ସମୟ (ver।), ସମୟ, ସମୟ ଦ୍ୱାରା ପ୍ରଭାବିତ ହେବା |"
நேரம் பாதிக்கப்பட்டது,ସମୟ ପ୍ରଭାବିତ |
"முதுமை, முதுமை","ବାର୍ଦ୍ଧକ୍ୟ, ବାର୍ଦ୍ଧକ୍ୟ"
நேர விளைவு,ସମୟ ପ୍ରଭାବ
நேர விளைவு சோதனை,ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା
புவியீர்ப்பு இல்லாதது,ମାଧ୍ୟାକର୍ଷଣ |
நல்லிணக்கம்,ପୁନ iliation ନିର୍ମାଣ
"வான்வழி ரேடார், வான்வழி ரேடார்","ବାୟୁବାହୀ ରାଡାର, ଏରିଆଲ୍ ରାଡାର୍ |"
"வான் இலக்கு, வான் இலக்கு","ଏରିଲ୍ ଟାର୍ଗେଟ୍, ଏରିଲ୍ ଟାର୍ଗେଟ୍ |"
காற்று சுவாசக் கருவி,ବାୟୁ ଶ୍ ir ାସକ୍ରିୟା
ஏர் கண்டிஷனிங்,ଶୀତତାପ ନିୟନ୍ତ୍ରଣ
காற்று எதிர்ப்பு மின்மாற்றி,ଏୟାରକ୍ରାଫ୍ ଟ୍ରାନ୍ସଫର୍ମର |
விமானம்,ବିମାନ
சீரமைப்பு,ଶ୍ରେଣୀବଦ୍ଧତା |
சீரமைப்பு பிழை,ଶ୍ରେଣୀବଦ୍ଧ ତ୍ରୁଟି |
நேரடி சுற்று,ଲାଇଭ୍ ସର୍କିଟ୍ |
முழு கண்ணாடி குழாய்,ପୂର୍ଣ୍ଣ ଗ୍ଲାସ୍ ଟ୍ୟୁବ୍ |
முழு உலோக குழாய்,ପୁରା ଧାତୁ ଟ୍ୟୁବ୍ |
சரி செய்ய,ଠିକ କରିବା ପାଇଁ
"மிஸ்ரது (பதிப்பு), மிஷ்ரத்வான் (சிஆர்.)","ମିସ୍ରାଟୁ (ଏଡି।), ମିଶ୍ରଭାନ୍ (କ୍ର।)"
மிஷ்ரத்வான்,ମିଶ୍ର
எங்கும் நிறைந்த ஊடகம்,ସର୍ବବ୍ୟାପୀ ମାଧ୍ୟମ |
ஆம்னி ஆண்டெனா,omni ଆଣ୍ଟେନା |
பஞ்சாங்கம்,ଆଲମାନାକ |
ஆல்பா,ଆଲଫା
ஆல்பா-செயல்பாடு,ଆଲଫା-କାର୍ଯ୍ୟକଳାପ |
எண்ணெழுத்து,ବର୍ଣ୍ଣମାଳା
ஆல்பா கதிர்,ଆଲଫା ରଶ୍ମି |
மாற்றம்,ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
"மாற்று, மாற்று","ବିକଳ୍ପ, ବିକଳ୍ପ"
மின்மாற்றி,ବିକଳ୍ପ
உயரமானி,ଉଚ୍ଚତା
உயரமானி,ଉଚ୍ଚତା
அல்டிமெட்ரி,ଉଚ୍ଚତା
"உயரம், உயரம், உயரம், உயரம்","ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |"
எண்கணித ரீசனிங் யூனிட் (ALU),ଗାଣିତିକ ଯୁକ୍ତିଯୁକ୍ତ ୟୁନିଟ୍ (ALU)
அமுத விதி,amaget ନିୟମ |
சூழல்,ପରିବେଶ
அமிக்ரான்,ଆମିକ୍ରନ୍ |
அம்மீட்டர்,ଆମ୍ମିଟର
ஆம்பியர்,ଆମ୍ପେର୍
ஆம்பியர்-சட்டம்,ampere-law
நீர்வீழ்ச்சி அயனி,ଆମ୍ଫିବିଆନ୍ ଆୟନ |
பெருக்கம்,ବୃଦ୍ଧି
பெருக்கி,ଏମ୍ପ୍ଲିଫାୟର୍
"கோணம், பரிமாணம்","କୋଣ, ପରିମାପ"
அ. எம்.யு. (அணு நிறை அலகு),a। M. U. (ପରମାଣୁ ମାସ ଏକକ)
இணக்கமான,ସୁସଙ୍ଗତ
ஒப்புமை,ଅନୁରୂପ
ஆய்வாளர்,ବିଶ୍ଳେଷକ |
பகுப்பாய்வு,ବିଶ୍ଳେଷଣ |
பகுப்பாய்வு,ବିଶ୍ଳେଷଣାତ୍ମକ |
புள்ளி அல்லாத,ଅଣ-ବିନ୍ଦୁ |
முரண்பாடான,ଅସନ୍ତୁଷ୍ଟ |
மற்றும் கதவு,ଏବଂ ଦ୍ୱାର
ஒலி அல்லாத,ଅଣ-ଆକାଶବାଣୀ |
ஒழுங்கற்ற நெகிழ்ச்சி,ଅନୋମାଲ୍ ଇଲାସ୍ଟିସିଟି |
நீரற்ற,ଆନ୍ହାଇଡ୍ରସ୍
கோணம்,କୋଣ
angstrom அலகு,ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |
கோணல்,କୋଣାର୍କ |
நீடிப்பான் வெர்னியர்,ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |
சர்ச்சைக்குரிய,ବିବାଦୀୟ |
மரியாதையற்ற,ସମ୍ମାନଜନକ |
வண்ணமயமான காந்தமாக்கல்,ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |
மந்தமான,ଅଳସୁଆ |
அயனி,ଆୟନ
சமச்சீரற்ற,ଅସୀମିତ |
ஐசோட்ரோபிக்,ଆଇସୋଟ୍ରୋପିକ୍ |
ஐசோட்ரோபிசம்,ଆଇସୋଟ୍ରୋପିଜିମ୍ |
நீக்குதல்,ବିଲୋପ
சதிகாரர்கள்,ଷଡଯନ୍ତ୍ରକାରୀ
நேர்மின்முனை,anode
அனோடைசேஷன்,ଆନାଡାଇଜେସନ୍ |
சீரற்ற,ଅସଙ୍ଗତ
ஒளியியல் அமைப்பு,ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |
ஆண்டெனா,ଆଣ୍ଟେନା |
ஆன்டிபெரியன்,ଆଣ୍ଟିବାୟର୍
பிணைப்பு எதிர்ப்பு சொத்து,ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |
எதிர் பத்திரம்,କାଉଣ୍ଟର ବଣ୍ଡ |
தலைகீழ் சக்தி,ଓଲଟା ଶକ୍ତି |
காந்தவியல்,ଡାଇମାଗ୍ନେଟିକ୍ |
காந்தப் பொருள்,ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |
அழற்சி எதிர்ப்பு,ଆଣ୍ଟି-ଇନଫ୍ଲାମେଟୋରୀ |
ஈர்ப்பு எதிர்ப்பு,ଆଣ୍ଟିଗ୍ରାଭିଟି
ஆன்டிலாம்டா துகள்,ଆଣ୍ଟିଲାମଡା କଣିକା |
அலெப்டன்,ଆଲେଲେପଟନ୍ |
காந்தவியல்,ଡାଇମାଗ୍ନେଟିକ୍ |
எதிர்ப்பொருள்,ଆଣ୍ଟିମାଟର୍ |
எதிர்ப்பு ஏவுகணை,ଆଣ୍ଟି ମିସାଇଲ୍
எதிர்நியூட்ரான்,ଆଣ୍ଟିନାଟ୍ରନ୍ |
துடிக்கும்,ପଲସିଂ
எதிர் அணுக்கரு,ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |
எதிர் துகள்,ଆଣ୍ଟିପାର୍ଟିକଲ୍ |
ஆன்டிபுரோட்டான்,ଆଣ୍ଟିପ୍ରୋଟନ୍ |
எதிர் பிரதிபலிப்பு,ଆଣ୍ଟିରେଫ୍ଲେକ୍ଟିଭ୍ |
சமச்சீரற்ற,ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |
மீண்டும் நிகழாதது,ପୁନରାବୃତ୍ତି ନୁହେଁ |
காலமற்ற தன்மை,ଆନାକ୍ରୋନିଜିମ୍ |
துளையிடப்பட்ட ஸ்கேனிங் வட்டு,ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |
துவாரக்,ଦ୍ୱାରକ
"மேல், மேல், முன்","ଉପର, ଉପର, ଆଗ"
"சூரியன் உயர், அதிக சூரியன்","ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |"
அக்கறையற்ற சரிகை,ଉଦାସୀନ ଲେସ୍ |
பரிதாபமற்றது,ଅଣ-ଦୁ hetic ଖଦାୟକ |
இயலாமை,ଅକ୍ଷମତା |
மிகவும் வண்ணமயமான,ବହୁତ ଆକ୍ରୋମାଟିକ୍ |
"நிலம்-உயர்ந்த, உச்சநிலை","ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |"
"துருவமற்ற, சுற்றளவு","ଅଣପୋଲାର୍, ସର୍କମ୍ପୋଲାର୍ |"
பார்ப்பனியம்,ପାରାପୋଲାରିଟି |
சாதனம்,ଉପକରଣ
"மெய்நிகர், காட்சி","ଭର୍ଚୁଆଲ୍, ଭିଜୁଆଲ୍ |"
தெரியும் சூரியன்,ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |
காட்சி நேரம்,ଭିଜୁଆଲ୍ ସମୟ |
வெளிப்படும் தோற்றம்,ଉଦୀୟମାନ ରୂପ
விண்ணப்பம்,ଆବେଦନ
பொருந்தக்கூடிய தன்மை,ପ୍ରଯୁଜ୍ୟତା |
விண்ணப்பித்தார்,ପ୍ରୟୋଗ ହୋଇଛି |
கவனிக்கத்தக்கது,ପର୍ଯ୍ୟବେକ୍ଷଣଯୋଗ୍ୟ |
அணுகுமுறை,ଉପାୟ
"அருகில், தோராயமாக","ପାଖାପାଖି, ପାଖାପାଖି"
தோராயம்,ଆନୁମାନିକତା
நீராவி அழுத்தம்,ବାଷ୍ପ ଚାପ
தன்னார்வ,ସ୍ବେଚ୍ଛାକୃତ
"வில் உலை, வில் உலை","ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |"
ஆர்க்கிமிடிஸ் சட்டம்,ଆର୍କିମିଡିସ୍ ନିୟମ |
கட்டிடக்கலை ஒலியியல்,ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |
பரிதி விளக்கு,ଆର୍କ ଦୀପ
வில்-ஸ்பெக்ட்ரம்,ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |
"பகுதி, பகுதி","କ୍ଷେତ୍ର, କ୍ଷେତ୍ର"
"பிராந்திய, பிராந்திய","ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ"
"கை, கை, கிளை","ବାହୁ, ବାହୁ, ଶାଖା |"
அமெச்சூர்,ଶ୍ରଦ୍ଧାଳୁ
"வரிசை, வரிசை","ଆରେ, ଆରେ"
பெறுபவர்,ରସିଦ
உச்சரிப்பு தெளிவு,ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |
செயற்கை,ସିନ୍ଥେଟିକ୍ |
செயற்கை மாற்றம்,କୃତ୍ରିମ ସଂକ୍ରମଣ
ஏறுமுகம்,ଆରୋହଣ
ஏற்றம்,ଆରୋହଣ
ஏறும்,ଆରୋହଣ
அகோலி,ଆଗୋଲି
திரட்டுதல்,ଏକୀକରଣ
தொகுப்பு,ର ସେଟ୍
"கூட்டுதல், கூட்டுதல்","ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |"
"அசெம்பிளிங், அசெம்பிள், அசெம்பிள்","ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |"
துல்லியமான மதிப்பீடு,ସଠିକତା ଆକଳନ
குறிப்பிடப்பட்ட (குவாண்டம் எண்களின்) விவரக்குறிப்புகள்,ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
"தொடர்புடைய, துணை, இணைந்த","ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |"
உயிர் ஒலி,ସ୍ ow ର ଶବ୍ଦ
தானியங்கி மல்டிவிபிரேட்டர்,ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |
ஆஸ்தெனிக்,asthenic
"மதுவிலக்கு, astigmatism","ନିବୃତ୍ତତା, astigmatism |"
விண்வெளி பயண மின்னணுவியல்,ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
வானியற்பியல்,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
விண்வெளி,ମହାକାଶଚାରୀ
வானியலாளர்,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ
விண்ணுலகம்,ସ୍ୱର୍ଗୀୟ
வானியல்,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
வானியற்பியல்,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
சமச்சீரற்ற,ଅସୀମିତ |
அறிகுறியற்ற,ଅସ୍ମିପଟୋଟିକ୍ |
மோசமாக்கும்,ବୃଦ୍ଧି
ஒத்திசைவற்ற,ଅସନ୍ତୁଳିତ |
"வளிமண்டலம், வளிமண்டலம்","ପରିବେଶ, ପରିବେଶ"
வளிமண்டலம்,ବାୟୁମଣ୍ଡଳ
காற்று கொந்தளிப்பு,ପବନ ଅଶାନ୍ତି |
அணுக்கரு,ପରମାଣୁ
அணு,ପରମାଣୁ
அணுசக்தி,ପରମାଣୁ
அணுக்கரு நிறை,ଆଣବିକ ମାସ
அணு எண்,ପରମାଣୁ ସଂଖ୍ୟା
"அணு உலை, அணுக் குவியல்","ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |"
அணு,ପରମାଣୁ
துகள்,କଣିକା
துகள்,କଣିକା
"தணிவு, தணிவு",ଆଘାତ
"தணித்தல், தணித்தல்","ଆଘାତ, ଆଘାତ"
வசீகரம்,ଚମତ୍କାର |
ஈர்ப்பு சக்தி,ଆକର୍ଷଣର ଶକ୍ତି |
கேட்கக்கூடிய தன்மை,ଶ୍ରବଣତା |
ஒலி அதிர்வெண் பெருக்கி,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |
கேட்கக்கூடிய,ଶ୍ରବଣଯୋଗ୍ୟ |
ஆடியோ ஜெனரேட்டர்,ଅଡିଓ ଜେନେରେଟର
கேட்கக்கூடிய வரைபடம்,ଶ୍ରବଣତା ଗ୍ରାଫ୍ |
கேட்கும் அறிவியல்,ବିଜ୍ଞାନ ଶୁଣିବା |
ஒலிமானி,ଅଡିଓମିଟର |
கேட்கக்கூடிய அதிர்வெண் ஆஸிலேட்டர்,ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |
ஒலி சமிக்ஞை,ଶବ୍ଦ ସଙ୍କେତ
ஒலி-ஒளி காட்சி,ଅଡିଓ-ଭିଜୁଆଲ୍ |
"ஆடிட்டோரியம், ஆடிட்டோரியம்","ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |"
OZ விளைவு,OZ ପ୍ରଭାବ
பதவி உயர்வு,ପଦୋନ୍ନତି
மேம்படுத்துபவர்,ଉନ୍ନତିକାରୀ
துருவ சுடர்,ପୋଲାର ଅଗ୍ନି
தென் துருவ சுடர்,ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି
வட துருவ சுடர்,ଉତ୍ତର ପୋଲାର ଅଗ୍ନି
தானியங்கி எச்சரிக்கை,ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |
தானாக இணையாக,ଅଟୋ ସମାନ୍ତରାଳ
"தானியங்கி, தானியங்கி, தானியங்கி","ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |"
"ஆட்டோமேஷன், ஆட்டோமேஷன்","ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ"
"உதவியாளர், கூட்டுறவு, கூடுதல்","ସହାୟକ, ସହଯୋଗୀ, ଅତିରିକ୍ତ |"
"அவடவா, அவலாஞ்சி","ଅଭଡାଭା, ଆଭାଲଚେନ୍"
"சராசரி, சராசரி","ଅର୍ଥ, ଅର୍ଥ"
பரிவாரன்,parivaran
அச்சு,ଅକ୍ଷୀୟ |
அச்சு,ଅକ୍ଷ
அஜிமுத்,ଆଜିମ୍ୟୁଥ୍
அஜிமுத்,ଆଜିମ୍ୟୁଥ୍
மீண்டும்,ପଛକୁ
"பின்னணி, பின்னணி","ପୃଷ୍ଠଭୂମି, ପୃଷ୍ଠଭୂମି"
"பின்தங்கிய, பின்தங்கிய","ପଛକୁ, ପଛକୁ"
திருப்புமுனை,ବୁଲି ପଡ
பின் மின்னழுத்த துடிப்பு,ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ପଲ୍ସର୍ |
பிந்தைய உறவு,ସମ୍ପର୍କ ପରବର୍ତ୍ତୀ
கொடுக்கப்படுவதுடன்,ପରିଶୋଧ
எதிர்ப்பு மின்னழுத்தம்,ଆଣ୍ଟି ଭୋଲଟେଜ୍ |
பின்புற சிதறல்,ପରବର୍ତ୍ତୀ ବିଛାଇବା |
இடைநிலை அலை,ଆନ୍ତର୍ଜାତୀୟ ତରଙ୍ଗ |
இன்சுலேட்டர்,ଇନସୁଲେଟର
பாராசூட் ஜம்ப்,ପାରାଚ୍ୟୁଟ୍ ଜମ୍ପ୍ |
வெப்பமூட்டும்,ଗରମ
"சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை","ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
சமநிலைப்படுத்துபவர்,ବାଲାନ୍ସର୍
சமநிலை,ସନ୍ତୁଳନ
உருண்டை,ଗ୍ଲୋବୁଲ୍
"பாலிஸ்டிக், பாலிஸ்டிக்","ବାଲିଷ୍ଟିକ୍, ବାଲିଷ୍ଟିକ୍ |"
"ப்ராஜெக்ஷன் கால்வனோமீட்டர், ப்ராஜெக்ஷன் கால்வனோமீட்டர்","ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର, ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର |"
ஏவுகணை,କ୍ଷେପଣାସ୍ତ୍ର
"பந்துவீச்சு, ஆயுதம்","ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |"
கணிப்பு,ପ୍ରୋଜେକସନ
இலவச பாதை,ମାଗଣା ପଥ
"பலூன், பலூன்","ବେଲୁନ୍, ବେଲୁନ୍ |"
பால்மர் இடைநிறுத்தம்,ବାଲ୍ମର୍ ବିଚ୍ଛିନ୍ନତା |
"இசைக்குழு, இசைக்குழு, இசைக்குழு","ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ |"
குண்டு வெடிப்பு,ବିସ୍ଫୋରଣ
"வரிசை, கற்றை, கரை, கரை, கடற்கரை","ଆରେ, ବିମ୍, କୂଳ, ବ୍ୟାଙ୍କ, ଉପକୂଳ |"
"நெடுவரிசை, பட்டை, கோப், தொகுதி, பட்டை, கம்பி, பட்டை, 8. சுவர், 9. கோடு, 10. விளிம்பு, 1 தொகுதி, 1, பட்டை, 1, கோடு, 1, சோதனைக் கோடு","ସ୍ତମ୍ଭ, ବାର୍, କୋବ୍, ବ୍ଲକ୍, ବାର୍, ବାଡ଼ି, ବାର୍, 8. କାନ୍ଥ, 9. ରେଖା, 10. ଧାର, 1 ବ୍ଲକ, 1, ବାର୍, 1, ରେଖା, 1, ପରୀକ୍ଷା ରେଖା |"
பார்டீன் கொள்கை,ବାର୍ଡେନ୍ ନୀତି |
barkhausen விளைவு,ବାର୍କହାଉନ୍ ପ୍ରଭାବ |
பார்லோ சுழற்சி,ବାର୍ଲୋ ଚକ୍ର |
பட்டை காந்தம்,ବାର୍ ଚୁମ୍ବକ
கொட்டகை,ଭଣ୍ଡାର
காற்று அழுத்த வரைபடம்,ବାୟୁ ଚାପ ଗ୍ରାଫ୍ |
"barograph, barograph","ବାରୋଗ୍ରାଫ୍, ବାରୋଗ୍ରାଫ୍ |"
காற்றழுத்தமானி,ବାରୋମିଟର |
வளிமண்டல அழுத்தம்,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
"அண்டம், காற்றழுத்தம்","ବ୍ରହ୍ମାଣ୍ଡ, ବାରୋମୋସଫର |"
ஊசல்,ପେଣ୍ଡୁଲମ୍ |
