Punjabi,Tamil
ਐਨਾਲਾਗ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਚੈਨਲ,அனலாக் ரேடியோ அதிர்வெண் சேனல்
ਐਨਾਲਾਗ ਪ੍ਰਤੀਨਿਧਤਾ,அனலாக் பிரதிநிதித்துவம்
ਐਨਾਲਾਗ ਸਿਗਨਲ,அனலாக் சிக்னல்
ਐਨਾਲਾਗ ਡਿਜੀਟਲ,டிஜிட்டலுக்கு அனலாக்
ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ,டிஜிட்டல் மாற்றிக்கு அனலாக்
ਐਨਾਲਾਗ ਵੀਡੀਓ,அனலாக் வீடியோ
ਸਮਾਨ,ஒப்பீட்டு
ਸਮਾਨਤਾ,ஒப்புமை
ਵਿਸ਼ਲੇਸ਼ਣ,பகுப்பாய்வு
ਡਾਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,தரவின் பகுப்பாய்வு
ਵਿਸ਼ਲੇਸ਼ਣ ਘਣਤਾ,பகுப்பாய்வு அடர்த்தி
ਵਿਸ਼ਲੇਸ਼ਣ,பகுப்பாய்வு செய்யுங்கள்
ਵਿਸ਼ਲੇਸ਼ਕ,பகுப்பாய்வி
Ancilliay ਉਪਕਰਣ,துணை உபகரணங்கள்
ਅਤੇ ਗੇਟ,மற்றும் வாயில்
ਕੋਲੀਮੈਂਟ ਦਾ ਕੋਣ,மோதலின் கோணம்
ਧਰੁਵੀਕਰਨ ਦਾ ਕੋਣ,துருவமுனைப்பு கோணம்
ਘੁੰਮਣ ਦਾ ਕੋਣ,சுழற்சியின் கோணம்
ਐਂਗਟਰੋਮ (å),ஆங்ஸ்ட்ரோம் (Å)
ਕੋਣੀ,கோண
ਕੋਣੀ ਪ੍ਰਵੇਗ,கோண முடுக்கம்
ਕੋਣੀ ਕੋ-ਆਰਡੀਨੇਟ,கோண ஒருங்கிணைப்புகள்
ਐਂਗਲੇਨਰ ਫੁਲੈਕਸ਼ਨ,கோண அழிவு
ਐਂਗੂਲਰ ਫੈਲਾਅ,கோண சிதறல்
ਕੋਣੀ ਵਿਸਥਾਪਨ,கோண இடப்பெயர்ச்சி
ਐਂਗਲੇਰ ਐਰਰ,கோண பிழை
ਕੋਣੀ ਦੀ ਬਾਰੰਬਾਰਤਾ,கோண அதிர்வெண்
ਕੋਣੀ ਗਤੀ,கோண உந்தம்
ਕੋਣੀ ਮੋਸ਼ਨ,கோண இயக்கம்
ਐਂਗਲੇਰ ਵੇਗ,கோண வேகம்
ਐਨੀਮੇਸ਼ਨ,இயங்குபடம்
ਐਨੋਡ,நேர்மறை
ਐਨੋਡ ਬੈਟਰੀ,நேர்மறை பேட்டரி
ਐਨੋਡ ਗੁਣ,நேர்மறை பண்பு
ਅਨੋਡ ਸਰਕਟ,நேர்மறை சுற்று
ਐਨੋਡ ਡਿਸਪੈਂਪੇਸ਼ਨ,அனோட் சிதறல்
ਐਨੋਡ ਕੁਸ਼ਲਤਾ,அனோட் செயல்திறன்
ਐਨੋਡ ਇਨਪੁਟ ਪਾਵਰ,அனோட் உள்ளீட்டு சக்தி
ਐਡੀਡ ਦੀ ਵਰਤੋਂ,அனோட் மாடுலேஷன்
ਐਂਟੀਨਾ,ஆண்டெனா
ਐਂਟੀਨਾ ਬੀਅਵਿਡਥ,ஆண்டெனா பீம் அகலம்
ਐਂਟੀਨਾ ਬੂਸਟਰ,ஆண்டெனா பூஸ்டர்
ਐਂਟੀਨਾ ਬਦਲਾਓ ਸਵਿੱਚ,ஆண்டெனா மாற்ற சுவிட்ச்
ਐਂਟੀਨਾ ਕੋਇਲ,ஆண்டெனா சுருள்
ਐਟੀਨਨਾ ਕੌਂਫਿਗਰੇਸ਼ਨ,ஆண்டெனா உள்ளமைவு
ਐਂਟੀਨਾ ਕਪਲਰ,ஆண்டெனா கப்ளர்
ਐਂਟੀਨਾ ਕਰਾਸ ਪੋਲਰ ਪੈਟਰਨ,ஆண்டெனா குறுக்கு துருவ முறை
ਐਂਟੀਨਾ ਮੌਜੂਦਾ,ஆண்டெனா நடப்பு
ਐਂਟੀਨਾ ਡਾਇਰੈਕਟਰਵਿਟੀ ਲਾਭ,ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்
ਐਂਟੀਨਾ ਡੁਪਲੈਕਸਰ,ஆண்டெனா டூப்ளெக்சர்
ਐਂਟੀਨਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੇਤਰ,ஆண்டெனா பயனுள்ள பகுதி
ਐਂਟੀਨਾ ਕੁਸ਼ਲਤਾ,ஆண்டெனா செயல்திறன்
ਐਂਟੀਨਾ ਫੀਡ,ஆண்டெனா ஊட்டம்
ਐਂਟੀਨਾ ਪੈਰ ਪ੍ਰਿੰਟ,ஆண்டெனா கால் அச்சு
ਐਂਟੀਨਾ ਲਾਭ,ஆண்டெனா ஆதாயம்
ਐਂਟੀਨਾ ਉਚਾਈ,ஆண்டெனா உயரம்
ਐਂਟੀਨਾ ਪ੍ਰੇਸ਼ਾਨ,ஆண்டெனா மின்மறுப்பு
ਐਂਟੀਨਾ ਇੰਡਸੀਕਟੈਂਸ,ஆண்டெனா தூண்டல்
ਐਂਟੀਨਾ ਪੈਟਰਨ,ஆண்டெனா முறை
ਐਂਟੀਨਾ ਪਲੇਕਸਰ,ஆண்டெனா பிளெக்ஸர்
ਐਂਟੀਨਾ ਧਰੁਵੀਕਰਨ,ஆண்டெனா துருவமுனைப்பு
ਐਂਟੀਨਾ ਪਾਵਰ,ஆண்டெனா சக்தி
ਐਂਟੀਨਾ ਪਾਵਰ ਲਾਭ,ஆண்டெனா சக்தி ஆதாயம்
ਐਂਟੀਨਾ ਰੇਡੀਏਸ਼ਨ ਟਾਕਰਾ,ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு
ਐਂਟੀਨਾ ਪ੍ਰਤੀਕ੍ਰਿਆ,ஆண்டெனா எதிர்வினை
ਐਂਟੀਨਾ ਰਿਫਲੈਕਟਰ,ஆண்டெனா பிரதிபலிப்பாளர்
ਐਂਟੀਨਾ ਟਾਕਰੇ,ஆண்டெனா எதிர்ப்பு
ਐਂਟੀਨਾ ਗੂੰਜਕ ਬਾਰੰਬਾਰਤਾ,ஆண்டெனா அதிர்வு அதிர்வெண்
ਐਂਟੀਨਾ ਸਪੇਸਿੰਗ,ஆண்டெனா இடைவெளி
ਐਂਟੀਨਾ ਸਵਿਚਿੰਗ ਰੂਮ,ஆண்டெனா மாறுதல் அறை
ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਕੋਇਲ,ஆண்டெனா டியூனிங் சுருள்
ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਹੱਟ,ஆண்டெனா ட்யூனிங் ஹட்
ਅਪਰਚਰ,துவாரம்
ਅਪੋਜੀ,Apogee
ਅਪੋਜੀ ਰਾਕੇਟ,அபோஜி ராக்கெட்
ਉਪਕਰਣ,கருவி
ਸਪੱਸ਼ਟ,தோன்றும்
ਐਪਲਿਟ,Applet
ਐਪਲੀਕੇਸ਼ਨ,விண்ணப்பம்
ਲਗਭਗ,தோராயமான
Aquive ਹੱਲ,நீர்வாழ் தீர்வு
ਆਰਕ,வில்
ਆਰਕੀਟੈਕਚਰ,கட்டிடக்கலை
ਧੁਨੀ ਰਿਕਾਰਡਿੰਗ ਦਾ ਆਰਕਵਲ ਟ੍ਰਾਂਸਫਰ,ஒலி பதிவின் காப்பக பரிமாற்றம்
ਪੁਰਾਲੇਖ,காப்பகங்கள்
ਹਿਸਾਬ ਕੋਡਿੰਗ,எண்கணித குறியீட்டு முறை
ਆਰਮਚਰ,ஆர்மேச்சர்
ਆਰਮਟਿ ure ਟਰ ਹਵਾ,ஆர்மேச்சர் முறுக்கு
ਐਰੇ,வரிசை
ਅਰੈਸਟਰ,கைது செய்பவர்
ਬਿਆਨ,வெளிப்பாடு
ਆਰਟੀਫੈਕਟ (= ਆਰਟਫੈਕਟ),கலைப்பொருள் (= கலைப்பொருள்)
ਚੜ੍ਹਨਾ,ஏறுதல்
ਆਕਾਰ ਅਨੁਪਾਤ,விகிதம்
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ,அசெம்பிளர்
ਜ਼ੋਰ,கூற்று
ਅਸਾਈਨਮੈਂਟ,ஒதுக்கீடு
ਅਸਾਈਨਮੈਂਟ ਚੈਨਲ,ஒதுக்கீட்டு சேனல்
ਅਸਮੈਟ੍ਰਿਕਲ,சமச்சீரற்ற
ਅਸਿੰਕਰੋਨਸ,ஒத்திசைவற்ற
ਵਾਤਾਵਰਣ,வளிமண்டலம்
ਵਾਯੂਮੰਡਲ ਦਾ ਨੁਕਸਾਨ,வளிமண்டல இழப்பு
ਵਾਯੂਮੰਡਲ ਸ਼ੋਰ,வளிமண்டல சத்தம்
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,வளிமண்டல அழுத்தம்
ਵਾਯੂਮੰਡਲ ਪ੍ਰਸਾਰ,வளிமண்டல பரவல்
ਵਾਯੂਮੰਡਲ ਰੇਡੀਓ-ਵੇਵ,வளிமண்டல வானொலி-அலை
ਵਾਯੂਮੰਡਲ,வளிமண்டலங்கள்
ਐਟਮ,அணு
ਪ੍ਰਮਾਣੂ ਬਣਤਰ,அணு அமைப்பு
ਲਗਾਵ,இணைப்பு
ਪਟੀਸ਼ਨ,விழிப்புணர்வு
ਅਟੁੱਟ ਨੁਕਸਾਨ,விழிப்புணர்வு இழப்பு
ਅਵਾਜ਼ ਦੀਆਂ ਲਹਿਰਾਂ ਦਾ ਧਿਆਨ,ஒலி அலைகளின் விழிப்புணர்வு
Attetuator,அட்டென்யூட்டர்
ਐਟੀਟਨਿਟਰ-ਪੈਡ,அட்டென்யூட்டர்-பேட்
ਆਡੀਬਿਲਟੀ ਥ੍ਰੈਸ਼ੋਲਡ,கேட்கக்கூடிய வாசல்
ਸੁਣਨਯੋਗ,கேட்கக்கூடியது
ਆਡੀਅਲ ਬਾਰੰਬਾਰਤਾ,கேட்கக்கூடிய அதிர்வெண்
ਸੁਣਨਯੋਗ ਧੁਨ,கேட்கக்கூடிய தொனி
ਸੁਣਨਯੋਗ-ਸਪੈਕਟ੍ਰਮ,கேட்கக்கூடிய-ஸ்பெக்ட்ரம்
ਹਾਜ਼ਰੀਨ,பார்வையாளர்கள்
ਆਡੀਓ,ஆடியோ
ਆਡੀਓ ਅਮਲੀਫਾਇਰ,ஆடியோ பெருக்கி
ਆਡੀਓ ਵਿਸ਼ਲੇਸ਼ਕ,ஆடியோ பகுப்பாய்வி
ਆਡੀਓ ਪ੍ਰਸਾਰਣ,ஆடியோ ஒளிபரப்பு
ਆਡੀਓ ਕੇਬਲ,ஆடியோ கேபிள்
ਆਡੀਓ ਚੇਨ,ஆடியோ சங்கிலி
ਆਡੀਓ ਕੋਡਕ,ஆடியோ கோடெக்
ਆਡੀਓ ਕੰਪ੍ਰੈਸਨ,ஆடியோ சுருக்கம்
ਆਡੀਓ ਕੰਪ੍ਰੈਸਰ,ஆடியோ அமுக்கி
ਆਡੀਓ ਕੰਸੋਲ,ஆடியோ கன்சோல்
ਆਡੀਓ ਵਿਗਾੜ,ஆடியோ விலகல்
ਆਡੀਓ ਡਾਇਨਾਮਿਕ ਰੇਂਜ,ஆடியோ டைனமிக் வரம்பு
ਆਡੀਓ ਫਾਈਲ ਫਾਰਮੈਟ,ஆடியோ கோப்பு வடிவம்
ਆਡੀਓ ਫਰੇਮ ਫਾਰਮੈਟ,ஆடியோ பிரேம் வடிவம்
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ,ஆடியோ அதிர்வெண் பெருக்கி
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਰਨੇਟਰ,ஆடியோ அதிர்வெண் ஜெனரேட்டர்
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਦੀ ਸੀਮਾ,ஆடியோ அதிர்வெண் வரம்பு
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ,ஆடியோ அதிர்வெண் பதில்
ਆਡੀਓ ਸੀਮਾ,ஆடியோ லிமிட்டர்
ਆਡੀਓ ਲਾਈਨ,ஆடியோ வரி
ਆਡੀਓ ਮਿਕਸਰ,ஆடியோ மிக்சர்
ਆਡੀਓ ਸੰਚਾਲਨ,ஆடியோ பண்பேற்றம்
ਆਡੀਓ c ਸਿਲੇਟਰ,ஆடியோ ஆஸிலேட்டர்
ਆਡੀਓ ਆਉਟਪੁੱਟ,ஆடியோ வெளியீடு
ਆਡੀਓ ਪਾਵਰ,ஆடியோ சக்தி
ਆਡੀਓ ਕੁਆਲਟੀ,ஆடியோ தரம்
ਆਡੀਓ ਸਿਗਨਲ,ஆடியோ சிக்னல்
ਆਡੀਓ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ,ஆடியோ சிக்னல் செயலாக்கம்
ਆਡੀਓ ਸਪੈਕਟ੍ਰਮ,ஆடியோ ஸ்பெக்ட்ரம்
ਆਡੀਓ ਸਟੋਰੇਜ,ஆடியோ சேமிப்பு
ਆਡੀਓ ਸਬ-ਕੈਰੀਅਰ,ஆடியோ துணை கேரியர்
ਆਡੀਓ ਟਰਾਂਸਫਾਰਮਰ,ஆடியோ மின்மாற்றி
ਆਡੀਓ ਟ੍ਰਾਂਸਮੀਟਰ,ஆடியோ டிரான்ஸ்மிட்டர்
ਆਡੀਓ / ਵੀਡੀਓ ਸੰਕੁਚਨ,ஆடியோ/வீடியோ சுருக்க
ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ,ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்
ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ,ஆடியோ-அதிர்வெண் சமிக்ஞை
ਆਡੀਓਮੈਟਰੀ,ஆடியோமெட்ரி
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਸਹਾਇਤਾ,ஆடியோ காட்சி உதவி
ਆਡੀਟਰੀ ਧਾਰਨਾ,செவிவழி கருத்து
ਪ੍ਰਮਾਣਿਕਤਾ,அங்கீகார
ਅਧਿਕਾਰਤ ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ,அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்
ਆਟੋ ਕੈਡ,ஆட்டோ கேட்
ਆਟੋ ਨਿਦਾਨ,ஆட்டோ கண்டறிதல்
ਆਟੋਮੈਟਿਕ,தானியங்கி
ਆਟੋਮੈਟਿਕ ਕੰਟਰੋਲ,தானியங்கி கட்டுப்பாடு
ਆਟੋਮੈਟਿਕ ਖੋਜ,தானியங்கி கண்டறிதல்
ਆਟੋਮੈਟਿਕ ਉਪਕਰਣ,தானியங்கி உபகரணங்கள்
ਆਟੋਮੈਟਿਕ ਬਾਰੰਬਾਰਤਾ ਨਿਯੰਤਰਣ,தானியங்கி அதிர்வெண் கட்டுப்பாடு
ਆਟੋਮੈਟਿਕ ਸੀਮਾ,தானியங்கி வரம்பு
ਆਟੋਮੈਟਿਕ ਮਸ਼ੀਨ,தானியங்கி இயந்திரம்
ਆਟੋਮੈਟਿਕ ਫਾਸੇ ਕੰਟਰੋਲ,தானியங்கி கட்டக் கட்டுப்பாடு
ਆਟੋਮੈਟਿਕ ਤਸਵੀਰ ਸੰਚਾਰ,தானியங்கி பட பரிமாற்றம்
ਆਟੋਮੈਟਿਕ ਪਲੇਅਬੈਕ,தானியங்கி பிளேபேக்
