Marathi,Gujarati
अॅनालॉग ते डिजिटल कनव्हर्टर (ADC),એનાલોગ થી ડિજિટલ કન્વર્ટર (ADC)
आणि,અને
आणि सर्किट,અને સર્કિટ
आणि गेट,અને દરવાજો
आणि ऑपरेशन नाही (अपवर्जन),અને ઓપરેશન નહીં (બાકાત)
अॅनिमेशन,એનિમેશન
भाष्य,ટીકા
विसंगती,વિસંગતતા
पूर्ववर्ती,પૂર્વવર્તી
आगाऊ पेजिंग,આગોતરી પેજીંગ
विरोधी सममित,વિરોધી સપ્રમાણ
अँटीव्हायरस प्रोग्राम,એન્ટિવાયરસ પ્રોગ્રામ
ऍपलेट,એપ્લેટ
अनुप्रयोग विकासक,એપ્લિકેશન ડેવલપર
अनुप्रयोग प्रोग्रामिंग,એપ્લિકેશન પ્રોગ્રામિંગ
ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API),એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)
अनुप्रयोग सॉफ्टवेअर,એપ્લિકેશન સોફ્ટવેર
उपयोजक भाषा,લાગુ પડતી ભાષા
अंदाजे सिद्धांत,અંદાજ સિદ્ધાંત
आर्किटेक्चर,સ્થાપત્ય
क्षेत्र हस्तांतरण,વિસ્તાર ટ્રાન્સફર
युक्तिवाद,દલીલ
अंकगणित आणि तर्कशास्त्र एकक,અંકિત અને તર્ક એકમ
अंकगणित तपासणी,અંકિત તપાસ
अंकगणित स्थिरांक,અંકિત સ્થિરાંક
अंकगणित डेटा,અંકિત માહિતી
अंकगणित सूचना,અંકગણિત સૂચના
अंकगणित आणि तर्कशास्त्र एकक (ALU),અંકગણિત અને તર્ક એકમ (ALU)
अर्पानेट,અર્પાનેટ
रचना,એરે
अॅरे कॅशे,એરે કેશ
अॅरे संगणक,એરે કમ્પ્યુટર
अॅरे घटक,એરે તત્વ
अॅरे नाव,એરે નામ
अॅरे प्रोसेसर,એરે પ્રોસેસર
बाण दर्शक बटणे,તીર કીઓ
उच्चार,ઉચ્ચારણ
उच्चार बिंदू,ઉચ્ચારણ બિંદુ
कृत्रिम कॉम्पॅक्शन,કૃત્રિમ કોમ્પેક્શન
कृत्रिम नियंत्रण,કૃત્રિમ નિયંત્રણ
कृत्रिम बुद्धिमत्ता,કૃત્રિમ બુદ્ધિ
चढणारा,ચડતા
चढत्या क्रमवारी,ચડતા સૉર્ટ
ASCII बेटिकल ऑर्डर,ASCII બેટીકલ ઓર્ડર
ASCII नियंत्रण वर्ण,ASCII નિયંત્રણ પાત્ર
ASCII फाइल,ASCII ફાઇલ
ASCII फॉन्ट,ASCII ફોન્ટ
ASCII हस्तांतरण,ASCII ટ્રાન્સફર
प्रसर गुणोत्तर,પાસા ગુણોત્તર
एएसपीआय,ASPI
ASR टाइमर,ASR ટાઈમર
एकत्र करणे,ભેગા
असेंबलर,એસેમ્બલર
विधानसभा,એસેમ્બલી
विधानसभा भाषा,એસેમ્બલી ભાષા
प्रतिपादन,નિવેદન
असाइनमेंट,સોંપણી
संघटना,સંગઠન
सहयोगी पत्ता,સહયોગી સરનામું
सहयोगी स्मृती,સહયોગી મેમરી
asteric,એસ્ટરીક
असममित,અસમપ્રમાણ
असिंक्रोनस,અસુમેળ
असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL),અસુમેળ ડિજિટલ સબસ્ક્રાઇબર લાઇન (ADSL)
असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM),અસુમેળ સમય વિભાગ મલ્ટિપ્લેક્સીંગ (ATDM)
असिंक्रोनस हस्तांतरण,અસુમેળ ટ્રાન્સફર
एसिंक्रोनस ट्रान्सफर मोड (एटीएम),અસુમેળ ટ્રાન્સફર મોડ (ATM)
अणू,અણુ
संलग्न दस्तऐवज,જોડાયેલ દસ્તાવેજ
संलग्न फाइल,જોડેલી ફાઈલ
संलग्नक,જોડાણ
विशेषता,લક્ષણ
ऑडिओ,ઓડિયો
ऑडिट प्रोग्रामिंग,ઓડિટ પ્રોગ્રામિંગ
तपासणीचे सूत्र,વિષ્લેષણ
वाढ,વૃદ્ધિ
प्रमाणीकरण प्रोटोकॉल,પ્રમાણીકરણ પ્રોટોકોલ
ऑथरिंग सिस्टम,ઓથરિંગ સિસ્ટમ
अधिकृतता,અધિકૃતતા
स्वयं गोषवारा,સ્વતઃ અમૂર્ત
ऑटोबूटिंग,ઓટોબૂટિંગ
ऑटोकॅड,ઓટોકેડ
ऑटोलॉग चालू,ઓટોલોગ ચાલુ
स्वयंचलित,ઓટોમેટા
ऑटोमेटा सिद्धांत,ઓટોમેટા સિદ્ધાંત
स्वयंचलित संगणन,આપોઆપ કમ્પ્યુટિંગ
स्वयंचलित डेटा प्रक्रिया,સ્વચાલિત ડેટા પ્રોસેસિંગ
स्वयंचलित त्रुटी सुधारणा,આપોઆપ ભૂલ સુધારણા
स्वयंचलित कार्य,સ્વચાલિત કાર્ય
स्वयंचलित अनुक्रमणिका,આપોઆપ અનુક્રમણિકા
स्वयंचलित लायब्ररी कॉल,સ્વચાલિત પુસ્તકાલય કૉલ
स्वयंचलित प्रोग्रामिंग,આપોઆપ પ્રોગ્રામિંગ
स्वयंचलित पुनर्प्राप्ती कार्यक्रम,સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ
स्वयंचलित दिनचर्या,આપોઆપ નિયમિત
स्वयंचलित प्रणाली पुनर्प्राप्ती,આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ
स्वयंचलित टेलर मशीन (एटीएम),ઓટોમેટિક ટેલર મશીન (ATM)
ऑटोमेशन,ઓટોમેશન
ऑटो प्ले,ઑટોપ્લે
स्वयं जतन करा,સ્વતઃ સાચવો
सहाय्यक,સહાયક
सहाय्यक मेमरी,સહાયક મેમરી
सहायक स्टोरेज,સહાયક સંગ્રહ
उपलब्ध यादी,ઉપલબ્ધ યાદી
उपलब्ध वेळ,ઉપલબ્ધ સમય
सरासरी,સરેરાશ
awk (भाषा),awk (ભાષા)
बॅकएंड,બેકએન્ડ
बॅकएंड प्रोसेसर,બેકએન્ડ પ્રોસેસર
बॅकफेस काढणे,બેકફેસ દૂર કરવું
पार्श्वभूमी प्रक्रिया,પૃષ્ઠભૂમિ પ્રક્રિયા
बॅकिंग स्टोअर,બેકિંગ સ્ટોર
बॅकपॅचिंग,બેકપેચિંગ
बॅकस्पेस,બેકસ્પેસ
बॅकट्रॅकिंग,બેકટ્રેકિંગ
बॅकअप,બેકઅપ
बॅकअप मेमरी,બેકઅપ મેમરી
मागास त्रुटी पुनर्प्राप्ती,પછાત ભૂલ પુનઃપ્રાપ્તિ
ताळेबंद,સરવૈયા
बँड,બેન્ડ
बँड रुंदी,બેન્ડ પહોળાઈ
बँकरचा अल्गोरिदम,બેંકરનું અલ્ગોરિધમ
बार कोड,બાર કોડ
बार कोड स्कॅनर,બાર કોડ સ્કેનર
बार आलेख,બાર ગ્રાફ
मूळ पत्ता,આધાર સરનામું
बेस बँड,આધાર બેન્ડ
आधार क्रमांक,આધાર નંબર
बेस टेबल,આધાર ટેબલ
बेसिक,પાયાની
मूलभूत नियंत्रण,મૂળભૂત નિયંત્રણ
मूलभूत इनपुट,મૂળભૂત ઇનપુટ
मूलभूत सूचना,મૂળભૂત સૂચના
मूलभूत आउटपुट,મૂળભૂત આઉટપુટ
मूलभूत पायरी,મૂળભૂત પગલું
तुकडी,બેચ
बॅच फाइल,બેચ ફાઇલ
बॅच स्थिती,બેચ સ્થિતિ
बॅच प्रक्रिया,બેચ પ્રક્રિયા
बॅच सिस्टम,બેચ સિસ્ટમ
बॉड,બાઉડ
बॉड दर,બાઉડ દર
तुळई,બીમ
बेंचमार्क,બેન્ચમાર્ક
द्विदिश संप्रेषण,દ્વિદિશ સંચાર
द्विदिश दुवा,દ્વિદિશ લિંક
बायनरी कोड,દ્વિસંગી કોડ
बायनरी अंक,દ્વિસંગી અંક
बायनरी इनपुट आउटपुट सिस्टम (BIOS),બાઈનરી ઇનપુટ આઉટપુટ સિસ્ટમ (BIOS)
बायनरी संख्या,દ્વિસંગી સંખ્યા
बायनरी ऑपरेटर,બાઈનરી ઓપરેટર
बायनरी संबंध,દ્વિસંગી સંબંધ
बायनरी शोध,દ્વિસંગી શોધ
बायनरी सर्च ट्री (BST),દ્વિસંગી શોધ વૃક્ષ (BST)
बायनरी हस्तांतरण,બાઈનરી ટ્રાન્સફર
बायनरी झाड,દ્વિસંગી વૃક્ષ
द्विध्रुवीय मेमरी,બાયપોલર મેમરી
जन्म मृत्यू मॉडेल,જન્મ મૃત્યુ મોડેલ
जन्म मृत्यू प्रक्रिया,જન્મ મૃત્યુ પ્રક્રિયા
बिट,બીટ
थोडा दोष,થોડી ખામી
बिट नकाशा,બીટ નકશો
बिट मॅप पिक्सेल (BMP),બીટ મેપ પિક્સેલ (BMP)
बिट मॅट्रिक्स,બીટ મેટ્રિક્સ
बिट नमुना,બીટ પેટર્ન
बिट स्थिती,બીટ સ્થિતિ
बिट दर,બીટ દર
ब्लॅक बॉक्स चाचणी,બ્લેક બોક્સ પરીક્ષણ
लुकलुकणे,ઝબકવું
ब्लॉक,બ્લોક
ब्लॉक कॅशे,બ્લોક કેશ
ब्लॉक चेक,બ્લોક ચેક
ब्लॉक कॉपी,બ્લોક નકલ
ब्लॉक आकृती,રેખાક્રુતિ
ब्लॉकिंग नेटवर्क,બ્લોકીંગ નેટવર્ક
बोर्ड,પાટીયું
पुस्तक चिन्ह,પુસ્તક ચિહ્ન
बुलियन बीजगणित,બુલિયન બીજગણિત
बुलियन संबंध,બુલિયન સંબંધ
बूट विभाजन,બુટ પાર્ટીશન
बूट strapping,બુટ strapping
बूट-स्ट्रॅप लोडर,બુટ-સ્ટ્રેપ લોડર
पूल,પુલ
ब्रॉडबँड नेटवर्किंग,બ્રોડબેન્ડ નેટવર્કિંગ
प्रसारण,પ્રસારણ
रेडिओ प्रसारित करा,પ્રસારણ રેડિયો
ब्राउझ करा,બ્રાઉઝ કરો
ब्राउझर,બ્રાઉઝર
बी-वृक्ष,બી-ટ્રી
बबल मेमरी,બબલ મેમરી
बबल क्रमवारी,બબલ સૉર્ટ
बादली,ડોલ
मित्र प्रणाली,મિત્ર સિસ્ટમ
बजेट प्रभावी नियंत्रण,બજેટ અસરકારક નિયંત્રણ
बफर,બફર
किडा,ભૂલ
बस,બસ
बाइट,બાઈટ
बाइट कोड,બાઈટ કોડ
c,c
C++,C++
कॅशे,કેશ
कॅशे बफर,કેશ બફર
कॅशे मेमरी,કેશ મેમરી
गणना,ગણતરી
कॅल्क्युलेटर,કેલ્ક્યુલેટર
कॅल्क्युलेटर चिप,કેલ્ક્યુલેટર ચિપ
कॉल,કૉલ
नावाने कॉल करा,નામથી બોલાવો
संदर्भानुसार कॉल करा,સંદર્ભ દ્વારા કૉલ કરો
मूल्यानुसार कॉल करा,મૂલ્ય દ્વારા કૉલ કરો
व्हेरिएबल्सद्वारे कॉल करा,ચલ દ્વારા કૉલ કરો
कॉल गेट,કૉલ ગેટ
रद्द करा,રદ કરો
रद्द करा बटण,રદ કરો બટન
प्रामाणिक,પ્રમાણભૂત
प्रामाणिक स्वरूप,પ્રમાણભૂત સ્વરૂપ
क्षमता,ક્ષમતા
क्षमता यादी,ક્ષમતા યાદી
क्षमता,ક્ષમતા
कॅप्स लॉक की,કેપ્સ લોક કી
कार्ड,કાર્ડ
कार्ड रीडर,કાર્ડ રીડર
मुख्यत्वे,મુખ્યત્વ
वाहक,વાહક
वाहक बँड,વાહક બેન્ડ
वाहक लोड,વાહક લોડ
वाहक सिग्नल,વાહક સંકેત
वाहक लहर,વાહક તરંગ
वाहून नेणे,વહન
कॅरी अंक,વહન અંક
ध्वज घेऊन जा,ધ્વજ વહન કરો
काडतूस डिस्क,કારતૂસ ડિસ્ક
कॅस्केड,કાસ્કેડ
केस,કેસ
कॅथोड रे ट्यूब (सीआरटी),કેથોડ રે ટ્યુબ (CRT)
कॅथोड रे ट्यूब (सीआरटी),કેથોડ રે ટ્યુબ (CRT)
CD ROM डिस्क ड्राइव्ह,CD ROM ડિસ્ક ડ્રાઇવ
सेल,કોષ
सेल अॅनिमेशन,સેલ એનિમેશન
भ्रमणध्वनी,સેલ્યુલર ફોન
केंद्रीय स्मृती,કેન્દ્રીય મેમરી
सेंट्रल प्रोसेसिंग युनिट (CPU),સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU)
केंद्रीकृत प्रणाली,કેન્દ્રિય સિસ્ટમ
प्रमाणित टेप,પ્રમાણિત ટેપ
साखळी,સાંકળ
साखळी डेटा,સાંકળ ડેટા
साखळी दुवा,સાંકળ કડી
चेनिंग,સાંકળ
चॅनल,ચેનલ
चॅनेल व्यस्त टोन,ચેનલ વ્યસ્ત સ્વર
चॅनेल क्षमता,ચેનલ ક્ષમતા
चॅनेल नियंत्रक,ચેનલ નિયંત્રક
चॅनेल त्रुटी,ચેનલ ભૂલ
चॅनेल कार्यक्रम,ચેનલ કાર્યક્રમ
चॅनेल विश्वसनीयता,ચેનલ વિશ્વસનીયતા
चॅनेल सेट,ચેનલ સેટ
वर्ण,પાત્ર
वर्ण कोड,અક્ષર કોડ
वर्ण की,અક્ષર કી
वर्ण वाचक,પાત્ર વાચક
वर्ण आकार,અક્ષરનું કદ
तक्ता,ચાર્ટ
चेसिस,ચેસિસ
बिट तपासा,બીટ તપાસો
चेक अंक,અંક તપાસો
बेरीज तपासा,રકમ તપાસો
शब्द तपासा,શબ્દ તપાસો
चिप,ચિપ
चिप संच,ચિપ સેટ
निवडा,પસંદ કરો
रंगीत,રંગીન રીતે
सिफर,સાઇફર
सर्किट,સર્કિટ
परिपत्रक यादी,પરિપત્ર યાદી
सायरस,સિરસ
उद्धरण,અવતરણ
वर्ग,વર્ગ
वर्ग व्हेरिएबल,વર્ગ ચલ
वर्गीकरण,વર્ગીકરણ
स्पष्ट,ચોખ્ખુ
स्पष्ट क्षेत्र,સ્પષ્ટ વિસ્તાર
साफ चॅनेल,સ્પષ્ટ ચેનલ
क्लिक करा,ક્લિક કરો
ग्राहक,ગ્રાહક
क्लायंट सर्व्हर,ક્લાયંટ સર્વર
क्लायंट स्टब,ક્લાઈન્ટ સ્ટબ
क्लिप आर्ट,ક્લિપ આર્ટ
क्लिप आर्ट लायब्ररी,ક્લિપ આર્ટ લાઇબ્રેરી
क्लिप बोर्ड,ક્લિપ બોર્ડ
क्लिपर,ક્લિપર
क्लिपर चिप,ક્લિપર ચિપ
गट,સમૂહ
घड्याळ,ઘડિયાળ
घड्याळ चक्र,ઘડિયાળ ચક્ર
घड्याळ वारंवारता,ઘડિયાળની આવર્તન
घड्याळ हार्डवेअर,ઘડિયાળ હાર્ડવેર
घड्याळाची नाडी,ઘડિયાળની પલ્સ
घड्याळाचा वेग,ઘડિયાળની ઝડપ
घड्याळ सिंक्रोनाइझेशन,ઘડિયાળ સુમેળ
घड्याळाची टिक,ઘડિયાળની ટીક
क्लोन,ક્લોન
बंद,બંધ
क्लोज सर्किट टीव्ही (सीसीटीव्ही),ક્લોઝ સર્કિટ ટીવી (CCTV)
बंद,બંધ
क्लाउड संगणन,ક્લાઉડ કમ્પ્યુટિંગ
क्लस्टर,ક્લસ્ટર
लेपित कार्ड,કોટેડ કાર્ડ
लेपित कागद,કોટેડ કાગળ
समाक्षीय,કોક્સિયલ
समाक्षीय केबल,કો - એક્ષેલ કેબલ
कोडासिल,કોડાસિલ
कोड,કોડ
कोड जनरेटर,કોડ જનરેટર
कोड पृष्ठ,કોડ પેજ
कोड शब्द,કોડ શબ્દ
कोडर,કોડર
कोडिंग तपासणी,કોડિંગ તપાસ
कोडिंग फॉर्म,કોડિંગ ફોર્મ
कोडिंग शीट,કોડિંગ શીટ
गुणांक,ગુણાંક
सुसंगतता,સુસંગતતા
थंड बूट,ઠંડા બૂટ
थंड सुरुवात,ઠંડી શરૂઆત
सहयोग,સહયોગ
कोसळणे,પતન
कोलेट,કોલેટ
कोलेट टेप,કોલેટ ટેપ
टक्कर,અથડામણ
कोलन,કોલોન
रंग (रंग),રંગ (રંગ)
रंग संपृक्तता,રંગ સંતૃપ્તિ
रंग टेबल,રંગ ટેબલ
स्तंभ,કૉલમ
संयोजन,સંયોજન
कॉम्बो बॉक्स,કૉમ્બો બૉક્સ
आज्ञा,આદેશ
कमांड बटण,આદેશ બટન
आदेश यादी,આદેશ યાદી
टिप्पणी,ટિપ્પણી
वचनबद्धता,પ્રતિબદ્ધતા
वस्तू,કોમોડિટી
कॉमन बिझनेस ओरिएंटेड लँग्वेज (कोबोल),કોમન બિઝનેસ ઓરિએન્ટેડ લેંગ્વેજ (કોબોલ)
सामान्य त्रुटी,સામાન્ય ભૂલ
सामान्य भाषा,સામાન્ય ભાષા
सामान्य दिनचर्या,સામાન્ય દિનચર્યા
संवाद,સંચાર
संप्रेषण लाइन,સંચાર લાઇન
संप्रेषण मोड,સંચાર મોડ
संप्रेषण नेटवर्क,સંચાર નેટવર્ક
संप्रेषण पॅरामीटर,સંચાર પરિમાણ
संप्रेषण प्रणाली,સંચાર વ્યવસ્થા
कॉम्पॅक्शन,કોમ્પેક્શન
साथीदार,કમ્પેન્ડર
companding,સંયોજન
कंपनी नेटवर्क,કંપની નેટવર્ક
तुलना चाचणी,સરખામણી કસોટી
सुसंगतता,સુસંગતતા
सुसंगत,સુસંગત
संकलन,સંકલન
संकलित करा आणि जा,કમ્પાઇલ કરો અને જાઓ
संकलक,કમ્પાઇલર
कंपाइलर भाषा,કમ્પાઇલર ભાષા
पूरक,પૂરક
दहावर पूरक,દસ પર પૂરક
पूरक,પૂરક
पूर्ण वाहून,સંપૂર્ણ વહન
जटिल,જટિલ
जटिल संख्या,જટિલ સંખ્યા
घटक,ઘટક
घटक ऑब्जेक्ट मॉडेल (COM),કમ્પોનન્ટ ઑબ્જેક્ટ મોડલ (COM)
संमिश्र,સંયુક્ત
रचना,રચના
संगणकीय,કોમ્પ્યુટેશનલ
संगणक,કમ્પ્યુટર
संगणक केंद्र,કમ્પ્યુટર કેન્દ્ર
संगणक तज्ञ,કમ્પ્યુટર નિષ્ણાત
संगणक ग्राफिक्स,કમ્પ્યુટર ગ્રાફિક્સ
संगणक सूचना,કમ્પ્યુટર સૂચના
संगणक भाषा,કમ્પ્યુટર ભાષા
संगणक नेटवर्क,કમ્પ્યુટર નેટવર્ક
संगणक शास्त्र,કમ્પ્યુટર વિજ્ઞાન
संगणक सुरक्षा,કમ્પ્યુટર સુરક્ષા
संगणक सिम्युलेटन,કમ્પ્યુટર સિમ્યુલેટન
संगणक तज्ञ,કમ્પ્યુટર નિષ્ણાત
संगणकीकरण,કોમ્પ્યુટરાઇઝેશન
संगणकतज्ज्ञ,કમ્પ્યુટરિસ્ટ
संगणकीकरण,કમ્પ્યુટરાઇઝેશન
संगणन,કમ્પ્યુટિંગ
संकल्पना,ખ્યાલ
एकरूपता,સંમતિ
समवर्ती,સમવર્તી
कंडिशन व्हेरिएबल,સ્થિતિ ચલ
सशर्त ऑपरेटर,શરતી ઓપરેટર
सशर्त विधान,શરતી નિવેદન
कंडक्टर,વાહક
कॉन्फरन्सिंग,કોન્ફરન્સિંગ
गोपनीयता,ગોપનીયતા
कॉन्फिगरेशन,રૂપરેખાંકન
गर्दी,ભીડ
संयोग,જોડાણમાં
गती कनेक्ट करा,કનેક્ટ ગતિ
कनेक्शन,જોડાણ
कनेक्शन कमी संप्रेषण,કનેક્શન ઓછું સંચાર
कनेक्शन प्रकाशन,જોડાણ પ્રકાશન
कनेक्टिव्हिटी,કનેક્ટિવિટી
कनेक्टर,કનેક્ટર
सलग,સળંગ
परिणामी,પરિણામે
कन्सोल,કન્સોલ
एकत्रीकरण,એકીકરણ
स्थिर,સતત
सतत सूचना,સતત સૂચના
मर्यादा,અવરોધ
बांधकाम करणारा,કન્સ્ટ્રક્ટર
कंटेनर,કન્ટેનર
सामग्री,સામગ્રી
संदर्भ,સંદર્ભ
संदर्भ मुक्त व्याकरण (CFG),સંદર્ભ મુક્ત વ્યાકરણ (CFG)
संदर्भ स्विच,સંદર્ભ સ્વીચ
आकस्मिकता,આકસ્મિક
आकुंचन,સંકોચન
कॉन्ट्रास्ट,વિપરીત
नियंत्रण,નિયંત્રણ
नियंत्रण क्षेत्र,નિયંત્રણ વિસ્તાર
नियंत्रण बिट,નિયંત્રણ બીટ
नियंत्रण बस,નિયંત્રણ બસ
नियंत्रण कार्ड,નિયંત્રણ કાર્ડ
नियंत्रण सर्किट,નિયંત્રણ સર્કિટ
नियंत्रण चक्र,નિયંત્રણ ચક્ર
नियंत्रण अभियांत्रिकी,નિયંત્રણ એન્જિનિયરિંગ
नियंत्रण की,નિયંત્રણ કી
नियंत्रण तर्क,નિયંત્રણ તર્ક
नियंत्रण लूप,નિયંત્રણ લૂપ
नियंत्रण चिन्ह,નિયંત્રણ ચિહ્ન
नियंत्रण ऑपरेशन,નિયંત્રણ કામગીરી
नियंत्रण पॅनेल,કંટ્રોલ પેનલ
नियंत्रण सिग्नल,નિયંત્રણ સંકેત
नियंत्रण स्विच,નિયંત્રણ સ્વીચ
नियंत्रण टेप,નિયંત્રણ ટેપ
नियंत्रण टर्मिनल,નિયંત્રણ ટર્મિનલ
कंट्रोल युनिट (CU),કંટ્રોલ યુનિટ (CU)
अभिसरण,કન્વર્જન્સ
संभाषण,વાતચીત
संवादात्मक वेळ सामायिकरण,વાતચીત સમયની વહેંચણી
रूपांतरण,રૂપાંતર
कनवर्टर,કન્વર્ટર
कुकचे प्रमेय,કૂકનું પ્રમેય
सह-प्रोसेसर,સહ-પ્રોસેસર
कॉपी,નકલ
कॉपीराइट,કૉપિરાઇટ
दोरखंड,દોરી
कॉर्डलेस टेलिफोन,કોર્ડલેસ ટેલિફોન
परिणाम,પરિણામ
दुरुस्ती,કરેક્શન
भ्रष्ट,દૂષિત
मोजणे,ગણતરી
काउंटर,કાઉન્ટર
