Tamil,Odiya
இயற்கணித வடிவம்,ବୀଜ ବର୍ଣ୍ଣିତ ଫର୍ମ |
இயற்கணித செயல்பாடு,ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ
இயற்கணித வடிவியல்,ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |
இயற்கணிதப் பெருக்கம்,ବୀଜ ବର୍ଣ୍ଣିତ ଗୁଣ |
இயற்கணித அமைப்பு,ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |
அனைத்து முழு எண் பிரச்சனை,ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |
ஒதுக்கீடு பிரச்சனை,ବଣ୍ଟନ ସମସ୍ୟା
அகரவரிசைக் குறியீடு,ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |
அகரவரிசை எழுத்து,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
மாற்று கோணம்,ବିକଳ୍ପ କୋଣ
மாற்று வடிவம்,ବିକଳ୍ପ ଫର୍ମ |
மாற்று குழு,ବିକଳ୍ପ ଗୋଷ୍ଠୀ
மாற்று அணி,ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |
மாற்று தொடர்,ବିକଳ୍ପ କ୍ରମ |
மாற்று கருதுகோள்,ବିକଳ୍ପ ଅନୁମାନ
மாற்று ஆப்டிமா,ବିକଳ୍ପ ଅପ୍ଟିମା |
மாற்று விளைவு,ବିକଳ୍ପ ଫଳାଫଳ |
அனலாக்-டு-டிஜிட்டல் மாற்றி,ଆନାଗଲ୍-ଟୁ-ଡିଜିଟାଲ୍ କନଭର୍ଟର |
அனலாக் கணினி,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
பகுப்பாய்வு,ବିଶ୍ଳେଷଣ |
இணையான பகுப்பாய்வு,କୋଭାରିଆନ୍ସର ବିଶ୍ଳେଷଣ |
கணக்கியல் தரவு பகுப்பாய்வு,ଗଣନା ତଥ୍ୟର ବିଶ୍ଳେଷଣ |
மாறுபாட்டின் பகுப்பாய்வு,ଭିନ୍ନତାର ବିଶ୍ଳେଷଣ |
பகுப்பாய்வு வடிவியல்,ଆନାଲିଟିକ୍ ଜ୍ୟାମିତି |
பகுப்பாய்வு செயல்பாடு,ଆନାଲିଟିକ୍ କାର୍ଯ୍ୟ
கோணம்,କୋଣ
தொடர்பு கோணம்,ଯୋଗାଯୋଗ କୋଣ
விலகல் கோணம்,ବିଘ୍ନର କୋଣ |
மனச்சோர்வின் கோணம்,ଉଦାସୀନତାର କୋଣ
விலகல் கோணம்,ବିଘ୍ନର କୋଣ |
விலகல் கோணம்,ବିଭାଜନର କୋଣ |
உயரத்தின் கோணம்,ଉଚ୍ଚତାର କୋଣ
நிகழ்வு கோணம்,ଘଟଣାର କୋଣ
திட்ட கோணம்,ପ୍ରୋଜେକ୍ଟର କୋଣ
பிரதிபலிப்பு கோணம்,ପ୍ରତିଫଳନ କୋଣ
ஒளிவிலகல் கோணம்,ପ୍ରତିଫଳନ କୋଣ
சுழற்சி கோணம்,ଘୂର୍ଣ୍ଣନ କୋଣ
மொத்த பிரதிபலிப்பு கோணம்,ସମୁଦାୟ ପ୍ରତିଫଳନର କୋଣ |
கோண முடுக்கம்,କୋଣାର୍କ ତ୍ୱରଣ |
கோண இயக்கம்,କୋଣାର୍କ ଗତି |
கோண வேகம்,କୋଣାର୍କ ଗତି
கோண வேகம்,କୋଣାର୍କ ବେଗ |
வளையம்,annulus
பதில்,ଉତ୍ତର ଦିଅ
எதிர்ப்பு வழித்தோன்றல்,ଆଣ୍ଟି-ଡେରିଭେଟିଭ୍ |
சமச்சீரற்ற செயல்பாடு,ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ
பொருந்தும்,ପ୍ରଯୁଜ୍ୟ |
விண்ணப்பம்,ପ୍ରୟୋଗ
பயன்பாட்டு டைனமிக் நிரலாக்கம்,ପ୍ରୟୋଗ ହୋଇଥିବା ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
பயன்படுத்தப்படும் வடிவியல்,ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |
பயன்பாட்டு கணிதம்,ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |
பயன்பாட்டு புள்ளிவிவரங்கள்,ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |
தோராயமாக,ପାଖାପାଖି
தோராயமாக தொடர்ச்சியான செயல்பாடு,ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |
தோராயமான முறை,ଆନୁମାନିକ ପଦ୍ଧତି |
தோராயமான தீர்வு,ଆନୁମାନିକ ସମାଧାନ
தோராயமான பிரச்சனை,ଆନୁମାନିକ ସମସ୍ୟା
தோராயமான சொத்து,ଆନୁମାନିକ ସମ୍ପତ୍ତି
திறன் சோதனை பேட்டரி,ଦକ୍ଷତା ପରୀକ୍ଷା ବ୍ୟାଟେରୀ |
அர்காண்ட் வரைபடம்,ଅର୍ଗାନ୍ ଚିତ୍ର |
தன்னிச்சையாக தேர்வு,ମନଇଚ୍ଛା ମନୋନୀତ |
தன்னிச்சையான,ଇଚ୍ଛାଧୀନ |
தன்னிச்சையான மாறிலி,ଇଚ୍ଛାଧୀନ ସ୍ଥିର |
தன்னிச்சையான உறுப்பு,ଇଚ୍ଛାଧୀନ ଉପାଦାନ |
தன்னிச்சையான புள்ளி,ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |
ஆர்க்கிமிடியன் சட்டம்,ଆର୍କେମିଡିଆନ୍ ନିୟମ |
ஆர்க்கிமிடிஸ் கொள்கை,ଆର୍କିମିଡିସ୍ ନୀତି |
வில்லின் நீளம்,ଆର୍କ ଲମ୍ବ |
வட்ட வில்,ବୃତ୍ତର ଆର୍କ |
ஆர்க் சைன் விநியோகம்,ଆର୍କ ସାଇନ ବଣ୍ଟନ |
ஆர்க் சைன் மாற்றம்,ଆର୍କ ସାଇନ ପରିବର୍ତ୍ତନ
பகுதி,କ୍ଷେତ୍ର
பகுதி அமைப்பு,ଆରେଲ୍ ଟେକ୍ସଚର୍ |
கலப்பு எண்ணின் வாதம்,ଜଟିଳ ସଂଖ୍ୟାର ଯୁକ୍ତି
எண்கணித சராசரி,ଗାଣିତିକ ଅର୍ଥ |
எண்கணித செயல்பாடு,ଗାଣିତିକ କାର୍ଯ୍ୟ
எண்கணித அலகு,ଗାଣିତିକ ଏକକ
ஏற்பாடு,ବ୍ୟବସ୍ଥା
வரிசை,ଆରେ
செயற்கை செயற்கைக்கோள்,କୃତ୍ରିମ ଉପଗ୍ରହ |
செயற்கை மாறி,କୃତ୍ରିମ ଭେରିଏବଲ୍ |
ஏறும்,ଆରୋହଣ
ஏறும்,ଆରୋହଣ
அளவின் ஏறுவரிசை,ତୀବ୍ରତାର କ୍ରମ
ஏறுவரிசை தொடர்,ଆରୋହଣ କ୍ରମ |
அசெம்பிளர் மொழி,ଏକତ୍ରକାରୀ ଭାଷା |
பணி நியமன பிரச்சனை,ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା
துணை சட்டம்,ସହଯୋଗୀ ନିୟମ |
ஆபரேட்டர்களின் துணை சட்டம்,ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |
துணை செயல்பாடு,ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |
கூட்டுறவு,ସହଯୋଗୀତା |
சராசரியாக கருதப்படுகிறது,ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |
நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது,ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |
அனுமானம்,ଅନୁମାନ
ஜோதிடம்,ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର
விண்வெளி பொறியாளர்,ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର
வானியலாளர்,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ
வானியல் கடிகாரம்,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |
வானியல்,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
சமச்சீரற்ற வளைவு,ଅସୀମିତ ବକ୍ର
சமச்சீரற்ற தன்மை,ଅସୀମତା |
அறிகுறியற்றது,asymptote
அறிகுறியற்ற,ଅସ୍ମିପଟୋଟିକ୍ |
அறிகுறியற்ற திறமையான மதிப்பீட்டாளர்,ଅସାମାଜିକ ଭାବରେ ଦକ୍ଷ ଆକଳନକାରୀ |
அறிகுறியற்ற பாரபட்சமற்ற மதிப்பீட்டாளர்,ଅସାମାଜିକ ଭାବରେ ନିରପେକ୍ଷ ଆକଳନକାରୀ |
அறிகுறியற்ற நடத்தை,ଅସ୍ମିତିକ ଆଚରଣ |
அறிகுறியற்ற விநியோக செயல்பாடு,ଅସ୍ମିପଟୋଟିକ୍ ବଣ୍ଟନ କାର୍ଯ୍ୟ |
அறிகுறியற்ற விரிவாக்கம்,ଅସ୍ମିପଟୋଟିକ୍ ବିସ୍ତାର |
வளிமண்டல அழுத்தம்,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
சீரற்ற முறையில்,ଅନିୟମିତତାରେ |
பண்பு,ଗୁଣ
மாதிரி செயல்முறை பண்புகளை,ଗୁଣବତ୍ତା ନମୁନା ପ୍ରକ୍ରିୟା
பெரிதாக்கப்பட்ட அணி,ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ
தன்னியக்க தொடர்பு குணகம்,ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
தன்னியக்க தொடர்பு செயல்பாடு,ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍
தன்னியக்க மாறுபாடு,ଅଟୋକୋଭାରିଆନ୍ସ |
தானியங்கி கணினி,ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |
தன்னியக்க பின்னடைவு,ଆତ୍ମସମ୍ମାନ
துணை சமன்பாடு,ସହାୟକ ସମୀକରଣ
சராசரி மாதிரி எண் வளைவு (ASN வளைவு),ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (ASN ବକ୍ର)
கோட்பாடு,axiom
அச்சு அணுகுமுறை,ସ୍ୱୀକୃତିପ୍ରାପ୍ତ ଉପାୟ |
நிகழ்தகவு கோட்பாடு,ସମ୍ଭାବ୍ୟତାର axiom |
அச்சு,ଅକ୍ଷ
abscissa அச்சு,ଅବସିସା ର ଅକ୍ଷ |
பூமியின் அச்சு,ପୃଥିବୀର ଅକ୍ଷ
புரட்சியின் அச்சு,ବିପ୍ଳବର ଅକ୍ଷ
சுழற்சியின் அச்சு,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
சுழற்சியின் அச்சு,ସ୍ପିନ୍ ର ଅକ୍ଷ |
பின்-மாற்று,ବ୍ୟାକ୍-ପ୍ରତିସ୍ଥାପନ
பின்தங்கிய வேறுபாடு,ପଛୁଆ ପାର୍ଥକ୍ୟ |
பின்தங்கிய இடைக்கணிப்பு சூத்திரம்,ପଛୁଆ-ଇଣ୍ଟରପୋଲେସନ୍ ସୂତ୍ର |
சமநிலை,ସନ୍ତୁଳନ
சீரான வடிவமைப்பு,ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |
இருப்புநிலை,ତୂଳନା ପତ୍ର
பாலிஸ்டிக் ஏவுகணை,ବାଲିଷ୍ଟିକ୍ କ୍ଷେପଣାସ୍ତ୍ର |
பாலிஸ்டிக்ஸ்,ବାଲିଷ୍ଟିକ୍
மதுக்கூடம்,ଦଣ୍ଡିକା
அடித்தளம்,ଆଧାର
அடிப்படை கோணம்,ମୂଳ କୋଣ
மடக்கையின் அடிப்படை,ଲୋଗାରିଦମର ଆଧାର |
அடிப்படை,ମ basic ଳିକ
அடிப்படை சாத்தியமான தீர்வு,ମ basic ଳିକ ସମ୍ଭାବ୍ୟ ସମାଧାନ |
அடிப்படை தீர்வு,ମ basic ଳିକ ସମାଧାନ |
அடிப்படை மாறி,ମ basic ଳିକ ଭେରିଏବଲ୍ |
அடிப்படையில்,ଆଧାର
அடிப்படை உறுப்பு,ଆଧାର ଉପାଦାନ |
அடிப்படை அணி,ଆଧାର ମ୍ୟାଟ୍ରିକ୍ସ |
ஒரு திசையன் இடத்தின் அடிப்படை,ଏକ ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |
துணைவெளியின் அடிப்படை,ସବ୍ ସ୍ପେସ୍ ର ଆଧାର |
பேய்சியன் மதிப்பீடு,ବାଏସିଆନ୍ ଆକଳନ |
பேய்ஸ் சட்டம்,ବାଇସ୍ ନିୟମ |
பேய்ஸ் தேற்றம்,ବାଇସ୍ ଥିଓରେମ୍ |
பெர்னோலி விநியோகம்,ବର୍ନୁଲି ବଣ୍ଟନ |
பெர்னோலி எண்,ବର୍ନୁଲି ସଂଖ୍ୟା |
பெர்னோலி நிகழ்தகவு செயல்பாடு,ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |
பெர்னோலியின் சமன்பாடு,ବର୍ନୁଲିଙ୍କ ସମୀକରଣ |
பெர்ரி செயல்பாடு,ବେରୀ କାର୍ଯ୍ୟ
சிறந்த பொருத்தம்,ସର୍ବୋତ୍ତମ ଫିଟ୍ |
சிறந்த பொருத்தம் வரி,ସର୍ବୋତ୍ତମ - ଫିଟ୍ ଲାଇନ୍ |
சிறந்த தீர்வு,ସର୍ବୋତ୍ତମ ସମାଧାନ |
சிறந்த உத்திகள்,ସର୍ବୋତ୍ତମ ରଣନୀତି |
பீட்டா விநியோகம்,ବିଟା ବଣ୍ଟନ |
சார்பு,ପକ୍ଷପାତ
பாரபட்சமான மதிப்பீடு,ପକ୍ଷପାତ ଅନୁମାନ |
பைஹார்மோனிக் சமன்பாடு,ବିହାରମୋନିକ୍ ସମୀକରଣ |
பிஜேக்ஷன்,bijection
இருமுனை வரைபடம்,ବାୟଜେକ୍ଟିଭ୍ ମାନଚିତ୍ର
பைஜெக்டிவ் மேப்பிங்,ବାୟଜେକ୍ଟିଭ୍ ମ୍ୟାପିଙ୍ଗ୍ |
இருகோடி வடிவம்,ବିଲିନାର୍ ଫର୍ମ |
இருமுனை செயல்பாடு,ବିଲିନାର୍ ଫଙ୍କସନ୍
இருமுனை ஹெர்மிடியன் வடிவம்,ବିଲିନାର୍ ହର୍ମିଟିଆନ୍ ଫର୍ମ |
பைனரி,ବାଇନାରୀ
பைனரி குறியீடு,ବାଇନାରୀ କୋଡ୍ |
பைனரி குறியிடப்பட்ட தசம,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
பைனரி குறியீட்டு முறை,ବାଇନାରୀ କୋଡିଂ |
பைனரி கணினி,ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |
பைனரி இலக்கம்,ବାଇନାରୀ ଅଙ୍କ
பைனரி செயல்பாடு,ବାଇନାରୀ ଅପରେସନ୍ |
பைனரி அமைப்பு,ବାଇନାରୀ ସିଷ୍ଟମ୍ |
பைனரி மாறி,ବାଇନାରୀ ଭେରିଏବଲ୍ |
ஈருறுப்புக் குணகம்,ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |
இருவகைப் பரவல்,ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
ஈருறுப்புச் சமன்பாடு,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
ஈருறுப்பு விரிவாக்கம்,ଦ୍ୱିପାକ୍ଷିକ ବିସ୍ତାର |
ஈருறுப்பு வெளிப்பாடு,ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |
ஈருறுப்பு சீரற்ற மாறி,ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
ஈருறுப்பு தேற்றம்,ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |
இரு பிரிவு,ବିଭାଜନ
பிரித்தல் முறை,ବିଭାଜନ ପଦ୍ଧତି |
இருவகை,bisector
இருமுறை,ଦ୍ୱିପାକ୍ଷିକ |
பிட்,ବିଟ୍
இருவகை இருவகைப் பரவல்,ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
இருவகை தொடர்பு குணகம்,ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |
இருவகை விநியோகம்,ବିଭାରିଏଟ୍ ବଣ୍ଟନ |
இருவகை சாதாரண விநியோகம்,ସାଧାରଣ ବଣ୍ଟନ
பைவெக்டர்,ବିଭେକ୍ଟର୍ |
போல்ட்ஸ்மேன் சமன்பாடு,ବୋଲ୍ଟଜମାନ୍ ସମୀକରଣ |
பூலியன் இயற்கணிதம்,ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା |
போஸ் - ஐன்ஸ்டீன் புள்ளிவிவரங்கள்,ବୋଷ - ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |
எல்லை நிலை,ସୀମା ଅବସ୍ଥା
எல்லை அடுக்கு,ସୀମା ସ୍ତର |
எல்லைக் கோடு,ସୀମା ରେଖା |
எல்லை மதிப்பு,ସୀମା ମୂଲ୍ୟ
எல்லை மதிப்பு பிரச்சனை,ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |
வரையறுக்கப்பட்ட செயல்பாடு,ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ
கட்டுப்பட்ட அணி,ସୀମିତ ମାଟ୍ରିକ୍ସ |
எல்லைக்குட்பட்ட பகுதி,ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ |
வரையறுக்கப்பட்ட தொகுப்பு,ସୀମାବଦ୍ଧ ସେଟ୍ |
பிரவுனிய இயக்கம்,ବ୍ରାଉନିଆନ୍ ଗତି |
கணக்கிட,ଗଣନା କର
கணக்கிடுகிறது,ଗଣନା
கணக்கிடும் இயந்திரம்,ଗଣନା ଯନ୍ତ୍ର
கணக்கீடு,ଗଣନା
கணக்கீட்டு செயல்முறை,ଗଣନା ପ୍ରଣାଳୀ
கால்குலேட்டர்,କାଲକୁଲେଟର
கால்குலஸ்,ଗଣନା
மாறுபாட்டின் கணக்கீடு,ପରିବର୍ତ୍ତନର ଗଣନା
கலோரி,କ୍ୟାଲୋରୀ
ரத்து சட்டம்,ବାତିଲ ନିୟମ
நியமன சமன்பாடு,କାନୋନିକାଲ୍ ସମୀକରଣ |
நியமன வடிவம்,କାନୋନିକାଲ୍ ଫର୍ମ |
நியமன அணி,କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
கேன்டர் செட்,କ୍ୟାଣ୍ଟର ସେଟ୍ |
கேண்டரின் மும்முனைத் தொகுப்பு,କ୍ୟାଣ୍ଟରର ଟର୍ନାରୀ ସେଟ୍ |
திறன் கொண்ட போக்குவரத்து பிரச்சனை,କ୍ଷମତା ସମ୍ପନ୍ନ ପରିବହନ ସମସ୍ୟା |
திறன்,କ୍ଷମତା
தந்துகி விசை,କ୍ୟାପିଲାରୀ ଫୋର୍ସ |
கார்டினல் எண்,କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା
கார்ட்டீசியன் அச்சுகள்,କାର୍ଟେସିଆନ୍ କୁମ୍ଭ |
கார்ட்டீசியன் ஆயத்தொகுப்புகள்,କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |
கார்ட்டீசியன் தயாரிப்பு,କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |
தொகுப்புகளின் கார்ட்டீசியன் தயாரிப்பு,ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |
வழக்கு ஆய்வு,କେସ୍ ଷ୍ଟଡି |
பேரழிவு ஏற்ற இறக்கம்,ବିପର୍ଯ୍ୟସ୍ତ ପରିବର୍ତ୍ତନ
கேடனரி,କ୍ୟାଟେନାରୀ |
காச்சி விநியோகம்,କାଚି ବଣ୍ଟନ |
கௌச்சி சூத்திரம்,କାଚି ସୂତ୍ର |
Cauchy Goursat தேற்றம்,କାଚି ଗୁରସାଟ ଥିଓରେମ୍ |
Cauchy Rimann நிபந்தனைகள்,କାଚି ରିମାନ୍ ଅବସ୍ଥା |
கௌச்சி வரிசை,କାଚି କ୍ରମ |
Cauchy ஒருங்கிணைந்த,କାଚି ଇଣ୍ଟିଗ୍ରାଲ୍ |
Cauchy முதன்மை மதிப்பு,କାଚି ମୁଖ୍ୟ ମୂଲ୍ୟ |
கௌச்சி எச்ச தேற்றம்,କାଚି ଅବଶିଷ୍ଟ ଥିଓରେମ୍ |
கெய்லி ஹாமில்டன் தேற்றம்,କେଲେ ହାମିଲଟନ୍ ଥିଓରେମ୍ |
வானுலக,ସ୍ୱର୍ଗୀୟ ଶରୀର |
வான அளவீடு,ସ୍ୱର୍ଗୀୟ ମାପ
வான இயக்கவியல்,ସ୍ୱର୍ଗୀୟ ଯାନ୍ତ୍ରିକ
வான பொருள்,ସ୍ୱର୍ଗୀୟ ବସ୍ତୁ |
செல் அலைவரிசை,କକ୍ଷ ଫ୍ରିକ୍ୱେନ୍ସି |
மக்கள் தொகை கணக்கெடுப்பு,ଜନଗଣନା
சென்டைல்,ସେଣ୍ଟିଲ୍ |
சென்டிமீட்டர்,ସେଣ୍ଟିମିଟର |
சென்டிமீட்டர் கிராம் இரண்டாவது அமைப்பு,ସେଣ୍ଟିମିଟର ଗ୍ରାମ୍ ଦ୍ୱିତୀୟ ସିଷ୍ଟମ୍ |
