Gujarati,Punjabi
એડોબ ફોટોશોપ,ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ
એડવાન્સ બિઝનેસ એપ્લિકેશન પ્રોગ્રામિંગ (ABAP),ਐਡਵਾਂਸ ਬਿਜ਼ਨਸ ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ (ABAP)
અદ્યતન ડેટા,ਉੱਨਤ ਡਾਟਾ
અદ્યતન માહિતી સિસ્ટમ,ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
અદ્યતન ટેકનોલોજી (AT),ਉੱਨਤ ਤਕਨਾਲੋਜੀ (ਏ.ਟੀ.)
એજન્ટ,ਏਜੰਟ
એકત્રીકરણ,ਏਕੀਕਰਨ
એરબોર્ન કમ્પ્યુટર સિસ્ટમ,ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ
aldus પૃષ્ઠ નિર્માતા,aldus ਪੇਜ ਮੇਕਰ
ચેતવણી બોક્સ,ਚੇਤਾਵਨੀ ਬਾਕਸ
algol,ਐਲਗੋਲ
અલ્ગોરિધમ,ਐਲਗੋਰਿਦਮ
અલ્ગોરિધમ વિશ્લેષણ,ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ
અલ્ગોરિધમ કાર્યક્ષમતા,ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ
ઉપનામ,ਉਪਨਾਮ
ગોઠવણી,ਅਲਾਈਨਮੈਂਟ
ફાળવણી,ਵੰਡ
આલ્ફાબેટીક,ਵਰਣਮਾਲਾ
આલ્ફાન્યૂમેરિક,ਅੱਖਰ ਅੰਕੀ
આલ્ફાન્યૂમેરિક કી બોર્ડ,ਅੱਖਰ ਅੰਕੀ ਕੁੰਜੀ ਬੋਰਡ
આલ્ફા-પરીક્ષણ,ਅਲਫ਼ਾ-ਟੈਸਟ
આલ્ફા-સંસ્કરણ,ਅਲਫ਼ਾ-ਵਰਜਨ
alt કી,alt ਕੁੰਜੀ
અલ્ટાવિસ્ટા,altavista
અસ્પષ્ટતા,ਅਸਪਸ਼ਟਤਾ
અસ્પષ્ટ વ્યાકરણ,ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ
અમેરિકન નેશનલ સ્ટાન્ડર્ડ ઇન્સ્ટિટ્યૂટ (ANSI),ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡਰਡ ਇੰਸਟੀਚਿਊਟ (ANSI)
અમેરિકન સ્ટાન્ડર્ડ કોડ ફોર ઇન્ફોર્મેશન ઇન્ટરચેન્જ (ASCII),ਜਾਣਕਾਰੀ ਇੰਟਰਚੇਂਜ ਲਈ ਅਮਰੀਕੀ ਸਟੈਂਡਰਡ ਕੋਡ (ASCII)
એનાલોગ,ਐਨਾਲਾਗ
એનાલોગ કમ્પ્યુટર,ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
એનાલોગ ઉપકરણ,ਐਨਾਲਾਗ ਜੰਤਰ
એનાલોગ મોડેમ,ਐਨਾਲਾਗ ਮਾਡਮ
એનાલોગ થી ડિજિટલ કન્વર્ટર (ADC),ਐਨਾਲਾਗ ਟੂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ (ADC)
અને,ਅਤੇ
અને સર્કિટ,ਅਤੇ ਸਰਕਟ
અને દરવાજો,ਅਤੇ ਗੇਟ
અને ઓપરેશન નહીં (બાકાત),ਅਤੇ ਕਾਰਵਾਈ ਨਹੀਂ (ਬੇਹੱਦ)
એનિમેશન,ਐਨੀਮੇਸ਼ਨ
ટીકા,ਐਨੋਟੇਸ਼ਨ
વિસંગતતા,ਅਸੰਗਤਤਾ
પૂર્વવર્તી,ਪੂਰਵ
આગોતરી પેજીંગ,ਅਗਾਊਂ ਪੇਜਿੰਗ
વિરોધી સપ્રમાણ,ਵਿਰੋਧੀ ਸਮਰੂਪ
એન્ટિવાયરસ પ્રોગ્રામ,ਐਂਟੀਵਾਇਰਸ ਪ੍ਰੋਗਰਾਮ
એપ્લેટ,ਐਪਲਿਟ
એપ્લિકેશન ડેવલપર,ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ
એપ્લિકેશન પ્રોગ્રામિંગ,ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ
એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API),ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)
એપ્લિકેશન સોફ્ટવેર,ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ
લાગુ પડતી ભાષા,ਲਾਗੂ ਕਰਨ ਵਾਲੀ ਭਾਸ਼ਾ
અંદાજ સિદ્ધાંત,ਅਨੁਮਾਨ ਥਿਊਰੀ
સ્થાપત્ય,ਆਰਕੀਟੈਕਚਰ
વિસ્તાર ટ્રાન્સફર,ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ
દલીલ,ਦਲੀਲ
અંકિત અને તર્ક એકમ,ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ
અંકિત તપાસ,ਹਿਸਾਬ ਦੀ ਜਾਂਚ
અંકિત સ્થિરાંક,ਅੰਕਿਤ ਸਥਿਰ
અંકિત માહિતી,ਅੰਕਿਤ ਡੇਟਾ
અંકગણિત સૂચના,ਗਣਿਤ ਸੰਬੰਧੀ ਹਦਾਇਤ
અંકગણિત અને તર્ક એકમ (ALU),ਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ (ALU)
અર્પાનેટ,ਅਰਪਨੇਟ
એરે,ਐਰੇ
એરે કેશ,ਐਰੇ ਕੈਸ਼
એરે કમ્પ્યુટર,ਐਰੇ ਕੰਪਿਊਟਰ
એરે તત્વ,ਐਰੇ ਤੱਤ
એરે નામ,ਐਰੇ ਨਾਮ
એરે પ્રોસેસર,ਐਰੇ ਪ੍ਰੋਸੈਸਰ
તીર કીઓ,ਤੀਰ ਕੁੰਜੀਆਂ
ઉચ્ચારણ,ਉਚਾਰਨ
ઉચ્ચારણ બિંદુ,ਬਿਆਨ ਬਿੰਦੂ
કૃત્રિમ કોમ્પેક્શન,ਨਕਲੀ ਸੰਕੁਚਿਤ
કૃત્રિમ નિયંત્રણ,ਨਕਲੀ ਕੰਟਰੋਲ
કૃત્રિમ બુદ્ધિ,ਬਣਾਵਟੀ ਗਿਆਨ
ચડતા,ਚੜ੍ਹਦਾ
ચડતા સૉર્ટ,ਵਧਦੀ ਲੜੀ
ASCII બેટીકલ ઓર્ડર,ASCII ਬੇਟਿਕਲ ਆਰਡਰ
ASCII નિયંત્રણ પાત્ર,ASCII ਕੰਟਰੋਲ ਅੱਖਰ
ASCII ફાઇલ,ASCII ਫਾਈਲ
ASCII ફોન્ટ,ASCII ਫੌਂਟ
ASCII ટ્રાન્સફર,ASCII ਟ੍ਰਾਂਸਫਰ
પાસા ગુણોત્તર,ਆਕਾਰ ਅਨੁਪਾਤ
ASPI,ਏ.ਐਸ.ਪੀ.ਆਈ
ASR ટાઈમર,ASR ਟਾਈਮਰ
ભેગા,ਇਕੱਠਾ ਕਰਨਾ
એસેમ્બલર,ਅਸੈਂਬਲਰ
એસેમ્બલી,ਅਸੈਂਬਲੀ
એસેમ્બલી ભાષા,ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ
નિવેદન,ਦਾਅਵਾ
સોંપણી,ਅਸਾਈਨਮੈਂਟ
સંગઠન,ਐਸੋਸੀਏਸ਼ਨ
સહયોગી સરનામું,ਸਹਿਯੋਗੀ ਪਤਾ
સહયોગી મેમરી,ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ
એસ્ટરીક,ਤਾਰਾ
અસમપ્રમાણ,ਅਸਮਿਤ
અસુમેળ,ਅਸਿੰਕ੍ਰੋਨਸ
અસુમેળ ડિજિટલ સબસ્ક્રાઇબર લાઇન (ADSL),ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL)
અસુમેળ સમય વિભાગ મલ્ટિપ્લેક્સીંગ (ATDM),ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM)
અસુમેળ ટ્રાન્સફર,ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ
અસુમેળ ટ્રાન્સફર મોડ (ATM),ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM)
અણુ,ਪਰਮਾਣੂ
જોડાયેલ દસ્તાવેજ,ਨੱਥੀ ਦਸਤਾਵੇਜ਼
જોડેલી ફાઈલ,ਨੱਥੀ ਫ਼ਾਈਲ
જોડાણ,ਲਗਾਵ
લક્ષણ,ਵਿਸ਼ੇਸ਼ਤਾ
ઓડિયો,ਆਡੀਓ
ઓડિટ પ્રોગ્રામિંગ,ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ
વિષ્લેષણ,ਆਡਿਟ ਟ੍ਰੇਲ
વૃદ્ધિ,ਵਾਧਾ
પ્રમાણીકરણ પ્રોટોકોલ,ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ
ઓથરિંગ સિસ્ટમ,ਲੇਖਕ ਪ੍ਰਣਾਲੀ
અધિકૃતતા,ਅਧਿਕਾਰ
સ્વતઃ અમૂર્ત,ਆਟੋ ਐਬਸਟਰੈਕਟ
ઓટોબૂટિંગ,ਆਟੋਬੂਟਿੰਗ
ઓટોકેડ,ਆਟੋਕੈਡ
ઓટોલોગ ચાલુ,ਆਟੋਲੌਗ ਚਾਲੂ
ઓટોમેટા,ਆਟੋਮੇਟਾ
ઓટોમેટા સિદ્ધાંત,ਆਟੋਮੈਟਾ ਥਿਊਰੀ
આપોઆપ કમ્પ્યુટિંગ,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਿੰਗ
સ્વચાલિત ડેટા પ્રોસેસિંગ,ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
આપોઆપ ભૂલ સુધારણા,ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ
સ્વચાલિત કાર્ય,ਆਟੋਮੈਟਿਕ ਫੰਕਸ਼ਨ
આપોઆપ અનુક્રમણિકા,ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ
સ્વચાલિત પુસ્તકાલય કૉલ,ਆਟੋਮੈਟਿਕ ਲਾਇਬ੍ਰੇਰੀ ਕਾਲ
આપોઆપ પ્રોગ્રામિંગ,ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ,ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ
આપોઆપ નિયમિત,ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ
આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ,ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ
ઓટોમેટિક ટેલર મશીન (ATM),ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨ (ATM)
ઓટોમેશન,ਆਟੋਮੇਸ਼ਨ
ઑટોપ્લે,ਸਵੈ ਚਾਲ
સ્વતઃ સાચવો,ਸਵੈ-ਸੰਭਾਲ
સહાયક,ਸਹਾਇਕ
સહાયક મેમરી,ਸਹਾਇਕ ਮੈਮੋਰੀ
સહાયક સંગ્રહ,ਸਹਾਇਕ ਸਟੋਰੇਜ਼
ઉપલબ્ધ યાદી,ਉਪਲਬਧ ਸੂਚੀ
ઉપલબ્ધ સમય,ਉਪਲਬਧ ਸਮਾਂ
સરેરાશ,ਔਸਤ
awk (ભાષા),awk (ਭਾਸ਼ਾ)
બેકએન્ડ,ਬੈਕਐਂਡ
બેકએન્ડ પ્રોસેસર,ਬੈਕਐਂਡ ਪ੍ਰੋਸੈਸਰ
બેકફેસ દૂર કરવું,ਬੈਕਫੇਸ ਹਟਾਉਣਾ
પૃષ્ઠભૂમિ પ્રક્રિયા,ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ
બેકિંગ સ્ટોર,ਬੈਕਿੰਗ ਸਟੋਰ
બેકપેચિંગ,ਬੈਕਪੈਚਿੰਗ
બેકસ્પેસ,ਬੈਕਸਪੇਸ
બેકટ્રેકિંગ,ਬੈਕਟਰੈਕਿੰਗ
બેકઅપ,ਬੈਕ-ਅੱਪ
બેકઅપ મેમરી,ਬੈਕਅੱਪ ਮੈਮੋਰੀ
પછાત ભૂલ પુનઃપ્રાપ્તિ,ਪਿੱਛੇ ਗਲਤੀ ਰਿਕਵਰੀ
સરવૈયા,ਸੰਤੁਲਨ ਸ਼ੀਟ
બેન્ડ,ਜਥਾ
બેન્ડ પહોળાઈ,ਬੈਂਡ ਚੌੜਾਈ
બેંકરનું અલ્ગોરિધમ,ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ
બાર કોડ,ਬਾਰ ਕੋਡ
બાર કોડ સ્કેનર,ਬਾਰ ਕੋਡ ਸਕੈਨਰ
બાર ગ્રાફ,ਬਾਰ ਗ੍ਰਾਫ
આધાર સરનામું,ਅਧਾਰ ਪਤਾ
આધાર બેન્ડ,ਅਧਾਰ ਬੈਂਡ
આધાર નંબર,ਅਧਾਰ ਨੰਬਰ
આધાર ટેબલ,ਅਧਾਰ ਸਾਰਣੀ
પાયાની,ਬੇਸਿਕ
મૂળભૂત નિયંત્રણ,ਬੁਨਿਆਦੀ ਕੰਟਰੋਲ
મૂળભૂત ઇનપુટ,ਬੁਨਿਆਦੀ ਇੰਪੁੱਟ
મૂળભૂત સૂચના,ਬੁਨਿਆਦੀ ਹਦਾਇਤ
મૂળભૂત આઉટપુટ,ਬੁਨਿਆਦੀ ਆਉਟਪੁੱਟ
મૂળભૂત પગલું,ਬੁਨਿਆਦੀ ਕਦਮ
બેચ,ਬੈਚ
બેચ ફાઇલ,ਬੈਚ ਫਾਈਲ
બેચ સ્થિતિ,ਬੈਚ ਸਥਿਤੀ
બેચ પ્રક્રિયા,ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ
બેચ સિસ્ટમ,ਬੈਚ ਸਿਸਟਮ
બાઉડ,ਬੌਡ
બાઉડ દર,ਬੌਡ ਦਰ
બીમ,ਬੀਮ
બેન્ચમાર્ક,ਬੇਂਚਮਾਰਕ
દ્વિદિશ સંચાર,ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ
દ્વિદિશ લિંક,ਦੋ-ਦਿਸ਼ਾਵੀ ਲਿੰਕ
દ્વિસંગી કોડ,ਬਾਈਨਰੀ ਕੋਡ
દ્વિસંગી અંક,ਬਾਈਨਰੀ ਅੰਕ
બાઈનરી ઇનપુટ આઉટપુટ સિસ્ટમ (BIOS),ਬਾਈਨਰੀ ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS)
દ્વિસંગી સંખ્યા,ਬਾਈਨਰੀ ਨੰਬਰ
બાઈનરી ઓપરેટર,ਬਾਈਨਰੀ ਆਪਰੇਟਰ
દ્વિસંગી સંબંધ,ਬਾਈਨਰੀ ਸਬੰਧ
દ્વિસંગી શોધ,ਬਾਈਨਰੀ ਖੋਜ
દ્વિસંગી શોધ વૃક્ષ (BST),ਬਾਈਨਰੀ ਸਰਚ ਟ੍ਰੀ (BST)
બાઈનરી ટ્રાન્સફર,ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ
દ્વિસંગી વૃક્ષ,ਬਾਈਨਰੀ ਰੁੱਖ
બાયપોલર મેમરી,ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ
જન્મ મૃત્યુ મોડેલ,ਜਨਮ ਮੌਤ ਮਾਡਲ
જન્મ મૃત્યુ પ્રક્રિયા,ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ
બીટ,ਬਿੱਟ
થોડી ખામી,ਬਿੱਟ ਨੁਕਸ
બીટ નકશો,ਬਿੱਟ ਨਕਸ਼ਾ
બીટ મેપ પિક્સેલ (BMP),ਬਿੱਟ ਮੈਪ ਪਿਕਸਲ (BMP)
બીટ મેટ્રિક્સ,ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ
બીટ પેટર્ન,ਬਿੱਟ ਪੈਟਰਨ
બીટ સ્થિતિ,ਬਿੱਟ ਸਥਿਤੀ
બીટ દર,ਬਿੱਟ ਰੇਟ
બ્લેક બોક્સ પરીક્ષણ,ਬਲੈਕ ਬਾਕਸ ਟੈਸਟਿੰਗ
ઝબકવું,ਝਪਕਣਾ
બ્લોક,ਬਲਾਕ
બ્લોક કેશ,ਬਲਾਕ ਕੈਸ਼
બ્લોક ચેક,ਬਲਾਕ ਚੈੱਕ
બ્લોક નકલ,ਬਲਾਕ ਕਾਪੀ
રેખાક્રુતિ,ਬਲਾਕ ਚਿੱਤਰ
બ્લોકીંગ નેટવર્ક,ਬਲਾਕਿੰਗ ਨੈੱਟਵਰਕ
પાટીયું,ਫੱਟੀ
પુસ્તક ચિહ્ન,ਕਿਤਾਬ ਦਾ ਨਿਸ਼ਾਨ
બુલિયન બીજગણિત,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
બુલિયન સંબંધ,ਬੂਲੀਅਨ ਸਬੰਧ
બુટ પાર્ટીશન,ਬੂਟ ਭਾਗ
બુટ strapping,ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ
બુટ-સ્ટ્રેપ લોડર,ਬੂਟ-ਸਟੈਪ ਲੋਡਰ
પુલ,ਪੁਲ
બ્રોડબેન્ડ નેટવર્કિંગ,ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕਿੰਗ
પ્રસારણ,ਪ੍ਰਸਾਰਣ
પ્રસારણ રેડિયો,ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ
બ્રાઉઝ કરો,ਬਰਾਊਜ਼ ਕਰੋ
બ્રાઉઝર,ਬਰਾਊਜ਼ਰ
બી-ટ્રી,ਬੀ-ਰੁੱਖ
બબલ મેમરી,ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
બબલ સૉર્ટ,ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ
ડોલ,ਬਾਲਟੀ
મિત્ર સિસ્ટમ,ਦੋਸਤ ਸਿਸਟਮ
બજેટ અસરકારક નિયંત્રણ,ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ
બફર,ਬਫਰ
ભૂલ,ਬੱਗ
બસ,ਬੱਸ
બાઈટ,ਬਾਈਟ
બાઈટ કોડ,ਬਾਈਟ ਕੋਡ
c,c
C++,C++
કેશ,ਕੈਸ਼
કેશ બફર,ਕੈਸ਼ ਬਫਰ
કેશ મેમરી,ਕੈਸ਼ ਮੈਮੋਰੀ
ગણતરી,ਗਣਨਾ
કેલ્ક્યુલેટર,ਕੈਲਕੁਲੇਟਰ
કેલ્ક્યુલેટર ચિપ,ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ
કૉલ,ਕਾਲ ਕਰੋ
નામથી બોલાવો,ਨਾਮ ਨਾਲ ਕਾਲ ਕਰੋ
સંદર્ભ દ્વારા કૉલ કરો,ਹਵਾਲੇ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
મૂલ્ય દ્વારા કૉલ કરો,ਮੁੱਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
ચલ દ્વારા કૉલ કરો,ਵੇਰੀਏਬਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
કૉલ ગેટ,ਕਾਲ ਗੇਟ
રદ કરો,ਰੱਦ ਕਰੋ
રદ કરો બટન,ਰੱਦ ਕਰੋ ਬਟਨ
પ્રમાણભૂત,ਕੈਨੋਨੀਕਲ
પ્રમાણભૂત સ્વરૂપ,ਕੈਨੋਨੀਕਲ ਰੂਪ
ક્ષમતા,ਸਮਰੱਥਾ
ક્ષમતા યાદી,ਸਮਰੱਥਾ ਸੂਚੀ
ક્ષમતા,ਸਮਰੱਥਾ
કેપ્સ લોક કી,ਕੈਪਸ ਲਾਕ ਕੁੰਜੀ
કાર્ડ,ਕਾਰਡ
કાર્ડ રીડર,ਕਾਰਡ ਰੀਡਰ
મુખ્યત્વ,ਮੁੱਖਤਾ
વાહક,ਕੈਰੀਅਰ
વાહક બેન્ડ,ਕੈਰੀਅਰ ਬੈਂਡ
વાહક લોડ,ਕੈਰੀਅਰ ਲੋਡ
વાહક સંકેત,ਕੈਰੀਅਰ ਸਿਗਨਲ
વાહક તરંગ,ਕੈਰੀਅਰ ਲਹਿਰ
વહન,ਲੈ ਜਾਣਾ
વહન અંક,ਕੈਰੀ ਅੰਕ
ધ્વજ વહન કરો,ਝੰਡਾ ਚੁੱਕੋ
કારતૂસ ડિસ્ક,ਕਾਰਤੂਸ ਡਿਸਕ
કાસ્કેડ,ਕੈਸਕੇਡ
કેસ,ਕੇਸ
કેથોડ રે ટ્યુબ (CRT),ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ)
કેથોડ રે ટ્યુબ (CRT),ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ)
CD ROM ડિસ્ક ડ્રાઇવ,CD ROM ਡਿਸਕ ਡਰਾਈਵ
કોષ,ਸੈੱਲ
સેલ એનિમેશન,ਸੈੱਲ ਐਨੀਮੇਸ਼ਨ
સેલ્યુલર ફોન,ਸੈਲੂਲਰ ਫ਼ੋਨ
કેન્દ્રીય મેમરી,ਕੇਂਦਰੀ ਮੈਮੋਰੀ
સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU),ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ (CPU)
કેન્દ્રિય સિસ્ટમ,ਕੇਂਦਰੀ ਸਿਸਟਮ
