Odiya,Tamil
"ସିମେଣ୍ଟ, ହାଇଡ୍ରୋଲିକ୍ |","சிமெண்ட், ஹைட்ராலிக்"
"ସିମେଣ୍ଟ, କମ୍ ଉତ୍ତାପ |","சிமெண்ட், குறைந்த வெப்பம்"
"ସିମେଣ୍ଟ, ରାଜକୋଷ |","சிமெண்ட், கொத்து"
"ସିମେଣ୍ଟ, ପ୍ରାକୃତିକ |","சிமெண்ட், இயற்கை"
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ |","சிமெண்ட், போர்ட்லேண்ட்"
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ |","சிமெண்ட், போர்ட்லேண்ட் பிளாஸ்ட் ஃபர்னேஸ் ஸ்லாக்"
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ପୋଜଜୋଲାନ୍ |","சிமெண்ட், போர்ட்லேண்ட் போஸோலன்"
"ସିମେଣ୍ଟ, ସ୍ଲାଗ୍ |","சிமெண்ட், கசடு"
"ସିମେଣ୍ଟ, ସଲଫେଟ୍ ପ୍ରତିରୋଧକ |","சிமெண்ட், சல்பேட் எதிர்ப்பு"
"ସିମେଣ୍ଟ, ସୁପର ସଲଫେଟ୍ |","சிமெண்ட், சூப்பர் சல்பேட்"
"ସିମେଣ୍ଟ, ଧଳା |","சிமெண்ட், வெள்ளை"
ସିମେଣ୍ଟ-ଏଗ୍ରିଗେଟ୍ ଅନୁପାତ |,சிமெண்ட்-மொத்த விகிதம்
ସିମେଣ୍ଟ ବିଷୟବସ୍ତୁ |,சிமெண்ட் உள்ளடக்கம்
ସିମେଣ୍ଟ ଜେଲ୍ |,சிமெண்ட் ஜெல்
ସିମେଣ୍ଟ ବନ୍ଧୁକ |,சிமெண்ட் துப்பாக்கி
ସିମେଣ୍ଟ କିଲ୍ |,சிமெண்ட் சூளை
ସିମେଣ୍ଟ ରଙ୍ଗ |,சிமெண்ட் பெயிண்ட்
ସିମେଣ୍ଟ ପ୍ଲାଷ୍ଟର |,சிமெண்ட் பூச்சு
ସିମେଣ୍ଟ ପଥର |,சிமெண்ட் பாறை
ସିମେଣ୍ଟ ସ୍ଲୁରି |,சிமெண்ட் குழம்பு
ସିମେଣ୍ଟ ଷ୍ଟୋରେଜ୍ |,சிமெண்ட் சேமிப்பு
ସିମେଣ୍ଟେସନ୍ ପ୍ରକ୍ରିୟା |,சிமெண்டேஷன் செயல்முறை
କେନ୍ଦ୍ରକରଣ |,மையப்படுத்துதல்
ସେଣ୍ଟରିଂ ଏବଂ ସଟରିଂ |,மையப்படுத்துதல் மற்றும் மூடுதல்
କେନ୍ଦ୍ରୀୟ ମିଶ୍ରିତ କଂକ୍ରିଟ୍ |,மத்திய கலப்பு கான்கிரீட்
କେନ୍ଦ୍ରୀୟ ମିକ୍ସର୍ |,மத்திய கலவை
ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ପ୍ରଶଂସକ |,மையவிலக்கு விசிறி
ଚକ,சுண்ணாம்பு
ଚାମ୍ଫର୍ |,சேம்ஃபர்
ଚାମ୍ଫର୍ ଷ୍ଟ୍ରିପ୍ |,சேம்பர் துண்டு
ଚ୍ୟାନେଲ୍ ବିମ୍ |,சேனல் கற்றை
ଚରିତ୍ରଗତ ଭାର |,சிறப்பியல்பு சுமை
ବ istic ଶିଷ୍ଟ୍ୟ ଶକ୍ତି |,பண்பு வலிமை
ଚାର୍ଜ ଅଫ୍ |,சார்ஜ் ஆஃப்
ଚାର୍ଜିଂ,சார்ஜ் செய்கிறது
ଯା cking ୍ଚ,சரிபார்க்கிறது
ରାସାୟନିକ ବନ୍ଧ |,இரசாயன பிணைப்பு
ଚେର୍ନୋଜେମ୍ |,செர்னோசெம்
ଛାତି ମାଟି |,கஷ்கொட்டை மண்
ଚିମନି ଗୁଟର |,புகைபோக்கி சாக்கடை
ଚିପ୍ ବୋର୍ଡ |,சிப் போர்டு
ଚିପିଙ୍ଗ୍ |,சிப்பிங்
ଚିପ୍ସ |,சீவல்கள்
ଚୁଟ୍,சரிவு
କ୍ଲାସ୍ (କଂକ୍ରିଟ୍ ର),வகுப்பு (கான்கிரீட்)
ମାଟି,களிமண்
ମାଟି ବିଷୟବସ୍ତୁ |,களிமண் உள்ளடக்கம்
ମାଟି ପ୍ୟାନ |,களிமண் பான்
ପରିଷ୍କାର,சுத்தம் செய்
ସଫା କର,சுத்தம் செய்
ସଫା କର |,கிளீட்
କ୍ଲିଙ୍କର୍ |,கிளிங்கர்
କ୍ଲିପ୍,கிளிப்
ଜମାଟ ବାନ୍ଧିବା |,உறைதல்
କଠିନ ଏଗ୍ରିଗେଟ୍ |,கரடுமுரடான மொத்த
କଠିନ ଶସ୍ୟ ମାଟି |,கரடுமுரடான தானிய மண்
କୋଟ,கோட்
କଫର୍ ଡ୍ୟାମ୍ |,காஃபர் அணை
ମିଳନ,ஒருங்கிணைப்பு
କୋଲଏଡ୍ |,கொலாய்டு
କୋଲଏଡାଲ୍ ଆର୍ଦ୍ରତା ସମାନ ଅନୁପାତ |,கூழ் ஈரப்பதம் சமமான விகிதம்
କୋଲଏଡାଲ୍ ସିଷ୍ଟମ୍ |,கூழ் அமைப்பு
ମିଳିତ ମାଟି |,கொலுவல் மண்
ସ୍ତମ୍ଭ,நெடுவரிசை
କମ୍ବିଂ ଶେଷ,சீப்பு பூச்சு
ମିଳିତ ପଦଚିହ୍ନ |,இணைந்த அடி
ମିଶ୍ରିତ ଜଳ |,ஒருங்கிணைந்த நீர்
ସାଧାରଣ କୋଠରୀ |,பொதுவான அறை
ସଂପୂର୍ଣ୍ଣ ପ୍ରମାଣପତ୍ର,நிறைவு சான்றிதழ்
ଉପାଦାନ ବର୍ଗ,கூறு சதுரம்
କଂକ୍ରିଟ୍ |,கான்கிரீட்
ସଂକଳନ,கான்கிரீட்
ଏକତ୍ରିତ ହାର / ଫ୍ଲାଟ ହାର |,ஒருங்கிணைந்த விகிதம்/தட்டை விகிதம்
ପ୍ରଦୂଷକ,அசுத்தங்கள்
ଆଲକୋଭ୍ ରାନ୍ଧିବା |,அல்கோவ் சமையல்
ମୁକାବିଲା,சமாளிப்பது
କରବେଲ |,கோர்பெல்
କର୍ନିସ୍ |,கார்னிஸ்
ଦମ୍ପତି,இணைப்பான்
"ଦମ୍ପତି, ଦୁଇଥର |","கப்லர், இரட்டை"
"ଦମ୍ପତି, ପୁଟ୍ଲଗ୍ |","கப்லர், புட்லாக்"
"ଦମ୍ପତି, ସ୍ୱିଭେଲ୍ |","இணைப்பு, சுழல்"
ପାଠ୍ୟକ୍ରମ,பாடநெறி
ରାଣ୍ଡମ୍ ରାଣ୍ଡଲ୍ ଚୁକ୍ତି |,சீரற்ற இடிந்த கொத்து
ଆଚ୍ଛାଦିତ କ୍ଷେତ୍ର |,மூடப்பட்ட பகுதி
କ୍ରିପ୍,தவழும்
କ୍ରିପ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,க்ரீப் குணகம்
କ୍ରୋଟୋଭାଇନ୍ |,குரோடோவின்
କାଉ ପାଦ |,காக்கை கால்
ଖଣ୍ଡ ଗଠନ |,நொறுக்குத் தீனி அமைப்பு
ବନ୍ଦ କର |,கட்டுப்படுத்து
ସାମ୍ପ୍ରତିକ,தற்போதைய
ବକ୍ର ପ୍ରତିରୋଧ,வளைவு எதிர்ப்பு
ଓଦା ପ୍ରୁଫ୍ ପାଠ୍ୟକ୍ରମ |,ஈரப்பதம் இல்லாத பாடநெறி
ସମାପ୍ତ ତାରିଖ,நிறைவு தேதி
ମୃତ ଭାର,நிலைச்சுமை
ମୃତ ଜଳ |,இறந்த நீர்
ଡେସିବେଲ୍ |,டெசிபல்
ଡିଫ୍ଲୋକ୍କୁଲେସନ୍ |,டிஃப்ளோகுலேஷன்
ବାୟୁମଣ୍ଡଳ କିମ୍ବା ବାୟୁ ସ୍ଥାନ ଅନୁପାତର ଡିଗ୍ରୀ |,காற்றோட்டம் அல்லது காற்று விண்வெளி விகிதம்
ଏକୀକରଣର ଡିଗ୍ରୀ |,திரட்டல் பட்டம்
ବିଚ୍ଛେଦର ଡିଗ୍ରୀ |,சிதறல் பட்டம்
ପରିପୃଷ୍ଠାର ଡିଗ୍ରୀ |,செறிவூட்டல் பட்டம்
ଘନତା,அடர்த்தி
ମରୁଭୂମି ରାସ୍ତା,பாலைவன நடைபாதை
ମରୁଭୂମି ମାଟି |,பாலைவன மண்
ବିବରଣୀ,விவரங்கள்
ବିକାଶ ଅବଧି,வளர்ச்சி காலம்
ଡି-ରାଶି,டி-அடிவானம்
ତ୍ରିକୋଣୀୟ ବନ୍ଧନ |,மூலைவிட்ட பிணைப்பு
ଚିତ୍ର,வரைபடம்
ଡିଜିଟାଲ୍ ଡକ୍ |,டிஜிட்டல் டாக்
ଭିନ୍ନ ଭିନ୍ନ ଜଳ ହାର |,வேறுபட்ட நீர் விகிதம்
ଦିଲ୍ୟୁସନ୍ ଭେଣ୍ଟିଲେସନ୍ |,நீர்த்த காற்றோட்டம்
ଦିଲୁଭିୟମ୍,டிலுவியம்
ଭୋଜନ ଗୃହ,சாப்பிடும் அல்லது உணவருந்தும் அறை
ଦିଗ ପେଗ୍ |,திசை ஆப்பு
ବିଚ୍ଛେଦ |,சிதறல்
ବିଭ୍ରାନ୍ତକାରୀ |,டிஸ்டெம்பர்
ଡକ୍ |,கப்பல்துறை
ଦ୍ୱାର,கதவு
ଛାତ୍ରାବାସ,டார்மர்
ଛାତ୍ରାବାସ ଯାଞ୍ଚ |,டார்மர் சோதனை
ଡବଲ୍ ଫ୍ଲେମିଶ୍ ବଣ୍ଡ୍ |,இரட்டை சதை பிணைப்பு
ଡବଲ୍ ସ୍ତର |,இரட்டை அடுக்கு
ଡୋଭେଲ୍ |,டோவல்
ଚିତ୍ରାଙ୍କନ ବୋର୍ଡ |,வரைதல் பலகை
ଚିତ୍ରାଙ୍କନ କକ୍ଷ |,வரைதல் அறை
ଡ୍ରାଇଫ୍,சறுக்கல்
ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |,உலர் குமிழ் வெப்பநிலை
ଶୁଖିଲା ଡକ୍ |,உலர் கப்பல்துறை
ଶୁଖିଲା ରବର ନିର୍ମାଣ,உலர் ரப்பர் கொத்து
ଡଚ୍ ବନ୍ଧନ |,டச்சு பத்திரம்
ବାଣ୍ଡ କାନ୍ଥ |,குள்ள சுவர்
ବାସସ୍ଥାନ ଏକକ,குடியிருப்பு அலகு
ଇଭ୍,ஈவ்
ଗୁପ୍ତାଙ୍ଗ,ஈவ்ஸ் சாக்கடை
ଆର୍ଥିକ ସମ୍ଭାବ୍ୟତା |,பொருளாதார சாத்தியம்
ଏକ୍ଟୋଡାଇନାମୋରଫିକ୍ ମାଟି |,எக்டோடைனமார்பிக் மண்
ଏଡି,எட்டி
ପ୍ରଭାବଶାଳୀ ଆକାର |,பயனுள்ள அளவு
ଇଫ୍ଲୋରସେନ୍ସ |,மலர்ச்சி
ପ୍ରଭାବଶାଳୀ |,கழிவுநீர்
ଉଚ୍ଚତା,உயரம்
ବହିଷ୍କାର,எலுவியேஷன்
ଇଲୁଭିୟମ୍ |,எலுவியம்
ଏଣ୍ଡୋଡାଇନାମୋରଫିକ୍ ମାଟି |,எண்டோடைனமார்பிக் மண்
ଇଞ୍ଜିନିୟରିଂ ସମ୍ଭାବ୍ୟତା |,பொறியியல் சாத்தியம்
ଇଂରାଜୀ ବନ୍ଧନ |,ஆங்கில பத்திரம்
ଇଂରାଜୀ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |,ஆங்கில தோட்ட சுவர் பத்திரம்
"ଇପିଏମ୍ (ପ୍ରତି ମିଲିୟନ୍ ସହିତ ସମାନ), &quot;","EPM (ஒரு மில்லியனுக்கு சமம்),&quot;"
ସମାନ ଓଜନ,சமமான எடை
Erg,எ.கா
ଅଦଳବଦଳଯୋଗ୍ୟ |,மாற்றத்தக்கது
ଅଦଳବଦଳ ଅମ୍ଳତା |,மாற்றக்கூடிய அமிலத்தன்மை
ଅଦଳବଦଳ ସୋଡିୟମ୍ ପ୍ରତିଶତ (ESP),மாற்றக்கூடிய சோடியம் சதவீதம் (ESP)
E. S P.,ஈ.எஸ்.பி.
ଅମ୍ଳତା ବିନିମୟ କରନ୍ତୁ |,பரிமாற்ற அமிலத்தன்மை
ଏକ୍ସଚେଞ୍ଜ୍ କମ୍ପ୍ଲେକ୍ସ |,பரிமாற்ற வளாகம்
ନିଷ୍କାସନ,வெளியேற்ற
ପ୍ରକାଶିତ ସମାପ୍ତ,வெளிப்பட்ட பூச்சு
ଆଖି,கண்
ଆଖି ବ୍ରୋ,கண் புருவம்
ସାମ୍ନା କରିବା |,எதிர்கொள்ளும்
ବନ୍ଧନର ସମ୍ମୁଖୀନ |,எதிர்கொள்ளும் பிணைப்பு
ନିରାପତ୍ତା କାରକ,பாதுகாப்பு காரணி
ପତନ,வீழ்ச்சி
ଫେସିଆ |,ஃபேசியா
ଫେସିଆ ବୋର୍ଡ |,முக பலகை
ତ୍ରୁଟି,தவறு
କ୍ଷେତ୍ର ଆର୍ଦ୍ରତା |,வயல் ஈரப்பதம்
ଅନ୍ତିମ ଆର୍ଦ୍ରତା ସମାନ |,இறுதி ஈரப்பதம் சமம்
ଫିଲେଟ୍ (ମୋର୍ଟାର),ஃபில்லட் (மோட்டார்)
ଅନ୍ତିମ,இறுதி
ଅନ୍ତିମ ମାପ |,இறுதி அளவீடு
ଅନ୍ତିମ ଦେୟ,இறுதி கட்டணம்
ଅନ୍ତିମ ପୂର୍ବ ଚାପ |,இறுதி முன் மன அழுத்தம்
ଅନ୍ତିମ ଟେନସନ |,இறுதி பதற்றம்
ଆର୍ଥିକ ସମ୍ଭାବନା |,நிதி சாத்தியம்
ଭଲ ଏଗ୍ରିଗେଟ୍ |,நேர்த்தியான மொத்த
ଖଣ୍ଡ ଖଣ୍ଡ |,பிளவுபட்ட பாறை
ପତାକା ପଥର |,கொடி கல்
