Bengali,Kannada
অ্যাকোস্টিক জোনিং,ಅಕೌಸ್ಟಿಕ್ ವಲಯ
অর্জিত চরিত্র,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಪಾತ್ರ
অনাক্রম্যতা অর্জিত,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ರೋಗನಿರೋಧಕ ಶಕ್ತಿ
অর্জিত ইমিউনো ঘাটতি সিন্ড্রোম (এইডস),ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಇಮ್ಯುನೊ ಕೊರತೆ ಸಿಂಡ್ರೋಮ್ (ಏಡ್ಸ್)
অ্যাক্রানিয়া,ಪ್ರಾದೇಶಿಕ
অ্যাক্রিডিন ডাই,ಅಣಕಾದ ಬಣ್ಣ
অ্যাক্রোসেন্ট্রিক,ವ್ಯಾಪಕವಾದ
অ্যাক্রোমিয়ন,ಅಕ್ರಾಮನ್
অ্যাক্রোপেটাল সিকোয়েন্স,ಸ್ಥಗಿತದ ಅನುಕ್ರಮ
অ্যাক্রোপেটাল অর্ডার,ಅಕ್ರೊಫೆಟಲ್ ರಾಶಿ
অ্যাক্রোসিন,ಅಕ್ರೋಸಿನ್
অ্যাক্টিন,ಅ ೦ ಗಡಿ
অ্যাক্টিনের মতো প্রোটিন,ಆಕ್ಟಿನ್ ತರಹದ ಪ್ರೋಟೀನ್
অ্যাক্টিনোমর্ফিক,ಕ್ರಿಯಾಶೀಲತೆ
অ্যাক্টিনোমাইসেটস,ಅಂಧ
কর্ম সম্ভাব্য,ಕ್ರಿಯಾಶೀಲತೆ
সক্রিয় কর্দম,ಸಕ್ರಿಯ ಕೆತ್ತನೆ
সক্রিয় স্ল্যাজ ফ্লক,ಸಕ್ರಿಯ ಕೆಸರು ಫ್ಲೋಕ್
অ্যাক্টিভেশন শক্তি,ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ
সক্রিয় শোষণ,ಸಕ್ರಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
সক্রিয় অনাক্রম্যতা,ಸಕ್ರಿಯ ವಿನಾಯಿತಿ
সক্রিয় বিকিরণ,ಸಕ್ರಿಯ ವಿಕಿರಣ
সক্রিয় সাইট,ಸಕ್ರಿಯ ಸೈಟ್
অ্যাক্টিভিন,ದಳ
একুমিনেট,ವಕ್ರವಳತಿ ಮಾಡು
অ্যাডামসিয়া,ಆಡಮ್ಸಿಯಾ
অভিযোজনযোগ্যতা,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
অভিযোজন,ರೂಪಾಂತರ
হালকা শাসনের সাথে অভিযোজন,ಬೆಳಕಿನ ಆಡಳಿತಕ್ಕೆ ಹೊಂದಿಕೊಳ್ಳುವುದು
জলের ঘাটতির সাথে অভিযোজন,ನೀರಿನ ಕೊರತೆಗೆ ಹೊಂದಿಕೊಳ್ಳುವುದು
অভিযোজিত বৈশিষ্ট্য,ಹೊಂದಾಣಿಕೆಯ ಗುಣಲಕ್ಷಣಗಳು
অভিযোজিত অনাক্রম্যতা,ಹೊಂದಾಣಿಕೆಯ ವಿನಾಯಿತಿ
অভিযোজিত বিকিরণ,ಅಡಾಪ್ಟಿವ್ ವಿಕಿರಣ
অভিযোজিত বৈশিষ্ট্য,ಹೊಂದಾಣಿಕೆಯ ಲಕ್ಷಣ
অ্যাড্যাক্সিয়াল পৃষ্ঠ,ಅಡಾಕ್ಸಿಯಲ್ ಮೇಲ್ಮೈ
আসক্তিজনিত ব্যাধি,ವ್ಯಸನಕಾರಿ ಕಾಯಿಲೆ
অ্যাডেনিন,ತಿಕ್ಕಲು
অ্যাডেনোকোর্টিকোট্রপিন,ಒಂದು ತತ್ತ್ವ
অ্যাডেনোহাইপোফাইসিস,ತತ್ತ್ವ
অ্যাডেনোসিন ডিফোসফেট,ತಿರಸ್ಕಾರ
অ্যাডেনোসিন ডায়ামিনেজ,ಅಂಧ
অ্যাডেনোসিন মনোফসফেট,ಅಸಿನಿನ್ ಮೊನೊಫಾಸ್ಫೇಟ್
অ্যাডেনোসিন ট্রাইফোসফেট (এটিপি),ಅಡೆನೊಸಿನ್ ಟ್ರೈಫಾಸ್ಫೇಟ್ (ಎಟಿಪಿ)
অ্যাডিনলেট সাইক্লাস,ತಿರಸ್ಕಾರ
আঠালো শক্তি,ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ
Adipate,ಅಡಿಪಡಿ
অ্যাডিপোকাইট (ফ্যাট সেল),ಅಡಿಪೋಸೈಟ್ (ಕೊಬ್ಬಿನ ಕೋಶ)
মেদ কলা,ಅಡಿಪಾಯಿ ಅಂಗಾಂಶ
অ্যাডনেট,ಮಡಿ
সংলগ্ন সম্প্রদায়,ಪಕ್ಕದ ಸಮುದಾಯ
অ্যাড্রিনাল,ಮೂತ್ರಜನಕಾಂಗ
অ্যাড্রিনাল গ্রন্থি,ಅಡ್ರಿನಲ್ ಗ್ರಂಥಿ
অ্যাড্রেনোকোর্টিকোট্রপিক হরমোন (এসিটিএইচ),ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಎಚ್)
অ্যাড্রেনোকোর্টিকোট্রপিক রিলিজিং হরমোন (ACTRH),ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಬಿಡುಗಡೆ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಆರ್ಹೆಚ್)
Adsorbent,ಹೊರಹೀರುವ
শোষণ,ಹೊರಹೀರತೆ
উন্নত কর্ডেট,ಸುಧಾರಿತ ಸ್ವರಮೇಳ
সুবিধাজনক মিউটেশন,ಅನುಕೂಲಕರ ರೂಪಾಂತರ
অ্যাডভেন্টিয়াল,ಸಾಹಸದ
অ্যাডভেনটিয়াস রুট,ಸಾಹಸಿ ಮೂಲ
বিরূপ প্রভাব,ದುಷ್ಪರಿಣಾಮ
এডেস,ಈಡಿಸ್
সংস্কৃতি বায়ুচালনা,ಸಂಸ್ಕೃತಿಯ ಗಾಳಿ
এরিচাইমা,ವಾಮಪಂಥೀಯ
এরিয়াল,ವೈಮಾನಿಕ
বায়বীয় মূল,ವೈಮಾನಿಕ ಮೂಲ
এরিয়াল শ্যুট,ವೈಮಾನಿಕ ಚಿಗುರು
বায়ুজীবী শ্বসন,ಏರೋಬಿಕ್ ಉಸಿರಾಟ
বায়ুজীবী শ্বসন,ಏರೋಬಿಕ್ ಉಸಿರಾಟ
নান্দনিকতা,ಸೌಂದರ್ಯಶಾಸ್ತ್ರ
এ্যাস্টিভেশন,ಅಸ್ವಸ್ಥತೆ
এ্যাস্টিভেশন,ಅಸ್ವಸ್ಥತೆ
Afferent,ವಿಪರೀತ
অ্যাফিনিটি ক্রোমাটোগ্রাফি,ಅಫಿನಿಟಿ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ
ক্ষতিগ্রস্থ অঙ্গ,ಪೀಡಿತ ಅಂಗ
Afforastation,ಸಂಯಮ
আগামোস্পার্মি,ಗಗನಯ
আগর,ಗಾಡಿ
আগারোজ,ಜನಗಮಣ
আগারোজ জেল এ্যালেট্রোফোরেসিস,ಅಗರೋಸ್ ಜೆಲ್ ಎಲೆಟ್ರೋಫೊರೆಸಿಸ್
আগারোজ পলিমার জেল,ಅಗರೋಸ್ ಪಾಲಿಮರ್ ಜೆಲ್
আগস্ট,ಚೂರುಪಾರು
আগাভা,ಭೂತಾಳೆ
বয়স বিতরণ,ವಯಸ್ಸಿನಲ್ಲಿ ವಿತರಣೆ
বয়স পিরামিড,ವಯಸ್ಸು ಪಿರಮಿಡ್
আগ্রাসন,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
সমষ্টি,ಒಟ್ಟು
ফলিকেলের সমষ্টি,ಕೋಶಕ ಒಟ್ಟು
ফলিকেলের সমষ্টি,ಕೋಶಕ ಒಟ್ಟು
সমষ্টি,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
আগ্রাসন,ಆಕ್ರಮಣಶೀಲತೆ
আন্দোলনকারী সিস্টেম,ಚಮತ್ಕಾರ
অগ্নিথা,ಅಜ್ಞಾತ
আগৌটি,ಗಾಡಿ
অ্যাগ্রানাল ক্লোরোপ্লাস্ট,ಪಂಥದ
অ্যাগ্রানুলার,ಕೃಪಣದ
অ্যাগ্রানুলোকাইট,ಪಂಥಿ
কৃষি,ಕೃಷಿ
কৃষি,ಕೃಚಾರಕ
অ্যাগ্রোব্যাক্টেরিয়াম মধ্যস্থতা,ಆಗ್ರೊಬ್ಯಾಕ್ಟೀರಿಯಂ ಮಧ್ಯಸ್ಥಿಕೆ
অ্যাগ্রোব্যাক্টেরিয়াম টিউফেসিয়েনস,ಅಗ್ರೋಬ್ಯಾಕ್ಟೀರಿಯಂ ಟ್ಯೂಮೆಫಾಸಿಯನ್ಸ್
এগ্রোকেমিক্যাল,ಕೃಷಿ ರಾಸಾಯನಿಕ
এগ্রোকেমিক্যাল,ಕೃಷಿ ರಾಸಾಯನಿಕ
অ্যাগ্রোক্লিম্যাটিক জোন,ಕೃಷಿ ವಲಯ
কৃষি বৈশিষ্ট্য,ಕೃಷಿ ಲಕ್ಷಣ
কৃষি,ಕೃಷಿ ವಿಜ್ಞಾನ
এইডস,ನೆರಳು
বায়ুকোষ,ಗಾಳಿಗೊಡೆ
এয়ার কন্ডিশনার,ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ
বাতাস চলাচলের স্থান বা গলি,ಗಾಳಿಯ ಮಾರ್ಗ
বায়ু দূষণ,ವಾಯು ಮಾಲಿನ್ಯ
এয়ার স্যাক,ಗಾಳಿಯ ಚೀಲ
এয়ার ভ্যাকুওল,ವಿಮಾನ ನಿರ್ವಾತ
বায়ু শ্বাস প্রশ্বাস,ಗಾಳಿ ಮರೆಯುವ
আলাইন,ತಲ್ಲಣ
অ্যালারি পেশী,ಅಲರಿ ಸ್ನಾಯು
আলাস্কান ব্রাউন বিয়ার,ಅಲಸ್ಕನ್ ಕಂದು ಕರಡಿ
আলবিনো,ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ
আলবুগো,ದಾಸ್ಯ
অ্যালবামিন,ಉಣ್ಣೆಯಂಥ
অ্যালবামিনাস বীজ,ಉಬ್ಬು ಬೀಜದ ಬೀಜ
অ্যালবামিনুরিয়া,ಬಿಲ್ಲಿನ
অ্যালবার্নাম,ಪಾರಾಗಲಿ
আলসিডে,ಹದಮುದಾಯಿ
আলডিহেড,ಆಲ್ಡಿಹ್ಯೀಡ್
অ্যালডোস্টেরন সিস্টেম,ಆಲ್ಡೋಸ್ಟಾನ್ ವ್ಯವಸ್ಥ
অ্যালডোস্টেরন,ಆಲ್ಡೋಸ್ಟಲಿಗೆ
আলেউরোন স্তর,ಅಲ್ಯೂರೋನ್ ಪದರ
আলেউরোপ্লাস্ট,ಕಣ್ಣುಹಾಯ
আলফালফা,ಉಚ್ಚಾರಣಾ
অ্যালগাল ব্লুম,ಪಾಚಿಯ ಹೂವು
অ্যালগিন,ಪಾರಿಗೊಣ
এলিয়েন ডিএনএ,ಅನ್ಯಲೋಕದ ಡಿಎನ್‌ಎ
এলিয়েন প্রজাতি,ಅನ್ಯ
প্রান্তিককরণ,ಜೋಡಣೆ
প্রান্তিককরণ,ಜೋಡಣೆ
খাদ্যনালী,ಅಲಿಮೆಂಟಿನ ಕಾಲುವೆ
অ্যালিমেন্টারি সিস্টেম,ಅಲಿಮೆಂಟರಿ ವ್ಯವಸ್ಥೆಯ
আলিসম্যাসেস,ಮಿತ್ರತತ್ವ
ক্ষারীয়,ಕ್ಷಾರೀಯ
ক্ষারীয়,ಕ್ಷಾರೀಯ
অ্যালকাপ্টোনুরিয়া,ಕ್ಷಾರೀಯ
অ্যালান্টোইস,ನಾರು
অ্যালিল ফ্রিকোয়েন্সি,ಆಲೀಲ್ ಆವರ್ತನ
অ্যালিল,ಇಳಿಜಾರು
Allelomorphic জুটি,ಅಲಿಮಾರ್ಫಿಕ್ ಜೋಡಿ
অ্যালার্জেন,ಅಲರ್ಜಾಟ
অলিগেটর,ಅಲಿಗ್ನ
অ্যালিয়াম সিইপিএ,ಆಲಿಯಂ ಸೆಪಾ
অ্যালোগ্যামি,ಅಲೋಗಮಿ
অলোগ্রাফ্ট,ಅರಿಯುವವಳು
অ্যালোপ্যাট্রিক স্পেসিফিকেশন,ಅಲೋಪ್ಯಾಟ್ರಿಕ್ ಸ್ಪೆಸಿಪೇಶನ್
অ্যালোপলিপ্লয়েড,ಸೂತ್ರ
অ্যালোস্টেরিক প্রভাব,ಅಲೀರಿಕ್ ಪರಿಣಾಮ
অ্যালোস্টেরিক এনজাইম,ಅಲೋಸ್ಟರಿಕ್ ಕಿಣ್ವ
অ্যালোস্টেরিক ইনহিবিটার,ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿರೋಧಕ
অ্যালোস্টেরিক মড্যুলেশন,ಅಲೋಸ್ಟೆರಿಕ್ ಮಾಡ್ಯುಲೇಷನ್
অ্যালোস্টেরিক সাইট,ಅಲೋಸ್ಟರಿಕ್ ಸೈಟ್
অ্যালোস্টেরিক বাধা,ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿಬಂಧಕ
Allotetraploid,ತಟೆಾತ್ರಾ
অ্যালাস,ದಾಸ್ಯ
অ্যালো,ಅಡೆ
অ্যাক্সন বরাবর,ಆಕ್ಸಾನ್ ಉದ್ದಕ್ಕೂ
আলফা-অ্যান্টিট্রিপসিন,ಆಲ್ಫಾ-ಆಂಟಿಟ್ರಿಪ್ಸಿನ್
আলফা-ল্যাকটালবুমিন,ಆಲ್ಫಾ-ಲಾಕ್ಟಾಲ್ ಬ್ಯೂನ್
আলপাইন জলবায়ু অবস্থা,ಆಲ್ಪೈನ್ ಹವಾಮಾನ ಸ್ಥಿತಿ
আল্পাইন মেডো,ಆಲ್ಪೈನ್ ಹುಲ್ಲುಗಾವಲು
আলপাইন জোন,ಆಲ್ಪೈನ್ ವಲಯ
অ্যালস্টোনিয়া,ಆಲ್ಸ್ಟೋನಿಯಾ
বিকল্প,ಪರ್ಯೇಡು
বিকল্প,ಪರ್ಯಾಯ
প্রজন্মের বিকল্প,ಪೀಳಿಗೆಯ ಪರ್ಯಾಯ
উচ্চতায় অসুস্থতা,ಎತ್ತರ ಕಾಯಿಲೆ
উচ্চতা,ಎತ್ತರ
অ্যালভোলার নালী,ಅಲ್ವಿಯೋಲಾರ್ ನಾಳ
অ্যালাইটেস,ಮಣ್ಣು
আলঝেইমার রোগ,ಆಲ್ z ೈಮರ್ ಕಾಯಿಲೆ
আমাক্রাইন সেল,ಅಮಾಮಿನ ಕೋಶ
অমরান্থেসি,ಹುಳ
অমরান্থাস,ಹುಳಿ
পরিবেষ্টিত ওসমোটিক ঘনত্ব,ಸುತ್ತುವರಿದ ಆಸ್ಮೋಟಿಕ್ ಸಾಂದ್ರತೆ
অ্যাম্বিস্টোমা,ಅಂಬಿಸ್ಟೋಮ
অ্যামাইড,ಅಸ್ಫುಲ್
অ্যামিনো অ্যাসিড,ಅಮೈನೊ ಆಸಿಡ್
অ্যামিনো অ্যাসিড গ্রহণকারী,ಅಮೈನೊ ಆಸಿಡ್ ಸ್ವೀಕಾರಕ
অ্যামিনোসিল টি আরএনএ সিনথেটিজ,ಅಮೈನಾಕ್ಲ್ ಟಿ ಆರ್ಎನ್ಎ ಸಿಂಥೆಟೇಸ್
অ্যামিনোসিলেশন,ಅಮೈನೊಅಸಿಲೇಷನ್
অ্যামিটোসিস,ಅಮೀಟಾಸಿ
অ্যামোনিয়া,ಅಮೋನಿಯ
অ্যামোনিফিকেশন,ಅಮೋನೀಕರಣ
অ্যামোনোটেলিজম,ಅಮ್ಮನೋಟೆಲಿಸಂ
অ্যামনিওসেন্টেসিস,ಜ್ಯೂನಿಯೊಸೆಂಟಿಸ್
অ্যামনিওসেন্টেসিস কৌশল,ಆಮದೋಸೆಂಟೆಸಿಸ್ ತಂತ್ರ
অ্যামনিওসাইট,ಅಮ್ನಿಯೈಟ್
অ্যামনিয়ন,ಮಂಕಾದ
অ্যামনিয়োটিক তরল,ಆಮ್ನಿಯೋಟಿಕ್ ದ್ರವ
অ্যামনিয়োটিক ঝিল্লি,ಜಾಮ್ನಿಯೆಟಿಕ್ ಮೆಂಬರೇನ್
Amniotic কোষ,ಜಾಮಿಕಾಟದ ಚೀಲ
অ্যামিবা,ಅಮೀಬ
অ্যামিবোসাইট,ಅಮೀಬೋಸೈಟ್
অ্যামোবয়েড,ಅಮೀಬಯುಡಿ
অ্যামোবয়েড লিম্ফোসাইট,ಅಮೀಬಯಿಡ್ ಲಿಂಫೋಸೈಟ್
অ্যামোবয়েড আন্দোলন,ಅಮೀಬಯಿಡ್ ಚಲನೆ
নিরাকার,ಅರೂಪದ
পরিমাণ,ಮೊತ್ತ
অ্যাম্ফিটামিন,ಆಭರಣ
উভচর,ಉಭಯಚರ
উভচর,ಉಭಯಚರ
উভচর,ಉಭಯಚರ
অ্যাম্ফিওক্সাস,ಉಲ್ಬಣ
অ্যাম্ফিওক্সাস ল্যানসোল্যাটাস,ಆಂಫಿಯೋಕ್ಸಸ್ ಲ್ಯಾನ್ಸೊಲಾಟಸ್
অ্যাম্পিপ্যাথিক,ಉಭಯಪಕ್ಷೀಯ
অ্যাম্পিপ্যাথিক লিপিড,ಉಭಯಚರ ಲಿಪಿಡ್
অ্যাম্ফিসারকা,ಉಚ್ಚಾರೆ
অ্যাম্পিসিলিন,ಲೋಕದ
আম্পুল্লা,ಹಲ್ಲು
অ্যাম্পুলারি গ্রন্থি,ಶಿರೋಕ್ತಿ ಗ್ರಂಥಿ
অ্যামিগডাল,ಅಮಿಗ್ಡಾಲ್
অ্যামিগডেল,ಬಾಚು
অ্যামিগডালিন,ಅಮಿಗ್ಲಿನ್
অ্যামাইলেস,ಮಂಕಾದ
অ্যামাইলোপ্লাস্ট,ಅಮಿಲೋಪ್ಲಾಸ್ಟ್
আনাবেনা,ಅ ೦ ಗಡಿ
আনাবাস,ಹಳ್ಳ
অ্যানাবোলিক পথ,ಅನಾಬಲಿನ ​​ಮಾರ್ಗಗಳು
অ্যানাবোলিজম,ಅನಾಬಾಲಿಸಂ
Anacardiaceae,ಅನಾಕಾರ್ಡಿಯಾಸಿ
রক্তাল্পতা,ರಕ್ತಹೀನತೆ
অ্যানেরোব,ಬಯೆರೋಲೆ
অ্যানেরোবিক জ্বালানী,ಆಮ್ಲಜನವ್ಯಕ್ತಿ
অ্যানেরোবিক শ্বাস প্রশ্বাস,ಆಮ್ಲಜನವ್ಯಕ್ತಿ
অ্যানেরোবিক স্ল্যাজ ডাইজেস্টর,ಆಮ್ಲಜನಕರಹಿತ ಕೆಸರು ಡೈಜೆಸ್ಟರ್
অ্যানেরোবিক,ಆಮ್ಲಜನವ್ಯಕ್ತಿ
আনাইমা,ಅನೈಮ
মলদ্বার,ಗುದ
মলদ্বার,ಗುದ
মলদ্বার অ্যাপারচার,ಗುದ ದ್ಯುತಿರಂಧ್ರ
মলদ্বার সেরসি,ಗುದ
মলদ্বার লুপ,ಗುದ ಲೂಪು
মলদ্বার শৈলী,ಗುದ ಶೈಲಿ
সাদৃশ্য,ಹೋಲುವ
সাদৃশ্য,ಹೋಲುವ
উপমা,ಸಾದೃಶ್ಯ
উপমা,ಸಾದೃಶ್ಯ
বিশ্লেষণ,ವಿಶ್ಲೇಷಣೆ
অ্যানাফেজ,ಅನಾಫೇಸ್
শারীরবৃত্তীয় বাধা,ಅಂಗರಚನಾ ತಡೆಗೋಡೆ
শারীরবৃত্তীয় দিক,ಅಂಗರಚನಾ ಅಂಶ
অ্যানাটোমিস্ট,ಅಂಗರಚನಾ ತಜ್ಞ
অ্যানাটমি,ಅಂಗರಚನಾಶಾಸ್ತ್ರ
পূর্বপুরুষ বংশোদ্ভূত ক্রম,ಪೂರ್ವಜರ ವಂಶಸ್ಥ ಅನುಕ್ರಮ
পৈতৃক বংশ,ಪೂರ್ವಜರ ವಂಶ
পৈতৃক ক্রম,ಪೂರ್ವಜರ ಅನುಕ್ರಮ
অ্যান্সিলোস্টোমা,ಚಾಚು
অ্যান্ড্রোসিয়াম,ಆಂಡ್ರೊಸಿಯಮ್
অ্যান্ড্রোজেন,Andrಷಧ
রক্তাল্পতা,ರಕ್ತಹೀನತೆ
অ্যানিমোন,ವೇಶ್ಯೆ
অ্যানিউপ্লয়েড,ಅನೆಲಾಯ್ಡ್
Aneuploidy,ಅನೆಪ್ಲು
এনজিনা,ಗಂಜಿ
অ্যাঞ্জিওগ্রাম,ಆಂಗಿಯ ವರ್ಗ
অ্যাঞ্জিওগ্রাফ,ಆತಿ
অ্যাঞ্জিওগ্রাফি,ಆಂಜಿಯಾರಿ ಶಾಸ್ತ್ರ
অ্যাঞ্জিওপ্লাস্টি,ಆಂಜಿಯೋಪ್ಲಾಸ್ಟಿ
সপুষ্পক,ಆಂಗಿಯೋಸ್ಪೆರ್ಮು
অ্যাঞ্জিওটেনসিন,ಆಂಜಿಯೋಟೆನ್ಸಿನ್
অ্যাঞ্জিওটেনসিনোজেন,ಆಂಜಿಯೋಟೆನ್ಸಿನ್ ವಂಶದ
অ্যাংলার ফিশ,ಗಾಳಹಾಕಿ ಮೀನು
অ্যাঙ্গুইনা,ಗದ್ದೆ
অ্যাঙ্গুইস,ಕುಡಿನೂದಿ
প্রাণী,ಪ್ರಾಣಿ
প্রাণী,ಪ್ರಾಣಿ
প্রাণী গোবর,ಪ್ರಾಣಿ ಸಗಣಿ
পশুপালন,ಪಶುಸಂಗೋಪನೆ
প্রাণী ক্যারিওটাইপিং,ಪ್ರಾಣಿ ಕ್ಯಾರಿಯೋಟೈಪಿಂಗ್
প্রাণী কিংডম,ಪ್ರಾಣಿ ಸಾಮ್ರಾಜ್ಯ
প্রাণী টিস্যু,ಪ್ರಾಣಿಗಳ ಅಂಗಾಂಶ
অ্যানিমালিয়া,ಪ್ರಾಣಿ
অ্যানিয়ন,ಅಯಾನು
অ্যানিসোট্রপিক ব্যান্ড,ಅನಿಸೊಟ್ರಾಪಿಕ್ ಬ್ಯಾಂಡ್
অ্যানিলিং,ಮುಟ್ಟಿದ
অ্যানেলিড,ಗಡಿಯಾರ
অ্যানেলিডা,ಅನುಗ್ರಹದ
বার্ষিক রিং,ವಾರ್ಷಿಕ ಉಂಗುರ
কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায়,ಉರಿಯೂತ
অ্যানুল,ಅನ್ನ್ಯೂಲ್
অসাধারণ প্রকার,ಅಸಂಗತ ಪ್ರಕಾರ
অ্যানোফিলস,ಅನಾಫಿಲಿಸ್
পিঁপড়া ইটার,ಇರುವೆ ಭಕ್ಷಕ
বিরোধী,ವಿರೋಧದ
অ্যান্টার্কটিক,ಪೃಷ್ಠದ
অ্যান্টেনা,ಆನಂತಾ
অ্যান্টেনা কমপ্লেক্স,ಆಂಟೆನಾ ಸಂಕೀರ್ಣ
অ্যান্টেনাল গ্রন্থি,ಆಂಟೆನಾಲ್ ಗ್ರಂಥಿ
পূর্ববর্তী (ভেন্ট্রাল) ধূসর শিং,ಮುಂಭಾಗದ (ಕುಹರದ) ಬೂದು ಕೊಂಬು
পূর্ববর্তী হাইপোফাইসিস,ಮುಂಭಾಗದ ಹೈಪೋಫಿಸಿಸ್
পূর্ববর্তী ইন্টারভেন্ট্রিকুলার সালকাস,ಮುಂಭಾಗದ ಮಧ್ಯಸ್ಥಿಕೆಯ ಸಲ್ಕಸ್
অ্যান্থার,ಪರಾಗ
অ্যান্থার সংস্কৃতি,ಪರಂಪರೆ ಸಂಸ್ಕೃತಿ
অ্যানথেরিডিয়াম,ಸ ೦ ಗಂಥಿಯ
