Gujarati,Odiya
વૃક્ષને લગતું,ଅର୍ବ୍ରାଲ୍ |
હવાઇકરણ,ସ୍ଥାପନ |
સર્વસામાન્ય રેકોર્ડ,ପ୍ରତ୍ନତାତ୍ତ-ବଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |
ક્ષેત્ર આંકડા,କ୍ଷେତ୍ର ପରିସଂଖ୍ୟାନ
વિસ્તાર,କ୍ଷେତ୍ର
શુષ્ક ઇકોસિસ્ટમ,ARID ECOSYSem |
અણીદાર,ଅରିଲ୍
સુગંધ,ସୁଗନ୍ଧ
સુગંધિત છોડ,ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |
સુગંધિત ચોખા,ସୁଗନ୍ଧିତ ଚାଉଳ |
તંગર,ତୀର
મહાપમાવર,ଆସେସିସ୍
ખસી,ଅଭିଯୁକ୍ତ
અજાતીય પ્રચાર,ଶ୍ୱେକାର ପ୍ରଚାର
પરાકાષ્ઠા,ଆମ୍ପେ
અસ્ક્યામત,ସମ୍ପତ୍ତି
આત્મસાત,ଆସିମେଇର |
મંડળ,ସଙ୍ଗଠନ
આહલાદક,Astringent
અસમપ્રાપ્ત,ଆସନାପାସୀ |
તૃષ્ણા,ସଂଲଗ୍ନବାଦ
અણમા,ପରମାଣିଜର
કૃશતા,ଆଟ୍ରୋଫି |
સ્વતસ્તરી,ଅଟୋଗାମି |
સ્વચાલનતા,ଅଟଲିସିସ୍ |
સ્વચાલિત થાંભલા,AroutDation
સ્વોલપ્લોઇડ,ଅଟୋପୋଲାପ୍ଲୋଡ୍ |
Uxક્સિન્સ,Auxins
AWN (બરછટ),Awn (ବ୍ରଷ୍ଟଲ୍)
બદામ,ବାଦାମ |
કુંવાર,ଆଲୋ
અમરાન્થસ,ଅମରାନ୍ତିନ |
ક amંગું,ଆମି
અંજાન ઘાસ,ଅଜାନର ଘାସ |
ગૂંજ,ଆଠର୍ିୟମ୍ |
"ઓનલા, ભારતીય ગૂસબેરી","ଆଲୋଲା, ଭାରତୀୟ ଗୋଲାକାର |"
સફરજન,ଆପଲ୍
દુર્દ્રાવી,ଆପ୍ରିକେଟ୍ |
જાસ્મિન,ଆର୍ବିଆନ୍ ଜସ୍ମିନ୍ |
અરેકા અખરોટ,Areca but
ખલાસી,ଅର୍ଜନୁନ୍
અફેટીડા,ଆସଫୋଏଡା
રાખ,ପାଉଁଶ ଗୁଣ୍ଡ |
અશોક વૃક્ષ,ଅଶୋକା ଗଛ |
એશ્થમા નીંદણ (યુફોર્બિયા),ଅଶମ୍ମା ତୃଣକ (ଇଫୋରିୟା)
શતાવરીનો શતાાયણ,ଅସରପା
એવોકાડો,ଆଭୋକାଡୋ |
અલ્ફાલ્ફા (લ્યુસર્ન),ଆଲଫାଲଫା (ଲୁସେର୍ନ)
કીડી,ପିମ୍ପୁଡ଼ି
એફિડ,ଆପିଡସ୍ |
સૈન્યમાં,ସେନା ପୋକ
કૃષિ -અર્થશાસ્ત્રી,କୃଷି ଅର୍ଥନୀତିଜ୍ଞ
કૃષિ વિસ્તરણવાદી,କୃଷି ବିସ୍ତାରବାଦୀ |
કૃષિ -વિજ્ scientાન,କୃଷି ବ scientist ଜ୍ଞାନିକ |
ખેતી ઈજનેર,କୃଷି ଅଞ୍ଜିନକାରୀ |
કેરોગવિજ્ologistાન,Agrobiooglist
કૃષિવિજ્istાની,ସହଯୋଗୀ
કૃષિવિજ્stાન,Agropsicsicst
પશુ સંવર્ધક,ପଶୁ ପ୍ରଜନକ |
બેસિલસ વાયરસ,ବାକିଲସ୍ ଭାଇରସ୍ |
દંભ,ବାଣ୍ଡିଲସ୍ |
જીવાત,ଜୀବାଣୁ
કોઇ,ବିରାଇଓଟୋକ୍ସିନ୍ |
મસાલા,ବାଗାସେସ୍ |
સરવૈયા,ତୂଳନା ପତ୍ର
શેતરાન,ସନ୍ତୁଳିତ ଫର୍ଟିଲାଇଜେସନ୍ |
આકૃતિ,ବାର୍ ଚିତ୍ର |
ભડકો,ଭୁକିବା |
બાહુદ માળખાં,ବାରୋମିଟର |
ઉજ્જડ,ବନ୍ଧ୍ୟା
પાયો,ଆଧାର
ઉજવણી,ବାସନ
બીક,ପରଫିପାଲ୍ |
દરિયાકાંઠે,ଆଧାର ତୁଲମ୍ |
ચોમાસા,ବାଇ ମ so ସୁମୀ |
પધ્ધદનો છોડ,ଉଦ୍ଭିଦ ବହନ
પથારી,ଶଯ୍ୟା
ઘાને,ଶଯ୍ୟା
નાળ,ଶଯ୍ୟା
બીટ દાળ,ବିଟ୍ ଗୁଣ୍ଡ |
ધૂન,ଘଣ୍ଟି
બેલ્ટ,ବେଲ୍ଟ
લાભ આપતી કિંમતે વિશ્લેષણ,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
પક્ષપાતી (નમૂના),ପକ୍ଷପାତ (ନମୁନା)
દ્વિવાર્ષિક,ବିଏନୋନିଆଲ୍
દ્વિપદી,Binomial
જૈવિક,ବାୟୋଲାଇଜେଣ୍ଟ |
જૈવ,ବାୟୋସେଡିକ୍ |
બાયનર્જી,ବାୟୋହୀ
જીવવિજ્icsાન,ବାୟୋନୋମିକ୍ସ |
બાયરોએક્ટર,ବାୟୋରାକ୍ଟର
જીવશોષ,ବାୟୋସଫିର୍
જૈવિક,ବାୟୋଟିକ୍ |
જંતુઓ,ବାୟୋଟାଇପ୍ |
દ્વિલિંગી,ବିସେକ୍ସୁଆଲ୍
નિસ્તેજ,ଖାଲି
વિનોદ,ବିସ୍ଫୋରଣ
મિશ્રણ,ମିଶ୍ରଣ
વાંક કા blવો,ଶୁକ୍ର
ફટકો,ଫୁଲା
ક્રાંતિ,ବ୍ଲୁ ବିପ୍ଳବ
તળિયે ગરમીનો ઓરડો,ତଳ ଉତ୍ତାପ ଚାମ୍ବର |
તળિય ગરમીની તકનીક,ତଳ ଉତ୍ତାପ ଟେକ୍ନିକ୍ |
ક brંગું,ଶାଖା
શાખા,ଶାଖା
શાખા -શાખા -શાખ્ય,ଶାଖା
ઉછેર,ପ୍ରଜାତି
ઉછેર,ପ୍ରଜନନ
કોઇ,ଉଜ୍ଜ୍ୱଳ
ક brંગું,Etod
જાંબુડી,ବଡିଙ୍ଗ
અંદાજપત્ર,ବଜେଟ୍
બફર,ବଫର୍
ગોળાકાર,ବଲ୍ବ
સંલગ્ન,ବଣ୍ଟନ
પેટા-પેદાશ,ଉତ୍ପାଦ ଦ୍ୱାରା
બબુલ બાવળ,ବାବୁଲ ଆକାସିଆ |
બાળક મકાઈ,ଶିଶୁ ମକା |
બેલ,ବାଥ୍
બાલ,ବିଲ୍
બાલસમ,ବାଲସାମ
વાંસ,ବାଉଁଶ
કરડ,କଦଳୀ
વડ નું વૃક્ષ,ବାନିଆନ୍ ଗଛ |
જવ,ବାର୍ଲି
બાર્નેયાર્ડ બાજરી,ବରଗାର୍ଡ ମିଲେଟ୍ |
એક જાતનો છોડ,ବେସନ
બેસ્ટાર્ડ દેવદાર,ବଷ୍ଟାର୍ଡ ​​ଏରସ
બેસ્ટર્ડ માયરોબાલન,ବଷ୍ଟାର୍ଡ ​​ମିରୋବଲାନ୍ |
બૌહિનીયા,ବାହୁଏସିଆ
ખાડી,ଦୁ very ଖଦ
બીન,ବିନ୍
સલાદ,ବିଲାତି
બાલ્ટડોન્ના,ବେଲାଣ୍ଡୋନା
બેવકૂફ,ହେ
ઠપકો આપવો,Berseim
સોપારી,Beelt
બિલોમ્બી,ବିଲିମ୍ବି
કડવી દારૂ,ତିକ୍ତ ଗୁଣ୍ଡ |
કાળો ગ્રામ,କଳା ଗ୍ରାମ
કાળી નાઈટશેડ,କଳା ନାଇଟ୍ଶେଡ୍ |
બોગૈનવિલે,ବଗିନିଭିଆ |
બોટ,ବୋତଲ ବ୍ରଶ |
બોટલ ગોળા,ବୋତଲ ଗୋବଲଙ୍କ |
બ boxટ -ઝાડ,ବାକ୍ସ ଗଛ
બ્રેડ ફળો,ରୁଟି ଫଳ
લગ્ન સમારંભ,Bridal creper
શોરબકોર,ବ୍ରିନଜାଲ୍ |
વ્યાપક બીન,ବ୍ରଡ୍ ବିନ୍ |
કોતરણી,ବ୍ରୋକୋଲି
બ્રસેલ્સ sprout,ବ୍ରସେଲର ସ୍ପ୍ରୁଟ୍ |
બિયાં સાથેનો દાણો,ବାଲକ୍ୟୁଟ
Butોરિયા,ବଟି
એક જાતની નાની ભડકી,ବ୍ୟାଣ୍ଡିକୋଟ୍ |
સહન કરવું,ଭାଲୁ
ભમરો,ପୋକ
ફોલ્લો ભમરો,ବ୍ଲିଷ୍ଟର ବିଟଲ୍ |
વાદળી બળદ,ନୀଳ ଷଣ୍। |
Bણપત્ર,ବୋଲ୍ ପୋକ
બ butterટરફ્લાય,ପ୍ରଜାପତି
જીવાણુવિજ્ologistાની,ଜୀବାଣୁ ବିଶେଷଜ୍ଞ |
જૈવ રસાયણાકાર,ବାୟୋକେମିଷ୍ଟ |
જીવવિજ્ologistાન,ଜୀବବିଜ୍ଞାନୀ |
જીવવિજ્ologistાની,ବାୟୋଟଚନୋଲୋଜିଷ୍ଟ
વનસ્પતિશાસ્ત્ર,ଉଦ୍ଭିଦଦାତା
સી ભેજ લાક્ષણિકતા વળાંક,C ଆର୍ଦ୍ରତା ଚରିତ୍ରିକ ବକ୍ର |
કેક,ପିଠା
ગુણવાળું,ସହଭାଗୀ
ચુન્યાસ,କାଲସିଫିକେସନ୍ |
ફોસ્ફેટનું ગણતરી,ଫସଫେଟର କାଲକେଣ୍ଟ |
ઉશ્કેરાટ,ଚତୁରତା
ક callલસ,କୁଲସ୍
Calાળ,କାଲିକ୍ସ
ક calલિક્સનો અંત,କାଲିକ୍ସ-ଏଣ୍ଡ |
કણસ,କାମ୍ବିୟମ୍
ક canંગું,କାକର
ડબ્બા,କ୍ୟାନିଂ
છત્ર,ଛାତ
પાટનગર,ପୁଞ୍ଜି
કરચલીકરણ,କାଗଶ
ક capંગલ,Capsule
કાર્બન,କାର୍ବନ୍ରେଟେଡ୍ |
કાર્બનલાઇઝેશન,କାର୍ବୋନିଅନାଇଜେସନ୍ |
કળ,କାର୍ପେଲ
કળશ,କାର୍ପସ୍ |
કિલ્લો,କାଷ୍ଟିଂ
વિસર્જન,କାଟାବୋଲିଜିମ୍ |
ઉદ્દીપન,କାଟାଲିସିସ୍ |
ઈયળ,କୀଟପତଙ୍ଗ
સી-ડી.એન.એ.,C- DNA ଲାଇବ୍ରେରୀ |
છત,ଛାତ
ઓરડું,କକ୍ଷ
કેન્દ્રીય નેતા પદ્ધતિ,କେନ୍ଦ୍ରୀୟ ନେତା ବ୍ୟବସ୍ଥା |
કેન્દ્ર બનાવવી,ସେଣ୍ଟ୍ରିକ୍ |
કેન્દ્રો,ଶତକଡ଼ା
કેન્દ્ર,ସେଣ୍ଟ୍ରିଫେଜ୍ |
કેન્દ્ર,ସେଣ୍ଟ୍ରିଓନ୍ |
કેન્દ્રોવાળું,ସେଣ୍ଟ୍ରୋଜେନିକ୍ |
કેન્દ્રો,ସେଣ୍ଟ୍ରୋଜେନସ୍ |
કરકસર,କୀପତି
ધારણ,ଶସ୍ୟ
પ્રમાણપત્ર,ପ୍ରମାଣପତ୍ର
પ્રમાણિત બીજ,ସାର୍ଟିଫାଏଡ୍ ବିହନ |
કણ,ଚାଉଳ
ચલાઝા,ଚେଲାଜା |
વાદળવિજ્ismાન,କେମୋଟ୍ରୋପିମ୍ |
જાંબુડિયા રંગ,ଚିୟମା
ઠંડક કલાકો,ଥଣ୍ଡା ଘଣ୍ଟା |
ઠંડક ઇજા,ଚିଲିଂ ଆଘାତ |
તંગ,ଚିମେରା |
કળ,ଚୋରାନେଣ୍ଟି |
હરિતદ્રવ્ય,କ୍ଲୋରୋଫିଲେଲ୍ |
હરિતદ્રવ્ય,ଚୋରୋରୋସାଇସ୍
હરિતદ્રવ્ય,ଚୋରୋରୋଲୋଜି |
ક્રોમેટિડ,କ୍ରୋମାମାସିଡ୍ |
ક્રોમટિન,ଚ୍ରୋମାଟିନ୍ |
ક્રોમશલિઓ,ଚ୍ରୋମାଟୋଗ୍ରାଫି
ક્રોધિતતા,ଚୋରମାଟୋଲିଆସିସ୍
ક્રોમોસેન્ટ્રી,କ୍ରୋମେଣ୍ଟ୍ରେ |
ક્રોમતત્વ,ଚେରମୋଲେନ୍ସେସ୍
રંગભૂમિ,କ୍ରୋମ୍ରୋପ୍ରୋଇଟେନ୍ |
રંગબેરંગી,କ୍ରୋମୋଜୋମ୍
કાયમી,କ୍ରନିକ୍
સિત્તર,କୃଷି
કવડો,କ୍ଲାନ୍ତ
વર્ગીકરણ,ବର୍ଗୀକରଣ
માટી,ମାଟି
સફાઈ,ସଫା କରିବା
રોટી,କ୍ଲିସିଷ୍ଟଗାମି |
ઘાતકી ફળ,ଜଳମୟ ଫଳ |
વાતાવરણ,ଜଳବାୟୁ
આબોહવાવિજ્ologyાન,କମ୍ପନୋଲୋଜି
જાડું,କ୍ଲିପର୍
ગાલ,କ୍ଲାନ୍ତ
ક્લોન,କ୍ଲୋନ
વાદળ,ମେଘ
ઝગડો,Ump ୁଲା |
ઝગડો,କ୍ଲଷ୍ଟର
બરછટ,କଠିନ
કોટ (બીજ),କୋଟ୍ (ବିହନ)
કોપરો,ନଡିଆ
કોનઝાઇમ,ସହଯୋଗୀ
સુશોભન,ଘନିଷ୍ଠ
Coાંકણ,କୋର
કોયડો,କୁଲେରରିଜା
કોઠાર,କଲର
કોલોઇડ (માટી),କୋଲଏଡ୍ (ମାଟି)
જાંબુડિયા રંગનું બનેલું,କୋନିଲେଲା
કોલમ,ସ୍ତମ୍ଭ
સંપ્રદાય,ପ୍ରଶଂସା
વેપારી બેંક,ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ
કોડ્યુ,ଦ୍ରବ୍ୟ
સમુદાય,ସମ୍ପ୍ରଦାୟ
કોમ્પેક્શન (માટીનું),ସଙ୍କୋଚନ (ମାଟିର)
સુસંગતતા,ସୁସଙ୍ଗତତା
સુસંગતતા,ସୁସଙ୍ଗତତା
વળતર,କ୍ଷତିପୂରଣ
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |
પૂરક પાક,ସମ୍ପୃକ୍ତ ଫସଲ
સંકુલ,ଜଟିଳ
ઘટક,ଉପାଦାନ
-નું જોડાણ,ରଚନା
કંપોસ્ટ,କମ୍ପୋଷ୍ଟ
સંયોજન વ્યાજ,ଯ ound ଗିକ ଆଗ୍ରହ |
ગણતરી,ଗଣନା
કોમ્પ્યુટર,କମ୍ପ୍ୟୁଟର
એકાગ્રતા,ଏକାଗ୍ରତା
શરત,କଣ୍ଡିସନର
વાહકતા,ଆଚରଣ
ગોઠવણી,ବିନ୍ୟାସ
સુસંગતતા,ଅନୁକୂଳ
મૂંઝવણભર્યું,ଦ୍ୱନ୍ଦ୍ୱ
જોડાણ,ମିଳିତତା
સંબંધક,ସଂଯୋଗ
સંરક્ષણ,ସଂରକ୍ଷଣ
એકીકરણ,ସଂସ୍ଥାଗୁଡ଼ିକ
ઘટ,ନିରନ୍ତର
ગ્રાહક,ଗ୍ରାହକ
વપરાશ,ବ୍ୟବହାର
દૂષણ,ପ୍ରଦୂଷଣ
સમોચ્ચ વાવેતર,ବିଷୟବସ୍ତୁ ବୃକ୍ଷ
સમતૈલી,ବିଷୟବସ୍ତୁ
કરાર -ખેતી,ଚୁକ୍ତିନାମା ଚାଷ
નિયંત્રિત સંગ્રહ,ନିୟନ୍ତ୍ରିତ ଷ୍ଟୋରେଜ୍ |
સહકારી બેંક,ସହ-ଅପରେଟିଭ୍ ବ୍ୟାଙ୍କ |
ભૌતિક,ସହଯୋଗ
ક copંગું,ସହଯୋଗୀ
કોતર,କରମ୍
કોથળી,କରୋଲଲା
કોતરણી,କର୍ଟେକ୍ସ
ખર્ચ,ମୂଲ୍ୟ
કોટિલેડોન (બીજ),କୋଟିଲିଡନ୍ (ବିହନ)
ધિરાણ મંડળી,କ୍ରେଡିଟ୍ ସମାଜ |
જમા,କ୍ରେଡିଟ୍
લેણદાર,କ୍ରେସର୍ମର
ખરબચડું,କ୍ରେଷ୍ଟଷ୍ଟ
કરચલી,ଚୂର୍ଣ୍ଣ କରନ୍ତୁ |
સંકટ,ସଙ୍କଟ
માપદંડ,ମାନଦଣ୍ଡ
વિવેકી,ଗୁରୁତର
પાક વીમો,କ୍ରପ୍ ବୀମା |
પાક -લોન,ଫସଲ loan ଣ
પાક,ଫସଲ
પાક વિસ્તાર,କ୍ରପ୍ ଏରିଆ |
વળગાડ,କ୍ରସ୍-ଅସଙ୍ଗତ |
તાજ (છોડ),ମୁକୁଟ (ଉଦ୍ଭିଦ)
ભડકો,ଖଣ୍ଡ
બંદર,ଭୂତଳ
ગુપ્ત,କ୍ରିପ୍ଟୋଗାମ୍ |
કુલ (ફળો),CULE (ଫଳ)
ક culંગું,କୁଲମ୍
ખેડૂત,ଚାଷ ଜ
ખેતી,ଚାଷ
ખેડૂત,ପତ୍ରିକା
સંસ્કાર,ସଂସ୍କୃତି
ઉપચાર,କ୍ୟୁସିଂ
કરચલી,କୁଞ୍ଚଳ
ચલણ,ମୁଦ୍ରା |
પહાડીચણો,କୁମଲେ
કાપવા,କାଟିବା
કોતરણી,Cyst
કોયડો,ସାଇଟୋଚ୍ରୋମ୍ |
ચિત્ત્રમણિકા,ସାଇଟୋଗାମି |
ચક્રાક્રમ,ସାଇଟୋଜେନେସୀ |
સાયટોજેનેટિક્સ,ସାଇଟୋଜେନେଟିକ୍ସ
ચિત્તભ્રમ,ସାଇଟୋୋକାଇନ୍ସିସ୍
મનોહરવિજ્ cyાન,ସାଇଟୋଲୋଜି
કોયતરો,CYTOYLISISISTS
કોથળી,ସାଇଟୋମେରେ
કોયડો,ସାଇଟୋପ୍ଲାଜମ୍
કોબી,ବନ୍ଧାକୋବି
કactક્ટસ,କାକଟସ୍ |
ક calંડન,କ୍ୟାଲେଣ୍ଡୋୁଲା |
કેનેરી ઘાસ (ફાલારિસ),କାନାରି ଘାସ (ଫାର୍ଲିସ୍)
ઝેર,କାନନା |
કળણ,କ୍ୟାପିଟିସ୍
ક capંગિકમ,Capsicum
કોથળી,କାରାମୋବୋଲା |
કાર્પા,କାରାସା |
ઇલાયચી,କାର୍ଡାମୋମ |
સંતાડ,କାର୍ନେସନ୍ |
ગાજર,ଗାଜର
કાજુ,କାଜୁ ବାଦାମ |
કાસિયા,କ୍ୟାସିୟା
એરપોર,କାଷ୍ଟର |
ફૂલકોબી,ଫୁଲକୋବି |
કચુંબરની વનસ્પતિ,ସେଲରି
ચેમ્પ,ଚମ୍ପାକ୍
ચેતાન,ଚେନୋପୋଡିୟମ୍
ચેરી ટમેટા,ଚେରି ଟମାଟୋ |
ચેરી,ଚେରି
"ચણા, ગ્રામ","ଛେନା, ଗ୍ରାମ |"
મરચાં,ଚିଲିସ
ચાઇના ટર્પેન્ટાઇન ટ્રી,ଚୀନ୍ ଟର୍ପେଣ୍ଟାଇନ୍ ଗଛ |
ચો-ચો,ଚୋ-ଚାଉ
ક્રાયસન્થેમમ,ChrysSanthemumum
"ચુફા, પૃથ્વી બદામ","ଚୁଫା, ପୃଥିବୀ ବାଦାମ |"
ચિત્ત,ସୋହୋରୀ
તજ,ଚିନାବାଦାମ |
સિટ્રોન,ଆରଟନ୍ |
સિટ્રોનેલા ઘાસ,ସାଇଟ୍ରନେଲିଲା ଘାସ |
ચ bingતી જાસ્મિન,ଜସ୍ମିନ୍ ଚ cl େ |
ફાટવું,ଲବଙ୍ଗ
કલગીર બીન,କ୍ଲଷ୍ଟର ବିନ୍ |
કોકો,କୋକୋ
નારિયેળ,ନଡ଼ିଆ |
કોફી,କଫି
કોલસ,କୋଲସ
કોલોકસિયા,କୋଲୋସିସିଆ
