Tamil,Telugu
அடினோகார்டிகோட்ரோபின்,అడెనోకార్టికోట్రోపిన్
அடினோஹைபோஃபிசிஸ்,అడెనోహైపోఫిసిస్
அடினோசின் டைபாஸ்பேட்,అడెనోసిన్ డిఫాస్ఫేట్
அடினோசின் டீமினேஸ்,అడెనోసిన్ డీమినేస్
அடினோசின் மோனோபாஸ்பேட்,అడెనోసిన్ మోనోఫాస్ఫేట్
அடினோசின் ட்ரைபாஸ்பேட் (ஏடிபி),గ్రంధి ముడతలు
அடினிலேட் சைக்லேஸ்,అడెనిలేట్ సైక్లేస్
பிசின் சக்தி,అంటుకునే శక్తి
கொழுப்பு,అడిపేట్
அடிபோசைட் (கொழுப்பு செல்),కొవ్వు పెండినవి
கொழுப்பு திசு,కొవ్వు కణజాలము
Adnate,Adnate
அருகிலுள்ள சமூகம்,ప్రక్కనే ఉన్న సంఘం
அட்ரீனல்,అడ్రినల్
அட்ரினல் சுரப்பி,అడ్రినల్ గ్రంథి
அட்ரினோகார்டிகோட்ரோபிக் ஹார்மோன் (ACTH),ఎడ్రినల్ గ్రంథి
அட்ரினோகார்டிகோட்ரோபிக் வெளியீட்டு ஹார்மோன் (ACTRH),ఎడ్రినల్ గ్రంథి యొక్క విడుదల హార్మోన్
Adsorbent,Adsorbent
உறிஞ்சுதல்,శోషణ
மேம்பட்ட சோர்டேட்,అధునాతన కార్డేట్
சாதகமான பிறழ்வு,ప్రయోజనకరమైన మ్యుటేషన్
சாகச,అడ్వెసిషియల్
சாகச வேர்,సాహసోపేతమైన రూట్
பாதகமான விளைவு,ప్రతికూల ప్రభావం
Aedes,AEDES
கலாச்சாரத்தின் காற்றோட்டம்,సంస్కృతి వాయువు
ஏரென்கிமா,ఏరెన్చైమా
வான்வழி,ఆకాశయాన
வான்வழி வேர்,వైమానిక రూట్
வான்வழி படப்பிடிப்பு,వైమానిక షూట్
ஏரோபிக் சுவாசம்,ఏరోబిక్ శ్వాసక్రియ
ஏரோபிக் சுவாசம்,ఏరోబిక్ శ్వాసక్రియ
அழகியல்,సౌందర్యం
அவதூறு,ఎస్టివేషన్
அவதூறு,ఎస్టివేషన్
Afferent,అనుబంధ
இணைப்பு நிறமூர்த்தம்,అనుబంధ క్రోమాటోగ్రఫీ
பாதிக்கப்பட்ட உறுப்பு,బాధిత అవయవం
காடு வளர்ப்பு,అటవీ నిర్మూలన
அகமோஸ்பெர்மி,అగామోస్పెర్మీ
அகர்,అగర్
அகரோஸ்,అగరోస్
அகரோஸ் ஜெல் எலெட்ரோபோரேசிஸ்,అగరోస్ జెల్ ఎలెట్రోఫోరేసిస్
அகரோஸ் பாலிமர் ஜெல்,అగరోస్ పాలిమర్ జెల్
அகாஸ்ட்,అగాస్ట్
நீலக்கத்தாழை,కిత్తలి
வயது விநியோகம்,వయస్సు పంపిణీ
வயது பிரமிட்,వయస్సు పిరమిడ్
திரட்டுதல்,సంకలనం
மதிப்பீட்டு,మొత్తం
நுண்ணறைகளின் மொத்தம்,ఫోలికల్ యొక్క మొత్తం
நுண்ணறைகளின் மொத்தம்,ఫోలికల్ యొక్క మొత్తం
திரட்டுதல்,సమూహనం
ஆக்கிரமிப்பு,దూకుడు
கிளர்ச்சி அமைப்பு,ఆందోళన వ్యవస్థ
அக்னாதா,అగ్నాథ
அகூட்டி,అగౌటి
அக்ரானல் குளோரோபிளாஸ்ட்,అగ్రనాల్ క్లోరోప్లాస్ట్
வேளாண்,అగ్రన్యులర్
அக்ரானுலோசைட்,అగ్రనులోసైట్
வேளாண்மை,వ్యవసాయం
வளர்ப்பு,అగ్రోఫారెస్ట్రీ
அக்ரோபாக்டீரியம் மத்தியஸ்தம்,అగ్రోబాక్టీరియం మధ్యవర్తిత్వం
அக்ரோபாக்டீரியம் டூம்ஃபேசியன்ஸ்,అగ్రోబాక్టీరియం ట్యూమెఫేసియన్స్
வேளாண் வேதியியல்,వ్యవసాయ రసాయన
வேளாண் வேதியியல்,వ్యవసాయ రసాయన
வேளாண் மண்டலம்,అగ్రోక్లిమాటిక్ జోన్
வேளாண் பண்பு,వ్యవసాయ లక్షణం
வேளாண்,వ్యవసాయ శాస్త్రం
எய்ட்ஸ்,ఎయిడ్స్
காற்று சிறுநீர்ப்பை,గాలి మూత్రాశయం
ஏர் கண்டிஷனர்,వాతానుకూలీన యంత్రము
விமானப் பாதை,గాలి మార్గం
காற்று மாசுபாடு,వాయుకాలుష్యం
ஏர் சாக்,ఎయిర్ శాక్
காற்று வெற்றிடம்,ఎయిర్ వాక్యూల్
காற்று சுவாசம்,గాలి-శ్వాస
அலைன்,అలైన్
அலரி தசை,అలారి కండరం
அலாஸ்கன் பிரவுன் கரடி,అలాస్కాన్ బ్రౌన్ బేర్
இயற்கை நிறத்தை இழந்தவர்,అల్బినో
அல்புகோ,అల్బుగో
ஆல்புமின்,అల్బుమిన్
ஆல்புமினஸ் விதை,అల్బుమినస్ సీడ్
அல்புமினூரியா,అల్బుమినూరియా
ஆல்பர்னம்,అల్బర్నమ్
அல்செடே,ఆల్కే
ஆல்டிஹீட்,ఆల్డెహీడ్
ஆல்டோஸ்டிரோன் அமைப்பு,ఆల్డోస్టెరాన్ వ్యవస్థ
ஆல்டோஸ்டிரோன்,ఆల్డోస్టెరాన్
அலியுரோன் அடுக்கு,అల్యూరోన్ పొర
அலூரோபிளாஸ்ட்,అల్యూరోప్లాస్ట్
அல்பால்ஃபா,అల్ఫాల్ఫా
பாசி பூக்கும்,ఆల్గల్ బ్లూమ్
ஆல்ஜின்,అల్జీన్
ஏலியன் டி.என்.ஏ.,గ్రహాంతర DNA
அன்னிய இனங்கள்,గ్రహాంతర జాతులు
சீரமைப்பு,అమరిక
சீரமைப்பு,అమరిక
உணவுக்குழாய்,అలిమెంటరీ కెనాల్
ஆன்டிமென்டரி சிஸ்டம்,అలిమెంటరీ సిస్టమ్
அலிஸ்மேசீஸ்,అలిస్మాసిస్
காராய்டு,ఆల్కలాయిడ్
கார,ఆల్కలీన్
அல்காப்டோனூரியா,అల్కాప్టోటోరియా
அலன்டோயிஸ்,అల్లాంటోయిస్
அலீல் அதிர்வெண்,యుగ్మ వికల్ప ఫ్రీక్వెన్సీ
அல்லீல்,యుగ్మ వికల్పం
அல்லீலோமார்பிக் ஜோடி,అల్లెలోమోర్ఫిక్ జత
ஒவ்வாமை,అలెర్జీ
முதலை,ఎలిగేటర్
அல்லியம் செபா,అల్లియం సెపా
Allocamy,అయోగాగమి
அலோகிராஃப்ட்,అల్లోగ్రాఫ్ట్
அலோபாட்ரிக் விவரக்குறிப்பு,అల్లోపాట్రిక్ స్పెసియేషన్
அலோபோலிப்ளோயிட்,అల్లోపాలిప్లోయిడ్
அலோஸ்டெரிக் விளைவு,అలోస్టెరిక్ ప్రభావం
அலோஸ்டெரிக் என்சைம்,అలోస్టెరిక్ ఎంజైమ్
அலோஸ்டெரிக் இன்ஹிபிட்டர்,అలోస్టెరిక్ ఇన్హిబిటర్
அலோஸ்டெரிக் பண்பேற்றம்,అలోస్టెరిక్ మాడ్యులేషన్
அலோஸ்டெரிக் தளம்,అలోస్టెరిక్ సైట్
அலோஸ்டெரிக் தடுப்பு,అలోస్టెరిక్ నిరోధం
அலோடெட்ராப்ளோயிட்,అలోటెట్రాప్లాయిడ్
அல்னஸ்,ఆల్నస్
கற்றாழை,కలబంద
அச்சுடன்,ఆక్సాన్ వెంట
ஆல்பா-ஆன்டிட்ரிப்சின்,ఆల్ఫా-యాంటిట్రిప్సిన్
ஆல்பா-லாக்டல்புமின்,ఆల్ఫా-లాక్టల్బ్యూమిన్
ஆல்பைன் காலநிலை நிலை,ఆల్పైన్ వాతావరణ పరిస్థితి
ஆல்பைன் புல்வெளி,ఆల్పైన్ మేడో
ஆல்பைன் மண்டலம்,ఆల్పైన్ జోన్
ஆல்ஸ்டோனியா,ఆల్స్టోనియా
ஆல்டர்னேரியா,ఆల్టర్నేరియా
மாற்று,ప్రత్యామ్నాయ
தலைமுறையின் மாற்று,తరం యొక్క ప్రత్యామ్నాయం
உயர நோய்,ఎత్తు రుగ్మత
உயரம்,ఎత్తు
அல்வியோலர் குழாய்,అల్వియోలార్ డక్ట్
Alytes,అలిట్స్
அல்சீமர் நோய்,అల్జీమర్స్ వ్యాధి
AMACRINE CELL,అమాక్రిన్ సెల్
அமராந்தேசி,అమరాంతేసి
அமராந்தஸ்,అమరాంథస్
சுற்றுப்புற ஆஸ்மோடிக் செறிவு,పరిసర ఓస్మోటిక్ గా ration త
அம்ப்ஸ்டோமா,అంబిస్టోమా
அமைடு,అమైడ్
அமினோ அமிலம்,అమైనో ఆమ్లం
அமினோ அமில ஏற்பி,అమైనో యాసిడ్ అంగీకారం
அமினோஅசில் டி ஆர்.என்.ஏ சின்தேடேஸ்,అమైన్‌లాకారి
அமினோஅசிலேஷன்,అమైనోఅసిలేషన్
அமிடோசிஸ்,అమిటోసిస్
அம்மோனியா,అమ్మోనియా
அம்மோனிகேஃபிகேஷன்,అమ్మోనిఫికేషన్
அம்மோனோடெலிசம்,అమ్మోనోటెలిజం
அம்னோசென்டெசிஸ்,అమ్నియోసెంటెసిస్
அம்னோசென்டெசிஸ் நுட்பம்,అమ్నియోసెంటెసిస్ టెక్నిక్
அம்னியோசைட்,అమ్నియోసైట్
அம்னியன்,అమ్నియోన్
அம்னோடிக் திரவம்,అమ్నియోటిక్ ద్రవం
அம்னோடிக் சவ்வு,అమ్నియోటిక్ పొర
அம்னோடிக் சாக்,అమ్నియోటిక్ శాక్
அமீபா,అమీబా
அமீபோசைட்,అమీబోసైట్
அமீபாய்டு,అమీబాయిడ్
அமீபாய்டு லிம்போசைட்,అమీబోయిడ్ లింఫోసైట్
அமீபாய்டு இயக்கம்,అమీబోయిడ్ కదలిక
உருவமற்ற,నిరాకార
தொகை,మొత్తం
ஆம்பெடமைன்,యాంఫేటమిన్
ஆம்பிபியா,ఉభయచర
ஆம்பிபியன்,ఉభయచర
ஆம்பிபியன்,ఉభయచర
ஆம்பியோக்ஸஸ்,యాంఫియోక్సస్
ஆம்பியோக்ஸஸ் லான்சியோலட்டஸ்,యాంఫియోక్సస్ లాన్సోలాటస్
ஆம்பிபாதிக்,యాంఫిపతిక్
ஆம்பிபாதிக் லிப்பிட்,యాంఫిపతిక్ లిపిడ్
ஆம்பிசர்கா,యాంఫిసార్కా
ஆம்பிசிலின்,ఆంపిసిలిన్
ஆம்புல்லா,అంపుల్లా
ஆம்பல்லரி சுரப்பி,అంపల్లరీ గ్రంథి
அமிக்டால்,అమిగ్డాల్
அமிக்டேல்,అమిగ్డేల్
அமிக்டலின்,అమిగ్డాలిన్
அமிலேஸ்,అమిలేస్
அமிலோபிளாஸ்ட்,అమిలోప్లాస్ట్
அனபீனா,అనాబెనా
அனபாஸ்,అనాబాస్
அனபோலிக் பாதைகள்,అనాబాలిక్ మార్గాలు
அனபோலிசம்,అనాబాలిజం
அனகார்டியாசி,అనాకార్డియాసి
இரத்த சோகை,రక్తహీనత
காற்றில்லா,Anaerobe
காற்றில்லா எரிபொருள்,వాయురహిత ఇంధనం
காற்றில்லா சுவாசம்,వాయురహిత శ్వాసక్రియ
காற்றில்லா கசடு டைஜெஸ்டர்,వాయురహిత బురద డైజెస్టర్
காற்றில்லா,Anaerobic
அனைமா,అనైమా
குத,ఆసన
குத,ఆసన
குத துளை,ఆసన ఎపర్చరు
குத செர்சி,అనల్ సెర్సీ
குத லூப்,అనల్ లూప్
குத பாணி,ఆసన శైలి
ஒப்பீட்டு,సారూప్యత
ஒப்பீட்டு,సారూప్యత
ஒப்புமை,సారూప్యత
ஒப்புமை,సారూప్యత
பகுப்பாய்வு,విశ్లేషణ
அனாபேஸ்,అనాఫేస్
உடற்கூறியல் தடை,శరీర నిర్మాణ అవరోధం
உடற்கூறியல் அம்சம்,శరీర నిర్మాణ అంశం
உடற்கூறியல் நிபுணர்,శరీర నిర్మాణ శాస్త్రవేత్త
உடற்கூறியல்,శరీర నిర్మాణ శాస్త్రం
மூதாதையர் வழித்தோன்றல் வரிசை,పూర్వీకుల వారసుడు క్రమం
மூதாதையர் பரம்பரை,పూర్వీకుల వంశం
மூதாதையர் வரிசை,పూర్వీకుల క్రమం
அன்சிலோஸ்டோமா,అన్సైలోస్టోమా
ஆண்ட்ரோசியம்,ఆండ్రోసియం
ஆண்ட்ரோஜன்,ఆండ్రోజెన్
இரத்த சோகை,రక్తహీనత
அனிமோன்,ఎనిమోన్
அனூப்ளோயிட்,అనూప్లోయిడ్
அனூப்ளோயிடி,అనూప్లోయిడి
ஆஞ்சினா,ఆంజినా
ஆஞ்சியோகிராம்,యాంజియోగ్రామ్
ஆஞ்சியோகிராஃப்,యాంజియోగ్రాఫ్
ஆஞ்சியோகிராஃபி,యాంజియోగ్రఫీ
ஆஞ்சியோபிளாஸ்டி,యాంజియోప్లాస్టీ
ஆஞ்சியோஸ்பெர்ம்,యాంజియోస్పెర్మ్
ஆஞ்சியோடென்சின்,యాంజియోటెన్సిన్
ஆஞ்சியோடென்சினோஜென்,యాంజియోటెన్సినోజెన్
ஆங்லர் மீன்,జాలరి చేప
அங்குயினா,అంగునా
ஆங்குயிஸ்,అంగుయిస్
விலங்கு,జంతువు
விலங்கு,జంతువు
விலங்கு சாணம்,జంతువుల పేడ
கால்நடை வளர்ப்பு,పశుసంరక్షణ
விலங்கு காரியோடைப்பிங்,జంతువుల కార్యోటైపింగ్
விலங்கு இராச்சியம்,జంతు సామ్రాజ్యం
விலங்கு திசு,జంతువుల కణజాలం
விலங்கு,యానిమాలియా
அனியன்,అయాన్
அனிசோட்ரோபிக் பேண்ட்,అనిసోట్రోపిక్ బ్యాండ్
அனீலிங்,ఎనియలింగ్
Annelid,అన్నెలిడ్
அன்னெலிடா,అన్నెలిడా
ஆண்டு வளையம்,వార్షిక రింగ్
வருடாந்திர,యాన్యులేటెడ్
Annule,యాన్యుల్
ஒழுங்கற்ற வகை,క్రమరహిత రకం
அனோபீல்ஸ்,అనోఫిల్స్
எறும்பு உண்பவர்,చీమ తినేవాడు
விரோதமான,విరోధి
அண்டார்டிக்,అంటార్కిటిక్
ஆண்டெனா,యాంటెన్నా
ஆண்டெனா காம்ப்ளக்ஸ்,యాంటెన్నా కాంప్లెక్స్
ஆண்டெனல் சுரப்பி,యాంటెనల్ గ్రంథి
முன்புற (வென்ட்ரல்) சாம்பல் கொம்பு,ముందరి (వెంట్రల్) బూడిద కొమ్ము
முன்புற ஹைப்போபிஸிஸ்,పూర్వ హైపోఫిసిస్
முன்புற தலையீட்டு சல்கஸ்,పూర్వ జోక్య సల్కస్
மகரந்தம்,Anther
மகரந்த கலாச்சாரம்,పూర్వ సంస్కృతి
Anteridium,ఆంథెరిడియం
ஆந்தமாசி,అంటెరోజాయిడ్
அந்தோசெரோஸ்,ఆంథోసెరోస్
அந்தோசெரோடோப்சிடா,ఆంథోసెరోటోప్సిడా
ஆந்த்ராக்ஸ்,ఆంత్రాక్స్
மானுடவியல் அழிவு,మానవ అంతరించిపోవడం
மானுடவியல்,మానవ శాస్త్రం
பாக்டீரியா எதிர்ப்பு,యాంటీ బాక్టీరియల్
ஆண்டிபயாடிக் பென்சிலின்,యాంటీబయాటిక్ పెన్సిలిన్
ஆண்டிபயாடிக் எதிர்ப்பு,యాంటీబయాటిక్ రెసిస్టెంట్
நுண்மணி,యాంటీబయాటిక్ (లు)
ஆன்டிபாடி,యాంటీబాడీ
ஆன்டிபாடி ஜோடி,యాంటీబాడీ జంట
ஆன்டிபாடி மத்தியஸ்த நோய் எதிர்ப்பு சக்தி,యాంటీబాడీ మధ్యవర్తిత్వ రోగనిరోధక శక్తి
ஆன்டிகோகுலண்ட்,ప్రతిస్కందకం
ஆன்டிகோடன் லூப்,యాంటికోడాన్ లూప్
ஆண்டிடிரஸன்,యాంటిడిప్రెసెంట్
ஆண்டிடியூரிடிக் ஹார்மோன் (ADH),అశ్లీల ముందు భాగము
ஆன்டிஜென் மரபணு,యాంటిజెన్ జన్యువు
ஆன்டிஜென்-ஆன்டிபாடி வளாகம்,యాంటిజెన్-యాంటీబాడీ కాంప్లెక్స్
ஆன்டிஜெனிக் தீர்மானிப்பான்,యాంటిజెనిక్ డిటర్మినెంట్
முரண்பாடு காரணி,యాంటిన్యూట్రిషనల్ కారకం
ஆக்ஸிஜனேற்ற,యాంటీఆక్సిడెంట్
ஆன்டிபோடல் கரு,యాంటీపోడల్ న్యూక్లియస్
எதிர்ப்பு சென்ஸ் ஆர்.என்.ஏ,యాంటీ సెన్స్ RNA
ஆன்டிவைரல் புரதம்,యాంటీవైరల్ ప్రోటీన్
Antrum,Antrum
அனுக்ளீட்,అనుక్లీట్
ஆசனவாய்,పాయువు
கவலைக் கோளாறு,ఆందోళన రుగ్మత
பெருநாடி வளைவு,బృహద్ధమని వంపు
பெருநாடி கேங்க்லியன்,బృహద్ధమని గ్యాంగ్లియన్
பெருநாடி செமிலுனர் வால்வு,బృహద్ధమని సెమిలునార్ వాల్వ్
பெருநாடி வால்வு,బృహద్ధమని కవాటం
APC (ANAPHASE ஐ ஊக்குவிக்கும் சிக்கலானது),APC (అనాఫేస్ ప్రమోటింగ్ కాంప్లెక్స్)
அப்பெலிக் மூதாதையர்,అపెలైక్ పూర్వీకుడు
அஃபிட்,అఫిడ్
அப்ரோடைட்,ఆఫ్రొడైట్
நுனி ஆதிக்கம்,ఎపికల్ ఆధిపత్యం
அபிகல் பேட்,ఎపికల్ ప్యాడ్
பொருள்,ఎపికల్చర్
Apis indica,APIS ఇండికా
Applanospore,అప్లానోస్పోర్
அப்லிசியா,అప్లిసియా
அப்போகார்பே,అపోకార్పే
அப்போகார்பஸ்,అపోకార్పస్
அப்போகார்பஸ் கருப்பை,అపోకార్పస్ అండాశయం
அபோக்ரைன் சுரப்பி,అపోక్రిన్ గ్రంథి
அப்போஎன்சைம்,అపోఎంజైమ్
Apomict,అపోమిక్
Apomixis,అపోమిక్సిస్
அபோபிளாசம்,అపోప్లాజమ్
அப்போபிளாஸ்டிக் பாதை,అపోప్లాస్టిక్ మార్గం
அப்போப்டொசிஸ்,అపోప్టోసిస్
கருவி,ఉపకరణం
Appendicular எலும்புக்கூட்டை,అనుబంధ అస్థిపంజరం
சீக்கத்தின் பின் இணைப்பு,కర్ణభేరి యొక్క అనుబంధం
ஆப்பிள் நத்தை,ఆపిల్ నత్త
மீன்வளர்ப்பு,ఆక్వాకల్చర్
அக்வாபோரின்,ఆక్వాపోరిన్
நீர்வாழ் ஆம்பிபியன்,జల ఉభయచర
நீர்வாழ் வடிவம்,జల రూపం
நீர்வாழ் வாழ்விடம்,జల ఆవాసాలు
நீர்வாழ் உயிரினம்,జల జీవి
நீர்வாழ் ஆலை,జల మొక్క
நீர்வாழ் சுவாசம்,జల శ్వాసక్రియ
நீர்வாழ் திரவம்,సజల ద్రవం
அக்வஸ் முமல்,సజల హ్యూమర్
நீர்வாழ் உள்-செல்லுலார் திரவம்,సజల ఇంట్రా-సెల్యులార్ ద్రవం
அக்வஸ் மாதிரி,సజల నమూనా
நீர் பத திரவம்,సజల ద్రావణంలో
அக்விலா,అక్విలా
அரபிடோப்சிஸ்,అరబిడోప్సిస్
அராக்னிடா,అరాచ్నిడా
அராக்னாய்டு,అరాక్నోయిడ్
அரேனியஸ்,అరేనియస్
ஆர்பெசண்ட்,అర్బోర్సెంట్
ஆர்போரசென்ட் லைகோபாட்,అర్బోర్సెంట్ లైకోపాడ్
தொல்பொருள்,ఆర్కిబాక్టీరియా
ஆர்க்கிகோனியம்,ఆర్కిగోనియం
தீவுக்கூட்டம்,ద్వీపసమూహం
ஆர்க்டிக்,ఆర్కిటిక్
ஆர்க்டிக் டெர்ன்,ఆర్కిటిక్ టెర్న్
ஆர்க்டிக் டன்ட்ரா,ఆర్కిటిక్ టండ్రా
ஆர்டியா,ఆర్డియా
அரியாலர் திசு,ఐసోలార్ కణజాలం
ஆர்கேமோன் (முட்கள் நிறைந்த பாப்பி),రుజువు
ஆர்கேமோன் மெக்ஸிகானா,ఆర్గెమోన్ మెక్సికానా
அர்ஜினைன்,అర్జినిన్
வறண்ட பகுதி,శుష్క ప్రాంతం
அரிஸ்டோலோச்சியாசி,అరిస్టోలోచియాసియా
கை உணவு,చేయి దాణా
இராணுவப்புழு,ఆర్మీవార్మ్
Rioid,Aroid
நறுமணம்,వాసన
கைது செய்பவர்,అరేస్టర్
ஆர்ட்டெமிசியா,ఆర్టెమిసియా
தமனி சிஸ்டாலிக்,ధమనుల సిస్టోలిక్
தமனி கிளரோடிக்,ఆర్టిరియోస్క్లెరోటిక్
ஆர்த்ரோபாட்,ఆర్థ్రోపోడ్
கீல்வாதம்,ఆర్థరైటిస్
ஆர்த்ரோபோடா,ఆర్థ్రోపోడా
குருத்தெலும்பு மூட்டு,కీలు మృదులాస్థి
வெளிப்படுத்துங்கள்,ఉచ్చారణ
வெளிப்படுத்தப்பட்டது,ఉచ్చరించబడింది
செயற்கை இதயமுடுக்கி,కృత్రిమ పేస్‌మేకర్
செயற்கை தேர்வு,కృత్రిమ ఎంపిక
ஆர்டோகார்பஸ் ஹீட்டோரோபில்லஸ்,ఆర్టోకార్పస్ హెటెరోఫిల్లస్
அஸ்பெஸ்டாஸ் ஃபைபர்,ఆస్బెస్టాస్ ఫైబర్
அஸ்பெஸ்டோசிஸ்,ఆస్బెస్టాసిస్
அஸ்காரிஸ்,అస్కారిస్
ஏறும் குரோமடோகிராபி,ఆరోహణ క్రోమాటోగ్రఫీ
ஆஸ்கிடியா,అస్సిడియా
ஆஸ்கிடியன்,అస్సిడియన్
அஸ்கோகார்ப்,అస్కోకార్ప్
அஸ்கோமைசீட்ஸ்,అస్కోమైసెట్స్
அஸ்கார்பிக் அமிலம்,ఆస్కార్బిక్ ఆమ్లం
அஸ்கோஸ்போர்,అస్కోస్పోర్
அஸ்கஸ்,అస్కస్
அசெப்டேட்,Aseptate
ஓரினச்சேர்க்கை இனப்பெருக்கம்,అలైంగిక పునరుత్పత్తి
ஓரினச்சேர்க்கை வித்து,అలైంగిక బీజాంశం
அஸ்பாரகின் சின்தேடேஸ்,ఆస్పరాజిన్ సింథటేస్
அஸ்பாரகஸ்,ఆస్పరాగస్
அஸ்பார்டிக் அமிலம்,అస్పార్టిక్ ఆమ్లం
அஸ்பெர்கிலஸ் நைஜர்,ఆస్పెర్‌గిల్లస్ నైగర్
அஸ்பெர்கிலஸ்,ఆస్పెర్‌గిల్లస్
அஸ்போடெலஸ் டெனுஃபோலியஸ்,అస్ఫోడెలస్ టెనుఫోలియస్
ஆஸ்பிரின்,ఆస్పిరిన్
மதிப்பீடு,పరీక్ష
