Marathi,Bengali
बेस कातरणे,বেস শিয়ারিং
आधार मदन,আধার মদন
बेस एमिटर फीड,বেস ইমিটার ফিড
बेस एमिटर जंक्शन,বেস ইমিটার জংশন
बेस इंजेक्शन,বেস ইনজেকশন
ग्राउंड लाईन,স্থল লাইন
बेस प्रतिकार,বেস প্রতিরোধের
मूळ स्रोत,ভিত্তি উৎস
बेस विस्तार प्रतिकार,বেস সম্প্রসারণ প্রতিরোধের
बेस विस्तार प्रतिकार,বেস সম্প্রসারণ প্রতিরোধের
बेस जाडी,ভিত্তি বেধ
बेस प्रवेश,বেস অ্যাক্সেস
"बेस विड्थ मॉड्युलेशन, बेस एक्सपेन्शन मॉड्युलेशन","বেস উইথ মডুলেশন, বেস এক্সপেনশন মডুলেশন"
बेस कलेक्टर करार,বেস কালেক্টর চুক্তি
वास,গন্ধ
बास वारंवारता,খাদ ফ্রিকোয়েন্সি
बॅटरी,ব্যাটারি
बॉड,বউড
बॉड दर,বড হার
बॉड रेट जनरेटर,বড রেট জেনারেটর
बोडो कोड,বোডো কোড
"सिग्नल, बीकन","সংকেত, বীকন"
"माणिका, बीड","মানিকা, বিড"
मॅनिक कॅपेसिटर,ম্যানিক ক্যাপাসিটর
मणिकर्तपी प्रतिरोधक,মানিকর্তপি প্রতিরোধক
"बीम अँटेना, बीम अँटेना","মরীচি অ্যান্টেনা, মরীচি অ্যান্টেনা"
बीम डिटेक्टर,মরীচি আবিষ্কারক
बीम पॉवर नळी,মরীচি পাওয়ার পায়ের পাতার মোজাবিশেষ
बीम स्विचिंग नोजल,মরীচি সুইচিং অগ্রভাগ
तुळई विस्तार,মরীচি সম্প্রসারণ
बीट वारंवारता,বীট ফ্রিকোয়েন্সি
बीट-फ्रिक्वेंसी ऑसिलेटर,বীট-ফ্রিকোয়েন্সি অসিলেটর
पल्स ऑसिलेटर,পালস অসিলেটর
घंटा,বেল
वाकणे नुकसान,নমন ক্ষতি
बेसल फिल्टर,বেসেল ফিল্টার
बीटा,বেটা
b-h वक्र,b-h বক্ররেখা
"पक्षपात, पक्षपात","পক্ষপাত, পক্ষপাত"
पूर्वाग्रह वर्तमान,পক্ষপাত বর্তমান
पूर्वाग्रह प्रतिकार,পক্ষপাত প্রতিরোধ
दुहेरी अँटेना,ডবল অ্যান্টেনা
द्विदिशात्मक भार प्रवाह,দ্বিমুখী লোড বর্তমান
द्विदिश अँटेना,দ্বিমুখী অ্যান্টেনা
द्विदिश प्रकाश उत्सर्जक डायोड,দ্বিমুখী আলো নির্গত ডায়োড
द्विदिशात्मक थायरिस्टर,দ্বিমুখী থাইরিস্টর
bi FET तंत्रज्ञान,bi FET প্রযুক্তি
द्वि-बिंदू ट्रान्सफॉर्मर,দ্বি-বিন্দু ট্রান্সফরমার
दुहेरी संलयन,ডবল ফিউশন
द्विपक्षीय सर्किट,দ্বিপাক্ষিক সার্কিট
बायनरी,বাইনারি
बायनरी बेरीज,বাইনারি যোগফল
बायनरी सर्किट,বাইনারি সার্কিট
बायनरी कोडेड दशांश,বাইনারি কোডেড দশমিক
बायनरी कोडेड दशांश प्रणाली,বাইনারি কোডেড দশমিক সিস্টেম
बायनरी द्विध्रुवीय कॅपेसिटर,বাইনারি ডাইপোল ক্যাপাসিটর
बायनरी कॅल्क्युलेटर,বাইনারি ক্যালকুলেটর
बायनरी कॅल्क्युलेटर,বাইনারি ক্যালকুলেটর
बायनरी डीकोडर,বাইনারি ডিকোডার
बायनरी शिडी,বাইনারি মই
बायनरी पॅथोमीटर,বাইনারি প্যাথোমিটার
बायनरी स्थिती,বাইনারি অবস্থা
बायनरी-दशांश डिकोडर,বাইনারি-ডেসিমেল ডিকোডার
बायनरी लोड,বাইনারি লোড
बायनरी शब्द,বাইনারি শব্দ
द्विध्रुवीय,বাইপোলার
द्विध्रुवीय कॅपेसिटर,বাইপোলার ক্যাপাসিটর
द्विध्रुवीय उपकरण,বাইপোলার ডিভাইস
द्विध्रुवीय स्रोत,বাইপোলার উৎস
द्विध्रुवीय ट्रान्झिस्टर,বাইপোলার ট্রানজিস্টর
द्विध्रुवीय जंक्शन ट्रान्झिस्टर,বাইপোলার জংশন ট্রানজিস্টর
चतुर्भुज फिल्टर,দ্বিঘাত ফিল্টার
दुहेरी स्थिती,ডবল অবস্থান
दोन-स्टेज मल्टीव्हायब्रेटर,দুই-পর্যায়ের মাল্টিভাইব্রেটর
द्विदिशात्मक रिले,দ্বিমুখী রিলে
biphasic स्थिती,দুই-পর্যায়ের রাষ্ট্র
दोन-स्थिती ट्रिगर,দুই-পজিশন ট্রিগার
बिट त्रुटी,বিট ত্রুটি
बिट त्रुटी दर,বিট ত্রুটি হার
बिट त्रुटी,বিট ত্রুটি
बिटकल त्रुटी,বিটকল ত্রুটি
आंधळा बॉक्स,অন্ধ বাক্স
घनरूप नाडी,ঘনীভূত নাড়ি
सचिव,সচিব
सेक्रेटरी इनहिबिटर,সিক্রেটরি ইনহিবিটার
अंधत्व,অন্ধত্ব
खंड आकृती,সেগমেন্ট ডায়াগ্রাম
अवरोधित करणे,ব্লকিং প্রতিবন্ধকতা
तुकडा हस्तांतरण,খণ্ড স্থানান্তর
इंटरसेप्ट,পথিমধ্যে রোধ করা
रेझिस्टर कॅपेसिटर,প্রতিরোধক ক্যাপাসিটর
रेझिस्टर कॅपेसिटर,প্রতিরোধক ক্যাপাসিটর
रेझिस्टर ऑसिलेटर,ব্লকিং অসিলেটর
ब्लॉकिंग ऑसिलेटर,প্রতিরোধক অসিলেটর
रेझिस्टर व्होल्टेज,প্রতিরোধক ভোল্টেজ
ब्लोअर,ব্লোয়ার
bode आकृती,বোড ডায়াগ্রাম
voltzmann संबंध,voltzmann সম্পর্ক
voltzmann स्थिरांक,voltzmann ধ্রুবক
बंध,বন্ধন
बाउंड स्ट्रेन गेज,আবদ্ধ স্ট্রেন গেজ
स्वयं-समर्थक अॅम्प्लिफायर,স্ব-চালিত পরিবর্ধক
बुलियन बीजगणित,বুলিয়ান বীজগণিত
बुलियन समीकरण,বুলিয়ান সমীকরণ
बूट Strapon,বুট Strapon
बूथचे अल्गोरिदम,বুথের অ্যালগরিদম
बूटस्ट्रॅप प्रिझम सर्किट,বুটস্ট্র্যাপ প্রিজম সার্কিট
bosscutts नियम,bosscutts নিয়ম
बोस-चौधरी हॉकेनहॅम (BCH) कोड,বোস-চৌধুরী হকেনহাম (বিসিএইচ) কোড
"उडी, उडी","লাফ, লাফ"
बद्ध इलेक्ट्रॉन,আবদ্ধ ইলেকট্রন
ब्रॅग रिफ्लेक्टर,ব্র্যাগ প্রতিফলক
गुंफलेली तार,জড়িত তার
शाखा,শাখা
शाखा,শাখা
प्रयोग मंडळ,পরীক্ষা বোর্ড
ब्रेक झोन,বিরতি জোন
ब्रेकिंग व्होल्टेज,ব্রেকিং ভোল্টেজ
ब्रेकडाउन डायोड,ব্রেকডাউন ডায়োড
फ्रॅक्चर फिक्सेशन,ফ্র্যাকচার ফিক্সেশন
ब्रेकिंग व्होल्टेज,ব্রেকিং ভোল্টেজ
पूल,সেতু
ब्रिज रेक्टिफायर,সেতু সংশোধনকারী
रुंद बँड,প্রশস্ত ব্যান্ড
ब्रॉडकास्ट बँड,সম্প্রচার ব্যান্ড
सूक्ष्म अॅरे,অ্যাস্ট্রাল অ্যারে
प्रसारण,সম্প্রচার
ब्रॉडकास्ट अँटेना,সম্প্রচার অ্যান্টেনা
ब्रॉडकास्ट रिसीव्हर,সম্প্রচার গ্রহনকারী যন্ত্র
वारंवारता प्रसारण प्राप्तकर्ता,ফ্রিকোয়েন্সি ব্রডকাস্ট রিসিভার
प्रसारण ट्रान्समीटर,সম্প্রচার ট্রান্সমিটার
बूस्टर अँटेना,বুস্টার অ্যান্টেনা
बस अँटेना,বাস অ্যান্টেনা
ब्रश विसर्जन,বুরুশ নিমজ্জন
बुडबुडे आणि गेट,বুদবুদ এবং গেট
बुडबुडू किंवा गेट,বুডবুডু বা গেট
बबल स्मृती,বুদবুদ স্মৃতি
भरपाई व्होल्टेज,ক্ষতিপূরণকারী ভোল্টেজ
बफर,বাফার
बफर अॅम्प्लीफायर,বাফার পরিবর্ধক
बफर सर्किट,বাফার সার্কিট
बफर ऑपरेटर,বাফার অপারেটর
बफर रजिस्टर,বাফার রেজিস্টার
बल्ब,বাল্ব
लोकसंख्या प्रभाव,জনসংখ্যার প্রভাব
मॅक्रो सेमीकंडक्टर उपकरण,ম্যাক্রো সেমিকন্ডাক্টর ডিভাইস
घड,গুচ্ছ
बुडलेली एक्सचेंज,নিমজ্জিত বিনিময়
बुडलेला थर,নিমজ্জিত স্তর
बुडलेला संपर्क,নিমজ্জিত যোগাযোগ
स्फोट अॅम्प्लीफायर,বিস্ফোরণ পরিবর্ধক
स्फोट कव्हर,বিস্ফোরণ কভার
स्फोट गोळीबार,বিস্ফোরণ গুলি
स्फोट दरवाजा अॅम्प्लीफायर,বিস্ফোরণ দরজা পরিবর্ধক
बर्स्ट मोड,বিস্ফোরিত মোড
स्फोट विभाजक,বিস্ফোরণ বিভাজক
स्फोट सिग्नल,বিস্ফোরণের সংকেত
स्फोट त्रुटी सुधारक कोड,বিস্ফোরণ ত্রুটি সংশোধনকারী কোড
पुरेसा,যথেষ্ট
बस बार,বাস বার
बस संघटना,বাস সংগঠন
बस मानक,বাস স্ট্যান্ডার্ড
फक्त क्षणिक,শুধু ক্ষণস্থায়ী
बटर वर्थ फिल्टर,মাখন মূল্য ফিল্টার
bnc वायर,bnc তার
BNC जॉइंटर,বিএনসি জয়েন্টার
च्या कडे,উপায় দ্বারা
बायपास कॅपेसिटर,বাইপাস ক্যাপাসিটর
बाइट,বাইট
व्ही बँड,ভি ব্যান্ড
सी बँड अँटेना,সি ব্যান্ড অ্যান্টেনা
तार,তার
वायर राउटिंग,তারের রাউটিং
टेलिग्राफ दूरदर्शन,টেলিগ্রাফ টেলিভিশন
कॅशे मेमरी,ক্যাশ মেমরি
Sisim वारंवारता मानक,সিসিম ফ্রিকোয়েন্সি স্ট্যান্ডার্ড
कॅल्क्युलेटर,ক্যালকুলেটর
कॅलिब्रेशन,ক্রমাঙ্কন
कॉल पत्ता,কল ঠিকানা
कॉलपिट ऑसिलेटर,কলপিট অসিলেটর
कॅम कॉर्डर,ক্যাম কর্ডার
कॅमेरा,ক্যামেরা
कॅमेरा नळी,ক্যামেরার পায়ের পাতার মোজাবিশেষ
candela,candela
मेणबत्ती शक्ती,মোমবাতি শক্তি
कॅन्टिलिव्हर स्ट्रेन गेज,ক্যান্টিলিভার স্ট্রেন গেজ
धारण,ধারণ
कॅपेसिटन्स ब्लड प्रेशर ट्रान्सड्यूसर,ক্যাপাসিট্যান্স রক্তচাপ ট্রান্সডুসার
होल्डिंग वितरक,হোল্ডিং ডিস্ট্রিবিউটর
करार धारण,চুক্তি ধারণ
कॅपेसिटन्स गेज,ক্যাপাসিট্যান্স গেজ
धारण कलेक्टर,সংগ্রাহক হোল্ডিং
capacitance reactance,ক্যাপাসিট্যান্স বিক্রিয়া
"कॅपेसिटिव्ह एनर्जी कन्व्हर्टर, ट्रान्सड्यूसर","ক্যাপাসিটিভ এনার্জি কনভার্টার, ট্রান্সডুসার"
कॅपेसिटर,ক্যাপাসিটর
कॅपेसिटर बँक,ক্যাপাসিটর ব্যাংক
कॅपेसिटर फिल्टर,ক্যাপাসিটর ফিল্টার
कॅपेसिटर इनपुट फिल्टर,ক্যাপাসিটর ইনপুট ফিল্টার
विंच मोटर,উইঞ্চ মোটর
पुली सर्वो बॉडी,পুলি সার্ভো বডি
चरखी,চরখী
पकडणे,ক্যাপচার
कॅप्चर कलम,ক্যাপচার ধারা
कॅप्चर प्रभाव,ক্যাপচার প্রভাব
वाहक आवाज प्रमाण,ক্যারিয়ারের শব্দ অনুপাত
कार रेडिओ,গাড়ির রেডিও
कार्बन प्रतिरोधक,কার্বন প্রতিরোধক
कार्ड रीडर,কার্ড পাঠক
कार्डिओइड आकृती,কার্ডিওড ডায়াগ্রাম
गाडी,বহন
कॅरेज रिटर्न,গাড়ি ফেরত
वाहक,বাহক
वाहक संप्रेषण,ক্যারিয়ার যোগাযোগ
वाहक एकाग्रता,ক্যারিয়ারের ঘনত্ব
वाहक वारंवारता,ক্যারিয়ার ফ্রিকোয়েন্সি
वाहक पुनरुत्पादन,ক্যারিয়ার প্রজনন
वाहक पातळी,ক্যারিয়ার স্তর
वाहक जीवन,ক্যারিয়ার জীবন
वाहक गतिशीलता,ক্যারিয়ারের গতিশীলতা
वाहक गुणाकार,বাহক গুণন
वाहक आवाज पातळी,ক্যারিয়ারের শব্দ স্তর
वाहक श्रेणी,ক্যারিয়ার পরিসীমা
वाहक पुनर्प्राप्ती सर्किट,ক্যারিয়ার রিকভারি সার্কিট
वाहक पुनर्निवेशण,ক্যারিয়ার পুনঃনিবেশ
प्रवाहकीय विखुरणे,পরিবাহী বিক্ষিপ্তকরণ
वाहक दडपशाही,ক্যারিয়ার দমন
वाहक पिंजरा,বাহক খাঁচা
वाहक वेग,ক্যারিয়ার বেগ
हाताचा तुकडा,হাত বিট
ध्वज धरला,পতাকা রাখা
"ताबा नोंदवही, ताबा नोंदवही","দখলের রেজিস্টার, দখলের রেজিস্টার"
पोर्टेबल जनरेटर,বহনযোগ্য জেনারেটর
कार्सन कायदा,কার্সনের আইন
काडतूस फ्यूज,কার্তুজ ফিউজ
काडतूस टेप,কার্তুজ টেপ
कॅरी फॉस्टर ब्रिज,ক্যারি ফস্টার ব্রিজ
स्टेप अॅम्प्लीफायर,ধাপ পরিবর্ধক
श्रेणीकरण,গ্রেডেশন
कॅस्केड अॅम्प्लीफायर,ক্যাসকেড পরিবর্ধক
"Cascode अॅम्प्लीफायर, स्टेप अॅम्प्लीफायर","ক্যাসকোড অ্যামপ্লিফায়ার, স্টেপ অ্যামপ্লিফায়ার"
कॅसेट,ক্যাসেট
प्रलोभन,প্ররোচনা
कॅप्टिव्ह कोटर,ক্যাপটিভ কোটার
कॅथोड,ক্যাথোড
कॅथोड ट्रेलिंग,ক্যাথোড ট্রেলিং
कॅथोड ट्रेलिंग अॅम्प्लिफायर,ক্যাথোড ট্রেলিং পরিবর্ধক
कॅथोड ल्युमिनन्स,ক্যাথোড আলোকসজ্জা
कॅथोड साहित्य,ক্যাথোড উপাদান
कॅथोड किरण ऑसिलोस्कोप,ক্যাথোড রে অসিলোস্কোপ
कॅथोड रे ट्यूब,ক্যাথোড রশ্মি নল
कॅथोड कण जमा करणे,ক্যাথোড কণা জমা
कॅथोड ल्युमिनन्स,ক্যাথোড আলোকসজ্জা
कॉयर फिल्टर,কয়ার ফিল্টার
kaver फिल्टर,kaver ফিল্টার
कोटोर,কোটর
एंट्रल रेडिएशन,এন্ট্রাল বিকিরণ
कोटर रेझोनेटर,cotter অনুরণক
फॅट चार्ज कपल्ड डिव्हाइस (सीसीडी),ফ্যাট চার্জ কাপলড ডিভাইস (CCD)
सीडी रोम,সিডি রম
सीडी रोम ड्राइव्ह,সিডি রম ড্রাইভ
सेल (बॅटरी),সেল (ব্যাটারি)
केंद्रीय संसाधन घटक,কেন্দ্রীয় সম্পদ উপাদান
केंद्रीय संसाधन युनिट,কেন্দ্রীয় সম্পদ ইউনিট
केंद्रीय प्रोसेसर,কেন্দ্রীয় প্রসেসর
अर्थ,গড় স্কেল
मध्यम वारंवारता,মধ্য ফ্রিকোয়েন্সি
मध्यम एक्झॉस्ट ट्रान्सफॉर्मर,মাঝারি নিষ্কাশন ট্রান্সফরমার
"सिरेमिक, चिकणमाती","সিরামিক, কাদামাটি"
सिरेमिक फिलर,সিরামিক ফিলার
सिरेमिक फिल्टर,সিরামিক ফিল্টার
सिरेमिक साहित्य,সিরামিক উপাদান
सिरेमिक रेझोनेटर,সিরামিক রেজোনেটর
सिरेमिक ध्वनी रिसीव्हर,সিরামিক শব্দ রিসিভার
सेरेनकोव्ह कॅल्क्युलेटर,সেরেনকভ ক্যালকুলেটর
सरमत,সরমাত
chalcogenide,চ্যালকোজেনাইড
कॅल्कोपायराइट,ক্যালকোপিরাইট
"चॅनेल, चॅनेल","চ্যানেল, চ্যানেল"
चॅनेल बँड विस्तार,চ্যানেল ব্যান্ড সম্প্রসারণ
चॅनेल कोडर,চ্যানেল কোডার
चॅनेल वारंवारता,চ্যানেল ফ্রিকোয়েন্সি
चॅनेल वर्ण,চ্যানেল চরিত্র
चॅनेल वेगळे करणे,চ্যানেল বিচ্ছেদ
चॅनेल सिद्धांत,চ্যানেল তত্ত্ব
वर्ण जनरेटर,চরিত্র জেনারেটর
वर्ण ओळख,চরিত্রের স্বীকৃতি
वैशिष्ट्यपूर्ण प्रतिबाधा,বৈশিষ্ট্যগত প্রতিবন্ধকতা
चार्ज वाहक,চার্জ ক্যারিয়ার
चार्ज कंट्रोल पॅरामीटर,চার্জ নিয়ন্ত্রণ পরামিতি
जोडलेले उपकरण चार्ज करा,মিলিত ডিভাইস চার্জ
चार्ज कपल्ड यादृच्छिक प्रवेश मेमरी,চার্জ যুগল র্যান্ডম অ্যাক্সেস মেমরি
चार्ज घनता,চার্জ ঘনত্ব
चार्ज इंजेक्शन डिव्हाइस,চার্জ ইনজেকশন ডিভাইস
शुल्क तोटा,চার্জ ক্ষতি
चार्ज पंपिंग,চার্জ পাম্পিং
चार्ज सेन्सिंग अॅम्प्लिफायर,চার্জ সেন্সিং এমপ্লিফায়ার
चार्ज स्टोरेज,চার্জ স্টোরেজ
चार्ज केलेले कण,চার্জিত কণা
उत्कट,অনুরাগী
फ्रेम,ফ্রেম
robyshev फिल्टर,robyshev ফিল্টার
बेरीज तपासा,মোট চেক
वारंवारता तपासा,ফ্রিকোয়েন্সি পরীক্ষা করুন
रासायनिक बंध,রাসায়নিক বন্ধন
रासायनिक बाष्प जमा करणे,রাসায়নিক বাষ্প এজাহার
चाइल्ड लॉक सुविधा,চাইল্ড লক সুবিধা
मुलाचा कायदा,শিশুর আইন
चिप,চিপ
चिप सक्रिय करणे,চিপ সক্রিয়করণ
गुदमरणे,দম বন্ধ করা
अधूनमधून,বিরতিহীন
मधूनमधून अॅम्प्लिफायर,বিরতিহীন পরিবর্ধক
मधूनमधून अॅम्प्लिफायर,বিরতিহীন পরিবর্ধক
मधूनमधून मोड,বিরতিহীন মোড
क्रोमा अॅम्प्लीफायर,ক্রোমা পরিবর্ধক
व्यक्तिचित्रण आकृती,চরিত্রায়ন চিত্র
रंगद्रव्य,পিগমেন্টেশন
वर्तुळ आकृती,বৃত্ত চিত্র
सर्किट,সার্কিট
सर्किट विश्लेषण,সার্কিট বিশ্লেষণ
सर्किट ब्रेकर,সার্কিট ব্রেকার
सर्किट आकृती,বর্তনী চিত্র
सर्किट नोटेशन,সার্কিট স্বরলিপি
सर्किट स्विचिंग,সার্কিট বদল
गोलाकार लहरी मार्ग,বৃত্তাকার তরঙ্গ পথ
प्रसारित स्मृती,সঞ্চালন স্মৃতি
बाँडिंग सर्किट,বন্ধন সার্কিট
क्लॅप ऑसिलेटर,ক্ল্যাপ অসিলেটর
वर्ग ए एम्पलीफायर,ক্লাস A পরিবর্ধক
वर्ग A] B] C] D ऑपरेशन्स,ক্লাস A] B] C] D অপারেশন
वर्ग बी एम्पलीफायर,ক্লাস B পরিবর্ধক
क्लास सी अॅम्प्लिफायर,ক্লাস সি পরিবর্ধক
वर्ग डी अॅम्प्लीफायर,ক্লাস ডি পরিবর্ধক
एस वर्ग शरीर,এস ক্লাস বডি
