Bengali,Kannada
প্রবেশাধিকার,ಪ್ರವೇಶ ಸವಲತ್ತು
অ্যাক্সেস নিরাপত্তা,ಪ್ರವೇಶ ಭದ್ರತೆ
অ্যাক্সেস সার্ভার,ಪ್ರವೇಶ ಸರ್ವರ್
অ্যাক্সেস সময়,ಪ್ರವೇಶ ಸಮಯ
স্বীকৃতি,ಸ್ವೀಕೃತಿ
ধ্বনিবিদ্যা,ಅಕೌಸ್ಟಿಕ್ಸ್
সংক্ষিপ্ত রূপ,ಸಂಕ್ಷಿಪ್ತ ರೂಪ
কর্ম বার্তা,ಕ್ರಿಯೆಯ ಸಂದೇಶ
সক্রিয়করণ,ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ
সক্রিয় সার্ভার পৃষ্ঠা (এএসপি),ಸಕ್ರಿಯ ಸರ್ವರ್ ಪುಟ (ASP)
সক্রিয় সংস্করণ,ಸಕ್ರಿಯ ಆವೃತ್ತಿ
অ্যাসাইক্লিক,ಅಸೈಕ್ಲಿಕ್
অ্যাসাইক্লিক গ্রাফ,ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್
অ্যাডা ভাষা,ಅದಾ ಭಾಷೆ
অ্যাডাপ্টার,ಅಡಾಪ್ಟರ್
যোগ করুন,ಸೇರಿಸಿ
ফাইল যুক্ত কর,ಕಡತವನ್ನು ಸೇರಿಸು
অপারেশন যোগ করুন,ಕಾರ್ಯಾಚರಣೆಯನ್ನು ಸೇರಿಸಿ
যোগকারী,ಸೇರಿಸುವವನು
ঠিকানা,ವಿಳಾಸ
ঠিকানা বাস,ವಿಳಾಸ ಬಸ್
ঠিকানা ফাইল,ವಿಳಾಸ ಫೈಲ್
ঠিকানা বিন্যাস,ವಿಳಾಸ ಸ್ವರೂಪ
ঠিকানা জেনারেটর,ವಿಳಾಸ ಜನರೇಟರ್
ঠিকানা লাইন,ವಿಳಾಸ ಸಾಲು
ঠিকানা ম্যাপিং,ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್
ঠিকানা নির্দেশক,ವಿಳಾಸ ಪಾಯಿಂಟರ್
ঠিকানা রেজিস্টার,ವಿಳಾಸ ನೋಂದಣಿ
ঠিকানা রেজোলিউশন,ವಿಳಾಸ ನಿರ್ಣಯ
ঠিকানা অনুবাদ,ವಿಳಾಸ ಅನುವಾದ
ঠিকানাযুক্ত স্মৃতি,ಸ್ಮರಣೆಯನ್ನು ಉದ್ದೇಶಿಸಿ
সম্বোধন,ಉದ್ದೇಶಿಸಿ
পর্যাপ্ততার মানদণ্ড,ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡಗಳು
সংলগ্ন,ಪಕ್ಕದ
প্রশাসন,ಆಡಳಿತ
প্রশাসক,ನಿರ್ವಾಹಕ
অ্যাডোবি অ্যাক্রোব্যাট,ಅಡೋಬ್ ಅಕ್ರೋಬ್ಯಾಟ್
অ্যাডোবি ফটোশপ,ಅಡೋಬ್ ಫೋಟೋಶಾಪ್
অ্যাডভান্স বিজনেস অ্যাপ্লিকেশন প্রোগ্রামিং (ABAP),ಅಡ್ವಾನ್ಸ್ ಬಿಸಿನೆಸ್ ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ (ABAP)
উন্নত তথ্য,ಸುಧಾರಿತ ಡೇಟಾ
উন্নত তথ্য সিস্টেম,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
উন্নত প্রযুক্তি (AT),ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT)
প্রতিনিধি,ಏಜೆಂಟ್
সমষ্টি,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
বায়ুবাহিত কম্পিউটার সিস্টেম,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
aldus পেজ মেকার,ಅಲ್ಡಸ್ ಪೇಜ್ ಮೇಕರ್
সতর্কতা বাক্স,ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ
algol,ಆಲ್ಗೋಲ್
অ্যালগরিদম,ಅಲ್ಗಾರಿದಮ್
অ্যালগরিদম বিশ্লেষণ,ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ
অ্যালগরিদম দক্ষতা,ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ
উপনাম,ಅಲಿಯಾಸ್
প্রান্তিককরণ,ಜೋಡಣೆ
বরাদ্দ,ಹಂಚಿಕೆ
বর্ণানুক্রমিক,ವರ್ಣಮಾಲೆಯ
আলফানিউমেরিক,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
আলফানিউমেরিক কী বোর্ড,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀ ಬೋರ್ಡ್
আলফা-পরীক্ষা,ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ
আলফা-সংস্করণ,ಆಲ್ಫಾ-ಆವೃತ್ತಿ
alt কী,ಆಲ್ಟ್ ಕೀ
আলতাভিস্তা,ಅಲ್ಟಾವಿಸ್ತಾ
অস্পষ্টতা,ಅಸ್ಪಷ್ಟತೆ
অস্পষ্ট ব্যাকরণ,ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ
আমেরিকান ন্যাশনাল স্ট্যান্ডার্ড ইনস্টিটিউট (ANSI),ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI)
আমেরিকান স্ট্যান্ডার্ড কোড ফর ইনফরমেশন ইন্টারচেঞ্জ (ASCII),ಮಾಹಿತಿ ವಿನಿಮಯಕ್ಕಾಗಿ ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್ (ASCII)
এনালগ,ಅನಲಾಗ್
এনালগ কম্পিউটার,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
এনালগ ডিভাইস,ಅನಲಾಗ್ ಸಾಧನ
এনালগ মডেম,ಅನಲಾಗ್ ಮೋಡೆಮ್
এনালগ থেকে ডিজিটাল কনভার্টার (ADC),ಅನಲಾಗ್ ಟು ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ (ADC)
এবং,ಮತ್ತು
এবং সার্কিট,ಮತ್ತು ಸರ್ಕ್ಯೂಟ್
এবং গেট,ಮತ್ತು ಗೇಟ್
এবং অপারেশন নয় (বর্জন),ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ)
অ্যানিমেশন,ಅನಿಮೇಷನ್
টীকা,ಟಿಪ್ಪಣಿ
ব্যতিক্রম,ಅಸಂಗತತೆ
পূর্ববর্তী,ಪೂರ್ವಭಾವಿ
প্রত্যাশিত পেজিং,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
বিরোধী প্রতিসম,ವಿರೋಧಿ ಸಮ್ಮಿತೀಯ
অ্যান্টিভাইরাস প্রোগ্রাম,ಆಂಟಿವೈರಸ್ ಪ್ರೋಗ್ರಾಂ
অ্যাপলেট,ಆಪ್ಲೆಟ್
অ্যাপ্লিকেশন ডেভেলপার,ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್
অ্যাপ্লিকেশন প্রোগ্রামিং,ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API),ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)
অ্যাপ্লিকেশন সফ্টওয়্যার,ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್
প্রয়োগমূলক ভাষা,ಅನ್ವಯಿಕ ಭಾಷೆ
আনুমানিক তত্ত্ব,ಅಂದಾಜು ಸಿದ್ಧಾಂತ
স্থাপত্য,ವಾಸ್ತುಶಿಲ್ಪ
এলাকা স্থানান্তর,ಪ್ರದೇಶ ವರ್ಗಾವಣೆ
যুক্তি,ವಾದ
গাণিতিক এবং যুক্তিবিদ্যা ইউনিট,ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ
গাণিতিক চেক,ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ
গাণিতিক ধ্রুবক,ಅಂಕಗಣಿತ ಸ್ಥಿರ
গাণিতিক তথ্য,ಅಂಕಗಣಿತದ ಡೇಟಾ
গাণিতিক নির্দেশনা,ಅಂಕಗಣಿತದ ಸೂಚನೆ
পাটিগণিত এবং যুক্তি ইউনিট (ALU),ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ (ALU)
আরপানেট,ಅರ್ಪಾನೆಟ್
অ্যারে,ಶ್ರೇಣಿ
অ্যারে ক্যাশে,ರಚನೆಯ ಸಂಗ್ರಹ
অ্যারে কম্পিউটার,ಅರೇ ಕಂಪ್ಯೂಟರ್
অ্যারে উপাদান,ರಚನೆಯ ಅಂಶ
অ্যারের নাম,ರಚನೆಯ ಹೆಸರು
অ্যারে প্রসেসর,ರಚನೆಯ ಪ್ರೊಸೆಸರ್
তীর চিহ্ন,ಬಾಣದ ಕೀಲಿಗಳು
উচ্চারণ,ಉಚ್ಚಾರಣೆ
উচ্চারণ বিন্দু,ಉಚ್ಚಾರಣಾ ಬಿಂದು
কৃত্রিম কম্প্যাকশন,ಕೃತಕ ಸಂಕೋಚನ
কৃত্রিম নিয়ন্ত্রণ,ಕೃತಕ ನಿಯಂತ್ರಣ
কৃত্রিম বুদ্ধিমত্তা,ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ
আরোহী,ಆರೋಹಣ
আরোহী সাজানোর,ಆರೋಹಣ ರೀತಿಯ
ASCII বেটিকাল অর্ডার,ASCII ಬೆಟಿಕಲ್ ಆರ್ಡರ್
ASCII নিয়ন্ত্রণ চরিত্র,ASCII ನಿಯಂತ್ರಣ ಪಾತ್ರ
ASCII ফাইল,ASCII ಫೈಲ್
ASCII ফন্ট,ASCII ಫಾಂಟ್
ASCII স্থানান্তর,ASCII ವರ್ಗಾವಣೆ
আনুমানিক অনুপাত,ಆಕಾರ ಅನುಪಾತ
এএসপিআই,ASPI
ASR টাইমার,ASR ಟೈಮರ್
একত্রিত করা,ಜೋಡಿಸು
সংযোজনকারী,ಅಸೆಂಬ್ಲರ್
সমাবেশ,ಸಭೆ
এসেম্বলি,ಅಸೆಂಬ್ಲಿ ಭಾಷೆ
দাবী,ಪ್ರತಿಪಾದನೆ
নিয়োগ,ನಿಯೋಜನೆ
সংঘ,ಸಂಘ
সহযোগী ঠিকানা,ಸಹಾಯಕ ವಿಳಾಸ
সহযোগী স্মৃতি,ಸಹಾಯಕ ಸ್ಮರಣೆ
asteric,ಆಸ್ಟರಿಕ್
অপ্রতিসম,ಅಸಮ್ಮಿತ
অ্যাসিঙ্ক্রোনাস,ಅಸಮಕಾಲಿಕ
অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL),ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL)
অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM),ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM)
অ্যাসিঙ্ক্রোনাস স্থানান্তর,ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ
অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম),ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM)
পরমাণু,ಪರಮಾಣು
সংযুক্ত নথি,ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್
সংযুক্ত ফাইল,ಲಗತ್ತಿಸಲಾದ ಕಡತ
সংযুক্তি,ಬಾಂಧವ್ಯ
বৈশিষ্ট্য,ಗುಣಲಕ್ಷಣ
শ্রুতি,ಆಡಿಯೋ
অডিট প্রোগ্রামিং,ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
নিরীক্ষা পথ,ಆಡಿಟ್ ಟ್ರಯಲ್
বৃদ্ধি,ವರ್ಧನೆ
প্রমাণীকরণ প্রোটোকল,ದೃಢೀಕರಣ ಪ್ರೋಟೋಕಾಲ್
অথরিং সিস্টেম,ಲೇಖಕ ವ್ಯವಸ್ಥೆ
অনুমোদন,ಅಧಿಕಾರ
স্বয়ংক্রিয় বিমূর্ত,ಸ್ವಯಂ ಅಮೂರ್ತ
অটোবুটিং,ಸ್ವಯಂಬೂಟ್ ಮಾಡುವಿಕೆ
অটোক্যাড,ಆಟೋಕ್ಯಾಡ್
অটোলগ চালু,ಸ್ವಯಂ ಲಾಗ್ ಆನ್
স্বয়ংক্রিয়,ಸ್ವಯಂಚಾಲಿತ
স্বয়ংক্রিয় তত্ত্ব,ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ
স্বয়ংক্রিয় কম্পিউটিং,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್
স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
স্বয়ংক্রিয় ত্রুটি সংশোধন,ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ
স্বয়ংক্রিয় ফাংশন,ಸ್ವಯಂಚಾಲಿತ ಕಾರ್ಯ
স্বয়ংক্রিয় সূচীকরণ,ಸ್ವಯಂಚಾಲಿತ ಸೂಚ್ಯಂಕ
স্বয়ংক্রিয় লাইব্রেরি কল,ಸ್ವಯಂಚಾಲಿತ ಲೈಬ್ರರಿ ಕರೆ
স্বয়ংক্রিয় প্রোগ্রামিং,ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম,ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ
স্বয়ংক্রিয় রুটিন,ಸ್ವಯಂಚಾಲಿತ ದಿನಚರಿ
স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার,ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ
স্বয়ংক্রিয় টেলার মেশিন (এটিএম),ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರ (ATM)
অটোমেশন,ಯಾಂತ್ರೀಕೃತಗೊಂಡ
স্বয়ংক্রিয় চালু,ಸ್ವಚಾಲಿತ
অটোসেভ,ಸ್ವಯಂ ಉಳಿಸಿ
সহায়ক,ಸಹಾಯಕ
অক্জিলিয়ারী মেমরি,ಸಹಾಯಕ ಸ್ಮರಣೆ
অক্জিলিয়ারী স্টোরেজ,ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ
প্রাপ্তিসাধ্য তালিকা,ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ
উপলব্ধ সময়,ಲಭ್ಯವಿರುವ ಸಮಯ
গড়,ಸರಾಸರಿ
awk (ভাষা),awk (ಭಾಷೆ)
ব্যাকএন্ড,ಬ್ಯಾಕೆಂಡ್
ব্যাকএন্ড প্রসেসর,ಬ್ಯಾಕೆಂಡ್ ಪ್ರೊಸೆಸರ್
ব্যাকফেস অপসারণ,ಹಿಂಬದಿ ತೆಗೆಯುವಿಕೆ
পটভূমি প্রক্রিয়াকরণ,ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ
ব্যাকিং স্টোর,ಬ್ಯಾಕಿಂಗ್ ಅಂಗಡಿ
ব্যাকপ্যাচিং,ಬ್ಯಾಕ್‌ಪ್ಯಾಚಿಂಗ್
ব্যাকস্পেস,ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್
ব্যাকট্র্যাকিং,ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್
ব্যাক আপ,ಬ್ಯಾಕ್ ಅಪ್
ব্যাক আপ মেমরি,ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ
পিছনের ত্রুটি পুনরুদ্ধার,ಹಿಂದುಳಿದ ದೋಷ ಚೇತರಿಕೆ
ব্যালেন্স শীট,ಆಯವ್ಯಯ ಪಟ್ಟಿ
ব্যান্ড,ಬ್ಯಾಂಡ್
ব্যান্ড প্রস্থ,ಬ್ಯಾಂಡ್ ಅಗಲ
ব্যাংকারের অ্যালগরিদম,ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್
বার কোড,ಬಾರ್ ಕೋಡ್
বারকোড স্ক্যানার,ಬಾರ್ ಕೋಡ್ ಸ್ಕ್ಯಾನರ್
বার গ্রাফ,ಬಾರ್ ಗ್ರಾಫ್
ভিত্তি ঠিকানা,ಮೂಲ ವಿಳಾಸ
বেস ব্যান্ড,ಬೇಸ್ ಬ್ಯಾಂಡ್
ভিত্তি নম্বর,ಮೂಲ ಸಂಖ್ಯೆ
ভিত্তি টেবিল,ಬೇಸ್ ಟೇಬಲ್
বেসিক,ಬೇಸಿಕ್
মৌলিক নিয়ন্ত্রণ,ಮೂಲ ನಿಯಂತ್ರಣ
মৌলিক ইনপুট,ಮೂಲ ಇನ್ಪುಟ್
মৌলিক নির্দেশ,ಮೂಲ ಸೂಚನೆ
মৌলিক আউটপুট,ಮೂಲ ಔಟ್ಪುಟ್
মৌলিক পদক্ষেপ,ಮೂಲ ಹಂತ
ব্যাচ,ಬ್ಯಾಚ್
ব্যাচ ফাইল,ಬ್ಯಾಚ್ ಫೈಲ್
ব্যাচ অবস্থান,ಬ್ಯಾಚ್ ಸ್ಥಾನ
ধির গতির কাজ,ಬ್ಯಾಚ್ ಸಂಸ್ಕರಣೆ
ব্যাচ সিস্টেম,ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ
বউড,ಬಾಡ್
বড হার,ಬೌಡ್ ದರ
মরীচি,ಕಿರಣ
মাপকাঠি,ಮಾನದಂಡ
দ্বিমুখী যোগাযোগ,ದ್ವಿಮುಖ ಸಂವಹನ
দ্বিমুখী লিঙ্ক,ದ್ವಿಮುಖ ಲಿಂಕ್
বাইনারি কোড,ಬೈನರಿ ಕೋಡ್
বাইনারি সংখ্যা,ದ್ವಿಮಾನ ಅಂಕಿ
বাইনারি ইনপুট আউটপুট সিস্টেম (BIOS),ಬೈನರಿ ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS)
বাইনারি সংখ্যা,ಬೈನರಿ ಸಂಖ್ಯೆ
বাইনারি অপারেটর,ಬೈನರಿ ಆಪರೇಟರ್
বাইনারি সম্পর্ক,ದ್ವಿಮಾನ ಸಂಬಂಧ
বাইনারি অনুসন্ধান,ಬೈನರಿ ಹುಡುಕಾಟ
বাইনারি সার্চ ট্রি (BST),ಬೈನರಿ ಸರ್ಚ್ ಟ್ರೀ (BST)
বাইনারি স্থানান্তর,ಬೈನರಿ ವರ್ಗಾವಣೆ
বাইনারি গাছ,ಅವಳಿ ಮರ
বাইপোলার মেমরি,ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ
জন্ম মৃত্যু মডেল,ಜನನ ಮರಣ ಮಾದರಿ
জন্ম মৃত্যু প্রক্রিয়া,ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ
বিট,ಸ್ವಲ್ಪ
বিট দোষ,ಸ್ವಲ್ಪ ತಪ್ಪು
বিট মানচিত্র,ಬಿಟ್ ನಕ್ಷೆ
বিট ম্যাপ পিক্সেল (BMP),ಬಿಟ್ ಮ್ಯಾಪ್ ಪಿಕ್ಸೆಲ್ (BMP)
বিট ম্যাট্রিক্স,ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
বিট প্যাটার্ন,ಬಿಟ್ ಮಾದರಿ
বিট অবস্থান,ಬಿಟ್ ಸ್ಥಾನ
বিট হার,ಬಿಟ್ ದರ
কালো বক্স পরীক্ষা,ಕಪ್ಪು ಪೆಟ್ಟಿಗೆ ಪರೀಕ್ಷೆ
মিটমিট করে,ಮಿಟುಕಿಸುವುದು
ব্লক,ಬ್ಲಾಕ್
ব্লক ক্যাশে,ಬ್ಲಾಕ್ ಸಂಗ್ರಹ
ব্লক চেক,ಬ್ಲಾಕ್ ಚೆಕ್
ব্লক কপি,ಬ್ಲಾಕ್ ನಕಲು
ব্লক ডায়াগ্রাম,ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
ব্লকিং নেটওয়ার্ক,ನಿರ್ಬಂಧಿಸುವ ನೆಟ್ವರ್ಕ್
বোর্ড,ಬೋರ್ಡ್
বই চিহ্ন,ಪುಸ್ತಕ ಗುರುತು
বুলিয়ান বীজগণিত,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
বুলিয়ান সম্পর্ক,ಬೂಲಿಯನ್ ಸಂಬಂಧ
বুট পার্টিশন,ಬೂಟ್ ವಿಭಾಗ
বুট strapping,ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್
বুট-স্ট্র্যাপ লোডার,ಬೂಟ್-ಸ್ಟ್ರಾಪ್ ಲೋಡರ್
সেতু,ಸೇತುವೆ
ব্রডব্যান্ড নেটওয়ার্কিং,ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ನೆಟ್‌ವರ್ಕಿಂಗ್
সম্প্রচার,ಪ್ರಸಾರ
রেডিও সম্প্রচার,ರೇಡಿಯೋ ಪ್ರಸಾರ
ব্রাউজ,ಬ್ರೌಸ್
ব্রাউজার,ಬ್ರೌಸರ್
বি-বৃক্ষ,ಬಿ-ಟ್ರೀ
বুদ্বুদ মেমরি,ಬಬಲ್ ಮೆಮೊರಿ
বুদ্বুদ সাজানোর,ಬಬಲ್ ರೀತಿಯ
বালতি,ಬಕೆಟ್
বন্ধু সিস্টেম,ಸ್ನೇಹಿತರ ವ್ಯವಸ್ಥೆ
বাজেট কার্যকর নিয়ন্ত্রণ,ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ
বাফার,ಬಫರ್
বাগ,ದೋಷ
বাস,ಬಸ್
বাইট,ಬೈಟ್
বাইট কোড,ಬೈಟ್ ಕೋಡ್
গ,ಸಿ
সি++,C++
ক্যাশে,ಸಂಗ್ರಹ
ক্যাশে বাফার,ಸಂಗ್ರಹ ಬಫರ್
ক্যাশ মেমরি,ಸಂಗ್ರಹ ಮೆಮೊರಿ
গণনা,ಲೆಕ್ಕಾಚಾರ
ক্যালকুলেটর,ಕ್ಯಾಲ್ಕುಲೇಟರ್
ক্যালকুলেটর চিপ,ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್
কল,ಕರೆ
নামে ডাক,ಹೆಸರಿನಿಂದ ಕರೆ ಮಾಡಿ
রেফারেন্স দ্বারা কল করুন,ಉಲ್ಲೇಖದ ಮೂಲಕ ಕರೆ ಮಾಡಿ
মূল্য দ্বারা কল,ಮೌಲ್ಯದಿಂದ ಕರೆ ಮಾಡಿ
ভেরিয়েবল দ্বারা কল,ವೇರಿಯಬಲ್ ಮೂಲಕ ಕರೆ ಮಾಡಿ
কল গেট,ಕರೆ ಗೇಟ್
বাতিল,ರದ್ದುಮಾಡು
বাতিল বোতাম,ರದ್ದು ಬಟನ್
ক্যানোনিকাল,ಅಂಗೀಕೃತ
ক্যানোনিকাল ফর্ম,ಅಂಗೀಕೃತ ರೂಪ
ক্ষমতা,ಸಾಮರ್ಥ್ಯ
ক্ষমতা তালিকা,ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ
ক্ষমতা,ಸಾಮರ್ಥ್ಯ
ক্যাপ লক কী,ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ
কার্ড,ಕಾರ್ಡ್
কার্ড পাঠক,ಕಾರ್ಡ್ ರೀಡರ್
কার্ডিনালিটি,ಕಾರ್ಡಿನಲಿಟಿ
বাহক,ವಾಹಕ
ক্যারিয়ার ব্যান্ড,ವಾಹಕ ಬ್ಯಾಂಡ್
ক্যারিয়ার লোড,ವಾಹಕ ಲೋಡ್
ক্যারিয়ার সংকেত,ವಾಹಕ ಸಂಕೇತ
ক্যারিয়ার তরঙ্গ,ವಾಹಕ ತರಂಗ
বহন,ಒಯ್ಯುತ್ತಾರೆ
অঙ্ক বহন,ಅಂಕೆ ಸಾಗಿಸಿ
পতাকা বহন,ಧ್ವಜವನ್ನು ಒಯ್ಯುತ್ತಾರೆ
