Gujarati,Marathi
"અવરોધ, પરમાણુ, પરમાણુ અવરોધ","अडथळा, आण्विक, आण्विक अडथळा"
અવરોધ સ્તર,अडथळा पातळी
બેરિયન,बेरियन
ગુરુમંડળ,गुरुमंडळ
આધાર બેન્ડ,बेस बँड
"મૂળભૂત, મૂળભૂત, આલ્કલાઇન","मूलभूत, मूलभूत, अल्कधर्मी"
પાયો,पाया
"ગણતરી, ટીમ રચના","गणना, संघ निर्मिती"
"કુંડ, કુંડ, હીટર, હીટિંગ પોટ, સ્નાન","टाकी, टाकी, हीटर, गरम करण्याचे भांडे, आंघोळ"
બેટરી,बॅटरी
"એરે સેગમેન્ટ, ચેમ્બર, ખાડી","अॅरे सेगमेंट, चेंबर, बे"
પ્રદર્શન,प्रदर्शन
કિબાન,किबान
"મણિકા, બીડ","माणिका, बीड"
"બીમ, બીમ, બીમ, ટ્રમ્પ","तुळई, तुळई, तुळई, ट्रम्प"
"ડિકમેન, ડિકોન","डिकमन, डिकॉन"
"ડોલ, વિસ્પંડ","dole, vispand"
બેકરેલ અસર,बेकरेल प्रभाव
ઘંટડી બરણી,बेल जार
બેલો,घुंगरू
ઘંટડી ઘડિયાળ,घंटा घड्याळ
"વેદિકા, બેંચ","वेदिका, खंडपीठ"
"મોડ, બંક (સં.), વળાંક (v.)","मोड, बंक (सं.), वाकणे (v.)"
બેંકન,बँकन
"વળેલું, વળેલું","वाकलेला, वाकलेला"
બર્નોલી-સમીકરણ,बर्नौली-समीकरण
મૂળભૂત કાર્ય,बेसल-फंक्शन
શ્રેષ્ઠ સંલગ્નતા,सर्वोत्तम आसंजन
બીટા (b),बीटा (ब)
betatron,betatron
bethe મોડેલ,bethe मॉडेल
બાયવેટ્રોન,बायव्हट्रॉन
BH વળાંક,BH वक्र
દ્વિકોણીય,द्विभुज
"પૂર્વગ્રહ, પૂર્વગ્રહ","पक्षपात, पक्षपात"
દ્વિ-અક્ષીય,द्वि-अक्षीय
બાઈક્રોમેટ કોષ,बिक्रोमेट सेल
અભ્યવતલ,अभ्यवताल
ડબલ એન્ટેના,दुहेरी अँटेना
બાયકોન્વેક્સ,द्विउत्तल
"દ્વિ-સ્ફટિક, દ્વિ-સ્ફટિક","द्वि-क्रिस्टल, दुहेरी-क्रिस्टल"
દ્વિદિશ માઇક્રોફોન,द्विदिश मायक्रोफोन
દ્વિપદી મોડેલ,द्विपदी मॉडेल
એકલિંગાશ્રયી,डायओशियस
દ્વિપક્ષીય,द्विपक्षीय
દ્વિરેખીય,द्विरेखीय
બાયમોલેક્યુલર,द्विमोलेक्युलर
"દ્વિ-ચલ, દ્વિ-આધાર, દ્વિ","द्वि-चर, द्वि-आधार, दुहेरी"
"બાઈનરી કોડ, બાઈનરી કોડ","बायनरी कोड, बायनरी कोड"
રમત સ્ટાર,गेम स्टार
દ્વિસંગી પદ્ધતિ,बायनरी पद्धत
બે બાજુવાળા,दुहेरी बाजू असलेला
બોન્ડ,बंध
"બાયનોક્યુલર, બાયનોક્યુલર","द्विनेत्री, द्विनेत्री"
દ્વિસંગી,बायनरी
દ્વિપદી વિતરણ,द्विपदी वितरण
"દ્વિકેન્દ્રીય, દ્વિકેન્દ્રીય, દ્વિસંગી","द्विकेंद्रीय, द्विकेंद्री, द्विकेंद्रित"
બાયોડાયનેમિક્સ,जैवगतिकी
બાયો ઇલેક્ટ્રોનિક્સ,बायो इलेक्ट्रॉनिक्स
બાયોફિઝિસ્ટ,बायोफिजिस्ट
બાયોફિઝિક્સ,बायोफिजिक्स
જૈવિક ઉપગ્રહ,जैविक उपग्रह
"સિનેમેટોગ્રાફર, બાયોસ્કોપ","सिनेमॅटोग्राफर, बायोस्कोप"
બાયો-સાવર્ટ નિયમ,जैव-सावर्त नियम
બાયફેસિક વર્તમાન,biphasic प्रवाह
દ્વિધ્રુવ,द्विध्रुव
"બાયપ્રિઝમ, બાયપ્રિઝમ","biprism, biprism"
"biquartz, biquartz","biquartz, biquartz"
બાયફાસિક પાત્ર,biphasic वर्ण
બે તબક્કાનું મલ્ટિવાઇબ્રેટર,दोन-स्टेज मल्टीव्हायब्रेटर
"દ્વાયાંક* (દ્વિસંગી અંક), બર્મીઝ, અની, ટુક","द्वयंक* (बायनरी अंक), बर्मीज, अनी, तुक"
"કાળો, કૃષ્ણ","काळा, कृष्णा"
કાળું શરીર,काळे शरीर
અદ્રશ્ય પ્રકાશ,अदृश्य प्रकाश
તિમિરાયન રેડિયો તિમિરાયન,timirayan रेडिओ timirayan
ઇજેક્શન પલ્સ,इजेक्शन नाडी
પૂર્વગ્રહ સમાપ્ત કરો,पूर्वाग्रह समाप्त करा
કાળા કિરણોત્સર્ગ,काळा विकिरण
"અપૂર્ણ, ખાલી","अपूर्ण, रिक्त"
આવરણ,कव्हर
રદબાતલ,रद्द करणे
"વિસ્ફોટ, વિસ્ફોટ, ગસ્ટ","स्फोट, स्फोट, वाफा"
"savika, bleeder, savi","savika, bleeder, savi"
"વેશપલટો, અંધ","वेशात, आंधळा"
બ્લોચનું પ્રમેય,ब्लोचचे प्रमेय
"અવરોધ, અવરોધ, અવરોધ","अवरोधित करणे, अवरोधित करणे, अडथळा आणणे"
"ફટકો, ફટકો, ફટકો","फुंकणे, फुंकणे, फुंकणे"
બ્લુ પ્રિન્ટ,ब्लू प्रिंट
અસ્પષ્ટતા વર્તુળ,अस्पष्टता वर्तुळ
અસ્પષ્ટ,अस्पष्ट
"બોલ, ગોળા, પેન્ડન્ટ","बॉल, गोलाकार, लटकन"
"શરીર, પદાર્થ","शरीर, वस्तू"
શારીરિક ક્ષમતા,शारीरिक क्षमता
કેન્દ્રિત,केंद्रीत
"શરીર-કર્ણ, અંત-કર્ણ","शरीर-कर्ण, अंत-कर्ण"
"બોગી, અજાણી શોધ (રડાર)","बोगी, अज्ञात शोध (रडार)"
બોર અસર,बोअर इफेक्ट
બોર મેગ્નેટોન,बोर मॅग्नेटन
"બોઈલર, બોઈલર","बॉयलर, बॉयलर"
"ઉકળતા, ઉકળતા","उकळणे, उकळणे"
બોલ્ટ્સમેન સમીકરણ,बोल्ट्समन समीकरण
બોમ્બર ઇલેક્ટ્રોન,बॉम्बर इलेक्ट्रॉन
"આઘાતજનક ઊર્જા, બોમ્બિંગ ઊર્જા","क्लेशकारक ऊर्जा, बॉम्बस्फोट ऊर्जा"
ગીરો,गहाण
"બંધાયેલ, બંધાયેલ, બંધાયેલ","बंधलेले, बंधलेले, बंधलेले"
વધારનાર,वर्धक
બોરોન,बोरॉन
બોસ-પાર્ટીકલ,बोस-कण
બોસોન,बोसॉन
"આંચકો, કૂદકો","धक्का, उडी"
બંધાયેલ,बद्ध
"મર્યાદા, મર્યાદા (ઇડી.), સીમાંત (વિ.)","मर्यादा, मर्यादा (सं.), सीमांत (वि.)"
બંધાયેલ,बद्ध
ધનુરાશિ યાર્ડ,धनु राशीचे अंगण
સઢવાળી તરંગ,नौकानयन लाट
બોઈલર હીટિંગ,बॉयलर गरम करणे
બોયલનો કાયદો,बॉयलचा कायदा
બોઈલર હીટિંગ,बॉयलर गरम करणे
કૌંસ-વર્ગ,कंस-वर्ग
બેગ નિયમ,पिशवी नियम
ગૂંથેલા વાયર,गुंफलेली तार
બ્રેક વર્ગ,ब्रेक वर्ग
બ્રામા કોમ્પ્રેસર,ब्रामा कंप्रेसर
શાખાઓ,शाखा
"બહાદુર જાળી, બહાદુર જાળી","धाडसी जाळी, धाडसी जाळी"
બ્રાસ બ્રેઝિંગ,ब्रास ब्रॅझिंग
વિચ્છેદ,विच्छेदन
બ્રેક કનેક્ટર,ब्रेक कनेक्टर
"ફ્રેક્ચર ડાયોડ, ઝેનર ડાયોડ","फ्रॅक्चर डायोड, जेनर डायोड"
અસ્થિભંગ,फ्रॅक्चर
"બ્રીડર રિએક્ટર, બ્રીડર ન્યુક્લિયર ફર્નેસ, બ્રીડર ફર્નેસ","ब्रीडर रिएक्टर, ब्रीडर न्यूक्लियर फर्नेस, ब्रीडर फर्नेस"
પ્રજનન,पुनरुत्पादन
"રેટાડન્ટ રેડિયેશન, બ્રાસ્ટ્રલંગ","retardant विकिरण, brastralung"
બ્રુસ્ટર-એંગલ,brewster-कोन
બ્રુસ્ટર ફ્રિજ,ब्रुस्टर फ्रीज
પુલ,पूल
બ્રિજ બોન્ડ,ब्रिज बाँड
"તેજસ્વી, તેજસ્વી, ચમકદાર","तेजस्वी, तेजस्वी, चमकदार"
રોશની કરનાર,प्रकाशक
તેજ,तेज
"દ્યુતિ, પ્રભા","द्युती, प्रभा"
બ્રિલુવાન વિસ્તાર,ब्रिलुवान क्षेत्र
બ્રિટિશ સ્ટાન્ડર્ડ મીણબત્તી,ब्रिटिश मानक मेणबत्ती
બરડ,ठिसूळ
બરડપણું,ठिसूळपणा
પ્રસારણ,प्रसारण
વિગતવાર,तपशीलवार
પૂર્વવર્તી,प्रतिगामी
