Marathi,Gujarati
कॅल्शियम-अल्युमिनेट सिमेंट,કેલ્શિયમ-એલ્યુમિનેટ સિમેન્ટ
कॅल्शियम-सिलिकेट वीट,કેલ્શિયમ-સિલિકેટ ઈંટ
कॅल्शियम-सिलिकेट हायड्रेट,કેલ્શિયમ-સિલિકેટ હાઇડ્રેટ
कॅलिचे,કેલિચે
कॅलिफोर्निया बेअरिंग रेशो,કેલિફોર્નિયા બેરિંગ રેશિયો
कॅलिपर,કેલિપર
कॅलरीमीटर,કેલરીમીટર
कांबर,કેમ્બર
कालवा,કેનાલ
छत,કેનોપી
कॅन्टिलिव्हर फूटिंग,કેન્ટિલવર ફૂટિંગ
टोपी,કેપ
क्षमता,ક્ષમતા
एइल ट्रॅकची क्षमता,એઇલ ટ્રેકની ક્ષમતા
कॅप केबल,કેપ કેબલ
केशिका,કેપિલેરિટી
केशिका ब्रेक,કેશિલરી વિરામ
केशिका प्रवाह,કેશિલરી પ્રવાહ
केशिका ओलावा किंवा केशिका पाणी,કેશિલરી ભેજ અથવા કેશિલરી પાણી
केशिका छिद्र जागा,કેશિલરી છિદ્ર જગ્યા
केशिका सच्छिद्रता,કેશિલરી છિદ્રાળુતા
केशिका जागा,કેશિલરી જગ્યા
वेग कॅप्चर करा,કેપ્ચર વેગ
कार्बोनेशन,કાર્બોનેશન
कार्बन ब्लॅक,કાર્બન બ્લેક
कास्टबल रेफ्रेक्ट्री,કાસ્ટબલ રીફ્રેક્ટરી
कास्ट-इन-प्लेस किंवा कास्ट-इन-सिटू,કાસ્ટ-ઇન-પ્લેસ અથવા કાસ્ટ-ઇન-સિટુ
कास्ट-इन-प्लेस मेख,કાસ્ટ-ઇન-પ્લેસ ખૂંટો
एरंडेल,એરંડા
कास्ट दगड,કાસ્ટ પથ્થર
उत्प्रेरक,ઉત્પ્રેરક
कॅटेना,કેટેના
मांजरीचा चेहरा,બિલાડીનો ચહેરો
मांजरीचे डोके,બિલાડીનું માથું
कॅशन,કેશન
मांजर चालणे,કેટ વોક
पोकळ्या निर्माण होणे नुकसान,પોલાણ નુકસાન
Celite,સેલાઇટ
सेल्युलर कंक्रीट,સેલ્યુલર કોંક્રિટ
सेल्युलर बांधकाम,સેલ્યુલર બાંધકામ
सिमेंट,સિમેન્ટ
"सिमेंट, बिटुमिनस","સિમેન્ટ, બિટ્યુમિનસ"
"सिमेंट, उच्च शक्ती","સિમેન્ટ, ઉચ્ચ તાકાત"
"सिमेंट, हायड्रॉलिक","સિમેન્ટ, હાઇડ્રોલિક"
"सिमेंट, कमी उष्णता","સિમેન્ટ, ઓછી ગરમી"
"सिमेंट, दगडी बांधकाम","સિમેન્ટ, ચણતર"
"सिमेंट, नैसर्गिक","સિમેન્ટ, કુદરતી"
"सिमेंट, पोर्टलँड","સિમેન્ટ, પોર્ટલેન્ડ"
"सिमेंट, पोर्टलँड ब्लास्ट फर्नेस स्लॅग","સિમેન્ટ, પોર્ટલેન્ડ બ્લાસ્ટ ફર્નેસ સ્લેગ"
"सिमेंट, पोर्टलँड पोझोलन","સિમેન્ટ, પોર્ટલેન્ડ પોઝોલન"
"सिमेंट, स्लॅग","સિમેન્ટ, સ્લેગ"
"सिमेंट, सल्फेट प्रतिरोधक","સિમેન્ટ, સલ્ફેટ પ્રતિરોધક"
"सिमेंट, सुपर सल्फेट","સિમેન્ટ, સુપર સલ્ફેટેડ"
"सिमेंट, पांढरा","સિમેન્ટ, સફેદ"
सिमेंट-एकूण प्रमाण,સિમેન્ટ-એગ્રિગેટ રેશિયો
सिमेंट सामग्री,સિમેન્ટ સામગ્રી
सिमेंट जेल,સિમેન્ટ જેલ
सिमेंट बंदूक,સિમેન્ટ બંદૂક
सिमेंटची भट्टी,સિમેન્ટ ભઠ્ઠી
सिमेंट पेंट,સિમેન્ટ પેઇન્ટ
सिमेंट प्लास्टर,સિમેન્ટ પ્લાસ્ટર
सिमेंट खडक,સિમેન્ટ ખડક
सिमेंट स्लरी,સિમેન્ટ સ્લરી
सिमेंट स्टोरेज,સિમેન્ટ સંગ્રહ
सिमेंटेशन प्रक्रिया,સિમેન્ટેશન પ્રક્રિયા
केंद्रीकरण,સેન્ટરિંગ
सेंटरिंग आणि शटरिंग,સેન્ટરિંગ અને શટરિંગ
केंद्रीय मिश्रित कंक्रीट,કેન્દ્રીય મિશ્રિત કોંક્રિટ
मध्यवर्ती मिक्सर,સેન્ટ્રલ મિક્સર
केंद्रापसारक पंखा,કેન્દ્રત્યાગી ચાહક
खडू,ચાક
चांफर,ચેમ્ફર
चेंफर पट्टी,ચેમ્ફર સ્ટ્રીપ
चॅनेल बीम,ચેનલ બીમ
वैशिष्ट्यपूर्ण भार,લાક્ષણિક લોડ
वैशिष्ट्यपूर्ण ताकद,લાક્ષણિકતા શક્તિ
चार्ज बंद,ચાર્જ બંધ
चार्ज होत आहे,ચાર્જિંગ
तपासत आहे,તપાસવું
रासायनिक बंध,કેમિકલ બોન્ડ
चेरनोझेम,ચેર્નોઝેમ
चेस्टनट माती,ચેસ્ટનટ માટી
चिमणी गटर,ચીમની ગટર
चिप बोर्ड,ચિપ બોર્ડ
चिपिंग,ચીપીંગ
चिप्स,ચિપ્સ
चुटे,ચૂટ
वर्ग (काँक्रीटचा),વર્ગ (કોંક્રિટનો)
चिकणमाती,માટી
चिकणमाती सामग्री,માટી સામગ્રી
मातीचा तवा,માટીની તપેલી
क्लीनआउट,સાફ કરો
साफ करा,સાફ કરો
क्लीट,ક્લીટ
क्लिंकर,ક્લિન્કર
क्लिप,ક્લિપ
गोठणे,કોગ્યુલેશન
खडबडीत एकूण,બરછટ એકંદર
खडबडीत दाणेदार माती,બરછટ દાણાવાળી માટી
कोट,કોટ
कोफर धरण,કોફર ડેમ
एकसंधता,સંયોગ
कोलायड,કોલોઇડ
कोलोइडल आर्द्रता समतुल्य गुणोत्तर,કોલોઇડલ ભેજ સમકક્ષ ગુણોત્તર
कोलाइडल प्रणाली,કોલોઇડલ સિસ્ટમ
कोल्व्हियल माती,કોલ્યુવિયલ માટી
स्तंभ,કૉલમ
कॉम्बेड फिनिश,કોમ્બેડ પૂર્ણાહુતિ
एकत्रित पाया,સંયુક્ત પગ
एकत्रित पाणी,સંયુક્ત પાણી
सामान्य खोली,સામાન્ય રૂમ
पूर्णत्वाचे प्रमाणपत्र,પૂર્ણતા પ્રમાણપત્ર
घटक चौरस,ઘટક ચોરસ
काँक्रीट,કોંક્રિટ
काँक्रिशन,કન્ક્રિશન
एकत्रित दर/सपाट दर,એકીકૃત દર/સપાટ દર
दूषित पदार्थ,દૂષકો
पाककला alcove,રસોઇ alcove
सामना करणे,મુકાબલો
कॉर्बेल,કોર્બેલ
कॉर्निस,કોર્નિસ
कपलर,કપલર
"युग्मक, दुहेरी","કપલર, ડબલ"
"कपलर, पुटलॉग","કપલર, પુટલોગ"
"युग्मक, कुंडा","કપલર, સ્વીવેલ"
अभ्यासक्रम,અભ્યાસક્રમ
यादृच्छिक भंगार दगडी बांधकाम,કોર્સ્ડ રેન્ડમ રોડાં ચણતર
झाकलेले क्षेत्र,આવરી લેવામાં આવેલ વિસ્તાર
रांगणे,કમકમાટી
रांगणे गुणांक,ક્રીપ ગુણાંક
क्रोटोवाइन,ક્રોટોવાઇન
कावळा पाय,કાગડો પગ
लहानसा तुकडा रचना,નાનો ટુકડો બટકું માળખું
अंकुश,કર્બ
चालू,વર્તમાન
वक्र प्रतिकार,વળાંક પ્રતિકાર
ओलसर पुरावा कोर्स,ભીનાશ પ્રૂફ કોર્સ
पूर्ण होण्याची तारीख,પૂર્ણ થવાની તારીખ
मृत भार,ડેડ લોડ
मृत पाणी,મૃત પાણી
डेसिबल,ડેસિબલ
Deflocculation,ડિફ્લોક્યુલેશન
वायुवीजन किंवा हवेच्या जागेचे प्रमाण,વાયુમિશ્રણ અથવા એર સ્પેસ રેશિયોની ડિગ્રી
एकत्रीकरणाची पदवी,એકત્રીકરણની ડિગ્રી
फैलाव पदवी,વિખેરવાની ડિગ્રી
संपृक्तता पदवी,સંતૃપ્તિની ડિગ્રી
घनता,ઘનતા
वाळवंट फुटपाथ,રણ પેવમેન્ટ
वाळवंटी माती,રણની માટી
तपशील,વિગતો
विकास कालावधी,વિકાસ સમયગાળો
डी-क्षितिज,ડી-ક્ષિતિજ
कर्ण बंध,કર્ણ બંધન
आकृती,ડાયાગ્રામ
डिजिटल डॉक,ડિજિટલ ડોક
विभेदक पाणी दर,વિભેદક પાણી દર
सौम्य वायुवीजन,મંદન વેન્ટિલેશન
डिलुव्हियम,ડિલુવિયમ
जेवणाची खोली,ડાઇનિંગ રૂમ
दिशा पेग,દિશા ખીંટી
फैलाव,વિક્ષેપ
डिस्टेंपर,ડિસ્ટેમ્પર
गोदी,ડોક
दार,દરવાજો
डोर्मर,ડોર્મર
डॉर्मर चेक,ડોર્મર ચેક
दुहेरी फ्लेमिश बाँड,ડબલ ફ્લેમિશ બોન્ડ
दुहेरी थर,ડબલ લેયર
डोवेल,ડોવેલ
रेखाचित्र बोर्ड,ચિત્ર ફલક
रेखाचित्र खोली,દીવાનખાનું
वाहून नेणे,ડ્રિફ્ટ
कोरडे बल्ब तापमान,શુષ્ક બલ્બ તાપમાન
कोरडी गोदी,ડ્રાય ડોક
कोरडे रबर दगडी बांधकाम,સુકા રબર ચણતર
डच बाँड,ડચ બોન્ડ
बटू भिंत,વામન દિવાલ
निवास एकक,નિવાસ એકમ
इव्ह,ઇવ
Eaves गटर,Eaves ગટર
आर्थिक व्यवहार्यता,આર્થિક શક્યતા
एक्टोडायनामॉर्फिक माती,એક્ટોડાયનેમોર્ફિક માટી
एडी,એડી
प्रभावी आकार,અસરકારક કદ
फुलणे,પુષ્પવૃત્તિ
सांडपाणी,એફ્લુઅન્ટ
उत्थान,એલિવેશન
एलिव्हिएशन,એલુવિએશન
एल्युव्हियम,એલ્યુવિયમ
एंडोडायनामॉर्फिक माती,એન્ડોડાયનેમોર્ફિક માટી
अभियांत्रिकी व्यवहार्यता,એન્જિનિયરિંગની શક્યતા
इंग्रजी बंधन,અંગ્રેજી બોન્ડ
इंग्रजी बाग भिंत बंधन,અંગ્રેજી ગાર્ડન વોલ બોન્ડ
"EPM (समतुल्य प्रति दशलक्ष),&quot;","EPM (મિલિયન દીઠ સમકક્ષ),&quot;"
समतुल्य वजन,સમકક્ષ વજન
अर्ग,અર્ગ
अदलाबदल करण्यायोग्य,વિનિમયક્ષમ
एक्सचेंज करण्यायोग्य आम्लता,વિનિમયક્ષમ એસિડિટી
एक्सचेंजेबल सोडियम टक्केवारी (ESP),વિનિમયક્ષમ સોડિયમ ટકાવારી (ESP)
ई.एस.पी.,ઇ.એસ.પી.
एक्सचेंज आंबटपणा,એક્સચેન્જ એસિડિટી
एक्सचेंज कॉम्प्लेक्स,વિનિમય સંકુલ
एक्झॉस्ट,એક્ઝોસ્ટ
उघड समाप्त,ખુલ્લી પૂર્ણાહુતિ
डोळा,આંખ
डोळा कपाळ,આંખ ભ્રમર
तोंड देत,સામનો કરવો
बाँडचा सामना करत आहे,બોન્ડનો સામનો કરવો
सुरक्षिततेचा घटक,સલામતીનું પરિબળ
पडणे,પડવું
फेसिया,ફેસિયા
फेशिया बोर्ड,ફેસિયા બોર્ડ
दोष,દોષ
फील्ड ओलावा,ક્ષેત્રની ભેજ
अंतिम ओलावा समतुल्य,અંતિમ ભેજ સમકક્ષ
फिलेट (मोर्टारचा),ફિલેટ (મોર્ટારનું)
अंतिम,અંતિમ
अंतिम मोजमाप,અંતિમ માપન
अंतिम पेमेंटq,અંતિમ ચુકવણીq
अंतिम पूर्व ताण,અંતિમ પૂર્વ તણાવ
अंतिम ताण,અંતિમ તાણ
आर्थिक व्यवहार्यता,નાણાકીય શક્યતા
उत्तम एकूण,ફાઇન એકંદર
फुटलेला खडक,ફિસર્ડ ખડક
ध्वजाचा दगड,ધ્વજ પથ્થર
फ्लेमिश बाँड,ફ્લેમિશ બોન્ડ
चमकत आहे,ફ્લેશિંગ
चमकणारा प्रवाह,ચમકદાર પ્રવાહ
सपाट छप्पर,સપાટ છત
फ्लेचे,ફ્લેચે
फ्लेमिश गार्डन भिंत बंधन,ફ્લેમિશ ગાર્ડન વોલ બોન્ડ
चकमक,ચકમક
चकमक भिंत,ફ્લિન્ટ દિવાલ
फ्लोटिंग मजला,ફ્લોટિંગ ફ્લોર
फ्लोक्युलेशन,ફ્લોક્યુલેશન
फ्लोक्युलेशन मर्यादा,ફ્લોક્યુલેશન મર્યાદા
फ्लोक्युलेशन गुणोत्तर,ફ્લોક્યુલેશન રેશિયો
फ्लोक्युल्स,ફ્લોક્યુલ્સ
मजला,ફ્લોર
मजला सील,ફ્લોર સીલ
प्रवाह,પ્રવાહ
चढ - उतार,વધઘટ
फूटिंग,ફૂટિંગ
पाया,ફાઉન્ડેશન
फ्री फॉल बॅरो टॉपिंग मिक्सर,ફ્રી ફોલ બેરો ટોપિંગ મિક્સર
फ्री फॉल मिक्सर (ड्रम प्रकार),ફ્રી ફોલ મિક્સર (ડ્રમ પ્રકાર)
मुक्त दगड,મફત પથ્થર
फ्रेशेट,ફ્રેશેટ
घर्षण ढीग,ઘર્ષણ ખૂંટો
बेडूक,દેડકા
गॅबल,ગેબલ
गॅबलेट,ગેબલેટ
Gambrel छप्पर,ગેમ્બ્રેલ છત
गेज,ગેજ
गेजिंग विभाग,માપન વિભાગ
गेजिंग स्टेशन,ગેજિંગ સ્ટેશન
सामान्य स्थान योजना,સામાન્ય સ્થાન યોજના
सामान्य वायुवीजन,સામાન્ય વેન્ટિલેશન
G क्षितीज किंवा gley क्षितीज,G ક્ષિતિજ અથવા gley ક્ષિતિજ
पर्यंत हिमनदी,સુધી હિમનદી
Gneiss,જીનીસ
माल यार्ड,માલ યાર્ડ
ग्रेडियंट प्रतिकार,ઢાળ પ્રતિકાર
ग्रॅनाइट,ગ્રેનાઈટ
दाणेदार रचना,દાણાદાર માળખું
दाणेदार,દાણાદાર
ग्रेन्युल,ગ્રાન્યુલ
गुरुत्वाकर्षण मुक्त पाणी,ગુરુત્વાકર્ષણ મુક્ત પાણી
गुरुत्वाकर्षण यार्ड,ગુરુત્વાકર્ષણ યાર્ડ
ग्रेट माती गट,ગ્રેટ માટી જૂથ
ग्रिलेज फाउंडेशन,ગ્રિલેજ ફાઉન્ડેશન
ग्राउंड हँड मोल्डिंग,ગ્રાઉન્ડ હેન્ડ મોલ્ડિંગ
गटबद्ध डॉक,જૂથબદ્ધ ડોક
समूह गृहनिर्माण,ગ્રુપ હાઉસિંગ
अतिथी खोली,અતિથિ ખંડ
गटार,ગટર
गटार वाहक,ગટર ધારક
गटर तपासणी,ગટર ચેક
हॅमर ड्रेसिंग,હેમર ડ્રેસિંગ
बंदर,હાર્બર
आश्रयाचे बंदर,આશ્રય બંદર
कडक पॅन,સખત તપેલી
शीर्षलेख,હેડર
हेडर बॉण्ड,હેડર બોન્ડ
हेडर कोर्स,હેડર કોર્સ
हेड गेटची रचना,હેડ ગેટ સ્ટ્રક્ચર
कालव्याचे प्रमुख,કેનાલના વડા
हेड रेग्युलेटर,હેડ રેગ્યુલેટર
हेरिंग हाडांचे बंधन,હેરિંગ બોન બોન્ડ
हृदयविकार,હાર્ટીંગ
भिजण्याची उष्णता,ભીનાશની ગરમી
उच्च अॅल्युमिना सिमेंट,ઉચ્ચ એલ્યુમિના સિમેન્ટ
हिप,હિપ
हिप कॅपिंग,હિપ કેપિંગ
नितंब टोक,હિપ્ડ એન્ડ
हुड,હૂડ
हुड मोल्डिंग,હૂડ મોલ્ડિંગ
हुकचा कायदा,હૂકનો કાયદો
हूप लोह,હૂપ આયર્ન
क्षितिज,ક્ષિતિજ
आर्द्रीकरण,ભેજીકરણ
"आर्द्रता, निरपेक्ष","ભેજ, સંપૂર્ણ"
"आर्द्रता, सापेक्ष","ભેજ, સંબંધિત"
कुबड्याचे अंगण,હમ્પ યાર્ડ
हायड्रोलिक दाब,હાઇડ્રોલિક દબાણ
हायड्रेशन,હાઇડ્રેશન
हायड्रोलिसिस,હાઇડ્રોલિસિસ
हायड्रोलाइटिक आम्लता,હાઇડ્રોલિટીક એસિડિટી
हायड्रोमॉर्फिक माती,હાઇડ્રોમોર્ફિક માટી
हायड्रोफिलिक कोलाइड,હાઇડ્રોફિલિક કોલોઇડ
हायड्रोफोबिक कोलाइड,હાઇડ્રોફોબિક કોલોઇડ
हायड्रोस्टॅटिक दाब प्रमाण,હાઇડ્રોસ્ટેટિક દબાણ ગુણોત્તર
हायग्रोस्केप्टिक गुणांक,હાઇગ્રોસ્કેપ્ટિક ગુણાંક
हायग्रोस्कोपिक ओलावा,હાઇગ્રોસ્કોપિક ભેજ
हायड्रोस्कोपीसिटी,હાઇડ્રોસ્કોપીસીટી
हायग्रोस्कोपिक ओलावा,હાઇગ્રોસ્કોપિક ભેજ
हायपरबेरिक चेंबर,હાયપરબેરિક ચેમ્બર
हायपरस्टॅटिक फ्रेम,હાઇપરસ્ટેટિક ફ્રેમ
हायपोमीटर,હાઇપ્સોમીટર
रोषणाई,રોશની
इबिबेशन ओलावा,એમ્બિબેશન ભેજ
अपरिपक्व माती,અપરિપક્વ માટી
जप्त डॉक,જપ્ત કરાયેલ ડોક
जमीन महसुलात वाढ,જમીનની આવકમાં વધારો
स्वतंत्र मचान,સ્વતંત્ર પાલખ
इन्ड्युरेटेड,ઈન્ડ્યુરેટેડ
प्रारंभिक prestress,પ્રારંભિક prestress
सुरुवातीचा ताण,પ્રારંભિક તણાવ
अंतर्देशीय जलमार्ग बंदर,આંતરદેશીય જળમાર્ગ બંદર
इन्सुलेट बोर्ड,ઇન્સ્યુલેટીંગ બોર્ડ
मध्यवर्ती बंदर,મધ્યવર્તી બંદર
अंतर्गत घर्षण,આંતરિક ઘર્ષણ
इंट्राझोनल माती,ઇન્ટ્રાઝોનલ માટી
आयन,આયન
आयन एक्सचेंज,આયન વિનિમય
लोखंडी तवा,લોખંડની તપેલી
बागायती जमीन,સિંચાઈવાળી જમીન
सिंचन,સિંચાઈ
सिंचन उपकर,સિંચાઈ ઉપકર
जांब,જાંબ
धडपडणे,જોગલ
जॉगल पिन,જોગલ પિન
जौल,જૌલ
जम्पर,જમ્પર
किलोग्रॅम,કિલોગ્રામ
किलोग्राम बल,કિલોગ્રામ બળ
किलोग्राम फोर्स मीटर,કિલોગ્રામ ફોર્સ મીટર
किलोवॅट तास,કિલોવોટ કલાક
राजा बंद,રાજા બંધ
स्वयंपाकघर,રસોડું
लेस केलेला स्तंभ,લેસ્ડ કૉલમ
मागे पडणे,લેગીંગ
लॅमेला रूट,લેમેલા મૂળ
पातळ थरांचा बनवलेला प्रवाह,લેમિનર પ્રવાહ
दिवा भोक,દીવો છિદ્ર
जमीन संवर्धन,જમીન સંવર્ધન
लँड स्लाइडिंग,લેન્ડ સ્લાઇડિંગ
लॅटराइट,લેટેરાઇટ
लॅटराइट माती,લેટેરાઇટ માટી
मोठ्या संख्येचा कायदा,મોટી સંખ્યાનો કાયદો
लेआउट योजना,લેઆઉટ યોજના
लेजर,ખાતાવહી
चुना पॅन,ચૂનો પાન
लिंटेल,લિંટેલ
द्रव मर्यादा,પ્રવાહી મર્યાદા
थेट भार,લાઈવ લોડ
चिकणमाती,લોમ
स्थानिक एक्झॉस्ट वेंटिलेशन,સ્થાનિક એક્ઝોસ્ટ વેન્ટિલેશન
लोको यार्ड,લોકો યાર્ડ
लॉस,લોસ
कमी प्लास्टिक मर्यादा,ઓછી પ્લાસ્ટિક મર્યાદા
कमी उष्णता सिमेंट,ઓછી ગરમી સિમેન્ટ
मशीन मोल्डिंग,મશીન મોલ્ડિંગ
मॅक्रोस्ट्रक्चर,મેક્રોસ્ટ્રક્ચર
मुख्य हेड रेग्युलेटर,મુખ્ય હેડ રેગ્યુલેટર
मुख्य बंदर,મુખ્ય બંદર
मेकअप हवा,મેકઅપ એર
मॅनसार्ड,મૅનસાર્ડ
मार्शलिंग यार्ड,માર્શલિંગ યાર્ડ
दगडी बांधकाम,ચણતર
परिपक्व तापमान,પરિપક્વતા તાપમાન
मेझानाइन मजला,મેઝેનાઇન ફ્લોર
यांत्रिक विश्लेषण,યાંત્રિક વિશ્લેષણ
यांत्रिक वायुवीजन,યાંત્રિક વેન્ટિલેશન
मेट्रिक प्रणाली,મેટ્રિક સિસ્ટમ
मायक्रोस्ट्रक्चर,માઇક્રોસ્ટ્રક્ચર
मिली समतुल्य,મિલી સમકક્ષ
मिली समतुल्य प्रति लिटर,મિલી સમકક્ષ પ્રતિ લિટર
खनिज,ખનિજ
खनिज माती,ખનિજ માટી
किरकोळ बंदर,નાના બંદર
Mitred बंद,Mitred બંધ
मोबाइल माती कोलाइड,મોબાઇલ સોઇલ કોલોઇડ
आर्द्रतेचा अंश,ભેજનું પ્રમાણ
ओलावा ग्रेडियंट,ભેજ ઢાળ
मोनोलिथ,મોનોલિથ
मोनोरेल,મોનોરેલ
