English,Gujarati
Assize of Novel Disseisin,નવલકથા ડીસીસીનની સહાય
Atrocity,અત્યાચાર
Attack,હુમલો
Aulic Council,ઓલિક કાઉન્સિલ
Axe of the Geddess (=the Geddess axe),દેવીની કુહાડી (=દેવીની કુહાડી)
Axis (=The Rome-Berlin-Tokyo Axis),એક્સિસ (=ધ રોમ-બર્લિન-ટોક્યો એક્સિસ)
Babylon,બેબીલોન
Babylonian captivity (=Babylonish captivity),બેબીલોનીયન કેદ (=બેબીલોનીશ કેદ)
Bacchanal devotee,બચનલ ભક્ત
Bacchanalia,બચ્ચનલિયા
Bachelor,સ્નાતક
Baghdad Pact,બગદાદ કરાર
Balkan League,બાલ્કન લીગ
Balkan Pact,બાલ્કન કરાર
Balkan Wars,બાલ્કન યુદ્ધો
Baltic Pact,બાલ્ટિક સંધિ
Bandit,ડાકુ
Bandung Conference,બાંડુંગ કોન્ફરન્સ
Banishment,દેશનિકાલ
Banner,બેનર
Barbarian,અસંસ્કારી
Barbican,બાર્બીકન
Bardoli satyagraha,બારડોલી સત્યાગ્રહ
Barn Burners,બાર્ન બર્નર્સ
Baron,બેરોન
Baronage,બેરોનેજ
Barones majores,બેરોન્સ મેજર
Barones minores,બેરોન્સ સગીર
Baroness,બેરોનેસ
Baronet,બેરોનેટ
Baronetage,બેરોનેટેજ
Baronetage,બેરોનેટેજ
Baronetcy,બેરોનેટસી
Barony,બેરોની
Barracoon,બેરાકૂન
Barracoon,બેરાકૂન
Barricade (=barricado),બેરિકેડ (=બેરિકેડ)
Barricade (=barricado),બેરિકેડ (=બેરિકેડ)
Barricade (=barricado),બેરિકેડ (=બેરિકેડ)
Base camp,મુખ્ય છાવણી
Basilica,બેસિલિકા
Basilica,બેસિલિકા
Bastila,બેસ્ટિલા
Bastille,બેસ્ટિલ
Bastille,બેસ્ટિલ
Battery,બેટરી
Battle,યુદ્ધ
Batlle-array,Batlle-એરે
Battle cry,યુદ્ધ ક્રાય
Battle din,યુદ્ધ દિન
Battle field,યુદ્ધ ક્ષેત્ર
Battle hymn,યુદ્ધ સ્તોત્ર
Battle of the Spurs,સ્પર્સનું યુદ્ધ
Battle of the Standard,ધોરણનું યુદ્ધ
Battleship,યુદ્ધજહાજ
Battleship-strength,યુદ્ધજહાજ-શક્તિ
Bayeux tapestry,Bayeux ટેપેસ્ટ્રી
Beacon,બીકન
Beacon tower,બીકન ટાવર
Beaver,બીવર
Beaver,બીવર
Beggars of the sea,સમુદ્રના ભિખારીઓ
Bellicose,બેલીકોઝ
Bellicose,બેલીકોઝ
Bellicose,બેલીકોઝ
Bellicosity,બેલીકોસીટી
Bellona,બેલોના
Benefice,લાભ
Benefit of clergy,ધર્મગુરુઓનો લાભ
Benelux,બેનેલક્સ
Berlin Decree,બર્લિન હુકમનામું
Berserker,બેર્સકર
Besant (=bezant),બેસન્ટ (=બેઝન્ટ)
Bethel,બેથેલ
Bibliolater,ગ્રંથસૂચિ
Bibliolatry,ગ્રંથસૂચિ
Big Bertha,મોટા બર્થા
Bigot,ધર્માંધ
Billeting,બિલેટિંગ
Bill of Attainder,અટેન્ડરનું બિલ
Bill of Rights,અધિકારોનું વિયેધક
Biographer,જીવનચરિત્રકાર
Birth stories,જન્મ કથાઓ
Bivouac,બિવૉક
Bivouac,બિવૉક
Bivouac,બિવૉક
Bizonia,બિઝોનિયા
Black birding,બ્લેક બર્ડિંગ
Black flag,કાળો ઝંડો
Black Hole,બ્લેક હોલ
Black Hole,બ્લેક હોલ
Black leg (=scab),કાળો પગ (= સ્કેબ)
Black Shirt,કાળો શર્ટ
Blazon,બ્લેઝોન
Blazon,બ્લેઝોન
Blazonry,બ્લેઝોનરી
Blazonry,બ્લેઝોનરી
Blitzkrieg,બ્લિટ્ઝક્રેગ
Bloodless Revolution (=Glorious Revolution),લોહી વગરની ક્રાંતિ (= ભવ્ય ક્રાંતિ)
Bloodwite,બ્લડવાઈટ
Bloody Mary,બ્લડી મેરી
Blue,વાદળી
Blue blood,વાદળી રક્ત
Blue book,વાદળી પુસ્તક
Blue ribbon,વાદળી રિબન
Blue ribbon,વાદળી રિબન
Blues (=Royal Horse Guards),બ્લૂઝ (= રોયલ હોર્સ ગાર્ડ્સ)
Blue Shirt,વાદળી શર્ટ
Blue Water School,બ્લુ વોટર સ્કૂલ
Board of Control,બોર્ડ ઓફ કંટ્રોલ
Body armour,શારીરિક બખ્તર
Boer,બોઅર
Booty,લૂંટ
Borough,બરો
Bouleuterion,બુલ્યુટેરિયન
Bourbon,બોર્બોન
Boxer rebellion,બોક્સર બળવો
Brace,તાણવું
Brassard,બ્રાસર્ડ
Brassard,બ્રાસર્ડ
Bread colonies,બ્રેડ વસાહતો
Breast Plate,સ્તન પ્લેટ
Breast work,સ્તન કામ
Bretwalda,બ્રેટવાલ્ડા
Brigand,બ્રિગન્ડ
Brigandage,બ્રિગેન્ડેજ
British Commonwealth of Nations,બ્રિટિશ કોમનવેલ્થ ઓફ નેશન્સ
Brown Shirts (=The Nazis),બ્રાઉન શર્ટ્સ (=નાઝીઓ)
Brussels Treaty (Pact) organisation (=Western Europeon union),બ્રસેલ્સ સંધિ (સંધિ) સંસ્થા (=વેસ્ટર્ન યુરોપિયન યુનિયન)
Buff,બફ
Buff,બફ
Buff-coat,બફ-કોટ
Buffs,બફ્સ
Bule (=council),બુલે (= કાઉન્સિલ)
Burgage,બર્ગેજ
Burgess,બર્જેસ
Byzantine,બાયઝેન્ટાઇન
Byzantine church,બાયઝેન્ટાઇન ચર્ચ
Byzantine Empire,બાયઝેન્ટાઇન સામ્રાજ્ય
Byzantine Era,બાયઝેન્ટાઇન યુગ
Byzantine historians,બાયઝેન્ટાઇન ઇતિહાસકારો
Cabal,કેબલ
Caesarism,સીઝરિઝમ
Caliph,ખલીફા
Calligrapher,સુલેખનકાર
Calligraphist,સુલેખનકાર
Calligraphy,સુલેખન
Caltrop,કેલ્ટ્રોપ
Camaraderie,મિત્રતા
Camarilla,કેમેરિલા
Camarilla,કેમેરિલા
Camelaucum,કેમલૌકમ
Camouflage,છદ્માવરણ
Campaign,ઝુંબેશ
Camp follower,શિબિર અનુયાયી
Campo santo,કેમ્પો સાન્ટો
Campus martius,કેમ્પસ માર્શિયસ
Canephora,કેનેફોરા
Cangue,કેંગ્યુ
Cannonade,તોપ
Cannon fodder,તોપ ઘાસચારો
Canon,કેનન
Canon law,કેનન કાયદો
Canopus decree,કેનોપસ હુકમનામું
Canting arms,શસ્ત્ર
Captive,બંદીવાન
Captor,કેપ્ટર
Cardinal,કાર્ડિનલ
Carl,કાર્લ
Carolingian dynasty,કેરોલિંગિયન રાજવંશ
Carthusian sect,કાર્થુસિયન સંપ્રદાય
Cartosa,કાર્ટોસા
Castelian,કેસ્ટેલિયન
Castelian,કેસ્ટેલિયન
Caste system,જાતિ વ્યવસ્થા
Castle,કિલ્લો
Castle,કિલ્લો
Castle town,કેસલ ટાઉન
Castra,કાસ્ટ્રા
Castra,કાસ્ટ્રા
Cathedra,કેથેડ્રા
Cathedral,કેથેડ્રલ
Cato Street conspiracy,કેટો સ્ટ્રીટ કાવતરું
Caudillo,કૌડીલો
Cavalier,ઘોડેસવાર
Cavalier,ઘોડેસવાર
Cavalier Parliament,ઘોડેસવાર સંસદ
Cave of Adullam,અદુલ્લામની ગુફા
Cave painting,ગુફા પેઇન્ટિંગ
Cave painting,ગુફા પેઇન્ટિંગ
Centumvir,સેન્ટુમવીર
Centurion,સેન્ચ્યુરિયન
Century,સદી
Chain armour (=chain mail),સાંકળ બખ્તર (= સાંકળ મેલ)
Chantry,ચેન્ટ્રી
Chantry,ચેન્ટ્રી
Chap book,ચેપ પુસ્તક
Chaplain,ધર્મગુરુ
Chapter,પ્રકરણ
Chapter of accidents,અકસ્માતોનો પ્રકરણ
Charge,ચાર્જ
Charge d'affaires,ચાર્જ ડી અફેર્સ
Charge parting,ચાર્જ વિદાય
Charger,ચાર્જર
Chariot,રથ
Charioteer,સારથિ
Charioteer,સારથિ
Charioteer,સારથિ
Charity kitchen,ચેરિટી રસોડું
Charter,ચાર્ટર
Chartist Movement (=Chartism),ચાર્ટિસ્ટ ચળવળ (= ચાર્ટિઝમ)
Chartophylacium,ચાર્ટોફિલેસિયમ
Chateau,ચટેઉ
Check post,ચેક પોસ્ટ
Chemical Warfare,રાસાયણિક યુદ્ધ
Chester,ચેસ્ટર
Chief,મુખ્ય
Chieftain,સરદાર
Chieftain,સરદાર
Chieftain,સરદાર
Chiffon,શિફૉન
Chivalry,શૌર્ય
Chosen People,પસંદ કરેલા લોકો
Chrismographion,ક્રિસ્મોગ્રાફિયન
Christendom,ખ્રિસ્તી ધર્મ
Christian era,ખ્રિસ્તી યુગ
Christian Socialism,ખ્રિસ્તી સમાજવાદ
Chronicle,ક્રોનિકલ
Chronicler,ક્રોનિકર
Chryse Chersonese,Chryse Chersonese
Cimelium,સિમેલિયમ
Cinquecento Style,Cinquecento પ્રકાર
Circumnavigation,પરિક્રમા
Cistercian monk,સિસ્ટરસિયન સાધુ
Citadel,રાજગઢ
Citation,અવતરણ
Citation,અવતરણ
Civil disobedience,સામાજિક અસહકાર
Civil war,નાગરિક યુદ્ધ
Civis Romanus,સિવિસ રોમનસ
Classical age,શાસ્ત્રીય વય
Clepht (=klepht),Clepht (=klepht)
Clericalism,કારકુનવાદ
Cleruch,કારકુન
Cluniac movement,ક્લુનિયાક ચળવળ
Coat armour,કોટ બખ્તર
Coat of arms,શસ્ત્રોનો કોટ
Coat of arms,શસ્ત્રોનો કોટ
Coat of arms,શસ્ત્રોનો કોટ
Coat of mail,ટપાલનો કોટ
Cohort,સમૂહ
Comitia,કોમીટીયા
Comitia Centuriata,કોમિટિયા સેન્ટુરિયાટા
Comitia Curiata,કોમિટિયા કુરિયાટા
Comitia Tributa,કોમિટિયા ટ્રિબ્યુટા
Commemorative arch,સ્મારક કમાન
Commemorative coin,સ્મારક સિક્કો
Commemorative seal,સ્મારક સીલ
Common field,સામાન્ય ક્ષેત્ર
Communard,કોમ્યુનાર્ડ
Concordat,કોનકોર્ડેટ
Concordat,કોનકોર્ડેટ
Condottiere,કોન્ડોટિયર
Confirmation Cartarum,પુષ્ટિકરણ Cartarum
Conflict,સંઘર્ષ
Congregation,મંડળ
Conquering state,વિજયી રાજ્ય
Conqueror,વિજેતા
Conquistador,વિજેતા
Consilium,કોન્સિલિયમ
Consistory,કન્સિસ્ટરી
Conspiracy,કાવતરું
Conspiracy,કાવતરું
Consulate,કોન્સ્યુલેટ
Consulation book,કન્સ્યુલેશન બુક
Continental system,કોન્ટિનેંટલ સિસ્ટમ
Convention Parliament,સંમેલન સંસદ
Copperheads (=peace democrats),કોપરહેડ્સ (=પીસ ડેમોક્રેટ્સ)
Copyhold,કોપીહોલ્ડ
Cordoning,કોર્ડનિંગ
Corona,કોરોના
Coronation,રાજ્યાભિષેક
Coronation stone,રાજ્યાભિષેક પથ્થર
Corpus,કોર્પસ
Corsair,કોર્સેર
Corsair,કોર્સેર
Corset (=corselet),કાંચળી (=કાંચળી)
Cortes,કોર્ટેસ
Cottar (=cottier),કોટ્ટર (=કોટીયર)
Cottar (=cottier),કોટ્ટર (=કોટીયર)
Count Palatinate,કાઉન્ટ પેલેટિનેટ
Country house,દેશ ઘર
County,કાઉન્ટી
County borough,કાઉન્ટી બરો
County courts,કાઉન્ટી કોર્ટ
County palatine,કાઉન્ટી પેલેટીન
Court,કોર્ટ
Court,કોર્ટ
Court circular,કોર્ટ પરિપત્ર
Court etiquette,કોર્ટ શિષ્ટાચાર
Courtier,દરબારી
Court of cassation,કેસેશન કોર્ટ
Court of Directors (E. I. C.),કોર્ટ ઓફ ડિરેક્ટર્સ (EIC)
Court of Proprietors,માલિકોની કોર્ટ
Court poet,દરબાર કવિ
Covenanted Cameronians,કરારબદ્ધ કેમેરોનિયનો
Crown,તાજ
Crown,તાજ
Crown,તાજ
Crown land,તાજ જમીન
Crown land,તાજ જમીન
Crown Prince,રાજકુંવર
Crusade,ધર્મયુદ્ધ
Crusader,ક્રુસેડર
Cryptogram,ક્રિપ્ટોગ્રામ
Cuirass,કુઇરાસ
Cuirassier,ક્યુરાસીયર
Cult deity,સંપ્રદાય દેવતા
Curia,કુરિયા
Curia,કુરિયા
Czarism,ઝારવાદ
Dark continent,શ્યામ ખંડ
Day of judgement,ચુકાદાનો દિવસ
Day of judgement,ચુકાદાનો દિવસ
Dean,ડીન
Decade,દશક
Denarius,ડેનરિયસ
Deposed monarch,પદભ્રષ્ટ રાજા
Despoil,બગાડ
Despoilation,બગાડ
Dethrone,ડિથ્રોન
Diadem,ડાયડેમ
Diadem,ડાયડેમ
Diadem,ડાયડેમ
Diasia,ડાયસિયા
Dicasterium,ડિકાસ્ટેરિયમ
Diluvialist,ડિલુવિઆલિસ્ટ
Diocese,પંથક
Diocese,પંથક
Directoire (=Directry),નિર્દેશક (=નિર્દેશક)
Directoire (=Directry),નિર્દેશક (=નિર્દેશક)
Dirham,દિરહામ
Disloyal,બેવફા
Disloyal,બેવફા
Doctrine of lapse,ક્ષતિનો સિદ્ધાંત
Document,દસ્તાવેજ
Documentary evidence,દસ્તાવેજી પુરાવા
Domesday Book,ડોમ્સડે બુક
Donation of Constantine,કોન્સ્ટેન્ટાઇનનું દાન
Doom,પ્રારબ્ધ
Dowager queen,ડોવગર રાણી
Dragoon,ડ્રેગન
Dromedarian,ડ્રોમેડેરીયન
Dromedary,ડ્રોમેડરી
Dromond,ડ્રોમોન્ડ
Dual,ડ્યુઅલ
Dual alliance,બેવડા જોડાણ
Dual entente,ડ્યુઅલ entente
Dual system (=dual government),ડ્યુઅલ સિસ્ટમ (= બેવડી સરકાર)
Duke,ડ્યુક
Duma,ડુમા
Dwarf incarnation,વામન અવતાર
Dynasty,રાજવંશ
Dynasty,રાજવંશ
Eagle,ગરુડ
Ealder man,વૃદ્ધ માણસ
Earl,અર્લ
Earldom,અર્લ્ડમ
Early Guptas,પ્રારંભિક ગુપ્તા
Early (historic) sites,પ્રારંભિક (ઐતિહાસિક) સાઇટ્સ
Early Vedic period,પ્રારંભિક વૈદિક સમયગાળો
Ecclesia,એકલસિયા
Edict of Restitution,વળતરનો આદેશ
Eight fold path,આઠ ગણો રસ્તો
Elders,વડીલો
Elder statesman (=genro),વડીલ રાજનેતા (= genro)
Elephant goad,હાથી ગોડ
Eleven Years' Tyranny,અગિયાર વર્ષનો જુલમ
Elysae (=Elysee),એલિસી (=એલિસી)
Enclosure Movement,બિડાણ ચળવળ
Encyclical,એન્સાઇકલિકલ
Encyclopaedist movement,જ્ઞાનકોશવાદી ચળવળ
Entente,એન્ટેન્ટે
Entente cordiale,એન્ટેન્ટે કોર્ડિયેલ
Enthrone,સિંહાસન
Entourage,નોકરચાકર
Ephod,એફોદ
Ephor,એફોર
Epic age,મહાકાવ્ય યુગ
Epic hero,એપિક હીરો
Epigraph,એપિગ્રાફ
Episcopacy,એપિસ્કોપેસી
Episcopate,એપિસ્કોપેટ
Episode,એપિસોડ
Epoch,યુગ
Epoch-making event,યુગ-નિર્માણની ઘટના
Epoch-making man,યુગ-નિર્માતા માણસ
Eponym,ઉપનામ
Equerry,ઇક્વેરી
Equerry,ઇક્વેરી
Equestrian statue,અશ્વારોહણ પ્રતિમા
Era,યુગ
Ergastulum,અર્ગાસ્ટુલમ
Eucharist,યુકેરિસ્ટ
Evangelicalism,ઇવેન્જેલિકલિઝમ
Evangelical movement,ઇવેન્જેલિકલ ચળવળ
Evangelist,પ્રચારક
Exarch,Exarch
Exilarch,એક્સિલર્ચ
Falangist,ફલાંગિસ્ટ
Father land,પિતાની જમીન
Father land,પિતાની જમીન
Feriae,ફેરિયા
Fetish,ફેટીશ
Feudal holdings,સામન્તી હોલ્ડિંગ્સ
Feudalism (=feudal system),સામંતવાદ (= સામંતશાહી વ્યવસ્થા)
Feudal system,સામંતશાહી વ્યવસ્થા
Feudatory,સામંતશાહી
Fidei defensor (=Defender of the Faith),ફિદેઇ ડિફેન્સર (=વિશ્વાસના રક્ષક)
Fief,ફીફ
Field system,ફીલ્ડ સિસ્ટમ
Fifteenth tax,પંદરમો કર
Figure head,આકૃતિ વડા
Fin de siecle,ફિન ડી siecle
Fire eater,અગ્નિ ખાનાર
Five Mile Act,ફાઇવ માઇલ એક્ટ
Flag,ધ્વજ
Flamen Dialis,ફ્લેમેન ડાયાલિસ
Flamen Martialis,ફ્લેમેન માર્શેલીસ
Flaming torch,જ્વલંત મશાલ
Flank,ફ્લૅન્ક
Flanking movement,flanking ચળવળ
Flourishing civilization,વિકસતી સંસ્કૃતિ
Fluvialistic belief,પ્રવાહવાદી માન્યતા
Folk god,લોક દેવ
Folk goddess,લોક દેવી
Folk memory,લોક સ્મૃતિ
Folk myth (=folklore),લોક પૌરાણિક કથા (=લોકકથા)
Foraging,ઘાસચારો
Foray,ધાડ
Forebear,ફોરબિયર
Forefather,વડવા
Forerunner,અગ્રદૂત
Forlorn hope,નિરાશ આશા
Formative stage,રચનાત્મક તબક્કો
Fort,કિલ્લો
Fortification,કિલ્લેબંધી
Fortified town,ફોર્ટિફાઇડ નગર
Fortress,કિલ્લો
Fortuna,ફોર્ચ્યુના
Forum Romanum,ફોરમ રોમનમ
Franciscan,ફ્રાન્સિસ્કન
Franklin,ફ્રેન્કલીન
Fratricidal war,ભાઈચારો યુદ્ધ
Free Church,મફત ચર્ચ
Freeholder,ફ્રીહોલ્ડર
Freelance soldier,ફ્રીલાન્સ સૈનિક
Freelance soldier,ફ્રીલાન્સ સૈનિક
Freeman,ફ્રીમેન
Freeman,ફ્રીમેન
Freepass,મફત પાસ
French Revolution,ફ્રેન્ચ ક્રાંતિ
Friar,તપસ્વી
Friasian mercenaries,ફ્રિયાશિયન ભાડૂતી
Frontier'a man,સરહદી માણસ
Galleon,ગેલિયન
Gallican (=Gallicanist),ગેલિકન (=ગેલિકનવાદી)
Gallicanism,ગેલિકનિઝમ
Garrison,ગેરિસન
Gaul,ગૌલ
Gauntlet,ગાઉન્ટલેટ
Gauntlet,ગાઉન્ટલેટ
Gazebo,ગાઝેબો
Gazebo,ગાઝેબો
Gazebo,ગાઝેબો
Genealogical history,વંશાવળી ઇતિહાસ
Genealogical record,વંશાવળી રેકોર્ડ
Genealogical table,વંશાવળી કોષ્ટક
Genealogical tree,વંશાવળી વૃક્ષ
Genealogy,વંશાવળી
Genealogy,વંશાવળી
Generation,જનરેશન
Genocide,નરસંહાર
Gentile,બિનજાતીય
Gentile,બિનજાતીય
Gentile,બિનજાતીય
Gentile,બિનજાતીય
Ghetto,ઘેટ્ટો
Ghetto,ઘેટ્ટો
Gibbet,ગીબેટ
Gild (=guild),ગિલ્ડ (=ગિલ્ડ)
Gladiater,ગ્લેડીએટર
Glorious Revolution,ભવ્ય ક્રાંતિ
Golden Horde,ગોલ્ડન હોર્ડ
Grand Alliance,ગ્રાન્ડ એલાયન્સ
Grandee,ગ્રાન્ડી
Grand Signor,ગ્રાન્ડ સિગ્નર
Grand Signor,ગ્રાન્ડ સિગ્નર
Great Civil War,મહાન ગૃહ યુદ્ધ
Great Departure (of Buddha),મહાન પ્રસ્થાન (બુદ્ધનું)
Greater India,બૃહદ ભારત
Great Hellas,ગ્રેટ હેલાસ
Great Horde,મહાન લોકોનું મોટું ટોળું
Great Renunciation (=great departure),મહાન ત્યાગ (= મહાન પ્રસ્થાન)
Great Seal,ગ્રેટ સીલ
Great Trak,ગ્રેટ ટ્રૅક
Great Vehicle,મહાન વાહન
Great Wall of China,ચીનની મહાન દિવાલ
Greave,ગ્રીવ
Guard-chamber,ગાર્ડ-ચેમ્બર
Guard-chamber,ગાર્ડ-ચેમ્બર
Guard-chamber,ગાર્ડ-ચેમ્બર
Guptas,ગુપ્તા
Hagiography,હેગિઓગ્રાફી
Hagiography,હેગિઓગ્રાફી
Hagiology,હેગિઓલોજી
Hagiology,હેગિઓલોજી
Hall of private audience,ખાનગી પ્રેક્ષકોનો હોલ
Hall of public audience,જાહેર પ્રેક્ષકોનો હોલ
Hatchment,હેચમેન્ટ
Heathen,વિધર્મી
Heathen,વિધર્મી
Heathenism,હીથેનિઝમ
Hegira (Hejera),હેગીરા (હેજેરા)
Hellenism,હેલેનિઝમ
Helot,હેલોટ
Heraldry,હેરાલ્ડ્રી
Heritage,ધરોહર
Hieroglyphic linear characters,હિયેરોગ્લિફિક રેખીય અક્ષરો
Hieroglyphic script,હિયેરોગ્લિફિક સ્ક્રિપ્ટ
High Church,ઉચ્ચ ચર્ચ
High Lander,ઉચ્ચ લેન્ડર
Hinduism,હિંદુ ધર્મ
Historian,ઈતિહાસકાર
Historian,ઈતિહાસકાર
Historical materialism,ઐતિહાસિક ભૌતિકવાદ
Historic era,ઐતિહાસિક યુગ
Historic frontier,ઐતિહાસિક સરહદ
Historiographer,ઇતિહાસકાર
Historiographer,ઇતિહાસકાર
Historiography,ઇતિહાસલેખન
Historiography,ઇતિહાસલેખન
History,ઇતિહાસ
Hittite empire,હિટ્ટાઇટ સામ્રાજ્ય
Holy Alliance,પવિત્ર જોડાણ
Holy city,પવિત્ર શહેર
Holy city,પવિત્ર શહેર
Holy land,પવિત્ર ભૂમિ
Holy land,પવિત્ર ભૂમિ
Holy League,પવિત્ર લીગ
Holy League,પવિત્ર લીગ
Holy Roman Empire (=The Empire),પવિત્ર રોમન સામ્રાજ્ય (=ધ એમ્પાયર)
Holy Sea,પવિત્ર સમુદ્ર
Holy Sea,પવિત્ર સમુદ્ર
Holy war,પવિત્ર યુદ્ધ
Holy war,પવિત્ર યુદ્ધ
Home Government,ગૃહ સરકાર
Home Guard,હોમગાર્ડ
Homeland,વતન
Home rule,ઘરનો નિયમ
Home Rule,હોમ રૂલ
Horde,લોકોનું મોટું ટોળું
Horde,લોકોનું મોટું ટોળું
Hostile country,પ્રતિકૂળ દેશ
Hostile land,પ્રતિકૂળ જમીન
hot pursuit,ગરમ પીછો
House,ઘર
House,ઘર
House of Commons,હાઉસ ઓફ કોમન્સ
House of Lords,હાઉસ ઓફ લોર્ડ્સ
House of Representatives,હાઉસ ઓફ રિપ્રેઝન્ટેટિવ્સ
Huguenots,હ્યુગ્યુનોટ્સ
Humanism,માનવતાવાદ
Humanist,માનવતાવાદી
Hundred Yesrs' War,સો યસર્સ વોર
Hunker,હુંકર
Ibadat Khana (House of Worship),ઇબાદત ખાના (ઇબાદતનું ઘર)
Iconoclast,આઇકોનોક્લાસ્ટ
Idolater,મૂર્તિપૂજક
Ilahi era,ઇલાહી યુગ
Illegal war,ગેરકાયદેસર યુદ્ધ
Illuminated manuscript,પ્રકાશિત હસ્તપ્રત
Illustrated manuscript,સચિત્ર હસ્તપ્રત
Illustrated manuscript,સચિત્ર હસ્તપ્રત
Imam (Immaum),ઇમામ (ઇમામ)
Imamate,ઈમામત
Imamate,ઈમામત
Imambarah,ઈમામબારહ
Imperial,શાહી
Imperial city,શાહી શહેર
Imperialism,સામ્રાજ્યવાદ
Imperial preference,શાહી પસંદગી
Impolicy,અવ્યવસ્થિતતા
