Punjabi,English
ਨਮੀ ਪਰੂਫ਼ ਕੋਰਸ,Damp proof course
ਮੁਕੰਮਲ ਹੋਣ ਦੀ ਮਿਤੀ,Date of completion
ਡੈੱਡ ਲੋਡ,Dead load
ਮਰੇ ਹੋਏ ਪਾਣੀ,Dead water
ਡੈਸੀਬਲ,Decibel
Deflocculation,Deflocculation
ਹਵਾਬਾਜ਼ੀ ਜਾਂ ਏਅਰ ਸਪੇਸ ਅਨੁਪਾਤ ਦੀ ਡਿਗਰੀ,Degree of aeration or air space ratio
ਏਕੀਕਰਣ ਦੀ ਡਿਗਰੀ,Degree of aggregation
ਫੈਲਾਅ ਦੀ ਡਿਗਰੀ,Degree of dispersion
ਸੰਤ੍ਰਿਪਤਾ ਦੀ ਡਿਗਰੀ,Degree of saturation
ਘਣਤਾ,Density
ਮਾਰੂਥਲ ਫੁੱਟਪਾਥ,Desert pavement
ਮਾਰੂਥਲ ਦੀ ਮਿੱਟੀ,Desert soil
ਵੇਰਵੇ,Details
ਵਿਕਾਸ ਦੀ ਮਿਆਦ,Development period
ਡੀ-ਹੋਰੀਜ਼ਨ,D-horizon
ਵਿਕਰਣ ਬੰਧਨ,Diagonal bond
ਚਿੱਤਰ,Diagram
ਡਿਜੀਟਲ ਡੌਕ,Digital dock
ਵਿਭਿੰਨ ਪਾਣੀ ਦੀ ਦਰ,Differential water rate
ਪਤਲਾ ਹਵਾਦਾਰੀ,Dilution ventilation
ਡਾਇਲੁਵੀਅਮ,Diluvium
ਭੋਜਨ ਕਕਸ਼,Dining room
ਦਿਸ਼ਾ ਪੈਗ,Direction peg
ਫੈਲਾਅ,Dispersion
ਡਿਸਟੈਂਪਰ,Distemper
ਡੌਕ,Dock
ਦਰਵਾਜ਼ਾ,Door
ਡੋਰਮਰ,Dormer
ਡੋਰਮਰ ਜਾਂਚ,Dormer check
ਡਬਲ ਫਲੇਮਿਸ਼ ਬਾਂਡ,Double flemish bond
ਡਬਲ ਪਰਤ,Double layer
ਡੌਲ,Dowel
ਡਰਾਇੰਗ ਬੋਰਡ,Drawing board
ਡਰਾਇੰਗ ਰੂਮ,Drawing room
ਵਹਿਣਾ,Drift
ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ,Dry bulb temperature
ਸੁੱਕੀ ਡੌਕ,Dry dock
ਸੁੱਕੀ ਰਬੜ ਦੀ ਚਿਣਾਈ,Dry rubber masonry
ਡੱਚ ਬਾਂਡ,Dutch bond
ਬੌਣੀ ਕੰਧ,Dwarf wall
ਨਿਵਾਸ ਯੂਨਿਟ,Dwelling unit
ਈਵ,Eave
ਈਵਸ ਗਟਰ,Eaves gutter
ਆਰਥਿਕ ਵਿਵਹਾਰਕਤਾ,Economic feasibility
ਐਕਟੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ,Ectodynamorphic soil
ਐਡੀ,Eddy
ਪ੍ਰਭਾਵੀ ਆਕਾਰ,Effective size
ਪ੍ਰਫੁੱਲਤ,Efflorescence
ਪ੍ਰਵਾਹ,Effluent
ਉਚਾਈ,Elevation
ਐਲੂਵੀਏਸ਼ਨ,Eluviation
ਐਲੂਵਿਅਮ,Eluvium
ਐਂਡੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ,Endodynamorphic soil
ਇੰਜੀਨੀਅਰਿੰਗ ਵਿਵਹਾਰਕਤਾ,Engineering feasibility
ਅੰਗਰੇਜ਼ੀ ਬਾਂਡ,English bond
ਅੰਗਰੇਜ਼ੀ ਬਾਗ ਦੀ ਕੰਧ ਬਾਂਡ,English garden wall bond
"EPM (ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦੇ ਬਰਾਬਰ),&quot;","E.P.M. (equivalent per million),"""
ਬਰਾਬਰ ਭਾਰ,Equivalent weight
ਅਰਗ,Erg
ਵਟਾਂਦਰੇਯੋਗ,Exchangeable
ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ,Exchangeable acidity
ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP),Exchangeable sodium percentage (ESP)
ਈ.ਐੱਸ.ਪੀ.,E. S P.
ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ,Exchange acidity
ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ,Exchange complex
ਨਿਕਾਸ,Exhaust
ਪ੍ਰਗਟ ਮੁਕੰਮਲ,Exposed finish
ਆਈ,Eye
ਅੱਖ ਦਾ ਭਾਂਡਾ,Eye brow
ਸਾਹਮਣਾ ਕਰਨਾ,Facing
ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,Facing bond
ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ,Factor of safety
ਗਿਰਾਵਟ,Fall
ਫੇਸੀਆ,Facia
ਫੇਸੀਆ ਬੋਰਡ,Facia board
ਨੁਕਸ,Fault
ਖੇਤ ਦੀ ਨਮੀ,Field moisture
ਅੰਤਮ ਨਮੀ ਦੇ ਬਰਾਬਰ,Final moisture equivalent
ਫਿਲਟ (ਮੋਰਟਾਰ ਦਾ),Fillet (of mortar)
ਫਾਈਨਲ,Finial
ਅੰਤਮ ਮਾਪ,Final measurement
ਅੰਤਿਮ ਭੁਗਤਾਨq,Final paymentq
ਅੰਤਮ ਪ੍ਰੀ ਤਣਾਅ,Final pre stress
ਅੰਤਮ ਤਣਾਅ,Final tension
ਵਿੱਤੀ ਵਿਵਹਾਰਕਤਾ,Financial feasibility
ਵਧੀਆ ਕੁੱਲ,Fine aggregate
ਫਿਸਰਡ ਚੱਟਾਨ,Fissured rock
ਝੰਡਾ ਪੱਥਰ,Flag stone
ਫਲੇਮਿਸ਼ ਬਾਂਡ,Flemish bond
ਫਲੈਸ਼ਿੰਗ,Flashing
ਚਮਕਦਾਰ ਸਟ੍ਰੀਮ,Flashy stream
ਫਲੈਟ ਛੱਤ,Flat roof
ਫਲੇਚੇ,Fleche
ਫਲੇਮਿਸ਼ ਗਾਰਡਨ ਵਾਲ ਬਾਂਡ,Flemish garden wall bond
Flint,Flint
Flint ਕੰਧ,Flint wall
ਫਲੋਟਿੰਗ ਮੰਜ਼ਿਲ,Floating floor
ਫਲੋਕੂਲੇਸ਼ਨ,Flocculation
ਫਲੋਕੂਲੇਸ਼ਨ ਸੀਮਾ,Flocculation limit
ਫਲੋਕੂਲੇਸ਼ਨ ਅਨੁਪਾਤ,Flocculation ratio
ਫਲੋਕੂਲਸ,Floccules
ਮੰਜ਼ਿਲ,Floor
ਮੰਜ਼ਿਲ ਸੀਲ,Floor seal
ਪ੍ਰਵਾਹ,Flow
ਉਤਰਾਅ-ਚੜ੍ਹਾਅ,Fluctuation
ਫੁੱਟਿੰਗ,Footing
ਬੁਨਿਆਦ,Foundation
ਫਰੀ ਫਾਲ ਬੈਰੋ ਟਾਪਿੰਗ ਮਿਕਸਰ,Free fall barrow topping mixer
ਫਰੀ ਫਾਲ ਮਿਕਸਰ (ਡਰੱਮ ਦੀ ਕਿਸਮ),Free fall mixer (drum type)
ਮੁਫ਼ਤ ਪੱਥਰ,Free stone
ਫਰੈੱਸਟ,Freshet
ਰਗੜ ਢੇਰ,Friction pile
ਡੱਡੂ,Frog
ਗੇਬਲ,Gable
ਗੈਬਲੇਟ,Gablet
Gambrel ਛੱਤ,Gambrel roof
ਗੇਜ,Gauge
ਗੇਜਿੰਗ ਸੈਕਸ਼ਨ,Gauging section
ਗੇਜਿੰਗ ਸਟੇਸ਼ਨ,Gauging station
ਆਮ ਟਿਕਾਣਾ ਯੋਜਨਾ,General location plan
ਆਮ ਹਵਾਦਾਰੀ,General ventilation
G ਹੋਰੀਜ਼ਨ ਜਾਂ ਗਲੇ ਹੋਰੀਜ਼ਨ,G horizon or gley horizon
ਤੱਕ ਗਲੇਸ਼ੀਅਲ,Glacial till
ਗਨੀਸ,Gneiss
ਮਾਲ ਵਿਹੜਾ,Goods yard
ਗਰੇਡੀਐਂਟ ਪ੍ਰਤੀਰੋਧ,Gradient resistance
ਗ੍ਰੇਨਾਈਟ,Granite
ਦਾਣੇਦਾਰ ਬਣਤਰ,Granular structure
ਗ੍ਰੇਨੂਲੇਸ਼ਨ,Granulation
ਗ੍ਰੈਨਿਊਲ,Granule
ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਪਾਣੀ ਮੁਕਤ ਪਾਣੀ,Gravitational water free water
ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਯਾਰਡ,Gravitational yard
ਮਹਾਨ ਮਿੱਟੀ ਸਮੂਹ,Great soil group
ਗ੍ਰਿਲੇਜ ਬੁਨਿਆਦ,Grillage foundation
ਜ਼ਮੀਨੀ ਹੱਥ ਮੋਲਡਿੰਗ,Ground hand moulding
ਸਮੂਹਬੱਧ ਡੌਕ,Grouped dock
ਗਰੁੱਪ ਹਾਊਸਿੰਗ,Group housing
ਮਹਿਮਾਨ ਕਮਰਾ,Guest room
ਗਟਰ,Gutter
ਗਟਰ ਚੁੱਕਣ ਵਾਲਾ,Gutter bearer
ਗਟਰ ਚੈੱਕ,Gutter check
ਹੈਮਰ ਡਰੈਸਿੰਗ,Hammer dressing
ਬੰਦਰਗਾਹ,Harbour
ਪਨਾਹ ਦੀ ਬੰਦਰਗਾਹ,Harbour of refuge
ਹਾਰਡ ਪੈਨ,Hard pan
ਸਿਰਲੇਖ,Header
ਹੈਡਰ ਬਾਂਡ,Header bond
ਹੈਡਰ ਕੋਰਸ,Header course
ਮੁੱਖ ਗੇਟ ਬਣਤਰ,Head gate structure
ਨਹਿਰ ਦਾ ਮੁਖੀ,Head of canal
ਹੈੱਡ ਰੈਗੂਲੇਟਰ,Head regulator
ਹੈਰਿੰਗ ਹੱਡੀ ਬੰਧਨ,Herring bone bond
ਦਿਲਦਾਰ,Hearting
