Punjabi,Gujarati
ਅਸਧਾਰਨ ਅਪਵਰਤਨ*,અસામાન્ય રીફ્રેક્શન*
ਅਲੌਕਿਕ ਵਿਰੋਧ,પેરાનોર્મલ પ્રતિકાર
ab-om,ab-om
"ਪ੍ਰਬਲਤਾ, ਅਸਫਲਤਾ","પ્રબળતા, નિષ્ફળતા"
"ਜੁੜੇ ਹੋਏ, ਆਮ ਤੌਰ &#39;ਤੇ, ਖੜ੍ਹੇ, ਕੱਟੇ ਹੋਏ, ਖੰਡਿਤ","જોડાયેલ, સામાન્ય રીતે, સ્થાયી, વિચ્છેદિત, ખંડિત"
ਅਕਸਰ ਛਾਲ ਮਾਰਦਾ ਹੈ,ઘણી વાર કૂદકો
ਹੱਥ*,હાથ*
ਗੁੰਮ ਪ੍ਰਤੀਬਿੰਬ,પ્રતિબિંબ ગુમાવ્યું
ਗੁੰਮ ਸਪੈਕਟ੍ਰਮ,ગુમ થયેલ સ્પેક્ટ્રમ
"ਪੂਰਨ, ਸੰਪੂਰਨ, ਨਿਰੰਤਰ, ਸੰਪੂਰਨ","નિરપેક્ષ, નિરપેક્ષ, અચળ, સંપૂર્ણ"
ਪੂਰਨ ਪ੍ਰਵੇਗ,સંપૂર્ણ પ્રવેગક
ਪੂਰਨ ਅਸਲੀਅਤ,સંપૂર્ણ વાસ્તવિકતા
ਪੂਰਾ ਪਤਾ,સંપૂર્ણ સરનામું
ਭੂ-ਸੰਬੰਧੀ ਉਚਾਈ ਮੀਟਰ,જિયો-રિલેટિવ અલ્ટીમીટર
ਭੂ-ਵਿਗਿਆਨਕ ਉਚਾਈ,ભૌગોલિક ઊંચાઈ
ਪੂਰਨ ਐਂਪੀਅਰ,સંપૂર્ણ એમ્પીયર
ਪੂਰਨ ਉਬਾਲ ਬਿੰਦੂ,સંપૂર્ણ ઉત્કલન બિંદુ
ਪੂਰਨ ਪ੍ਰਕਾਸ਼,સંપૂર્ણ તેજ
ਪੂਰਨ ਸਮਰੱਥਾ,સંપૂર્ણ ક્ષમતા
ਪੂਰਨ ਉਚਾਈ,ચોક્કસ ઊંચાઈ
ਪੂਰਨ ਰੰਗ,સંપૂર્ણ રંગદ્રવ્ય
"ਪੂਰਨ ਸੰਰਚਨਾ, ਅਸਪਸ਼ਟ ਸੰਰਚਨਾ","સંપૂર્ણ રૂપરેખાંકન, અસ્પષ્ટ રૂપરેખાંકન"
ਪੂਰਨ ਕੂਲੰਬ,સંપૂર્ણ કૂલમ્બ
ਪੂਰਾ ਹਨੇਰਾ,સંપૂર્ણ અંધકાર
ਪੂਰਨ ਸਮਾਂ-ਸਾਰਣੀ,સંપૂર્ણ સમયપત્રક
ਸੰਪੂਰਨ ਘਣਤਾ*,સંપૂર્ણ ઘનતા*
ਪੂਰਨ ਡਰੇਨੇਜ,સંપૂર્ણ ડ્રેનેજ
ਸੰਪੂਰਨ EMU (ਇਲੈਕਟਰੋਮੈਗਨੈਟਿਕ ਯੂਨਿਟ),સંપૂર્ણ EMU (ઇલેક્ટ્રોમેગ્નેટિક એકમ)
ਸੰਪੂਰਨ ESU (ਸਥਿਰ ਇਕਾਈ),સંપૂર્ણ ESU (સ્થિર એકમ)
ਪੂਰਨ ਕੁਸ਼ਲਤਾ,સંપૂર્ણ કાર્યક્ષમતા
ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਮੀਟਰ,સંપૂર્ણ ઇલેક્ટ્રોમીટર
ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ,સંપૂર્ણ આવર્તન સંપૂર્ણ આવર્તન
ਪੂਰਨ ਨਮੀ,સંપૂર્ણ ભેજ
ਸੰਪੂਰਨ ਘਟਨਾ,સંપૂર્ણ ઘટના
ਪੂਰਨ ਪ੍ਰਤੀਕ੍ਰਿਆਤਮਕ ਸੂਚਕਾਂਕ,સંપૂર્ણ રીફ્રેક્ટિવ ઇન્ડેક્સ
ਪੂਰਨ ਅਸਥਿਰਤਾ,સંપૂર્ણ અસ્થિરતા
ਪੂਰਨ ਅਸਥਿਰਤਾ,સંપૂર્ણ અસ્થિરતા
"ਪੂਰਨ ਤੀਬਰਤਾ, ਸੰਪੂਰਨ ਤੀਬਰਤਾ","સંપૂર્ણ તીવ્રતા, સંપૂર્ણ તીવ્રતા"
ਅਸਥਨੀਆ ਦੀ ਪੂਰਨ ਸੀਮਾ,અસ્થેનિયાની સંપૂર્ણ મર્યાદા
ਪੂਰਨ ਰੋਸ਼ਨੀ ਸਿਲ,સંપૂર્ણ રોશની
ਪੂਰਨ ਰੌਸ਼ਨੀ ਵਕਰ,સંપૂર્ણ પ્રકાશ વળાંક
ਪੂਰਨ ਵਿਸ਼ਾਲਤਾ,સંપૂર્ણ તીવ્રતા
ਪੂਰਨ ਬੈਰੋਮੀਟਰ,સંપૂર્ણ બેરોમીટર
ਪਰਮ ਸਰਵਉੱਚ,સર્વોચ્ચ સર્વોચ્ચ
ਪੂਰਨ ਅਤਿ,સંપૂર્ણ મર્યાદા
ਸਭ ਤੋਂ ਘੱਟ,એકદમ નીચું
ਪੂਰਨ ਗਤੀ,સંપૂર્ણ વેગ
ਪੂਰਨ ਗਤੀ,સંપૂર્ણ ઝડપ
ਪੂਰਨ ਸੰਗੀਤ,સંપૂર્ણ સંગીત
ਪੂਰਨ ਨਿਰੀਖਣ,સંપૂર્ણ અવલોકન
ਪੂਰਨ ਓਮ,સંપૂર્ણ ઓહ્મ
ਪੂਰਨ ਸਥਿਤੀ,સંપૂર્ણ અભિગમ
ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਨੈਗੇਟਿਵਿਟੀ,સંપૂર્ણ ઇલેક્ટ્રોનેગેટિવિટી
ਪੂਰਨ ਗੰਭੀਰਤਾ,સંપૂર્ણ ગુરુત્વાકર્ષણ
ਪੂਰਨ ਦਬਾਅ,સંપૂર્ણ દબાણ
ਪੂਰਨ ਸੰਪਤੀ,સંપૂર્ણ મિલકત
ਪੂਰਨ ਸਕੇਲਰ,સંપૂર્ણ સ્કેલર
ਤਾਪਮਾਨ ਦਾ ਪੂਰਨ ਪੈਮਾਨਾ*,તાપમાનનું સંપૂર્ણ માપ*
"ਸੰਪੂਰਨ ਸਮਕਾਲੀ, ਸੰਪੂਰਨ ਸਮਕਾਲੀ","સંપૂર્ણ સુમેળ, સંપૂર્ણ સુમેળ"
ਪੂਰਨ ਤਣਾਅ,સંપૂર્ણ તણાવ
ਪੂਰਨ ਸਮਰੂਪਤਾ,સંપૂર્ણ સમપ્રમાણતા
ਪੂਰਨ ਗਤੀ ਸਰੀਰ,સંપૂર્ણ ગતિ શરીર
ਪੂਰਨ ਯੂਨਿਟ ਸਿਸਟਮ,સંપૂર્ણ એકમ સિસ્ટમ
ਪੂਰਨ ਤਾਪਮਾਨ,સંપૂર્ણ તાપમાન
ਪੂਰਾ ਸਮਾਂ,ચોક્કસ સમય
ਪੂਰਨ ਇਕਾਈਆਂ,સંપૂર્ણ એકમો
ਸਹੀ ਮੁੱਲ,સંપૂર્ણ મૂલ્ય
ਪੂਰਨ ਅੰਕ ਕੈਲਕੁਲੇਟਰ,પૂર્ણાંક કેલ્ક્યુલેટર
ਪੂਰਨ ਗਤੀ,સંપૂર્ણ વેગ
ਪੂਰਨ ਲੇਸ,સંપૂર્ણ સ્નિગ્ધતા
ਪੂਰਨ ਭਾਰ,સંપૂર્ણ વજન
ਪੂਰਨ ਜ਼ੀਰੋ*,સંપૂર્ણ શૂન્ય*
ਜ਼ੀਰੋ ਦਾ ਪੂਰਨ ਭਾਜਕ,શૂન્યનો સંપૂર્ણ વિભાજક
ਸੋਖਣਾ,શોષી લેવું
ਸ਼ੋਸ਼ਣ ਸੂਚਕਾਂਕ*,શોષણ સૂચકાંક*
ਲੀਨ ਊਰਜਾ,શોષિત ઊર્જા
"ਸੋਖਣ ਵਾਲਾ, ਸੋਖਣ ਵਾਲਾ","શોષક, શોષક"
ਸੋਖਣ ਵਾਲਾ ਮਾਧਿਅਮ*,શોષક માધ્યમ*
ਸਮਾਈ ਸਮਰੱਥਾ,શોષણ ક્ષમતા
ਸਮਾਈ,શોષણ
ਸ਼ੋਸ਼ਣ ਮੀਟਰ*,શોષણમાપક*
ਸੋਖਣ ਗਣਿਤ*,શોષણમેટ્રી*
ਸਮਾਈ,શોષણ
ਸਮਾਈ - ਬੈਂਡ*,શોષણ - બેન્ડ*
ਸਮਾਈ ਸਰਕਟ,શોષણ સર્કિટ
ਸਮਾਈ ਗੁਣਾਂਕ,શોષણ ગુણાંક
ਸਮਾਈ ਕਾਲਮ,શોષણ કૉલમ
ਸਮਾਈ ਸਥਿਰ,સતત શોષણ
ਸਮਾਈ ਨਿਰੰਤਰਤਾ,શોષણ સાતત્ય
ਸਮਾਈ ਜ਼ੋਨ,શોષણ ઝોન
ਸਮਾਈ ਮੌਜੂਦਾ,શોષણ વર્તમાન
ਸਮਾਈ ਕਰਵ*,શોષણ વક્ર*
ਸਮਾਈ ਫ੍ਰੈਕਚਰ,શોષણ અસ્થિભંગ
ਸਮਾਈ ਕੋਰ,શોષણ કોર
ਸਮਾਈ ਕਾਰਕ,શોષણ પરિબળ
ਸਮਾਈ ਫਿਲਟਰ,શોષણ ફિલ્ટર
ਸੋਖਣ ਫਲੇਮ ਫੋਟੋਮੈਟਰੀ*,શોષણ જ્યોત ફોટોમેટ્રી*
ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ,શોષણ હાઇગ્રોમીટર
ਸਮਾਈ ਘਾਤਕ,શોષણ ઘાતાંક
ਸਮਾਈ ਮਾਮੂਲੀ,શોષણ સીમાંત
ਸਮਾਈ ਲਾਈਨ,શોષણ રેખા
ਸਮਾਈ ਨੁਕਸਾਨ,શોષણ નુકશાન
ਸਮਾਈ ਮੋਡੂਲੇਸ਼ਨ,શોષણ મોડ્યુલેશન
ਰੋਸ਼ਨੀ ਸਮਾਈ,પ્રકાશ શોષણ
ਰੇਡੀਏਸ਼ਨ ਊਰਜਾ ਦੀ ਸਮਾਈ,રેડિયેશન ઊર્જાનું શોષણ
ਸਮਾਈ ਸਿਖਰ,શોષણની ટોચ
ਸਮਾਈ ਫੋਟੋਮੈਟਰੀ,શોષણ ફોટોમેટ્રી
ਸਮਾਈ ਅਨੁਪਾਤ,શોષણ ગુણોત્તર
ਸਮਾਈ ਸੀਮਾ*,શોષણ શ્રેણી*
ਸ਼ੋਸ਼ਣ ਸਪੈਕਟ੍ਰਮ ਫੋਟੋਮੈਟਰੀ*,શોષણ સ્પેક્ટ્રમ ફોટોમેટ્રી*
ਸਮਾਈ ਸਪੈਕਟ੍ਰਮ*,શોષણ સ્પેક્ટ્રમ*
"ਸਮਾਈ ਟਿਊਬ, ਸਮਾਈ ਟਿਊਬ","શોષણ નળી, શોષણ નળી"
ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ,શોષણ હાઇગ્રોમીટર
ਸੋਖਣ ਵਾਲਾ*,શોષક*
ਜਜ਼ਬ ਕਰਨ ਵਾਲਾ evaporator,શોષક બાષ્પીભવક
ਸਮਾਈ ਕਾਨੂੰਨ*,શોષણ કાયદો*
ਸਮਾਈ ਮਾਧਿਅਮ,શોષણ માધ્યમ
"ਸੋਖਣ ਦੀ ਸਮਰੱਥਾ, ਸਮਾਈ*","શોષક ક્ષમતા, શોષણ*"
ਸਮਾਈ*,શોષણ*
ਸਟੂਡੀਓ ਸਜਾਵਟ,સ્ટુડિયો સરંજામ
ਗੁਣਾ ਅਨੁਪਾਤ,ગુણાકાર ગુણોત્તર
ਰੱਦ ਕਰਨਾ,અવગણના
ਬਾਰੇ,વિશે
ਤੇਜ਼ ਕਰੋ,વેગ આપો
ਪ੍ਰਵੇਗ-ਸਟਾਪ ਦੂਰੀ,પ્રવેગક-સ્ટોપ અંતર
ਜਲਦੀ,ઉતાવળ કરી
ਤੇਜ਼ ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ,ઝડપી સમય અસર પરીક્ષણ
ਤੇਜ਼ ਵਹਾਅ,ઝડપી પ્રવાહ
ਤੇਜ਼ ਰਫ਼ਤਾਰ,ઝડપી ગતિ
ਤੇਜ਼ ਸਰੀਰ,ઝડપી શરીર
ਐਕਸਲੇਟਰ ਤੋਲਣ ਵਾਲਾ,પ્રવેગક તોલનાર
ਐਕਸਲੇਟਰ ਇਲੈਕਟ੍ਰੋਡ*,પ્રવેગક ઇલેક્ટ્રોડ*
ਐਕਸਲੇਟਰ ਸਮਾਂ*,પ્રવેગક સમય*
ਐਕਸਲੇਟਰ ਪੜਾਅ,પ્રવેગક તબક્કો
ਐਕਸਲੇਟਰ ਦਰ,પ્રવેગક દર
ਐਕਸਲੇਟਰ ਵੋਲਟੇਜ*,એક્સિલરેટર વોલ્ટેજ*
ਪ੍ਰਵੇਗ,પ્રવેગ
ਤੇਜ਼ ਬਲਨ,ત્વરિત કમ્બશન
ਪ੍ਰਵੇਗ ਗੁਣਾਂਕ,પ્રવેગક ગુણાંક
ਪ੍ਰਵੇਗ ਭਾਗ,પ્રવેગક ઘટક
ਗੰਭੀਰਤਾ ਦੇ ਕਾਰਨ ਪ੍ਰਵੇਗ,ગુરુત્વાકર્ષણને કારણે પ્રવેગક
ਪ੍ਰਵੇਗ ਕਾਰਕ,પ્રવેગક પરિબળ
ਪ੍ਰਵੇਗਿਤ ਚਾਰਜ,ઝડપી ચાર્જ
ਗੰਭੀਰਤਾ ਦਾ ਪ੍ਰਵੇਗ,ગુરુત્વાકર્ષણ પ્રવેગક
ਪ੍ਰਵੇਗ ਸੰਭਾਵਨਾ,પ્રવેગક સંભવિત
ਪ੍ਰਵੇਗ ਕਾਨੂੰਨ,પ્રવેગક કાયદો
ਪ੍ਰਵੇਗ ਪ੍ਰਕਿਰਿਆ,પ્રવેગક પ્રક્રિયા
ਪ੍ਰਵੇਗ ਜ਼ੋਨ,પ્રવેગક ક્ષેત્ર
ਪ੍ਰਵੇਗ ਵਿਧੀ,પ્રવેગક પદ્ધતિ
"ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ, ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ","પ્રવેગ સહનશીલતા, પ્રવેગ સહનશીલતા"
ਪ੍ਰਵੇਗ ਵੈਕਟਰ,પ્રવેગક વેક્ટર
ਪ੍ਰਵੇਗ-ਵੋਲਟੇਜ,પ્રવેગક-વોલ્ટેજ
ਪ੍ਰਵੇਗ ਲਹਿਰ,પ્રવેગક તરંગ
ਐਕਸਲੇਟਰ,પ્રવેગક
"ਪ੍ਰਵੇਗ, ਪ੍ਰਵੇਗਕ *","પ્રવેગક, પ્રવેગક*"
ਐਕਸਲੇਟਰ ਸਮੀਕਰਨ,પ્રવેગક સમીકરણ
ਐਕਸਲੇਟਰ*,એક્સિલરેટર*
ਐਕਸਲੇਰੋਮੀਟਰ,એક્સેલરોમીટર
ਐਕਸਲੇਰੋਮੀਟਰ ਮੇਲ ਖਾਂਦਾ ਹੈ,એક્સેલરોમીટર મેચિંગ
prestresser,prestresser
ਵੈਧ ਅੱਖਰ,માન્ય અક્ષરો
ਸਵੀਕ੍ਰਿਤੀ ਕੋਣ,સ્વીકૃતિ કોણ
ਸਵੀਕ੍ਰਿਤੀ ਨਿਰਧਾਰਨ,સ્વીકૃતિ સ્પષ્ટીકરણ
ਸਵੀਕਾਰਯੋਗ ਟੈਸਟ,સ્વીકાર્ય પરીક્ષણ
"ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ*, ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ","સ્વીકારનાર*, સ્વીકારનાર"
ਰੀਸੈਪਟਰ ਐਟਮ,રીસેપ્ટર અણુ
ਰੀਸੈਪਟਰ ਬਾਂਡ,રીસેપ્ટર બોન્ડ
ਰਿਸੀਵਰ ਸਰਕਟ,રીસીવર સર્કિટ
ਰੀਸੈਪਟਰ ਪੱਧਰ,રીસેપ્ટર સ્તર
ਦਾਨੀ ਅਣੂ,દાતા પરમાણુ
ਰੀਸੈਪਟਰ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ,રીસેપ્ટર મિલકત
ਰੀਸੈਪਟਰ ਸੰਪਤੀ ਦਾ ਪੱਧਰ,રીસેપ્ટર મિલકત સ્તર
ਐਕਸਲੇਟਰ ਹੋਜ਼,પ્રવેગક નળી
"ਪਹੁੰਚ, ਉਡੀਕ, ਪਹੁੰਚ","પ્રવેશ, રાહ, પ્રવેશ"
ਭੁਜ ਤੱਕ ਪਹੁੰਚ ਕਰੋ,ભુજ એક્સેસ
ਪਹੁੰਚ ਸਿਸਟਮ,ઍક્સેસ સિસ્ટમ
ਪਹੁੰਚ ਦਾ ਸਮਾਂ,ઍક્સેસ સમય
ਪਹੁੰਚਯੋਗਤਾ,ઉપલ્બધતા
"ਵਾਧੂ, ਸਹਾਇਕ, ਸਹਾਇਕ (v, ), ਸਹਾਇਕ ਉਪਕਰਣ","વધારાના, સહાયક, સહાયક (v, ), એસેસરીઝ"
ਵਾਧੂ ਪਾਬੰਦੀਆਂ,વધારાના પ્રતિબંધો
ਇਤਫ਼ਾਕ,સંયોગ
ਅਚਾਨਕ ਸੁਧਾਰ,આકસ્મિક કરેક્શન
ਦੁਰਘਟਨਾ ਦੇ ਬਾਇਓਜੇਨੇਸਿਸ,આકસ્મિક બાયોજેનેસિસ
ਅਚਾਨਕ ਮੋੜ,આકસ્મિક ડાયવર્ઝન
ਵਿਜ਼ਟਰ ਗਲਤੀ,મુલાકાતી ભૂલ
"ਅਚਾਨਕ ਰੁਕਣਾ, ਅਚਾਨਕ ਰੁਕਣਾ","અચાનક સ્ટોપ, એકાએક સ્ટોપ"
ਦੁਰਘਟਨਾ ਸੰਚਾਰ,આકસ્મિક ટ્રાન્સમિશન
ਬੇਤਰਤੀਬ ਪਰਿਵਰਤਨ,રેન્ડમ ભિન્નતા
ਵਿਵਸਥਾ,ગોઠવણ
ਸਥਿਤੀ ਵਿੱਚ,સ્થિત
ਸੰਚਿਤ ਗਲਤੀ,સંચિત ભૂલ
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","સંચય, સંચય"
ਊਰਜਾ ਸਟੋਰੇਜ਼,ઊર્જા સંગ્રહ
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ*,સંચયક*
ਸ਼ੁੱਧਤਾ,ચોકસાઈ
ਅਸਲੀਅਤ,વાસ્તવિકતા
ਅਸਲ ਸਾਧਨ ਨਿਰੀਖਣ,વાસ્તવિક સાધન અવલોકન
ਸਟੀਕ ਰੇਂਜ ਮਾਰਕਰ,ચોક્કસ શ્રેણી માર્કર
ਸ਼ੁੱਧਤਾ ਸਕੈਨਿੰਗ,ચોકસાઇ સ્કેનીંગ
ਅਭਿਆਸ,પ્રેક્ટિસ
ਐਕਸਲੇਟਰ ਸੈੱਲ*,એક્સિલરેટર સેલ*
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*,વર્ણહીન લેન્સ*
ਅਕ੍ਰੋਮੈਟਿਕ*,વર્ણહીન*
ਅਕ੍ਰੋਮੈਟਿਕ ਵਿਸ਼ਲੇਸ਼ਕ,વર્ણહીન વિશ્લેષક
ਬਾਰੰਬਾਰਤਾ ਨਿਰਪੱਖ antenna,આવર્તન તટસ્થ એન્ટેના
ਅਕ੍ਰੋਮੈਟਿਕ ਸ਼ਕਲ,વર્ણહીન આકાર
ਅਕ੍ਰੋਮੈਟਿਕ ਫਰਿੰਜ,વર્ણહીન ફ્રિન્જ
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*,વર્ણહીન લેન્સ*
ਅਕ੍ਰੋਮੈਟਿਕ ਬਿੰਦੂ ਮਾਰਗ,વર્ણહીન બિંદુ પાથ
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ,વર્ણહીન લેન્સ
ਅਕ੍ਰੋਮੈਟਿਕ ਪ੍ਰਿਜ਼ਮ,વર્ણહીન પ્રિઝમ
ਅਕ੍ਰੋਮੈਟਿਕ ਦੂਰਬੀਨ,વર્ણહીન ટેલિસ્કોપ
ਰੰਗੀਨਤਾ*,વર્ણહીનતા*
ਅਕ੍ਰੋਮੈਟਾਈਜ਼ੇਸ਼ਨ*,વર્ણહીનકરણ*
ਰੰਗੀਨਤਾ*,વર્ણહીનતા*
"ਲਚਕੀਲੇ, ਅਪ੍ਰਤੱਖ, ਲਚਕੀਲੇ","સ્થિતિસ્થાપક, અપ્રતિરોધક, પ્રત્યાવર્તન"
"ਐਕੋਰਨ ਹੋਜ਼, ਬੰਜੂ ਹੋਜ਼","એકોર્ન નળી, બંજુ નળી"
ਛੋਟੇ ਵਾਲਵ,લઘુચિત્ર વાલ્વ
akophony,ઇકોફોની
ਧੁਨੀ,એકોસ્ટિક
ਧੁਨੀ ਸਮਾਈ,એકોસ્ટિક શોષકતા
ਐਕੋਸਟਿਕ ਐਟੀਨਯੂਏਸ਼ਨ ਗੁਣਾਂਕ,એકોસ્ટિક એટેન્યુએશન ગુણાંક
ਧੁਨੀ ਧਿਆਨ,એકોસ્ટિક એટેન્યુએશન
ਧੁਨੀ ਚੋਰ ਅਲਾਰਮ,એકોસ્ટિક ચોર એલાર્મ
ਧੁਨੀ ਸਮਰੱਥਾ,એકોસ્ટિક ક્ષમતા
ਸੁਣਵਾਈ ਕੇਂਦਰ,સુનાવણી કેન્દ્ર
ਧੁਨੀ ਵਿਆਖਿਆ,એકોસ્ટિક સમજૂતી
ਧੁਨੀ ਕਵਰ,એકોસ્ટિક કવર
ਧੁਨੀ ਜਵਾਬ,એકોસ્ટિક પ્રતિભાવ
ਧੁਨੀ ਭਾਗ,એકોસ્ટિક ઘટક
ਧੁਨੀ ਚਾਲਕਤਾ,એકોસ્ટિક વાહકતા
ਧੁਨੀ ਗਿੱਲਾ,એકોસ્ટિક ભીનાશ
ਧੁਨੀ ਫੈਲਾਅ,એકોસ્ટિક વિક્ષેપ
ਆਵਾਜ਼ ਹੈਕਰ,સાઉન્ડ હેકર
ਧੁਨੀ ਊਰਜਾ*,ધ્વનિ ઊર્જા*
ਧੁਨੀ ਊਰਜਾ ਸਮੀਕਰਨ,એકોસ્ટિક ઊર્જા સમીકરણ
ਧੁਨੀ ਸਮੀਕਰਨ,એકોસ્ટિક સમીકરણ
ਧੁਨੀ ਬਹਾਲੀ,એકોસ્ટિક પુનઃસ્થાપન
cladney ਆਕਾਰ,ક્લેડની આકાર
ਧੁਨੀ ਫਿਲਟਰ,એકોસ્ટિક ફિલ્ટર
ਆਵਾਜ਼ ਜਨਰੇਟਰ,અવાજ જનરેટર
ਧੁਨੀ ਗਰੇਟਿੰਗ,એકોસ્ટિક જાળી
ਧੁਨੀ ਰੁਕਾਵਟ*,એકોસ્ટિક અવબાધ*
ਧੁਨੀ ਜੜਤਾ,એકોસ્ટિક જડતા
ਧੁਨੀ ਤੀਬਰਤਾ,એકોસ્ટિક તીવ્રતા
ਧੁਨੀ ਦਖਲ ਮੀਟਰ,એકોસ્ટિક હસ્તક્ષેપ મીટર
ਧੁਨੀ ਦਖਲ ਖੋਜੀ,એકોસ્ટિક હસ્તક્ષેપ ડિટેક્ટર
ਧੁਨੀ ਲੈਂਸ,એકોસ્ટિક લેન્સ
ਆਵਾਜ਼ ਲਾਈਨ,ધ્વનિ રેખા
ਧੁਨੀ ਪੁੰਜ,એકોસ્ટિક માસ
ਧੁਨੀ ਸਮੱਗਰੀ,એકોસ્ટિક સામગ્રી
ਧੁਨੀ ਮਤਲਬ ਮੁਕਤ ਮਾਰਗ,એકોસ્ટિક અર્થ મુક્ત માર્ગ
ਧੁਨੀ ਮੋਡ,એકોસ્ટિક મોડ
ਧੁਨੀ ਸ਼ੋਰ,એકોસ્ટિક અવાજ
ਧੁਨੀ ਓਮ*,એકોસ્ટિક ઓહ્મ*
"ਐਕੋਸਟਿਕ ਪੈਨਲ, ਐਕੋਸਟਿਕ ਬੋਰਡ","એકોસ્ટિક પેનલ, એકોસ્ટિક બોર્ડ"
ਧੁਨੀ ਪੜਾਅ ਸਥਿਰ,એકોસ્ટિક તબક્કો સ્થિર
ਧੁਨੀ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,એકોસ્ટિક રીસીવર
ਧੁਨੀ ਦਬਾਅ,એકોસ્ટિક દબાણ
ਆਵਾਜ਼ ਦਾ ਸਮਰੂਪਤਾ ਨਿਯਮ,ધ્વનિનો સપ્રમાણતાનો નિયમ
ਧੁਨੀ ਸੰਚਾਰ,એકોસ્ટિક ટ્રાન્સમિશન
ਧੁਨੀ ਗੁਣ,એકોસ્ટિક ગુણધર્મો
ਧੁਨੀ ਚਤੁਰਭੁਜ,એકોસ્ટિક ક્વાડ્રુપોલ
