Marathi,Malayalam
प्रवेश अंतर,വിടവ് ആക്സസ് ചെയ്യുക
प्रवेश निर्देशांक,ആക്സസ് സൂചിക
Line क्सेस लाइन,ആക്സസ് ലൈൻ
प्रवेश यंत्रणा,ആക്സസ് സംവിധാനം
प्रवेश पद्धत,ആക്സസ് രീതി
प्रवेश पद्धत दिनचर्या,ആക്സസ് രീതി പതിവ്
प्रवेश मोड,ആക്സസ് മോഡ്
प्रवेश बरोबर,വലത് ആക്സസ്
प्रवेश स्कॅन,ആക്സസ് സ്കാൻ
प्रवेश वेळ,ആക്സസ് സമയം
लेखा,അക്കൌണ്ടിംഗ്
लेखा वित्त प्रणाली,അക്ക ing ണ്ടിംഗ് ധനകാര്യ സംവിധാനം
लेखा मशीन,അക്ക ing ണ്ടിംഗ് മെഷീൻ
खाते क्रमांक,അക്കൗണ്ട് നമ്പർ
पुनरुत्पादक संचय,അടിഞ്ഞുകൂടുന്നത് പുനരുൽപാദനം
संचयक,സഞ്ചിതം
संचयक नोंदणी,സഞ്ചിത രജിസ്റ്റർ
संचयक शिफ्ट सूचना,സഞ്ചിത ഷിഫ്റ്റ് നിർദ്ദേശം
अचूकता,കൃതത
अचूकता नियंत्रण वर्ण,കൃത്യത നിയന്ത്രണ പ്രതീകം
अचूकता नियंत्रण प्रणाली,കൃത്യത നിയന്ത്രണ സംവിധാനം
ऐस पायलट,എയ്സ് പൈലറ്റ്
चरित्र कबूल करा,പ്രതീകം അംഗീകരിക്കുക
ध्वनिक कपलर,അക്കോസ്റ്റിക് കപ്ലർ
ध्वनिक कपलिंग,അക്കോസ്റ്റിക് കപ്ലിംഗ്
ध्वनिक विलंब रेखा,അക്ക ou സ്റ്റിക് കാലതാമസം
ध्वनिक मेमरी,അക്കോസ്റ്റിക് മെമ്മറി
ध्वनिक मॉडेम,അക്കോസ്റ്റിക് മോഡം
ध्वनिक सिग्नल,അക്കോസ്റ്റിക് സിഗ്നൽ
ध्वनिक संचयन,അക്ക ou സ്റ്റിക് സ്റ്റോറേജ്
परिवर्णी शब्द,സംക്ഷേപം
क्रिया,പവര്ത്തി
कृती चक्र,പ്രവർത്തന ചക്രം
कृती ओळ,ആക്ഷൻ ലൈൻ
कृती संदेश,ആക്ഷൻ സന്ദേശം
कृती तपशील,പ്രവർത്തന സവിശേഷത
सक्रियकरण,സജീവമാക്കല്
सक्रिय,സജീവമായ
सक्रिय फाईल,സജീവ ഫയൽ
सक्रिय ओळ,സജീവ ലൈൻ
सक्रिय दुवा,സജീവ ലിങ്ക്
सक्रिय मास्टर फाइल,സജീവ മാസ്റ്റർ ഫയൽ
सक्रिय मास्टर आयटम,സജീവ മാസ്റ്റർ ഇനം
सक्रिय उपग्रह,സജീവ ഉപഗ്രഹം
सक्रिय स्टेशन,സജീവ സ്റ്റേഷൻ
सक्रिय संचयन,സജീവ സംഭരണം
क्रियाकलाप,പ്രവർത്തനം
क्रियाकलाप पातळी,പ്രവർത്തന നില
क्रियाकलाप लोडिंग,പ്രവർത്തന ലോഡിംഗ്
क्रियाकलाप प्रमाण,പ്രവർത്തന അനുപാതം
वास्तविक पत्ता (= परिपूर्ण पत्ता),യഥാർത്ഥ വിലാസം (= കേവല വിലാസം)
वास्तविक कोड (= परिपूर्ण कोड),യഥാർത്ഥ കോഡ് (= കേവല കോഡ്)
वास्तविक डेटा हस्तांतरण दर,യഥാർത്ഥ ഡാറ്റ കൈമാറ്റ നിരക്ക്
वास्तविक दशांश बिंदू,യഥാർത്ഥ ദശാംശസ്ഥാനം
वास्तविक सूचना (= प्रभावी सूचना),യഥാർത്ഥ നിർദ്ദേശം (= ഫലപ്രദമായ നിർദ്ദേശം)
वास्तविक की,യഥാർത്ഥ കീ
वास्तविक वेळ,യഥാർത്ഥ സമയം
वास्तविक कामाची वेळ,യഥാർത്ഥ ജോലി സമയം
अ‍ॅक्ट्युएटिंग सिग्नल,ആരംഭിക്കുന്ന സിഗ്നൽ
अनुकूलता,പൊരുത്തപ്പെടലി
अ‍ॅडॉप्टर,അഡാപ്റ്റർ
अ‍ॅडॉप्टिव्ह चॅनेल वाटप,അഡാപ്റ്റീവ് ചാനൽ അനുവദിക്കൽ
अनुकूली एकत्रीकरण,അഡാപ്റ്റീവ് ഇന്റഗ്രേഷൻ
अ‍ॅडॉप्टिव्ह ट्रान्सव्हर्सल इक्वेलायझर,അഡാപ്റ്റീവ് ട്രാൻസ്വേഴ്സ് ഇക്വൈസർ
जोडलेली प्रविष्टी,എൻട്രി ചേർത്തു
परिशिष्ट,കൂട്ടിച്ചേര്ക്കുക
अ‍ॅडर,ആംഗം
अ‍ॅडडर सबट्रॅक्टर,എ ഷട്രക്റ്റർ
फाईल जोडा,ഫയൽ ചേർക്കുക
अतिरिक्त वर्ण (= विशेष वर्ण),അധിക പ്രതീകം (= പ്രത്യേക പ്രതീകം)
व्यतिरिक्त रेकॉर्डर,ബഹുമതി
व्यतिरिक्त सारणी,കൂട്ടിച്ചേർക്കലാ പട്ടിക
अ‍ॅडिटिव्ह विशेषता,അഡിറ്റീവ് ആട്രിബ്യൂട്ട്
मोड जोडा,മോഡ് ചേർക്കുക
ऑपरेशन जोडा,പ്രവർത്തനം ചേർക്കുക
पत्ता,അഭിസംബോധന ചെയ്യുക
पत्तेपणाचा उपाय,വിലാസ നടപടി
पत्ते करण्यायोग्य क्षैतिज स्थिती,അഭിസംബോധന ചെയ്യാവുന്ന തിരശ്ചീന സ്ഥാനം
पत्ता योग्य बिंदू,വിലാസ പോയിന്റ്
पत्ता योग्य स्थिती,അഭിസംബോധന ചെയ്യാവുന്ന സ്ഥാനം
पत्ते करण्यायोग्य नोंदणी,വിലാസ രജിസ്റ്റർ
पत्ता योग्य स्टोरेज,വിലാസ സംഭരണം
पत्ता योग्य अनुलंब स्थिती,അഭിസംബോധന ചെയ്യാവുന്ന ലംബ സ്ഥാനം
अ‍ॅड्रेस बस,വിലാസ ബസ്
पत्ता कोड,വിലാസ കോഡ്
पत्ता तुलनात्मक,വിലാസ താരതമ്യക്കാരൻ
पत्ता गणना,വിലാസ കണക്കുകൂട്ടൽ
पत्ता स्थिर,വിലാസ സ്ഥിരത
पत्ता रूपांतरण,വിലാസ പരിവർത്തനം
पत्ता डेटा,വിലാസ ഡാറ്റ
संबोधित मेमरी,മെമ്മറി അഭിസംബോധന ചെയ്തു
पत्ता प्रभावी,വിലാസ ഫലപ്രദമാണ്
पत्ता फील्ड,വിലാസ ഫീൽഡ്
पत्ता स्वरूप,വിലാസ ഫോർമാറ്റ്
पत्ता विनामूल्य कार्यक्रम,വിലാസ സ contry ജന്യ പ്രോഗ്രാം
पत्ता,അഭിസംബോധന
"पत्ता
 वर्ण","അഭിസംബോധന
 കഥാപാതം"
व्यत्यय संबोधित करणे,അഭിസംബോധന ഇന്ററപ്റ്റ്
पळवाट पळवाट,വിലാസം ലൂപ്പ്
आभासी मेमरी संबोधित करणे,വെർച്വൽ മെമ്മറി അഭിസംബോധന ചെയ്യുന്നു
पत्ता इंटरलॅकिंग,വിലാസം ഇന്റർലേസിംഗ്
पत्ता नसलेली सूचना स्वरूप,വിലാസരഹിതമായ നിർദ്ദേശങ്ങൾ ഫോർമാറ്റ്
पत्ता ओळ,വിലാസ ലൈൻ
पत्ता मॅपिंग,വിലാസ മാപ്പിംഗ്
पत्ता चिन्ह,വിലാസ അടയാളം
पत्ता बदल,വിലാസ പരിഷ്ക്കരണം
पत्ता भाग,വിലാസ ഭാഗം
पत्ता पॉईंटर,വിലാസം പോയിന്റർ
पत्ता नोंदणी,വിലാസ രജിസ്റ്റർ
पत्ता सिग्नल,വിലാസ സിഗ്നൽ
पत्ता आकार,വിലാസ വലുപ്പം
पत्ता जागा,വിലാസ ഇടം
पत्ता जागा अभिज्ञापक,വിലാസ ബഹിരാകാശ ഐഡന്റിഫയർ
पत्ता थांबा,വിലാസ സ്റ്റോപ്പ്
पत्ता ट्रेस,വിലാസ ട്രെയ്സ്
पत्ता ट्रॅक,വിലാസ ട്രാക്ക്
पत्ता अनुवाद,വിവർത്തനം വിവർത്തനം ചെയ്യുക
पत्ता अनुवादक,വിലാസ പരിഭാഷകന്
अ‍ॅड-सबस्ट्रॅक्ट वेळ,ചേർക്കുക-കുറയ്ക്കുക സമയം
वेळ जोडा,സമയം ചേർക്കുക
समीप,വാര്ത്താവകം
जवळची रचना,അഡ്ജഞ്ചൻസിൻസ് ഘടന
समीप चॅनेल,തൊട്ടടുത്തുള്ള ചാനൽ
समीप डोमेन,അടുത്തുള്ള ഡൊമെയ്ൻ
समीप मॅट्रिक्स,തൊട്ടടുത്തുള്ള മാട്രിക്സ്
समीप नोड,തൊട്ടടുത്തുള്ള നോഡ്
समीप सुबेरिया,തൊട്ടടുത്തുള്ള സുബരിയ
संक्षिप्त रुप (सिस्टम),കസ്റ്റേഴ്സ് (സിസ്റ്റം)
समायोजित करा,കമപ്പെടുത്തുക
समायोज्य मर्यादा,ക്രമീകരിക്കാവുന്ന പരിധി
मजकूर मोड समायोजित करा,ടെക്സ്റ്റ് മോഡ് ക്രമീകരിക്കുക
प्रशासकीय डेटा प्रक्रिया,അഡ്മിനിസ്ട്രേറ്റീവ് ഡാറ്റ പ്രോസസ്സിംഗ്
प्रशासकीय ऑपरेशन,അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം
प्रशासकीय ऑपरेटर,അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ
प्रशासकीय ऑपरेटर स्टेशन,അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ സ്റ്റേഷൻ
प्रशासकीय समर्थन प्रणाली,അഡ്മിനിസ്ട്രേറ്റീവ് സപ്പോർട്ട് സിസ്റ്റം
प्रगत संप्रेषण सेवा,നൂതന ആശയവിനിമയ സേവനം
प्रगत माहिती प्रणाली,വിപുലമായ വിവര സിസ്റ്റം
प्रगत ऑप्टिकल कॅरेक्टर रीडर,വിപുലമായ ഒപ്റ്റിക്കൽ പ്രതീക റീഡർ
प्रगत वैज्ञानिक संगणक,വിപുലമായ ശാസ്ത്ര കമ്പ്യൂട്ടർ
हवाई,ഏരിയൽ
एकूण,ആകെത്തുകയായുള്ള
एकूण अभिव्यक्ती,മൊത്തം എക്സ്പ്രഷൻ
लक्ष्य वर्तुळ,ലക്ഷ്യമിടുന്നു
लक्ष्य फील्ड (= लक्ष्य चिन्ह),ലക്ഷ്യമിടുന്ന ഫീൽഡ് (= ലക്ഷ്യമിടുന്നത്)
लक्ष्य प्रतीक,എഡിയൽ ചിഹ്നം
एअरबोर्न संगणक प्रणाली,എയർബോൺ കമ്പ്യൂട്ടർ സിസ്റ്റം
बीजगणित ईगेनव्हल्यू समस्या,ബീജഗണിത ഐജൻവാലു പ്രശ്നം
"बीजगणित
 एकत्रीकरण","ബീജഗണിത
 സംയോജനം"
बीजगणित भाषा,ബീജഗണിത ഭാഷ
बीजगणित हाताळणी,ബീജഗണിത കൃത്രിമത്വം
बीजगणित मॅनिपुलेशन भाषा,ബീജഗണിത കൃത്രിമ ഭാഷ
बीजगणित ओरिएंटेड भाषा,ബീജഗണിത ഓറിയന്റഡ് ഭാഷ
बीजगणित शिफ्ट,ബീജഗണിത മാറ്റം
बीजगणित साइन कन्व्हेन्शन,ബീജഗണിത ചിഹ്ന കൺവെൻഷൻ
अल्गोल,അൽഗോൾ
अल्गोल वैशिष्ट्य,അൽഗോൾ സവിശേഷത
अल्गोल प्रोग्रामिंग,അൽഗോൾ പ്രോഗ്രാമിംഗ്
अल्गोरिदम,അൽഗോരിതം
अल्गोरिदम असोसिएटिव्ह भाषा,അൽഗോരിതം അസോസിയേറ്റീവ് ഭാഷ
अल्गोरिदम वर्गीकरण,അൽഗോരിതം വർഗ്ഗീകരണം
अल्गोरिदम जटिलता,അൽഗോരിതം സങ്കീർണ്ണത
अल्गोरिदम संगणन,അൽഗോരിതം കേസബിലിറ്റി
अल्गोरिदम विश्लेषण,അൽഗോരിത്ത്മിക് വിശകലനം
अल्गोरिदम दृष्टिकोन,അൽഗോരിത്തിസ് സമീപനം
अल्गोरिदम भाषा,അൽഗോറിത്ത്മിക് ഭാഷ
अल्गोरिदम नित्यक्रम,അൽഗോരിഥമ്മിക് പതിവ്
अल्गोरिदम सिद्धांत,അൽഗോരിതംസിക് സിദ്ധാന്തം
उर्फ,അപരാഭിധാനം
अलियासिंग,അപരനാത്മകം
उर्फ नाव (= वैकल्पिक नाव),അപരനാമം (= ഇതര പേര്)
संरेखन,വിന്യാപകമായ
वाटप,നീക്കിവയ്ക്കുക
वाटप रचना,അലോക്കേഷൻ ഘടന
सर्व हेतू संगणक,എല്ലാ ഉദ്ദേശ്യ കമ്പ്യൂട്ടറും
वर्णमाला वर्ण,അക്ഷരമാല പ്രതീകം
वर्णमाला वर्ण सेट,അക്ഷരമാല പ്രതീക സെറ്റ്
अल्फाबेटिक कॅरेक्टर सबसेट,അക്ഷരമാല പ്രതീക സബ്സെറ്റ്
वर्णमाला कोड,അക്ഷരമാല കോഡ്
वर्णमाला शिफ्ट,അക്ഷരമാല മാറ്റം
वर्णमाला स्ट्रिंग,അക്ഷരമാല സ്ട്രിംഗ്
वर्णमाला शब्द,അക്ഷരമാല വാക്ക്
वर्णमाला,അക്ഷരമാലാളം
अल्फेजोमेट्रिक्स,ആഫറാമോമെട്രിക്സ്
अल्फामेरिक,ആഫളാചിക്
अल्फामोसॅक,ആൽഫമോസയ്ക്ക്
अल्फान्यूमेरिक,ആൽഫാന്യൂമെറിക്
अल्फान्यूमरिकल कीबोर्ड डिव्हाइस,ആൽഫാന്യൂമെറിക്കൽ കീബോർഡ് ഉപകരണം
अल्फान्यूमेरिक कॅरेक्टर सेट,ആൽഫാന്യൂമെറിക് പ്രതീക സെറ്റ്
अल्फान्यूमेरिक कोड,ആൽഫാന്യൂമെറിക് കോഡ്
अल्फान्यूमेरिक कोडेड कॅरेक्टर सेट,ആൽഫാന്യൂമെറിക് കോഡ്ഡ് പ്രതീക സെറ്റ്
अल्फान्यूमेरिक डेटा,ആൽഫാന്യൂമെറിക് ഡാറ്റ
अल्फान्यूमेरिक डिस्प्ले डिव्हाइस,ആൽഫാന്യൂമെറിക് ഡിസ്പ്ലേ ഉപകരണം
अल्फान्यूमेरिक संपादित वर्ण,ആൽഫാന്യൂമെറിക് എഡിറ്റുചെയ്ത പ്രതീകം
अल्फान्यूमेरिक फील्ड,ആൽഫാന്യൂമെറിക് ഫീൽഡ്
अल्फान्यूमेरिक सूचना,ആൽഫാന്യൂമെറിക് നിർദ്ദേശം
अल्फान्यूमेरिक कीबोर्ड,ആൽഫാന്യൂമെറിക് കീബോർഡ്
अल्फान्यूमेरिक क्रमवारी,ആൽഫാന്യൂമെറിക് തരം
अल्फान्यूमेरिक स्टोरेज,ആൽഫാന്യൂമെറിക് സംഭരണം
बदलण्यायोग्य मेमरी,മാറ്റം വരുത്തുന്നതിന് മെമ്മറി
बदल स्विच,മാറ്റങ്ങൾ സ്വിച്ച്
बदल,മാറ്റം
बदल मोड,മാറ്റ മോഡ്
वैकल्पिक पुनर्प्राप्ती,ഇതര വീണ്ടെടുക്കൽ
वैकल्पिक मार्ग,ഇതര റൂട്ട്
वैकल्पिक मार्ग,ഇതര റൂട്ടിംഗ്
वैकल्पिक ट्रॅक,ഇതര ട്രാക്ക്
अल्टरनेशन (= किंवा ऑपरेशन),ഇതര (= അല്ലെങ്കിൽ പ്രവർത്തനം)
वैकल्पिक गुणधर्म,ഇതര ആട്രിബ്യൂട്ട്
वैकल्पिक नकार (= नाही आणि ऑपरेशन),"ഇതര നിഷേധം (= അല്ല, പ്രവർത്തനം)"
अस्पष्टता त्रुटी,അവ്യക്തത പിശക്
संदिग्ध संदर्भ,അവ്യക്തമായ റഫറൻസ്
एनालॉग,അനാലോഗ്
एनालॉग अ‍ॅडडर,അനലോഗ് അഡെർ
एनालॉग चॅनेल,അനലോഗ് ചാനൽ
एनालॉग संगणक,അനലോഗ് കമ്പ്യൂട്ടർ
एनालॉग कन्व्हर्टर,അനലോഗ് കൺവെർട്ടർ
एनालॉग डेटा,അനലോഗ് ഡാറ്റ
एनालॉग विभाजक,അനലോഗ് ഡിവൈഡർ
अ‍ॅनालॉग सुविधा टर्मिनल,അനലോഗ് ഫെസിലിറ്റി ടെർമിനൽ
"एनालॉग फंक्शन
 जनरेटर","അനലോഗ് ഫംഗ്ഷൻ
 വൈദുതോല്പാദനയന്തം"
एनालॉग एकत्रीकरण,അനലോഗ് സംയോജനം
एनालॉग गुणक,അനലോഗ് ഗുണിതം
एनालॉग प्रोग्रामिंग,അനലോഗ് പ്രോഗ്രാമിംഗ്
एनालॉग स्केलिंग,അനലോഗ് സ്കെയിലിംഗ്
एनालॉग सिग्नल,അനലോഗ് സിഗ്നൽ
एनालॉग सिम्युलेशन,അനലോഗ് സിമുലേഷൻ
एनालॉग स्विच,അനലോഗ് സ്വിച്ച്
एनालॉग सिस्टम,അനലോഗ് സിസ്റ്റം
"डिजिटल टू डिजिटल
 कन्व्हर्टर","ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്
 കൺവെർട്ടർ"
"डिजिटल टू डिजिटल
 एन्कोडर","ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്
 എൻകോഡർ"
एनालॉग ट्रान्समिशन,അനലോഗ് ട്രാൻസ്മിഷൻ
एनालॉग प्रकार,അനലോഗ് തരം
विश्लेषण ब्लॉक,വിശകലന ബ്ലോക്ക്
विश्लेषण मोड,വിശകലന മോഡ്
विश्लेषणात्मक इंजिन,അനലിറ്റിക്കൽ എഞ്ചിൻ
वडिलोपार्जित कार्य,പൂർവ്വിക ചുമതല
सहायक उपकरणे,അനുബന്ധ ഉപകരണങ്ങൾ
आणि,ഒപ്പം
आणि सर्किट,സർക്യൂട്ട്
आणि घटक,ഘടകവും
आणि गेट,ഗേറ്റിലും
आणि मुखवटा,മാസ്കിംഗ്
आणि ऑपरेशन नाही (= अपवर्जन),പ്രവർത്തനമല്ല (= ഒഴിവാക്കൽ
आणि ऑपरेशन,പ്രവർത്തനവും
अनुबंध मेमरी,അനെക്സ് മെമ്മറി
भाष्य,വ്യാഖ്യാനിലും
अ‍ॅन्युन्सिएटर,Annnuniator
उत्तर परत,ഉത്തരം തിരികെ
उत्तर विलंब,ഉത്തരം കാലതാമസം
उत्तर वेळ,ഉത്തരം നൽകുന്നു
उत्तर दिवा,ഉത്തര വിളക്ക്
उत्तर यादी,ഉത്തരം പട്ടിക
फक्त उत्तर द्या,ഉത്തരം മാത്രം
अपेक्षित मोड,പ്രതീക്ഷ മോഡ്
अपेक्षित बफरिंग,മുൻകൂട്ടി ബഫറിംഗ്
अपेक्षित वाहून नेणे,മുൻകൂട്ടി കാരി
अपेक्षित पेजिंग,മുൻകൂട്ടി പങ്കിടൽ
अँटीकोइन्सिडन्स ऑपरेशन,ആന്റിക്കോസിൻസ് പ്രവർത്തനം
अँटीकोइन्सींट घटक,Anticoicient ഘടകം
अ‍ॅपरिओडिक ten न्टीना,അപ്രൈയോഡിക് ആന്റിന
छिद्र कार्ड,അപ്പർച്ചർ കാർഡ്
छिद्र कोड,അപ്പർച്ചർ കോഡ്
छिद्र वेळ,അപ്പർച്ചർ സമയം
परिशिष्ट,അനുബന്ധം
परिशिष्ट कार्य,അനുബന്ധ ചുമതല
अनुप्रयोग विकसक,അപ്ലിക്കേഷൻ ഡെവലപ്പർ
अनुप्रयोग स्तर,ആപ്ലിക്കേഷൻ ലെയർ
अनुप्रयोग देणारं भाषा,ആപ്ലിക്കേഷൻ ഓറിയന്റഡ് ഭാഷ
अनुप्रयोग पॅकेज,ആപ്ലിക്കേഷൻ പാക്കേജ്
अनुप्रयोग कार्यक्रम,അപ്ലിക്കേഷൻ പ്രോഗ്രാം
अनुप्रयोग प्रोग्रामिंग,അപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്
अर्ज आवश्यक भाषा,അപേക്ഷ ആവശ്യമായ ഭാഷ
अनुप्रयोग सॉफ्टवेअर,അപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
अ‍ॅप्लिक,പേഷൻ
अंदाजे सिद्धांत,ഏകദേശ സിദ്ധാന്തം
अनियंत्रित प्रवेश,അനിയന്ത്രിതമായ പ്രവേശനം
अनियंत्रित अनुक्रम संगणक,അനിയന്ത്രിതമായ ശ്രേണി കമ്പ്യൂട്ടർ
लवाद,മാദ്ധസ്ഥം
आर्किटेक्चर,വാസ്തുവിദ
संग्रहण,ശേഖരം
क्षेत्र कोड,ഏരിയ കോഡ്
क्षेत्र शोध,ഏരിയ തിരയൽ
क्षेत्र हस्तांतरण,ഏരിയ കൈമാറ്റം
क्षेत्र चल,ഏരിയ വേരിയബിൾ
युक्तिवाद,വാദം
युक्तिवाद पत्ता,വാദം വിലാസം
युक्तिवाद यादी,ആർദ്ര ലിസ്റ്റ്
अंकगणित सूचना,അരിറ്റെറ്റിക്കൽ നിർദ്ദേശം
अंकगणित आणि तर्कशास्त्र युनिट,"അരിത്മെറ്റിക്, ലോജിക് യൂണിറ്റ്"
अंकगणित असाइनमेंट स्टेटमेंट,അരിത്മെറ്റിക് അസൈൻമെന്റ് സ്റ്റേറ്റ്മെന്റ്
अंकगणित तपासणी,ഗണിത പരിശോധന
अंकगणित स्थिर,അരിത്മെറ്റിക് സ്ഥിരാങ്കം
अंकगणित रूपांतरण,അരിത്മെറ്റിക് പരിവർത്തനം
अंकगणित डेटा,അരിത്മെറ്റിക് ഡാറ്റ
अंकगणित अपवाद,ഗണിത അപവാദം
अंकगणित अभिव्यक्ती,അരിത്മെറ്റിക് എക്സ്പ്രഷൻ
अंकगणित निश्चित बिंदू,അരിത്മെറ്റിക് നിശ്ചിത പോയിന്റ്
अंकगणित पदानुक्रम,അരിത്മെറ്റിക് ശ്രേണി
अंकगणित जर विधान,പ്രസ്താവനയാണെങ്കിൽ അരിത്മെറ്റിക്
अंकगणित तर्कशास्त्र,അരിത്മെറ്റിക് ലോജിക്
अंकगणित लॉजिक युनिट,അരിത്മെറ്റിക് ലോജിക് യൂണിറ്റ്
अंकगणित ऑपरेशन,അരിത്മെറ്റിക് പ്രവർത്തനം
अंकगणित ऑपरेटर,അരിത്മെറ്റിക് ഓപ്പറേറ്റർ
अंकगणित ओव्हरफ्लो,അരിത്മെറ്റിക് ഓവർഫ്ലോ
अंकगणित चित्र डेटा,അരിത്മെറ്റിക് പിക്ചർ ഡാറ്റ
अंकगणित प्राधान्य,ഗണിത മുൻഗണന
अंकगणित प्राथमिक,അരിത്മെറ്റിക് പ്രൈമറി
अंकगणित नोंदणी,അരിത്മെറ്റിക് രജിസ്റ്റർ
अंकगणित संबंध,അരിത്മെറ്റിക് ബന്ധം
अंकगणित स्कॅन,അരിത്മെറ്റിക് സ്കാൻ
अंकगणित विभाग,അരിത്മെറ്റിക് വിഭാഗം
अंकगणित शिफ्ट,അരിത്മെറ്റിക് ഷിഫ്റ്റ്
अंकगणित शिफ्टिंग,അരിത്മെറ്റിക് ഷിഫ്റ്റിംഗ്
अंकगणित विधान,ഗണിത പ്രസ്താവന
अंकगणित संज्ञा,അരിത്മെറ്റിക് ടേം
अंकगणित अंडरफ्लो,അരിത്മെറ്റിക് അണ്ടർഫ്ലോ
अंकगणित युनिट,അരിത്മെറ്റിക് യൂണിറ്റ്
रचना,ശേണി
अ‍ॅरे बाउंड,അറേ ബന്ധിത
अ‍ॅरे संगणक,അറേ കമ്പ്യൂട്ടർ
अ‍ॅरे आयाम,അറേ അളവ്
अ‍ॅरे घटक,അറേ ഘടകം
अ‍ॅरे अभिव्यक्ती,ശ്രമരീതി
अ‍ॅरे नाव,അറേ പേര്
संरचनांचा अ‍ॅरे,ഘടനകളുടെ നിര
अ‍ॅरे प्रिंटिंग,അറേ പ്രിന്റിംഗ്
अ‍ॅरे प्रक्रिया,അറേ പ്രോസസ്സിംഗ്
अ‍ॅरे प्रोसेसर,അറേ പ്രോസസർ
बोलण्याचे बिंदू,ആർട്ടിക്കേഷൻ പോയിന്റ്
कृत्रिम अनुभूती,കൃത്രിമ കോഗ്നിഷൻ
कृत्रिम बुद्धिमत्ता,നിർമ്മിത ബുദ്ധി
कृत्रिम भाषा,കൃത്രിമ ഭാഷ
कृत्रिम चल,കൃത്രിമ വേരിയബിൾ
कला अनुप्रयोग डेटा बँक,ആർട്സ് ആപ്ലിക്കേഷൻ ഡാറ്റ ബാങ്ക്
कला अनुप्रयोग संगीत,ആർട്സ് ആപ്ലിക്കേഷൻ സംഗീതം
कला अनुप्रयोग नमुना निर्मिती,ആർട്സ് ആപ്ലിക്കേഷൻ പാറ്റേൺ തലമുറ
आरोहण,ആസര്ണം
चढत्या क्रमवारी,ആരോഹണം അടുക്കുക
एएससीएल,Alcyly
एएससीआयआय नियंत्रण वर्ण,ASCII നിയന്ത്രണ പ്രതീകം
एएससीआयआय की बोर्ड,ASCII കീ ബോർഡ്
पैलू,വശം
पैलू आणि,വശം
एकत्र करा,സംയോജിപ്പിക്കുക
एकत्रित मूळ,ഒരുമിച്ചുകൂട്ടിയ ഉത്ഭവം
कालावधी एकत्र करा,ദൈർഘ്യം കൂടിച്ചേർന്നു
असेंबलर,അസംബ്ലി
असेंबलर डायरेक्टिव्ह,അസംബ്ലിലർ നിർദ്ദേശം
असेंबलर सुविधा,അസംബ്ലർ സൗകര്യം
असेंबलर भाषा,അസംബ്ലിലർ ഭാഷ
एकत्र करणे,കൂട്ടിച്ചേർക്കുന്നു
एकत्रित टप्पा,ഒത്തുചേരൽ ഘട്ടം
वेळ एकत्र करणे,സമയം ഒത്തുചേരുന്നു
असेंब्ली,നിയമനിര്മ്മാണസഭ
असेंब्ली भाषा,നിയമസഭാ ഭാഷ
