Bengali,Gujarati
পিঁপড়া,કીડી
এফিডস,એફિડ
সেনা কৃমি,સૈન્યમાં
কৃষি অর্থনীতিবিদ,કૃષિ -અર્થશાસ્ત્રી
কৃষি এক্সটেনশনিস্ট,કૃષિ વિસ્તરણવાદી
কৃষি বিজ্ঞানী,કૃષિ -વિજ્ scientાન
কৃষি প্রকৌশলী,ખેતી ઈજનેર
অ্যাগ্রোবায়োলজিস্ট,કેરોગવિજ્ologistાન
কৃষিবিদ,કૃષિવિજ્istાની
অ্যাগ্রোফিজিসট,કૃષિવિજ્stાન
প্রাণী ব্রিডার,પશુ સંવર્ધક
ব্যাসিলাস ভাইরাস,બેસિલસ વાયરસ
ব্যাসিলাস,દંભ
ব্যাকটিরিয়া,જીવાત
ব্যাকটিরিওক্সিন,કોઇ
ব্যাগাস,મસાલા
ব্যালেন্স শীট,સરવૈયા
ভারসাম্যহীন নিষেক,શેતરાન
বার ডায়াগ্রাম,આકૃતિ
বাকল,ભડકો
ব্যারোমিটার,બાહુદ માળખાં
বন্ধ্যা,ઉજ્જડ
বেস,પાયો
বেসিন,ઉજવણી
বেসিপেটাল,બીક
বেসস্টারনাম,દરિયાકાંઠે
উপসাগর,ચોમાસા
বিয়ারিং প্ল্যান্ট,પધ્ધદનો છોડ
বিছানা,પથારી
বেডার,ઘાને
বিছানাপত্র,નાળ
বীট গুড়,બીટ દાળ
বেলো,ધૂન
বেল্ট,બેલ્ટ
বেনিফিট-ব্যয় বিশ্লেষণ,લાભ આપતી કિંમતે વિશ્લેષણ
পক্ষপাতদুষ্ট (নমুনা),પક્ષપાતી (નમૂના)
দ্বিবার্ষিক,દ્વિવાર્ષિક
দ্বিপদী,દ્વિપદી
বায়োএজেন্ট,જૈવિક
বায়োক্লিমেট,જૈવ
বায়োনারজি,બાયનર્જી
বায়োনমিক্স,જીવવિજ્icsાન
বায়োরিয়্যাক্টর,બાયરોએક્ટર
বায়োস্ফিয়ার,જીવશોષ
বায়োটিক,જૈવિક
বায়োটাইপ,જંતુઓ
উভকামী,દ્વિલિંગી
ব্লাঞ্চিং,નિસ્તેજ
বিস্ফোরণ,વિનોદ
মিশ্রণ,મિશ્રણ
ব্লাইট,વાંક કા blવો
ফোস্কা,ફટકો
নীল বিপ্লব,ક્રાંતિ
নীচে তাপ চেম্বার,તળિયે ગરમીનો ઓરડો
নীচে তাপ কৌশল,તળિય ગરમીની તકનીક
ব্রান,ક brંગું
শাখা,શાખા
শাখা,શાખા -શાખા -શાખ્ય
প্রজনন,ઉછેર
প্রজনন,ઉછેર
Brimming,કોઇ
ব্রুড,ક brંગું
উদীয়মান,જાંબુડી
বাজেট,અંદાજપત્ર
বাফার,બફર
বাল্ব,ગોળાકાર
বুট,સંલગ્ન
উপজাত,પેટા-પેદાશ
বাবুল অ্যাকাসিয়া,બબુલ બાવળ
শিশুর ভূট্টা,બાળક મકાઈ
বেল,બેલ
বেল,બાલ
বালসাম,બાલસમ
বাঁশ,વાંસ
কলা,કરડ
বটগাছ,વડ નું વૃક્ષ
বার্লি,જવ
বার্নইয়ার্ড মিললেট,બાર્નેયાર્ડ બાજરી
পুদিনা,એક જાતનો છોડ
জারজ সিডার,બેસ્ટાર્ડ દેવદાર
জারজ মাইরোবালান,બેસ્ટર્ડ માયરોબાલન
বাউহিনিয়া,બૌહિનીયા
বে বেরি,ખાડી
বিন,બીન
বীট,સલાદ
বেলাদোনা,બાલ્ટડોન્ના
বের,બેવકૂફ
বার্সিম,ઠપકો આપવો
সুপারি,સોપારી
বিলিম্বি,બિલોમ્બી
বিটার লাউ,કડવી દારૂ
কালো গ্রাম,કાળો ગ્રામ
কালো নাইটশেড,કાળી નાઈટશેડ
বোগেনভিলিয়া,બોગૈનવિલે
বোতল ব্রাশ,બોટ
বোতল লাউ,બોટલ ગોળા
বক্স ট্রি,બ boxટ -ઝાડ
রুটি ফল,બ્રેડ ફળો
ব্রাইডাল লতা,લગ્ન સમારંભ
ব্রিনজাল,શોરબકોર
ব্রড শিম,વ્યાપક બીન
ব্রোকলি,કોતરણી
ব্রাসেলের স্প্রাউট,બ્રસેલ્સ sprout
বাকউইট,બિયાં સાથેનો દાણો
বুটিয়া,Butોરિયા
ব্যান্ডিকুট,એક જાતની નાની ભડકી
ভাল্লুক,સહન કરવું
বিটল,ભમરો
ফোস্কা বিটল,ફોલ્લો ભમરો
নীল ষাঁড়,વાદળી બળદ
বোল কৃমি,Bણપત્ર
প্রজাপতি,બ butterટરફ્લાય
ব্যাকটিরিওলজিস্ট,જીવાણુવિજ્ologistાની
বায়োকেমিস্ট,જૈવ રસાયણાકાર
জীববিজ্ঞানী,જીવવિજ્ologistાન
বায়োটেকনোলজিস্ট,જીવવિજ્ologistાની
উদ্ভিদবিদ,વનસ્પતિશાસ્ત્ર
সি আর্দ্রতা বৈশিষ্ট্যযুক্ত বক্ররেখা,સી ભેજ લાક્ષણિકતા વળાંક
কেক,કેક
ক্যালারিয়াস,ગુણવાળું
ক্যালিফিকেশন,ચુન્યાસ
ফসফেটের ক্যালকিনেশন,ફોસ્ફેટનું ગણતરી
Calost,ઉશ્કેરાટ
কলাস,ક callલસ
ক্যালিক্স,Calાળ
ক্যালিক্স-এন্ড,ક calલિક્સનો અંત
ক্যাম্বিয়াম,કણસ
ক্যান্সার,ક canંગું
ক্যানিং,ડબ્બા
ক্যানোপি,છત્ર
মূলধন,પાટનગર
ক্যাপরিফিকেশন,કરચલીકરણ
ক্যাপসুল,ક capંગલ
কার্বনেটেড,કાર્બન
কার্বনাইজেশন,કાર્બનલાઇઝેશન
কার্পেল,કળ
কার্পাস,કળશ
ঢালাই,કિલ્લો
ক্যাটাবোলিজম,વિસર્જન
ক্যাটালাইসিস,ઉદ્દીપન
শুঁয়াপোকা,ઈયળ
সি-ডিএনএ লাইব্রেরি,સી-ડી.એન.એ.
সিলিং,છત
সেল,ઓરડું
কেন্দ্রীয় নেতা ব্যবস্থা,કેન્દ્રીય નેતા પદ્ધતિ
কেন্দ্রিক,કેન્દ્ર બનાવવી
সেন্ট্রিফিউগেশন,કેન્દ્રો
সেন্ট্রিফিউজ,કેન્દ્ર
সেন্ট্রিওল,કેન્દ્ર
সেন্ট্রোজেনিক,કેન્દ્રોવાળું
সেন্ট্রোজেনাস,કેન્દ્રો
সার্কাস,કરકસર
সিরিয়াল,ધારણ
শংসাপত্র,પ્રમાણપત્ર
প্রত্যয়িত বীজ,પ્રમાણિત બીજ
চ্যাফ,કણ
চালাজা,ચલાઝા
কেমোট্রপিজম,વાદળવિજ્ismાન
চিয়াসমা,જાંબુડિયા રંગ
শীতল সময়,ઠંડક કલાકો
শীতল আঘাত,ઠંડક ઇજા
চিমেরা,તંગ
ক্লোরান্টি,કળ
ক্লোরোফিল,હરિતદ્રવ્ય
ক্লোরোসিস,હરિતદ્રવ્ય
ক্লোরোলজি,હરિતદ્રવ્ય
ক্রোমাটিড,ક્રોમેટિડ
ক্রোমাটিন,ક્રોમટિન
ক্রোমাটোগ্রাফি,ક્રોમશલિઓ
ক্রোমাটোলাইসিস,ક્રોધિતતા
ক্রোমোসেন্ট্রে,ક્રોમોસેન્ટ્રી
ক্রোমোজেনেসিস,ક્રોમતત્વ
ক্রোমোপ্রোটিন,રંગભૂમિ
ক্রোমোজোম,રંગબેરંગી
দীর্ঘস্থায়ী,કાયમી
সিট্রঞ্জ,સિત્તર
ক্লেডোড,કવડો
শ্রেণিবদ্ধকরণ,વર્ગીકરણ
ক্লে,માટી
পরিষ্কার,સફાઈ
ক্লিস্টোগ্যামি,રોટી
ক্লাইম্যাক্টেরিক ফল,ઘાતકી ફળ
জলবায়ু,વાતાવરણ
জলবায়ু,આબોહવાવિજ્ologyાન
ক্লিপার,જાડું
ক্লোড,ગાલ
ক্লোন,ક્લોન
মেঘ,વાદળ
ক্লাম্প,ઝગડો
ক্লাস্টার,ઝગડો
মোটা,બરછટ
কোট (বীজ),કોટ (બીજ)
কোকুন,કોપરો
কোএনজাইম,કોનઝાઇમ
সংহতি,સુશોભન
কয়ার,Coાંકણ
কোলোররিজা,કોયડો
কলার,કોઠાર
কলয়েড (মাটি),કોલોઇડ (માટી)
কলিউমেলা,જાંબુડિયા રંગનું બનેલું
কলাম,કોલમ
কমেন্সালিজম,સંપ્રદાય
বাণিজ্যিক ব্যাংক,વેપારી બેંક
পণ্য,કોડ્યુ
সম্প্রদায়,સમુદાય
সংযোগ (মাটির),કોમ્પેક્શન (માટીનું)
সামঞ্জস্যতা,સુસંગતતા
সামঞ্জস্যতা,સુસંગતતા
ক্ষতিপূরণ,વળતર
প্রতিযোগিতামূলক মিথস্ক্রিয়া,સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા
পরিপূরক ফসল,પૂરક પાક
জটিল,સંકુલ
উপাদান,ઘટક
গঠন,-નું જોડાણ
কম্পোস্ট,કંપોસ્ટ
চক্রবৃদ্ধিহারে সুদ,સંયોજન વ્યાજ
গণনা,ગણતરી
কম্পিউটার,કોમ્પ્યુટર
একাগ্রতা,એકાગ્રતા
কন্ডিশনার,શરત
আচরণ,વાહકતા
কনফিগারেশন,ગોઠવણી
অনুসার,સુસંગતતા
বিভ্রান্তিকর,મૂંઝવણભર્યું
সংমিশ্রণ,જોડાણ
সংযোগকারী,સંબંધક
সংরক্ষণ,સંરક્ષણ
একত্রীকরণের,એકીકરણ
উপাদান,ઘટ
গ্রাহক,ગ્રાહક
খরচ,વપરાશ
দূষণ,દૂષણ
কনট্যুর রোপণ,સમોચ્ચ વાવેતર
কনট্যুর,સમતૈલી
চুক্তি চাষ,કરાર -ખેતી
নিয়ন্ত্রিত স্টোরেজ,નિયંત્રિત સંગ્રહ
সমবায় ব্যাংক,સહકારી બેંક
সহযোগী,ભૌતિક
কপিস,ક copંગું
Corm,કોતર
করোলা,કોથળી
কর্টেক্স,કોતરણી
ব্যয়,ખર્ચ
কোটিলেডন (বীজ),કોટિલેડોન (બીજ)
ক্রেডিট সোসাইটি,ધિરાણ મંડળી
ক্রেডিট,જમા
পাওনাদার,લેણદાર
ক্রেস্ট,ખરબચડું
ক্রিঙ্কল,કરચલી
সংকট,સંકટ
মানদণ্ড,માપદંડ
সমালোচনা,વિવેકી
শস্য বীমা,પાક વીમો
শস্য loan ণ,પાક -લોન
ফসল,પાક
ক্রপিং অঞ্চল,પાક વિસ્તાર
ক্রস-ইনমপ্যাটেবল,વળગાડ
মুকুট (উদ্ভিদ),તાજ (છોડ)
ক্রম্ব,ભડકો
ক্রাস্ট,બંદર
ক্রিপ্টোগাম,ગુપ્ત
কুল (ফল),કુલ (ફળો)
কাল্ম,ક culંગું
চাষকারী,ખેડૂત
চাষ,ખેતી
কৃষক,ખેડૂત
সংস্কৃতি,સંસ્કાર
নিরাময়,ઉપચાર
কার্লিং,કરચલી
মুদ্রা,ચલણ
কিউটিকাল,પહાડીચણો
কাটা,કાપવા
সিস্ট,કોતરણી
সাইটোক্রোম,કોયડો
সাইটোগ্যামি,ચિત્ત્રમણિકા
সাইটোজেনেসিস,ચક્રાક્રમ
সাইটোজেনেটিক্স,સાયટોજેનેટિક્સ
সাইটোকাইনেসিস,ચિત્તભ્રમ
সাইটোলজি,મનોહરવિજ્ cyાન
সাইটোলাইসিস,કોયતરો
সাইটোমির,કોથળી
সাইটোপ্লাজম,કોયડો
বাঁধাকপি,કોબી
ক্যাকটাস,કactક્ટસ
ক্যালেন্ডুলা,ક calંડન
ক্যানারি ঘাস (ফালারিস),કેનેરી ઘાસ (ફાલારિસ)
ক্যানা,ઝેર
ক্যাপারি,કળણ
ক্যাপসিকাম,ક capંગિકમ
ক্যারামবোলা,કોથળી
ক্যারপা,કાર્પા
এলাচ,ઇલાયચી
কার্নেশন,સંતાડ
গাজর,ગાજર
হিজলি বাদাম,કાજુ
ক্যাসিয়া,કાસિયા
ক্যাস্টর,એરપોર
ফুলকপি,ફૂલકોબી
সেলারি,કચુંબરની વનસ્પતિ
চ্যাম্প্যাক,ચેમ્પ
চেনোপোডিয়াম,ચેતાન
চেরি টমেটো,ચેરી ટમેટા
চেরি,ચેરી
"ছোলা, গ্রাম","ચણા, ગ્રામ"
মরিচ,મરચાં
চীন টারপেনটাইন গাছ,ચાઇના ટર્પેન્ટાઇન ટ્રી
কুকুর কুকুর,ચો-ચો
ক্রিস্যান্থেমাম,ક્રાયસન્થેમમ
"চুফা, পৃথিবী বাদাম","ચુફા, પૃથ્વી બદામ"
সিচরি,ચિત્ત
দারুচিনি,તજ
সিট্রন,સિટ્રોન
সিট্রোনেলা ঘাস,સિટ્રોનેલા ઘાસ
জেসমিন আরোহণ,ચ bingતી જાસ્મિન
লবঙ্গ,ફાટવું
ক্লাস্টার বিন,કલગીર બીન
কোকো,કોકો
নারকেল,નારિયેળ
কফি,કોફી
কোলিয়াস,કોલસ
কলোকাসিয়া,કોલોકસિયા
"কলোকিন্থ, তিক্ত আপেল","કોલોસિન્થ, કડવો સફરજન"
সাধারণ পার্সেলেন,સામાન્ય પરત
ধনে,કોથમીર
সুতি,સુતરાઉ
কাউপিয়া,કોથળી
কিউব,ઘનબી
শসা,કાકડી
Cucubits,કકર્બિટ્સ
জিরা,જીરું
কারি পাতা,પર્ણ
আতা,સીતાફળ
ক্যাপসুল বোরার,કોઇ
ক্যাটারপিলার,કેટરપિલર
সাইট্রাস সাইক্ল্লা,સાઇટ્રસ સાયલ્લા
ক্রিকেট,ક્રિકેટ
কাক,તારવું
কাটা কৃমি,કૃમિ
দুগ্ধ,ડેરી
ডেয়ারিং,ડેરીંગ
বাঁধ,ડામ
দিন-নিরপেক্ষ,તટસ્થ
ফুলের পরে দিন,ફૂલો પછીના દિવસો
পুরো পুষ্প পরে দিন,સંપૂર્ણ મોર પછીના દિવસો
ডিব্লোসোমিং,ભિન્ન
ডিক্যালসিফিকেশন,છળ
ডিক্যান্ট,ડોકટ
ক্ষয়,સડો
পাতলা,નિર્ણાયક
দশমিক,દશાંશ
স্বল্পতা,ઉણલી
ডিফলোকুলেশন (মাটি),ડિફ્લોક્યુલેશન (માટી)
Defloration,ઉન્મત્ત
ডিফোলিয়েশন,અસ્થિરતા
বন নিধন,વન -નાબૂદી
অবক্ষয়,અધ degપન
অবক্ষয়,અધોગતિ
ডিগ্রি দিন,ડિગ્રી દિવસ
ডিগ্রি,પ્રમાણ
ডিহেসেন্স,વિકૃત
ডিহুলিং,ઉદ્ધત
ডিহুসিং,ધ્રુવીય
পানিশূন্যতা,નિર્જલીકરણ
ডিহাইড্রেটর,નિર્જૃપક
চাহিদা,માંગ
অবনতি,પ્રાણઘાતક
অস্বীকার,ખોટો ઉપયોગ
আমানত,થાપણ
জবানবন্দি,જુબાની
অবমূল্যায়ন বিচ্ছিন্নকরণ,ઘસૃષ્ટિ
বিশৃঙ্খলা,અવ્યવસ્થા
নকশা,આચાર
ডেসিসেটর,બેસાડનાર
গন্তব্য,ખામી
Desuckering,આછું
Desynapsis,દેશી
ডেটাসেল,ખાદ્ય પદાર્થ
ডিটাসেলিং,અસ્થિર
নির্ধারক,નિર્ધારક
অবমূল্যায়ন,અવમૂલ્યન
দেভেজেটেশন,નીરસ
বিচ্যুতি,વિચલનો
ডায়াড,નિષ્ઠુર
রোগ নির্ণয়,નિદાન
Dichogamy,દ્વિ -દખલ
দ্বৈতত্ত্ব,અલગ -અલગ
ডিকোটাইলডন (বীজ),ડિકોટિલેડોન (બીજ)
ফিরে মারা (রোগ),પાછા ડાઇ (રોગ)
বিচ্ছুরণ,પ્રસાર
হজমতা,પાચનત્વ
ডিহাইব্রিড,દિગ્ગજ
ডাইক (ডাইক),ડાઇક (ડાઇક)
পাতলা,પાતળું
ডাইওসিয়াস,દ્વેષી
ডিপ্লোড,રાજદ્રોહ
ডিপ্লোড,રાજદ્રોહ
ডিপ্লোনেমা,રાજદ્રોહ
অসন্তুষ্টি,અવજ્ disા
ডিস্কিং,ઠપકો
ছাড়,છૂટ
নির্বীজন,જીવાલો
বিচ্ছুরণ,વિક્ષેપ
প্রচার,પ્રસાર
বৈচিত্রতা,વૈવિધ્ય
বিবিধ কৃষিকাজ,વૈવિધ્યપૂર્ણ ખેતી
ডিএনএ মই,ડીએનએ સીડી
ডিএনএ রিসেপ্টর,ડીએનએ રીસેપ્ટર
ডকেজ,ગોળાકાર
প্রভাবশালী,પ્રભુત્વપૂર્ણ
সুপ্ততা,નિષ્ક્રિયતા
ডোজ,માત્રા
ডাবল সিগময়েড বক্ররেখা,ડબલ સિગ્મ id ઇડ વળાંક
খসড়া (খসড়া),ડ્રાફ્ટ (ડ્રાફ્ટ)
ড্রেন,ગટર
নিকাশী,ગટર
অঙ্কন,ખેંચાણ
ভিজে যাওয়া,ભીડિયું
ড্রেসিং (বীজ),ડ્રેસિંગ (બીજ)
ড্রিল (এন।),ડ્રિલ (એન.)
ড্রিলিং (এজি। ইঞ্জিন),ડ્રિલિંગ (એજી. એન્જીજી)
ড্রিলিং (কৃষি),ડ્રિલિંગ (કૃષિવિજ્) ાન)
ড্রিপ সেচ,ટીપું સિંચાઈ
শুকনো কৃষিকাজ,સૂકરાની ખેતી
ধুলো,ધૂળ
ডাস্টার,ડસ્ટર
ধুলাবালি,ધૂમ્રપાન
বামন,વામન
বামন পিরামিড,વામન પિરામિડ
বামন,વામન
ডেইজি,ડેઝી
তারিখ,તારીખ
ডে জেসমিন,જાસ્મિન
ডিল,સુવાદાણા
দিননাথ ঘাস,દંડ
ডড্ডার,ઘા
"ডুব ঘাস, বারমুডা ঘাস","ડૂબ ઘાસ, બર્મુડા ઘાસ"
ড্রুস,ભડકો
শুকনো আদা,સૂકા આદુ
ডিফোলিয়েটিং বিটল,અછડતી ભમરો
ড্রোন,ડ્રોન
হাঁস,બતક
বাস্তুশাস্ত্র,પરિસ્થિતિવિજ્ologyાન
একনোমেট্রিক্স,અર્થશાસ્ત્ર
অর্থনৈতিক দক্ষতা,આર્થિક કાર્યક્ષમતા
ইকোটাইপ,પર્યાવરણ
অ্যাক্টোট্রফিক,શિષ્ટાચારને લગતું
এড্যাফিক,શેખીને લગતું
এড্যাফোলজি,પદવિજ્ologyાન
এজিং,ધાર
ভোজ্য অংশ,ખાદ્ય ભાગ
চাহিদার স্থিতিস্থাপকতা,સ્થિતિસ્થાપકતા
উত্পাদন স্থিতিস্থাপকতা,સ્થિતિસ્થાપકતા
বৈদ্যুতিন বিশ্লেষণ,વિદ્યાપમાણ
ইলেক্ট্রোফোরসিস,વિદ્યુતપ્રવાહ
এলিউভিয়েশন,નિરુત્સાહ
ইমাসকুলেটর,છાતીવાળું
এম্ব্যাঙ্কিং,પાંુમાદ
ভ্রূণ,ભ્રમણ
ভ্রূণতত্ত্ব,ગર્ભવિજ્ embાન
উত্থান,આતુરતા
ইমুলিফায়ার,પ્રવાહી ભ્રષ્ટ વ્યક્તિ
অন্তঃসত্ত্বা,અંતર્ગત
এন্ডোমিটোসিস,અંતર્જ્ endાન
এন্ডোপারাসাইট,એન્ડોપારસાઇટ
এন্ডোস্পার্ম,એંજીવ
এন্টারপ্রাইজ,સાહસ
এনটমোলজি,પરિશિષ્ટ
পরিবেশ,વાતાવરણ
এনজাইম,મનાઈ
এপিকোটাইল গ্রাফটিং,મહાકાવ્ય
এপিফাইট,ઉપદ્રવ
ইক্যুইটি,સમાનતા
নির্মূল,નાબૂદી
