Hindi,Telugu
ऐकिओची मृदा,అకియోచి నేల
"वर्णकहीनता, अवर्णता",అల్బినిజం
एल्फिसॉल,ఆల్ఫిసోల్స్
"शैवाल, काई",ఆల్గే
शैवाल रोग,ఆల్గల్ వ్యాధి
क्षार जल,క్షార నీరు
क्षारीय,ఆల్కలీన్
विकल्पी,యుగ్మ వికల్పం
एलीलो रसायन,అల్లెలోకెమికల్స్
युग्मविकल्पी,అల్లెలోమోర్ఫ్
एलीलोपैथी,అల్లెలోపతి
वीथी सस्यन,అల్లే క్రాపింగ్
परनिषेक-फलता,కేటాయింపు
परनिषेचन,అయోగాగమి
"सापेक्षमिति, ऐलोमैट्री",అలోమెట్రీ
परबहुगुणित,అల్లోపాలిప్లోయిడ్
"परयुग्मन, अपायुग्लन",(అలోసిన్సిస్ఐలు
"एकातंर वर्ष फलन, एकांतरित फलन",ప్రత్యామ్నాయ బేరింగ్
वैकल्पिक भूमि उपयोग,ప్రత్యామ్నాయ భూ వినియోగం
परिवेश,పరిసర
सुधारक,అమేలియోరెంట్
असूत्रीविभाजन,అమిటోసిస్
ऐमीनन,అమినైజేషన్
अमोनियन,అమ్మోనిఫికేషన్
अमोनीकारक,అమ్మోనిఫైయర్
"अप्रभावी रूप, अरूपी",AMORFH
उभय मिश्रण,యాంఫిమిక్సిస్
उभयधर्मी,యాంఫోటెరిక్
उपचय,అనాబాలిజం
"अवायुजीव, अनॉक्सी जीव",Anaerobe
असुगुणित,అనూప్లోయిడ్
कोणीय रोपण,యాంగిల్ నాటడం
पशुपालन,పశుసంరక్షణ
पशु उच्छिष्ट,జంతు తిరస్కరణ
सजीव ऊर्जा,శక్తిని యానిమేట్ చేయండి
असमगुणित,అనిసోప్లాయిడ్
एकवर्षीय पादप,వార్షిక ప్లాంట్
वार्षिक,వార్షిక
"परागोद्भव, प्रफुल्लन",సంశ్లేషణ
ऐन्थ्रेक्स,ఆంత్రాక్స్
मानवजनिक कारक,మానవ కారకం
प्रतिजीविता,యాంటీబయోసిస్
"प्रतिजैविक, ऐन्टीबायोटिक",యాంటీబయాటిక్
प्रतिकारक,విరుగుడు
प्रतिऑक्सीकारक,యాంటీఆక్సిడెంట్లు
प्रतिआविष,యాంటిటాక్సిన్
वलयिका,యాన్యులస్
"ऐफिड, माहू, चेपा",అఫిడ్
शीर्ष कलिका,ఎపికల్ బడ్
शिखाग्र प्रभाविता,ఎపికల్ ఆధిపత్యం
मधुमक्खी पालन,పుష్పగుచ్ఛము
असंगजनन,అపోమిక్సిస్
एपोप्टोसिस,అపోప్టోసిస్
उपांग,అనుబంధం
क्षुधावर्धक,ఆకలి
अनुप्रयुक्त,అనువర్తిత
जलीय खरपतवार,జల కలుపు
"वृक्षीय, वृक्षवासी",అర్బోరియల్
प्रशाखायन,అర్బరైజేషన్
आद्य वानस्पतिक अभिलेख,ఆర్కియో-బొటానికల్ రికార్డులు
क्षेत्रांकड़,ప్రాంత గణాంకాలు
"क्षेत्र, क्षेत्रफल",ప్రాంతం
शुष्क पारितंत्र,శుష్క పర్యావరణ వ్యవస్థ
"बीजचोल, बीजोपांग",అరిల్
"सौरभ, सुवास",వాసన
सुगंधी पादप,సుగంధ మొక్క
सुगंधित चावल,సుగంధ బియ్యం
इक्षु पुष्पन,బాంజింగ్
अपूति,అసేప్సిస్
"अपूतित, अज़र्म",అసెప్టిక్
अलैंगिक प्रवर्धन,అలైంగిక ప్రచారం
"आमाप, परख",పరీక్ష
परिसंपत्ति,ఆస్తులు
"स्वांगीकरण, आत्मसात्करण",సమీకరణ
"साहचर्य, संघ",అసోసియేషన్
"स्तंभक, कषाय",రక్తస్రావం
असूत्रयुग्मन,అసినప్సిస్
"पूर्वजता, ऐटाविज्म",అటావిజం
कणित्र,అటామైజర్
"अपुष्टि, क्षीणता",క్షీణత
स्वयुग्मन,ఆటోగామి
स्वलयन,ఆటోలిసిస్
"स्वतः उपचयन, स्वतः ऑक्सीकरण",ఆటోక్సీడేషన్
स्वबहुगुणित,ఆటోపోలిప్లోయిడ్
ऑक्सिन,ఆక్సిన్లు
"शूक, तूड़",దంపతులు
बादाम,బాదం
धीकुवार,కలబంద
"चौलाई, रामदाना",అమరాంథస్
अजवाइन,Ammi
"अंजन घास, धामन घास",అంజన్ గడ్డి
एंथूरियम,ఆంథూరియం
आंवला,"అయోన్లా, ఇండియన్ గూస్బెర్రీ"
सेब,ఆపిల్
खुबानी,నేరేడు పండు
"मोगरा, बेला",అర్బియన్ జాస్మిన్
सुपारी,అరేకా గింజ
अर्जुन,అర్జున్
हींग,అస్ఫోటిడా
पेठा,యాష్ పొట్లకాయ
अशोक,అశోక చెట్టు
दूधी,కవచము కలుపు
सतावर,ఆస్పరాగస్
अवोकाडो,అవోకాడో
"रिजक्रा, लूसर्न",అంతా అల్నాఫ్న్నే
चींटी,చీమలు
"तेला, माहू",అఫిడ్స్
सैनिक कीट,ఆర్మీ పురుగు
कृषि अर्थशास्त्री,వ్యవసాయ ఆర్థికవేత్త
कृषि प्रसार विज्ञानी,వ్యవసాయ పొడిగింపు
कृषि वैज्ञानिक,వ్యవసాయ శాస్త్రవేత్త
कृषि अभियंता,వ్యవసాయ ఇంజనీర్
कृषि जीवविज्ञानी,అగ్రోబయాలజిస్ట్
सस्य विज्ञानी,వ్యవసాయ శాస్త్రవేత్త
कृषि भौतिकीविद्,అగ్రోఫిసిక్
"प्राणि प्रजनक, पशु प्रजनक",జంతువుల పెంపకందారుడు
दंड विषाणु,బాసిల్లస్ వైరస్
"दंडाणु, बैसिलस",బాసిల్లస్
"जीवाणु, बैक्टीरिया",బాక్టీరియా
जीवविष,బాక్టీరియోటాక్సిన్
खोई,బాగస్సే
"तुलन-पत्र, चिट्ठा",బ్యాలెన్స్ షీట్
संतुलित निषेचन,సమతుల్య ఫలదీకరణం
दंड आरेख,బార్ రేఖాచిత్రం
छाल,బెరడు
"वायुदाबमापी, बैरोमीटर",బేరోమీటర్
"बजर, अकृष्य, बांझ",బంజరు
"आधार, बेस, कपांग",బేస్
"थाला, द्रोणी",బేసిన్
तलाभिसारी,బాసిపెటల్
"बेसिस्टर्नम, मूलाधारक",బేసిథెర్నమ్
खाड़ी मानसून,బే రుతుపవనాలు
फलदायी पौधा,బేరింగ్ ప్లాంట్
क्यारी,మం చం
क्यारी - पौधा,బెడర్
क्यारी बनाना,పరుపు
चुंकदर शीरा,దుంప మొలాసిస్
धौंकनी,బెలోస్
"पट्टी, इलाका",బెల్ట్
लाभ-लागत विश्लेषण,బెనిఫిట్-కాస్ట్ అనాలిసిస్
अभिनत (प्रतिचयन),పక్షపాతం
द्विवर्षीय पादप,ద్వైవార్షిక
द्विपद,ద్విపద
जैवकारक,బయోజెంట్
जीव जलवायु,బయోక్లైమేట్
जैव ऊर्जा,బయోఎనర్జీ
जीव पारिस्थितिकी,బయోనోమిక్స్
"जैव-प्रक्रियापात्र, बायो रिएक्टर",బయోఇయాక్టర్
जीव-मंडल,బయోస్పియర్
जैविक,బయోటిక్
जीव प्रारूप,బయోటైప్
द्विलिंगी,ద్విలింగ
धवलन,బ్లాంచింగ్
"प्रध्वसं (रोग), झोंका रोग",పేలుడు
सम्मिश्रण,కలపండి
"अंगमारी (रोग), ब्लाइट (रोग)",ముడత
"छाला, फफोला, उद्वर्त, ब्लिस्टर",పొక్కు
नीली क्रांति,నీలం విప్లవం
तलीय ताप चैंबर,దిగువ వేడి గది
तलीय ताप तकनीक,దిగువ ఉష్ణ సాంకేతికత
चोकर,బ్రాన్
शाखन,శాఖ
"टहनी, उपशाखा",బ్రాంచ్లెట్
नस्ल,జాతి
"प्रजनन, अभिजनन",పెంపకం
शीघ्र अंकुरण उपचार,బ్రిమ్మింగ్
"शाव, अंड, भ्रूण",సంతానం
कलिकायन,బడ్డింగ్
बजट,బడ్జెట్
"उभयप्रतिरोधी, बफर",బఫర్
शल्ककंद,బల్బ్
"बंट (रोग), चोट",బంట్
"उपजात, उपोत्पाद",ఉప-ఉత్పత్తి
"बबूल, कीकर",బాబుల్ అకాసియా
बेबी कॉर्न,బేబీ మొక్కజొన్న
बेल,బేల్
लाजालु,బైల్
गुलमेंहदी,బాల్సం
बांस,వెదురు
केला,అరటి
बरगद,మర్రి చెట్టు
जौ,బార్లీ
सावां,బార్నియార్డ్ మిల్లెట్
तुलसी,తులసి
रुद्राक्ष,బాస్టర్డ్ సెడార్
बहेड़ा,బాస్టర్డ్ మైరోబాలన్
कचनार,బౌహినియా
कैफल,బే బెర్రీ
सेम,బీన్
चुकंदर,దుంప
बेलाडोना,బెల్లడోన్నా
बेर,బెర్
बरसीम,బెర్సీమ్
पान,బెటెల్
बिलिंबी,బిలింబి
करेला,కాకరకాయ
उड़द,బ్లాక్ గ్రామ్
मकोय,బ్లాక్ నైట్ షేడ్
बोगेनविलिया,బౌగెన్విలియా
बोटल ब्रश,బాటిల్ బ్రష్
लौकी,బాటిల్ పొట్లకాయ
"चीकदी, पापरी",బాక్స్ ట్రీ
ब्रेड फ्रूट,బ్రెడ్ ఫ్రూట్
डेला,పెళ్లి లత
बैंगन,బ్రింజల్
"बाकला, चौड़ी बीन",బ్రాడ్ బీన్
ब्रोकोली,బ్రోకలీ
ब्रुसेल्स स्प्राउट,బ్రస్సెల్ మొలక
कुटू,బుక్వీట్
"पलाश लता, किंशुक",బ్యూటియా
घूंस,బాండికూట్
भालू,ఎలుగుబంటి
भृंग,బీటిల్
फफोला भृंग,బొబ్బ బీటిల్
नील गाय,బ్లూ బుల్
कपास की सूंड़ी,బోల్ పురుగు
तितली,సీతాకోకచిలుక
जीवाणु विज्ञानी,బాక్టీరియాలజిస్ట్
जैव रसायनविद्,బయోకెమిస్ట్
जीव विज्ञानी,జీవశాస్త్రవేత్త
जैव प्रौद्योगिकीविद्,బయోటెక్నాలజిస్ట్
वनस्पतिविद्,వృక్షశాస్త్రజ్ఞుడు
c नमी विशिष्टता वक्र,సి తేమ లక్షణ వక్రత
खली,కేక్
"चूनेदार, कैल्सियमी",కాల్కారియస్
कैल्सीयन,కాల్సిఫికేషన్
फॉस्फेट का निस्तापन,ఫాస్ఫేట్ యొక్క లెక్కింపు
"किणता, कैलसता",కాలోసిటీ
"कैलस, किण",కాలిస్
"बाह्यदल पुंज, कैलिक्स",కాలిక్స్
बाह्यदल अंत,కాలిక్స్-ఎండ్
एधा,కాంబియం
कैंकर (जीवाणु रोग),క్యాంకర్
डिब्बाबंदी,క్యానింగ్
वितान,పందిరి
पूंजी,రాజధాని
परागण (अंजीर का),కాప్రిఫికేషన్
"संपुट, संपुटिका, कैप्सूल",క్యాప్సూల్
कार्बोनीकृत,కార్బోనేటేడ్
कार्बनन,కార్బోనైజేషన్
अंडप,కార్పెల్
मणिबंध,కార్పస్
"ढलाई (लोहे की), क्षिप्ति (कीट)",కాస్టింగ్
अपचय,క్యాటాబోలిజం
उत्प्रेरण,ఉత్ప్రేరక
"इल्ली, सूंडी",గొంగళి పురుగు
C- डीएनए संग्रह,సి-డిఎన్ఎ లైబ్రరీ
सीमा,పైకప్పు
"कोशिका, कोष्ठिका",సెల్
केंद्रीय अग्रलेख प्रणाली,కేంద్ర నాయకుడు వ్యవస్థ
"सबिंदु, सकेंद्र",సెంట్రిక్
अपकेंद्रण,సెంట్రిఫ్యూగేషన్
अपकेंद्रित,సెంట్రిఫ్యూజ్
तारककेंद्र,సెంట్రియోల్
केंद्रजनिक,సెంట్రోజెనిక్
केंद्रजा,సెంట్రోజెనస్
लूम,సెర్కస్
"धान्य, सीरियल",ధాన్యం
"प्रमाणीकरण, प्रमाणन",ధృవీకరణ
प्रमाणित बीज,ధృవీకరించబడిన విత్తనం
"भूसा, कुट्टी, शल्क सहपत्र",చాఫ్
"निभाग, कैलाजा",చలాజా
रसानुवर्तन,కెమోట్రోపిజం
"काएज्मा, व्यत्यस्त",చియాస్మా
द्रुतशीतन घंटे,చిల్లింగ్ గంటలు
शीतज क्षति,చిల్లింగ్ గాయం
"विचित्रोतकी, किमेरा",చిమెరా
हरित दली,క్లోరాంథీ
"पर्णहरित, हरितक",క్లోరోఫిల్
हरिमाहीनता,క్లోరోసిస్
जीव वितरण विज्ञान,క్లోరాలజీ
"क्रोमैटिड, अर्धगुणसूत्र",క్రోమాటిడ్
क्रोमैटिन,క్రోమాటిన్
वर्णलेखन,క్రోమాటోగ్రఫీ
क्रोमोटिनलयन,క్రోమాటోలిసిస్
परिसूत्र बिंदु,క్రోమోసెంట్రే
वर्णजनन,క్రోమోజెనిసిస్
"क्रोमोप्रोटीन, वर्णकप्रोटीन",క్రోమోప్రొటీన్
"गुणसूत्र, क्रोमोसोम",క్రోమోజోమ్
"चिरकाली, दीर्घकाली, जीर्ण, पुराना",దీర్ఘకాలిక
सिट्रेंज,సిట్రేంజ్
पर्णाभपर्व,క్లాడోడ్
वर्गीकरण,వర్గీకరణ
"मृत्तिका, चिकनी मिट्टी",మట్టి
"निर्मलन, मार्जन, सफाई, शोधन",శుభ్రపరచడం
"अनुन्मील्य परागण, स्वपरागण",క్లిస్టోగామి
क्रांतिक श्वसनी फल,క్లైమాక్టెరిక్ పండు
जलवायु,వాతావరణం
जलवायु विज्ञान,క్లైమాటాలజీ
कतरनी,క్లిప్పర్
ढेला (मिट्टी का),క్లాడ్
"क्लोन, कृन्तक",క్లోన్
"मेघ, बादल",మేఘం
"पुंज (क्लंप, संपुंजन)",క్లాంప్
गुच्छ,క్లస్టర్
"स्थूल, मोटा, कच्चा, अपरिष्कृत",ముతక
"आवरण (बीज़), चर्मावरण",విత్తనం
कोया,కోకన్
"कोएन्जाइम, सह-प्रकिण्व",కోఎంజైమ్
संसंजन,సమన్వయం
"रेशा (जूट पटसन), नारियल जटा",కోయిర్
मूलांकुर चोल,కోలియోరిజా
"स्तंभमूलसंधि, कॉलर, ग्रीवा",కాలర్
कोलॉइड (मृदा),ఘోథ
"स्तंभिका, कॉलुमेला",కొలుమెల్లా
"दंड, स्तंभ, कॉलम",కాలమ్
सहभोजिता,ప్రారంభం
वाणिज्यिक बैंक,వాణిజ్య బ్యాంకు
"जिंस, पण्य वस्तु",వస్తువు
समुदाय,సంఘం
"संहनन, (मृदा का)",సంపీడన (మట్టి)
"सुसंगति, संगतता",అనుకూలత
सुसंगतता,అనుకూలత
"क्षतिपूर्ति, मुआवजा",పరిహారం
स्पर्धी अन्योन्यक्रिया,పోటీ పరస్పర చర్య
पूरक सस्य,పరిపూరకరమైన పంట
"सम्मिश्र, जटिल",క్లిష్టమైన
घटक,భాగం
संघटन,కూర్పు
कंपोस्ट,కంపోస్ట్
चक्रवृद्धि ब्याज,చక్రవడ్డీ
अभिकलन,గణన
"अभिकलित्र, कंप्यूटर",కంప్యూటర్
"सांद्रण, संकेद्रण",ఏకాగ్రత
"अनुकूलक, पुनरुद्धारक",కండీషనర్
चालकता,ప్రవర్తన
"विन्यास, संरूपण",ఆకృతీకరణ
"अनुरूपता, समविन्यास, समरूपता",అనుగుణ్యత
"समाकुलन, संकरण",గందరగోళం
संयुग्मन,సంయోగం
"योजी, संयोजी",కనెక్టివ్
सरंक्षण,పరిరక్షణ
चकबंदी,ఏకీకరణ
"संघटक, अवयव",భాగాలు
उपभोक्ता,వినియోగదారు
उपभोग,వినియోగం
संदूषण,కాలుష్యం
समोच्च रोपण,ఆకృతి నాటడం
समोच्च रेखा,ఆకృతి
"संविदा कृषि, ठेका कृषि, अनुबंधित खेती",కాంట్రాక్ట్ వ్యవసాయం
नियंत्रित भंडारण,నియంత్రిత నిల్వ
सहकारी बैंक,సహకార బ్యాంక్
सहकारी संस्था सदस्य,సహకారం
गुल्मवन,కాపిస్
घनकंद,కార్మ్
"दलपुंज, कोरोला",కొరోల్లా
"वल्कल, कॉर्टेक्स",కార్టెక్స్
लागत,ధర
बीजपत्र,కోడిలిడాన్
ऋण समिति,క్రెడిట్ సొసైటీ
"उधार, साख",క్రెడిట్
"ऋणदाता, लेनदार",రుణదాత
"शिखा, शीर्ष, शिखर",క్రెస్ట్
व्याकुंचन,ముడతలు
संकट,సంక్షోభం
कसौटी,ప్రమాణం
"क्रांतिक, विकट, नाजुक",క్లిష్టమైన
फसल बीमा,పంట భీమా
फसल ऋण,పంట రుణం
"सस्य, फसल",పంట
सस्यन क्षेत्र,పంట ప్రాంతం
पार-असंगत,క్రాస్ ఇన్ఫాంపిబుల్
"मुकुट, शिखर (पादप)",క్రౌన్ (మొక్క)
मृदुकण,ముక్క
पपड़ी,క్రస్ట్
"क्रिप्टोगैम, अपुष्पीपादप",క్రిప్టోమ్
छांटन (फल),మెడ (పండ్లు)
"कल्म, वेणुकाण्ड",కుల్మ్
कृष्य किस्म,సాగు
"कर्षण, कृषि, खेती",సాగు
"किसान, कल्टीवेटर (यंत्र)",సాగు
"संवर्ध, संवर्धन, पालन",సంస్కృతి
"संसाधन, तैयार करना",క్యూరింగ్
"कुंतलन, कुंचन",కర్లింగ్
मुद्रा,కరెన్సీ
"उपत्वचा, क्यूटिकल",క్యూటికల్
"कलम, कटाई, काटना, कटाग्र, कटावा",కట్టింగ్
"कृमि कोष, सिस्ट, पुटी, विकृत गुल्म, रसौली",తిత్తి
साइटोक्रोम,సైటోక్రోమ్
कोशिका युग्मन,సైటోగామి
कोशिका जनन,సైటోజెనిసిస్
कोशिका आनुवंशिकी,సైటోజెనెటిక్స్
कोशिका द्रव्य विभाजन,సైటోకినిసిస్
कोशिका विज्ञान,సైటోలజీ
कोशिकाविघटन,సైటోలిసిస్
"साइटोमियर, कोशिका खंड",సైటోమీర్
कोशिका द्रव्य,సైటోప్లాజమ్
बंदगोभी,క్యాబేజీ
नागफनी,కాక్టస్
ज़रगुल,కలేన్ద్యులా
"गिल्ली डंडा, गेहूं का मामा",ఫలారిస్
कैना,Canna
करीर,కాపారిస్
शिमला मिर्च,క్యాప్సికం
कमरख,కారాంబోలా
पुसुर,కారాపా
इलाइची,ఏలకులు
कार्नेशन,కార్నేషన్
गाजर,కారెట్
काजू,జీడి పప్పు
अमलतास,కాసియా
अरंडी,కాస్టర్
फूलगोभी,కాలీఫ్లవర్
सेलेरी,సెలెరీ
चम्पा,ఛాంపాక్
बथुआ,చెనోపోడియం
चेरी टमाटर,చెర్రీ టమొూటా
चेरी,చెర్రీ
चना,"చిక్పా, గ్రామ్"
मिर्च,మిరపకాయలు
काकड़ा,చైనా టర్పెంటైన్ చెట్టు
लौकू,చౌ చౌ
गुलदाउदी,క్రిసాన్తిమం
चिचोड़ा,"చుఫా, ఎర్త్ బాదం"
"चिकोरी, कारनी",సికోరీ
दालचीनी,దాల్చిన చెక్క
सिट्रोन,సిట్రాన్
गंजनी,సిట్రోనెల్లా గడ్డి
मालती,క్లైంబింగ్ జాస్మిన్
लौंग,లవంగం
ग्वार बीन,క్లస్టర్ బీన్
कहवा,కోకో
नारियल,కొబ్బరి
कॉफी,కాఫీ
पत्थरचूर,కోలియస్
अरबी,కోలోకాసియా
इंद्रायन,"కోలోసిన్త్, చేదు ఆపిల్"
जंगली पालक,సాధారణ పర్స్లేన్
धनिया,కొత్తిమీర
कपास,పత్తి
लोबिया,కౌపీయా
कबाब-चीनी,క్యూబ్బ్
खीरा,దోసకాయ
कद्दूवर्गीय,కుకుర్బిట్స్
जीरा,జీలకర్ర
करी पत्ता,కరివేపాకు ఆకు
शरीफा,సీతాఫలం
पुटिका वेधक,క్యాప్సూల్ బోరర్
इल्ली,గొంగళి పురుగు
सिट्रस साएला,సిట్రస్ సైలా
झींगर,క్రికెట్
कौआ,కాకి
कटुआ,కట్ పురుగు
"डेरी, दुग्धशाला",పాల
डेरी उद्योग,పాల
"बांध, प्रजननी",ఆనకట్ట
दिवस निरपेक्ष पादप,రోజు-తటస్థ
पुष्पन के बाद के दिवस,పుష్పించే రోజుల తరువాత
पूर्ण पुष्पन के बाद के दिवस,పూర్తి బ్లూమ్ తర్వాత రోజులు
निष्पुष्पन,డెబ్లోసింగ్
विकैल्सीकरण,డీకాల్సిఫికేషన్
"निथारना, निस्तारना",డికాంట్
क्षय,క్షయం
पर्णपाती,ఆకురాల్చే
"दशमिक, दशमलव",దశాంశం
न्यूनता,లోపం
"अनूर्णन (मृदा), वि-उर्णन",మట్టి
विपुष्पन,డెఫ్లోరేషన్
विपत्रण,డీఫోలియేషన్
वनोन्मूलन,అటవీ నిర్మూలన
"अपह्रासन, अपकर्षण",క్షీణత
निम्नीकरण,క్షీణత
अंश दिवस,డిగ్రీ రోజులు
"मात्रा, अंश",డిగ్రీ
स्फुटन,డీహిస్సెన్స్
भूसी हटाना,డెహల్లింగ్
भूसी हटाना,డెహస్కింగ్
निर्जलीकरण,నిర్జలీకరణం
निर्जलकारित्र,డీహైడ్రేటర్
मांग,డిమాండ్
"विकृतीकरण, गुणनाशन",డీనాటరేషన్
अनाच्छादन,తిరస్కరణ
"निक्षेप (मृदा), जमा (अर्थशास्त्र)",డిపాజిట్
निक्षेपण,నిక్షేపణ
"मूल्यह्रास, अवमूल्यन विलवणीकरण",తరుగుదల డీసాలినైజేషన్
"जल शुष्कन, निर्जलीकरण",డీసికేషన్
"अभिकल्पना, डिजाइन",రూపకల్పన
शुष्कित्र,డెస్సికేటర్
गुठली निकालना,డెస్టొనింగ్
वि-अंतः भूस्तारीकरण,డెస్కరింగ్
वियुग्मन,డెసినాప్సిస్
"नर मंजरी निकालना (मक्का), बल्लर निकालना",డిటాసెల్
बल्लर या फुंदन को काटना,డిటాసెలింగ్
निर्धारक,నిర్ణయాధికారి
अवमूल्यन,విలువ తగ్గింపు
वनस्पतिरहित करना,డివెగెటేషన్
विचलन,విచలనం
द्विक,డైడ్
निदान,రోగ నిర్ధారణ
भिन्नकाल पक्वता,డైకోగామి
द्विभाजन,డైకోటోమి
"द्विबीजपत्री, डाइकोटिलेड़न (बीज)",విత్తనం
पश्चमारी (रोग),డై బ్యాక్ (వ్యాధి)
"विसरण, विसार",విస్తరణ
पाचनीयता,డైజెస్టిబిలిటీ
द्विसंकर,డైహైబ్రిడ్
"बांध, नाली, परिवाह",ఒక రకానికి చెందిన వ్యక్తి
तनु,పలుచన
"एकलिंगाश्रयी, पृथक् लिंगी",డైయోసియస్
द्विगुणित,డిప్లాయిడ్
"द्विगुणित, डिप्लॉइड",డిప్లాయిడ్
द्विसूत्र,డిప్లొనెమా
"निष्कलिकायन, कलिका निकालना",విడదీయడం
"तवेदार हल चलाना, चक्काकरण",డిస్కింగ్
छूट,డిస్కౌంట్
रोगाणुनाशन,క్రిమిసంహారక
"परिक्षेपण, प्रकीर्णन",చెదరగొట్టడం
"प्रकीर्णन, प्रसरण",వ్యాప్తి
विविधीकरण,వైవిధ్యీకరణ
विविधीकृत कृषि,వైవిధ్యభరితమైన వ్యవసాయం
डीएनए सोपान,DNA నిచ్చెన
डीएनए ग्राही,DNA రిసెప్టర్
गोदी-भाड़ा,డాకేజ్
प्रभावी,ఆధిపత్యం
प्रसुप्ति,నిద్రాణస్థితి
"मात्रा, खुराक, डोज",మోతాదు
दोहरा सिग्माभ वक्र,డబుల్ సిగ్మోయిడ్ కర్వ్
"झोंका, खिंचाव",ముసాయిదా (ముసాయిదా)
"निकास नाली, अपवाहिका",హరించడం
जलनिकास,పారుదల
कर्षण,డ్రా
"दवा पिलाना, दवाई से तर करना",డ్రించింగ్
प्रसाधन (बीज),డ్రెస్సింగ్ (విత్తనం)
"बरमा, उथली भूल, ड्रिल, वपित्र",డ్రిల్ (ఎన్.)
"सूराख करना, बेधन, बरमाना",డ్రిల్లింగ్ (ఎగ్. ఇంజిగ్)
"वेधना, ड्रिल से बोना, ड्रिल से डालना",వ్యవసాయ శాస్త్రం
