Malayalam,Bengali
ആംഗ്ലിക്കനിസം,অ্যাংলিকানিজম
ആംഗ്ലോ-ഫോബ്,অ্যাংলো-ফোব
ആംഗ്ലോ-ഫോബിയ,অ্যাংলো-ফোবিয়া
ആംഗ്ലോ-സാക്സൺ,অ্যাংলো-স্যাক্সন
ആംഗ്ലോ-സാക്‌സോണിസം,অ্যাংলো-স্যাক্সোনিজম
അനലിസ്റ്റ്,অ্যানালিস্ট
വാർഷികങ്ങൾ,ইতিহাস
കൂട്ടിച്ചേർക്കൽ,সংযোজন
ആന്റി-ബെല്ലം,এন্টে-বেলাম
മുൻ തീയതി,তারিখের আগে
പൗരോഹിത്യ വിരുദ്ധത,করণিকবাদ বিরোধী
വൈദിക വിരുദ്ധ നിയമം,অ্যান্টি-ক্লারিক্যাল আইন
പൗരാണികത,প্রাচীনত্ব
വാടക വിരുദ്ധം,ভাড়া বিরোধী
വാടക വിരുദ്ധം,ভাড়া বিরোধী
സെമിറ്റിസം വിരുദ്ധത,সেমিটিজম বিরোধী
അൻസാക്ക്,আনজাক
അപ്പെല്ല,আপেলা
അരലു,আরালু
ആർച്ച് ബിഷപ്പ്,আর্চ বিশপ
ആർച്ച് ഡച്ചി,আর্চ ডুচি
ആർച്ച് ഡ്യൂക്ക്,আর্চ ডিউক
ആർക്കൈഫ് (=ആർക്കൈവൽ ശേഖരം),আর্কিফ (= আর্কাইভাল সংগ্রহ)
ആർക്കിഎപ്പിസ്കോപ്പേറ്റ്,আর্কিপিস্কোপেট
പ്രഭുവർഗ്ഗം,আভিজাত্য
പ്രഭു,অভিজাত
പ്രഭുവർഗ്ഗ സ്നോബറി,আভিজাত্য স্নোবারি
അരിസ്റ്റോട്ടിലിയൻ,এরিস্টটলীয়
അർമാഡ,আরমাডা
അർമ്മഡ (=സ്പാനിഷ് അർമ്മഡ),আরমাদা (=স্প্যানিশ আরমাদা)
കവചക്കാരൻ (=കവചക്കാരൻ),আর্মোরিস্ট (= আর্মারিস্ট)
കവചം (=കവചം),বর্ম (= বর্ম)
ആയുധധാരി,আর্মারিস্ট
ആര്യൻ,আরিয়ান
ആര്യൻ,আরিয়ান
അസ്കരി,আসকারী
നിയോഗിക്കുക,বরাদ্দ
അസൈസ് ചെയ്യുക,সহায়তা
അസൈസ് ചെയ്യുക,সহায়তা
അസൈസ് ചെയ്യുക,সহায়তা
അസൈസ് ഓഫ് ആയുധ നിയമം,অস্ত্র আইনের সহায়তা
അസൈസ് ഓഫ് ഡാരെൻ അവതരണം,ড্যারিন প্রেজেন্টমেন্টের সহায়তা
മോർട്ട് &#39;ഡി&#39; മുൻഗാമിയുടെ അസൈസ്,মর্ট &#39;ডি&#39; পূর্বপুরুষের সহায়তা
അസൈസ് ഓഫ് നോവൽ ഡിസെസിൻ,নভেল ডিসিসিনের অ্যাসাইজ
ക്രൂരത,নৃশংসতা
ആക്രമണം,আক্রমণ
ഔലിക് കൗൺസിൽ,অলিক কাউন্সিল
ഗെഡസിന്റെ കോടാലി (=ദി ഗെഡെസ് കോടാലി),দেবীর কুঠার (=দেহী কুঠার)
ആക്സിസ് (=റോം-ബെർലിൻ-ടോക്കിയോ ആക്സിസ്),অক্ষ (=রোম-বার্লিন-টোকিও অক্ষ)
ബാബിലോൺ,ব্যাবিলন
ബാബിലോണിയൻ അടിമത്തം (=ബാബിലോണിയൻ അടിമത്തം),ব্যাবিলনীয় বন্দিত্ব (=ব্যাবিলনীয় বন্দিত্ব)
ബച്ചനൽ ഭക്തൻ,বাচনাল ভক্ত
ബച്ചനാലിയ,বাচনালিয়া
ബാച്ചിലർ,ব্যাচেলর
ബാഗ്ദാദ് കരാർ,বাগদাদ চুক্তি
ബാൽക്കൻ ലീഗ്,বলকান লীগ
ബാൽക്കൻ കരാർ,বলকান চুক্তি
ബാൽക്കൻ യുദ്ധങ്ങൾ,বলকান যুদ্ধ
ബാൾട്ടിക് കരാർ,বাল্টিক চুক্তি
കൊള്ളക്കാരൻ,দস্যু
ബന്ദൂങ് സമ്മേളനം,বান্দুং সম্মেলন
നാടുകടത്തൽ,নির্বাসন
ബാനർ,ব্যানার
ബാർബേറിയൻ,অসভ্য
ബാർബിക്കൻ,বারবিকান
ബർദോളി സത്യാഗ്രഹം,বারদোলী সত্যাগ্রহ
കളപ്പുര ബർണറുകൾ,শস্যাগার বার্নার্স
ബാരൺ,ব্যারন
ബാരോണേജ്,ব্যারোনেজ
ബറോണസ് മേജേഴ്സ്,ব্যারনস মেজরস
ബാരോൺസ് പ്രായപൂർത്തിയാകാത്തവർ,ব্যারোনস মাইনরস
ബാരോണസ്,ব্যারনেস
ബാരോനെറ്റ്,ব্যারোনেট
ബാരോനെറ്റേജ്,ব্যারোনেটেজ
ബാരോനെറ്റേജ്,ব্যারোনেটেজ
ബാരോനെറ്റി,ব্যারোনেটসি
ബാരോണി,ব্যারনি
ബാരക്കൂൺ,ব্যারাকুন
ബാരക്കൂൺ,ব্যারাকুন
ബാരിക്കേഡ് (=ബാരിക്കഡോ),ব্যারিকেড (=ব্যারিকেড)
ബാരിക്കേഡ് (=ബാരിക്കഡോ),ব্যারিকেড (=ব্যারিকেড)
ബാരിക്കേഡ് (=ബാരിക്കഡോ),ব্যারিকেড (=ব্যারিকেড)
ബേസ് ക്യാമ്പ്,সেনাঘাঁটি
ബസിലിക്ക,ব্যাসিলিকা
ബസിലിക്ക,ব্যাসিলিকা
ബാസ്റ്റില,বাস্তিলা
ബാസ്റ്റിലി,বাস্তিল
ബാസ്റ്റിലി,বাস্তিল
ബാറ്ററി,ব্যাটারি
യുദ്ധം,যুদ্ধ
Battle-array,ব্যাটলে-অ্যারে
യുദ്ധകാഹളം,যুদ্ধ কান্না
യുദ്ധം,যুদ্ধ দিন
യുദ്ധക്കളം,যুদ্ধক্ষেত্র
യുദ്ധഗാനം,যুদ্ধের স্তব
സ്പർസിന്റെ യുദ്ധം,স্পার্সের যুদ্ধ
സ്റ്റാൻഡേർഡ് യുദ്ധം,স্ট্যান্ডার্ড যুদ্ধ
യുദ്ധക്കപ്പൽ,যুদ্ধজাহাজ
യുദ്ധക്കപ്പൽ-ബലം,যুদ্ধজাহাজ-শক্তি
Bayeux ടേപ്പ്സ്ട്രി,Bayeux ট্যাপেস্ট্রি
ബീക്കൺ,বীকন
ബീക്കൺ ടവർ,বীকন টাওয়ার
ബീവർ,বিভার
ബീവർ,বিভার
കടലിലെ യാചകർ,সমুদ্রের ভিক্ষুক
ബെല്ലിക്കോസ്,বেলিকোস
ബെല്ലിക്കോസ്,বেলিকোস
ബെല്ലിക്കോസ്,বেলিকোস
ബെല്ലിക്കോസിറ്റി,বেলিকোসিটি
ബെല്ലോന,বেলোনা
ഗുണം,উপকারিতা
വൈദികരുടെ പ്രയോജനം,যাজকদের সুবিধা
ബെനെലക്സ്,বেনেলাক্স
ബെർലിൻ ഉത്തരവ്,বার্লিন ডিক্রি
ബെർസർക്കർ,বেসার
ബസന്റ് (=ബെസന്റ്),বেসান্ট (=বেজেন্ট)
ബെഥേൽ,বেথেল
ബിബ്ലിയോലേറ്റർ,বিবিলিওলেটর
ഗ്രന്ഥശാസ്‌ത്രം,বিবিলিওলাট্রি
ബിഗ് ബെർത്ത,বিগ বার্থা
മതഭ്രാന്തൻ,বিগট
ബില്ലെറ്റിംഗ്,বিলেটিং
ബിൽ ഓഫ് അറ്റൈൻഡർ,অ্যাটেন্ডারের বিল
അവകാശങ്ങളുടെ ബിൽ,অধিকার বিল
ജീവചരിത്രകാരൻ,জীবনীকার
ജനന കഥകൾ,জন্মের গল্প
Bivouac,বিভাক
Bivouac,বিভাক
Bivouac,বিভাক
ബിസോണിയ,বিজোনিয়া
കറുത്ത പക്ഷികൾ,কালো পাখি
കറുത്ത കൊടി,কালো পতাকা
ബ്ലാക്ക് ഹോൾ,কৃষ্ণ গহ্বর
ബ്ലാക്ക് ഹോൾ,কৃষ্ণ গহ্বর
കറുത്ത കാൽ (=ചുണങ്ങു),কালো পা (= স্ক্যাব)
കറുത്ത ഷർട്ട്,কালো শার্ট
ബ്ലാസൺ,ব্লাজন
ബ്ലാസൺ,ব্লাজন
ജ്വലനം,ব্লাজনরি
ജ്വലനം,ব্লাজনরি
ബ്ലിറ്റ്സ്ക്രീഗ്,Blitzkrieg
രക്തരഹിത വിപ്ലവം (=മഹത്തായ വിപ്ലവം),রক্তহীন বিপ্লব (=গৌরবময় বিপ্লব)
ബ്ലഡ് വൈറ്റ്,ব্লাডওয়াইট
ബ്ലഡി മേരി,ব্লাডি মেরি
നീല,নীল
നീല രക്തം,আভিজাত্য
നീല പുസ്തകം,নীল বই
നീല നാട,নীল পটি
നീല നാട,নীল পটি
ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ),ব্লুজ (=রয়্যাল হর্স গার্ড)
നീല ഷർട്ട്,নীল শার্ট
ബ്ലൂ വാട്ടർ സ്കൂൾ,ব্লু ওয়াটার স্কুল
ബോർഡ് ഓഫ് കൺട്രോൾ,নিয়ন্ত্রণ বোর্ড
ശരീര കവചം,শরীরবর্ম
ബോയർ,বোয়ার
കൊള്ള,লুঠ
ബറോ,বরো
ബൗളൂട്ടേറിയൻ,বুলিউটেরিয়ন
ബർബോൺ,বোরবন
ബോക്സർ കലാപം,বক্সার বিদ্রোহ
ബ്രേസ്,বন্ধনী
ബ്രസാർഡ്,ব্রাসার্ড
ബ്രസാർഡ്,ব্রাসার্ড
ബ്രെഡ് കോളനികൾ,রুটি উপনিবেশ
ബ്രെസ്റ്റ് പ്ലേറ്റ്,ব্রেস্ট প্লেট
മുലപ്പാൽ ജോലി,স্তনের কাজ
ബ്രെറ്റ്വാൾഡ,ব্রেটওয়াল্ডা
ബ്രിഗാൻഡ്,ব্রিগ্যান্ড
ബ്രിഗൻഡേജ്,ব্রিগ্যান্ডেজ
ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്,ব্রিটিশ কমনওয়েলথ অফ নেশনস
ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ),ব্রাউন শার্ট (=নাৎসি)
ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ),ব্রাসেলস চুক্তি (চুক্তি) সংস্থা (=পশ্চিম ইউরোপীয় ইউনিয়ন)
ബഫ്,বাফ
ബഫ്,বাফ
ബഫ്-കോട്ട്,বাফ-কোট
ബഫുകൾ,বাফস
ബ്യൂൾ (=കൗൺസിൽ),বুলে (= পরিষদ)
ബർഗേജ്,বার্গেজ
ബർഗെസ്,বার্গেস
ബൈസന്റൈൻ,বাইজেন্টাইন
ബൈസന്റൈൻ പള്ളി,বাইজেন্টাইন গির্জা
ബൈസന്റൈൻ സാമ്രാജ്യം,বাইজেন্টাইন সাম্রাজ্য
ബൈസന്റൈൻ യുഗം,বাইজেন্টাইন যুগ
ബൈസന്റൈൻ ചരിത്രകാരന്മാർ,বাইজেন্টাইন ইতিহাসবিদ
കാബൽ,ক্যাবল
സീസറിസം,সিজারিজম
ഖലീഫ,খলিফা
കാലിഗ്രാഫർ,ক্যালিগ্রাফার
കാലിഗ്രാഫിസ്റ്റ്,ক্যালিগ্রাফিস্ট
കാലിഗ്രാഫി,ক্যালিগ্রাফি
കാൽട്രോപ്പ്,ক্যালট্রপ
സൗഹൃദം,বন্ধুত্ব
കാമറില്ല,ক্যামারিলা
കാമറില്ല,ক্যামারিলা
കാമലോകം,ক্যামেলাউকাম
മറവി,ছদ্মবেশ
പ്രചാരണം,প্রচারণা
ക്യാമ്പ് ഫോളോവർ,শিবিরের অনুসারী
കാമ്പോ സാന്റോ,ক্যাম্পো সান্টো
കാമ്പസ് മാർഷ്യസ്,ক্যাম্পাস মার্টিয়াস
കനേഫോറ,ক্যানেফোরা
കാൻഗു,ক্যাঙ্গু
പീരങ്കി,কামান
പീരങ്കി കാലിത്തീറ്റ,কামানের খাদ্যরুপে পরিগণিত মানুষ
കാനൻ,ক্যানন
കാനൻ നിയമം,ক্যানন আইন
കനോപ്പസ് ഉത്തരവ്,ক্যানোপাস ডিক্রি
ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു,ক্যান্টিং অস্ত্র
ബന്ദിയാക്കി,বন্দী
ക്യാപ്റ്റർ,বন্দী
കർദ്ദിനാൾ,মৌলিক
കാൾ,কার্ল
കരോലിംഗിയൻ രാജവംശം,ক্যারোলিংজিয়ান রাজবংশ
കാർത്തൂഷ്യൻ വിഭാഗം,কার্থুসিয়ান সম্প্রদায়
കാർട്ടോസ,কার্টোসা
കാസ്റ്റേലിയൻ,কাস্টেলীয়
കാസ്റ്റേലിയൻ,কাস্টেলীয়
ജാതി വ്യവസ്ഥ,বর্ণপ্রথা
കോട്ട,দুর্গ
കോട്ട,দুর্গ
കാസിൽ പട്ടണം,দুর্গ শহর
കാസ്ട്ര,কাস্ত্রা
കാസ്ട്ര,কাস্ত্রা
കത്തീഡ്ര,ক্যাথেড্রা
കത്തീഡ്രൽ,ক্যাথিড্রাল
കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന,ক্যাটো স্ট্রিট ষড়যন্ত্র
കൌഡില്ലോ,কাউডিলো
കവലിയർ,অশ্বারোহী
കവലിയർ,অশ্বারোহী
കവലിയർ പാർലമെന്റ്,অশ্বারোহী সংসদ
അദുല്ലം ഗുഹ,আদুল্লামের গুহা
ഗുഹ പെയിന്റിംഗ്,গুহাচিত্র
ഗുഹ പെയിന്റിംഗ്,গুহাচিত্র
സെന്റുംവിർ,সেন্টুমভির
ശതാധിപൻ,সেঞ্চুরিয়ান
നൂറ്റാണ്ട്,সেঞ্চুরি
ചെയിൻ കവചം (=ചെയിൻ മെയിൽ),চেইন আর্মার (= চেইন মেইল)
ചാന്ത്രി,চ্যানট্রি
ചാന്ത്രി,চ্যানট্রি
ചാപ് ബുക്ക്,চ্যাপ বই
ചാപ്ലിൻ,চ্যাপলিন
അധ്യായം,অধ্যায়
അപകടങ്ങളുടെ അധ്യായം,দুর্ঘটনার অধ্যায়
ചാർജ് ചെയ്യുക,চার্জ
ഭാരവാഹികൾ,চার্জ ডি অ্যাফেয়ার্স
ചാർജ് വിഭജനം,চার্জ বিভাজন
ചാർജർ,চার্জার
രഥം,রথ
സാരഥി,সারথি
സാരഥി,সারথি
സാരഥി,সারথি
ചാരിറ്റി അടുക്കള,দাতব্য রান্নাঘর
ചാർട്ടർ,সনদ
ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം),চার্টিস্ট আন্দোলন (=চার্টিজম)
ചാർട്ടോഫൈലാസിയം,চার্টোফাইলাসিয়াম
ചാറ്റോ,Chateau
ചെക്ക് പോസ്റ്റ്,চেক পোস্ট
രാസയുദ്ധം,রাসায়নিক যুদ্ধ
ചെസ്റ്റർ,চেস্টার
മുഖ്യൻ,প্রধান
തലവൻ,প্রধান
തലവൻ,প্রধান
തലവൻ,প্রধান
ഷിഫോൺ,শিফন
ധീരത,বীরত্ব
തിരഞ്ഞെടുത്ത ആളുകൾ,নির্বাচিত মানুষ
ക്രിസ്മോഗ്രാഫിയോൺ,ক্রিসমোগ্রাফিয়ন
ക്രൈസ്തവലോകം,খ্রিস্টধর্ম
ക്രിസ്ത്യൻ യുഗം,খ্রিস্টীয় যুগ
ക്രിസ്ത്യൻ സോഷ്യലിസം,খ্রিস্টান সমাজতন্ত্র
ക്രോണിക്കിൾ,ক্রনিকল
ക്രോണിക്ലർ,ক্রনিকলার
ക്രൈസ് ചെർസോണീസ്,Chryse Chersonese
സിമിലിയം,সিমেলিয়াম
സിൻക്വെസെന്റോ സ്റ്റൈൽ,সিনকুয়েসেন্টো স্টাইল
പ്രദക്ഷിണം,পরিক্রমা
സിസ്റ്റെർസിയൻ സന്യാസി,সিস্টারসিয়ান সন্ন্যাসী
കോട്ട,সিটাডেল
അവലംബം,উদ্ধৃতি
അവലംബം,উদ্ধৃতি
നിയമലംഘനം,আইন অমান্য
ആഭ്യന്തരയുദ്ധം,গৃহযুদ্ধ
സിവിസ് റൊമാനസ്,সিভিস রোমানাস
ക്ലാസിക്കൽ പ്രായം,শাস্ত্রীয় বয়স
ക്ലെഫ്റ്റ് (=ക്ലെഫ്റ്റ്),ক্লেফ্ট (=ক্লেফ্ট)
പൗരോഹിത്യം,কেরানিবাদ
ക്ലറച്ച്,ক্লারাচ
ക്ലൂനിയാക് പ്രസ്ഥാനം,ক্লুনিয়াক আন্দোলন
കോട്ട് കവചം,কোট বর্ম
കോട്ട് ഓഫ് ആംസ്,অস্ত্রের কোট
കോട്ട് ഓഫ് ആംസ്,অস্ত্রের কোট
കോട്ട് ഓഫ് ആംസ്,অস্ত্রের কোট
കോട്ട് ഓഫ് മെയിൽ,ডাকের কোট
കോഹോർട്ട്,সমদল
കോമിറ്റിയ,কমিটিয়া
കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ,Comitia Centuriata
കോമിറ്റിയ ക്യൂറിയാറ്റ,কমিটিয়া কুরিয়াটা
കോമിറ്റിയ ട്രിബ്യൂട്ട,Comitia Tributa
സ്മാരക കമാനം,স্মারক খিলান
സ്മാരക നാണയം,স্মারক মুদ্রা
സ്മരണിക മുദ്ര,স্মারক সীলমোহর
പൊതുവായ ഫീൽഡ്,সাধারণ ক্ষেত্র
കമ്മ്യൂണർഡ്,কমুনার্ড
കോൺകോർഡാറ്റ്,কনকর্ড্যাট
കോൺകോർഡാറ്റ്,কনকর্ড্যাট
കൊണ്ടോട്ടിയർ,কনডোটিয়ের
സ്ഥിരീകരണം Cartarum,নিশ্চিতকরণ Cartarum
സംഘർഷം,দ্বন্দ্ব
സഭ,ধর্মসভা
കീഴടക്കുന്ന സംസ്ഥാനം,বিজয়ী রাষ্ট্র
ജേതാവ്,বিজয়ী
വിജയി,বিজয়ী
കോൺസിലിയം,কনসিলিয়াম
കോൺസ്റ്ററി,কনসিস্টরি
ഗൂഢാലോചന,ষড়যন্ত্র
ഗൂഢാലോചന,ষড়যন্ত্র
കോൺസുലേറ്റ്,কনস্যুলেট
കൺസൾട്ടേഷൻ പുസ്തകം,কনসুলেশন বই
കോണ്ടിനെന്റൽ സിസ്റ്റം,মহাদেশীয় ব্যবস্থা
കൺവെൻഷൻ പാർലമെന്റ്,কনভেনশন সংসদ
കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ),কপারহেডস (=শান্তি গণতন্ত্রী)
കോപ്പിഹോൾഡ്,কপিহোল্ড
കോർഡനിംഗ്,কর্ডনিং
കൊറോണ,করোনা
കിരീടധാരണം,রাজ্যাভিষেক
കിരീടധാരണ കല്ല്,রাজ্যাভিষেক পাথর
കോർപ്പസ്,কর্পাস
കോർസെയർ,কর্সেয়ার
കോർസെയർ,কর্সেয়ার
കോർസെറ്റ് (=കോർസെലെറ്റ്),কাঁচুলি (= কর্সেলেট)
കോർട്ടെസ്,কর্টেস
കോട്ടർ (=കോട്ടിയർ),কোটার (=কোটিয়ার)
കോട്ടർ (=കോട്ടിയർ),কোটার (=কোটিয়ার)
പാലറ്റിനേറ്റ് എണ്ണുക,কাউন্ট প্যালাটিনেট
നാടൻ വീട്,দেশের বাড়ি
കൗണ്ടി,কাউন্টি
കൗണ്ടി ബറോ,কাউন্টি বরো
കൗണ്ടി കോടതികൾ,কাউন্টি আদালত
കൗണ്ടി പാലറ്റൈൻ,কাউন্টি প্যালাটাইন
കോടതി,আদালত
കോടതി,আদালত
കോടതി സർക്കുലർ,আদালতের সার্কুলার
കോടതി മര്യാദകൾ,আদালতের শিষ্টাচার
കോർട്ടിയർ,দরবারী
കാസേഷൻ കോടതി,ক্যাসেশন আদালত
കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC),কোর্ট অফ ডিরেক্টরস (EIC)
ഉടമസ്ഥരുടെ കോടതി,মালিকদের আদালত
കോടതി കവി,দরবারের কবি
ഉടമ്പടി കാമറോണിയക്കാർ,চুক্তিবদ্ধ ক্যামেরোনিয়ান
കിരീടം,মুকুট
കിരീടം,মুকুট
കിരീടം,মুকুট
കിരീട ഭൂമി,মুকুট জমি
കിരീട ഭൂമി,মুকুট জমি
കിരീടാവകാശി,ক্রাউন প্রিন্স
കുരിശുയുദ്ധം,ক্রুসেড
കുരിശുയുദ്ധക്കാരൻ,ক্রুসেডার
ക്രിപ്റ്റോഗ്രാം,ক্রিপ্টোগ্রাম
ക്യൂറാസ്,কুইরাস
ക്യൂറാസിയർ,কুইরাসিয়ার
ആരാധനാ ദേവത,কাল্ট দেবতা
കൂരിയ,কুরিয়া
കൂരിയ,কুরিয়া
സാറിസം,জারবাদ
ഇരുണ്ട ഭൂഖണ്ഡം,অন্ধকার মহাদেশ
വിധി ദിവസം,বিচারের দিন
വിധി ദിവസം,বিচারের দিন
ഡീൻ,যাজক
ദശാബ്ദം,দশক
ഡെനാറിയസ്,ডেনারিয়াস
സ്ഥാനഭ്രഷ്ടനായ രാജാവ്,ক্ষমতাচ্যুত রাজা
നശിപ്പിക്കുക,নষ্ট করা
നാശം,বিলুপ্তি
സിംഹാസനസ്ഥനാക്കുക,ডিথ্রোন
ഡയഡം,ডায়ডেম
ഡയഡം,ডায়ডেম
ഡയഡം,ডায়ডেম
ഡയസിയ,ডায়াসিয়া
ഡികാസ്റ്റീരിയം,ডিকাস্টেরিয়াম
ഡിലുവിയലിസ്റ്റ്,ডিলুভিয়ালিস্ট
രൂപത,ডায়োসিস
രൂപത,ডায়োসিস
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),নির্দেশিকা (=নির্দেশনা)
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),নির্দেশিকা (=নির্দেশনা)
ദിർഹം,দিরহাম
വിശ്വസ്തതയില്ലാത്ത,অবিশ্বাসী
വിശ്വസ്തതയില്ലാത്ത,অবিশ্বাসী
വീഴ്ചയുടെ സിദ്ധാന്തം,ভুলের মতবাদ
പ്രമാണം,দলিল
ഡോക്യുമെന്ററി തെളിവുകൾ,দালিলিক প্রমাণ
ഡോംസ്‌ഡേ ബുക്ക്,গম্বুজের বই
കോൺസ്റ്റന്റൈന്റെ സംഭാവന,কনস্টানটাইনের দান
വിധി,নিয়তি
സ്ത്രീധന രാജ്ഞി,ডাওগার রানী
ഡ്രാഗൺ,ড্রাগন
ഡ്രോമെഡേറിയൻ,ড্রোমেডারিয়ান
ഡ്രോമെഡറി,ড্রোমেডারি
ഡ്രോമണ്ട്,ড্রমন্ড
ഇരട്ട,দ্বৈত
ഇരട്ട സഖ്യം,দ্বৈত জোট
ഡ്യുവൽ എന്റന്റ്,ডুয়েল এন্টেন্টে
ഡ്യുവൽ സിസ്റ്റം (=ഇരട്ട സർക്കാർ),দ্বৈত ব্যবস্থা (= দ্বৈত সরকার)
ഡ്യൂക്ക്,ডিউক
ഡുമ,ডুমা
വാമനാവതാരം,বামন অবতার
രാജവംശം,রাজবংশ
രാജവംശം,রাজবংশ
കഴുകൻ,ঈগল
മൂപ്പൻ,বুড়ো মানুষ
ഏൾ,আর্ল
എർൾഡം,প্রাচীনত্ব
ആദ്യകാല ഗുപ്തർ,প্রারম্ভিক গুপ্ত
ആദ്യകാല (ചരിത്രപരമായ) സൈറ്റുകൾ,প্রারম্ভিক (ঐতিহাসিক) সাইট
