English,Tamil
agroclimatic diversity,விவசாய காலநிலை பன்முகத்தன்மை
agroclimatic zoning,வேளாண் காலநிலை மண்டலத்தை உருவாக்குதல்
agroforestry,வளர்ப்பு
agrology,வேளாண்மை
agronomy,வேளாண்மை
agropastoral,விவசாய மேய்ச்சல்
agroprocessing,பயிர் செயலாக்கம்
agrostology,புல் அறிவியல்
agrotype,பயிர் வகை
air plant,எபிஃபைட்
akiochi soil,aikiochi மண்
albinism,வண்ண குருட்டுத்தன்மை
alfisols,அல்பிசோல்
algae,பாசி
algal disease,பாசி நோய்
alkali water,காரம் நீர்
alkaline,காரமானது
allele,மாற்று
allelochemicals,அலெலோ வேதியியல்
allelomorph,அலீல்
allelopathy,அலெலோபதி
alley cropping,வேத்தி பயிர்
allocarpy,நிறைவு
allogamy,கருத்தரித்தல்
allometry,1. சார்பியல் 2. அலோமெட்ரி
allopolyploid,பலவகை
allosynapsis (allosyndesis),1. Parazygosity
alternate bearing,1. மாற்று ஆண்டு செயல்பாடு 2. மாற்று செயல்பாடு
alternate land use,மாற்று நில பயன்பாடு
ambient,சூழல்
ameliorant,சீர்திருத்தவாதி
amitosis,மைடோசிஸ்
amminization,அமீனன்
ammonification,அம்மோனியன்
ammonifier,அம்னிஃபெரஸ்
amorph,1. பயனற்ற வடிவம் 2. அரூபி
amphimixis,நீர்வீழ்ச்சி கலவை
amphoteric,ஆம்போடெரிக்
anabolism,கையிருப்பு
anaerobe,1. காற்றில்லா 2. காற்றில்லா உயிரினங்கள்
aneuploid,ஹாப்ளாய்டு
angle planting,கோண நடவு
animal husbandry,கால்நடை வளர்ப்பு
animal refuse,விலங்கு மலம்
animate energy,வாழ்க்கை ஆற்றல்
anisoploid,முரண்பாடான
annual plant,ஒரு வருடம் பழமையான ஆலை
annual,ஆண்டு
anthesis,1. பரவசம் 2. பிரகாசம்
anthrax,ஆந்த்ராக்ஸ்
anthropogenic factor,மானுடவியல் காரணிகள்
antibiosis,உயிர்வாழ்தல்
antibiotic,1. ஆன்டிபயாடிக் 2. நுண்ணுயிர்க்கொல்லி
antidote,விரட்டும்
antioxidants,ஆக்ஸிஜனேற்ற
antitoxin,ஆன்டிடாக்சின்
anulus,மோதிர விரல்
aphid,1. அசுவினி 2. மஹு 3. செபா
apical bud,மேல் மொட்டு
apical dominance,உச்ச செயல்திறன்
apiculture (bee keeping),தேனீ வளர்ப்பு
apomixis,ஓரினச்சேர்க்கை
apoptosis,அப்போப்டொசிஸ்
appendage,பிற்சேர்க்கைகள்
appetizer,பசியை உண்டாக்கும்
applied,விண்ணப்பித்தார்
aquatic weed,நீர்வாழ் களை
arboreal,1. மரம் 2. மரத்தில் வசிப்பவர்
arborization,கிளைகள்
archaeo-botanical records,புரோட்டோபோட்டானிக்கல் பதிவுகள்
area statistics,மண்டல எண்
area,1. பகுதி 2. பகுதி
arid ecosystem,உலர் சுற்றுச்சூழல்
aril,கோட்டிலிடன்
aroma,சௌரப்
aromatic plant,நறுமண ஆலை
aromatic rice,வாசனை அரிசி
arrowing,இக்ஷு புஷ்பன்
asepsis,அசெப்டிக்
aseptic,1. அசெப்டிக் 2. அசெப்டிக்
asexual propagation,பாலின இனப்பெருக்கம்
assay,அளவு
assets,சொத்து
assimilation,1. ஒருங்கிணைப்பு 2. ஒருங்கிணைப்பு
association,1. சங்கம் 2. சங்கம்
astringent,1. நெடுவரிசை 2. துவர்ப்பு
asynapsis,பன்முகத்தன்மை
atavism,1. முன்னோர் 2. அடவிசம்
atomizer,துகள்
atrophy,1. உறுதிப்படுத்தல் 2. குறைபாடு
autogamy,சுய இணைத்தல்
autolysis,தன்னியக்கம்
autooxidation,1. தன்னிச்சையான ஆக்சிஜனேற்றம் 2. தன்னிச்சையான ஆக்சிஜனேற்றம்
autopolyploid,சுய மல்டிபிளக்ஸ்
auxins,ஆக்சின்
awn (bristle),1. குலுக்கல் 2. தேரை
baccilovirus,தண்டனை வைரஸ்
bacillus,1. பேசிலஸ் 2. பேசிலஸ்
bacteria,1. பாக்டீரியா 2. பாக்டீரியா
bacteriotoxin,பாக்டீரியா நச்சு
bagasse,கரும்பு சக்கை
balance sheet,இருப்பு தாள்
balanced fertilization,சீரான உர பயன்பாடு
bar diagram,சட்ட வரைபடம்
bark,பட்டை
barometer,1. காற்றழுத்தமானி 2. காற்றழுத்தமானி
barren,1. buzzer 2. inert 3. barren
base,1. அடிப்படை 2. அடிப்படை 3. குபாங்
basin,1. தாலா 2. பேசின்
basipetal,தலபிசாரி
basisternum,1. பாசிஸ்டர்னம் 2. ரூட் ஹோல்டர்
bay monsoon,வளைகுடா பருவமழை
bearing plant,பழ செடி
bed,படுக்கை
bedder,படுக்கை ஆலை
bedding,படுக்கை
beet molasses,பீற்று வெல்லப்பாகு
bellows,பெல்லோஸ்
belt,1. கீற்று 2. நிலப்பரப்பு
benefit-cost analysis,இலாப-செலவு பகுப்பாய்வு
biased (sampling),ஆர்வலர் (மாதிரி)
biennial,இரு ஆண்டு தாவரங்கள்
binomial,இருவகை
bioagent,உயிர் காரணி
bioclimate,உயிரியல் காலநிலை
bioenergy,உயிர் ஆற்றல்
bionomics,விலங்கு சூழலியல்
bio-reactor,1. உயிர் செயலி 2. உயிர் உலை
biosphere,உயிர்க்கோளம்
biotic,உயிரியல்
biotype,விலங்கினங்கள்
bisexual,திவிலிங்கி
blanching,தவலன்
blast,1. பிரத்வாசன் (நோய்) 2. குடல் நோய்
blend,கலத்தல்
blight,1. அங்கமாரி (நோய்) 2. ப்ளைட் (நோய்)
blister,1. கொப்புளம் 2. கொப்புளம் 3. வெடிப்பு 4. கொப்புளம்
blue revolution,நீல புரட்சி
bottom heat chamber,பிளானர் வெப்பமூட்டும் அறை
bottom heat technique,பிளானர் வெப்பமாக்கல் தொழில்நுட்பம்
bran,தவிடு
branching,கிளைகள்
branchlet,1. கிளை 2. துணைக் கிளை
breed,இனம்
breeding,இனப்பெருக்கம்
brimming,ஆரம்ப முளைப்பு சிகிச்சை
brood,1. குட்டி 2. முட்டை 3. கரு
budding,துளிர்க்கிறது
budget,பட்ஜெட்
buffer,1.ஆம்போடெரிக் 2. தாங்கல்
bulb,இனிப்பு உருளைக்கிழங்கு
bunt,பன்ட் (நோய்)
by-product,1. துணை தயாரிப்பு 2. துணை தயாரிப்பு
c moisture characteristic curve,c ஈரப்பதம் விவரக்குறிப்பு வளைவு
cake,எண்ணெய் கேக்
calcarious,1. சுண்ணாம்பு 2. கால்சியம்
calcification,கால்சியன்
calcination of phosphate,பாஸ்பேட் நீக்கம்
callosity,1. கினாட்டா 2. கலாட்டா
callus,1.காலஸ் 2. கதிர்
calyx,1. செப்பல்ஸ் 2. கேலிக்ஸ்
calyx-end,வெளிப்புற முடிவு
cambium,எதா
canker,புற்றுநோய் (பாக்டீரியா நோய்)
canning,பதப்படுத்தல்
canopy,வானம்
capital,நிதி
caprification,மகரந்தச் சேர்க்கை (அத்திப்பழங்கள்)
capsule,1. காப்ஸ்யூல் 2. காப்ஸ்யூல் 3. கேப்சூல்
carbonated,கார்பனேற்றப்பட்டது
carbonization,கார்பனான்
carpel,கார்பேஸ்
carpus,வளையல்
casting,1. வார்ப்பு (இரும்பு) 2. க்ஷிப்தி (பூச்சி)
catabolism,வினையூக்கம்
catalysis,தூண்டுதல்
caterpillar,1. கம்பளிப்பூச்சி 2. கம்பளிப்பூச்சி
C-DNA Library,c d. என். அ. சேகரிப்பு
ceiling,சரகம்
cell,1. செல் 2. செல்
central leader system,மத்திய முன் அமைப்பு
centric,1. புள்ளி 2. கவனம்
centrifugation,மையவிலக்கு
centrifuge,மையவிலக்கு
centriole,நட்சத்திர மையம்
centrogenic,எபிஜெனெடிக்
centrogenous,கேந்திரராஜா
cercus,தறி
cereal,1. தானியம் 2. தொடர்
certification,1. சான்றிதழ் 2. சான்றிதழ்
certified seed,சான்றளிக்கப்பட்ட விதை
chaff,1. வைக்கோல் 2. குட்டி 3. ஷலாக் சஹாபத்ரா
chalaza,1. நிபாக் 2. கைலாஜா
chemotropism,கைமோகிராபி
chiasma,1. கியாஸ்மா 2. பிஸி
chilling hours,supercooling மணி
chilling injury,உறைபனி சேதம்
chimera,1. விசிரோடகி 2. சிமேரா
chloranthy,பச்சை கஞ்சி
chlorophyll,1. தழை 2. பச்சை
chlorosis,சயனோசிஸ்
chorology,உயிரியல் விநியோக அறிவியல்
chromatid,1. குரோமாடிட்ஸ் 2. அரை குரோமோசோம்கள்
chromatin,குரோமடின்
chromatography,குரோமடோகிராபி
chromatolysis,நிறமாற்றம்
chromocentre,ஏட்ரியல் புள்ளி
chromogenesis,நிறமூர்த்தம்
chromoprotein,1. குரோமோபுரோட்டீன் 2. நிறமி புரதம்
chromosome,1. குரோமோசோம்கள் 2. குரோமோசோம்கள்
chronic,1. நாள்பட்ட 2. நாள்பட்ட 3. நாள்பட்ட 4. வழக்கற்று
citrange,சிட்ரேஞ்ச்
cladode,இலையுதிர் திருவிழா
classification,வகைப்பாடு
clay,1. களிமண் 2. களிமண்
cleaning,1. சுத்தம் செய்தல் 2. ஸ்க்ரப்பிங் 3. சுத்தம் செய்தல் 4. சுத்திகரிப்பு
cleistogamy,தொடர்ந்து மகரந்த சேர்க்கை
climacteric fruit,சிலுவை பழம்
climate,காலநிலை
climatology,காலநிலையியல்
clipper,வெட்டு
clod,கட்டி (களிமண்)
clone,குளோன்
cloud,1.மேகங்கள் 2.மேகங்கள்
clump,கொத்து
cluster,கொத்து
coarse,1. கரடுமுரடான 2. கரடுமுரடான 3. கச்சா 4. கரடுமுரடான
coat (seed),1. கவர் 2. leatherette
cocoon,கோயா
coenzyme,1. கோஎன்சைம் 2. கோ-என்சைம்
cohesion,ஒற்றுமை
coir,1. நார்ச்சத்து (சணல் சணல்) 2. தேங்காய் கரடுமுரடானது
coleorrhiza,மூலங்கூர் சோழன்
collar 1. स्तंभमूलसंधि 2. कॉलर 3. ग्रीवा,
colloid (soil),கொலாய்டு (மண்)
columella,1.நெடுவரிசை 2.கொலுமல்லா
column,1. தண்டனை 2. நெடுவரிசை 3. நெடுவரிசை
commensalism,ஒற்றுமை
commercial bank,வணிக வங்கி
commodity,1. சரக்கு 2. வணிகப் பொருட்கள்
community,சமூக
compaction (of soil),சுருக்கம் (மண்)
compatibility,1. இணக்கம் 2. இணக்கம்
compatibility,பொருந்தக்கூடிய தன்மை
compensation,1. இழப்பீடு 2. இழப்பீடு
competitive interaction,போட்டி தொடர்பு
complementary crop,துணை பயிர்
complex,1.கலவை 2. சிக்கலானது
component,தொகுதி
composition,கலவை
compost,உரம்
compound interest,கூட்டு வட்டி
computation,கணக்கீடு
computer,1. கணினி 2. கணினி
concentration,1. செறிவு 2. செறிவு
conditioner,1. Optimizer 2. Revitalizer
conductance,கடத்துத்திறன்
configuration,1. கட்டமைப்பு 2. கட்டமைப்பு
conformity,1. இணக்கம் 2. கட்டமைப்பு 3. இணக்கம்
confounding,1. ஒருங்கிணைப்பு 2. கலப்பு
conjugation,இணைத்தல்
connective,1. சேர்க்கை 2. இணைப்பு
conservation,பாதுகாப்பு
consolidation,ஒருங்கிணைப்பு
constituents,1. மூலப்பொருள் 2. தேவையான பொருட்கள்
consumer,நுகர்வோர்
consumption,நுகர்வு
contamination,மாசுபடுதல்
contour planting,விளிம்பு நடவு
contour,விளிம்பு கோடு
contract farming,1. ஒப்பந்த விவசாயம் 2. ஒப்பந்த விவசாயம் 3. ஒப்பந்த விவசாயம்
controlled storage,கட்டுப்படுத்தப்பட்ட வளிமண்டல சேமிப்பு
co-operative bank,கூட்டுறவு வங்கி
cooperator,கூட்டுறவு சங்க உறுப்பினர்
coppice,குல்மவன்
corm,க்யூப்ஸ்
corolla,1. தல்புஞ்ச் 2. கொரோலா
cortex,1. கோர்டெக்ஸ் 2. கார்டெக்ஸ்
cost,செலவு
cotyledon (seed),கோட்டிலிடன்
credit society,கடன் குழு
credit,1. கடன் கொடுத்தல் 2. கடன்
creditor,1. கடன் கொடுத்தவர் 2. கடன் கொடுத்தவர்
crest,1. முகடு 2. உச்சி 3. கோபுரம்
crinkle,திரும்பப் பெறுதல்
crisis,பிரச்சனை
criterion,சோதனை
critical,முக்கியமான
crop insurance,பயிர் காப்பீடு
crop loan,பயிர் கடன்
crop,1. பயிர் 2. பயிர்
cropping area,சாகுபடி பகுதி
cross-incompatible,குறுக்கு இணக்கமற்ற
crown (plant),1. கிரீடம் 2. உச்சம் (தாவரம்)
crumb,மென்மையான துகள்கள்
crust,மேல் ஓடு
cryptogam,1. கிரிப்டோகம் 2. புளோரிஃபார்ம் அல்லாதது
cull (fruits),கொடிமுந்திரி (பழம்)
culm,பேனா
cultivar,சாகுபடி வகை
cultivation,1. இழுவை 2. விவசாயம் 3. விவசாயம்
cultivator,1. விவசாயி 2. உழவர்
culture,1. சாகுபடி 2. சாகுபடி 3. வளர்ப்பு
curing,1.வளம் 2.தயாரிப்பு
curling,1.குந்தலன் 2.குஞ்சன்
currency,தோரணை
cuticle,1. மேல்தோல் 2. க்யூட்டிகல்
cutting,1. பேனா 2. வெட்டுதல் 3. வெட்டுதல் 4. வெட்டுதல் 5. வெட்டுதல்
cyst,1. புழு கார்பஸ் 2. நீர்க்கட்டி 3. நீர்க்கட்டி 4. சிதைந்த கட்டி 5. நியோபிளாசம்
cytochrome,சைட்டோக்ரோம்
cytogamy,செல் இணைப்பு
cytogenesis,செல் இனப்பெருக்கம்
cytogenetics,செல் மரபியல்
cytokinesis,சைட்டோபிளாஸ்மிக் பிரிவு
cytology,உயிரணு உயிரியல்
cytolysis,செல் சிதைவு
cytomere,1. சைட்டோமியர் 2. செல் பிரிவு
cytoplasm,சைட்டோபிளாசம்
dairy,1. பால்பண்ணை 2. பால்பண்ணை
dairying,பால் தொழில்
dam,1. அணை 2. வளர்ப்பவர்
day-neutral,நாள் முழுமையான தாவரம்
days after flowering,பூக்கும் மறுநாள்
days after full bloom,முழு பூக்கும் மறுநாள்
deblossoming,திறமையின்மை
decalcification,சுண்ணாம்பு நீக்கம்
decant,1. அப்புறப்படுத்து 2. அப்புறப்படுத்து
decay,சிதைவு
deciduous,இலையுதிர்
decimal,1. தசமம் 2. தசம
deficiency,தாழ்வு மனப்பான்மை
deflocculation (soil),அனுரன் (மண்)
defloration,விபுஷ்பன்
defoliation,பில்லிங்
deforestation,காடழிப்பு
degeneration,அவமானம்
degradation,சீரழிவு
degree days,பகுதி நாள்
degree,1. அளவு 2. பகுதி
dehiscence,விலகல்
dehulling,உமி அகற்றுதல்
dehusking,உமி அகற்றுதல்
dehydration,நீரிழப்பு
dehydrator,நீரற்ற
demand,கோரிக்கை
denaturation,1. டினாட்டரேஷன் 2. பெருக்கல்
denudation,கண்டனம்
deposit,1. வைப்பு (மண்) 2. வைப்பு (பொருளாதாரம்)
deposition,வைப்பு
depreciation,1. தேய்மானம் 2. தேய்மானம்
desalinization,உப்புநீக்கம்
desiccation,1. நீர் உலர்த்துதல் 2. நீரிழப்பு
design,1. வடிவமைப்பு 2. வடிவமைப்பு
dessicator,உலர்
destoning,கர்னல் அகற்றுதல்
desuckering,இடைக்கணிப்பு
desynapsis,இணைத்தல்
detassel,1. ஆண் மஞ்சரி பிரித்தெடுத்தல் (சோளம்) 2. பல்லார் பிரித்தெடுத்தல்
detasseling,பல்லார் அல்லது குந்தன் வெட்டுதல்
determinant,தீர்மானிப்பவர்
devaluation,மதிப்பிழப்பு
devegetation,தாவரங்களை நீக்கும்
deviation,விலகல்
diad,இரட்டை
diagnosis,நோய் கண்டறிதல்
dichogamy,வெவ்வேறு முதிர்ச்சி
dichotomy,பிளவு
dicotyledon (seed),1. டைகோடைலிடன் 2. டைகோடைலிடன் (விதை)
die back (disease),முதுகு நோய்
diffusion,1. பரவல் 2. பரவல்
digestibility,செரிமானம்
dihybrid,இருகலப்பின
dike (dyke),1. அணை 2. வாய்க்கால் 3. குடும்பம்
dilute,அற்ப
dioecious,1. தனிக்குடித்தனம் 2. ஒருதார மணம்
diploid,டிப்ளாய்டு
diploid,1. டிப்ளாய்டு 2. டிப்ளாய்டு
diplonema,இருமுனை
disbudding,1. பிரித்தெடுத்தல் 2. மொட்டு அகற்றுதல்
discing,1. கலப்பை உழுதல் 2. நூற்பு
discount,தள்ளுபடி
disinfection,கிருமி நீக்கம்
dispersion,1. சிதறல் 2. சிதறல்
dissemination,1. சிதறல் 2. மாறுபாடு
diversification,பல்வகைப்படுத்தல்
diversified farming,பல்வகைப்பட்ட விவசாயம்
DNA Ladder,டிஎன்ஏ படி
DNA receptor,டிஎன்ஏ பெறுபவர்
dockage,கப்பல்துறை வாடகை
dominant,பயனுள்ள
dormancy,செயலற்ற நிலை
dose,1. அளவு 2. அளவு 3. அளவு
douole sigmoid curve,இரட்டை சிக்மாய்டு வளைவு
draft (draught),1. புயல் 2. நீட்சி
drain,1. வெளியேற்ற வடிகால் 2. கழிவுநீர்
drainage,வடிகால்
draw,இழுவை
drenching,1. மருந்து கொடு 2. நனை
dressing (seed),அழகுசாதனப் பொருட்கள் (விதைகள்)
drill (n.),1. ஆகர் 2. ஆழமற்ற தவறு 3. துளை 4. துருப்பு
drilling (ag. engg),1. துளை 2. துளை 3. துளை
drilling (agronomy),1. துளையிடுதல் 2. துரப்பணம் மூலம் விதைத்தல் 3. துரப்பணம் மூலம் ஊற்றுதல்
drip irrigation,சொட்டு நீர் பாசனம்
dryland farming,உலர் விவசாயம்
dust,1.தூசி 2.புக்னி
duster,1. டஸ்டர் 2. சிதறல்
dusting,தெளிக்க
dwarf,1. குள்ளன் 2. வாமனன்
dwarf pyramid,வாமன பிரமிட்
dwarfing,வாமினி பவன்
ecology,சூழலியல்
econometrics,பொருளாதார அளவியல்
economic efficiency,பொருளாதார திறன்
ecotype,சூழ்நிலை வகை
ectotrophic,கூடுதல் அடுக்கு
edaphic,மென்மையான
edaphology,மண் அறிவியல்
edging,1. பாலம் 2. விளிம்பு 3. இழை மூடல்
edible part,உணவு பகுதி
elasticity of demand,தேவை நெகிழ்ச்சி
elasticity of production,உற்பத்தி நெகிழ்ச்சி
electrolysis,மின்னாற்பகுப்பு
electrophoresis,எலக்ட்ரோபோரேசிஸ்
eluviation,ஆவியாதல்
emasculator,1. சிரச்சேதம் 2. பிடிப்பவர் 3. தலை துண்டிப்பவர் 4. ஸ்டெரிலைசர்
embanking,1. வெயிர் பாண்டி 2. ஸ்ட்ராபாண்டி
embryo,கரு
embryology,1. கருவியல் 2. இயற்பியல்
emergence,1. வெளியேறு 2. வெளியேறு
emulsifier,குழம்பாக்கி
endogenous,உட்புறம்
endomitosis,உள்-புள்ளி பிரிவு
endoparasite,உள் ஒட்டுண்ணி
endosperm,எண்டோஸ்பெர்ம்
enterprise,நிறுவன
entomology,பூச்சியியல்
environment,சூழல்
enzyme,1. என்சைம் 2. என்சைம்
epicotyl grafting,கொத்து ஒட்டுதல்
epiphyte,1. எபிஃபைட் 2. எபிஃபைட்
equity,பங்கு
eradication,நீக்குதல்
essential nutrients,அத்தியாவசிய ஊட்டச்சத்துக்கள்
estimation,1. அளவீடு 2. தாவி 3. மதிப்பீடு
etiolation,நேர்த்தியான
eugenic,சுஜன்னிக்
evaluation,மதிப்பீடு
evaporimeter,நீராவி மானி
evapo-transpiration,ஆவியாதல்
evergreen revolution,நித்திய புரட்சி
evergreen,1. evergreen 2. evergreen
evolution,வளர்ச்சி
excise,துண்டிக்கப்பட்டது
exhaustion (fertility),பரீக்ஷய் (கருவுறுதல்)
exploitation,சுரண்டல்
exploration,1. ஆய்வு 2. ஆய்வு
extrusion,1. வெளியேற்றம் 2. உமிழ்வு
eye (sugarcane/potato),கண்
factor,1. காரணி 2. கூறு 3. காரணி 4. வளம்
factor productivity,காரணி உற்பத்தித்திறன்
factorage,வர்த்தகர் தள்ளுபடி
factorial block design,காரணி தொகுதி வடிவமைப்பு
facultative,மாற்று
fallow,1. பட்டி 2. பலிஹார்
family,மொத்த
farm appraisal,கள மதிப்பீடு
farm budgeting,பண்ணை பட்ஜெட்
farm business,விவசாய வணிகம்
farm planning,கள திட்டமிடல்
farmer,1. விவசாயி 2. விவசாயி
farming,1. விவசாயம் 2. விவசாயம்
fasciation,மோதல்
fecundation,பல இனப்பெருக்கம்
fermentation,நொதித்தல்
fertility,கருவுறுதல்
fertilizer,உரம்
fertilizer use efficiency,உர பயன்பாடு திறன்
fibrous,நார்ச்சத்து
field,1. பண்ணை 2. பகுதி 3. இடம்
field capacity,மண் நீர் பிடித்து
field demonstration,கள ஆர்ப்பாட்டம்
fixation,1. அசையாமை 2. ஃபிக்சேஷன் 3. ஃபிக்சேஷன்
flooding,1. ஊடுருவல் 2. செறிவூட்டல்
flow diagram,ஓட்ட வரைபடம்
food value,உணவு மதிப்பு
forage (fodder),தீவனம்
forecasting,முன்னறிவிப்பு
forest,காடு
forestation,காடு வளர்ப்பு
frond,1. டாட்பார்ன் 2. படிவம்
frost resistant,உறைபனி எதிர்ப்பு
frost,1. பாலா 2. ப்ளைட்
frozen (fruit & vegetable),1. உறைந்த 2. உறைந்த
fructification,செயல்பாடு
fruit drop,1. பழம் வீழ்ச்சி 2. பழம் வீழ்ச்சி
fruit -set (fruit setting),பழங்கள் ஆக
fumigation,1. புகைத்தல் 2. புகைத்தல்
fungicide,பூஞ்சைக் கொல்லி
fungistatic,பூஞ்சை எதிர்ப்பு
fungus,பூஞ்சை
furow,1. குத் 2. சீதா
fusion,1. இணைவு 2. இணைவு
fuzz,பருத்தி கம்பளி
fuzzy,முடிகள் நிறைந்த
gall (Hort),1. மரப்புண் 2. பிடிகா
gamete,1. கேமட்கள் 2. கேமட்கள்
garden,1. தோட்டம் 2. தோட்டம்
gauge (water),1. பான்சால் 2. ஹைட்ரோமீட்டர்
gene bank,மரபணு சேகரிப்பு
gene tagging,ஜீன் டேகன்
geneology,பரம்பரை
genetic map,மரபணு வரைபடம்
genetics,மரபியல்
genome,1. ஜீனோம் 2. சங்கீன்
genomic library,சஞ்சினி சேகரிப்பு
genomics,மரபியல்
genotype,மரபணு வகை
genotype,1. மரபணு அமைப்பு 2. மரபணு வகை
genus,பரம்பரை
genus,1. பேரினம் 2. பரம்பரை
germ,1. கிருமி 2. கிருமி
germicide,கிருமி நாசினி
germination,முளைத்தல்
germplasm,1. ஜெர்ம்பிளாசம் 2. ஜெர்ம்பிளாசம்
gibberellic acid,ஜிபெரெலிக் அமிலம்
ginning,பொறுக்கி
glume,துஷ்
glutinous,1. பசையம் 2. பெருந்தீனி
glycolysis,கிளைகோலிசிஸ்
gneiss,நைஸ்
golden revolution,பொன் புரட்சி
grading,1. வகைப்பாடு 2. வகைப்பாடு 3. அடுக்குப்படுத்தல்
grafted plant,1. ஒட்டு செடி 2. பெனும்பிரல் செடி
graft-incompatible,பேனா சீரற்ற
granna,கிரானா
granulation,குருணையாக்கம்
green manure,பச்சை உரம்
green revolution,பசுமைப் புரட்சி
growth and development,வளர்ச்சி மற்றும் வளர்ச்சி
gummosis,1. ஈறு நோய்
gynodioecious,வேற்றுபாலின
habit,1. பிரகிருதி 2. இயல்பு 3. ரூபகுணம் 4. தோற்றம்
hail,1. ஓலா 2. கர்கபட் 3. கர்கா
hairyvetch,ரோமில்வாட்ச்
halophyte,உப்பு நீர்க்கட்டி
harrow,ஹாரோ
harvest index,1. அறுவடை குறியீடு 2. அறுவடை குறியீடு
harvest,1. அறுவடை 2. அறுவடை செய்த பயிர் 3. முடிக்கப்பட்ட பயிர் 4. மகசூல்
harvesting,1. பறித்தல் 2. அறுவடை 3. பறித்தல்
hatch,1. முட்டை இடுதல் 2. முட்டை படை
hay,உலர்ந்த புல்
haylage,உலர் தீவனம்
haystock,கஞ்சி
haze,மூடுபனி
hazy,மங்கலான
head (Agro),1. பாலி 2. சித்தா 3. முண்டக் 4. மேல் 5. தலை 6. சிரா
head (of channel),பள்ளத்தின் முடிவு
heading back,மேல் கத்தரித்து
hedge,வேலி
hedging,காவலில்
helix,குண்டலினி
hematite,ஹெமாடைட்
herb,1. மூலிகை 2. மூலிகை
herbarium,1.தாவரவியல் சேகரிப்பு 2.தாவரவியல் அருங்காட்சியகம்
herbicide,களைக்கொல்லி
heredity,பரம்பரை
heretability,பரம்பரை
hermaphrodite,இருபாலினம்
heterochromatic,ஹீட்டோரோக்ரோமடிக்
heterofertilization,பன்முக கருத்தரித்தல்
heterosis,1. ஹைபிரிடோஸ் 2. ஹெட்டோரோசிஸ்
heterosome,செக்ஸ்க்ரோமோசோம்கள்
heterotroph,பராமரிக்கவில்லை
