Assamese,Bengali
ঠিকনা মেপিং,ঠিকানা ম্যাপিং
ঠিকনা পইণ্টাৰ,ঠিকানা নির্দেশক
ঠিকনা পঞ্জীয়ন,ঠিকানা রেজিস্টার
ঠিকনা সমাধান,ঠিকানা রেজোলিউশন
ঠিকনা অনুবাদ,ঠিকানা অনুবাদ
ঠিকনাযুক্ত মেমৰি,ঠিকানাযুক্ত স্মৃতি
সম্বোধন কৰা,সম্বোধন
পৰ্যাপ্ততাৰ মাপকাঠী,পর্যাপ্ততার মানদণ্ড
সংযুক্ত,সংলগ্ন
প্ৰশাসন,প্রশাসন
প্ৰশাসক,প্রশাসক
এডোব এক্ৰ&#39;বেট,অ্যাডোবি অ্যাক্রোব্যাট
এডোব ফটোশ্বপ,অ্যাডোবি ফটোশপ
উন্নত ব্যৱসায়িক প্ৰয়োগ প্ৰগ্ৰেমিং (ABAP),অ্যাডভান্স বিজনেস অ্যাপ্লিকেশন প্রোগ্রামিং (ABAP)
উন্নত তথ্য,উন্নত তথ্য
উন্নত তথ্য ব্যৱস্থা,উন্নত তথ্য সিস্টেম
উন্নত প্ৰযুক্তি (AT),উন্নত প্রযুক্তি (AT)
এজেণ্ট,প্রতিনিধি
একত্ৰীকৰণ,সমষ্টি
বায়ুমণ্ডলীয় কম্পিউটাৰ ব্যৱস্থা,বায়ুবাহিত কম্পিউটার সিস্টেম
aldus পৃষ্ঠা নিৰ্মাতা,aldus পেজ মেকার
সতৰ্কবাণী বাকচ,সতর্কতা বাক্স
এলগোল,algol
এলগৰিদম,অ্যালগরিদম
এলগৰিদম বিশ্লেষণ,অ্যালগরিদম বিশ্লেষণ
এলগৰিদম দক্ষতা,অ্যালগরিদম দক্ষতা
alias,উপনাম
প্ৰান্তিককৰণ,প্রান্তিককরণ
আবণ্টন,বরাদ্দ
বৰ্ণানুক্ৰমিক,বর্ণানুক্রমিক
আলফানিউমেৰিক,আলফানিউমেরিক
আলফানিউমেৰিক কি বৰ্ড,আলফানিউমেরিক কী বোর্ড
আলফা-পৰীক্ষা,আলফা-পরীক্ষা
আলফা-সংস্কৰণ,আলফা-সংস্করণ
alt কি&#39;,alt কী
আলতাভিস্তা,আলতাভিস্তা
অস্পষ্টতা,অস্পষ্টতা
অস্পষ্ট ব্যাকৰণ,অস্পষ্ট ব্যাকরণ
আমেৰিকান নেচনেল ষ্টেণ্ডাৰ্ডছ ইনষ্টিটিউট (ANSI),আমেরিকান ন্যাশনাল স্ট্যান্ডার্ড ইনস্টিটিউট (ANSI)
তথ্য বিনিময়ৰ বাবে আমেৰিকান মানক ক&#39;ড (ASCII),আমেরিকান স্ট্যান্ডার্ড কোড ফর ইনফরমেশন ইন্টারচেঞ্জ (ASCII)
এনালগ,এনালগ
এনালগ কম্পিউটাৰ,এনালগ কম্পিউটার
এনালগ ডিভাইচ,এনালগ ডিভাইস
এনালগ মডেম,এনালগ মডেম
এনালগ টু ডিজিটেল কনভাৰ্টাৰ (ADC),এনালগ থেকে ডিজিটাল কনভার্টার (ADC)
আৰু,এবং
AND বৰ্তনী,এবং সার্কিট
AND গেট,এবং গেট
AND অপাৰেচন নহয় (বৰ্জন),এবং অপারেশন নয় (বর্জন)
এনিমেচন,অ্যানিমেশন
টীকাকৰণ,টীকা
বিজুতি,ব্যতিক্রম
পূৰ্বসূৰী,পূর্ববর্তী
প্ৰত্যাশিত পেজিং,প্রত্যাশিত পেজিং
এন্টি-চিমেট্ৰিক,বিরোধী প্রতিসম
এন্টিভাইৰাছ প্ৰগ্ৰেম,অ্যান্টিভাইরাস প্রোগ্রাম
applet,অ্যাপলেট
এপ্লিকেচন ডেভেলপাৰ,অ্যাপ্লিকেশন ডেভেলপার
এপ্লিকেচন প্ৰগ্ৰেমিং,অ্যাপ্লিকেশন প্রোগ্রামিং
এপ্লিকেচন প্ৰগ্ৰেমিং আন্তঃপৃষ্ঠ (API),অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API)
এপ্লিকেচন চফ্টৱেৰ,অ্যাপ্লিকেশন সফ্টওয়্যার
প্ৰয়োগমূলক ভাষা,প্রয়োগমূলক ভাষা
আনুমানিক তত্ত্ব,আনুমানিক তত্ত্ব
স্থাপত্য,স্থাপত্য
এলেকা হস্তান্তৰ,এলাকা স্থানান্তর
তৰ্কাতৰ্কি,যুক্তি
গাণিতিক আৰু যুক্তিৰ একক,গাণিতিক এবং যুক্তিবিদ্যা ইউনিট
গাণিতিক পৰীক্ষা,গাণিতিক চেক
গাণিতিক ধ্ৰুৱক,গাণিতিক ধ্রুবক
গাণিতিক তথ্য,গাণিতিক তথ্য
গাণিতিক নিৰ্দেশনা,গাণিতিক নির্দেশনা
গাণিতিক আৰু যুক্তি একক (ALU),পাটিগণিত এবং যুক্তি ইউনিট (ALU)
ARPANET,আরপানেট
এৰে,অ্যারে
এৰে কেচ,অ্যারে ক্যাশে
এৰে কম্পিউটাৰ,অ্যারে কম্পিউটার
এৰে উপাদান,অ্যারে উপাদান
এৰেৰ নাম,অ্যারের নাম
এৰে প্ৰচেছৰ,অ্যারে প্রসেসর
কাঁড় চিহ্নসমূহ,তীর চিহ্ন
আৰ্টিকুলেচন,উচ্চারণ
আৰ্টিকুলেচন পইণ্ট,উচ্চারণ বিন্দু
কৃত্ৰিম সংকোচন,কৃত্রিম কম্প্যাকশন
কৃত্ৰিম নিয়ন্ত্ৰণ,কৃত্রিম নিয়ন্ত্রণ
কৃত্ৰিম বুদ্ধিমত্তা,কৃত্রিম বুদ্ধিমত্তা
আৰোহী,আরোহী
আৰোহী সজাই পৰাই তোলা,আরোহী সাজানোর
ASCII betical ক্ৰম,ASCII বেটিকাল অর্ডার
ASCII নিয়ন্ত্ৰণ আখৰ,ASCII নিয়ন্ত্রণ চরিত্র
ASCII নথিপত্ৰ,ASCII ফাইল
ASCII ফন্ট,ASCII ফন্ট
ASCII স্থানান্তৰ,ASCII স্থানান্তর
এস্পেক্ট ৰেচিঅ&#39;,আনুমানিক অনুপাত
এ এছ পি আই,এএসপিআই
ASR টাইমাৰ,ASR টাইমার
একত্ৰিত কৰা,একত্রিত করা
এছেম্বলাৰ,সংযোজনকারী
সভা,সমাবেশ
সমাবেশ ভাষা,এসেম্বলি
assertion,দাবী
আবণ্টন কৰা কাৰ্য,নিয়োগ
সংস্থা,সংঘ
সহযোগী ঠিকনা,সহযোগী ঠিকানা
সহযোগী স্মৃতিশক্তি,সহযোগী স্মৃতি
এস্টেৰিক,asteric
অসমতাপূৰ্ণ,অপ্রতিসম
এচিনক্ৰ&#39;নাছ,অ্যাসিঙ্ক্রোনাস
ডিজিটেল গ্রাহক লাইন (ADSL),অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL)
asynchronous সময় বিভাজন মাল্টিপ্লেক্সিং (ATDM),অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM)
এচিনক্ৰ&#39;নাছ স্থানান্তৰ,অ্যাসিঙ্ক্রোনাস স্থানান্তর
এচিনক্ৰ&#39;নাছ স্থানান্তৰ ধৰণ (ATM),অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম)
পৰমাণু,পরমাণু
সংলগ্ন নথিপত্ৰ,সংযুক্ত নথি
সংলগ্ন ফাইল,সংযুক্ত ফাইল
সংলগ্নক,সংযুক্তি
বৈশিষ্ট্য,বৈশিষ্ট্য
অডিঅ&#39;,শ্রুতি
অডিট প্ৰগ্ৰেমিং,অডিট প্রোগ্রামিং
অডিট ট্ৰেইল,নিরীক্ষা পথ
বৃদ্ধি কৰা,বৃদ্ধি
প্ৰমাণীকৰণ প্ৰটোকল,প্রমাণীকরণ প্রোটোকল
লেখক ব্যৱস্থা,অথরিং সিস্টেম
অনুমোদন,অনুমোদন
অটো বিমূৰ্ত,স্বয়ংক্রিয় বিমূর্ত
স্বয়ংক্ৰিয় বুট কৰা,অটোবুটিং
অটোকেড,অটোক্যাড
অটোলগ অন,অটোলগ চালু
automata,স্বয়ংক্রিয়
automata তত্ত্ব,স্বয়ংক্রিয় তত্ত্ব
স্বয়ংক্ৰিয় কম্পিউটিং,স্বয়ংক্রিয় কম্পিউটিং
স্বয়ংক্ৰিয় তথ্য প্ৰক্ৰিয়াকৰণ,স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ
স্বয়ংক্ৰিয় ভুল সংশোধন,স্বয়ংক্রিয় ত্রুটি সংশোধন
স্বয়ংক্ৰিয় কাৰ্য্য,স্বয়ংক্রিয় ফাংশন
স্বয়ংক্ৰিয় সূচীভুক্তকৰণ,স্বয়ংক্রিয় সূচীকরণ
স্বয়ংক্ৰিয় লাইব্ৰেৰী কল,স্বয়ংক্রিয় লাইব্রেরি কল
স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং,স্বয়ংক্রিয় প্রোগ্রামিং
স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম,স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম
স্বয়ংক্ৰিয় ৰুটিন,স্বয়ংক্রিয় রুটিন
স্বয়ংক্ৰিয় চিস্টেম পুনৰুদ্ধাৰ,স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার
স্বয়ংক্ৰিয় টেলাৰ মেচিন (ATM),স্বয়ংক্রিয় টেলার মেশিন (এটিএম)
অটোমেচন,অটোমেশন
অটোপ্লে,স্বয়ংক্রিয় চালু
স্বয়ংক্ৰিয় সংৰক্ষণ কৰক,অটোসেভ
সহায়ক,সহায়ক
সহায়ক স্মৃতিশক্তি,অক্জিলিয়ারী মেমরি
সহায়ক সংৰক্ষণ,অক্জিলিয়ারী স্টোরেজ
উপলব্ধ তালিকা,প্রাপ্তিসাধ্য তালিকা
উপলব্ধ সময়,উপলব্ধ সময়
গড়,গড়
awk (ভাষা),awk (ভাষা)
বেকএণ্ড,ব্যাকএন্ড
বেকএণ্ড প্ৰচেছৰ,ব্যাকএন্ড প্রসেসর
বেকফেচ আঁতৰোৱা,ব্যাকফেস অপসারণ
পটভূমি প্ৰক্ৰিয়াকৰণ,পটভূমি প্রক্রিয়াকরণ
বেকিং ষ্ট&#39;ৰ,ব্যাকিং স্টোর
বেকপেচিং,ব্যাকপ্যাচিং
বেকস্পেচ,ব্যাকস্পেস
পিছুৱাই যোৱা,ব্যাকট্র্যাকিং
বেক-আপ,ব্যাক আপ
বেক-আপ মেমৰি,ব্যাক আপ মেমরি
পিছলৈ ত্ৰুটি পুনৰুদ্ধাৰ,পিছনের ত্রুটি পুনরুদ্ধার
বেলেন্স শ্বীট,ব্যালেন্স শীট
বেণ্ড,ব্যান্ড
বেণ্ডৰ প্ৰস্থ,ব্যান্ড প্রস্থ
বেংকাৰৰ এলগৰিদম,ব্যাংকারের অ্যালগরিদম
বাৰ ক&#39;ড,বার কোড
বাৰ ক&#39;ড স্ক্যানাৰ,বারকোড স্ক্যানার
বাৰ গ্ৰাফ,বার গ্রাফ
ভিত্তি ঠিকনা,ভিত্তি ঠিকানা
বেচ বেণ্ড,বেস ব্যান্ড
ভিত্তি সংখ্যা,ভিত্তি নম্বর
ভিত্তি টেবুল,ভিত্তি টেবিল
প্ৰাথমিক,বেসিক
মূল নিয়ন্ত্ৰণ,মৌলিক নিয়ন্ত্রণ
মূল ইনপুট,মৌলিক ইনপুট
মূল নিৰ্দেশনা,মৌলিক নির্দেশ
মূল আউটপুট,মৌলিক আউটপুট
মূল পদক্ষেপ,মৌলিক পদক্ষেপ
বেটছ,ব্যাচ
বেচ ফাইল,ব্যাচ ফাইল
বেচৰ অৱস্থান,ব্যাচ অবস্থান
বেচ প্ৰচেছিং,ধির গতির কাজ
বেচ ব্যৱস্থা,ব্যাচ সিস্টেম
baud,বউড
বড হাৰ,বড হার
আলোকৰশ্মি,মরীচি
বেঞ্চমাৰ্ক,মাপকাঠি
দ্বিমুখী যোগাযোগ,দ্বিমুখী যোগাযোগ
দ্বিমুখী সংযোগ,দ্বিমুখী লিঙ্ক
বাইনাৰী ক&#39;ড,বাইনারি কোড
বাইনাৰী অংক,বাইনারি সংখ্যা
বাইনাৰী ইনপুট আউটপুট চিস্টেম (BIOS),বাইনারি ইনপুট আউটপুট সিস্টেম (BIOS)
বাইনাৰী সংখ্যা,বাইনারি সংখ্যা
বাইনাৰী অপাৰেটৰ,বাইনারি অপারেটর
বাইনাৰী সম্পৰ্ক,বাইনারি সম্পর্ক
বাইনাৰী সন্ধান,বাইনারি অনুসন্ধান
বাইনাৰী সন্ধান গছ (BST),বাইনারি সার্চ ট্রি (BST)
বাইনাৰী স্থানান্তৰ,বাইনারি স্থানান্তর
বাইনাৰী গছ,বাইনারি গাছ
বাইপোলাৰ মেম’ৰী,বাইপোলার মেমরি
জন্ম মৃত্যুৰ আৰ্হি,জন্ম মৃত্যু মডেল
জন্ম মৃত্যু প্ৰক্ৰিয়া,জন্ম মৃত্যু প্রক্রিয়া
বিট,বিট
বিট দোষ,বিট দোষ
বিট মেপ,বিট মানচিত্র
বিট মেপ পিক্সেল (BMP),বিট ম্যাপ পিক্সেল (BMP)
বিট মেট্ৰিক্স,বিট ম্যাট্রিক্স
বিট পেটাৰ্ণ,বিট প্যাটার্ন
বিটৰ অৱস্থান,বিট অবস্থান
বিট হাৰ,বিট হার
ব্লেক বক্স পৰীক্ষা,কালো বক্স পরীক্ষা
টিপটিপিয়াই,মিটমিট করে
অৱৰুদ্ধ কৰা,ব্লক
ব্লক কেচ,ব্লক ক্যাশে
ব্লক চেক কৰক,ব্লক চেক
ব্লক কপি,ব্লক কপি
ব্লক ডায়াগ্ৰাম,ব্লক ডায়াগ্রাম
নেটৱাৰ্ক ব্লক কৰা,ব্লকিং নেটওয়ার্ক
ব’ৰ্ড,বোর্ড
বুক মাৰ্ক,বই চিহ্ন
বুলিয়ান বীজগণিত,বুলিয়ান বীজগণিত
বুলিয়ান সম্পৰ্ক,বুলিয়ান সম্পর্ক
বুট বিভাজন,বুট পার্টিশন
বুট ষ্ট্ৰেপিং,বুট strapping
বুট-ষ্ট্ৰেপ লোডাৰ,বুট-স্ট্র্যাপ লোডার
সেঁতু,সেতু
ব্ৰডবেণ্ড নেটৱৰ্কিং,ব্রডব্যান্ড নেটওয়ার্কিং
সম্প্ৰচাৰ,সম্প্রচার
সম্প্ৰচাৰ ৰেডিঅ&#39;,রেডিও সম্প্রচার
ব্ৰাউজ কৰক,ব্রাউজ
ব্ৰাউজাৰ,ব্রাউজার
বি-বৃক্ষ,বি-বৃক্ষ
বুদবুদ স্মৃতিশক্তি,বুদ্বুদ মেমরি
বুদবুদ সজাই পৰাই তোলা,বুদ্বুদ সাজানোর
বাল্টি,বালতি
বন্ধু ব্যৱস্থা,বন্ধু সিস্টেম
বাজেট ফলপ্ৰসূ নিয়ন্ত্ৰণ,বাজেট কার্যকর নিয়ন্ত্রণ
বাফাৰ,বাফার
পোক,বাগ
বাছ,বাস
বাইট,বাইট
বাইট ক&#39;ড,বাইট কোড
গ,গ
C++,সি++
cache,ক্যাশে
কেশ্ব বাফাৰ,ক্যাশে বাফার
কেশ্ব মেমৰি,ক্যাশ মেমরি
গণনা কৰা,গণনা
কেলকুলেটৰ,ক্যালকুলেটর
কেলকুলেটৰ চিপ,ক্যালকুলেটর চিপ
কল কৰা,কল
নামেৰে ফোন কৰক,নামে ডাক
ৰেফাৰেন্সৰ দ্বাৰা কল কৰক,রেফারেন্স দ্বারা কল করুন
মূল্যৰ দ্বাৰা কল কৰক,মূল্য দ্বারা কল
চলকৰ দ্বাৰা কল কৰক,ভেরিয়েবল দ্বারা কল
গেট কল কৰক,কল গেট
বাতিল কৰক,বাতিল
বাতিল বুটাম,বাতিল বোতাম
canonical,ক্যানোনিকাল
কেননিক ৰূপ,ক্যানোনিকাল ফর্ম
ক্ষমতা,ক্ষমতা
ক্ষমতা তালিকা,ক্ষমতা তালিকা
ক্ষমতা,ক্ষমতা
caps লক চাবি,ক্যাপ লক কী
কাৰ্ড,কার্ড
কাৰ্ড ৰিডাৰ,কার্ড পাঠক
কাৰ্ডিনালিটি,কার্ডিনালিটি
বাহক,বাহক
বাহক বেণ্ড,ক্যারিয়ার ব্যান্ড
বাহক বোজা,ক্যারিয়ার লোড
বাহক সংকেত,ক্যারিয়ার সংকেত
বাহক তৰংগ,ক্যারিয়ার তরঙ্গ
কঢ়িওৱা,বহন
carry digit,অঙ্ক বহন
পতাকা কঢ়িয়াই নিয়া,পতাকা বহন
কাৰ্টিজ ডিস্ক,কার্তুজ ডিস্ক
cascade,ক্যাসকেড
ঘটনা,মামলা
কেথড ৰে টিউব (CRT),ক্যাথড রে টিউব (সিআরটি)
কেথ&#39;ড ৰে টিউব (CRT),ক্যাথোড রে টিউব (CRT)
CD ROM ডিষ্ক ড্ৰাইভ,সিডি রম ডিস্ক ড্রাইভ
কোষ,কোষ
কোষ এনিমেচন,সেল অ্যানিমেশন
চেলুলাৰ ফোন,মোবাইল ফোন
কেন্দ্ৰীয় স্মৃতিশক্তি,কেন্দ্রীয় স্মৃতি
কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU),কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU)
কেন্দ্ৰীভূত ব্যৱস্থা,কেন্দ্রীভূত ব্যবস্থা
প্ৰমাণিত টেপ,প্রত্যয়িত টেপ
শিকলি,চেইন
শৃংখল তথ্য,চেইন ডেটা
শৃংখল সংযোগ,চেইন লিঙ্ক
চেইনিং,চেইনিং
চেনেল,চ্যানেল
চেনেল ব্যস্ত সুৰ,চ্যানেল ব্যস্ত টোন
চেনেলৰ ক্ষমতা,চ্যানেল ক্ষমতা
চেনেল নিয়ন্ত্ৰক,চ্যানেল কন্ট্রোলার
চেনেলৰ ভুল,চ্যানেল ত্রুটি
চেনেল প্ৰগ্ৰেম,চ্যানেল প্রোগ্রাম
চেনেলৰ নিৰ্ভৰযোগ্যতা,চ্যানেল নির্ভরযোগ্যতা
চেনেল ছেট,চ্যানেল সেট
চৰিত্ৰ,চরিত্র
আখৰৰ ক&#39;ড,অক্ষর কোড
আখৰৰ চাবি,অক্ষর কী
চৰিত্ৰ পাঠক,চরিত্র পাঠক
আখৰৰ আকাৰ,অক্ষরের আকার
তালিকা,চার্ট
চেছিছ,চ্যাসিস
বিট পৰীক্ষা কৰক,চেক বিট
ডিজিট পৰীক্ষা কৰক,অংকের চেক
ৰাশি পৰীক্ষা কৰক,চেক যোগফল
শব্দ পৰীক্ষা কৰক,চেক শব্দ
চিপ,চিপ
চিপ চেট,চিপ সেট
বাছনি কৰক,পছন্দ করা
ৰঙীনভাৱে,বর্ণগতভাবে
চাইফাৰ,গোপনীয় কোড
বৰ্তনী,সার্কিট
বৃত্তাকাৰ তালিকা,বৃত্তাকার তালিকা
cirus,সাইরাস
উদ্ধৃতি,উদ্ধৃতি
শ্ৰেণী,ক্লাস
ক্লাছ ভেৰিয়েবল,ক্লাস পরিবর্তনশীল
শ্ৰেণীবিভাজন,শ্রেণীবিভাগ
পৰিষ্কাৰ,স্পষ্ট
স্পষ্ট এলেকা,পরিষ্কার এলাকা
ক্লিয়াৰ চেনেল,পরিষ্কার চ্যানেল
ক্লিক কৰক,ক্লিক
গ্ৰাহক,ক্লায়েন্ট
ক্লাএন্ট চাৰ্ভাৰ,ক্লায়েন্ট সার্ভার
ক্লায়েন্ট ষ্টাব,ক্লায়েন্ট স্টাব
ক্লিপ আৰ্ট,ক্লিপ আর্ট
ক্লিপ আৰ্ট লাইব্ৰেৰী,ক্লিপ আর্ট লাইব্রেরি
ক্লিপ বৰ্ড,ক্লিপ বোর্ড
ক্লিপাৰ,ক্লিপার
ক্লিপাৰ চিপ,ক্লিপার চিপ
ক্লিক,চক্র
ঘড়ী,ঘড়ি
ঘড়ীৰ চক্ৰ,ঘড়ি চক্র
ঘড়ীৰ কম্পাঙ্ক,ঘড়ি ফ্রিকোয়েন্সি
ঘড়ী হাৰ্ডৱেৰ,ঘড়ির হার্ডওয়্যার
ঘড়ীৰ স্পন্দন,ঘড়ির নাড়ি
ঘড়ীৰ গতি,ঘরির গতি
ঘড়ী সমন্বয়,ঘড়ি সিঙ্ক্রোনাইজেশন
ঘড়ীৰ টিক,ঘড়ির টিক টিক
ক্ল&#39;ন,ক্লোন
বন্ধ,বন্ধ
ক্ল&#39;জ চাৰ্কিট টিভি (CCTV),ক্লোজ সার্কিট টিভি (সিসিটিভি)
বন্ধ কৰা,বন্ধ
ক্লাউড কম্পিউটিং,ক্লাউড কম্পিউটিং
গুচ্ছ,ক্লাস্টার
আৱৰণযুক্ত কাৰ্ড,প্রলিপ্ত কার্ড
আৱৰণযুক্ত কাগজ,লেপা কাগজ
সমাক্ষীয়,সমাক্ষীয়
সমাক্ষীয় কেবল,সমাক্ষ তারের
কোডাচাইল,কোডাসাইল
ক&#39;ড,কোড
ক&#39;ড জেনেৰেটৰ,উৎপাদকের কোড
ক&#39;ড পৃষ্ঠা,কোড পৃষ্ঠা
ক&#39;ড শব্দ,কোড শব্দ
ক&#39;ডাৰ,কোডার
ক&#39;ডিং পৰীক্ষা,কোডিং চেক
ক&#39;ডিং ফৰ্ম,কোডিং ফর্ম
ক&#39;ডিং শ্বীট,কোডিং শীট
সহগ,গুণাঙ্ক
সংহতি,সমন্বয়
ঠাণ্ডা বুট,শীতল বুটজুতা
ঠাণ্ডা আৰম্ভণি,ঠান্ডা শুরু
সহযোগিতা,সহযোগিতা
পতন হোৱা,পতন
collate,জমাট বাঁধা
টেপ কোলেট কৰক,কোলেট টেপ
সংঘৰ্ষ,সংঘর্ষ
বৃহদান্ত্ৰ,কোলন
ৰং (ৰং),রঙ রঙ)
ৰঙৰ পৰিপূৰকতা,রঙ স্যাচুরেশন
ৰঙৰ টেবুল,রঙের টেবিল
স্তম্ভ,কলাম
সংমিশ্ৰণ,সংমিশ্রণ
কম্বো বক্স,কম্বো বাক্স
আদেশ,আদেশ
কমাণ্ড বুটাম,আদেশ বোতাম
কমাণ্ড তালিকা,কমান্ড তালিকা
মন্তব্য,মন্তব্য
অংগীকাৰ,অঙ্গীকার
পণ্য,পণ্য
সাধাৰণ ব্যৱসায়মুখী ভাষা (Cobol),কমন বিজনেস ওরিয়েন্টেড ল্যাঙ্গুয়েজ (কোবোল)
সাধাৰণ ভুল,সাধারণ ত্রুটি
সাধাৰণ ভাষা,সাধারণ ভাষা
সাধাৰণ ৰুটিন,সাধারণ রুটিন
যোগাযোগ,যোগাযোগ
যোগাযোগ লাইন,যোগাযোগ লাইন
যোগাযোগ ধৰণ,যোগাযোগ মোড
যোগাযোগ নেটৱৰ্ক,যোগাযোগ নেটওয়ার্ক
যোগাযোগ প্ৰাচল,যোগাযোগ পরামিতি
যোগাযোগ ব্যৱস্থা,যোগাযোগ ব্যবস্থা
সংকোচন,কম্প্যাকশন
কম্পাণ্ডাৰ,সঙ্গী
companding,companding
কোম্পানী নেটৱৰ্ক,কোম্পানি নেটওয়ার্ক
তুলনামূলক পৰীক্ষা,তুলনা পরীক্ষা
সামঞ্জস্যতা,সামঞ্জস্য
উপযুক্ত,উপযুক্ত
সংকলন,সংকলন
কম্পাইল কৰক আৰু যাওক,কম্পাইল এবং যান
কম্পাইলাৰ,কম্পাইলার
কম্পাইলাৰ ভাষা,কম্পাইলার ভাষা
পৰিপূৰক,পরিপূরক
দহজনৰ ওপৰত পৰিপূৰক,পরিপূরক-অন-দশ
পৰিপূৰক,পরিপূরক
সম্পূৰ্ণ কঢ়িয়াই নিয়া,সম্পূর্ণ বহন
জটিল,জটিল
জটিল সংখ্যা,জটিল সংখ্যা
উপাদান,উপাদান
উপাদান বস্তুৰ আৰ্হি (COM),কম্পোনেন্ট অবজেক্ট মডেল (COM)
কম্পোজিট,যৌগিক
সুৰ-ৰচনা,গঠন
গণনামূলক,গণনামূলক
কম্পিউটাৰ,কম্পিউটার
কম্পিউটাৰ কেন্দ্ৰ,কম্পিউটার কেন্দ্র
কম্পিউটাৰ বিশেষজ্ঞ,কম্পিউটার বিশেষজ্ঞ
কম্পিউটাৰ গ্ৰাফিক্স,কম্পিউটার গ্রাফিক্স
কম্পিউটাৰৰ নিৰ্দেশনা,কম্পিউটার নির্দেশনা
