Kannada,Tamil
ಪೂರ್ವಜರು,பரம்பரை
ಪೂರ್ವಜರು,பரம்பரை
ಪೂರ್ವಜರು,பரம்பரை
ಪೂರ್ವಜರು,பரம்பரை
ಪ್ರಾಚೀನ ಆಡಳಿತ,பண்டைய ஆட்சி
ಪ್ರಾಚೀನ,பண்டைய
ಪ್ರಾಚೀನ ಲಾವಣಿ,பழங்கால பாலாட்
ಪ್ರಾಚೀನ ನಂಬಿಕೆ,பண்டைய நம்பிக்கை
ಪ್ರಾಚೀನ ಪದ್ಧತಿ,பண்டைய வழக்கம்
ಪುರಾತನ ಇತಿಹಾಸ,பண்டைய வரலாறு
ಪ್ರಾಚೀನ ಸ್ಮಾರಕಗಳು,பழங்கால நினைவுச்சின்னங்கள்
ಉಪಾಖ್ಯಾನ,சிறுகதை
ಏಂಜೆಲೋಟ್,ஏஞ்சலோட்
ಏಂಜೆಲಸ್,ஏஞ்சலஸ்
ಆಂಜೆವಿನ್ (=ಆಂಜೆವಿನ್),ஆஞ்செவின் (=அஞ்செவின்)
ಕೋನಗಳು,கோணங்கள்
ಆಂಗ್ಲಿಕನ್,ஆங்கிலிகன்
ಆಂಗ್ಲಿಕನ್ ಕಮ್ಯುನಿಯನ್,ஆங்கிலிகன் ஒற்றுமை
ಆಂಗ್ಲಿಕನಿಸಂ,ஆங்கிலிக்கனிசம்
ಆಂಗ್ಲೋ-ಫೋಬ್,ஆங்கிலோ-போப்
ಆಂಗ್ಲೋ-ಫೋಬಿಯಾ,ஆங்கிலோ-ஃபோபியா
ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸನ್,ஆங்கிலோ-சாக்சன்
ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸೋನಿಸಂ,ஆங்கிலோ-சாக்சோனிசம்
ಅನಾಲಿಸ್ಟ್,அன்னாலிஸ்ட்
ಆನಲ್ಸ್,அன்னல்
ಅನುಬಂಧ,இணைப்பு
ಆಂಟೆ-ಬೆಲ್ಲಮ್,ஆன்டி-பெல்லம்
ಹಿಂದಿನ ದಿನಾಂಕ,முன் தேதி
ಪುರೋಹಿತಶಾಹಿ ವಿರೋಧಿ,மதகுருத்துவத்திற்கு எதிரானது
ವಿರೋಧಿ ಪಾದ್ರಿಗಳ ಶಾಸನ,மதகுருவுக்கு எதிரான சட்டம்
ಪ್ರಾಚೀನತೆ,பழமை
ಬಾಡಿಗೆ ವಿರೋಧಿ,எதிர்ப்பு வாடகை
ಬಾಡಿಗೆ ವಿರೋಧಿ,எதிர்ப்பு வாடகை
ಯೆಹೂದ್ಯ ವಿರೋಧಿ,யூத எதிர்ப்பு
ಅಂಜಾಕ್,அன்சாக்
ಅಪೆಲ್ಲಾ,அப்பெல்லா
ಅರಳು,அரலு
ಆರ್ಚ್ ಬಿಷಪ್,பேராயர்
ಆರ್ಚ್ ಡಚಿ,ஆர்ச் டச்சி
ಆರ್ಚ್ ಡ್ಯೂಕ್,ஆர்ச் டியூக்
ಆರ್ಚೀಫ್ (=ಆರ್ಕೈವಲ್ ಸಂಗ್ರಹ),காப்பகம் (=காப்பக சேகரிப்பு)
ಆರ್ಕಿಪಿಸ್ಕೋಪೇಟ್,ஆர்க்கிபிஸ்கோபேட்
ಶ್ರೀಮಂತವರ್ಗ,பிரபுத்துவம்
ಶ್ರೀಮಂತ,பிரபு
ಶ್ರೀಮಂತ ಸ್ನೋಬರಿ,பிரபுத்துவ ஸ்னோபரி
ಅರಿಸ್ಟಾಟಲ್,அரிஸ்டாட்டிலியன்
ನೌಕಾಪಡೆ,அர்மடா
ನೌಕಾಪಡೆ (=ಸ್ಪ್ಯಾನಿಷ್ ಆರ್ಮಡಾ),அர்மடா (=ஸ்பானிய அர்மடா)
ಶಸ್ತ್ರಾಗಾರ (=ಶಸ್ತ್ರಾಗಾರ),கவசக்காரர் (=கவசக்காரர்)
ರಕ್ಷಾಕವಚ (=ರಕ್ಷಾಕವಚ),கவசம் (=கவசம்)
ಶಸ್ತ್ರಾಗಾರ,ஆயுதக்கடைக்காரர்
ಆರ್ಯನ್,ஆர்யன்
ಆರ್ಯನ್,ஆர்யன்
ಅಸ್ಕರಿ,அஸ்காரி
ನಿಯೋಜಿಸಿ,ஒதுக்கு
ಅಸೈಜ್ ಮಾಡಿ,உதவு
ಅಸೈಜ್ ಮಾಡಿ,உதவு
ಅಸೈಜ್ ಮಾಡಿ,உதவு
ಅಸೈಜ್ ಆಫ್ ಆರ್ಮ್ಸ್ ಆಕ್ಟ್,ஆயுதச் சட்டம்
ಅಸೈಜ್ ಆಫ್ ಡರೇನ್ ಪ್ರಸ್ತುತಿ,அசிஸ் ஆஃப் டேரின் பிரசன்ட்மென்ட்
ಮೊರ್ಟ್ &#39;ಡಿ&#39; ಪೂರ್ವಜರ ಅಸೈಜ್,மோர்ட் &#39;டி&#39; மூதாதையரின் அசிஸ்
ಡಿಸೈಸಿನ್ ಕಾದಂಬರಿಯ ಅಸೈಜ್,நாவல் Disseisin Assize
ದೌರ್ಜನ್ಯ,கொடுமை
ದಾಳಿ,தாக்குதல்
ಆಲಿಕ್ ಕೌನ್ಸಿಲ್,ஆலிக் கவுன்சில்
ಗೆಡೆಸ್‌ನ ಕೊಡಲಿ (=ಗೆಡೆಸ್ ಕೊಡಲಿ),கோடரியின் கோடாரி (=கெடெஸ் கோடாரி)
ಆಕ್ಸಿಸ್ (=ದಿ ರೋಮ್-ಬರ್ಲಿನ್-ಟೋಕಿಯೊ ಆಕ್ಸಿಸ್),அச்சு (=ரோம்-பெர்லின்-டோக்கியோ அச்சு)
ಬ್ಯಾಬಿಲೋನ್,பாபிலோன்
ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ (=ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ),பாபிலோனிய சிறைப்பிடிப்பு (=பாபிலோனிய சிறைப்பிடிப்பு)
ಬಚ್ಚನಾಳ ಭಕ್ತ,பச்சனல் பக்தர்
ಬಚ್ಚನಾಲಿಯಾ,பச்சனாலியா
ಪದವಿ,இளங்கலை
ಬಾಗ್ದಾದ್ ಒಪ್ಪಂದ,பாக்தாத் ஒப்பந்தம்
ಬಾಲ್ಕನ್ ಲೀಗ್,பால்கன் லீக்
ಬಾಲ್ಕನ್ ಒಪ್ಪಂದ,பால்கன் ஒப்பந்தம்
ಬಾಲ್ಕನ್ ಯುದ್ಧಗಳು,பால்கன் போர்கள்
ಬಾಲ್ಟಿಕ್ ಒಪ್ಪಂದ,பால்டிக் ஒப்பந்தம்
ಡಕಾಯಿತ,கொள்ளைக்காரன்
ಬ್ಯಾಂಡಂಗ್ ಸಮ್ಮೇಳನ,பாண்டுங் மாநாடு
ಬಹಿಷ್ಕಾರ,நாடுகடத்தல்
ಬ್ಯಾನರ್,பதாகை
ಅನಾಗರಿಕ,காட்டுமிராண்டித்தனம்
ಬಾರ್ಬಿಕನ್,பார்பிகன்
ಬಾರ್ಡೋಲಿ ಸತ್ಯಾಗ್ರಹ,பர்தோலி சத்தியாகிரகம்
ಬಾರ್ನ್ ಬರ್ನರ್ಗಳು,பார்ன் பர்னர்ஸ்
ಬ್ಯಾರನ್,பரோன்
ಬ್ಯಾರನೇಜ್,பாரோனேஜ்
ಬರೋನ್ಸ್ ಮೇಜರ್,பரோன்ஸ் மேஜர்கள்
ಬ್ಯಾರನ್ಸ್ ಕಿರಿಯರು,பரோன்ஸ் மைனர்கள்
ಬ್ಯಾರನೆಸ್,பரோனஸ்
ಬ್ಯಾರೊನೆಟ್,பரோனெட்
ಬ್ಯಾರೊನೆಟೇಜ್,பரோனேடேஜ்
ಬ್ಯಾರೊನೆಟೇಜ್,பரோனேடேஜ்
ಬ್ಯಾರೊನೆಟ್ಸಿ,பேரோனெட்டி
ಬರೋನಿ,பேரோனி
ಬ್ಯಾರಕೂನ್,பாராகூன்
ಬ್ಯಾರಕೂನ್,பாராகூன்
ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್),தடுப்பு (=பேரிகாடோ)
ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್),தடுப்பு (=பேரிகாடோ)
ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್),தடுப்பு (=பேரிகாடோ)
ಮೂಲ ಶಿಬಿರ,அடிப்படை முகாம்
ಬೆಸಿಲಿಕಾ,பேராலயம்
ಬೆಸಿಲಿಕಾ,பேராலயம்
ಬಸ್ತಿಲಾ,பஸ்திலா
ಬಾಸ್ಟಿಲ್,பாஸ்டில்
ಬಾಸ್ಟಿಲ್,பாஸ்டில்
ಬ್ಯಾಟರಿ,மின்கலம்
ಕದನ,போர்
ಬ್ಯಾಟಲ್-ಅರೇ,போர்-வரிசை
ಯುದ್ಧದ ಕೂಗು,யுத்த அழுகுரல்
ಬ್ಯಾಟಲ್ ಡಿನ್,போர் டின்
ಯುದ್ಧಭೂಮಿ,போர்க்களம்
ಯುದ್ಧ ಸ್ತೋತ್ರ,போர் பாடல்
ಸ್ಪರ್ಸ್ ಕದನ,ஸ்பர்ஸ் போர்
ಬ್ಯಾಟಲ್ ಆಫ್ ದಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್,ஸ்டாண்டர்ட் போர்
ಯುದ್ಧನೌಕೆ,போர்க்கப்பல்
ಯುದ್ಧನೌಕೆ-ಬಲ,போர்க்கப்பல்-வலிமை
ಬೇಯಕ್ಸ್ ವಸ್ತ್ರ,பேயுக்ஸ் சீலை
ದಾರಿದೀಪ,கலங்கரை விளக்கம்
ದಾರಿದೀಪ ಗೋಪುರ,கலங்கரை விளக்கம் கோபுரம்
ಬೀವರ್,பீவர்
ಬೀವರ್,பீவர்
ಸಮುದ್ರದ ಭಿಕ್ಷುಕರು,கடலின் பிச்சைக்காரர்கள்
ಬೆಲ್ಲಿಕೋಸ್,பெல்லிகோஸ்
ಬೆಲ್ಲಿಕೋಸ್,பெல்லிகோஸ்
ಬೆಲ್ಲಿಕೋಸ್,பெல்லிகோஸ்
ಬೆಲ್ಲಿಕೋಸಿಟಿ,பெல்கோசிட்டி
ಬೆಲೋನಾ,பெல்லோனா
ಪ್ರಯೋಜನ,நன்மை
ಧರ್ಮಗುರುಗಳ ಲಾಭ,குருமார்களின் பலன்
ಬೆನೆಲಕ್ಸ್,பெனலக்ஸ்
ಬರ್ಲಿನ್ ತೀರ್ಪು,பெர்லின் ஆணை
ಬರ್ಸರ್ಕರ್,பெர்சர்கர்
ಬೆಸೆಂಟ್ (=ಬೆಜಾಂಟ್),பெசன்ட் (=பெசண்ட்)
ಬೆತೆಲ್,பெத்தேல்
ಗ್ರಂಥಪಾಲಕ,நூலாசிரியர்
ಗ್ರಂಥಾರಾಧನೆ,புத்தக வழிபாடு
ದೊಡ್ಡ ಬರ್ತಾ,பெரிய பெர்தா
ಮತಾಂಧ,மதவெறி
ಬಿಲ್ಲೆಟಿಂಗ್,பில்லெட்டிங்
ಅಟೈಂಡರ್ ಬಿಲ್,பில்
ಹಕ್ಕುಗಳ ಮಸೂದೆ,உரிமைகள் மசோதா
ಜೀವನಚರಿತ್ರೆಕಾರ,வாழ்க்கை வரலாற்றாசிரியர்
ಜನ್ಮ ಕಥೆಗಳು,பிறப்பு கதைகள்
ತಾತ್ಕಾಲಿಕ,Bivouac
ತಾತ್ಕಾಲಿಕ,Bivouac
ತಾತ್ಕಾಲಿಕ,Bivouac
ಬಿಜೋನಿಯಾ,பிசோனியா
ಕಪ್ಪು ಪಕ್ಷಿಗಳು,கருப்பு பறவைகள்
ಕಪ್ಪು ಬಾವುಟ,கருப்பு கொடி
ಕಪ್ಪು ರಂಧ್ರ,கருந்துளை
ಕಪ್ಪು ರಂಧ್ರ,கருந்துளை
ಕಪ್ಪು ಕಾಲು (=ಹುರುಪು),கருப்பு கால் (=சிரங்கு)
ಕಪ್ಪು ಶರ್ಟ್,கருப்பு சட்டை
ಬ್ಲೇಝೋನ್,பிளேசன்
ಬ್ಲೇಝೋನ್,பிளேசன்
ಪ್ರಜ್ವಲಿಸುವಿಕೆ,பிரகாசம்
ಪ್ರಜ್ವಲಿಸುವಿಕೆ,பிரகாசம்
ಮಿಂಚುದಾಳಿ,பிளிட்ஸ்கிரீக்
ರಕ್ತರಹಿತ ಕ್ರಾಂತಿ (=ಗ್ಲೋರಿಯಸ್ ರೆವಲ್ಯೂಷನ್),இரத்தமில்லாத புரட்சி (=புகழ்பெற்ற புரட்சி)
ಬ್ಲಡ್ವೈಟ್,இரத்தம் கொண்டவர்
ಬ್ಲಡಿ ಮೇರಿ,ப்ளடி மேரி
ನೀಲಿ,நீலம்
ನೀಲಿ ರಕ್ತ,நீல இரத்தம்
ನೀಲಿ ಪುಸ್ತಕ,நீல புத்தகம்
ನೀಲಿ ರಿಬ್ಬನ್,நீல தலைப்பட்டை
ನೀಲಿ ರಿಬ್ಬನ್,நீல தலைப்பட்டை
ಬ್ಲೂಸ್ (=ರಾಯಲ್ ಹಾರ್ಸ್ ಗಾರ್ಡ್ಸ್),ப்ளூஸ் (=ராயல் குதிரை காவலர்கள்)
ನೀಲಿ ಅಂಗಿ,நீல நிற சட்டை
ಬ್ಲೂ ವಾಟರ್ ಸ್ಕೂಲ್,நீல நீர் பள்ளி
ನಿಯಂತ್ರಣ ಮಂಡಳಿ,கட்டுப்பாட்டு வாரியம்
ದೇಹದ ರಕ್ಷಾಕವಚ,உடல் கவசம்
ಬೋಯರ್,போயர்
ಲೂಟಿ,கொள்ளை
ಬರೋ,பெருநகரம்
ಬೌಲ್ಯೂಟೇರಿಯನ್,பவுல்யூடெரியன்
ಬೌರ್ಬನ್,போர்பன்
ಬಾಕ್ಸರ್ ದಂಗೆ,குத்துச்சண்டை வீரர் கிளர்ச்சி
ಬ್ರೇಸ್,பிரேஸ்
ಬ್ರಾಸಾರ್ಡ್,பிராசர்ட்
ಬ್ರಾಸಾರ್ಡ್,பிராசர்ட்
ಬ್ರೆಡ್ ವಸಾಹತುಗಳು,ரொட்டி காலனிகள்
ಸ್ತನ ಫಲಕ,மார்பக தட்டு
ಸ್ತನ ಕೆಲಸ,மார்பக வேலை
ಬ್ರೆಟ್ವಾಲ್ಡಾ,ப்ரெட்வால்டா
ಬ್ರಿಗಾಂಡ್,பிரிகாண்ட்
ಬ್ರಿಗಂಡೇಜ್,பிரிகாண்டேஜ்
ಬ್ರಿಟಿಷ್ ಕಾಮನ್‌ವೆಲ್ತ್ ರಾಷ್ಟ್ರಗಳು,பிரிட்டிஷ் காமன்வெல்த் நாடுகள்
ಬ್ರೌನ್ ಶರ್ಟ್ಸ್ (=ನಾಜಿಗಳು),பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்)
ಬ್ರಸೆಲ್ಸ್ ಒಪ್ಪಂದ (ಒಪ್ಪಂದ) ಸಂಸ್ಥೆ (=ಪಶ್ಚಿಮ ಯುರೋಪಿಯನ್ ಒಕ್ಕೂಟ),பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்)
ಬಫ್,பஃப்
ಬಫ್,பஃப்
ಬಫ್-ಕೋಟ್,பஃப்-கோட்
ಬಫ್ಸ್,பஃப்ஸ்
ಬುಲೆ (=ಕೌನ್ಸಿಲ್),புலே (=சபை)
ಬರ್ಗೇಜ್,பர்கேஜ்
ಬರ್ಗೆಸ್,பர்கெஸ்
ಬೈಜಾಂಟೈನ್,பைசண்டைன்
ಬೈಜಾಂಟೈನ್ ಚರ್ಚ್,பைசண்டைன் தேவாலயம்
ಬೈಜಾಂಟೈನ್ ಸಾಮ್ರಾಜ್ಯ,பைசண்டைன் பேரரசு
ಬೈಜಾಂಟೈನ್ ಯುಗ,பைசண்டைன் சகாப்தம்
ಬೈಜಾಂಟೈನ್ ಇತಿಹಾಸಕಾರರು,பைசண்டைன் வரலாற்றாசிரியர்கள்
ಕ್ಯಾಬಲ್,கபால்
ಸೀಸರಿಸಂ,சீசரிசம்
ಖಲೀಫ್,கலீஃபா
ಕ್ಯಾಲಿಗ್ರಾಫರ್,எழுத்தாளன்
ಕ್ಯಾಲಿಗ್ರಾಫಿಸ್ಟ್,கையெழுத்து எழுதுபவர்
ಕ್ಯಾಲಿಗ್ರಫಿ,எழுத்துக்கலை
ಕ್ಯಾಲ್ಟ್ರೋಪ್,கால்ட்ராப்
ಸೌಹಾರ್ದತೆ,தோழமை
ಕ್ಯಾಮರಿಲ್ಲಾ,கேமரிலா
ಕ್ಯಾಮರಿಲ್ಲಾ,கேமரிலா
ಕ್ಯಾಮೆಲಾಕಮ್,கேமலாகம்
ಮರೆಮಾಚುವಿಕೆ,உருமறைப்பு
ಪ್ರಚಾರ,பிரச்சாரம்
ಶಿಬಿರದ ಅನುಯಾಯಿ,முகாம் பின்பற்றுபவர்
ಕ್ಯಾಂಪೋ ಸ್ಯಾಂಟೋ,காம்போ சாண்டோ
ಕ್ಯಾಂಪಸ್ ಮಾರ್ಟಿಯಸ್,மார்டியஸ் வளாகம்
ಕ್ಯಾನೆಫೊರಾ,கேனபோரா
ಕ್ಯಾಂಗ್ಯೂ,கங்கு
ಕ್ಯಾನನೇಡ್,பீரங்கி
ಕ್ಯಾನನ್ ಮೇವು,பீரங்கி தீவனம்
ಕ್ಯಾನನ್,நியதி
ಕ್ಯಾನನ್ ಕಾನೂನು,நியதி சட்டம்
ಕ್ಯಾನೋಪಸ್ ತೀರ್ಪು,கனோபஸ் ஆணை
ಕ್ಯಾಂಟಿಂಗ್ ಶಸ್ತ್ರಾಸ್ತ್ರ,ஆயுதங்களை ஏந்துதல்
ಬಂಧಿತ,கைதி
ಕ್ಯಾಪ್ಟರ್,பிடிப்பவன்
ಕಾರ್ಡಿನಲ್,கார்டினல்
ಕಾರ್ಲ್,கார்ல்
ಕ್ಯಾರೊಲಿಂಗಿಯನ್ ರಾಜವಂಶ,கரோலிங்கியன் வம்சம்
ಕಾರ್ತೂಸಿಯನ್ ಪಂಥ,கார்த்தூசியன் பிரிவு
ಕಾರ್ಟೊಸಾ,கார்டோசா
ಕ್ಯಾಸ್ಟೇಲಿಯನ್,காஸ்ட்லியன்
ಕ್ಯಾಸ್ಟೆಲಿಯನ್,காஸ்ட்லியன்
ಜಾತಿ ಪದ್ಧತಿ,சாதி அமைப்பு
ಕೋಟೆ,கோட்டை
ಕೋಟೆ,கோட்டை
ಕೋಟೆಯ ಪಟ್ಟಣ,கோட்டை நகரம்
ಕ್ಯಾಸ್ಟ್ರಾ,காஸ்ட்ரா
ಕ್ಯಾಸ್ಟ್ರಾ,காஸ்ட்ரா
ಕ್ಯಾಥೆಡ್ರಾ,கதீட்ரா
ಕ್ಯಾಥೆಡ್ರಲ್,கதீட்ரல்
ಕ್ಯಾಟೊ ಸ್ಟ್ರೀಟ್ ಪಿತೂರಿ,கேட்டோ ஸ்ட்ரீட் சதி
ಕೌಡಿಲ್ಲೊ,காடிலோ
ಕ್ಯಾವಲಿಯರ್,காவலர்
ಕ್ಯಾವಲಿಯರ್,காவலர்
ಕ್ಯಾವಲಿಯರ್ ಸಂಸತ್ತು,கவாலியர் பாராளுமன்றம்
ಅದುಲ್ಲಮ್ ಗುಹೆ,அதுலாம் குகை
ಗುಹೆ ಚಿತ್ರಕಲೆ,குகை ஓவியம்
ಗುಹೆ ಚಿತ್ರಕಲೆ,குகை ஓவியம்
ಸೆಂಟಮ್ವಿರ್,சென்டம்விர்
ಸೆಂಚುರಿಯನ್,செஞ்சுரியன்
ಶತಮಾನ,நூற்றாண்டு
ಚೈನ್ ರಕ್ಷಾಕವಚ (=ಚೈನ್ ಮೇಲ್),சங்கிலி கவசம் (=செயின் மெயில்)
ಚಾಂಟ್ರಿ,சாந்த்ரி
ಚಾಂಟ್ರಿ,சாந்த்ரி
ಅಧ್ಯಾಯ ಪುಸ್ತಕ,அத்தியாய புத்தகம்
ಧರ್ಮಗುರು,சாப்ளின்
ಅಧ್ಯಾಯ,அத்தியாயம்
ಅಪಘಾತಗಳ ಅಧ್ಯಾಯ,விபத்துகளின் அத்தியாயம்
ಶುಲ್ಕ,கட்டணம்
ಚಾರ್ಜ್ ಡಿ&#39;ಅಫೇರ್ಸ್,பொறுப்பாளர்கள்
ಚಾರ್ಜ್ ವಿಭಜನೆ,கட்டணம் பிரித்தல்
ಚಾರ್ಜರ್,சார்ஜர்
ರಥ,தேர்
ಸಾರಥಿ,தேரோட்டி
ಸಾರಥಿ,தேரோட்டி
ಸಾರಥಿ,தேரோட்டி
ಚಾರಿಟಿ ಅಡಿಗೆ,தொண்டு சமையலறை
ಚಾರ್ಟರ್,சாசனம்
ಚಾರ್ಟಿಸ್ಟ್ ಮೂವ್‌ಮೆಂಟ್ (=ಚಾರ್ಟಿಸಂ),சார்டிஸ்ட் இயக்கம் (=சார்டிசம்)
ಚಾರ್ಟೋಫಿಲೇಸಿಯಮ್,சார்ட்டோபிலாசியம்
ಚಟೌ,அரட்டை
ಚೆಕ್ ಪೋಸ್ಟ್,செக் போஸ்ட்
ರಾಸಾಯನಿಕ ಯುದ್ಧ,இரசாயனப் போர்
ಚೆಸ್ಟರ್,செஸ்டர்
ಮುಖ್ಯಸ್ಥ,முதல்வர்
ಮುಖ್ಯಸ್ಥ,தலைவன்
ಮುಖ್ಯಸ್ಥ,தலைவன்
ಮುಖ್ಯಸ್ಥ,தலைவன்
ಚಿಫೋನ್,சிஃப்பான்
ಅಶ್ವದಳ,வீரம்
ಆಯ್ಕೆಮಾಡಿದ ಜನರು,தேர்ந்தெடுக்கப்பட்ட மக்கள்
ಕ್ರಿಸ್ಮೋಗ್ರಾಫಿಯನ್,கிறிஸ்மோகிராஃபியன்
ಕ್ರೈಸ್ತಪ್ರಪಂಚ,கிறிஸ்தவமண்டலம்
ಕ್ರಿಶ್ಚಿಯನ್ ಯುಗ,கிறிஸ்தவ சகாப்தம்
ಕ್ರಿಶ್ಚಿಯನ್ ಸಮಾಜವಾದ,கிறிஸ்தவ சோசலிசம்
ಕ್ರಾನಿಕಲ್,நாளாகமம்
ಕ್ರಾನಿಕಲ್,க்ரோனிக்லர்
ಕ್ರೈಸ್ ಚೆರ್ಸೋನೀಸ್,கிரைஸ் செர்சோனீஸ்
ಸಿಮೆಲಿಯಮ್,சிமிலியம்
ಸಿಂಕ್ವೆಸೆಂಟೊ ಶೈಲಿ,Cinquecento உடை
ಪ್ರದಕ್ಷಿಣೆ,சுற்றறிக்கை
ಸಿಸ್ಟರ್ಸಿಯನ್ ಸನ್ಯಾಸಿ,சிஸ்டர்சியன் துறவி
ಸಿಟಾಡೆಲ್,கோட்டை
ಉಲ್ಲೇಖ,மேற்கோள்
ಉಲ್ಲೇಖ,மேற்கோள்
ನಾಗರಿಕ ಅಸಹಕಾರ,கீழ்ப்படியாமை
ಅಂತರ್ಯುದ್ಧ,உள்நாட்டுப் போர்
ಸಿವಿಸ್ ರೋಮನಸ್,சிவிஸ் ரோமானஸ்
ಶಾಸ್ತ್ರೀಯ ವಯಸ್ಸು,கிளாசிக்கல் வயது
ಕ್ಲೆಫ್ಟ್ (=ಕ್ಲೆಫ್ಟ್),கிளெஃப்ட் (=கிளெஃப்ட்)
ಕ್ಲೆರಿಕಲಿಸಂ,மதகுருத்துவம்
ಕ್ಲರುಚ್,மதகுரு
