Kannada,Odiya
1.ಹೆಚ್ಚುವರಿ 2.ಪರಿಕರ 3.ಪರಿಕರ,1. ଅତିରିକ୍ତ 2.accessory 3.accessory
ರೂಪಾಂತರ,ଆଡାପ୍ଟେସନ୍
ಶೇಖರಣೆ,ଜମା
1.ವಾಕ್ಯುರಸಿ 2. ನಿಖರತೆ,1. ସଠିକତା 2. ସଠିକତା |
1. ಅಸೆರ್ವುಲಸ್ 2. ಸ್ಪೊರೊಫೈಟ್,1. ଆକର୍ଭୁଲସ୍ 2. ସ୍ପୋରୋଫାଇଟ୍ |
1. ಅಸಿಟೈಸೇಶನ್ 2. ವಿನೆಗರ್ ತಯಾರಿಸುವುದು 3. ಅಸಿಟಿಲಿನ್,1. ଏସିଟାଇଜେସନ୍ 2. ଭିନେଗାର ତିଆରି କରିବା 3. ଆସେଟିଲିନ୍ |
1. ಆಮ್ಲೀಕರಣ 2. ಆಮ್ಲೀಕರಣ,1. ଅମ୍ଳକରଣ 2. ଅମ୍ଳକରଣ |
1. ಆಸಿಡೋಮೀಟರ್ 2. ಆಸಿಡಿಮೀಟರ್,1. ଏସିଡୋମିଟର 2. ଏସିଡିମିଟର |
ಆಮ್ಲೀಯತೆ,ଅମ୍ଳତା |
ಅಸಿಡೋಫೈಲ್,ଏସିଡୋଫାଇଲ୍ |
ಆಮ್ಲೀಕೃತ ರಾಕ್ ಫಾಸ್ಫೇಟ್,ଅମ୍ଳଯୁକ୍ତ ପଥର ଫସଫେଟ୍ |
ಆಮ್ಲೀಕೃತ,ଅମ୍ଳଯୁକ୍ତ |
ಜಲಚರ,ଜଳଜଳ
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವಿಕೆ,ଅଧିଗ୍ରହଣ
ಎಕರೆ,ଏକର
1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ,1. କ୍ଷେତ୍ର 2. କ୍ଷେତ୍ର
ಎಂಡ್ ಪಾಯಿಂಟ್ ಕ್ರೋಮೋಸೋಮ್,ଶେଷ ପଏଣ୍ଟ କ୍ରୋମୋଜୋମ୍ |
ಮುಂದೆ ನೋಡುವ,ଆଗକୁ ଦେଖିବା
ಅಕ್ರೋಸೋಮ್,ଆକ୍ରୋସୋମ୍ |
ಆಕ್ಟಿನೊಮೈಸೆಟ್ಸ್,ଆକ୍ଟିନୋମାଇସେଟ୍ସ |
ಸಕ್ರಿಯ ಕೋರ್,ସକ୍ରିୟ କୋର୍ |
1. ಉಗ್ರ 2. ತೀವ್ರ,1. କ୍ରୋଧିତ 2. ତୀବ୍ର
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,ଅନୁକୂଳତା
ಗ್ರಾಹಕೀಕರಣ,କଷ୍ଟମାଇଜେସନ୍
1. ಅಂಟಿಕೊಳ್ಳುವಿಕೆ 2. ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,1. ଆଡେସିନ୍ 2. ଆଡେସିନ୍ |
ಮೇದಸ್ಸಿನ,sebaceous
ಹೊಂದಾಣಿಕೆ ಸಮೀಕರಣ,ଆଡଜଷ୍ଟେସନ୍ ସମୀକରଣ
ಅಡೋಬ್ ಮಣ್ಣು,ଆଡୋବ ମାଟି |
ಕಲಬೆರಕೆ,ବ୍ୟଭିଚାର
ಅಪಸ್ಥಾನೀಯ,ଏକ୍ଟୋପିକ୍
ಇಸಿಡಿಯೋಸ್ಪೋರ್ ಐಸಿಡಿಯಮ್ ಸ್ಪೋರ್,Isidiospore Isidium Spore |
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಪ್ರಕ್ರಿಯೆ,ଏରୋଡାଇନାମିକ୍ ପ୍ରକ୍ରିୟା |
ಕುಹರದ,ଭେଣ୍ଟ୍ରାଲ୍ |
ಗಾಳಿ ಹಾಕಲು,ବିମାନକୁ
1. ಗಾಳಿ 2. ಆಕಾಶಿ,1. ବାୟୁ 2. ଆକାଶୀ |
1. ಏರೋಮೀಟರ್ 2. ಏರೋಮೀಟರ್ 3. ಏರೋಮೀಟರ್,1. ଏରୋମିଟର 2. ଏରୋମିଟର 3. ଏରୋମିଟର |
ಏರೋಸಾಲ್,ଏରୋସୋଲ୍ |
1. ಹೂಗೊಂಚಲು 2. ಬೇಸಿಗೆ ಸುಪ್ತ,1. ପୁଷ୍ପମାଲ୍ୟ 2. ଗ୍ରୀଷ୍ମ ଶୋଇବା |
ರೋಗದ ವಿಜ್ಞಾನ,ରୋଗ ବିଜ୍ଞାନ
ಅರಣ್ಯೀಕರಣ,ବୃକ୍ଷରୋପଣ
1. ತಳಮಳ 2. ಪ್ರಕ್ಷುಬ್ಧತೆ,1. ଉତ୍ତେଜନା 2. ଅଶାନ୍ତିରତା |
ಅಗ್ಮಾರ್ಕ್,ଆଗମାର୍କ |
1. ಭೂಮಿಗೆ ಸಂಬಂಧಿಸಿದ 2. ಕೃಷಿ,1. ଜମି ସମ୍ବନ୍ଧୀୟ 2. କୃଷି
ಕೃಷಿ ಕ್ಲಿನಿಕ್,କୃଷି ଚିକିତ୍ସାଳୟ
1. ಕೃಷಿ ಕಾರ್ಮಿಕ 2. ಕೃಷಿ ಕಾರ್ಮಿಕ,1. କୃଷି ଶ୍ରମ 2. କୃଷି ଶ୍ରମ |
ಕೃಷಿ ಮಾರುಕಟ್ಟೆ,କୃଷି ମାର୍କେଟିଂ |
ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ,କୃଷି ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
1. ಕೃಷಿ 2. ಕೃಷಿ 3. ಕೃಷಿ ವಿಜ್ಞಾನ,1. କୃଷି 2. ଚାଷ 3. କୃଷି ବିଜ୍ଞାନ |
ಕೃಷಿ ಅರಣ್ಯ,କୃଷି ଜଙ୍ଗଲ
ಕೃಷಿ ಜೀವವೈವಿಧ್ಯ,କୃଷି ଜ odi ବ ବିବିଧତା |
ಕೃಷಿ ಸಾವಯವ ದೋಷಗಳು,କୃଷି ଜ organic ବିକ ତ୍ରୁଟି |
ಕೃಷಿ ಜೀವಶಾಸ್ತ್ರ,କୃଷି ଜୀବ ବିଜ୍ଞାନ |
ಕೃಷಿ-ಹವಾಮಾನ ವೈವಿಧ್ಯ,କୃଷି-ଜଳବାୟୁ ବିବିଧତା |
ಕೃಷಿ ಹವಾಮಾನ ವಲಯದ ಸೃಷ್ಟಿ,agroclimatic ଜୋନ୍ ସୃଷ୍ଟି |
ಕೃಷಿ ಅರಣ್ಯ,କୃଷି ଜଙ୍ଗଲ
ಕೃಷಿಶಾಸ್ತ್ರ,କୃଷି
ಕೃಷಿಶಾಸ್ತ್ರ,ଆଗ୍ରୋନୋମିକ୍
ಕೃಷಿ ಪಶುಪಾಲಕ,କୃଷି ପାଳକ
ಬೆಳೆ ಸಂಸ್ಕರಣೆ,ଫସଲ ପ୍ରକ୍ରିୟାକରଣ |
ಹುಲ್ಲು ವಿಜ್ಞಾನ,ଘାସ ବିଜ୍ଞାନ |
ಬೆಳೆ ಪ್ರಕಾರ,ଫସଲ ପ୍ରକାର |
ಎಪಿಫೈಟ್,ଏପିଫାଇଟ୍ |
ಐಕಿಯೋಚಿ ಮಣ್ಣು,aikiochi ମାଟି |
ಬಣ್ಣಗುರುಡು,ରଙ୍ଗ ଅନ୍ଧତା |
ಅಲ್ಫಿಸೋಲ್,ଆଲଫିସୋଲ୍ |
ಪಾಚಿ,ଶାଗ
ಪಾಚಿ ರೋಗ,ଆଲଗା ରୋଗ
ಕ್ಷಾರ ನೀರು,କ୍ଷାର ଜଳ |
ಕ್ಷಾರೀಯ,କ୍ଷାର
ಪರ್ಯಾಯ,ବିକଳ୍ପ
ಅಲ್ಲೆಲೋ ರಸಾಯನಶಾಸ್ತ್ರ,ଆଲେଲୋ କେମେଷ୍ଟ୍ରି |
ಆಲೀಲ್,ଆଲେଲେ
ಅಲೆಲೋಪತಿ,ଆଲେଲୋପାଥି
ವೇಥಿ ಬೆಳೆ,ଭେଟି ଫସଲ |
ಪೂರ್ಣಗೊಳ್ಳುವಿಕೆ,ସମାପ୍ତି
ಫಲೀಕರಣ,ଫର୍ଟିଲାଇଜେସନ୍
1. ಸಾಪೇಕ್ಷತೆ 2. ಅಲೋಮೆಟ್ರಿ,1. ଆପେକ୍ଷିକତା 2. ଆଲୋମେଟ୍ରି |
ಮಲ್ಟಿಪ್ಲಾಯ್ಡ್,ମଲ୍ଟିପ୍ଲୋଡି
1. ಪ್ಯಾರಾಜಿಗೋಸಿಟಿ,1. ପାରାଜାଇଗୋସିଟି |
1. ಪರ್ಯಾಯ ವರ್ಷದ ಕಾರ್ಯ 2. ಪರ್ಯಾಯ ಕಾರ್ಯ,1. ବ Year କଳ୍ପିକ ବର୍ଷ କାର୍ଯ୍ୟ 2. ବିକଳ୍ପ କାର୍ଯ୍ୟ |
ಪರ್ಯಾಯ ಭೂಮಿ ಬಳಕೆ,ବିକଳ୍ପ ଜମି ବ୍ୟବହାର |
ಪರಿಸರ,ପରିବେଶ
ಸುಧಾರಕ,ସଂସ୍କାରକ
ಮಿಟೋಸಿಸ್,ମାଇଟୋସିସ୍
ಅಮೀನನ್,ଆମେନାନ୍
ಅಮೋನಿಯನ್,ଆମୋନିଅନ୍ |
ಆಮ್ನಿಫೆರಸ್,amniferous
1. ನಿಷ್ಪರಿಣಾಮಕಾರಿ ರೂಪ 2. ಅರೂಪಿ,1. ପ୍ରଭାବହୀନ ଫର୍ମ 2. ଅରୁପି |
ಉಭಯಚರ ಮಿಶ್ರಣ,ଆମ୍ଫିବିଆନ୍ ମିଶ୍ରଣ |
ಆಂಫೋಟರಿಕ್,ଆମ୍ଫୋଟେରିକ୍ |
ಸಂಗ್ರಹಣೆ,ଷ୍ଟକପିଲିଂ |
1. ಆಮ್ಲಜನಕರಹಿತ 2. ಆಮ್ಲಜನಕರಹಿತ ಜೀವಿಗಳು,1. ଆନାଏରୋବିକ୍ 2. ଆନାଏରୋବିକ ଜୀବ |
ಹ್ಯಾಪ್ಲಾಯ್ಡ್,ହାପ୍ଲଏଡ୍ |
ಕೋನೀಯ ನೆಟ್ಟ,କୋଣାର୍କ ବୃକ୍ଷ ରୋପଣ |
ಪಶುಸಂಗೋಪನೆ,ପଶୁପାଳନ
ಪ್ರಾಣಿಗಳ ಮಲವಿಸರ್ಜನೆ,ପଶୁ ନିର୍ଗମନ
ಜೀವನ ಶಕ್ತಿ,ଜୀବନ୍ତ ଶକ୍ତି
ಅಸಂಗತ,ଅସନ୍ତୁଷ୍ଟ |
ಒಂದು ವರ್ಷದ ಸಸ್ಯ,ଏକ ବର୍ଷ ପୁରୁଣା ଉଦ୍ଭିଦ |
ವಾರ್ಷಿಕ,ବାର୍ଷିକ
1. ಭಾವಪರವಶತೆ 2. ಪ್ರಕಾಶ,1. ଉତ୍କଣ୍ଠା 2. ପ୍ରଭାବ
ಆಂಥ್ರಾಕ್ಸ್,ଆନ୍ଥ୍ରାକ୍ସ
ಮಾನವಜನ್ಯ ಅಂಶಗಳು,ଆନ୍ଥ୍ରୋପୋଜେନିକ୍ କାରକଗୁଡିକ |
ಬದುಕುಳಿಯುವಿಕೆ,ବଞ୍ଚିବା
1. ಪ್ರತಿಜೀವಕ 2. ಪ್ರತಿಜೀವಕ,1. ଆଣ୍ଟିବାୟୋଟିକ୍ 2 ଆଣ୍ଟିବାୟୋଟିକ୍ |
ಹಿಮ್ಮೆಟ್ಟಿಸುವ,ଘୃଣ୍ୟ
ಉತ್ಕರ್ಷಣ ನಿರೋಧಕ,ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |
ಆಂಟಿಟಾಕ್ಸಿನ್,ଆଣ୍ଟିଟୋକ୍ସିନ୍ |
ಉಂಗುರದ ಬೆರಳು,ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |
1. ಗಿಡಹೇನು 2. ಮಾಹು 3. ಚೇಪಾ,1. ଆପିଡ୍ 2. ମାହୁ 3. ଚେପା |
ಮೇಲಿನ ಮೊಗ್ಗು,ଉପର ଗୁଣ୍ଡ |
ಗರಿಷ್ಠ ಪರಿಣಾಮಕಾರಿತ್ವ,ଶିଖର ପ୍ରଭାବ
ಜೇನುಸಾಕಣೆ,ମହୁମାଛି ପାଳନ
ಅಲೈಂಗಿಕತೆ,ସମଲିଙ୍ଗୀତା
ಅಪೊಪ್ಟೋಸಿಸ್,ଆପୋପ୍ଟୋସିସ୍ |
ಅನುಬಂಧಗಳು,ଅନୁକ୍ରମଣିକା
ಜೀರ್ಣಕಾರಕವಾಗಿ,ଭୋକ
ಅನ್ವಯಿಸಲಾಗಿದೆ,ପ୍ରୟୋଗ ହୋଇଛି |
ಜಲವಾಸಿ ಕಳೆ,ଜଳୀୟ ତୃଣ
1. ಮರ 2. ಮರದ ನಿವಾಸಿ,1. ବୃକ୍ଷ 2. ବୃକ୍ଷ ନିବାସୀ |
ಕವಲೊಡೆಯುತ್ತಿದೆ,ଶାଖା
ಪ್ರೊಟೊಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು,ପ୍ରୋଟୋବୋଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |
ವಲಯ ಸಂಖ್ಯೆ,ଜୋନ୍ ସଂଖ୍ୟା
1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ,1. କ୍ଷେତ୍ର 2. କ୍ଷେତ୍ର
ಒಣ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,ଶୁଖିଲା ଇକୋସିଷ୍ଟମ୍ |
ಕೋಟಿಲ್ಡನ್,କୋଟିଲଡନ୍ |
ಸೌರಭ್,ସ aur ରଭ |
ಆರೊಮ್ಯಾಟಿಕ್ ಸಸ್ಯ,ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |
ಪರಿಮಳಯುಕ್ತ ಅಕ್ಕಿ,ସୁଗନ୍ଧିତ ଚାଉଳ |
ಇಕ್ಷು ಪುಷ್ಪನ್,ଇକଶୁ ପୁଷ୍ପନ୍ |
ಅಸೆಪ್ಟಿಕ್,ଆସେପ୍ଟିକ୍ |
1. ಅಸೆಪ್ಟಿಕ್ 2. ಅಸೆಪ್ಟಿಕ್,1. ଆସେପ୍ଟିକ୍ 2. ଆସେପ୍ଟିକ୍ |
ಅಲೈಂಗಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ,ସମଲିଙ୍ଗୀ ପ୍ରଜନନ |
ಗಾತ್ರ,ଆକାର
ಆಸ್ತಿ,ସମ୍ପତ୍ତି
1. ಸಮೀಕರಣ 2. ಸಮೀಕರಣ,1. ଆସ୍ମିଲେସନ୍ 2. ଆସ୍ମିଲେସନ୍ |
1. ಸಂಘ 2. ಸಂಘ,1. ଆସୋସିଏସନ 2. ଆସୋସିଏସନ
1. ಕಾಲಮ್ 2. ಸಂಕೋಚನ,1. ସ୍ତମ୍ଭ 2. ଜ୍ୟୋତିଷ
ಹೆಟೆರೋಜೈಗೋಸಿಟಿ,ହେଟେରୋଜାଇଗୋସିଟି |
1. ಪೂರ್ವಜ 2. ಅಟಾವಿಸಂ,1. ପିତୃପୁରୁଷ 2. ଆଟାଭିଜିମ୍ |
ಕಣ,କଣିକା
1. ದೃಢೀಕರಣ 2. ದುರ್ಬಲತೆ,1. ଅନିଶ୍ଚିତତା 2. ଦୁର୍ବଳତା |
ಸ್ವಯಂ ಜೋಡಣೆ,ଆତ୍ମ ଯୋଡି |
ಆಟೋಲಿಸಿಸ್,ଅଟୋଲାଇସିସ୍
1. ಸ್ವಾಭಾವಿಕ ಆಕ್ಸಿಡೀಕರಣ 2. ಸ್ವಾಭಾವಿಕ ಉತ್ಕರ್ಷಣ,1. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ 2. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ |
ಸ್ವಯಂ ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್,ସ୍ୱୟଂ ମଲ୍ଟିପ୍ଲେକ୍ସଡ୍ |
ಆಕ್ಸಿನ್,ଆକ୍ସିନ୍
1. ಷೂಕ್ 2. ಟೋಡ್,1. ହଲାନ୍ତୁ 2. ଟୋଡ୍ |
ದಂಡದ ವೈರಸ್,ଦଣ୍ଡବିଧାନ ଜୀବାଣୁ |
1. ಬ್ಯಾಸಿಲಸ್ 2. ಬ್ಯಾಸಿಲಸ್,1. ବାକିଲସ୍ 2. ବାକିଲସ୍ |
1. ಬ್ಯಾಕ್ಟೀರಿಯಾ 2. ಬ್ಯಾಕ್ಟೀರಿಯಾ,1. ଜୀବାଣୁ 2. ଜୀବାଣୁ
ಬ್ಯಾಕ್ಟೀರಿಯಾದ ವಿಷ,ଜୀବାଣୁ ବିଷାକ୍ତ
ಬಗಸೆ,ବାଗାସେ |
ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,ତୂଳନା ପତ୍ର
ಸಮತೋಲಿತ ರಸಗೊಬ್ಬರ ಬಳಕೆ,ସନ୍ତୁଳିତ ସାର ବ୍ୟବହାର |
ಬಾರ್ ಗ್ರಾಫ್,ବାର୍ ଗ୍ରାଫ୍ |
ತೊಗಟೆ,ଭୁକିବା |
1. ವಾಯುಭಾರ ಮಾಪಕ 2. ವಾಯುಭಾರ ಮಾಪಕ,1. ବାରୋମିଟର 2. ବାରୋମିଟର |
1. ಬಜರ್ 2. ಜಡ 3. ಬಂಜರು,1. ବଜର୍ 2. ଅଦୃଶ୍ୟ 3. ବନ୍ଧ୍ୟା |
1. ಬೇಸ್ 2. ಬೇಸ್ 3. ಕುಪಾಂಗ್,1. ଆଧାର 2. ଆଧାର 3. କପଙ୍ଗ |
1. ತಾಲಾ 2. ಜಲಾನಯನ ಪ್ರದೇಶ,1. ତାଲା 2. ବେସିନ |
ತಲಾಬಿಸಾರಿ,ତଲାବିସାରି |
1. ಬೇಸಿಸ್ಟರ್ನಮ್ 2. ರೂಟ್ ಹೋಲ್ಡರ್,1. ବେସ୍ଟର୍ନମ୍ 2. ମୂଳ ଧାରକ |
ಗಲ್ಫ್ ಮಾನ್ಸೂನ್,ଗଲ୍ଫ ମ so ସୁମୀ |
ಹಣ್ಣಿನ ಗಿಡ,ଫଳ ଉଦ୍ଭିଦ |
ಹಾಸಿಗೆ,ଶଯ୍ୟା
ಹಾಸಿಗೆ ಸಸ್ಯ,ଶଯ୍ୟା ଉଦ୍ଭିଦ |
ಹಾಸಿಗೆ,ଶଯ୍ୟା
ಬೀಟ್ ಮೊಲಾಸಸ್,ବିଲା ଗୁଣ୍ଡ |
ಬೆಲ್ಲೋಸ್,ଘଣ୍ଟି
1. ಪಟ್ಟಿ 2. ಭೂಪ್ರದೇಶ,1. ଷ୍ଟ୍ରିପ୍ 2. ଭୂମି
ಲಾಭ-ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
ಮಹತ್ವಾಕಾಂಕ್ಷಿ (ಮಾದರಿ),ଆଶାକର୍ମୀ (ନମୁନା)
ದ್ವೈವಾರ್ಷಿಕ ಸಸ್ಯಗಳು,ଦ୍ୱି ବର୍ଷୀୟ ଉଦ୍ଭିଦ |
ದ್ವಿಪದ,ଦ୍ୱିପାକ୍ଷିକ |
ಜೈವಿಕ ಅಂಶ,ବାୟୋଫାକ୍ଟର |
ಜೈವಿಕ ಹವಾಮಾನ,ଜ bi ବିକ ଜଳବାୟୁ |
ಜೈವಿಕ ಶಕ್ತಿ,ଜ o ବ ଶକ୍ତି |
ಪ್ರಾಣಿಗಳ ಪರಿಸರ ವಿಜ್ಞಾನ,ଜୀବଜନ୍ତୁ ପରିବେଶ |
1. ಬಯೋ-ಪ್ರೊಸೆಸರ್ 2. ಬಯೋ-ರಿಯಾಕ್ಟರ್,1. ବାୟୋ-ପ୍ରୋସେସର୍ 2. ବାୟୋ-ରିଆକ୍ଟର |
ಜೀವಗೋಳ,ଜ bi ବ ଜୀବ |
ಜೈವಿಕ,ବାୟୋଟିକ୍ |
ಪ್ರಾಣಿಸಂಕುಲ,ପ୍ରାଣୀ
ದಿವಿಲಿಂಗಿ,ଡିଭିଲିଙ୍ଗୀ |
ಧವಳನ್,ଧାୱାଲାନ୍ |
1. ಪ್ರಧ್ವಸನ್ (ರೋಗ) 2. ಗಸ್ಟ್ ರೋಗ,1. ପ୍ରଭାସନ୍ (ରୋଗ) 2. ଗୁଣ୍ଡ ରୋଗ |
ಮಿಶ್ರಣ,ମିଶ୍ରଣ
1. ಅಂಗಮಾರಿ (ರೋಗ) 2. ರೋಗ (ರೋಗ),1. ଅଙ୍ଗମାରି (ରୋଗ) 2. ବ୍ଲାଇଟ୍ (ରୋଗ)
1. ಬ್ಲಿಸ್ಟರ್ 2. ಬ್ಲಿಸ್ಟರ್ 3. ಎರಪ್ಶನ್ 4. ಬ್ಲಿಸ್ಟರ್,1. ଫୁଲା 2. ଫୁଲା 3. ଉଦ୍ଗୀରଣ 4. ଫୁଲା |
ನೀಲಿ ಕ್ರಾಂತಿ,ନୀଳ ବିପ୍ଳବ |
ಪ್ಲಾನರ್ ಹೀಟಿಂಗ್ ಚೇಂಬರ್,ପ୍ଲାନାର୍ ହିଟିଂ ଚାମ୍ବର |
ಪ್ಲ್ಯಾನರ್ ತಾಪನ ತಂತ್ರಜ್ಞಾನ,ପ୍ଲାନାର୍ ଗରମ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
ಹೊಟ್ಟು,କଞ୍ଚା |
ಕವಲೊಡೆಯುತ್ತಿದೆ,ଶାଖା
1. ರೆಂಬೆ 2. ಉಪಶಾಖೆ,1. ଟ୍ୱିଗ୍ 2. ସବବ୍ରାଞ୍ଚ |
ತಳಿ,ପ୍ରଜାତି
ಸಂತಾನೋತ್ಪತ್ತಿ,ପ୍ରଜନନ
ಆರಂಭಿಕ ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ ಚಿಕಿತ್ಸೆ,ଶୀଘ୍ର ଅଙ୍କୁର ଚିକିତ୍ସା |
1. ಮರಿ 2. ಮೊಟ್ಟೆ 3. ಭ್ರೂಣ,1. ଘନ 2. ଅଣ୍ଡା 3. ଭ୍ରୁଣ |
ಮೊಳಕೆಯೊಡೆಯುತ್ತಿದೆ,ଅଙ୍କୁରିତ |
ಬಜೆಟ್,ବଜେଟ୍
1.ಆಂಫೋಟೆರಿಕ್ 2. ಬಫರ್,1. ଆମ୍ଫୋଟେରିକ୍ 2. ବଫର୍ |
ಸಿಹಿ ಆಲೂಗಡ್ಡೆ,ମିଠା ଆଳୁ
ಬಂಟ್ (ರೋಗ),ବଣ୍ଟ (ରୋଗ)
1. ಉಪ ಉತ್ಪನ್ನ 2. ಉಪ ಉತ್ಪನ್ನ,1. ଉପ-ଉତ୍ପାଦ 2. ଉପ-ଉତ୍ପାଦ |
c ತೇವಾಂಶದ ನಿರ್ದಿಷ್ಟ ಕರ್ವ್,c ଆର୍ଦ୍ରତା ନିର୍ଦ୍ଦିଷ୍ଟ ବକ୍ର
ಎಣ್ಣೆ ಕೇಕ್,ତେଲ କେକ୍ |
1. ಸುಣ್ಣ 2. ಕ್ಯಾಲ್ಸಿಯಂ,1. ଚୂନ 2. କ୍ୟାଲସିୟମ୍ |
ಕ್ಯಾಲ್ಸಿಯಾನ್,କାଲସିଅନ୍ |
ಫಾಸ್ಫೇಟ್ ತೆಗೆಯುವಿಕೆ,ଫସଫେଟ୍ ଅପସାରଣ |
1. ಕಿನಾಟಾ 2. ಕ್ಯಾಲಟಾ,1. କିନାଟା 2. କାଲାଟା |
1.ಕ್ಯಾಲಸ್ 2. ಕಿರಣ,1. କଲସ୍ 2. କିରଣ
1. ಸೀಪಲ್ಸ್ 2. ಕ್ಯಾಲಿಕ್ಸ್,1. କବରଗୁଡିକ 2. କାଲିକ୍ସ |
ಹೊರಗಿನ ಅಂತ್ಯ,ବାହ୍ୟ ଶେଷ
ಈಧಾ,ଏଡା
ಕ್ಯಾನ್ಸರ್ (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),କର୍କଟ (ଜୀବାଣୁ)
ಕ್ಯಾನಿಂಗ್,କ୍ୟାନିଂ |
ಆಕಾಶ,ଆକାଶ
ಹಣಕಾಸು,ଅର୍ଥ
ಪರಾಗಸ್ಪರ್ಶ (ಅಂಜೂರದ ಹಣ್ಣುಗಳು),ପ୍ରଦୂଷଣ (ଡିମ୍ବିରି)
1. ಕ್ಯಾಪ್ಸುಲ್ 2. ಕ್ಯಾಪ್ಸುಲ್ 3. ಕ್ಯಾಪ್ಸುಲ್,1. କ୍ୟାପସୁଲ୍ 2. କ୍ୟାପସୁଲ୍ 3. କ୍ୟାପସୁଲ୍ |
ಕಾರ್ಬೊನೈಸ್ಡ್,ଅଙ୍ଗାରକାମ୍ଳ |
ಕಾರ್ಬೊನಾನ್,ଅଙ୍ଗାରକାମ୍ଳ |
ಕ್ಯಾರಪೇಸ್,କାରାପେସ୍ |
ಕಂಕಣ,ବ୍ରେସଲେଟ୍
1. ಎರಕ (ಕಬ್ಬಿಣ) 2. ಕ್ಷಿತಿ (ಕೀಟ),1. କାଷ୍ଟିଂ (ଲୁହା) 2. କିସିପି (କୀଟ)
ಕ್ಯಾಟಬಾಲಿಸಮ್,କାଟାବୋଲିଜିମ୍ |
ಪ್ರೇರಣೆ,ପ୍ରେରଣା
1. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್ 2. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್,1. କୀଟପିଲା 2. କୀଟପିଲା |
