Assamese,Malayalam
"বায়ুমণ্ডল, গেছ&#39;স্ফিয়াৰ","അന്തരീക്ഷം, വാതകമണ്ഡലം"
ফোকাচ চিষ্টেম,ഫോക്കസ് സിസ്റ്റം
বেক ইগনিচন,തിരികെ ജ്വലനം
বেক লাইট,ബാക്ക് ലൈറ്റ്
জোকাৰণি,ഞെട്ടൽ
"বয়স, বয়স, বয়স, যুগ (ed.), সময়ক প্ৰভাৱিত কৰা (ver.), সময়, সময়ৰ দ্বাৰা প্ৰভাৱিত হোৱা","പ്രായം, പ്രായം, പ്രായം, യുഗം (എഡി.), സമയത്തെ ബാധിക്കാൻ (ver.), സമയം, സമയം ബാധിക്കുക"
সময় প্ৰভাৱিত,സമയം ബാധിച്ചു
"বয়স বৃদ্ধি, বয়স বৃদ্ধি","വാർദ്ധക്യം, വാർദ്ധക്യം"
সময়ৰ প্ৰভাৱ,സമയ പ്രഭാവം
সময় প্ৰভাৱ পৰীক্ষা,സമയ ഫല പരിശോധന
মাধ্যাকৰ্ষণহীন,ഗുരുത്വാകർഷണമില്ലാത്ത
মিলন,അനുരഞ്ജനം
"বায়ুমণ্ডলীয় ৰাডাৰ, আকাশী ৰাডাৰ","വായുവിലൂടെയുള്ള റഡാർ, ഏരിയൽ റഡാർ"
"আকাশী লক্ষ্য, আকাশী লক্ষ্য","ആകാശ ലക്ഷ്യം, ആകാശ ലക്ഷ്യം"
বায়ু শ্বাসযন্ত্ৰ,എയർ റെസ്പിറേറ്റർ
এয়াৰ কণ্ডিচনাৰ,എയർ കണ്ടീഷനിംഗ്
এয়াৰক্ৰু ট্ৰেন্সফৰ্মাৰ,എയർക്രൂ ട്രാൻസ്ഫോർമർ
বিমান,വിമാനം
প্ৰান্তিককৰণ,വിന്യാസം
প্ৰান্তিককৰণৰ ভুল,വിന്യാസ പിശക്
লাইভ চাৰ্কিট,ലൈവ് സർക്യൂട്ട്
সম্পূৰ্ণ কাঁচৰ নলী,മുഴുവൻ ഗ്ലാസ് ട്യൂബ്
গোটেই ধাতুৰ নলী,മുഴുവൻ മെറ്റൽ ട്യൂബ്
ঠিক কৰা,പരിഹരിക്കാൻ
"মিশ্ৰতু (সম্পা.), মিশ্ৰত্বন (ক্ৰ.)","മിസ്രതു (എഡി.), മിശ്രത്വാൻ (സി.ആർ.)"
মিশ্ৰত্ৱন,മിശ്രത്വൻ
সৰ্বব্যাপী মাধ্যম,സർവ്വവ്യാപിയായ മാധ്യമം
omni এন্টেনা,ഓമ്‌നി ആന്റിന
আলমানাক,പഞ്ചഭൂതം
আলফা,ആൽഫ
আলফা-কাৰ্য্যকলাপ,ആൽഫ പ്രവർത്തനം
আলফানিউমেৰিক,ആൽഫാന്യൂമെറിക്
আলফা ৰশ্মি,ആൽഫാ റേ
সলা,മാറ്റുക
"বিকল্প, বিকল্প","ഒന്നിടവിട്ട്, ഒന്നിടവിട്ട്"
অলটাৰেটৰ,ആൾട്ടർനേറ്റർ
উচ্চতামাপক,ആൾട്ടിമീറ്റർ
উচ্চতামাপক,ആൾട്ടിമീറ്റർ
উচ্চতা মাপকাঠী,ആൾട്ടിമെട്രി
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা","ഉയരം, ഉയരം, ഉയരം, ഉയരം"
গাণিতিক যুক্তি একক (ALU),അരിത്മെറ്റിക് റീസണിംഗ് യൂണിറ്റ് (ALU)
amaget নিয়ম,ഒരു ഭരണം
পৰিৱেশ,പരിസ്ഥിതി
amicron,അമ്ക്രോൺ
এমিটাৰ,അമ്മീറ്റർ
এম্পিয়াৰ,ആമ്പിയർ
এম্পিয়াৰ-আইন,ആമ്പിയർ നിയമം
উভচৰ আয়ন,ഉഭയജീവി അയോൺ
এম্প্লিফিকেশন,ആംപ്ലിഫിക്കേഷൻ
এম্প্লিফায়াৰ,ആംപ്ലിഫയർ
"কোণ, মাত্ৰা","ആംഗിൾ, അളവ്"
ক. এম ইউ. (পাৰমাণৱিক ভৰ একক),എ. എം.യു. (ആറ്റോമിക് മാസ് യൂണിറ്റ്)
উপযুক্ত,അനുയോജ്യം
উপমা,സാമ്യം
বিশ্লেষক,അനലിസ്റ്റ്
বিশ্লেষণ,വിശകലനം
বিশ্লেষণাত্মক,വിശകലനാത്മകമായ
নন-পইন্ট,നോൺ-പോയിന്റ്
অস্বাভাৱিক,അസാധാരണമായ
আৰু দুৱাৰ,വാതിലും
অ-ধ্বনিযুক্ত,നോൺ-അക്കോസ്റ്റിക്
বিষম স্থিতিস্থাপকতা,അസാധാരണമായ ഇലാസ്തികത
জলহীন,ജലരഹിതമായ
কোণ,കോൺ
angstrom একক,angstrom യൂണിറ്റ്
কৌণিক,കോണിക
প্ৰট্ৰেক্টৰ vernier,പ്രൊട്രാക്ടർ വെർനിയർ
বিতৰ্কহীন,തർക്കരഹിതമായ
অসন্মানজনক,ബഹുമാനമില്ലാത്ത
ৰঙীন চুম্বকীয়কৰণ,അക്രോമാറ്റിക് കാന്തികവൽക്കരണം
শিথিলতা,മന്ദത
এনিয়ন,അയോൺ
অসমতাপূৰ্ণ,അസമമായ
সমতলীয়,ഐസോട്രോപിക്
সমচক্ৰীয়তা,ഐസോട്രോപിസം
মচি পেলোৱা,ഇല്ലാതാക്കൽ
ষড়যন্ত্ৰকাৰী,ഗൂഢാലോചനക്കാർ
এনোড,ആനോഡ്
এনোডাইজেচন,ആനോഡൈസേഷൻ
অসামঞ্জস্যপূৰ্ণ,പൊരുത്തമില്ലാത്ത
অপটিকেল চিষ্টেম,ഒപ്റ്റിക്കൽ സിസ്റ്റം
এন্টেনা,ആന്റിന
এন্টিবেৰিয়ান,ആന്റിബെറിയോൺ
এন্টি-বণ্ডিং বৈশিষ্ট্য,ബോണ്ടിംഗ് വിരുദ്ധ സ്വത്ത്
কাউণ্টাৰ বণ্ড,കൌണ്ടർ ബോണ്ട്
ৰিভাৰ্ছ পাৱাৰ,റിവേഴ്സ് പവർ
ডাইমেগনেটিক,ഡയമാഗ്നറ്റിക്
ডাইমেগনেটিক পদাৰ্থ,ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ
এন্টি-ইনফ্লেমেটৰী,വിരുദ്ധ ബാഹ്യാവിഷ്ക്കാരമാണ്
এন্টিগ্ৰেভিটি,ആന്റിഗ്രാവിറ്റി
এন্টিলামডা কণা,ആന്റിലാംഡ കണിക
এলিলেপ্টন,അല്ലെലെപ്റ്റൺ
ডাইমেগনেটিক,ഡയമാഗ്നറ്റിക്
এন্টিমেটাৰ,പ്രതിദ്രവ്യം
এন্টি মিছাইল,വിരുദ്ധ മിസൈൽ
এন্টিনিউট্ৰন,ആന്റിന്യൂട്രോൺ
স্পন্দনশীল,സ്പന്ദിക്കുന്ന
এন্টিনিউক্লিয়ন,ആന്റി ന്യൂക്ലിയോൺ
এন্টিপাৰটিকেল,ആന്റിപാർട്ടിക്കിൾ
এন্টিপ্ৰ&#39;টন,ആന്റിപ്രോട്ടോൺ
এন্টিৰিফ্লেক্টিভ,ആന്റി റിഫ്ലെക്റ്റീവ്
এন্টিসিমেট্ৰিক,ആന്റിസിമെട്രിക്
non recurring,ആവർത്തിക്കാത്ത
এনাক্ৰ&#39;নিজম,അനാക്രോണിസം
ছিদ্ৰযুক্ত স্কেনিং ডিস্ক,സുഷിരങ്ങളുള്ള സ്കാനിംഗ് ഡിസ്ക്
দ্বাৰক,ദ്വാരക്
"ওপৰ, ওপৰ, সন্মুখ","മുകളിൽ, മുകളിൽ, മുൻഭാഗം"
"সূৰ্য্য উচ্চ, উচ্চ সূৰ্য্য","സൂര്യൻ ഉയർന്ന, സൂര്യൻ ഉയർന്ന, അപ്സർ"
উদাসীন জৰী,ഉദാസീനമായ ലേസ്
অকৰুণ,ദയനീയമല്ലാത്ത
অ-অক্ষমতা,വൈകല്യമില്ലാത്തത്
অতি ৰংহীন,വളരെ അക്രോമാറ്റിക്
"ভূমি-উচ্চ, apogee","ഭൂമി-ഉയരം, അപ്പോജി"
"অমেৰু, বৃত্তাকাৰ","ധ്രുവീയമല്ലാത്ത, വൃത്താകൃതിയിലുള്ള"
পেৰাপোলাৰিটি,പരധ്രുവത്വം
সঁজুলি,ഉപകരണം
"ভাৰ্চুৱেল, দৃশ্যমান","വെർച്വൽ, വിഷ്വൽ"
দৃশ্যমান সূৰ্য্য,ദൃശ്യ സൂര്യൻ
দৃশ্যমান সময়,ദൃശ്യ സമയം
উদীয়মান ৰূপ,ഉയർന്നുവരുന്ന രൂപം
দৰ্খাস্ত,അപേക്ഷ
প্ৰযোজ্যতা,പ്രയോഗക്ഷമത
প্ৰয়োগ কৰা হৈছে,അപേക്ഷിച്ചു
পৰ্যবেক্ষণযোগ্য,നിരീക്ഷിക്കാവുന്നതാണ്
পদ্ধতি,സമീപനം
"ওচৰত, প্ৰায়","അടുത്ത്, ഏകദേശം"
আনুমানিককৰণ,ഏകദേശ കണക്ക്
বাষ্পৰ চাপ,നീരാവി മർദ്ദം
স্বেচ্ছামূলক,സ്വമേധയാ
"চাপ চুলা, চাপ চুলা","ആർക്ക് ചൂള, ആർക്ക് ചൂള"
আৰ্কিমিডিছৰ নিয়ম,ആർക്കിമിഡീസിന്റെ നിയമം
স্থাপত্যৰ ধ্বনিবিজ্ঞান,വാസ്തുവിദ്യാ ശബ്ദശാസ്ത്രം
চাপ লেম্প,ആർക്ക് ലാമ്പ്
চাপ-বৰ্ণালী,ആർക്ക്-സ്പെക്ട്രം
"এলেকা, এলেকা","പ്രദേശം, പ്രദേശം"
"আঞ্চলিক, আঞ্চলিক","പ്രാദേശിക, പ്രാദേശിക"
"বাহু, বাহু, শাখা","ഭുജം, ഭുജം, ശാഖ"
অপেশাদার,അമച്വർ
"এৰে, এৰে","അറേ, അറേ"
ৰিচিভাৰ,റിസീവർ
উচ্চাৰণৰ স্পষ্টতা,ഉച്ചാരണ വ്യക്തത
কৃত্ৰিম,സിന്തറ്റിക്
কৃত্ৰিম ৰূপান্তৰ,കൃത്രിമ പരിവർത്തനം
আৰোহী,ആരോഹണം
আৰোহণ,കയറ്റം
বগাই যোৱা,കയറുന്നു
আগোলি,അഗോലി
একত্ৰীকৰণ,സമാഹരണം
set of,കൂട്ടം
"একত্ৰিত কৰা, একত্ৰিত কৰা","അസംബ്ലിംഗ്, അസംബ്ലിംഗ്"
"একত্ৰিত কৰা, একত্ৰিত কৰা, একত্ৰিত কৰা","അസംബ്ലിംഗ്, അസംബ്ലിംഗ്, അസംബ്ലിംഗ്"
নিখুঁত অনুমান,കൃത്യമായ കണക്കുകൂട്ടൽ
নিৰ্দিষ্ট (কোৱাণ্টাম সংখ্যাৰ) ধাৰ্য্যকৰণসমূহ,വ്യക്തമാക്കിയ (ക്വാണ്ടം സംഖ്യകളുടെ) സവിശേഷതകൾ
"সম্পৰ্কীয়, সংযুক্ত, সংযুক্ত","ബന്ധപ്പെട്ട, സഹകാരി, സംയോജിത"
স্বৰধ্বনি,സ്വരാക്ഷര ശബ്ദം
স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ,ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ
এষ্টেনিক,ആസ്തെനിക്
"বিৰতি, দৃষ্টিশক্তি","വിട്ടുനിൽക്കൽ, astigmatism"
মহাকাশ ভ্ৰমণ ইলেক্ট্ৰনিকছ,ബഹിരാകാശ യാത്ര ഇലക്ട്രോണിക്സ്
জ্যোতিৰ্পদাৰ্থ বিজ্ঞান,ജ്യോതിശാസ്ത്രം
মহাকাশচাৰী,ബഹിരാകാശ സഞ്ചാരി
জ্যোতিৰ্বিজ্ঞানী,ജ്യോതിശാസ്ത്രജ്ഞൻ
আকাশী,സ്വർഗ്ഗീയ
জ্যোতিৰ্বিজ্ঞান,ജ്യോതിശാസ്ത്രം
জ্যোতিৰ্পদাৰ্থ বিজ্ঞান,ജ്യോതിശാസ്ത്രം
অসমতাপূৰ্ণ,അസമമായ
এছিম্পটটিক,അസിംപ്റ്റോട്ടിക്
গুৰুতৰ কৰি তোলা,വഷളാക്കുന്നു
এচিনক্ৰ&#39;নাছ,അസമന്വിത
"বায়ুমণ্ডল, বায়ুমণ্ডল","അന്തരീക്ഷം, അന്തരീക്ഷം"
বায়ুমণ্ডলীয়,അന്തരീക്ഷം
বতাহৰ অস্থিৰতা,കാറ്റ് പ്രക്ഷുബ്ധത
পাৰমাণৱিক,ആണവ
পাৰমাণৱিক,ആറ്റോമിക
পাৰমাণৱিকতা,ആറ്റോമിസിറ്റി
পাৰমাণৱিক ভৰ,ആണവ പിണ്ഡം
পাৰমাণৱিক সংখ্যা,ആറ്റോമിക നമ്പർ
"নিউক্লিয়াৰ ৰিয়েক্টৰ, নিউক্লিয়াৰ পাইল","ന്യൂക്ലിയർ റിയാക്ടർ, ന്യൂക്ലിയർ പൈൽ"
পাৰমাণৱিক,ആറ്റോമിക
কণা,കണം
কণা,കണം
"attenuation, ক্ষীণকৰণ",ശോഷണം
"attenuating, ক্ষীণ কৰা","ശോഷണം, ശോഷണം"
আকৰ্ষণ,ചാം
আকৰ্ষণৰ বল,ആകർഷണ ശക്തി
শ্ৰৱণ ক্ষমতা,ശ്രവണക്ഷമത
অডিঅ&#39; ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ,ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ
শ্ৰৱণযোগ্য,കേൾക്കാവുന്ന
অডিঅ&#39; জেনেৰেটৰ,ഓഡിയോ ജനറേറ്റർ
শ্ৰৱণ ক্ষমতা গ্ৰাফ,ഓഡിബിലിറ്റി ഗ്രാഫ്
শ্ৰৱণ বিজ্ঞান,കേൾവി ശാസ്ത്രം
অডিঅ&#39;মিটাৰ,ഓഡിയോമീറ്റർ
শ্ৰৱণযোগ্য কম্পাঙ্ক দোলক,കേൾക്കാവുന്ന ഫ്രീക്വൻസി ഓസിലേറ്റർ
শব্দ সংকেত,ശബ്ദ സിഗ്നൽ
দৃশ্য-শ্ৰাব্য,ദൃശ്യ-ശ്രാവ്യ
"অডিটৰিয়াম, অডিটৰিয়াম","ഓഡിറ്റോറിയം, ഓഡിറ്റോറിയം"
OZ প্ৰভাৱ,OZ പ്രഭാവം
প্ৰচাৰ,പ്രമോഷൻ
এনহান্সাৰ,എൻഹാൻസർ
মেৰু শিখা,ധ്രുവജ്വാല
দক্ষিণ মেৰু শিখা,ദക്ഷിണ ധ്രുവജ്വാല
উত্তৰ মেৰু শিখা,ഉത്തരധ്രുവ ജ്വാല
স্বয়ংক্ৰিয় সতৰ্কবাণী,യാന്ത്രിക മുന്നറിയിപ്പ്
অটো সমান্তৰালকাৰী,ഓട്ടോ പാരലലൈസർ
"স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়","ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്"
"স্বয়ংক্ৰিয়কৰণ, স্বয়ংক্ৰিয়কৰণ","ഓട്ടോമേഷൻ, ഓട്ടോമേഷൻ"
"সহায়ক, সমবায়, অতিৰিক্ত","സഹായി, സഹകരണം, അധിക"
"অৱদাভা, হিমস্খলন","അവദവ, അവലാഞ്ചി"
"mean, mean","അർത്ഥം, അർത്ഥം"
পৰিৱৰণ,പരിവാരൻ
অক্ষীয়,അച്ചുതണ്ട്
অক্ষ,അച്ചുതണ്ട്
এজিমুথ,അസിമുത്ത്
এজিমুথ,അസിമുത്ത്
পিছলৈ,തിരികെ
"পটভূমি, পটভূমি","പശ്ചാത്തലം, പശ്ചാത്തലം"
"পিছপৰা, পিছপৰা","പിന്നോട്ട്, പിന്നോട്ട്"
ঘুৰা,ടേൺ എറൗണ്ട്
বেক ভল্টেজ পালছাৰ,ബാക്ക് വോൾട്ടേജ് പൾസർ
সম্পৰ্কৰ পিছৰ,പോസ്റ്റ്-റിലേഷൻഷിപ്പ്
ৰিইম্বৰ্চেমেণ্ট,തിരിച്ചടവ്
এন্টি ভল্টেজ,ആന്റി വോൾട്ടേജ്
পশ্চাৎ বিক্ষিপ্ততা,പിൻഭാഗം ചിതറിക്കൽ
অন্তৰ্স্থলীৰ তৰংগ,ഇന്റർസ്റ്റീഷ്യൽ വേവ്
ইনচুলেটৰ,ഇൻസുലേറ്റർ
পেৰাচুট জাম্প,പാരച്യൂട്ട് ജമ്പ്
উত্তাপন কৰা,ചൂടാക്കൽ
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য","ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്"
বেলেন্সাৰ,ബാലൻസർ
ভাৰসাম্যতা বজাই ৰখা,ബാലൻസ്
গ্ল&#39;বুল,ഗോളാകൃതി
"বেলিষ্টিক, বেলিষ্টিক","ബാലിസ്റ്റിക്, ബാലിസ്റ്റിക്"
"প্ৰজেকচন গেলভেন’মিটাৰ, প্ৰজেকচন গেলভেন’মিটাৰ","പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ, പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ"
মিছাইল,മിസൈൽ
"বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ","ബാലിസ്റ്റിക്സ്, ആയുധം"
প্ৰক্ষেপণ,പ്രൊജക്ഷൻ
মুক্ত ট্ৰেজেক্টৰী,സ്വതന്ത്ര പാത
"বেলুন, বেলুন","ബലൂൺ, ബലൂൺ"
বালমাৰ বিচ্ছিন্নতা,ബാൽമർ നിർത്തലാക്കൽ
"বেণ্ড, বেণ্ড, বেণ্ড","ബാൻഡ്, ബാൻഡ്, ബാൻഡ്"
ফুটা,സ്ഫോടനം
"array, beam, তীৰ, পাৰ, উপকূল","അറേ, ബീം, തീരം, ബാങ്ക്, തീരം"
"স্তম্ভ, বাৰ, কব, ব্লক, বাৰ, ৰড, বাৰ, ৮.বেৰ, ৯. ৰেখা, ১০. প্ৰান্ত, ১ ব্লক, ১, বাৰ, ১, ৰেখা, ১, পৰীক্ষা ৰেখা","കോളം, ബാർ, കോബ്, ബ്ലോക്ക്, ബാർ, വടി, ബാർ, 8. മതിൽ, 9. ലൈൻ, 10. എഡ്ജ്, 1 ബ്ലോക്ക്, 1, ബാർ, 1, ലൈൻ, 1, ടെസ്റ്റ് ലൈൻ"
bardeen নীতি,ബാർഡീൻ തത്വം
barkhausen প্ৰভাৱ,ബാർഖൗസെൻ പ്രഭാവം
barlow চক্ৰ,ബാർലോ സൈക്കിൾ
বাৰ চুম্বক,ബാർ കാന്തം
ভঁৰাল,കളപ്പുര
বায়ুৰ চাপৰ গ্ৰাফ,വായു മർദ്ദം ഗ്രാഫ്
"বেৰ&#39;গ্ৰাফ, বেৰ&#39;গ্ৰাফ","ബാരോഗ്രാഫ്, ബാരോഗ്രാഫ്"
বেৰ&#39;মিটাৰ,ബാരോമീറ്റർ
বায়ুমণ্ডলীয় চাপ,അന്തരീക്ഷമർദ്ദം
"ব্ৰহ্মাণ্ড, বেৰ&#39;স্ফিয়াৰ","കോസ്മോസ്, ബാരോമോസ്ഫിയർ"
পেণ্ডুলাম,പെൻഡുലം പെൻഡുലം
"বাধা, পাৰমাণৱিক বাধা, পাৰমাণৱিক বাধা","തടസ്സം, ആണവ, ആണവ തടസ്സം"
বাধাৰ স্তৰ,തടസ്സം നില
barion,ബാരിയോൺ
গুৰুমণ্ডল,ഗുരുമണ്ഡലം
বেচ বেণ্ড,അടിസ്ഥാന ബാൻഡ്
"মৌলিক, মৌলিক, ক্ষাৰকীয়","അടിസ്ഥാന, അടിസ്ഥാന, ക്ഷാര"
ভেঁটি,അടിസ്ഥാനം
"গণনা, দল গঠন","എണ്ണൽ, ടീം രൂപീകരണം"
"cistern, cistern, হিটাৰ, গৰম কৰা পাত্ৰ, গা ধোৱা","ജലസംഭരണി, ജലസംഭരണി, ഹീറ്റർ, ചൂടാക്കൽ പാത്രം, കുളി"
বেটাৰি,ബാറ്ററി
"এৰে খণ্ড, কক্ষ, উপসাগৰ","അറേ സെഗ്മെന്റ്, ചേമ്പർ, ബേ"
প্ৰদৰ্শন,പ്രദർശനം
কিবান,കിബാൻ
"মণিকা, বিড","മാണിക, ബീഡ്"
"ৰশ্মি, ৰশ্মি, ৰশ্মি, ট্রাম্প","ബീം, ബീം, ബീം, ട്രംപ്"
"ডিকমন, ডিকন","ഡിക്മാൻ, ഡിക്കൺ"
"ডোলে, ভিস্পেণ্ড","ഡോൾ, വിസ്പൻഡ്"
becquerel প্ৰভাৱ,ബെക്വറൽ പ്രഭാവം
ঘণ্টা জাৰ,മണി ഭരണി
bellows,തുരുത്തി
ঘণ্টা ঘড়ী,മണി ക്ലോക്ക്
"বেদিকা, বেঞ্চ","വേദിക, ബെഞ്ച്"
"মোড, বাংক (সম্পা.), বেণ্ড (v.)","മോഡ്, ബങ്ക് (എഡി.), ബെൻഡ് (വി.)"
বাংকন,ബാങ്കൻ
"bent, বেঁকা","വളഞ്ഞു, വളഞ്ഞു"
বাৰ্নৌলি-সমীকৰণ,ബെർണൂലി-സമവാക്യം
ভিত্তি-ফলন,അടിസ്ഥാന-പ്രവർത്തനം
শ্ৰেষ্ঠ আঠাযুক্ততা,മികച്ച അഡീഷൻ
বিটা (খ),ബീറ്റ (ബി)
betatron,ബീറ്റാട്രോൺ
bethe মডেল,bethe മോഡൽ
বিভাট্ৰন,bivatron
BH বক্ৰ,BH കർവ്
দ্বিকোণীয়া,ദ്വികോണാകൃതിയിലുള്ള
"bias, পক্ষপাতিত্ব","പക്ഷപാതം, പക്ഷപാതം"
দ্বি-অক্ষীয়,ദ്വി-അക്ഷാംശം
বাইক্ৰ&#39;মেট কোষ,ബിക്രോമേറ്റ് സെൽ
অভ্যাৱতল,അഭ്യവതാൽ
ডাবল এন্টেনা,ഇരട്ട ആന്റിന
