Malayalam,English
പെട്ടെന്നുള്ള വേഗത,Accelerated motion
പെട്ടെന്നുള്ള ശരീരം,Accelerated system
ആക്സിലറേറ്റർ തൂക്കം,Accelerating balance
ആക്സിലറേറ്റർ ഇലക്ട്രോഡ്*,Accelerating electrode
ആക്സിലറേറ്റർ സമയം*,Accelerating period
ആക്സിലറേറ്റർ ഘട്ടം,Accelerating phase
ആക്സിലറേറ്റർ നിരക്ക്,Accelerating rate
ആക്സിലറേറ്റർ വോൾട്ടേജ്*,Accelerating voltage
ത്വരണം,Acceleration
ത്വരിതപ്പെടുത്തിയ ജ്വലനം,Acceleration blowout=rich extinction=flame out
ആക്സിലറേഷൻ കോഫിഫിഷ്യന്റ്,Acceleration coefficient
ത്വരണം ഘടകം,Acceleration component
ഗുരുത്വാകർഷണം മൂലം ത്വരണം,Acceleration due to gravity
ത്വരണം ഘടകം,Acceleration factor
ത്വരിതപ്പെടുത്തിയ ചാർജ്,Acceleration feedback
ഗുരുത്വാകർഷണ ത്വരണം,Acceleration of gravity
ത്വരണം സാധ്യത,Acceleration potential
ത്വരിതപ്പെടുത്തൽ നിയമം,Acceleration principle
ത്വരിതപ്പെടുത്തൽ പ്രക്രിയ,Acceleration process
ആക്സിലറേഷൻ സോൺ,Acceleration space
ത്വരിതപ്പെടുത്തൽ രീതി,Acceleration technique
"ആക്സിലറേഷൻ ടോളറൻസ്, ആക്സിലറേഷൻ ടോളറൻസ്",Acceleration tolerance
ആക്സിലറേഷൻ വെക്റ്റർ,Acceleration vector
ത്വരണം-വോൾട്ടേജ്,Acceleration voltage
ത്വരണം തരംഗം,Acceleration wave
ആക്സിലറേറ്റർ,Accelerative
"ത്വരിതപ്പെടുത്തുക, ആക്സിലറേറ്റർ*",Accelerator
ആക്സിലറേറ്റർ സമവാക്യം,Accelerator equation
ആക്സിലറേറ്റർ*,Accelerograph
ആക്സിലറോമീറ്റർ,Accelerometer
ആക്സിലറോമീറ്റർ പൊരുത്തപ്പെടുത്തൽ,Accelerometer matching
പ്രിസ്ട്രെസർ,Accentuator
സാധുവായ പ്രതീകങ്ങൾ,Acceptable character
സ്വീകാര്യത കോൺ,Acceptance angle
സ്വീകാര്യത സ്പെസിഫിക്കേഷൻ,Acceptance specifications
സ്വീകാര്യമായ പരിശോധന,Acceptance test
"സ്വീകരിക്കുന്നവൻ*, സ്വീകരിക്കുന്നവൻ",Acceptor
റിസപ്റ്റർ ആറ്റം,Acceptor atom
റിസപ്റ്റർ ബോണ്ട്,Acceptor bond
റിസീവർ സർക്യൂട്ട്,Acceptor circuit
റിസപ്റ്റർ ലെവൽ,Acceptor level
ദാതാവിന്റെ തന്മാത്ര,Acceptor molecule
റിസപ്റ്റർ പ്രോപ്പർട്ടി,Acceptor property
റിസപ്റ്റർ പ്രോപ്പർട്ടി ലെവൽ,Acceptor property level
ആക്സിലറേറ്റർ ഹോസ്,Accererating tube
"പ്രവേശനം, കാത്തിരിപ്പ്, പ്രവേശനം",Access
ഭുജിലേക്ക് പ്രവേശിക്കുക,Access arm
ആക്സസ് സിസ്റ്റം,Access mechanism
പ്രവേശന സമയം,Access time
പ്രവേശനക്ഷമത,Accessibility
"അധിക, ഓക്സിലറി, ആക്സസറി (v, ), ആക്സസറികൾ",Accessory
അധിക നിയന്ത്രണങ്ങൾ,Accessory condition
യാദൃശ്ചികം,Accidental coincidence
ആകസ്മികമായ തിരുത്തൽ,Accidental correction
ആകസ്മികമായ ബയോജനസിസ്,Accidental degeneracy
ആകസ്മികമായ വഴിതിരിച്ചുവിടൽ,Accidental double refraction
സന്ദർശക പിശക്,Accidental error
"പെട്ടെന്ന് നിർത്തുക, പെട്ടെന്ന് നിർത്തുക",Accidental jamming
ആകസ്മികമായ കൈമാറ്റം,Accidental transmission
ക്രമരഹിതമായ വ്യതിയാനം,Accidental variation
ക്രമീകരിക്കൽ,Accommodation
സ്ഥാനം പിടിച്ചു,Accumbent
സഞ്ചിത പിശക്,Accumulated error
"ശേഖരണം, ശേഖരണം",Accumulation
ഊർജ്ജ സംഭരണം,Accumulation of energy
ശേഖരണം*,Accumulator
കൃത്യത,Accuracy
റിയാലിറ്റി,Accurate
യഥാർത്ഥ ഉപകരണ നിരീക്ഷണം,Accurate instrumental observation
കൃത്യമായ റേഞ്ച് മാർക്കർ,Accurate range marker
കൃത്യമായ സ്കാനിംഗ്,Accurate scanning
പ്രാക്ടീസ്,Accustomisation
ആക്സിലറേറ്റർ സെൽ*,Acdelerating chamber
അക്രോമാറ്റിക് ലെൻസ്*,Achromat
അക്രോമാറ്റിക്*,Achromatic
അക്രോമാറ്റിക് അനലൈസർ,Achromatic analyser
ഫ്രീക്വൻസി ന്യൂട്രൽ ആന്റിന,Achromatic antenna
അക്രോമാറ്റിക് ആകൃതി,Achromatic figure
അക്രോമാറ്റിക് തൊങ്ങൽ,Achromatic fringe
അക്രോമാറ്റിക് ലെൻസ്*,Achromatic lens
അക്രോമാറ്റിക് പോയിന്റ് പാത,Achromatic locus
അക്രോമാറ്റിക് ലെൻസ്,Achromatic object lens
അക്രോമാറ്റിക് പ്രിസം,Achromatic prism
അക്രോമാറ്റിക് ടെലിസ്കോപ്പ്,Achromatic telescope
അക്രോമാറ്റിറ്റി*,Achromaticity
അക്രോമാറ്റിസേഷൻ*,Achromatisation
അക്രോമാറ്റിറ്റി*,Achromatism
"ഇലാസ്റ്റിക്, അൺഫ്രാക്റ്ററി, റിഫ്രാക്ടറി",Aclastic
"അക്രോൺ ഹോസ്, ബഞ്ചു ഹോസ്",Acorn tube
മിനിയേച്ചർ വാൽവ്,Acorn valve
എക്കോഫോണി,Acouphony
അക്കോസ്റ്റിക്,Acoustic
അക്കോസ്റ്റിക് ആഗിരണം,Acoustic absorptivity
അക്കോസ്റ്റിക് അറ്റൻവേഷൻ കോഫിഫിഷ്യന്റ്,Acoustic attenuation coeffcient
അക്കോസ്റ്റിക് അറ്റൻവേഷൻ,Acoustic attenuation constant
അക്കോസ്റ്റിക് കള്ളൻ അലാറം,Acoustic burglar alarm
അക്കോസ്റ്റിക് കപ്പാസിറ്റൻസ്,Acoustic capacitance
ശ്രവണ കേന്ദ്രം,Acoustic centre
അക്കോസ്റ്റിക് വിശദീകരണം,Acoustic clarifier
അക്കോസ്റ്റിക് കവർ,Acoustic cloud
ശബ്ദ പ്രതികരണം,Acoustic compliance
അക്കോസ്റ്റിക് ഘടകം,Acoustic component
ശബ്ദ ചാലകത,Acoustic conductivity
അക്കോസ്റ്റിക് ഡാംപിംഗ്,Acoustic damping
അക്കോസ്റ്റിക് ഡിസ്പർഷൻ,Acoustic dispersion
സൗണ്ട് ഹാക്കർ,Acoustic dissipation element
ശബ്ദ ഊർജ്ജം*,Acoustic energy
അക്കോസ്റ്റിക് ഊർജ്ജ സമവാക്യം,Acoustic energy equation
ശബ്ദ സമവാക്യം,Acoustic equation
അക്കോസ്റ്റിക് പുനഃസ്ഥാപിക്കൽ,Acoustic feedback
ക്ലാഡ്നി രൂപങ്ങൾ,Acoustic figures (Chladni figures)
അക്കോസ്റ്റിക് ഫിൽട്ടർ,Acoustic filter
ശബ്ദ ജനറേറ്റർ,Acoustic generator
അക്കോസ്റ്റിക് ഗ്രേറ്റിംഗ്,Acoustic grating
ശബ്ദ തടസ്സം*,Acoustic impedance
അക്കോസ്റ്റിക് ജഡത്വം,Acoustic inertance
ശബ്ദ തീവ്രത,Acoustic intensity
അക്കോസ്റ്റിക് ഇടപെടൽ മീറ്റർ,Acoustic interferometer
അക്കോസ്റ്റിക് ഇടപെടൽ ഡിറ്റക്ടർ,Acoustic intrusion detector
അക്കോസ്റ്റിക് ലെൻസ്,Acoustic lens
ശബ്ദരേഖ,Acoustic line
അക്കോസ്റ്റിക് പിണ്ഡം,Acoustic mass
അക്കോസ്റ്റിക് മെറ്റീരിയൽ,Acoustic material
അക്കോസ്റ്റിക് അർത്ഥം സ്വതന്ത്ര പാത,Acoustic mean free path
അക്കോസ്റ്റിക് മോഡ്,Acoustic mode
അക്കോസ്റ്റിക് ശബ്ദം,Acoustic noise
അക്കോസ്റ്റിക് ഓം*,Acoustic ohm
"അക്കോസ്റ്റിക് പാനൽ, അക്കോസ്റ്റിക് ബോർഡ്",Acoustic panel
അക്കോസ്റ്റിക് ഘട്ടം സ്ഥിരം,Acoustic phase constant
അക്കോസ്റ്റിക് റിസീവർ,Acoustic pickup (sound box)
ശബ്ദ സമ്മർദ്ദം,Acoustic pressure
ശബ്ദത്തിന്റെ സമമിതി നിയമം,Acoustic principle of similarity
അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ,Acoustic propagation constant
ശബ്ദ ഗുണങ്ങൾ,Acoustic property
അക്കോസ്റ്റിക് ക്വാഡ്രുപോള്,Acoustic quardrupole
അക്കോസ്റ്റിക് വികിരണം മൂലകം,Acoustic radiating element
അക്കോസ്റ്റിക് വികിരണം,Acoustic radiation
ശബ്ദപ്രതിരോധം,Acoustic radiator
അക്കോസ്റ്റിക് റേഡിയോമീറ്റർ,Acoustic radiometer
ശബ്ദ പ്രതികരണം,Acoustic reactance
അക്കോസ്റ്റിക് റിസിപ്രോസിറ്റി സിദ്ധാന്തം,Acoustic reciprocity theorem
അക്കോസ്റ്റിക് റിഡക്ഷൻ ഘടകം,Acoustic reduction factor
അക്കോസ്റ്റിക് പ്രതിഫലന ഗുണകം,Acoustic reflection coefficient
ശബ്ദ അപവർത്തനം,Acoustic refraction
ശബ്ദ പ്രതിരോധം,Acoustic resistance
ശബ്ദ പ്രതികരണം,Acoustic responsiveness
അക്കോസ്റ്റിക് ചിതറിക്കൽ,Acoustic scattering
ശ്രവണ പോയിന്റ്,Acoustic spot
അക്കോസ്റ്റിക് കാഠിന്യം,Acoustic stiffiness
ശബ്ദസംവിധാനം,Acoustic system
അക്കോസ്റ്റിക് തെർമോമീറ്റർ,Acoustic thermometer
ശബ്ദ പ്രവേഗം,Acoustic velocity
ശബ്ദ തരംഗം,Acoustic wave
അക്കോസ്റ്റിക്,Acoustical
ശബ്ദ ആഗിരണം ഗുണകം,Acoustical absorption co-efficient
ശബ്ദ ആഗിരണം ഘടകം,Acoustical absorption factor
അക്കോസ്റ്റിക് സർക്യൂട്ട്,Acoustical circuit
അക്കോസ്റ്റിക് പ്രതികരണം,Acoustical compliance
അക്കോസ്റ്റിക് കാലതാമസം ലൈൻ,Acoustical delay line
ശബ്ദ വികലത,Acoustical distortion
അക്കോസ്റ്റിക് ശബ്ദശാസ്ത്രം,Acoustical energetics
അക്കോസ്റ്റിക് ഫിൽട്ടർ,Acoustical filter
ശബ്ദ തടസ്സം*,Acoustical impedance (=acoustic impedance)
ഫോണോഗ്രാഫ്,Acoustical labyrinth
അക്കോസ്റ്റിക് ഓം*,Acoustical ohm
അക്കോസ്റ്റിക് സ്ഥിരാങ്കം,Acoustical phase constant
അക്കോസ്റ്റിക് ഫോണോൺ,Acoustical phonan
അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ സ്ഥിരാങ്കം,Acoustical propagation constant (=propagation constant)
ശബ്ദ പരിവർത്തന ഗുണകം,Acoustical reduction factor
ശബ്ദ പ്രതിരോധം,Acoustical resistance
അക്കോസ്റ്റിക് കാഠിന്യം,Acoustical stiffness
ശബ്ദ യൂണിറ്റ്,Acoustical unit
ശബ്ദപ്രതിരോധം,Acoustically insulated
അക്കോസ്റ്റിക് സൈഡ് ലൈൻ,Acoustico-lateral line
"ശബ്ദശാസ്ത്രം, ശബ്ദശാസ്ത്രം",Acoustics
ശബ്ദ മീറ്റർ,Acoustimeter
ശബ്ദ സമ്മർദ്ദം,Acoustomotive pressure=sound pressure
ഏറ്റെടുക്കൽ റഡാർ,Acquisition radar
ഫോട്ടോസിന്തറ്റിക് റേഡിയേഷൻ,Actinic ray
ആക്ടിനിയം എമിഷൻ,Actinium emnation
ആക്ടിനോ-യുറേനിയം,Actino-uranium
ആക്ടിനോ-യുറേനിയം പരമ്പര,Actino-uranium series
റേഡിയോ ഇലക്ട്രിക്,Actinoelectricity
"ആക്ടിനോമീറ്റർ, ഫോട്ടോമൈക്രോമീറ്റർ",Actinometer
"പ്രവൃത്തി, പ്രവൃത്തി",Action
പ്രവർത്തനവും പ്രതികരണവും,Action and reaction
പ്രവർത്തന സ്ഥിരത,Action constant
സ്വാധീന മേഖല,Action radium (=effective area)
"സജീവമാക്കി, സജീവമാക്കി",Activated
സജീവ വ്യാപനം,Activated diffusion
"സജീവമാക്കിയ ഫൈബർ, സജീവമാക്കിയ ഫൈബർ",Activated filament
സജീവമാക്കൽ പ്രഭാവം,Activating effect
സജീവമാക്കൽ പ്രഭാവം,Activation
സജീവമാക്കൽ വിശകലനം,Activation analysis
പ്രവർത്തന കേന്ദ്രം,Activation centre
ആക്ടിവേഷൻ ടെസ്റ്റർ,Activation cross-section
സജീവമാക്കൽ ഊർജ്ജം,Activation energy
സജീവമാക്കൽ എൻട്രോപ്പി,Activation entropy
സജീവമാക്കൽ അമിത വോൾട്ടേജ്,Activation over-voltage
സജീവമാക്കൽ നിരക്ക്,Activation rate
"ആക്റ്റിവേറ്റർ, ആക്റ്റിവേറ്റർ",Activator
ആക്റ്റിവേറ്റർ ആറ്റം,Activator atom
ആക്സിലറേറ്റർ,Activator of accelerator
സജീവമായ ആഗിരണം,Active absorption
സജീവമായ ഏരിയൽ,Active aerial
റേഡിയേഷൻ അപകട മേഖല,Active area (controlled area)
സജീവ ഉപകരണം,Active device
സജീവമായ ടാർഗെറ്റിംഗ്,Active homing
സജീവ ഹൈഡ്രജൻ*,Active hydrogen
സജീവ മെഷ്,Active lattice
സജീവ ലൈൻ സജീവ ലൈൻ,Active line
സജീവ ലൂപ്പ്,Active loop
സജീവ കോഡ്*,Active mass
സജീവ ചേരുവകൾ,Active material
സജീവ തന്മാത്ര,Active molecule
സജീവ മെഷ്,Active network
സജീവമായ പുനഃശോഷണം,Active re-absorption
സജീവമായ പ്രദേശം,Active region
സജീവമായ നിയന്ത്രണം,Active regulation
സജീവ ഉപഗ്രഹം,Active satellite
സജീവമായ വിഘടന സൗരജ്വാല,Active sunspot prominence
സജീവമായ മൈക്രോ ന്യൂട്രിയന്റുകൾ,Active trace sub stances
സജീവമായ ട്രാക്കിംഗ് സിസ്റ്റം,Active tracking system
സജീവ ട്രാൻസ്ഡ്യൂസർ,Active transducer
സജീവമായ ഉപഭോഗം,Active uptake
പ്രവർത്തന ഗുണകം*,Activity coefficient
പ്രവർത്തന സൂചിക,Activity index
പ്രവർത്തന അനുപാതം,Activity ratio
പ്രവർത്തന വെക്റ്റർ,Activity vector
യഥാർത്ഥ മോണിറ്റർ,Actual monitor
യഥാർത്ഥ സമ്മർദ്ദം,Actual stress
പ്രവർത്തനക്ഷമമാക്കാൻ,Actuate
ഉപജ്ഞാതാവ്,Actuating
ഉപജ്ഞാതാവ്,Acturator
അക്വിറ്റിയോമീറ്റർ,Acuity meter
കേൾവിശക്തി,Acuity of hearing
ഫോട്ടോ അക്വിറ്റി മൂല്യം,Acutance
ന്യൂനകോണ്,Acute angle
മന്ത്രിക്കുന്നു,Acute exposure
നിശിത ത്രികോണം,Acute triangle
അസൈക്ലിക്,Acyclic
ഒപ്റ്റിമൈസേഷൻ ആപ്ലിക്കേഷൻ,Adaptation manoeuver
ഒപ്റ്റിമൈസ് ചെയ്ത അവസ്ഥ,Adapted stae
അഡാപ്റ്റീവ് കൺട്രോൾ സിസ്റ്റം,Adaptive control system
അഡാപ്റ്റോമീറ്റർ,Adaptometer
അഡ്‌കോക്ക് ആന്റിന,Adcock antenna
സംഗ്രഹിക്കാനായി,Add
സമാഹാര സമയം,Add time
സമാഹാരം-കുറയ്ക്കൽ സമയം,Add-subtract time
ചേർക്കുന്നയാൾ,Adder
"തുക, കൂട്ടിച്ചേർക്കൽ, സംഗ്രഹം (എഡി.), സങ്കലനം (വി.)",Addition
കൂട്ടിച്ചേർക്കൽ സ്ഥിരം,Addition constant
ത്വരണം-സംഭരണം,Addition law of acceleration
ദൂരം-സംഭരണം,Addition law of distance
വേഗത-തുക നിയമം,Addition law of velocity
വെക്റ്ററുകളുടെ ആകെത്തുക,Addition of vectors
ശേഖരണ പ്രതികരണം,Addition reaction
അധിക നില,Additional half plane
"കണക്റ്റീവ് ടോൺ, അധിക ടോൺ (സ്വരാക്ഷരങ്ങൾ)",Additional tone
"അഡിറ്റീവ്, സങ്കലനം",Additive
സങ്കലന സംവിധാനം,Additive channel
സംയുക്ത പ്രതീകങ്ങൾ,Additive colour
മൊത്തം പ്രതീക പ്രക്രിയ,Additive colour process
സങ്കലന പൂരക നിറം,Additive complementary colour
സങ്കലന സ്ഥിരാങ്കം,Additive constant
അഡിറ്റീവ് ട്രാക്ഷൻ,Additive drag
സങ്കലന പ്രഭാവം,Additive effect
സങ്കലന ഘടകം,Additive factor
സങ്കലന പ്രവർത്തനം,Additive function
അഡിറ്റീവ് മിക്സ്,Additive mixing
സങ്കലന റൂട്ട്,Additive primary
സങ്കലന പ്രക്രിയ,Additive process
കൂട്ടിച്ചേർക്കൽ,Additive property
അഡിറ്റീവ് ക്വാണ്ടം നമ്പർ,Additive quantum number
ശേഖരണ പ്രതികരണം,Additive reaction
കൂട്ടിച്ചേർക്കൽ,Additivity
അഡിട്രോൺ,Additron
അറിയുക*,Address
വിലാസ കണക്കുകൂട്ടൽ,Address computation
വിലാസം,Address counter
വിലാസ എൻക്രിപ്ഷൻ,Address decoding
വിലാസ എക്സ്പ്രഷൻ,Address expression
വിലാസം,Address facility
വിലാസ ബാർ,Address format
വിലാസ വെളിച്ചം,Address light
വിലാസം മാറ്റം,Address modification
പതാൻഷ്,Address part
വിലാസ രജിസ്റ്റർ,Address register
വിലാസം തിരഞ്ഞെടുക്കൽ സ്വിച്ച്,Address selection swith
വിലാസം അടുക്കുന്നതിനുള്ള പട്ടിക,Address table sort
അഭിസംബോധന,Addressing
അഡ്രെസോഗ്രാഫ്,Addressograph
വിലാസ സംവിധാനം,Addresssing system
അഡീഷൻ,Adhesion
adhesion സമ്മർദ്ദം,Adhesion tension
പശ ഊർജ്ജം,Adhesional energy
പശ തടയൽ,Adhesive blocking
അടിയാബാറ്റ്,Adiabat
അഡിയബാറ്റിക്,Adiabatic
adiabatic ത്വരണം,Adiabatic acceleration
