Tamil,Gujarati
அகரவரிசைக் குறியீடு,આલ્ફાબેટીકલ નોટેશન
அகரவரிசை எழுத்து,આલ્ફાબેટીક અક્ષર
மாற்று கோணம்,વૈકલ્પિક કોણ
மாற்று வடிவம்,વૈકલ્પિક સ્વરૂપ
மாற்று குழு,વૈકલ્પિક જૂથ
மாற்று அணி,વૈકલ્પિક મેટ્રિક્સ
மாற்று தொடர்,વૈકલ્પિક શ્રેણી
மாற்று கருதுகோள்,વૈકલ્પિક પૂર્વધારણા
மாற்று ஆப்டிமா,વૈકલ્પિક ઓપ્ટિમા
மாற்று விளைவு,વૈકલ્પિક પરિણામ
அனலாக்-டு-டிஜிட்டல் மாற்றி,એનાલોગ-ટુ-ડિજિટલ કન્વર્ટર
அனலாக் கணினி,એનાલોગ કમ્પ્યુટર
பகுப்பாய்வு,વિશ્લેષણ
இணையான பகுப்பாய்வு,સહપ્રવૃત્તિનું વિશ્લેષણ
கணக்கியல் தரவு பகுப்பாய்வு,ગણતરી માહિતીનું વિશ્લેષણ
மாறுபாட்டின் பகுப்பாய்வு,વિચલનનું વિશ્લેષણ
பகுப்பாய்வு வடிவியல்,વિશ્લેષણાત્મક ભૂમિતિ
பகுப்பாய்வு செயல்பாடு,વિશ્લેષણાત્મક કાર્ય
கோணம்,કોણ
தொடர்பு கோணம்,સંપર્ક કોણ
விலகல் கோணம்,વિચલન કોણ
மனச்சோர்வின் கோணம்,હતાશાનો કોણ
விலகல் கோணம்,વિચલન કોણ
விலகல் கோணம்,વિવર્તન કોણ
உயரத்தின் கோணம்,એલિવેશન કોણ
நிகழ்வு கோணம்,ઘટના કોણ
திட்ட கோணம்,પ્રક્ષેપણ કોણ
பிரதிபலிப்பு கோணம்,પ્રતિબિંબ કોણ
ஒளிவிலகல் கோணம்,રીફ્રેક્શન કોણ
சுழற்சி கோணம்,પરિભ્રમણ કોણ
மொத்த பிரதிபலிப்பு கோணம்,કુલ પ્રતિબિંબ કોણ
கோண முடுக்கம்,કોણીય પ્રવેગક
கோண இயக்கம்,કોણીય ગતિ
கோண வேகம்,કોણીય ઝડપ
கோண வேகம்,કોણીય વેગ
வளையம்,વલય
பதில்,જવાબ
எதிர்ப்பு வழித்தோன்றல்,વિરોધી વ્યુત્પન્ન
சமச்சீரற்ற செயல்பாடு,એન્ટિસપ્રમાણ કાર્ય
பொருந்தும்,લાગુ
விண்ணப்பம்,અરજી
பயன்பாட்டு டைனமிக் நிரலாக்கம்,લાગુ ડાયનેમિક પ્રોગ્રામિંગ
பயன்படுத்தப்படும் வடிவியல்,લાગુ ભૂમિતિ
பயன்பாட்டு கணிதம்,લાગુ ગણિત
பயன்பாட்டு புள்ளிவிவரங்கள்,લાગુ આંકડા
தோராயமாக,લગભગ
தோராயமாக தொடர்ச்சியான செயல்பாடு,લગભગ સતત કાર્ય
தோராயமான முறை,અંદાજિત પદ્ધતિ
தோராயமான தீர்வு,અંદાજિત ઉકેલ
தோராயமான பிரச்சனை,અંદાજની સમસ્યા
தோராயமான சொத்து,અંદાજિત મિલકત
திறன் சோதனை பேட்டரி,યોગ્યતા પરીક્ષણ બેટરી
அர்காண்ட் வரைபடம்,આર્ગાન્ડ ડાયાગ્રામ
தன்னிச்சையாக தேர்வு,મનસ્વી રીતે પસંદ કરેલ
தன்னிச்சையான,મનસ્વી
தன்னிச்சையான மாறிலி,મનસ્વી સતત
தன்னிச்சையான உறுப்பு,મનસ્વી તત્વ
தன்னிச்சையான புள்ளி,મનસ્વી બિંદુ
ஆர்க்கிமிடியன் சட்டம்,આર્કેમીડિયન કાયદો
ஆர்க்கிமிடிஸ் கொள்கை,આર્કિમિડીઝ સિદ્ધાંત
வில்லின் நீளம்,ચાપ લંબાઈ
வட்ட வில்,વર્તુળની ચાપ
ஆர்க் சைன் விநியோகம்,આર્ક સાઈન વિતરણ
ஆர்க் சைன் மாற்றம்,આર્ક સાઈન ટ્રાન્સફોર્મેશન
பகுதி,વિસ્તાર
பகுதி அமைப்பு,ક્ષેત્રીય રચના
கலப்பு எண்ணின் வாதம்,જટિલ સંખ્યાની દલીલ
எண்கணித சராசரி,અંકગણિત સરેરાશ
எண்கணித செயல்பாடு,અંકગણિત કામગીરી
எண்கணித அலகு,અંકગણિત એકમ
ஏற்பாடு,વ્યવસ્થા
வரிசை,એરે
செயற்கை செயற்கைக்கோள்,કૃત્રિમ ઉપગ્રહ
செயற்கை மாறி,કૃત્રિમ ચલ
ஏறும்,ચડવું
ஏறும்,ચડતા
அளவின் ஏறுவரிசை,તીવ્રતાનો ચડતો ક્રમ
ஏறுவரிசை தொடர்,ચડતી શ્રેણી
அசெம்பிளர் மொழி,એસેમ્બલર ભાષા
பணி நியமன பிரச்சனை,સોંપણીની સમસ્યા
துணை சட்டம்,સહયોગી કાયદો
ஆபரேட்டர்களின் துணை சட்டம்,ઓપરેટરોનો સહયોગી કાયદો
துணை செயல்பாடு,સહયોગી કામગીરી
கூட்டுறவு,સહયોગ
சராசரியாக கருதப்படுகிறது,ધાર્યું સરેરાશ
நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது,અનુમાનિત સંભાવના વિતરણ
அனுமானம்,ધારણા
ஜோதிடம்,જ્યોતિષ
விண்வெளி பொறியாளர்,એસ્ટ્રોનોટિકલ એન્જિનિયર
வானியலாளர்,ખગોળશાસ્ત્રી
வானியல் கடிகாரம்,ખગોળશાસ્ત્રીય ઘડિયાળ
வானியல்,ખગોળશાસ્ત્ર
சமச்சீரற்ற வளைவு,અસમપ્રમાણ વળાંક
சமச்சீரற்ற தன்மை,અસમપ્રમાણતા
அறிகுறியற்றது,એસિમ્પ્ટોટ
அறிகுறியற்ற,એસિમ્પટોટિક
அறிகுறியற்ற திறமையான மதிப்பீட்டாளர்,એસિમ્પટોટિકલી કાર્યક્ષમ અંદાજકાર
அறிகுறியற்ற பாரபட்சமற்ற மதிப்பீட்டாளர்,એસિમ્પટોટિકલી નિષ્પક્ષ અંદાજકર્તા
அறிகுறியற்ற நடத்தை,એસિમ્પ્ટોટિક વર્તન
அறிகுறியற்ற விநியோக செயல்பாடு,એસિમ્પ્ટોટિક વિતરણ કાર્ય
அறிகுறியற்ற விரிவாக்கம்,એસિમ્પ્ટોટિક વિસ્તરણ
வளிமண்டல அழுத்தம்,વાતાવરણ નુ દબાણ
சீரற்ற முறையில்,રેન્ડમ પર
பண்பு,લક્ષણ
மாதிரி செயல்முறை பண்புகளை,વિશેષતા નમૂના પ્રક્રિયા
பெரிதாக்கப்பட்ட அணி,સંવર્ધિત મેટ્રિક્સ
தன்னியக்க தொடர்பு குணகம்,સ્વતઃસંબંધ ગુણાંક
தன்னியக்க தொடர்பு செயல்பாடு,સ્વતઃસંબંધ કાર્ય
தன்னியக்க மாறுபாடு,ઓટોકોવરિઅન્સ
தானியங்கி கணினி,સ્વચાલિત કમ્પ્યુટર
தன்னியக்க பின்னடைவு,ઓટો રીગ્રેશન
துணை சமன்பாடு,સહાયક સમીકરણ
சராசரி மாதிரி எண் வளைவு (ASN வளைவு),સરેરાશ સેમ્પલ નંબર કર્વ (ASN કર્વ)
கோட்பாடு,સ્વયંસિદ્ધ
அச்சு அணுகுமுறை,સ્વયંસિદ્ધ અભિગમ
நிகழ்தகவு கோட்பாடு,સંભાવનાનું સ્વયંસિદ્ધ
அச்சு,ધરી
abscissa அச்சு,abscissa ની અક્ષ
பூமியின் அச்சு,પૃથ્વીની ધરી
புரட்சியின் அச்சு,ક્રાંતિની ધરી
சுழற்சியின் அச்சு,પરિભ્રમણની અક્ષ
சுழற்சியின் அச்சு,સ્પિનની ધરી
பின்-மாற்று,બેક-અવેજી
பின்தங்கிய வேறுபாடு,પછાત તફાવત
பின்தங்கிய இடைக்கணிப்பு சூத்திரம்,બેકવર્ડ-ઇન્ટરપોલેશન ફોર્મ્યુલા
சமநிலை,સંતુલન
சீரான வடிவமைப்பு,સંતુલિત ડિઝાઇન
இருப்புநிலை,સરવૈયા
பாலிஸ்டிக் ஏவுகணை,બેલિસ્ટિક મિસાઇલ
பாலிஸ்டிக்ஸ்,બેલિસ્ટિક્સ
மதுக்கூடம்,બાર
அடித்தளம்,પાયો
அடிப்படை கோணம்,આધાર કોણ
மடக்கையின் அடிப்படை,લઘુગણકનો આધાર
அடிப்படை,પાયાની
அடிப்படை சாத்தியமான தீர்வு,મૂળભૂત શક્ય ઉકેલ
அடிப்படை தீர்வு,મૂળભૂત ઉકેલ
அடிப்படை மாறி,મૂળભૂત ચલ
அடிப்படையில்,આધાર
அடிப்படை உறுப்பு,આધાર તત્વ
அடிப்படை அணி,આધાર મેટ્રિક્સ
ஒரு திசையன் இடத்தின் அடிப்படை,વેક્ટર સ્પેસનો આધાર
துணைவெளியின் அடிப்படை,સબસ્પેસનો આધાર
பேய்சியன் மதிப்பீடு,બેયસિયન અંદાજ
பேய்ஸ் சட்டம்,બેયસનો કાયદો
பேய்ஸ் தேற்றம்,બેયસનું પ્રમેય
பெர்னோலி விநியோகம்,બર્નૌલી વિતરણ
பெர்னோலி எண்,બર્નોલી નંબર
பெர்னோலி நிகழ்தகவு செயல்பாடு,બર્નૌલી સંભાવના કાર્ય
பெர்னோலியின் சமன்பாடு,બર્નૌલીનું સમીકરણ
பெர்ரி செயல்பாடு,બેરી કાર્ય
சிறந்த பொருத்தம்,શ્રેષ્ઠ ગોઠવણ
சிறந்த பொருத்தம் வரி,શ્રેષ્ઠ - ફિટ લાઇન
சிறந்த தீர்வு,શ્રેષ્ઠ ઉકેલ
சிறந்த உத்திகள்,શ્રેષ્ઠ વ્યૂહરચના
பீட்டா விநியோகம்,બીટા વિતરણ
சார்பு,પૂર્વગ્રહ
பாரபட்சமான மதிப்பீடு,પક્ષપાતી અંદાજ
பைஹார்மோனிக் சமன்பாடு,બિહાર્મોનિક સમીકરણ
பிஜேக்ஷன்,બાયજેક્શન
இருமுனை வரைபடம்,દ્વિભાષી નકશો
பைஜெக்டிவ் மேப்பிங்,બાયજેક્ટિવ મેપિંગ
இருகோடி வடிவம்,દ્વિરેખીય સ્વરૂપ
இருமுனை செயல்பாடு,દ્વિરેખીય કાર્ય
இருமுனை ஹெர்மிடியன் வடிவம்,દ્વિરેખીય હર્મિટિયન સ્વરૂપ
பைனரி,દ્વિસંગી
பைனரி குறியீடு,દ્વિસંગી કોડ
பைனரி குறியிடப்பட்ட தசம,દ્વિસંગી કોડેડ દશાંશ
பைனரி குறியீட்டு முறை,દ્વિસંગી કોડિંગ
பைனரி கணினி,દ્વિસંગી કમ્પ્યુટર
பைனரி இலக்கம்,દ્વિસંગી અંક
பைனரி செயல்பாடு,દ્વિસંગી કામગીરી
பைனரி அமைப்பு,દ્વિસંગી સિસ્ટમ
பைனரி மாறி,દ્વિસંગી ચલ
ஈருறுப்புக் குணகம்,દ્વિપદી ગુણાંક
இருவகைப் பரவல்,દ્વિપદી વિતરણ
ஈருறுப்புச் சமன்பாடு,દ્વિપદી સમીકરણ
ஈருறுப்பு விரிவாக்கம்,દ્વિપદી વિસ્તરણ
ஈருறுப்பு வெளிப்பாடு,દ્વિપદી અભિવ્યક્તિ
ஈருறுப்பு சீரற்ற மாறி,દ્વિપદી રેન્ડમ ચલ
ஈருறுப்பு தேற்றம்,દ્વિપદી પ્રમેય
இரு பிரிவு,દ્વિભાગ
பிரித்தல் முறை,દ્વિભાજન પદ્ધતિ
இருவகை,દ્વિભાજક
இருமுறை,બાયસીરીયલ
பிட்,બીટ
இருவகை இருவகைப் பரவல்,દ્વિપક્ષીય દ્વિપદી વિતરણ
இருவகை தொடர்பு குணகம்,બાયવેરિયેટ સહસંબંધ ગુણાંક
இருவகை விநியோகம்,દ્વિવિધ વિતરણ
இருவகை சாதாரண விநியோகம்,બાયવેરિયેટ સામાન્ય વિતરણ
பைவெக்டர்,બાઇવેક્ટર
போல்ட்ஸ்மேன் சமன்பாடு,બોલ્ટ્ઝમેન સમીકરણ
பூலியன் இயற்கணிதம்,બુલિયન બીજગણિત
போஸ் - ஐன்ஸ்டீன் புள்ளிவிவரங்கள்,બોઝ - આઈન્સ્ટાઈન આંકડા
எல்லை நிலை,સીમાની સ્થિતિ
எல்லை அடுக்கு,સીમા સ્તર
எல்லைக் கோடு,સીમા રેખા
எல்லை மதிப்பு,સીમા મૂલ્ય
எல்லை மதிப்பு பிரச்சனை,સીમા મૂલ્યની સમસ્યા
வரையறுக்கப்பட்ட செயல்பாடு,બંધાયેલ કાર્ય
கட்டுப்பட்ட அணி,બાઉન્ડેડ મેટ્રિક્સ
எல்லைக்குட்பட்ட பகுதி,સીમિત પ્રદેશ
வரையறுக்கப்பட்ட தொகுப்பு,બાઉન્ડેડ સેટ
பிரவுனிய இயக்கம்,બ્રાઉનિયન ગતિ
கணக்கிட,ગણત્રી
கணக்கிடுகிறது,ગણતરી
கணக்கிடும் இயந்திரம்,ગણતરી મશીન
கணக்கீடு,ગણતરી
கணக்கீட்டு செயல்முறை,ગણતરીની પ્રક્રિયા
கால்குலேட்டர்,કેલ્ક્યુલેટર
கால்குலஸ்,કલન
மாறுபாட்டின் கணக்கீடு,વિવિધતાની ગણતરી
கலோரி,કેલરી
ரத்து சட்டம்,રદ કરવાનો કાયદો
நியமன சமன்பாடு,પ્રામાણિક સમીકરણ
நியமன வடிவம்,પ્રમાણભૂત સ્વરૂપ
நியமன அணி,પ્રમાણભૂત મેટ્રિક્સ
கேன்டர் செட்,કેન્ટર સેટ
கேண்டரின் மும்முனைத் தொகுப்பு,કેન્ટોરનો તૃતીય સમૂહ
திறன் கொண்ட போக்குவரத்து பிரச்சனை,ક્ષમતાયુક્ત પરિવહન સમસ્યા
திறன்,ક્ષમતા
தந்துகி விசை,રુધિરકેશિકા બળ
கார்டினல் எண்,મુખ્ય નંબર
கார்ட்டீசியன் அச்சுகள்,કાર્ટેશિયન અક્ષો
கார்ட்டீசியன் ஆயத்தொகுப்புகள்,કાર્ટેશિયન કોઓર્ડિનેટ્સ
கார்ட்டீசியன் தயாரிப்பு,કાર્ટેશિયન ઉત્પાદન
தொகுப்புகளின் கார்ட்டீசியன் தயாரிப்பு,સેટનું કાર્ટેશિયન ઉત્પાદન
வழக்கு ஆய்வு,કેસ સ્ટડી
பேரழிவு ஏற்ற இறக்கம்,આપત્તિજનક વધઘટ
கேடனரி,કેટેનરી
காச்சி விநியோகம்,કોચી વિતરણ
கௌச்சி சூத்திரம்,કોચી સૂત્ર
Cauchy Goursat தேற்றம்,કોચી ગૌરસત પ્રમેય
Cauchy Rimann நிபந்தனைகள்,Cauchy Riemann શરતો
கௌச்சி வரிசை,કોચી ક્રમ
Cauchy ஒருங்கிணைந்த,કોચી અભિન્ન
Cauchy முதன்மை மதிப்பு,કોચી મુખ્ય મૂલ્ય
கௌச்சி எச்ச தேற்றம்,કોચી અવશેષ પ્રમેય
கெய்லி ஹாமில்டன் தேற்றம்,કેલી હેમિલ્ટન પ્રમેય
வானுலக,અવકાશી પદાર્થ
வான அளவீடு,અવકાશી માપ
வான இயக்கவியல்,અવકાશી મિકેનિક્સ
வான பொருள்,અવકાશી પદાર્થ
செல் அலைவரிசை,સેલ આવર્તન
மக்கள் தொகை கணக்கெடுப்பு,વસ્તી ગણતરી
சென்டைல்,સેન્ટાઇલ
சென்டிமீட்டர்,સેન્ટીમીટર
சென்டிமீட்டர் கிராம் இரண்டாவது அமைப்பு,સેન્ટીમીટર ગ્રામ સેકન્ડ સિસ્ટમ
மத்திய,કેન્દ્રીય
மைய அச்சு,કેન્દ્રીય અક્ષ
மைய வேறுபாடு,કેન્દ્રીય તફાવત
மைய வேறுபாடு சூத்திரம்,કેન્દ્રીય તફાવત સૂત્ર
மைய வேறுபாடு அட்டவணை,કેન્દ્રીય તફાવત કોષ્ટક
மத்திய வரம்பு தேற்றம்,કેન્દ્રીય મર્યાદા પ્રમેય
மைய தருணம்,કેન્દ્રીય ક્ષણ
மத்திய செயலாக்க அலகு (CPU),સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU)
மைய போக்கு,કેન્દ્રીય વલણ
மையம்,કેન્દ્ર
ஈர்ப்பு மையம்,ગુરુત્વાકર્ષણ કેન્દ્ર
குழுவின் மையம்,જૂથનું કેન્દ્ર
வெகுஜன மையம்,સમૂહનું કેન્દ્ર
சமச்சீர் மையம்,સમપ્રમાણતાનું કેન્દ્ર
மையவிலக்கு விசை,કેન્દ્રત્યાગી બળ
மையவிலக்கு விசை,કેન્દ્રબિંદુ બળ
மையப்பகுதி,કેન્દ્રીય
உறுதி,નિશ્ચિતતા
cgs அமைப்பு,સીજીએસ સિસ્ટમ
cgs அலகு,સીજીએસ એકમ
வேறுபாட்டின் சங்கிலி விதி,ભિન્નતાનો સાંકળ નિયમ
வாய்ப்பு காரணங்கள்,તક કારણો
வாய்ப்பு நகர்கிறது,તક ચાલ
அச்சுகளின் மாற்றம்,અક્ષોનું પરિવર્તન
அடிப்படை மாற்றம்,આધાર ફેરફાર
ஒழுங்கு மாற்றம்,ઓર્ડરમાં ફેરફાર
பண்பு குணகம்,લાક્ષણિક ગુણાંક
தீர்மானிக்கும்,નિર્ણાયક
சிறப்பியல்பு சமன்பாடு,લાક્ષણિક સમીકરણ
பண்பு செயல்பாடு,લાક્ષણિક કાર્ય
மடக்கையின் சிறப்பியல்பு,લઘુગણકની લાક્ષણિકતા
பண்பு பல்லுறுப்புக்கோவை,લાક્ષણિક બહુપદી
பண்பு மதிப்பு,લાક્ષણિક મૂલ્ય
பண்பு திசையன்,લાક્ષણિક વેક્ટર
எழுத்துத் தொகுப்பு,અક્ષર સમૂહ
விளக்கப்படம்,ચાર્ટ
சி-சதுர விநியோகம்,ચી-સ્ક્વેર વિતરણ
சி-சதுர சூத்திரம்,ચી-સ્ક્વેર ફોર્મ્યુલા
சி-சதுர சோதனை,ચી-સ્ક્વેર ટેસ્ટ
நாண்,તાર
நாண்-பிரித்தல் முறை,તાર-દ્વિભાજન પદ્ધતિ
மறைக்குறியீடு செய்தி (=குறியிடப்பட்ட செய்தி),સાઇફર સંદેશ (=કોડેડ સંદેશ)
மறைக்குறியீடு (பூஜ்ஜியம்),સાઇફર (શૂન્ય)
வட்டம்,વર્તુળ
ஒன்றிணைந்த வட்டம்,કન્વર્જન્સનું વર્તુળ
சுற்று அணி,સર્કિટ મેટ્રિક્સ
வட்ட,પરિપત્ર
வட்ட அறிகுறி,પરિપત્ર એસિમ્પ્ટોટ
வட்ட சுருளி,ગોળાકાર હેલિક્સ
வட்ட இயக்கம்,પરિપત્ર ગતિ
சுற்று மையம்,પરિઘ કેન્દ્ર
வட்ட வட்டம்,પરિઘ
சுற்றம்,ઘેરાવો
சுற்றத்தார்,ઘેરાયેલું
சுற்றப்பட்ட வட்டம்,ઘેરાયેલું વર્તુળ
கிளாசிக்கல் கழித்தல் நுட்பம்,ક્લાસિકલ ડિડક્ટિવ ટેકનિક
கிளாசிக்கல் இயக்கவியல்,શાસ્ત્રીય ગતિશીલતા
கிளாசிக்கல் தேர்வுமுறை,શાસ્ત્રીય ઓપ્ટિમાઇઝેશન
பாரம்பரிய அழிவு பிரச்சனை,શાસ્ત્રીય વિનાશની સમસ્યા
கிளாசிக்கல் புள்ளியியல் இயக்கவியல்,શાસ્ત્રીય આંકડાકીય મિકેનિક્સ
பிழைகளின் வகைப்பாடு,ભૂલોનું વર્ગીકરણ
வகுப்பு இடைவெளி,વર્ગ અંતરાલ
வகுப்பு இடைவெளி அலகு,વર્ગ અંતરાલ એકમ
வகுப்பு வரம்பு,વર્ગ મર્યાદા
கடிகாரகடிகாரச்சுற்று,ઘડિયાળની દિશામાં
குளோபன் (= மூடிய மற்றும் திறந்த),ક્લોપેન (= બંધ અને ખુલ્લું)
மூடப்பட்டது,બંધ
மூடிய குவிந்த மேலோடு,બંધ બહિર્મુખ હલ
மூடிய கன சதுரம்,બંધ સમઘન
மூடிய வளைவு,બંધ વળાંક
மூடப்பட்ட டொமைன்,બંધ ડોમેન
மூடிய உருவம்,બંધ આકૃતિ
மூடிய இடைவெளி,બંધ અંતરાલ
மூடப்பட்ட பகுதி,બંધ પ્રદેશ
மூடிய தொகுப்பு,બંધ સેટ
மூடிய மேற்பரப்பு,બંધ સપાટી
மூடல்,બંધ
மூடல் ஆபரேட்டர்,બંધ ઓપરેટર
மூடல் புள்ளி (= தொடர்பு புள்ளி),બંધ બિંદુ (= સંપર્ક બિંદુ)
மூடல் நிலைப்பாடு,બંધ કરવાની ધારણા
மூடல் தொகுப்பு,બંધ સેટ
கொத்து புள்ளி,ક્લસ્ટર બિંદુ
கொத்து மாதிரி,ક્લસ્ટર નમૂના
கொத்து தொகுப்பு,ક્લસ્ટર સેટ
கோஆக்சியல் வட்டங்கள்,કોક્સિયલ વર્તુળો
கோஆக்சியல் பரவளையங்கள்,કોક્સિયલ પેરાબોલાસ
கோஆக்சியல் விமானங்கள்,કોક્સિયલ પ્લેન
கோஆக்சியல் முக்கோணங்கள்,કોક્સિયલ ત્રિકોણ
கோப் - டக்ளஸ் செயல்பாடு,કોબ - ડગ્લાસ કાર્ય
குறியீட்டு முறை,કોડિંગ
தரவு குறியீட்டு முறை,ડેટાનું કોડિંગ
இணை டொமைன்,સહ-ડોમેન
குணகம் அணி,ગુણાંક મેટ્રિક્સ
தொடர்பு குணகம்,સહસંબંધનો ગુણાંક
நிர்ணய குணகம்,નિર્ધારણ ગુણાંક
நெகிழ்ச்சி குணகம்,સ્થિતિસ્થાપકતાના ગુણાંક
விரிவாக்க குணகம்,વિસ્તરણ ગુણાંક
உராய்வு குணகம்,ઘર્ષણ ગુણાંક
நேரியல் விரிவாக்கத்தின் குணகம்,રેખીય વિસ્તરણનો ગુણાંક
பின்னடைவின் குணகம்,રીગ્રેસન ગુણાંક
மேற்பரப்பு பதற்றத்தின் குணகம்,સપાટીના તાણનો ગુણાંક
மாறுபாட்டின் குணகம்,વિવિધતાના ગુણાંક
இணைக்காரன்,કોફેક્ટર
நாணயம் வீசுதல் (நாணயத்தை வீசுதல்),સિક્કો ફેંકવું (સિક્કો ફેંકવું)
மாதிரி சேகரிப்பு,નમૂનાનો સંગ્રહ
கோலினியர்,સમરેખા
ஒற்றுமை,સમન્વય
நெடுவரிசை,કૉલમ
நெடுவரிசை சமநிலை,કૉલમ સમાનતા
நெடுவரிசைக்கு சமமானது,કૉલમ સમકક્ષ
நெடுவரிசைக்கு சமமான அணி,કૉલમ સમકક્ષ મેટ્રિક્સ
நிரல் அணி,કૉલમ મેટ્રિક્સ
நெடுவரிசை தரவரிசை,કૉલમ રેન્ક
நெடுவரிசை குறைக்கப்பட்ட echolon matrix,કૉલમ ઘટાડેલ ઇકોલોન મેટ્રિક્સ
நெடுவரிசை திசையன்,કૉલમ વેક્ટર
நெடுவரிசையில்,સ્તંભ પ્રમાણે
ஒருங்கிணைந்த சமன்பாடு,સંયુક્ત સમીકરણ
பொதுவான கோணம்,સામાન્ય કોણ
