English,Malayalam
Acrylate elastomer,അക്രിലേറ്റ് എലാസ്റ്റോമർ
Acrylate odour,അക്രിലേറ്റ് മണം
Acrylic fiber,അക്രിലിക് ഫൈബർ
Acrylic paint,അക്രിലിക് പെയിന്റ്
Acrylic polymer,അക്രിലിക് പോളിമർ
Acrylic resin,അക്രിലിക് റെസിൻ
Acrylic resin casting,അക്രിലിക് റെസിൻ കാസ്റ്റിംഗ്
Acrylonitrile,അക്രിലോണിട്രൈൽ
Acrylonitrile butadiene styrene,അക്രിലോണിട്രൈൽ ബ്യൂട്ടാഡിൻ സ്റ്റൈറീൻ
Actinomycetes,ആക്ടിനോമൈസെറ്റുകൾ
Activated adsorption,സജീവമാക്കിയ അഡോർപ്ഷൻ
Activated carbon,സജീവമാക്കിയ കാർബൺ
Activated clay,സജീവമാക്കിയ കളിമണ്ണ്
Activated complex,സജീവമാക്കിയ സമുച്ചയം
Activated sludge,സജീവമാക്കിയ സ്ലഡ്ജ്
Activated sludge process,സജീവമാക്കിയ സ്ലഡ്ജ് പ്രക്രിയ
Activation energy,സജീവമാക്കൽ ഊർജ്ജം
Activation energy of absorption,ആഗിരണത്തിന്റെ സജീവമാക്കൽ ഊർജ്ജം
Activation polarization,സജീവമാക്കൽ ധ്രുവീകരണം
Activator,ആക്റ്റിവേറ്റർ
Active centre,സജീവ കേന്ദ്രം
Active constraint,സജീവമായ നിയന്ത്രണം
Active mass,സജീവ പിണ്ഡം
Active solid,സജീവ സോളിഡ്
Activity,പ്രവർത്തനം
Activity coefficient,പ്രവർത്തന ഗുണകം
Activity coefficient curve,പ്രവർത്തന ഗുണക വക്രം
Activity factor,പ്രവർത്തന ഘടകം
Actuator,ആക്യുവേറ്റർ
Acyclic,അസൈക്ലിക്
Acyclic diagraph,അസൈക്ലിക് ഡയഗ്രാഫ്
Acyclic system,അസൈക്ലിക് സിസ്റ്റം
Acyl,അസൈൽ
Acylation,അസൈലേഷൻ
Adapt,പൊരുത്തപ്പെടുത്തുക
Adaptive control,അഡാപ്റ്റീവ് നിയന്ത്രണം
Adaptive model building,അഡാപ്റ്റീവ് മോഡൽ കെട്ടിടം
Adaptive optimization,അഡാപ്റ്റീവ് ഒപ്റ്റിമൈസേഷൻ
Addition agent,കൂട്ടിച്ചേർക്കൽ ഏജന്റ്
Additional equipment,അധിക ഉപകരണങ്ങൾ
Additional necessay condition,അധിക ആവശ്യമായ വ്യവസ്ഥ
Addition of matrices,മെട്രിക്സുകളുടെ കൂട്ടിച്ചേർക്കൽ
Addition polymer,കൂട്ടിച്ചേർക്കൽ പോളിമർ
Addition polymerisation,കൂട്ടിച്ചേർക്കൽ പോളിമറൈസേഷൻ
Addition rule,കൂട്ടിച്ചേർക്കൽ നിയമം
Additive,കൂട്ടിച്ചേർക്കൽ
Additive algorithm,അഡിറ്റീവ് അൽഗോരിതം
Additive petroleum,അഡിറ്റീവ് പെട്രോളിയം
Additive property,അഡിറ്റീവ് പ്രോപ്പർട്ടി
Adduct,കൂട്ടിച്ചേർക്കൽ
Adductive crystallization,അഡക്റ്റീവ് ക്രിസ്റ്റലൈസേഷൻ
Adequacy,പര്യാപ്തത
Adherent,അനുയായി
Adhesion,അഡീഷൻ
Adhesion of paint,പെയിന്റിന്റെ അഡീഷൻ
Adhesive,ഒട്ടിപ്പിടിക്കുന്ന
Adhesive additive,പശ ചേർക്കൽ
Adiabatic compression,അഡിയാബാറ്റിക് കംപ്രഷൻ
Adiabatic condition,അഡിയബാറ്റിക് അവസ്ഥ
Adiabatic constant,അഡിയബാറ്റിക് സ്ഥിരാങ്കം
Adiabatic expansion of gases,വാതകങ്ങളുടെ അഡിയാബാറ്റിക് വികാസം
Adiabatic flow,അഡിയബാറ്റിക് ഒഴുക്ക്
Adiabatic humidification,അഡിയബാറ്റിക് ഹ്യുമിഡിഫിക്കേഷൻ
Adiabatic operation,അഡിയബാറ്റിക് ഓപ്പറേഷൻ
Adiabatic reactor,അഡിയബാറ്റിക് റിയാക്ടർ
Adiabatic saturation,അഡിയബാറ്റിക് സാച്ചുറേഷൻ
Adiabatic temperature,അഡിയബാറ്റിക് താപനില
Adiabatic temperature drop,അഡിയബാറ്റിക് താപനില കുറയുന്നു
Adiabatic vaporization,അഡിയാബാറ്റിക് ബാഷ്പീകരണം
Adipic acid (butane dicarboxylic acid),അഡിപിക് ആസിഡ് (ബ്യൂട്ടെയ്ൻ ഡൈകാർബോക്‌സിലിക് ആസിഡ്)
Adiponitrile,അടിപോണിട്രൈൽ
Adjacency matrix,തൊട്ടടുത്തുള്ള മാട്രിക്സ്
Adjoint equation,അനുബന്ധ സമവാക്യം
Adjoint funciton,അനുബന്ധ ഫൺസിറ്റൺ
Adjoint matrix,അനുബന്ധ മാട്രിക്സ്
Adjoint variable,അനുബന്ധ വേരിയബിൾ
Adjoint vector,അനുബന്ധ വെക്റ്റർ
Adjestable joint,ക്രമീകരിക്കാവുന്ന ജോയിന്റ്
Administrative cost,ഭരണപരമായ ചിലവ്
Admiralty metal,അഡ്മിറൽറ്റി മെറ്റൽ
Admissible,സ്വീകാര്യം
Admissible function,അനുവദനീയമായ പ്രവർത്തനം
Admissible output set,അനുവദനീയമായ ഔട്ട്പുട്ട് സെറ്റ്
Admissible variation,അനുവദനീയമായ വ്യതിയാനം
Adsorbate,Adsorbate
Adsorbent,അഡ്‌സോർബന്റ്
Adsorber,Adsorber
Adsorption,അഡോർപ്ഷൻ
Adsorption column,അഡോർപ്ഷൻ കോളം
Adsorption equilibrium table,അഡോർപ്ഷൻ സന്തുലിത പട്ടിക
Adsorption gasoline,അഡോർപ്ഷൻ ഗ്യാസോലിൻ
Adsorption hysteresis,അഡോർപ്ഷൻ ഹിസ്റ്റെറിസിസ്
Adsorption isostere,അഡോർപ്ഷൻ ഐസോസ്റ്റെർ
Adsorption isotherm,അഡോർപ്ഷൻ ഐസോതെർം
Adsorption plant,അഡോർപ്ഷൻ പ്ലാന്റ്
Adsorption system,അഡോർപ്ഷൻ സിസ്റ്റം
Adsorption treatment,അഡോർപ്ഷൻ ചികിത്സ
Adsorption wave,അഡോർപ്ഷൻ തരംഗം
Adsorptive process,അഡോർപ്റ്റീവ് പ്രക്രിയ
Adavance diameter ratio,അഡ്വാൻസ് വ്യാസ അനുപാതം
Adverse pressure gradient,പ്രതികൂല സമ്മർദ്ദ ഗ്രേഡിയന്റ്
Aerated flame burner,എയറേറ്റഡ് ഫ്ലേം ബർണർ
Aerated flow,വായുസഞ്ചാരമുള്ള ഒഴുക്ക്
Aerated trest burner,എയറേറ്റഡ് ട്രെസ്റ്റ് ബർണർ
Aeration,വായുസഞ്ചാരം
Aeration tank,വായുസഞ്ചാര ടാങ്ക്
Aerator,എയറേറ്റർ
Aerobacter,എയറോബാക്റ്റർ
Aerobacter aerogen,എയറോബാക്റ്റർ എയറോജൻ
Aerobe,എയറോബ്
Aerobic digestion,എയറോബിക് ദഹനം
Aerobic incubation,എയ്റോബിക് ഇൻകുബേഷൻ
Aerobic organism,എയറോബിക് ഓർഗാനിസം
Aerobic sewage treatment,എയറോബിക് മലിനജല സംസ്കരണം
Aerobiosis cycle,എയറോബയോസിസ് ചക്രം
Aerocat particle,എയറോകാറ്റ് കണിക
Aerodynamics,എയറോഡൈനാമിക്സ്
Aerodynamic sample size,എയറോഡൈനാമിക് സാമ്പിൾ വലിപ്പം
Aerofoil,എയറോഫോയിൽ
Aerometer,എയറോമീറ്റർ
Aeronautics,എയറോനോട്ടിക്സ്
Aerosol can propellant,എയറോസോൾ പ്രൊപ്പല്ലന്റ് കഴിയും
Aerosol drift,എയറോസോൾ ഡ്രിഫ്റ്റ്
Affecting factor,ബാധിക്കുന്ന ഘടകം
Affinity,അടുപ്പം
After burning,കത്തിച്ച ശേഷം
After condenser,കണ്ടൻസറിന് ശേഷം
Afer cooler,അഫർ കൂളർ
After cooling,തണുപ്പിച്ച ശേഷം
After heating,ചൂടാക്കിയ ശേഷം
After reaction,പ്രതികരണത്തിന് ശേഷം
After teeming,തിങ്ങിനിറഞ്ഞ ശേഷം
After treatment,ചികിത്സയ്ക്ക് ശേഷം
Age distribution,പ്രായ വിതരണം
Age hardening,പ്രായം കഠിനമാക്കൽ
Ageing parameter,പ്രായമാകൽ പരാമീറ്റർ
Agglomerate,അഗ്ലോമറേറ്റ്
Agglomerated material,സമാഹരിച്ച മെറ്റീരിയൽ
Agglomeration,സമാഹരണം
Agglomeration index,സമാഹരണ സൂചിക
Aggregate,ആകെത്തുകയായുള്ള
Aggregation,സമാഹരണം
Aggregative fluidization,അഗ്രഗേറ്റീവ് ദ്രവീകരണം
Aging of catalyst,കാറ്റലിസ്റ്റിന്റെ വാർദ്ധക്യം
Agitate,ഇളക്കുക
Agitated pan drier,ഇളകിയ പാൻ ഡ്രയർ
Agitated tank,ഇളകിയ ടാങ്ക്
Agitated vessel,ഇളകിയ പാത്രം
Agitation,പ്രക്ഷോഭം
Agitation effectiveness,പ്രക്ഷോഭത്തിന്റെ ഫലപ്രാപ്തി
Agitation equipment,പ്രക്ഷോഭ ഉപകരണങ്ങൾ
Agitator,പ്രക്ഷോഭകാരി
Agricultural pest,കാർഷിക കീടങ്ങൾ
Agricultural product,കാർഷിക ഉൽപ്പന്നം
Agrochemical,അഗ്രോകെമിക്കൽ
Agrochemical attractant,കാർഷിക രാസ ആകർഷണം
Agrochemical growth modifier,അഗ്രോകെമിക്കൽ വളർച്ച മോഡിഫയർ
Agrochemical herbicide,അഗ്രോകെമിക്കൽ കളനാശിനി
Agrochemical pesticide,കാർഷിക രാസ കീടനാശിനി
Air blown asphalt,വായുവിലൂടെ ഒഴുകിയ അസ്ഫാൽറ്റ്
Air carbon reaction,എയർ കാർബൺ പ്രതികരണം
Airco-hoover sweetening,എയർകോ-ഹൂവർ മധുരം
Air compressor,എയർ കംപ്രസ്സർ
Air conditioning,എയർ കണ്ടീഷനിംഗ്
Air cooled condenser,എയർ കൂൾഡ് കണ്ടൻസർ
Air cooled extended surface,എയർ കൂൾഡ് വിപുലീകൃത ഉപരിതലം
Air-cooled finned pipe,എയർ-കൂൾഡ് ഫിൻഡ് പൈപ്പ്
Aircraft glazing,എയർക്രാഫ്റ്റ് ഗ്ലേസിംഗ്
Air-displacement system,എയർ ഡിസ്പ്ലേസ്മെന്റ് സിസ്റ്റം
Air drying,വായു ഉണക്കൽ
Air filter,എയർ ഫിൽട്ടർ
Airfoil,എയർഫോയിൽ
Air free vapour,വായു രഹിത നീരാവി
Air friction,എയർ ഘർഷണം
Air fuel ratio,വായു ഇന്ധന അനുപാതം
Air gap,വായു വിടവ്
Airheater,എയർഹീറ്റർ
Air injection system,എയർ ഇൻജക്ഷൻ സിസ്റ്റം
Air jet pump,എയർ ജെറ്റ് പമ്പ്
Air lift,എയർ ലിഫ്റ്റ്
Air lift agitation,എയർ ലിഫ്റ്റ് പ്രക്ഷോഭം
Airlift configuration,എയർലിഫ്റ്റ് കോൺഫിഗറേഷൻ
Air loading,എയർ ലോഡിംഗ്
Air mass,വായു പിണ്ഡം
Air motor operative valve,എയർ മോട്ടോർ ഓപ്പറേറ്റീവ് വാൽവ്
Air pollution,വായു മലിനീകരണം
Air preheater,എയർ പ്രീഹീറ്റർ
Air preheater furnace,എയർ പ്രീഹീറ്റർ ചൂള
Air property,എയർ പ്രോപ്പർട്ടി
Air refrigeration cycle,എയർ റഫ്രിജറേഷൻ സൈക്കിൾ
Air separator,എയർ സെപ്പറേറ്റർ
Air sterlization,എയർ സ്റ്റെർലൈസേഷൻ
Air sweetening,വായു മധുരം
Air valve,എയർ വാൽവ്
Air valve orifice,എയർ വാൽവ് ദ്വാരം
Alarm,അലാറം
Albertite,ആൽബർട്ടൈറ്റ്
Alcladding,ആൽക്ലാഡിംഗ്
Alcohol,മദ്യം
Alcoholilc liquor,മദ്യം കലർന്ന മദ്യം
Alcholysis,ആൽക്കോളൈസിസ്
Aldehyde condensation polymer,ആൽഡിഹൈഡ് കണ്ടൻസേഷൻ പോളിമർ
Alfol process,ആൽഫോൾ പ്രക്രിയ
Alfrey price equation,ആൽഫ്രെ വില സമവാക്യം
Algae,ആൽഗകൾ
Algae batch culture,ആൽഗ ബാച്ച് സംസ്കാരം
Algae chemostat experiment,ആൽഗ കീമോസ്റ്റാറ്റ് പരീക്ഷണം
Algae growth rate,ആൽഗകളുടെ വളർച്ചാ നിരക്ക്
Algae marine,ആൽഗകൾ സമുദ്രം
Algae nitrogen removal,ആൽഗ നൈട്രജൻ നീക്കം
Algebraic equation,ബീജഗണിത സമവാക്യം
Algebraic solution,ബീജഗണിത പരിഹാരം
Algorithm,അൽഗോരിതം
Alias matrix,അപരനാമം മാട്രിക്സ്
Alicyclic hydrocarbon,അലിസൈക്ലിക് ഹൈഡ്രോകാർബൺ
Alignment,വിന്യാസം
Alignment chart,വിന്യാസ ചാർട്ട്
Aliphatic amine,അലിഫാറ്റിക് അമിൻ
Aliphatic bond,അലിഫാറ്റിക് ബോണ്ട്
Aliphatic hydrocarbon,അലിഫാറ്റിക് ഹൈഡ്രോകാർബൺ
Aliphatic thiocyanate,അലിഫാറ്റിക് തയോസയനേറ്റ്
Alizarin,അലിസറിൻ
Alkali,ക്ഷാരം
Alkali cellulose,ആൽക്കലി സെല്ലുലോസ്
Alkali industry,ക്ഷാര വ്യവസായം
Alkalinity,ആൽക്കലിനിറ്റി
Alkali silicate,ആൽക്കലി സിലിക്കേറ്റ്
Alkali treatment,ക്ഷാര ചികിത്സ
Alkali wash,ആൽക്കലി കഴുകൽ
Alkaloid,ആൽക്കലോയ്ഡ്
Alkyd paint,ആൽക്കൈഡ് പെയിന്റ്
Alkyd resin,ആൽക്കൈഡ് റെസിൻ
Alkyl acid,ആൽക്കൈൽ ആസിഡ്
Alkyl aryl sulphonate,ആൽക്കൈൽ ആറിൽ സൾഫോണേറ്റ്
Alkylate,ആൽക്കൈലേറ്റ്
Alkylate bottom,ആൽക്കൈലേറ്റ് അടിഭാഗം
Alkylation,ആൽക്കൈലേഷൻ
Alkylation acid,ആൽക്കൈലേഷൻ ആസിഡ്
Alkyl benzene,ആൽക്കൈൽ ബെൻസീൻ
Alkyl benzene sulphonate,ആൽക്കൈൽ ബെൻസീൻ സൾഫോണേറ്റ്
Alkyl radical,ആൽക്കൈൽ റാഡിക്കൽ
Alkyl resin,ആൽക്കൈൽ റെസിൻ
Alkyl resorcinol,ആൽക്കൈൽ റിസോർസിനോൾ
Alkyl sulphonate,ആൽക്കൈൽ സൾഫോണേറ്റ്
Alligatoring,അലിഗേറ്ററിംഗ്
Allocation,വിഹിതം
Allocinnamic acid,അലോസിനാമിക് ആസിഡ്
Allotropic form,അലോട്രോപിക് ഫോം
Allowable,അനുവദനീയം
Allowable pressure,അനുവദനീയമായ സമ്മർദ്ദം
Allowable pressure drop,അനുവദനീയമായ മർദ്ദം ഡ്രോപ്പ്
Allowable stress,അനുവദനീയമായ സമ്മർദ്ദം
Allowance,അലവൻസ്
Alloy,ലോഹക്കൂട്ട്
Alloy and blending resin,"അലോയ്, ബ്ലെൻഡിംഗ് റെസിൻ"
Alloy clad,അലോയ് ധരിച്ചു
Alloy steel,അലോയ് സ്റ്റീൽ
Allyl alcohol (propenyl alcohol),അല്ലൈൽ ആൽക്കഹോൾ (പ്രൊപെനൈൽ ആൽക്കഹോൾ)
Allyl chloride,അല്ലൈൽ ക്ലോറൈഡ്
Allylic shift,അല്ലിലിക് ഷിഫ്റ്റ്
Allyl thiocarbamide,അല്ലൈൽ തയോകാർബാമൈഡ്
Aloxite,അലോക്സൈറ്റ്
Alpha iron,ആൽഫ ഇരുമ്പ്
Alphanumeric,ആൽഫാന്യൂമെറിക്
Alpha particle,ആൽഫ കണിക
Alteration,മാറ്റം
Alteranate hypothesis,ഇതര സിദ്ധാന്തം
Alternate variable search,ഇതര വേരിയബിൾ തിരയൽ
Alternative,ബദൽ
Alternative investment analysis,ഇതര നിക്ഷേപ വിശകലനം
Altitude,ഉയരം
Alum,ആലം
Alumina,അലുമിന
Alumina refractory,അലുമിന റിഫ്രാക്റ്ററി
Aluminium,അലുമിനിയം
Aluminium base grease,അലുമിനിയം അടിസ്ഥാന ഗ്രീസ്
Aluminium chloride,അലുമിനിയം ക്ലോറൈഡ്
Aluminium classification,അലുമിനിയം വർഗ്ഗീകരണം
Aluminium corrosion resistance,അലുമിനിയം നാശ പ്രതിരോധം
Aluminium fabrication,അലുമിനിയം ഫാബ്രിക്കേഷൻ
Aluminium foil,അലൂമിനിയം ഫോയിൽ
Aluminium oleate,അലുമിനിയം ഒലീറ്റ്
Aluminium reduction pot,അലുമിനിയം റിഡക്ഷൻ പോട്ട്
Aluminium silicate,അലുമിനിയം സിലിക്കേറ്റ്
Aluminium stearate,അലുമിനിയം സ്റ്റിയറേറ്റ്
Aluminium triethyl,അലുമിനിയം ട്രൈഥൈൽ
Aluminosilicate glass,അലൂമിനോസിലിക്കേറ്റ് ഗ്ലാസ്
Alundum,അലുണ്ട്
Alunite,അലൂണൈറ്റ്
Alvar,ആൾവാർ
Amagat compressibility factor,അമഗത് കംപ്രസിബിലിറ്റി ഘടകം
Amagat law,അമഗത് നിയമം
Amatol,അമത്തോൾ
Ambergris,ആംബർഗ്രിസ്
Ambient,ആംബിയന്റ്
Ambient air quality,അന്തരീക്ഷ വായുവിന്റെ ഗുണനിലവാരം
Ambient effect thermometry,ആംബിയന്റ് ഇഫക്റ്റ് തെർമോമെട്രി
Ambrol,ആംബ്രോൾ
American petroleum institute,അമേരിക്കൻ പെട്രോളിയം ഇൻസ്റ്റിറ്റ്യൂട്ട്
Amide,അമൈഡ്
Amination,അമീനേഷൻ
Amino acid,അമിനോ അമ്ലം
Aminolysis,അമിനോലിസിസ്
Amino resin,അമിനോ റെസിൻ
Ammonia,അമോണിയ
Ammonia deuterium exchange,അമോണിയ ഡ്യൂറ്റീരിയം എക്സ്ചേഞ്ച്
Ammonia liquor,അമോണിയ മദ്യം
Ammonia still flowchart,അമോണിയ ഇപ്പോഴും ഫ്ലോചാർട്ട്
Ammonium concentration,അമോണിയം സാന്ദ്രത
Ammonium nitrate,അമോണിയം നൈട്രേറ്റ്
Ammonium picrate,അമോണിയം പിക്റേറ്റ്
Ammonium sulphate,അമോണിയം സൾഫേറ്റ്
Amorphous,രൂപരഹിതം
Amorphous polymer,രൂപരഹിതമായ പോളിമർ
Amorphous structure,രൂപരഹിതമായ ഘടന
Amorphous wax,രൂപരഹിതമായ മെഴുക്
Amortization,അമോർട്ടൈസേഷൻ
Amphipod,ആംഫിപോഡ്
Amplification of disturbance,അസ്വസ്ഥതയുടെ ആംപ്ലിഫിക്കേഷൻ
Amplifier,ആംപ്ലിഫയർ
Amplifier gain,ആംപ്ലിഫയർ നേട്ടം
Amplifying pilot,ആംപ്ലിഫൈയിംഗ് പൈലറ്റ്
Amplitude,വ്യാപ്തി
Amplitude ratio,ആംപ്ലിറ്റ്യൂഡ് അനുപാതം
Amyl acetate,അമിൽ അസറ്റേറ്റ്
Amyl alcohol,അമിൽ മദ്യം
Amylase,അമൈലേസ്
Amyl chloride,അമിൽ ക്ലോറൈഡ്
Amyl naphthalene,അമിൽ നാഫ്താലിൻ
Amyloglucosidase,അമിലോഗ്ലൂക്കോസിഡേസ്
Amylopectin,അമിലോപെക്റ്റിൻ
Amylose,അമിലോസ്
Amyl phenol,അമിൽ ഫിനോൾ
Anaerobe,അനറോബ്
Anaerobic denitrification,അനറോബിക് ഡിനൈട്രിഫിക്കേഷൻ
Anaerobic organism,വായുരഹിത ജീവി
Anaerobic sewage treatment,വായുരഹിത മലിനജല സംസ്കരണം
Anaerobic sludge,അനറോബിക് സ്ലഡ്ജ്
Analog (analogue),അനലോഗ് (അനലോഗ്)
Analog computer,അനലോഗ് കമ്പ്യൂട്ടർ
Analog method,അനലോഗ് രീതി
Analogy,സാദൃശ്യം
Analysis,വിശകലനം
Analysis of lilgnite ash,ലിഗ്നൈറ്റ് ആഷിന്റെ വിശകലനം
Analysis of perfomance,പ്രകടനത്തിന്റെ വിശകലനം
Analysis of polymer,പോളിമറിന്റെ വിശകലനം
Analysis of residuals,അവശിഷ്ടങ്ങളുടെ വിശകലനം
Analysis of veariance,വ്യത്യാസത്തിന്റെ വിശകലനം
Analysis problem,വിശകലന പ്രശ്നം
Analytical,അനലിറ്റിക്കൽ
Analytical function,വിശകലന പ്രവർത്തനം
Analytical method,വിശകലന രീതി
Analytical model,അനലിറ്റിക്കൽ മോഡൽ
Anchor,ആങ്കർ
Anchor bolt,നങ്കൂരം ബോൾട്ട്
Anderson expeller,ആൻഡേഴ്സൺ പുറത്താക്കൽ
Anemometer,അനിമോമീറ്റർ
Anemometer cup,അനീമോമീറ്റർ കപ്പ്
Angle block,ആംഗിൾ ബ്ലോക്ക്
Angle check valve,ആംഗിൾ ചെക്ക് വാൽവ്
Angle nonrreturn valve,ആംഗിൾ നോൺ റിട്ടേൺ വാൽവ്
Angle of approach,സമീപനത്തിന്റെ ആംഗിൾ
Angle of attack,ആക്രമണത്തിന്റെ ആംഗിൾ
Angle of contact,കോൺടാക്റ്റിന്റെ ആംഗിൾ
Angle of departure,പുറപ്പെടലിന്റെ ആംഗിൾ
Angle of divergence,വ്യതിചലനത്തിന്റെ ആംഗിൾ
Angle of internal friction,ആന്തരിക ഘർഷണത്തിന്റെ ആംഗിൾ
Angle of repose,വിശ്രമത്തിന്റെ ആംഗിൾ
Angle valve,ആംഗിൾ വാൽവ്
Angstrom,ആങ്സ്ട്രോം
Angular displacement,കോണീയ സ്ഥാനചലനം
Angular dissymmetry,കോണീയ അസ്വാസ്ഥ്യം
Angular impulse,കോണീയ പ്രേരണ
Angular momentum,കോണീയ ആക്കം
Angular particle,കോണീയ കണിക
Angular velocity,കോണീയ പ്രവേഗം
Anharmonicity,അൻഹാർമോണിസിറ്റി
Aniline dye,അനിലിൻ ഡൈ
Aniline point,അനിലിൻ പോയിന്റ്
Animal byproduct,മൃഗങ്ങളുടെ ഉപോൽപ്പന്നം
Animal cell culture,മൃഗകോശ സംസ്കാരം
Animal drug,മൃഗ മരുന്ന്
Animal fat and oil,മൃഗങ്ങളുടെ കൊഴുപ്പും എണ്ണയും
Animal glue,മൃഗങ്ങളുടെ പശ
Animal hide,മൃഗങ്ങളുടെ മറവ്
