Marathi,Bengali
संपादन,অধিগ্রহণ
परिवर्णी शब्द,সংক্ষিপ্ত বিবরণ
कृती क्षेत्र,অ্যাকশন এরিয়া
सक्रिय फिलामेंट,সক্রিয় ফিলামেন্ট
सक्रिय,সক্রিয়
सक्रिय क्षेत्र,সক্রিয় এলাকা
सक्रिय विंडो,সক্রিয় উইন্ডো
अनुकूलता,অভিযোজনযোগ্যতা
अ‍ॅडॉप्टर (अ‍ॅडॉप्टर),অ্যাডাপ্টার (অ্যাডাপ্টার)
अ‍ॅडॉप्टिव्ह डिफरेंशनल पल्स कोड मॉड्यूलेशन,অভিযোজিত ডিফারেনশিয়াল পালস কোড মড্যুলেশন
अॅड्रेस बुक,ঠিকানা বই
अ‍ॅड्रेस बस,ঠিকানা বাস
पत्ता ठराव,ঠিকানা রেজোলিউশন
लगतच चॅनेल हस्तक्षेप,সংলগ্ন চ্যানেল হস্তক্ষেপ
लगतच चॅनेल निवड,সংলগ্ন চ্যানেল নির্বাচন
समीप वारंवारता,সংলগ্ন ফ্রিকোয়েন্সি
समीप फ्रिक्वेन्सी चॅनेल,সংলগ্ন ফ্রিকোয়েন্সি চ্যানেল
लगतचे चित्र वाहक,সংলগ্ন ছবি ক্যারিয়ার
समीप ध्वनी वाहक,সংলগ্ন সাউন্ড ক্যারিয়ার
समीप स्टेशन,সংলগ্ন স্টেশন
समायोज्य,সামঞ্জস্যযোগ্য
समायोज्य कंडेन्सर,সামঞ্জস্যযোগ্য কনডেন্সার
दबाव समायोजित करणे,সামঞ্জস্য চাপ
पाना समायोजित करणे,সামঞ্জস্য করা রেঞ্চ
समायोजन,সামঞ্জস্য
प्रशासक,প্রশাসক
आधुनिक तंत्रज्ञान,উন্নত প্রযুক্তি
हवाई,এরিয়াল
एरियल अ‍ॅरे,এরিয়াল অ্যারে
एरियल बूस्टर,এরিয়াল বুস্টার
एरियल करंट,এরিয়াল কারেন্ট
एरियल अर्थिंग स्विच,এরিয়াল আর্থিং সুইচ
हवाई कार्यक्षमता,বায়বীয় দক্ষতা
हवाई प्रतिबाधा,বায়বীয় প্রতিবন্ধকতা
एरियल इंडक्टन्स,এরিয়াল ইন্ডাক্ট্যান্স
एरियल इन्सुलेटर,এরিয়াল ইনসুলেটর
एरियल लोडिंग कॉइल,এরিয়াল লোডিং কয়েল
एरियल फोटोग्राफी,আকাশ থেকে ছবি তোলা
हवाई शक्ती,বায়বীয় শক্তি
एरियल रेडिएशन रीस्टन्स,বায়বীয় বিকিরণ পুনর্নির্মাণ
हवाई प्रतिक्रिया,বায়বীয় বিক্রিয়া
एरोडायनामिक्स,এয়ারোডাইনামিক্স
एजन्सी,এজেন্সি
एअर कॉम्प्रेसर,বায়ু সংকোচকারী
एअर कंडेन्सर,এয়ার কনডেন্সার
वातानुकूलित,ঠান্ডা বাতাস
एअर कोर्ड कॉइल,বায়ু কর্ড কয়েল
वातानुकुलीत,এয়ারকন্ডিশনিং
अल्बेडो,আলবেডো
अल्गोरिदम,অ্যালগরিদম
अलियासिंग,এলিয়াসিং
संरेखित,সারিবদ্ধ
संरेखन,প্রান্তিককরণ
सर्व वेव्ह एरियल,সমস্ত তরঙ্গ বিমান
वाटप,বরাদ্দ
वर्णमाला,বর্ণমালা
अल्फान्यूमेरिक,বর্ণমালা
अल्फान्यूमेरिक वर्ण,আলফানিউমেরিক চরিত্র
अल्फान्यूमेरिक माहिती,আলফানিউমেরিক তথ্য
वैकल्पिक चालू (ए.सी.),বিকল্প বর্তমান (এ.সি.)
वैकल्पिक,বিকল্প
अल्टरनेटर,বিকল্প
समुद्रसपाटीपासूनची उंची,উচ্চতা
अपोजीची उंची,অপোজির উচ্চতা
पेरिगीची उंची,পেরিগির উচ্চতা
हौशी रेडिओ संप्रेषण,অপেশাদার রেডিও যোগাযোগ
वातावरण,পরিবেশ
वातावरण मायक्रोफोन,পরিবেশ মাইক্রোফোন
वातावरणीय स्थिती,পরিবেষ্টিত অবস্থা
वातावरणीय प्रकाश,পরিবেষ্টনকারী আলো
सभोवतालचा आवाज,পরিবেষ্টিত শব্দ
वातावरणीय तापमान,পরিবেষ্টিত তাপমাত্রা
अमेरिकन मानक कोड,আমেরিকান স্ট্যান্ডার্ড কোড
अँपियर,অ্যাম্পিয়ার
अ‍ॅम्पेअर मीटर,অ্যাম্পের মিটার
प्रवर्धन,পরিবর্ধন
प्रवर्धन घटक,প্রশস্তকরণ ফ্যাক্টর
एम्पलीफायर,পরিবর্ধক
एम्पलीफायर गेन,পরিবর্ধক লাভ
एम्पलीफायर आवाज,পরিবর্ধক শব্দ
एम्प्लिफाइंग उपकरणे,পরিবর্ধক সরঞ্জাম
क्लीस्ट्रॉनचे विस्तार,ক্লাইস্ট্রনকে প্রশস্তকরণ
एम्प्लिफाइंग युनिट,পরিবর্ধক ইউনিট
मोठेपणा,প্রশস্ততা
मोठेपणा विकृती,প্রশস্ততা বিকৃতি
मोठेपणा सहन,প্রশস্ততা ভ্রমণ
मोठेपणा घटक,প্রশস্ততা ফ্যাক্টর
मोठेपणा मर्यादा,প্রশস্ততা সীমাবদ্ধ
मोठेपणा मॉड्यूलेटेड,প্রশস্ততা মোডুলেটেড
मोठेपणा मॉड्यूलेशन,প্রশস্ততা মড্যুলেশন
एनालॉग (अ‍ॅनालॉग),অ্যানালগ (অ্যানালগ)
एनालॉग सर्किट,অ্যানালগ সার্কিট
एनालॉग संगणक,অ্যানালগ কম্পিউটার
एनालॉग रेडिओ फ्रिक्वेन्सी चॅनेल,অ্যানালগ রেডিও ফ্রিকোয়েন্সি চ্যানেল
एनालॉग प्रतिनिधित्व,অ্যানালগ উপস্থাপনা
एनालॉग सिग्नल,এনালগ সংকেত
डिजिटल टू डिजिटल,ডিজিটাল অ্যানালগ
डिजिटल कन्व्हर्टर टू एनालॉग,ডিজিটাল কনভার্টারে অ্যানালগ
एनालॉग व्हिडिओ,অ্যানালগ ভিডিও
समान,সাদৃশ্য
समानता,উপমা
विश्लेषण,বিশ্লেষণ
डेटाचे विश्लेषण,ডেটা বিশ্লেষণ
विश्लेषणात्मक घनता,বিশ্লেষণাত্মক ঘনত্ব
विश्लेषण,বিশ্লেষণ করুন
विश्लेषक,বিশ্লেষক
उपकरणे,আনুষঙ্গিক সরঞ্জাম
आणि गेट,এবং গেট
कोलिमेशनचा कोन,কলিমেশন কোণ
ध्रुवीकरणाचा कोन,মেরুকরণের কোণ
रोटेशनचा कोन,ঘূর্ণনের কোণ
अँगस्ट्रॉम (Å),অ্যাংস্ট্রোম (Å)
कोनीय,কৌণিক
कोनीय प्रवेग,কৌণিক ত্বরণ
कोनीय समन्वय,কৌণিক সমন্বয়
कोनीय विक्षेपण,কৌণিক ডিফ্লেশন
कोनीय फैलाव,কৌণিক বিচ্ছুরণ
कोनीय विस्थापन,কৌণিক স্থানচ্যুতি
कोनीय त्रुटी,কৌণিক ত্রুটি
कोनीय वारंवारता,কৌণিক কম্পাংক
कोनीय गती,কৌণিক ভরবেগ
कोनीय गती,কৌণিক গতি
कोनीय गती,কৌণিক বেগ
अ‍ॅनिमेशन,অ্যানিমেশন
एनोड,আনোড
एनोड बॅटरी,আনোড ব্যাটারি
एनोड वैशिष्ट्य,অ্যানোড বৈশিষ্ট্য
एनोड सर्किट,আনোড সার্কিট
एनोड अपव्यय,অ্যানোড অপচয়
एनोड कार्यक्षमता,আনোড দক্ষতা
एनोड इनपुट पॉवर,আনোড ইনপুট শক্তি
एनोड मॉड्यूलेशन,অ্যানোড মড্যুলেশন
अँटेना,অ্যান্টেনা
अँटेना बीमविड्थ,অ্যান্টেনা বিমউইথ
अँटेना बूस्टर,অ্যান্টেনা বুস্টার
अँटेना चेंजओव्हर स्विच,অ্যান্টেনা চেঞ্জওভার সুইচ
अँटेना कॉइल,অ্যান্টেনা কয়েল
अँटेना कॉन्फिगरेशन,অ্যান্টেনা কনফিগারেশন
अँटेना कपलर,অ্যান্টেনা কাপলার
अँटेना क्रॉस ध्रुवीय नमुना,অ্যান্টেনা ক্রস পোলার প্যাটার্ন
अँटेना करंट,অ্যান্টেনা কারেন্ট
अँटेना डायरेक्टिव्हिटी गेन,অ্যান্টেনা ডাইরেক্টিভিটি লাভ
अँटेना डुप्लेक्सर,অ্যান্টেনা ডুপ্লেক্সার
अँटेना प्रभावी क्षेत्र,অ্যান্টেনা কার্যকর অঞ্চল
अँटेना कार्यक्षमता,অ্যান্টেনা দক্ষতা
अँटेना फीड,অ্যান্টেনা ফিড
अँटेना फूट प्रिंट,অ্যান্টেনা ফুট প্রিন্ট
अँटेना गेन,এন্টেনা
अँटेना उंची,অ্যান্টেনার উচ্চতা
अँटेना प्रतिबाधा,অ্যান্টেনা প্রতিবন্ধকতা
अँटेना इंडक्टन्स,অ্যান্টেনা ইন্ডাক্ট্যান্স
अँटेना पॅटर्न,অ্যান্টেনা প্যাটার্ন
अँटेना प्लेक्सर,অ্যান্টেনা প্লেক্সার
अँटेना ध्रुवीकरण,অ্যান্টেনা মেরুকরণ
अँटेना पॉवर,অ্যান্টেনা শক্তি
अँटेना पॉवर गेन,অ্যান্টেনা পাওয়ার লাভ
अँटेना रेडिएशन प्रतिरोध,অ্যান্টেনা বিকিরণ প্রতিরোধের
अँटेना रिएक्टन्स,অ্যান্টেনা প্রতিক্রিয়া
अँटेना परावर्तक,অ্যান্টেনা প্রতিচ্ছবি
अँटेना प्रतिकार,অ্যান্টেনা প্রতিরোধের
अँटेना रेझोनंट वारंवारता,অ্যান্টেনা অনুরণিত ফ্রিকোয়েন্সি
अँटेना स्पेसिंग,অ্যান্টেনা ব্যবধান
अँटेना स्विचिंग रूम,অ্যান্টেনা স্যুইচিং রুম
अँटेना ट्यूनिंग कॉइल,অ্যান্টেনা টিউনিং কয়েল
अँटेना ट्यूनिंग झोपडी,অ্যান্টেনা টিউনিং হাট
छिद्र,অ্যাপারচার
अपोजी,অপোজি
अपोजी रॉकेट,অ্যাপোজি রকেট
उपकरणे,যন্ত্রপাতি
उघड,আপাত
Let पलेट,অ্যাপলেট
अर्ज,আবেদন
अंदाजे,আনুমানিক
जलीय द्रावण,জলীয় সমাধান
कंस,আর্ক
आर्किटेक्चर,আর্কিটেকচার
ध्वनी रेकॉर्डिंगचे संग्रहण हस्तांतरण,সাউন্ড রেকর্ডিংয়ের সংরক্ষণাগার স্থানান্তর
संग्रहण,সংরক্ষণাগার
अंकगणित कोडिंग,গাণিতিক কোডিং
आर्मेचर,আর্মার
आर्मेचर विंडिंग,আর্ম্যাচার বাতাস
रचना,অ্যারে
अरेस्टर,অ্যারেস্টার
बोलता,বক্তৃতা
कलाकृती (= कलाकृती),আর্টিফ্যাক্ট (= আর্টফ্যাক্ট)
चढत्या,আরোহী
प्रसर गुणोत्तर,আনুমানিক অনুপাত
असेंबलर,এসেম্বলার
प्रतिपादन,দাবী
असाइनमेंट,অ্যাসাইনমেন্ট
असाइनमेंट चॅनेल,অ্যাসাইনমেন্ট চ্যানেল
असममित,অসম্পূর্ণ
एसिन्क्रोनस,অ্যাসিঙ্ক্রোনাস
वातावरण,বায়ুমণ্ডল
वातावरणीय नुकसान,বায়ুমণ্ডলীয় ক্ষতি
वातावरणीय आवाज,বায়ুমণ্ডলীয় শব্দ
वातावरणीय दबाव,বায়ুমণ্ডলীয় চাপ
वातावरणीय प्रसार,বায়ুমণ্ডলীয় প্রচার
वातावरणीय रेडिओ-वेव्ह,বায়ুমণ্ডলীয় রেডিও-তরঙ্গ
वातावरण,বায়ুমণ্ডল
अणू,পরমাণু
अणु रचना,পারমাণবিক গঠন
संलग्नक,সংযুক্তি
क्षीणन,মনোযোগ
क्षमतेचे नुकसान,মনোযোগ ক্ষতি
ध्वनी लहरींचे लक्ष वेधणे,শব্দ তরঙ্গের মনোযোগ
अ‍ॅटेन्युएटर,অ্যাটেনুয়েটর
अ‍ॅटेन्युएटर-पॅड,অ্যাটেনুয়েটর-প্যাড
ऑडिबिलिटी थ्रेशोल्ड,অডিবিলিটি থ্রেশহোল্ড
ऐकण्यायोग्य,শ্রুতিমধুর
ऐकण्यायोग्य वारंवारता,শ্রুতিমধুর ফ্রিকোয়েন্সি
ऐकण्यायोग्य टोन,শ্রুতিমধুর সুর
ऐकण्यायोग्य-स्पेक्ट्रम,শ্রুতি-বর্ণালী
प्रेक्षक,শ্রোতা
ऑडिओ,শ্রুতি
ऑडिओ एम्पलीफायर,অডিও পরিবর্ধক
ऑडिओ विश्लेषक,অডিও বিশ্লেষক
ऑडिओ प्रसारण,অডিও সম্প্রচার
ऑडिओ केबल,অডিও কেবল
ऑडिओ साखळी,অডিও চেইন
ऑडिओ कोडेक,অডিও কোডেক
ऑडिओ कॉम्प्रेशन,অডিও সংক্ষেপণ
ऑडिओ कॉम्प्रेसर,অডিও সংক্ষেপক
ऑडिओ कन्सोल,অডিও কনসোল
ऑडिओ विकृती,অডিও বিকৃতি
ऑडिओ डायनॅमिक श्रेणी,অডিও গতিশীল পরিসীমা
ऑडिओ फाइल स्वरूप,অডিও ফাইল ফর্ম্যাট
ऑडिओ फ्रेम स्वरूप,অডিও ফ্রেম ফর্ম্যাট
ऑडिओ फ्रिक्वेन्सी एम्पलीफायर,অডিও ফ্রিকোয়েন্সি পরিবর্ধক
ऑडिओ फ्रिक्वेन्सी जनरेटर,অডিও ফ্রিকোয়েন্সি জেনারেটর
ऑडिओ वारंवारता श्रेणी,অডিও ফ্রিকোয়েন্সি ব্যাপ্তি
ऑडिओ वारंवारता प्रतिसाद,অডিও ফ্রিকোয়েন্সি প্রতিক্রিয়া
ऑडिओ लिमिटर,অডিও সীমাবদ্ধ
ऑडिओ लाइन,অডিও লাইন
ऑडिओ मिक्सर,অডিও মিক্সার
ऑडिओ मॉड्यूलेशन,অডিও মড্যুলেশন
ऑडिओ ऑसीलेटर,অডিও দোলক
ऑडिओ आउटपुट,অডিও আউটপুট
ऑडिओ पॉवर,অডিও শক্তি
ऑडिओ गुणवत्ता,অডিও মানের
ऑडिओ सिग्नल,অডিও সংকেত
ऑडिओ सिग्नल प्रक्रिया,অডিও সিগন্যাল প্রসেসিং
ऑडिओ स्पेक्ट्रम,অডিও বর্ণালী
ऑडिओ स्टोरेज,অডিও স্টোরেজ
ऑडिओ सब-कॅरियर,অডিও সাব-ক্যারিয়ার
ऑडिओ ट्रान्सफॉर्मर,অডিও ট্রান্সফর্মার
ऑडिओ ट्रान्समीटर,অডিও ট্রান্সমিটার
ऑडिओ/व्हिडिओ कॉम्प्रेशन,অডিও/ভিডিও সংক্ষেপণ
ऑडिओ-फ्रिक्वेन्सी ऑसीलेटर,অডিও-ফ্রিকোয়েন্সি দোলক
ऑडिओ-फ्रिक्वेन्सी सिग्नल,অডিও-ফ্রিকোয়েন্সি সিগন্যাল
ऑडिओमेट्री,অডিওমেট্রি
ऑडिओ-व्हिज्युअल मदत,অডিও-ভিজ্যুয়াল সহায়তা
श्रवणविषयक समज,শ্রুতি উপলব্ধি
प्रमाणीकरण,প্রমাণীকরণ
अधिकृत वाहक वारंवारता,অনুমোদিত ক্যারিয়ার ফ্রিকোয়েন্সি
ऑटो कॅड,অটো ক্যাড
ऑटो डायग्नोस्टिक्स,অটো ডায়াগনস্টিকস
स्वयंचलित,স্বয়ংক্রিয়
स्वयंचलित नियंत्रण,স্বয়ংক্রিয় নিয়ন্ত্রণ
स्वयंचलित शोध,স্বয়ংক্রিয় সনাক্তকরণ
स्वयंचलित उपकरणे,স্বয়ংক্রিয় সরঞ্জাম
स्वयंचलित वारंवारता नियंत्रण,স্বয়ংক্রিয় ফ্রিকোয়েন্সি নিয়ন্ত্রণ
स्वयंचलित मर्यादा,স্বয়ংক্রিয় সীমাবদ্ধ
स्वयंचलित मशीन,স্বয়ংক্রিয় মেশিন
स्वयंचलित Phasae नियंत्रण,স্বয়ংক্রিয় ফ্যাসি নিয়ন্ত্রণ
स्वयंचलित चित्र संप्रेषण,স্বয়ংক্রিয় চিত্র সংক্রমণ
स्वयंचलित प्लेबॅक,স্বয়ংক্রিয় প্লেব্যাক
स्वयंचलित उर्जा नियंत्रण,স্বয়ংক্রিয় শক্তি নিয়ন্ত্রণ
स्वयंचलित प्रोग्रामिंग,স্বয়ংক্রিয় প্রোগ্রামিং
स्वयंचलित रेकॉर्डिंग,স্বয়ংক্রিয় রেকর্ডিং
स्वयंचलित रीसेट,স্বয়ংক্রিয় রিসেট
स्वयंचलित शटर,স্বয়ংক্রিয় শাটার
स्वयंचलित प्रणाली,স্বয়ংক্রিয় সিস্টেম
स्वयंचलित टेलिफोन,স্বয়ংক্রিয় টেলিফোন
स्वयंचलित तापमान नियंत्रण,স্বয়ংক্রিয় তাপমাত্রা নিয়ন্ত্রণ
स्वयंचलित व्होल्टेज नियामक,স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রক
स्वयंचलित व्हॉल्यूम कॉम्प्रेसर,স্বয়ংক্রিয় ভলিউম সংক্ষেপক
स्वयंचलित व्हॉल्यूम नियंत्रण,স্বয়ংক্রিয় ভলিউম নিয়ন্ত্রণ
स्वयंचलित व्हॉल्यूम विस्तारक,স্বয়ংক্রিয় ভলিউম এক্সপেন্ডার
ऑटोमेशन,অটোমেশন
ऑटोमेशन नियंत्रण,অটোমেশন নিয়ন্ত্রণ
ऑटोमेशन फ्रिक्वेन्सी कंट्रोलर,অটোমেশন ফ্রিকোয়েন্সি নিয়ামক
सहाय्यक,সহায়ক
सहाय्यक ऑडिओ बस,সহায়ক অডিও বাস
उपलब्ध शक्ती,উপলব্ধ শক্তি
हिमस्खलन ब्रेकडाउन,তুষারপাত ভাঙ্গন
सरासरी जीवन,গড় আয়ু
सरासरी दबाव,গড় চাপ
सरासरी वेग,গড় গতি
फिरकीची अक्ष,স্পিনের অক্ষ
अजीमुथ,আজিমুথ
अजीमुथ कोन,আজিমুথ কোণ
अजीमुथ त्रुटी,আজিমুথ ত্রুটি
मागे प्रकाश,পিছনে আলো
बॅक प्रोजेक्शन,পিছনে অভিক্ষেপ
बॅक व्होल्टेज (= रिव्हर्स व्होल्टेज),ব্যাক ভোল্টেজ (= বিপরীত ভোল্টেজ)
बॅकफायर (आर्क बॅक),ব্যাকফায়ার (আর্ক ব্যাক)
पार्श्वभूमी प्रकाश,পটভূমি আলো
पार्श्वभूमी आवाज,পিছনের শব্দ
पार्श्वभूमी प्रोजेक्शन,পটভূমি প্রক্ষেপণ
बॅकअप,ব্যাকআপ
बफल,বাফেল
बेकिंग,বেকিং
संतुलित ऑडिओ,সুষম অডিও
संतुलित ऑडिओ लाइन,ভারসাম্যহীন অডিও লাইন
संतुलित ट्रान्समिशन लाइन,সুষম সংক্রমণ লাইন
संतुलन,ভারসাম্য
गिट्टी,ব্যালাস্ট
गिट्टी फॅक्टर,ব্যালাস্ট ফ্যাক্টর
बालुन,বালুন
बँड,ব্যান্ড
बँड पास फिल्टर,ব্যান্ড পাস ফিল্টার
बँड निवडकर्ता,ব্যান্ড নির্বাচক
बँड स्प्लिटिंग,ব্যান্ড বিভাজন
बँड स्टॉप फिल्टर,ব্যান্ড স্টপ ফিল্টার
बँड स्विच,ব্যান্ড সুইচ
बँड ट्यूनिंग,ব্যান্ড টিউনিং
बँडविड्थ,ব্যান্ডউইথ
बार,বার
बार कोड,বার কোড
बार डेटा,বার ডেটা
बेअर बँड,বেয়ার ব্যান্ড
बेअर दिवा,বেয়ার ল্যাম্প
धान्याचे कोठार,শস্যাগার দরজা
बेस बँड,বেস ব্যান্ড
बेस बँड सिग्नल,বেস ব্যান্ড সিগন্যাল
बेस बँड सिस्टम,বেস ব্যান্ড সিস্টেম
बेस ब्राउझर,বেস ব্রাউজার
बेस कलेक्टर जंक्शन,বেস কালেক্টর জংশন
बेस इन्सुलेटर,বেস ইনসুলেটর
बास,বাস
बास भरपाई,বাস ক্ষতিপূরণ
बास लाऊडस्पीकर (वूफर),বাস লাউডস্পিকার (ওফার)
बॅच स्कॅनिंग,ব্যাচ স্ক্যানিং
बॅटरी चार्जिंग,ব্যাটারি চার্জ হইতেছে
तुळई,মরীচি
बीट,বীট
बीट फ्रिक्वेन्सी ऑसीलेटर,বীট ফ্রিকোয়েন্সি দোলক
बेल,বেল
पूर्वाग्रह,পক্ষপাত
बायस सर्किट,বায়াস সার্কিট
पूर्वाग्रह वारंवारता,বায়াস ফ্রিকোয়েন্সি
बायस व्होल्टेज,অত্যাধিক ভোল্টেজ
पुढील दिशेने पक्षपाती,সামনের দিকে পক্ষপাতদুষ্ট
द्वि-दिशात्मक मायक्रोफोन,দ্বি-দিকনির্দেশক মাইক্রোফোন
बिलबोर्ड,বিলবোর্ড
बिलबोर्ड अर्ज,বিলবোর্ড অ্যাপ্লিকেশন
द्वि-धातूचा घटक,দ্বি-ধাতব উপাদান
बायनरी,বাইনারি
बायनरी कोडित दशांश,বাইনারি কোডেড দশমিক
बायनरी अंक (बिट),বাইনারি অঙ্ক (বিট)
बायनरी नंबर,বাইনারি সংখ্যা
बिनौरल सुनावणी,বাইনোরাল শুনানি
दुर्बिणी,বাইনোকুলার
बायोमेट्रिक,বায়োমেট্রিক
द्विध्रुवीय ट्रान्झिस्टर,বাইপোলার ট্রানজিস্টর
बिट वाटप,বিট বরাদ্দ
बिट रेट,বিট রেট
काळा आणि पांढरा टीव्ही,কালো এবং সাদা টিভি
रिक्त,ফাঁকা
ब्लँकिंग मध्यांतर,ফাঁকা ব্যবধান
ब्लँकिंग लेव्हल,ব্ল্যাঙ্কিং স্তর
ब्लेडर रेझिस्टन्स,ব্লিডার প্রতিরোধের
ब्लिम्पेड कॅमेरा,ব্লিমড ক্যামেরা
आंधळे चकाकी,অন্ধ ঝলক
डोळे मिचकावणे,পলক
डोळे मिचकावणे,জ্বলজ্বল
ब्लॉक कोड,ব্লক কোড
ब्लॉक आकृती,ব্লক ডায়াগ্রাম
ब्लॉक इंटरलीव्ह,ব্লক ইন্টারলিভ
कॅपेसिटर अवरोधित करणे,ব্লকিং ক্যাপাসিটার
ऑसीलेटर अवरोधित करणे,দোলক ব্লক করা
ब्लूम,পুষ্প
ब्लो दिवा,ল্যাম্প ব্লো
ब्लो पाईप,পাইপ ব্লো
ब्लोअर,ব্লোয়ার
ब्लूटूथ,ব্লুটুথ
बॉडी कॅपेसिटन्स,দেহ ক্যাপাসিট্যান্স
बुकमार्क,বুকমার্ক
बुलियन बीजगणित,বুলিয়ান বীজগণিত
भरभराट,বুম
चालना,প্রচার করা
बूस्टर,বুস্টার
बूस्टर लाइट,বুস্টার লাইট
चालना,বুস্টিং
बूटिंग,বুটিং
बूटस्ट्रॅप,বুটস্ট্র্যাপ
तळाशी प्रकाश,নীচে আলো
बाउन्स लाइट,বাউন্স লাইট
यंत्रातील बिघाड,ভাঙ্গা
व्होल्टेज खाली करा,ভাঙ্গন ভোল্টেজ
पूल घटक,সেতু উপাদান
ब्रिज रेक्टिफायर,সেতু সংশোধনকারী
ब्रिज केलेले ‘टी’ अ‍ॅटेन्युएटर,ব্রিজযুক্ত ‘টি’ অ্যাটেনুয়েটর
ब्रिज केलेली रचना,ব্রিজযুক্ত কাঠামো
ब्रिजिंग,ব্রিজিং
ब्रिजिंग एम्पलीफायर,ব্রিজিং এম্প্লিফায়ার
ब्रिजिंग लॉस,ব্রিজিং ক্ষতি
चमक,উজ্জ্বলতা
ब्राइटनेस कंट्रोल,উজ্জ্বলতা নিয়ন্ত্রণ
ठिसूळ,ভঙ্গুর
ठिसूळ पदार्थ,ভঙ্গুর পদার্থ
ब्रॉडबँड,ব্রডব্যান্ড
ब्रॉडबँड एम्पलीफायर,ব্রডব্যান্ড পরিবর্ধক
ब्रॉडबँड आयएसडीएन,ব্রডব্যান্ড আইএসডিএন
ब्रॉडबँड सिस्टम,ব্রডব্যান্ড সিস্টেম
प्रसारण आणि संप्रेषण तंत्रज्ञान,সম্প্রচার এবং যোগাযোগ প্রযুক্তি
प्रसारण कव्हरेज,সম্প্রচার কভারেজ
ब्रॉडकास्ट रिसीव्हर,সম্প্রচার গ্রহনকারী যন্ত্র
प्रसारण सेवा नियोजन,সম্প্রচার পরিষেবা পরিকল্পনা
ब्रॉडकास्ट ट्रान्समीटर,সম্প্রচার ট্রান্সমিটার
प्रसारक,সম্প্রচারক
प्रसारण,সম্প্রচার
प्रसारण स्टेशन,সম্প্রচার কেন্দ্র
तुटलेली,ভাঙ্গা
ब्राउझर,ব্রাউজার
ब्राउझिंग,ব্রাউজিং
बबल,বুদ্বুদ
बफर,বাফার
बफर एम्पलीफायर,বাফার পরিবর্ধক
बफर ट्यूब,বাফার টিউব
किडा,বাগ
अंगभूत अँटेना,অন্তর্নির্মিত অ্যান্টেনা
बर्नर,বার্নার
बर्निंग,জ্বলন্ত
