Hindi,Punjabi
उभयध्रुवीय,ਬਾਈਪੋਲਰ
प्रवर्धन,ਵਾਧਾ
प्रवर्धक,ਐਂਪਲੀਫਾਇਰ
प्रवर्धक दक्षता,ਐਂਪਲੀਫਾਇਰ ਕੁਸ਼ਲਤਾ
आयाम,ਮਾਪ
आयाम क्षीणन,ਐਪਲੀਟਿਊਡ attenuation
आयाम मॉडुलित ए.एम. दोलित्र,ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਡ AM ਔਸਿਲੇਟਰ
आयाम मॉडुलन,ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਸ਼ਨ
आयाम मॉडुलक,ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਰ
एंगस्ट्रॉम इकाई,ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ
अनुरूप परिपथ,ਐਨਾਲਾਗ ਸਰਕਟ
अनुरूप कंप्यूटर,ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
अनुरूप फिल्टर,ਐਨਾਲਾਗ ਫਿਲਟਰ
अनुरूप बहुमापी,ਐਨਾਲਾਗ ਮਲਟੀਮੀਟਰ
अनुरूप स्विच,ਐਨਾਲਾਗ ਸਵਿੱਚ
AND गेट,ਅਤੇ ਗੇਟ
कोणीय आवृत्ति,ਕੋਣੀ ਬਾਰੰਬਾਰਤਾ
"ऋणायन, एनॉयन","anion, anion"
अनीलन तापमान,ਐਨੀਲਿੰਗ ਤਾਪਮਾਨ
ऐनोड,ਐਨੋਡ
ऐनोड प्रवर्धक,ਐਨੋਡ ਐਂਪਲੀਫਾਇਰ
ऐनोडी करण,anodyne
ऐन्टेना,ਐਂਟੀਨਾ
ऐन्टेना घटक,ਐਂਟੀਨਾ ਕੰਪੋਨੈਂਟ
परावर्तन रोधी लेपन,ਵਿਰੋਧੀ ਪ੍ਰਤੀਬਿੰਬ ਪਰਤ
प्रतिलघुगुणक प्रवर्धक,ਐਂਟੀਲੌਗਿਨ ਐਂਪਲੀਫਾਇਰ
प्रतिअनुनादी परिपथ,antiresonant ਸਰਕਟ
द्वारक काल,ਦੁਆਰਕ ਕਾਲ
आभासीय शक्ति,ਵਰਚੁਅਲ ਪਾਵਰ
तार संयोजन,ਤਾਰ ਕੁਨੈਕਸ਼ਨ
सन्निकट वोल्टता लब्धि,ਲਗਭਗ ਵੋਲਟੇਜ ਲਾਭ
आर्मस्ट्रांग माडुलक,armstrong modulator
ऐन्टेना-व्यूह,ਐਂਟੀਨਾ ਐਰੇ
"आकार अनुपात, अभिमुखता अनुपात","ਆਕਾਰ ਅਨੁਪਾਤ, ਆਕਾਰ ਅਨੁਪਾਤ"
अस्थायी परिपथ (मुक्तचालित परिपथ),ਫਲੋਟਿੰਗ ਸਰਕਟ (ਮੁਫ਼ਤ ਓਪਰੇਟਿੰਗ ਸਰਕਟ)
स्वचालित बहुकंपित्र,ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
अस्थायी बहुकंपित्र,ਫਲੋਟਿੰਗ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
असममित संधि,ਅਸਮਿਤ ਜੰਕਸ਼ਨ
अतुल्यकाली गणक,ਅਸਿੰਕ੍ਰੋਨਸ ਕੈਲਕੁਲੇਟਰ
परमाणु,ਪ੍ਰਮਾਣੂ
परमाणु संख्या,ਪਰਮਾਣੂ ਨੰਬਰ
परमाणु संरचना,ਪਰਮਾਣੂ ਬਣਤਰ
श्रव्य प्रवर्धक,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
श्रव्य प्रवर्धक,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
श्रव्य कैसेट,ਆਡੀਓ ਕੈਸੇਟ
श्रव्य परिपथ,ਆਡੀਓ ਸਰਕਟ
श्रव्य आवृत्ति,ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ
स्वत: वोल्टता नियंत्रण,ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਕੰਟਰੋਲ
एवलांश,ਬਰਫ਼ਬਾਰੀ
औसत संसूचक,ਔਸਤ ਖੋਜੀ
अक्षीय विधा,ਧੁਰੀ ਮੋਡ
अक्षीय अनुपात,ਧੁਰੀ ਅਨੁਪਾਤ
ऐन्टेना,ਐਂਟੀਨਾ
पश्च विद्युत वाहक बल,ਵਾਪਸ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ
पश्च क्षेत्र,ਪਿਛਲਾ ਖੇਤਰ
पश्च प्रकीर्णन,ਵਾਪਸ ਸਕੈਟਰ
पृष्ठभूमि आवेश,ਪਿਛੋਕੜ ਚਾਰਜ
पार्श्व रव,ਪਾਸੇ ਦਾ ਰੌਲਾ
पश्चगमन,ਪਿਛਾਖੜੀ
पश्चपालि विकिरण,ਪਿਛਲਾ ਕਿਰਨ
बैकवार्ड डायोड/पश्च डायोड,ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ
पश्चगामी तरंग दोलक,ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ
"बाधिका, व्यारोध","ਰੁਕਾਵਟ, ਰੁਕਾਵਟ"
बाधिका,ਰੁਕਾਵਟ
संतुलित सेतु,ਸੰਤੁਲਿਤ ਪੁਲ
संतुलित विमॉडुलक,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
संतुलित मॉडुलक,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
संतुलित परिपथ,ਸੰਤੁਲਿਤ ਸਰਕਟ
संतुलित ढाल संसूचक,ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ
धारा स्थिरक प्रतिरोध,ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ
बोलोमीटर,ਬੋਲੋਮੀਟਰ
बोलोमीटर सेतु,ਬੋਲੋਮੀਟਰ ਪੁਲ
बलून,ਗੁਬਾਰਾ
बनाना जैक,ਕੇਲਾ ਜੈਕ
बनाना प्लग,ਕੇਲੇ ਦਾ ਪਲੱਗ
"बैंड, पट्टी","ਪੱਟੀ, ਪੱਟੀ"
बैंड चालक,ਬੈਂਡ ਡਰਾਈਵਰ
बैंड ऊर्जा,ਬੈਂਡ ਊਰਜਾ
बैंड अंतराल,ਬੈਂਡ ਗੈਪ
बैडपारक प्रवर्धक,ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ
बैंड पारक फिल्टर,ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ
बॉड दर जनित्र,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
बैंडफैलाव,banddispersion
बैंड रोधक,ਬੈਂਡ ਰੋਧਕ
बैंड विरामक फिल्टर,ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ
बैंड विस्तार,ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ
बैंड वर्जक फिल्टर,ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ
बैंड विस्तार विक्षेपण गुणक,ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ
बैंड विस्तार दूरी गुणक,ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ
"पुंज संधारित्र, बैंक संधारित्र","ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ"
"बारकर कूट, बारकर कोड","ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ"
बार्रवाउजेन कसौटी,barravaugen ਮਾਪਦੰਡ
बैरेटर,ਬੈਰਟਰ
रोध,ਰੁਕਾਵਟ
रोध संधारित्र,ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ
रोधिका उर्जा,ਰੁਕਾਵਟ ਊਰਜਾ
रोधी वोल्टता,ਰੋਧਕ ਵੋਲਟੇਜ
बार्टलेट विंडो,ਬਾਰਟਲੇਟ ਵਿੰਡੋ
"आधार, बेस","ਅਧਾਰ, ਅਧਾਰ"
आधार बैंड,ਅਧਾਰ ਬੈਂਡ
आधार बैंड संचरण,ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ
आधार आवेश,ਬੇਸ ਚਾਰਜ
आधार धारा,ਅਧਾਰ ਮੌਜੂਦਾ
आधार धारा स्रोत,ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ
आधार कर्तन,ਅਧਾਰ ਕੱਟਣਾ
आधार मादन,ਆਧਾਰ ਮਦਨ
आधार उत्सर्जक संभरण,ਬੇਸ ਐਮੀਟਰ ਫੀਡ
आधार उत्सर्जक संधि,ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ
आधार अंतःक्षेपण,ਅਧਾਰ ਟੀਕਾ
आधार रेखा,ਜ਼ਮੀਨੀ ਲਾਈਨ
आधार प्रतिरोध,ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ
आधार स्रोत,ਅਧਾਰ ਸਰੋਤ
आधार विस्तारण प्रतिरोध,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
आधार विस्तारण प्रतिरोध,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
आधार मोटाई,ਅਧਾਰ ਮੋਟਾਈ
आधार अभिगमन,ਅਧਾਰ ਪਹੁੰਚ
"आधार चौड़ाई मॉडुलन, आधार विस्तार मॉडुलन","ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ"
आधार संग्राहक संधि,ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ
बास,ਗੰਧ
बास आवृत्ति,ਬਾਸ ਬਾਰੰਬਾਰਤਾ
बैटरी,ਬੈਟਰੀ
बॉड,ਬੌਡ
बॉड रेट,ਬੌਡ ਦਰ
बॉड दर जनित्र,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
बोदो कोड,ਬੋਡੋ ਕੋਡ
"संकेत देना, बीकन","ਸੰਕੇਤ, ਬੀਕਨ"
"मणिका, बीड","ਮਨਿਕਾ, ਬੀਡ"
मणिक संधारित्र,manic capacitor
मणिकातापी प्रतिरोधक,ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ
"किरणपुंज ऐन्टेना, बीम ऐन्टेना","ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ"
किरणपुंज खोजी,ਬੀਮ ਡਿਟੈਕਟਰ
किरणपुंज शक्ति नली,ਬੀਮ ਪਾਵਰ ਹੋਜ਼
किरणपुंज स्विचन नलिका,ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ
किरणपुंज विस्तार,ਬੀਮ ਦਾ ਵਿਸਥਾਰ
विस्पंद आवृत्ति,ਬੀਟ ਬਾਰੰਬਾਰਤਾ
विस्पन्द-आवृत्ति दोलक,ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ
विस्पंद दोलक,ਪਲਸ ਔਸਿਲੇਟਰ
बेल,ਘੰਟੀ
बंकन हानि,ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ
बेसेल फिल्टर,ਬੇਸਲ ਫਿਲਟਰ
बीटा,ਬੀਟਾ
बी-एच वक्र,b-h ਵਕਰ
"अभिनति, बायस","ਪੱਖਪਾਤ, ਪੱਖਪਾਤ"
बायस धारा,ਪੱਖਪਾਤ ਮੌਜੂਦਾ
बायस-प्रतिरोधक,ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ
द्विशंकु ऐन्टेना,ਡਬਲ ਐਂਟੀਨਾ
द्विदिशी लोड धारा,ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ
द्विदैशिक ऐन्टेना,ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ
द्विदैशिक प्रकाश उत्सर्जक डायोड,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ
द्विदिक् थाइरिस्टर,ਦੋ-ਦਿਸ਼ਾਵੀ thyristor
द्वि FET तकनीक,bi FET ਤਕਨਾਲੋਜੀ
द्विसूत्री ट्रांसफार्मर,ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ
द्विसूत्री आआवलन,ਡਬਲ ਫਿਊਜ਼ਨ
द्विपार्श्विक परिपथ,ਦੁਵੱਲੀ ਸਰਕਟ
द्विआधारी,ਬਾਈਨਰੀ
द्विआधारी योग,ਬਾਈਨਰੀ ਜੋੜ
द्विआधारी परिपथ,ਬਾਈਨਰੀ ਸਰਕਟ
द्वि-आधारी कोडित दशमलव,ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ
द्वि-आधारी कोडित दशमलव प्रणाली,ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ
द्विआधारी द्विपरिवर्तक संधारित्र,ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ
द्विआधारी गणक,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
द्विआधारी गणित्र,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
द्विआधारी कूट वाचक,ਬਾਈਨਰੀ ਡੀਕੋਡਰ
द्विआधारी सीढ़ी,ਬਾਈਨਰੀ ਪੌੜੀ
द्विआधारी पथमापी,ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ
द्विआधारी अवस्था,ਬਾਈਨਰੀ ਸਥਿਤੀ
द्विआधारी-दशमिक विकोडक,ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ
द्विआधारी भार,ਬਾਈਨਰੀ ਲੋਡ
द्विआधारी शब्द,ਬਾਈਨਰੀ ਸ਼ਬਦ
द्विध्रुवी,ਬਾਈਪੋਲਰ
द्विध्रुवी संधारित्र,ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ
द्विध्रुवी युक्ति,ਦੋਧਰੁਵੀ ਜੰਤਰ
द्विध्रुवी स्रोत,ਦੋਧਰੁਵੀ ਸਰੋਤ
द्विध्रुवी ट्राजिस्टर,ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ
द्विध्रुवी संधि ट्रांजिस्टर,ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ
द्विघाती फिल्टर,ਚਤੁਰਭੁਜ ਫਿਲਟਰ
द्विस्थितिक,ਡਬਲ ਸਥਿਤੀ
द्विस्थितिक बहुकंपित्र,ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
द्विस्थितिक रिले,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ
द्विस्थितिक अवस्था,ਦੋ-ਪੜਾਅ ਰਾਜ
द्विस्थितिक ट्रिगर,ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ
बिट त्रुटि,ਬਿੱਟ ਗਲਤੀ
बिट त्रुटि दर,ਬਿੱਟ ਗਲਤੀ ਦਰ
बिट त्रुटि,ਬਿੱਟ ਗਲਤੀ
बिटकाल त्रुटि,ਬਿਟਕਲ ਗਲਤੀ
अंध पेटी,ਅੰਨ੍ਹੇ ਬਾਕਸ
समाच्छादी स्पंद,ਸੰਘਣੀ ਨਬਜ਼
स्रावक,ਸਕੱਤਰ
स्रावी प्रतिरोधक,secretory inhibitor
अंधगति,ਅੰਨ੍ਹਾਪਨ
खंड आरेख,ਖੰਡ ਚਿੱਤਰ
अवरूद्ध प्रतिबाधा,ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ
खंडक स्थानांतरण,ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ
अवरोधन,ਰੁਕਾਵਟ
अवरोधी संधारित्र,ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ
अवरोधी संधारित्र,ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ
अवरोधी दोलक,ਬਲਾਕਿੰਗ ਔਸਿਲੇਟਰ
अवरोधी दोलक,ਰੋਧਕ ਔਸਿਲੇਟਰ
अवरोधी वोल्टता,ਰੋਧਕ ਵੋਲਟੇਜ
ब्लोवर,ਉਡਾਉਣ ਵਾਲਾ
बोडे आरेख,ਬੋਡ ਚਿੱਤਰ
वोल्ट्जमान संबंध,voltzmann ਸਬੰਧ
वोल्ट्जमान स्थिंराक,ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ
बंध,ਬਾਂਡ
आबद्ध विकृति प्रमापी,ਬਾਊਂਡ ਸਟਰੇਨ ਗੇਜ
स्वोत्थानी प्रवर्धक,ਸਵੈ-ਸਹਾਇਤਾ ਐਂਪਲੀਫਾਇਰ
बूलीय बीजगणित,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
बूलीय समीकरण,ਬੂਲੀਅਨ ਸਮੀਕਰਨ
"बूट स्ट्रैपन, स्वोत्थान",ਬੂਟ Strapon
बूथ्स आल्गोरिदम,ਬੂਥ ਦਾ ਐਲਗੋਰਿਦਮ
बूटस्ट्रैप प्रसर्प परिपथ,ਬੂਟਸਟਰੈਪ ਪ੍ਰਿਜ਼ਮ ਸਰਕਟ
बॉसकर्ट्स नियम,bosscutts ਨਿਯਮ
बोस-चौधरी होकिनहाम (बी.सी.एच) कोड,ਬੋਸ-ਚੌਧਰੀ ਹਾਕਨਹੈਮ (ਬੀਸੀਐਚ) ਕੋਡ
"झंप, उछाल","ਛਾਲ, ਛਾਲ"
परिबद्ध इलेक्ट्रॉन,ਬੰਨ੍ਹਿਆ ਇਲੈਕਟ੍ਰੋਨ
ब्रैग परावर्तक,ਬ੍ਰੈਗ ਰਿਫਲੈਕਟਰ
गुंफित तार,ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ
शाखा,ਸ਼ਾਖਾ
शाखन,ਬ੍ਰਾਂਚਿੰਗ
प्रयोग पट्ट,ਪ੍ਰਯੋਗ ਬੋਰਡ
भंजन क्षेत्र,ਬਰੇਕ ਜ਼ੋਨ
भंजन वोल्टता,ਵੋਲਟੇਜ ਤੋੜਨਾ
भंजन डायोड,ਟੁੱਟਣ ਵਾਲਾ ਡਾਇਡ
भंजन संनिर्धारण,ਫ੍ਰੈਕਚਰ ਫਿਕਸੇਸ਼ਨ
भंजन वोल्टता,ਵੋਲਟੇਜ ਤੋੜਨਾ
सेतु,ਪੁਲ
सेतु दिष्टकारी,ਪੁਲ ਸੁਧਾਰਕ
विस्तृत बैंड,ਚੌੜਾ ਬੈਂਡ
प्रसारण बैंड,ਪ੍ਰਸਾਰਣ ਬੈਂਡ
निरक्षीय व्यूह,ਸੂਖਮ ਐਰੇ
प्रसारण,ਪ੍ਰਸਾਰਣ
प्रसारण ऐन्टेना,ਪ੍ਰਸਾਰਣ antenna
प्रसारण ग्राही,ਪ੍ਰਸਾਰਣ ਪ੍ਰਾਪਤਕਰਤਾ
आवृत्ति प्रसारण अभिग्राही,ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ
प्रसारण प्रेषित्र,ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ
बूस्टर ऐन्टेना,ਬੂਸਟਰ ਐਂਟੀਨਾ
बूस ऐन्टेना,ਬੱਸ ਐਂਟੀਨਾ
ब्रश विसर्जन,ਬੁਰਸ਼ ਇਮਰਸ਼ਨ
बुदबूदु AND गेट,ਬੁਲਬੁਲਾ ਅਤੇ ਗੇਟ
बुदबूदु OR गेट,ਬੁਡਬੁਦੁ ਜਾਂ ਗੇਟ
बुदबूदु स्मृति,ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
प्रतिकारी वोल्टता,ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲੀ ਵੋਲਟੇਜ
बफर,ਬਫਰ
बफर प्रवर्धक,ਬਫਰ ਐਂਪਲੀਫਾਇਰ
बफर परिपथ,ਬਫਰ ਸਰਕਟ
बफर परिचालक,ਬਫਰ ਆਪਰੇਟਰ
बफर पंजी,ਬਫਰ ਰਜਿਸਟਰ
बल्व,ਬੱਲਬ
समष्टि प्रभाव,ਆਬਾਦੀ ਪ੍ਰਭਾਵ
समष्टि अर्धचालक युक्ति,ਮੈਕਰੋ ਸੈਮੀਕੰਡਕਟਰ ਜੰਤਰ
गुच्छक,ਝੁੰਡ
निमज्जित विनिमय,ਡੁੱਬਿਆ ਐਕਸਚੇਂਜ
निमज्जित परत,ਡੁੱਬੀ ਪਰਤ
निमज्जित संपर्क,ਡੁੱਬਿਆ ਸੰਪਰਕ
प्रस्फोट प्रवर्धक,ਧਮਾਕੇ ਐਂਪਲੀਫਾਇਰ
प्रस्फोटी समाच्छादी,ਧਮਾਕੇ ਕਵਰ
प्रस्फोट फायरन,ਧਮਾਕੇ ਦੀ ਗੋਲੀਬਾਰੀ
प्रस्फोटी द्वार प्रवर्धक,ਵਿਸਫੋਟ ਦਰਵਾਜ਼ਾ ਐਂਪਲੀਫਾਇਰ
प्रस्फोटी विधा,ਬਰਸਟ ਮੋਡ
प्रस्फोटी पृथक्कारक,ਧਮਾਕੇ ਨੂੰ ਵੱਖ ਕਰਨ ਵਾਲਾ
प्रस्फोटी संकेत,ਧਮਾਕਾ ਸੰਕੇਤ
प्रस्फोट त्रुटि संशोधक कोड,ਬਰਸਟ ਗਲਤੀ ਸੁਧਾਰਕ ਕੋਡ
बस,ਕਾਫ਼ੀ
बस बार,ਬੱਸ ਪੱਟੀ
बस संगठन,ਬੱਸ ਸੰਸਥਾ
बस मानक,ਬੱਸ ਸਟੈਂਡਰਡ
बस क्षणिक,ਸਿਰਫ਼ ਪਲ ਪਲ
बटर वर्थ फिल्टर,ਮੱਖਣ ਦੀ ਕੀਮਤ ਫਿਲਟਰ
बीएनसी तार,bnc ਤਾਰ
बीएनसी जोड़क,BNC ਜੁਆਇੰਟਰ
"उपपथ, उपमार्ग",ਰਾਹ
उपमार्गी संधारित्र,ਬਾਈਪਾਸ capacitor
बाइट,ਬਾਈਟ
V बैंड,ਵੀ ਬੈਂਡ
C बैंड ऐन्टेना,C ਬੈਂਡ ਐਂਟੀਨਾ
तार,ਤਾਰ
तार मार्ग निर्धारण,ਤਾਰ ਰੂਟਿੰਗ
तार टेलिविजन,ਟੈਲੀਗ੍ਰਾਫ ਟੈਲੀਵਿਜ਼ਨ
कैश स्मृति,ਕੈਸ਼ ਮੈਮੋਰੀ
सिसिमय आवृत्ति मानक,ਸਿਸਿਮ ਫ੍ਰੀਕੁਐਂਸੀ ਸਟੈਂਡਰਡ
परिकलित्र,ਕੈਲਕੁਲੇਟਰ
अंशशोधन,ਕੈਲੀਬ੍ਰੇਸ਼ਨ
कॉल ऐड्रेस,ਕਾਲ ਪਤਾ
कॉलपिट दोलित्र,ਕਾਲਪਿਟ ਔਸਿਲੇਟਰ
कैम कोर्डर,ਕੈਮ ਕੋਰਡਰ
कैमरा,ਕੈਮਰਾ
कैमरा नली,ਕੈਮਰਾ ਹੋਜ਼
केंडेला,candela
कैंडल शक्ति,ਮੋਮਬੱਤੀ ਦੀ ਸ਼ਕਤੀ
कैन्टीलिवर विकृति प्रमापी,cantilever ਤਣਾਅ ਗੇਜ
धारिता,ਹੋਲਡ
धारिता रक्तचाप ट्रान्सड्यूसर,ਸਮਰੱਥਾ ਬਲੱਡ ਪ੍ਰੈਸ਼ਰ transducer
धारिता वितरक,ਹੋਲਡਿੰਗ ਵਿਤਰਕ
संधि धारिता,ਸੰਧੀ ਰੱਖਣ
धारिता मापी,ਸਮਰੱਥਾ ਗੇਜ
धारिता उद्ग्राही,ਹੋਲਡਿੰਗ ਕੁਲੈਕਟਰ
धारिता प्रतिघात,ਸਮਰੱਥਾ ਪ੍ਰਤੀਕਿਰਿਆ
"संधारी ऊर्जा परिवर्तित्र, ट्रासड्यूसर","Capacitive Energy Converter, Transducer"
संधारित्र,capacitor
संधारित्र बैंक,ਕੈਪੇਸੀਟਰ ਬੈਂਕ
संधारित्र फिल्टर,capacitor ਫਿਲਟਰ
संधारित्र निवेश फिल्टर,ਕੈਪੇਸੀਟਰ ਇੰਪੁੱਟ ਫਿਲਟਰ
चर्खी मोटर,ਵਿੰਚ ਮੋਟਰ
चर्खी सर्वो निकाय,ਪੁਲੀ ਸਰਵੋ ਬਾਡੀ
चर्खी,ਚਰਖੀ
प्रग्रहण,ਕੈਪਚਰ
प्रग्रहण परिच्छेद,ਕੈਪਚਰ ਸੈਕਸ਼ਨ
