Kannada,Malayalam
ಅಡಾಪ್ಟರ್ (ಅಡಾಪ್ಟರ್),അഡാപ്റ്റർ (അഡാപ്റ്റർ)
ಅಡಾಪ್ಟಿವ್ ಡಿಫರೆನ್ಷಿಯಲ್ ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಷನ್,അഡാപ്റ്റീവ് ഡിഫറൻഷ്യൽ പൾസ് കോഡ് മോഡുലേഷൻ
ವಿಳಾಸ ಪುಸ್ತಕ,മേൽവിലാസ പുസ്തകം
ವಿಳಾಸ ಬಸ್,വിലാസ ബസ്
ವಿಳಾಸ ಪರಿಹಾರ,വിലാസ മിഴിവ്
ಪಕ್ಕದ ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ,തൊട്ടടുത്തുള്ള ചാനൽ ഇടപെടൽ
ಪಕ್ಕದ ಚಾನಲ್ ಆಯ್ಕೆ,തൊട്ടടുത്തുള്ള ചാനൽ സെലക്ടീവി
ಪಕ್ಕದ ಆವರ್ತನ,അടുത്തുള്ള ആവൃത്തി
ಪಕ್ಕದ ಆವರ್ತನ ಚಾನಲ್,തൊട്ടടുത്തുള്ള ഫ്രീക്വൻസി ചാനൽ
ಪಕ್ಕದ ಚಿತ್ರ ವಾಹಕ,തൊട്ടടുത്തുള്ള ചിത്ര കാരിയർ
ಪಕ್ಕದ ಧ್ವನಿ ವಾಹಕ,തൊട്ടടുത്തുള്ള ശബ്ദ കാരിയർ
ಪಕ್ಕದ ನಿಲ್ದಾಣ,അടുത്തുള്ള സ്റ്റേഷൻ
ಹೊಂದಿಸಲಾಗುವ,കമീകരിക്കുന്ന
ಹೊಂದಾಣಿಕೆ ಕಂಡೆನ್ಸರ್,ക്രമീകരിക്കാവുന്ന കണ്ടൻസർ
ಒತ್ತಡವನ್ನು ಹೊಂದಿಸುವುದು,സമ്മർദ്ദം ക്രമീകരിക്കുന്നു
ವ್ರೆಂಚ್ ಹೊಂದಿಸಲಾಗುತ್ತಿದೆ,റെഞ്ച് ക്രമീകരിക്കുന്നു
ಹೊಂದಾಣಿಕೆ,കമപ്പെടുത്തല്
ನಿರ್ವಾಹಕ,ഭരണാധിപന്
ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ,നൂതന സാങ്കേതികവിദ്യ
ವೈಮಾನಿಕ,ഏരിയൽ
ವೈಮಾನಿಕ ರಚನೆ,ഏരിയൽ അറേ
ವೈಮಾನಿಕ ಬೂಸ್ಟರ್,ഏരിയൽ ബൂസ്റ്റർ
ವೈಮಾನಿಕ ಪ್ರವಾಹ,ഏരിയൽ കറന്റ്
ವೈಮಾನಿಕ ಅರ್ಥಿಂಗ್ ಸ್ವಿಚ್,എയറൽ ഇയർത്തിംഗ് സ്വിച്ച്
ವೈಮಾನಿಕ ದಕ್ಷತೆ,ഏരിയൽ കാര്യക്ഷമത
ವೈಮಾನಿಕ ಪ್ರತಿರೋಧ,ഏരിയൽ ഇതര
ವೈಮಾನಿಕ ಪ್ರಚೋದನೆ,ഏരിയൽ ഉൾപ്പെടുത്തൽ
ವೈಮಾನಿಕ ಅವಾಹಕ,ഏരിയൽ ഇൻസുലേറ്റർ
ವೈಮಾನಿಕ ಲೋಡಿಂಗ್ ಕಾಯಿಲ್,ഏരിയൽ ലോഡിംഗ് കോയിൽ
ವೈಮಾನಿಕ ography ಾಯಾಗ್ರಹಣ,ഏരിയൽ ഫോട്ടോഗ്രഫി
ವೈಮಾನಿಕ ಶಕ್ತಿ,ഏരിയൽ പവർ
ವೈಮಾನಿಕ ವಿಕಿರಣ ಮರುಪರಿಶೀಲನೆ,ആകാശ വികിരണ ഏലിസ്റ്റൻസ്
ವೈಮಾನಿಕ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ,ഏരിയൽ റിപ്രീൻസ്
ಧಾರ್ಮಿಕತೆ,എയറോഡൈനാമിക്സ്
ವಾಗ್ದಾನ,നിര്വ്വഹണം
ವಾಯು ಸಂಕೋಚಕ,എയർ കംപ്രസ്സർ
ವಾಯುಮಂಡಲ,എയർ കണ്ടൻസർ
ಗಾಳಿ ತಣ್ಣಗಾಯಿತು,വായു തണുപ്പിച്ചു
ಏರ್ ಕೋರ್ಡ್ ಕಾಯಿಲ್,എയർ കോർഡ് കോയിൽ
ಹವಾನಿಯಂತ್ರಣ,എയർ കണ്ടീഷനിംഗ്
ಪಂಥದ,ആൽബിഡോ
ಅಲ್ಗಾರಿದಮ್,അൽഗോരിതം
ಅಲಿಯಾಸೆ,അപരനാത്മകം
ಜೋಡಣೆ,വിന്യസിക്കുന്നു
ಜೋಡಣೆ,വിന്യാപകമായ
ಎಲ್ಲಾ ತರಂಗ ವೈಮಾನಿಕ,എല്ലാ തരംഗ ഏരിയലും
ಮನವಸಿಕೆ,പങ്കുവയ്ക്കല്
ವರ್ಣಮಾಲೆಯ,അക്ഷരകമായ
ವರ್ಣಮಾಲೆಯ,ആൽഫാന്യൂമെറിക്
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ,ആൽഫാന്യൂമെറിക് പ്രതീകം
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ,ആൽഫാന്യൂമെറിക് വിവരങ്ങൾ
ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.),ഇതര കറന്റ് (A.C.)
ಪರ್ಯಾಯ,ഒന്നിടവിട്ടമ്മ
ಆವರ್ತಕ,പകര്പ്പ്
ಎತ್ತರ,ഉയരം
ಅಪೊಗೀ ಎತ್ತರ,അപ്പോഗിയുടെ ഉയരം
ಪೆರಿಜಿಯ ಎತ್ತರ,പെരിജിയുടെ ഉയരം
ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ,അമേച്വർ റേഡിയോ ആശയവിനിമയം
ಒಳಭಾಗ,അന്തരീതം
ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್,അന്തരീക്ഷ മൈക്രോഫോൺ
ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ,അന്തരീക്ഷ അവസ്ഥ
ಸುತ್ತುವರಿದ ಬೆಳಕು,ആംബിയന്റ് ലൈറ്റിംഗ്
ಸುತ್ತುವರಿದ ಶಬ್ದ,ആംബിയന്റ് ശബ്ദം
ಹೊರಗಿನ ತಾಪಮಾನ,ആംബിയന്റ് താപനില
ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್,അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ്
ಒಂದು ಬಗೆಯ ಕಂತು,Ampere
ಕಪಾಟಿ ಮೀಟರ್,ആമ്പിയർ മീറ്റർ
ವರ್ಧನೆ,ആംപ്ലിഫിക്കേഷൻ
ವರ್ಧನೆ ಅಂಶ,ആംപ്ലിഫിക്കേഷൻ ഫാക്ടർ
ಉಲ್ಬಣಕ,ആംപ്ലിഫയർ
ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ,ആംപ്ലിഫയർ നേട്ടം
ವರ್ಧಕ ಶಬ್ದ,ആംപ്ലിഫയർ ശബ്ദം
ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು,ഉപകരണങ്ങൾ ആംപ്ലിഫൈയിംഗ് ചെയ്യുന്നു
ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು,Klystron ആംപ്ലിഫൈയിംഗ്
ವರ್ಧಿಸುವ ಘಟಕ,ആംപ്ലിഫൈയിംഗ് യൂണിറ്റിംഗ്
ವೈಶಾಲ್ಯ,വ്യാശമുള്ള
ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ,വ്യാപ്തി വികസനം
ವೈಶಾಲ್ಯ ವಿಹಾರ,ആംപ്ലിഡ്യൂഡ് ആസക്തി
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್,വ്യാപ്തി ഘടകം
ವೈಶಾಲ್ಯ,ആംപ്ലിറ്റ്യൂഡ് ലിമിറ്റർ
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್,ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റ് ചെയ്തു
ವೈಶಾಲ್ಯ,ആംപ്ലിറ്റ്ഇൻഡ് മോഡുലേഷൻ
ಅನಲಾಗ್ (,അനലോഗ് (അനലോഗ്)
ಸರ್ಕ್ಯೂಟ್,അനലോഗ് സർക്യൂട്ട്
ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್,അനലോഗ് കമ്പ്യൂട്ടർ
ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್,അനലോഗ് റേഡിയോ ഫ്രീക്വൻസി ചാനൽ
ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ,അനലോഗ് പ്രാതിനിധ്യം
ಅನಾಲಾಗ್ ಸಂಕೇತ,അനലോഗ് സിഗ്നൽ
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್,ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്
ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್,ഡിജിറ്റൽ കൺവെർട്ടറിലേക്കുള്ള അനലോഗ്
ಅನಾನುಕೂಲ ವಿಡಿಯೋ,അനലോഗ് വീഡിയോ
ಹೋಲುವ,അനസ്)
ಸಾದೃಶ್ಯ,അനലോഗി
ವಿಶ್ಲೇಷಣೆ,വിശകലനം
ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,ഡാറ്റയുടെ വിശകലനം
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ,അനലിറ്റിക്കൽ സാന്ദ്രത
ವಿಶ್ಲೇಷಿಸು,വിശകലനം ചെയ്യുക
ವಿಶ್ಲೇಷಕ,വിശകലന
ಪೂರಕ ಉಪಕರಣಗಳು,അനുബന്ധ ഉപകരണങ്ങൾ
ಮತ್ತು ಗೇಟ್,ഗേറ്റിലും
ಘರ್ಷಣೆಯ ಕೋನ,കൂട്ടിയിടിയുടെ കോണിൽ
ಧ್ರುವೀಕರಣದ ಕೋನ,ധ്രുവീകരണത്തിന്റെ കോണിൽ
ತಿರುಗುವಿಕೆಯ ಕೋನ,ഭ്രമണത്തിന്റെ ആംഗിൾ
ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å),Angstrom (å)
ಕೋನೀಯ,കോകാരുമായ
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,കോണീയ ത്വരണം
ಕೋನೀಯ ಸಮನ್ವಯ,കോണീയരായ കോ-ഓർഡിനേറ്റുകൾ
ಕೋನೀಯ ವಿಚಲನ,കോണീയ വ്യതിചലനം
ಕೋನೀಯ ಪ್ರಸರಣ,കോണീയ ചിതറിപ്പോയത്
ಕೋನೀಯ ಸ್ಥಳಾಂತರ,കോണീയ സ്ഥാനചലനം
ಕೋನೀಯ ದೋಷ,കോണീയ പിശക്
ಕೋನೀಯ ಆವರ್ತನ,കോണീയ ആവൃത്തി
ಕೋನೀಯ ಆವೇಗ,കോണീയ ആക്കം
ಕೋನೀಯ ಚಲನೆ,കോണീയ ചലനം
ಕೋನೀಯ ವೇಗ,കോണീയ പ്രവേഗം
ಅನೆ,ജീവസഞ്ചാരണം
ಆವರಣ,ആനോഡ്
ಆನೋಡ್ ಬ್ಯಾಟರಿ,അനോഡ് ബാറ്ററി
ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು,ആനോഡ് സ്വഭാവം
ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ,അനോഡ് സർക്യൂട്ട്
ಆನೋಡ್ ಹರಡುವಿಕೆ,ആനോഡ് ഡിസ്പിപ്പ്
ಆನೋಡ್ ದಕ್ಷತೆ,ആനോഡ് കാര്യക്ഷമത
ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ,ആനോഡ് ഇൻപുട്ട് പവർ
ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್,ആനോഡ് പരിഷ്കരണം
ಆನಂತಾ,ഏരിയെല്
ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್,ആന്റിന ബീഫ്റ്റ്വിഡ്ത്ത്
ಆಂಟೆನಾ ಬೂಸ್ಟರ್,ആന്റിന ബൂസ്റ്റർ
ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್,ആന്റിന ട്രാനെറ്റ് സ്വിച്ച്
ಆಂಟೆನಾ ಕಾಯಿಲ್,ആന്റിന കോയിൽ
ಆಂಟೆನಾ ಸಂರಚನೆ,ആന്റിന കോൺഫിഗറേഷൻ
ಆಂಟೆನಾ ಸಹಕ,ആന്റിന കപ്ലർ
ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್,ആന്റിന ക്രോസ് പോളാർ പാറ്റേൺ
ಪ್ರವಾಹ,ആന്റിന കറന്റ്
ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ,ആന്റിന ഡയറക്റ്റബേഷൻ നേട്ടം
ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್,ആന്റിന ഡ്യുപ്ലെർസർ
ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ,ആന്റിന ഫലപ്രദമായ പ്രദേശം
ಆಂಟೆನಾ ದಕ್ಷತೆ,ആന്റിന കാര്യക്ഷമത
ಆಂಟೆನಾ ಫೀಡ್,ആന്റിന ഫീഡ്
ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ,ആന്റിന ഫൂട്ട് പ്രിന്റ്
ಆಂಟೆನಾ ಗಳಿಕೆ,ആന്റിന നേട്ടം
ಆಂಟೆನಾ ಎತ್ತರ,ആന്റിന ഉയരം
ಪ್ರತಿರೋಧ,ആന്റിന ഇംപെഡൻസ്
ಆಂಟೆನಾ ಪ್ರಚೋದನೆ,ആന്റിന ഇൻഡക്റ്റൻസ്
ಆಂಟೆನಾ ಮಾದರಿ,ആന്റിന പാറ്റേൺ
ಪತಂಗ,ആന്റിന പ്ലെക്സർ
ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ,ആന്റിന പോളൈസേഷൻ
ಆಂಟೆನಾ ಶಕ್ತಿ,ആന്റിന പവർ
ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ,ആന്റിന പവർ ലാഭം
ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ,ആന്റിന റേഡിയേഷൻ പ്രതിരോധം
ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ,ആന്റിന റിനോപ്പൻസ്
ಆಂಟೆನಾ ಪ್ರತಿಫಲನ,ആന്റിന റിഫ്ലക്ടർ
ಆಂಟೆನಾ ಪ್ರತಿರೋಧ,ആന്റിന റെസിസ്റ്റൻസ്
ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ,ആന്റിന പുന ons ണ്ടന്റ് ആവൃത്തി
ಆಂತರಿಕ ಅಂತರ,ആന്റിന സ്പെയ്സിംഗ്
ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್,ആന്റിന സ്വിച്ചിംഗ് റൂം
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್,ആന്റിന ട്യൂണിംഗ് കോയിൽ
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್,ആന്റിന ട്യൂണിംഗ് ഹട്ട്
ದ್ಯುತಿರಂಧ್ರ,അപ്പേണ്ടർ
ಮಂಜುಗಡ್ಡೆಯ,അപ്പോജി
ಕಟಾ ರಾಕೆಟ್,അപ്പോജി റോക്കറ്റ്
ಉಪಕರಣ,ഉപകരണങ്ങള്
ಸ್ಪಷ್ಟ,കാണാവുന്ന
ರಭಸ,ആപ്ലെറ്റ്
ಅನ್ವಯಿಸು,അപേക്ഷ
ಅಂದಾಜು,ഏകദേശമായ
ಅಕ್ವೌಸ್ ಪರಿಹಾರ,ജല പരിഹാരം
ಚಾಪ,കമാനം
ವಾಸ್ತುಶಿಲ್ಪಿ,വാസ്തുവിദ
ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ,ശബ്ദ റെക്കോർഡിംഗിന്റെ ആർക്കൈവൽ കൈമാറ്റം
ಆರ್ಕೈವ್ಸ್,ഗന്ഥരക്ഷാലയം
ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್,അരിത്മെറ്റിക് കോഡിംഗ്
ಶಸ್ತ್ರಾಸ್ತ್ರ,യക്ഷി
ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್,അർമേച്ചർ വിൻഡിംഗ്
ರಂಗ,ശേണി
ಬಂಧಕ,അറസ്റ്റർ
ಉಚ್ಚ್ಯ,കൃതില്
ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ),ആർട്ടിഫക്റ്റ് (= ആർട്ടിഫാക്റ്റ്)
ಏರಿಕೆ,ആരോഹണം
ಶೋಧ ಅನುಪಾತ,വീക്ഷണാനുപാതം
ಷೋಬರೆ,അസംബ്ലി
ಪ್ರತಿಪಾದಿಸುವುದು,ഉറപ്പിച്ചുപറയല്
ನಿಯೋಜನೆ,ചുമതല
ನಿಯೋಜನೆ ಚಾನೆಲ್,അസൈൻമെന്റ് ചാനൽ
ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ,അസമമായ
ಅಸಮಕಾಲಿಕ,അസിൻക്രണസ്
ವಾತಾವರಣ,അന്തരീക്ഷം
ವಾತಾವರಣದ ನಷ್ಟ,അന്തരീക്ഷ നഷ്ടം
ವಾತಾವರಣದ ಶಬ್ದ,അന്തരീക്ഷ ശബ്ദം
ವಾತಾವರಣದ ಒತ್ತಡ,അന്തരീക്ഷമർദ്ദം
ವಾತಾವರಣದ ಪ್ರಸರಣ,അന്തരീക്ഷ പ്രചരണം
ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ,അന്തരീക്ഷ റേഡിയോ-വേവ്
ವಾತಾವರಣದ,അന്തരീക്ഷ
ಪರಮಾಣು,പരമാണു
ಪರಮಾಣು ರಚನೆ,ആറ്റോമിക ഘടന
ಬಾಂಧಾಣ,ബന്ധം
ಗಮನ,അറ്റൻവറൻസ്
ಅಟೆನ್ಯೂಯೇಷನ್ ​​ನಷ್ಟ,അറ്റൻവേേഷൻ നഷ്ടം
ಧ್ವನಿ ತರಂಗಗಳ ಅಟೆನ್ಯೂಯೇಷನ್,ശബ്ദ തരംഗങ്ങളുടെ അറ്റൻവേഷൻ
ಕೈಗೆಟುಕುವವನು,അറ്റൻവേറ്റർ
ಅಟೆಂಡು-ಪ್ಯಾಡ್,അറ്റൻവേറ്റർ പാഡ്
ಶ್ರದ್ಧೆಯ ಮಿತಿ,സവിശേഷത പരിധി
ಶ್ರವ್ಯ,ശ്രമത്തിനും
ಶ್ರವ್ಯ ಆವರ್ತನ,കേൾക്കാവുന്ന ആവൃത്തി
ಶ್ರವ್ಯ ಸ್ವರ,കേൾക്കാവുന്ന ടോൺ
ಸ್ವಸಾಧ್ಯ,കേൾക്കാവുന്ന-സ്പെക്ട്രം
ಪ್ರೇಕ್ಷಕರು,സദസര്
ಆವಿಷ್ಕಾರ,ഓഡിയോ
ಆಡಿಯೊ ಆಂಪ್ಲಿಫೈಯರ್,ഓഡിയോ ആംപ്ലിഫയർ
ಆಡಿಯೊ ವಿಶ್ಲೇಷಕ,ഓഡിയോ അനലൈസർ
ಆಡಿಯೊ ಪ್ರಸಾರ,ഓഡിയോ ബ്രോഡ്കാസ്റ്റിംഗ്
ಆಡಿಯೊ ಕೇಬಲ್,ഓഡിയോ കേബിൾ
ಆಡಿಯೊ ಸರಪಳಿ,ഓഡിയോ ചെയിൻ
ಆಡಿಯೊ ಕೋಡೆಕ್,ഓഡിയോ കോഡെക്
ಆಡಿಯೊ ಸಂಕೋಚನ,ഓഡിയോ കംപ്രഷൻ
ಆಡಿಯೊ ಸಂಕೋಚಕ,ഓഡിയോ കംപ്രസ്സർ
ಆಡಿಯೊ ಕನ್ಸೋಲ್,ഓഡിയോ കൺസോൾ
ಆಡಿಯೊ ಅಸ್ಪಷ್ಟತೆ,ഓഡിയോ വക്രീകരണം
ಆಡಿಯೊ ಡೈನಾಮಿಕ್ ಶ್ರೇಣಿ,ഓഡിയോ ഡൈനാമിക് ശ്രേണി
ಆಡಿಯೊ ಫೈಲ್ ಸ್ವರೂಪ,ഓഡിയോ ഫയൽ ഫോർമാറ്റ്
ಆಡಿಯೊ ಫ್ರೇಮ್ ಸ್ವರೂಪ,ഓഡിയോ ഫ്രെയിം ഫോർമാറ്റ്
ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್,ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ
ಆಡಿಯೊ ಆವರ್ತನ ಜನರೇಟರ್,ഓഡിയോ ഫ്രീക്വൻസി ജനറേറ്റർ
ಆಡಿಯೊ ಆವರ್ತನ ಶ್ರೇಣಿ,ഓഡിയോ ഫ്രീക്വൻസി ശ്രേണി
