Gujarati,Punjabi
અમરી નલ જૂથ (માટીના વાસણો),ਅਮਰੀ ਨਲ ਸਮੂਹ (ਮਿੱਟੀ ਦੇ ਭਾਂਡਿਆਂ ਦਾ)
અનાક્રોનિઝમ,ਐਨਾਕ੍ਰੋਨਿਜ਼ਮ
એનાક્રોનિસ્ટિક,ਐਨਾਕ੍ਰੋਨਿਸਟਿਕ
પૂર્વજ,ਪੂਰਵਜ
પૂર્વજની પૂજા,ਪੂਰਵਜ ਦੀ ਪੂਜਾ
વંશ,ਵੰਸ਼
વંશ,ਵੰਸ਼
વંશ,ਵੰਸ਼
વંશ,ਵੰਸ਼
પ્રાચીન શાસન,ਪ੍ਰਾਚੀਨ ਸ਼ਾਸਨ
પ્રાચીન,ਪ੍ਰਾਚੀਨ
પ્રાચીન લોકગીત,ਪ੍ਰਾਚੀਨ ਗੀਤ
પ્રાચીન માન્યતા,ਪ੍ਰਾਚੀਨ ਵਿਸ਼ਵਾਸ
પ્રાચીન રિવાજ,ਪ੍ਰਾਚੀਨ ਰਿਵਾਜ
પ્રાચીન ઇતિહાસ,ਪ੍ਰਾਚੀਨ ਇਤਿਹਾਸ
પ્રાચીન સ્મારકો,ਪ੍ਰਾਚੀਨ ਸਮਾਰਕ
ટુચકો,ਕਿੱਸਾ
એન્જેલોટ,ਐਂਜਲੋਟ
એન્જલસ,ਐਂਜਲਸ
એન્જેવિન (=એન્જેવિન),ਐਂਜੇਵਿਨ (=ਅੰਜੇਵਿਨ)
ખૂણો,ਕੋਣ
એંગ્લિકન,ਐਂਗਲੀਕਨ
એંગ્લિકન કોમ્યુનિયન,ਐਂਗਲੀਕਨ ਕਮਿਊਨੀਅਨ
અંગ્રેજવાદ,ਐਂਗਲੀਕਨਵਾਦ
એંગ્લો-ફોબ,ਐਂਗਲੋ-ਫੋਬ
એંગ્લો-ફોબિયા,ਐਂਗਲੋ-ਫੋਬੀਆ
એંગ્લો-સેક્સન,ਐਂਗਲੋ-ਸੈਕਸਨ
એંગ્લો-સેક્સોનિઝમ,ਐਂਗਲੋ-ਸੈਕਸੋਨਿਜ਼ਮ
એનાલિસ્ટ,ਐਨਾਲਿਸਟ
ઇતિહાસ,ਇਤਿਹਾਸ
જોડાણ,ਅਨੇਕਸ਼ਨ
એન્ટિ-બેલમ,ਐਂਟੀ-ਬੇਲਮ
તારીખ પહેલાં,ਪਿਛਲੀ ਤਾਰੀਖ
ક્લેરિકલિઝમ વિરોધી,ਵਿਰੋਧੀ ਮੌਲਵੀਵਾਦ
કારકુની વિરોધી કાયદો,ਕਲੈਰੀਕਲ ਵਿਰੋਧੀ ਕਾਨੂੰਨ
પ્રાચીનકાળ,ਪੁਰਾਤਨਤਾ
વિરોધી ભાડા,ਵਿਰੋਧੀ ਕਿਰਾਇਆ
વિરોધી ભાડા,ਵਿਰੋਧੀ ਕਿਰਾਇਆ
વિરોધી સેમિટિઝમ,ਵਿਰੋਧੀ ਸਾਮੀਵਾਦ
એન્ઝેક,ਐਨਜ਼ੈਕ
અપેલા,ਅਪੇਲਾ
અરાલુ,ਅਰਲੂ
આર્ક બિશપ,ਆਰਕ ਬਿਸ਼ਪ
કમાન ડચી,ਆਰਕ ਡਚੀ
આર્ક ડ્યુક,ਆਰਕ ਡਿਊਕ
આર્કાઇફ (=આર્કાઇવલ સંગ્રહ),ਪੁਰਾਲੇਖ (=ਪੁਰਾਲੇਖ ਸੰਗ੍ਰਹਿ)
આર્કિપીસ્કોપેટ,ਆਰਚੀਪੀਸਕੋਪੇਟ
કુલીન વર્ગ,ਕੁਲੀਨ
કુલીન,ਰਈਸ
કુલીન સ્નોબરી,ਕੁਲੀਨ ਸਨੋਬਰੀ
એરિસ્ટોટેલિયન,ਅਰਿਸਟੋਟਲੀਅਨ
આર્માડા,ਆਰਮਾਡਾ
આર્મડા (=ધ સ્પેનિશ આર્મડા),ਆਰਮਾਡਾ (= ਸਪੇਨੀ ਆਰਮਾਡਾ)
આર્મોરિસ્ટ (=આર્મરિસ્ટ),ਸ਼ਸਤਰਧਾਰਕ (=ਸ਼ਸਤਰਧਾਰਕ)
બખ્તર (=બખ્તર),ਸ਼ਸਤ੍ਰ (= ਸ਼ਸਤ੍ਰ)
આર્મરિસ્ટ,ਸ਼ਸਤਰਧਾਰਕ
આર્યન,ਆਰੀਅਨ
આર્યન,ਆਰੀਅਨ
અસ્કરી,ਅਸਕਰੀ
સોંપણી,ਅਸਾਈਨੈਟ
સહાય કરો,ਅਸਾਈਜ਼
સહાય કરો,ਅਸਾਈਜ਼
સહાય કરો,ਅਸਾਈਜ਼
આર્મ્સ એક્ટની સહાય,ਅਸਲਾ ਐਕਟ ਦੀ ਸਹਾਇਤਾ
ડેરેન પ્રેઝન્ટમેન્ટની સહાય,ਡੈਰੇਨ ਪ੍ਰੈਜ਼ੈਂਟਮੈਂਟ ਦੀ ਸਹਾਇਤਾ
મોર્ટ &#39;ડી&#39; પૂર્વજની સહાય,ਮੋਰਟ &#39;ਡੀ&#39; ਪੂਰਵਜ ਦੀ ਸਹਾਇਤਾ
નવલકથા ડીસીસીનની સહાય,ਨਾਵਲ ਡੀਸੀਸਿਨ ਦੀ ਸਹਾਇਤਾ
અત્યાચાર,ਅੱਤਿਆਚਾਰ
હુમલો,ਹਮਲਾ
ઓલિક કાઉન્સિલ,ਔਲਿਕ ਕੌਂਸਲ
દેવીની કુહાડી (=દેવીની કુહાડી),ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ (= ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ)
એક્સિસ (=ધ રોમ-બર્લિન-ટોક્યો એક્સિસ),ਐਕਸਿਸ (=ਰੋਮ-ਬਰਲਿਨ-ਟੋਕੀਓ ਐਕਸਿਸ)
બેબીલોન,ਬਾਬਲ
બેબીલોનીયન કેદ (=બેબીલોનીશ કેદ),ਬਾਬਲੀ ਗ਼ੁਲਾਮੀ (=ਬੇਬੀਲੋਨ ਦੀ ਗ਼ੁਲਾਮੀ)
બચનલ ભક્ત,ਬਚਨਲ ਭਗਤ
બચ્ચનલિયા,ਬਚਨਲਿਆ
સ્નાતક,ਕੁਆਰਾ
બગદાદ કરાર,ਬਗਦਾਦ ਸਮਝੌਤਾ
બાલ્કન લીગ,ਬਾਲਕਨ ਲੀਗ
બાલ્કન કરાર,ਬਾਲਕਨ ਸਮਝੌਤਾ
બાલ્કન યુદ્ધો,ਬਾਲਕਨ ਯੁੱਧ
બાલ્ટિક સંધિ,ਬਾਲਟਿਕ ਸਮਝੌਤਾ
ડાકુ,ਡਾਕੂ
બાંડુંગ કોન્ફરન્સ,ਬੈਂਡੁੰਗ ਕਾਨਫਰੰਸ
દેશનિકાલ,ਦੇਸ਼ ਨਿਕਾਲੇ
બેનર,ਬੈਨਰ
અસંસ્કારી,ਵਹਿਸ਼ੀ
બાર્બીકન,ਬਾਰਬੀਕਨ
બારડોલી સત્યાગ્રહ,ਬਾਰਡੋਲੀ ਸੱਤਿਆਗ੍ਰਹਿ
બાર્ન બર્નર્સ,ਬਾਰਨ ਬਰਨਰ
બેરોન,ਬੈਰਨ
બેરોનેજ,ਬੈਰੋਨੇਜ
બેરોન્સ મેજર,ਬੈਰੋਨਸ ਮੇਜਰਸ
બેરોન્સ સગીર,ਬੈਰੋਨਸ ਨਾਬਾਲਗ
બેરોનેસ,ਬੈਰੋਨੇਸ
બેરોનેટ,ਬੈਰੋਨੇਟ
બેરોનેટેજ,ਬੈਰੋਨੇਟੇਜ
બેરોનેટેજ,ਬੈਰੋਨੇਟੇਜ
બેરોનેટસી,ਬੈਰੋਨੇਟਸੀ
બેરોની,ਬੈਰੋਨੀ
બેરાકૂન,ਬੈਰਾਕੂਨ
બેરાકૂન,ਬੈਰਾਕੂਨ
બેરિકેડ (=બેરિકેડ),ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ)
બેરિકેડ (=બેરિકેડ),ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ)
બેરિકેડ (=બેરિકેડ),ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ)
મુખ્ય છાવણી,ਬੇਸ ਕੈਂਪ
બેસિલિકા,ਬੇਸਿਲਿਕਾ
બેસિલિકા,ਬੇਸਿਲਿਕਾ
બેસ્ટિલા,ਬਸਤੀਲਾ
બેસ્ટિલ,ਬੈਸਟਿਲ
બેસ્ટિલ,ਬੈਸਟਿਲ
બેટરી,ਬੈਟਰੀ
યુદ્ધ,ਲੜਾਈ
Batlle-એરે,ਬੈਟਲੇ-ਐਰੇ
યુદ્ધ ક્રાય,ਲੜਾਈ ਦਾ ਰੋਣਾ
યુદ્ધ દિન,ਲੜਾਈ ਦੀਨ
યુદ્ધ ક્ષેત્ર,ਲੜਾਈ ਦਾ ਮੈਦਾਨ
યુદ્ધ સ્તોત્ર,ਲੜਾਈ ਦਾ ਭਜਨ
સ્પર્સનું યુદ્ધ,ਸਪਰਸ ਦੀ ਲੜਾਈ
ધોરણનું યુદ્ધ,ਸਟੈਂਡਰਡ ਦੀ ਲੜਾਈ
યુદ્ધજહાજ,ਬੈਟਲਸ਼ਿਪ
યુદ્ધજહાજ-શક્તિ,ਬੈਟਲਸ਼ਿਪ-ਤਾਕਤ
Bayeux ટેપેસ્ટ્રી,Bayeux tapestry
બીકન,ਬੀਕਨ
બીકન ટાવર,ਬੀਕਨ ਟਾਵਰ
બીવર,ਬੀਵਰ
બીવર,ਬੀਵਰ
સમુદ્રના ભિખારીઓ,ਸਮੁੰਦਰ ਦੇ ਭਿਖਾਰੀ
બેલીકોઝ,ਬੇਲੀਕੋਜ਼
બેલીકોઝ,ਬੇਲੀਕੋਸ
બેલીકોઝ,ਬੇਲੀਕੋਜ਼
બેલીકોસીટી,ਬੇਲੀਕੋਸਿਟੀ
બેલોના,ਬੇਲੋਨਾ
લાભ,ਲਾਭ
ધર્મગુરુઓનો લાભ,ਪਾਦਰੀਆਂ ਦਾ ਲਾਭ
બેનેલક્સ,ਬੇਨੇਲਕਸ
બર્લિન હુકમનામું,ਬਰਲਿਨ ਫ਼ਰਮਾਨ
બેર્સકર,ਬੇਸਰਕਰ
બેસન્ટ (=બેઝન્ટ),ਬੇਸੰਤ (=ਬੇਜ਼ੰਤ)
બેથેલ,ਬੈਥਲ
ગ્રંથસૂચિ,ਬਾਈਬਲੀਓਲੇਟਰ
ગ્રંથસૂચિ,ਬਿਬਲਿਓਲਾਟਰੀ
મોટા બર્થા,ਵੱਡੀ ਬਰਥਾ
ધર્માંધ,ਬਿਗੌਟ
બિલેટિંગ,ਬਿਲੀਟਿੰਗ
અટેન્ડરનું બિલ,ਅਟੈਂਡਰ ਦਾ ਬਿੱਲ
અધિકારોનું વિયેધક,ਅਧਿਕਾਰਾਂ ਦਾ ਬਿੱਲ
જીવનચરિત્રકાર,ਜੀਵਨੀਕਾਰ
જન્મ કથાઓ,ਜਨਮ ਕਹਾਣੀਆਂ
બિવૉક,ਬਿਵੁਆਕ
બિવૉક,ਬਿਵੁਆਕ
બિવૉક,ਬਿਵੁਆਕ
બિઝોનિયા,ਬਿਜੋਨੀਆ
બ્લેક બર્ડિંગ,ਕਾਲਾ ਪੰਛੀ
કાળો ઝંડો,ਕਾਲਾ ਝੰਡਾ
બ્લેક હોલ,ਕਾਲਾ ਮੋਰੀ
બ્લેક હોલ,ਕਾਲਾ ਮੋਰੀ
કાળો પગ (= સ્કેબ),ਕਾਲੀ ਲੱਤ (= ਖੁਰਕ)
કાળો શર્ટ,ਕਾਲੀ ਕਮੀਜ਼
બ્લેઝોન,ਬਲੇਜ਼ਨ
બ્લેઝોન,ਬਲੇਜ਼ਨ
બ્લેઝોનરી,ਧਮਾਕੇਦਾਰ
બ્લેઝોનરી,ਧਮਾਕੇਦਾਰ
બ્લિટ્ઝક્રેગ,ਬਲਿਟਜ਼ਕਰੀਗ
લોહી વગરની ક્રાંતિ (= ભવ્ય ક્રાંતિ),ਖੂਨ ਰਹਿਤ ਇਨਕਲਾਬ (= ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ)
બ્લડવાઈટ,ਬਲੱਡਵਾਈਟ
બ્લડી મેરી,ਖੂਨੀ ਮੈਰੀ
વાદળી,ਨੀਲਾ
વાદળી રક્ત,ਨੀਲਾ ਖੂਨ
વાદળી પુસ્તક,ਨੀਲੀ ਕਿਤਾਬ
વાદળી રિબન,ਨੀਲਾ ਰਿਬਨ
વાદળી રિબન,ਨੀਲਾ ਰਿਬਨ
બ્લૂઝ (= રોયલ હોર્સ ગાર્ડ્સ),ਬਲੂਜ਼ (=ਰਾਇਲ ਹਾਰਸ ਗਾਰਡ)
વાદળી શર્ટ,ਨੀਲੀ ਕਮੀਜ਼
બ્લુ વોટર સ્કૂલ,ਬਲੂ ਵਾਟਰ ਸਕੂਲ
બોર્ડ ઓફ કંટ્રોલ,ਕੰਟਰੋਲ ਬੋਰਡ
શારીરિક બખ્તર,ਸਰੀਰ ਦੇ ਬਸਤ੍ਰ
બોઅર,ਬੋਅਰ
લૂંટ,ਲੁੱਟ
બરો,ਬੋਰੋ
બુલ્યુટેરિયન,ਬੁਲੇਉਟੇਰੀਅਨ
બોર્બોન,ਬੋਰਬਨ
બોક્સર બળવો,ਮੁੱਕੇਬਾਜ਼ ਬਗਾਵਤ
તાણવું,ਬ੍ਰੇਸ
બ્રાસર્ડ,ਬ੍ਰਾਸਾਰਡ
બ્રાસર્ડ,ਬ੍ਰਾਸਾਰਡ
બ્રેડ વસાહતો,ਰੋਟੀ ਦੀਆਂ ਬਸਤੀਆਂ
સ્તન પ્લેટ,ਛਾਤੀ ਪਲੇਟ
સ્તન કામ,ਛਾਤੀ ਦਾ ਕੰਮ
બ્રેટવાલ્ડા,ਬਰੇਟਵਾਲਡਾ
બ્રિગન્ડ,ਬ੍ਰਿਗੈਂਡ
બ્રિગેન્ડેજ,ਬ੍ਰਿਗੇਂਡੇਜ
બ્રિટિશ કોમનવેલ્થ ઓફ નેશન્સ,ਬ੍ਰਿਟਿਸ਼ ਕਾਮਨਵੈਲਥ ਆਫ ਨੇਸ਼ਨਜ਼
બ્રાઉન શર્ટ્સ (=નાઝીઓ),ਭੂਰੇ ਰੰਗ ਦੀਆਂ ਕਮੀਜ਼ਾਂ (=ਨਾਜ਼ੀਆਂ)
બ્રસેલ્સ સંધિ (સંધિ) સંસ્થા (=વેસ્ટર્ન યુરોપિયન યુનિયન),ਬ੍ਰਸੇਲਜ਼ ਸੰਧੀ (ਪੈਕਟ) ਸੰਗਠਨ (= ਪੱਛਮੀ ਯੂਰਪੀਅਨ ਯੂਨੀਅਨ)
બફ,ਮੱਝ
બફ,ਮੱਝ
બફ-કોટ,ਮੱਝ-ਕੋਟ
બફ્સ,ਮੱਝਾਂ
બુલે (= કાઉન્સિલ),ਬੁਲੇ (=ਕੌਂਸਲ)
બર્ગેજ,ਬਰਗੇਜ
બર્જેસ,ਬਰਗੇਸ
બાયઝેન્ટાઇન,ਬਿਜ਼ੰਤੀਨੀ
બાયઝેન્ટાઇન ચર્ચ,ਬਿਜ਼ੰਤੀਨੀ ਚਰਚ
બાયઝેન્ટાઇન સામ્રાજ્ય,ਬਿਜ਼ੰਤੀਨੀ ਸਾਮਰਾਜ
બાયઝેન્ટાઇન યુગ,ਬਿਜ਼ੰਤੀਨੀ ਯੁੱਗ
બાયઝેન્ટાઇન ઇતિહાસકારો,ਬਿਜ਼ੰਤੀਨੀ ਇਤਿਹਾਸਕਾਰ
કેબલ,ਕਾਬਲ
સીઝરિઝમ,ਕੈਸਰਵਾਦ
ખલીફા,ਖਲੀਫਾ
સુલેખનકાર,ਕੈਲੀਗ੍ਰਾਫਰ
સુલેખનકાર,ਕੈਲੀਗ੍ਰਾਫਿਸਟ
સુલેખન,ਕੈਲੀਗ੍ਰਾਫੀ
કેલ્ટ્રોપ,ਕੈਲਟ੍ਰੋਪ
મિત્રતા,ਦੋਸਤੀ
કેમેરિલા,ਕੈਮਰਿਲਾ
કેમેરિલા,ਕੈਮਰਿਲਾ
કેમલૌકમ,ਕੈਮਲੌਕਮ
છદ્માવરણ,ਕੈਮੋਫਲੇਜ
ઝુંબેશ,ਮੁਹਿੰਮ
શિબિર અનુયાયી,ਕੈਂਪ ਫਾਲੋਅਰ
કેમ્પો સાન્ટો,ਕੈਂਪੋ ਸੈਂਟੋ
કેમ્પસ માર્શિયસ,ਕੈਂਪਸ ਮਾਰਟੀਅਸ
કેનેફોરા,ਕੈਨੇਫੋਰਾ
કેંગ્યુ,ਕੈਂਗੂ
તોપ,ਕੈਨੋਨੇਡ
તોપ ઘાસચારો,ਤੋਪ ਚਾਰਾ
કેનન,ਕੈਨਨ
કેનન કાયદો,ਕੈਨਨ ਕਾਨੂੰਨ
કેનોપસ હુકમનામું,ਕੈਨੋਪਸ ਫ਼ਰਮਾਨ
શસ્ત્ર,ਕੈਂਟਿੰਗ ਹਥਿਆਰ
બંદીવાન,ਬੰਦੀ
કેપ્ટર,ਕੈਪਟਰ
કાર્ડિનલ,ਕਾਰਡੀਨਲ
કાર્લ,ਕਾਰਲ
કેરોલિંગિયન રાજવંશ,ਕੈਰੋਲਿੰਗੀਅਨ ਰਾਜਵੰਸ਼
કાર્થુસિયન સંપ્રદાય,ਕਾਰਥੁਸੀਅਨ ਸੰਪਰਦਾ
કાર્ટોસા,ਕਾਰਟੋਸਾ
કેસ્ટેલિયન,ਕੈਸਟਲੀਅਨ
કેસ્ટેલિયન,ਕੈਸਟਲੀਅਨ
જાતિ વ્યવસ્થા,ਜਾਤ ਪ੍ਰਣਾਲੀ
કિલ્લો,ਕਿਲ੍ਹਾ
કિલ્લો,ਕਿਲ੍ਹਾ
કેસલ ટાઉન,ਕੈਸਲ ਸ਼ਹਿਰ
કાસ્ટ્રા,ਕਾਸਟਰਾ
કાસ્ટ્રા,ਕਾਸਟਰਾ
કેથેડ્રા,ਕੈਥੇਡਰਾ
કેથેડ્રલ,ਗਿਰਜਾਘਰ
કેટો સ્ટ્રીટ કાવતરું,ਕੈਟੋ ਸਟ੍ਰੀਟ ਸਾਜ਼ਿਸ਼
કૌડીલો,ਕਾਉਡੀਲੋ
ઘોડેસવાર,ਕੈਵਲੀਅਰ
ઘોડેસવાર,ਕੈਵਲੀਅਰ
ઘોડેસવાર સંસદ,ਕੈਵਲੀਅਰ ਸੰਸਦ
અદુલ્લામની ગુફા,ਅਦੁੱਲਮ ਦੀ ਗੁਫਾ
ગુફા પેઇન્ટિંગ,ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ
ગુફા પેઇન્ટિંગ,ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ
સેન્ટુમવીર,ਸੇਂਟਮਵੀਰ
સેન્ચ્યુરિયન,ਸੈਂਚੁਰੀਅਨ
સદી,ਸਦੀ
સાંકળ બખ્તર (= સાંકળ મેલ),ਚੇਨ ਆਰਮਰ (= ਚੇਨ ਮੇਲ)
ચેન્ટ્રી,ਛੰਤਰੀ
ચેન્ટ્રી,ਛੰਤਰੀ
ચેપ પુસ્તક,ਚੈਪ ਕਿਤਾਬ
ધર્મગુરુ,ਪਾਦਰੀ
પ્રકરણ,ਅਧਿਆਇ
અકસ્માતોનો પ્રકરણ,ਹਾਦਸਿਆਂ ਦਾ ਅਧਿਆਇ
ચાર્જ,ਚਾਰਜ
ચાર્જ ડી અફેર્સ,ਚਾਰਜ ਡੀ
ચાર્જ વિદાય,ਚਾਰਜ ਵਿਭਾਜਨ
ચાર્જર,ਚਾਰਜਰ
રથ,ਰੱਥ
સારથિ,ਰੱਥ
સારથિ,ਰੱਥ
સારથિ,ਰੱਥ
ચેરિટી રસોડું,ਚੈਰਿਟੀ ਰਸੋਈ
ચાર્ટર,ਚਾਰਟਰ
ચાર્ટિસ્ટ ચળવળ (= ચાર્ટિઝમ),ਚਾਰਟਿਸਟ ਅੰਦੋਲਨ (=ਚਾਰਟਿਜ਼ਮ)
ચાર્ટોફિલેસિયમ,ਚਾਰਟੋਫਾਈਲੇਸ਼ੀਅਮ
ચટેઉ,Chateau
ચેક પોસ્ટ,ਚੈੱਕ ਪੋਸਟ
રાસાયણિક યુદ્ધ,ਰਸਾਇਣਕ ਯੁੱਧ
ચેસ્ટર,ਚੈਸਟਰ
મુખ્ય,ਮੁੱਖ
સરદાર,ਸਰਦਾਰ
સરદાર,ਸਰਦਾਰ
સરદાર,ਸਰਦਾਰ
શિફૉન,ਸ਼ਿਫੋਨ
શૌર્ય,ਸ਼ਿਸ਼ਟਾਚਾਰ
પસંદ કરેલા લોકો,ਚੁਣੇ ਹੋਏ ਲੋਕ
ક્રિસ્મોગ્રાફિયન,ਕ੍ਰਿਸਮੋਗ੍ਰਾਫੀ
ખ્રિસ્તી ધર્મ,ਈਸਾਈ-ਜਗਤ
ખ્રિસ્તી યુગ,ਈਸਾਈ ਯੁੱਗ
ખ્રિસ્તી સમાજવાદ,ਈਸਾਈ ਸਮਾਜਵਾਦ
ક્રોનિકલ,ਇਤਹਾਸ
ક્રોનિકર,ਇਤਿਹਾਸਕਾਰ
Chryse Chersonese,Chryse Chersonese
સિમેલિયમ,ਸਿਮਲੀਅਮ
Cinquecento પ્રકાર,Cinquecento ਸ਼ੈਲੀ
પરિક્રમા,ਸਰਕਮਨੇਵੀਗੇਸ਼ਨ
સિસ્ટરસિયન સાધુ,ਸਿਸਟਰਸੀਅਨ ਭਿਕਸ਼ੂ
રાજગઢ,ਕਿਲਾ
અવતરણ,ਹਵਾਲਾ
અવતરણ,ਹਵਾਲਾ
સામાજિક અસહકાર,ਸਿਵਲ ਅਣਆਗਿਆਕਾਰੀ
નાગરિક યુદ્ધ,ਸਿਵਲ ਯੁੱਧ
સિવિસ રોમનસ,ਸਿਵਿਸ ਰੋਮਨਸ
શાસ્ત્રીય વય,ਕਲਾਸੀਕਲ ਉਮਰ
Clepht (=klepht),ਕਲੀਫ਼ਟ (=ਕਲੇਫ਼ਟ)
કારકુનવાદ,ਕਲਰਕਵਾਦ
કારકુન,ਕਲਰਚ
ક્લુનિયાક ચળવળ,ਕਲੀਨਿਕ ਅੰਦੋਲਨ
કોટ બખ્તર,ਕੋਟ ਸ਼ਸਤ੍ਰ
શસ્ત્રોનો કોટ,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
શસ્ત્રોનો કોટ,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
શસ્ત્રોનો કોટ,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
ટપાલનો કોટ,ਡਾਕ ਦਾ ਕੋਟ
સમૂહ,ਸਮੂਹ
કોમીટીયા,ਕੋਮੀਟੀਆ
કોમિટિયા સેન્ટુરિયાટા,Comitia Centuriata
કોમિટિયા કુરિયાટા,Comitia Curiata
કોમિટિયા ટ્રિબ્યુટા,ਕੋਮੀਟੀਆ ਟ੍ਰਿਬੂਟਾ
સ્મારક કમાન,ਯਾਦਗਾਰੀ arch
સ્મારક સિક્કો,ਯਾਦਗਾਰੀ ਸਿੱਕਾ
સ્મારક સીલ,ਯਾਦਗਾਰੀ ਮੋਹਰ
સામાન્ય ક્ષેત્ર,ਆਮ ਖੇਤਰ
કોમ્યુનાર્ડ,Communard
કોનકોર્ડેટ,ਕਨਕੋਰਡੈਟ
કોનકોર્ડેટ,ਕਨਕੋਰਡੈਟ
કોન્ડોટિયર,ਕੰਡੋਟੀਏਰ
પુષ્ટિકરણ Cartarum,ਪੁਸ਼ਟੀਕਰਣ ਕਾਰਟਾਰਮ
સંઘર્ષ,ਟਕਰਾਅ
મંડળ,ਮੰਡਲੀ
વિજયી રાજ્ય,ਜਿੱਤਣ ਵਾਲਾ ਰਾਜ
વિજેતા,ਜੇਤੂ
વિજેતા,ਵਿਜੇਤਾ
કોન્સિલિયમ,ਕੌਸਿਲਿਅਮ
કન્સિસ્ટરી,ਕੰਸਿਸਟਰੀ
કાવતરું,ਸਾਜ਼ਿਸ਼
કાવતરું,ਸਾਜ਼ਿਸ਼
