Malayalam,Hindi
ജിയോ റിലേറ്റീവ് ആൾട്ടിമീറ്റർ,भूसापेक्ष तुंगतामापी
ഭൂമിശാസ്ത്രപരമായ ഉയരം,भूसापेक्ष तुंगता
കേവല ആമ്പിയർ,निरपेक्ष ऐम्पियर
സമ്പൂർണ്ണ തിളനില,परम क्वथनांक
കേവല പ്രകാശം,निरपेक्ष तेजमापीय दीप्ति
കേവല കപ്പാസിറ്റൻസ്,निरपेक्ष धारिता
കേവല ഉയരം,निरपेक्ष ऊँचाई
കേവല പിഗ്മെന്റ്,निरपेक्ष वर्णाक
"സമ്പൂർണ്ണ കോൺഫിഗറേഷൻ, അവ്യക്തമായ കോൺഫിഗറേഷൻ","निरपेक्ष विन्यास, असंदिग्ध विन्यास"
കേവല കൂലം,निरपेक्ष कूलॉम
പൂർണ്ണമായ ഇരുട്ട്,पूर्ण अंधकार
സമ്പൂർണ്ണ ഷെഡ്യൂളിംഗ്,निरपेक्ष कालनिर्धारण
കേവല സാന്ദ്രത*,निरपेक्ष घनत्व*
സമ്പൂർണ്ണ ഡ്രെയിനേജ്,निरपेक्ष अपवहन
സമ്പൂർണ്ണ ഇഎംയു (വൈദ്യുതകാന്തിക യൂണിറ്റ്),निरपेक्ष इ.एम.यू. (विद्युत् चुबंकीय मात्रक)
സമ്പൂർണ്ണ ESU (സ്റ്റാറ്റിക് യൂണിറ്റ്),निरपेक्ष इ.एस.यू. (स्थिर विद्युत् मात्रक)
സമ്പൂർണ്ണ കാര്യക്ഷമത,निरपेक्ष दक्षता
കേവല ഇലക്ട്രോമീറ്റർ,निरपेक्ष विद्युतमापी
കേവല ആവൃത്തി കേവല ആവൃത്തി,"निरपेक्ष बारंबारता, निरपेक्ष आवृत्ति"
കേവല ഈർപ്പം,निरपेक्ष आर्द्रता
കേവല സംഭവങ്ങൾ,निरपेक्ष आपतन
കേവല അപവർത്തന സൂചിക,निरपेक्ष अपवर्तनांक
സമ്പൂർണ്ണ അസ്ഥിരത,निरपेक्ष अस्‍थायित्व
സമ്പൂർണ്ണ അസ്ഥിരത,निरपेक्ष अस्‍थायित्व
"കേവല തീവ്രത, കേവല തീവ്രത","निरपेक्ष तीव्रता, निरपेक्ष उग्रता"
അസ്തീനിയയുടെ സമ്പൂർണ്ണ പരിധി,शैथिल्य की निरपेक्ष सीमा
കേവല പ്രകാശം സിൽ,निरपेक्ष ज्योतिर्मयता देहली
കേവല പ്രകാശ വക്രം,निरपेक्ष ज्योति वक्र
കേവലമായ അളവ്,निरपेक्ष कांतिमान
കേവല ബാരോമീറ്റർ,निरपेक्ष दाबांतरमापी
പരമോന്നത പരമോന്നത,परम उच्चिष्ठ
സമ്പൂർണ്ണ പരിധി,निरपेक्ष चरम सीमांक
ഏറ്റവും താഴ്ന്നത്,परम निम्निष्ठ
കേവല ആക്കം,निरपेक्ष संवेग
കേവല വേഗത,निरपेक्ष गति
കേവല സംഗീതം,निरपेक्ष संगीत
സമ്പൂർണ നിരീക്ഷണം,निरपेक्ष प्रेक्षण
കേവല ഓം,निरपेक्ष ओम
കേവല ഓറിയന്റേഷൻ,निरपेक्ष दिगविन्यास
കേവല ഇലക്ട്രോനെഗറ്റിവിറ്റി,निरपेक्ष विद्युत्-शीलता
കേവല ഗുരുത്വാകർഷണം,निरपेक्ष तारत्व
കേവല മർദ്ദം,निरपेक्ष दाब
സമ്പൂർണ്ണ സ്വത്ത്,निरपेक्ष गुणधर्म
കേവല സ്കെയിലർ,निरपेक्ष अदिश
താപനിലയുടെ കേവല സ്കെയിൽ*,ताप का परम मापक्रम*
"കേവല സമന്വയം, സമ്പൂർണ്ണ സമന്വയം","निरपेक्ष युगपत्ता, निरपेक्ष समकालिकता"
സമ്പൂർണ്ണ സമ്മർദ്ദം,निरपेक्ष प्रतिबल
കേവല സമമിതി,निरपेक्ष सममिति
കേവല ചലന ശരീരം,निरपेक्ष गति-निकाय
കേവല യൂണിറ്റ് സിസ്റ്റം,निरपेक्ष मात्रक पद्धति
കേവല താപനില,परम ताप
കേവല സമയം,निरपेक्ष काल
കേവല യൂണിറ്റുകൾ,निरपेक्ष मात्रक
യഥാർത്ഥ മൂല്യം,निरपेक्ष मान
പൂർണ്ണസംഖ്യ കാൽക്കുലേറ്റർ,पूर्णाक अभिकलित्र
കേവല വേഗത,निरपेक्ष वेग
കേവല വിസ്കോസിറ്റി,निरपेक्ष श्यानता
കേവല ഭാരം,निरपेक्ष भार
കേവല പൂജ്യം*,परम शून्य*
പൂജ്യത്തിന്റെ കേവല വിഭജനം,शून्य का निरपेक्ष भाजक
ആഗിരണം ചെയ്യുക,अवशोषण करना
ആഗിരണ സൂചിക*,अवशोषणांक*
ആഗിരണം ചെയ്ത ഊർജ്ജം,अवशोषित ऊर्जा
"ആഗിരണം, ആഗിരണം","अवशोषक, अवशोषी"
ആഗിരണം ചെയ്യാവുന്ന മാധ്യമം*,अवशोषी माध्यम*
ആഗിരണം ശേഷി,अवशोषण सामर्थ्य
ആഗിരണം,अवशोषणांश
അബ്സോർപ്റ്റിയോമീറ്റർ*,अवशोषणमापी*
അബ്സോർപ്റ്റിയോമെട്രി*,अवशोषणामिति*
ആഗിരണം,अवशोषण
ആഗിരണം - ബാൻഡ്*,अवशोषण - बैन्ड*
ആഗിരണം സർക്യൂട്ട്,अवशोषण परिपथ
ആഗിരണം ഗുണകം,अवशोषण-गुणांक
ആഗിരണം കോളം,अवशोषण-स्तम्भ
ആഗിരണ സ്ഥിരത,अवशोषण-स्थिरांक
ആഗിരണ തുടർച്ച,अवशोषण सांतत्यक
ആഗിരണം മേഖല,अवशोषण-परिक्षेत्र
ആഗിരണം കറന്റ്,अवशोषण-धारा
ആഗിരണം വക്രം*,अवशोषण वक्र*
ആഗിരണം ഒടിവ്,अवशोषण भंग
ആഗിരണം കോർ,अवशोषण कोर
ആഗിരണം ഘടകം,अवशोषण गुणक
ആഗിരണം ഫിൽട്ടർ,अवशोषण फिल्टर
അബ്സോർപ്ഷൻ ഫ്ലേം ഫോട്ടോമെട്രി*,अवशोषण ज्वाला प्रकाशमिति*
ആഗിരണം ഹൈഗ്രോമീറ്റർ,अवशोषण आर्द्रतामापी
ആഗിരണ ഘാതം,अवशोषण घातांक
ആഗിരണം നാമമാത്രമാണ്,अवशोषण सीमांत
ആഗിരണം ലൈൻ,अवशोषण रेखा
ആഗിരണം നഷ്ടം,अवशोषणजन्य हानि
ആഗിരണം മോഡുലേഷൻ,अवशोषण माडुलन
പ്രകാശം ആഗിരണം,प्रकाश अवशोषण
റേഡിയേഷൻ ഊർജ്ജത്തിന്റെ ആഗിരണം,विकिरण ऊर्जा का अवशोषण
ആഗിരണം കൊടുമുടി,अवशोषण शिखर
ആഗിരണം ഫോട്ടോമെട്രി,अवशोषण प्रकाशमिति
ആഗിരണം അനുപാതം,अवशोषण अनुपात
ആഗിരണം പരിധി*,अवशोषण श्रेणी*
ആഗിരണം സ്പെക്ട്രം ഫോട്ടോമെട്രി*,अवशोषण स्पेक्ट्रम प्रकाशमिति*
ആഗിരണം സ്പെക്ട്രം*,अवशोषण स्पेक्ट्रम*
"ആഗിരണം ട്യൂബ്, ആഗിരണം ട്യൂബ്","अवशोषण नली, अवशोषण नाल"
ആഗിരണം ഹൈഗ്രോമീറ്റർ,अवशोषण तरगमापी
ആഗിരണം ചെയ്യാവുന്ന*,अवशोषी*
ആഗിരണം ചെയ്യാവുന്ന ബാഷ്പീകരണം,अवशोषी क्षीणकारी
ആഗിരണം നിയമം*,अवशोषण नियम*
ആഗിരണം മീഡിയം,अवशोषण माध्यम
"ആഗിരണം ചെയ്യാനുള്ള ശേഷി, ആഗിരണം*","अवशोषण क्षमता, अवशोषकता*"
ആഗിരണം*,अवशोषकता*
സ്റ്റുഡിയോ അലങ്കാരം,स्टूडिओ सज्जा
ഗുണിത അനുപാതം,बाहुल्य अनुपात
അബോൾട്ട്,ऐबवोल्ट
കുറിച്ച്,ऐबवाट
ത്വരിതപ്പെടുത്തുക,त्वरित करना
ആക്സിലറേഷൻ-സ്റ്റോപ്പ് ദൂരം,त्वरण-विराम दूरी
തിടുക്കപ്പെട്ടു,त्वरित
ദ്രുത സമയ ഫല പരിശോധന,त्वरित कालप्रभावन परीक्षण
പെട്ടെന്നുള്ള ഒഴുക്ക്,त्वरित प्रवाह
പെട്ടെന്നുള്ള വേഗത,त्वरित गति
പെട്ടെന്നുള്ള ശരീരം,त्वरित निकाय
ആക്സിലറേറ്റർ തൂക്കം,त्वरक तुला
ആക്സിലറേറ്റർ ഇലക്ട്രോഡ്*,त्वरक इलैक्ट्रोड*
ആക്സിലറേറ്റർ സമയം*,त्वरक काल*
ആക്സിലറേറ്റർ ഘട്ടം,त्वरक प्रावस्था
ആക്സിലറേറ്റർ നിരക്ക്,त्वरक दर
ആക്സിലറേറ്റർ വോൾട്ടേജ്*,त्वरक वोल्टता*
ത്വരണം,त्वरण
ത്വരിതപ്പെടുത്തിയ ജ്വലനം,त्वरणिक अपदहन
ആക്സിലറേഷൻ കോഫിഫിഷ്യന്റ്,त्वरण गुणांक
ത്വരണം ഘടകം,त्वरण घटक
ഗുരുത്വാകർഷണം മൂലം ത്വരണം,गुरूत्वीय त्वरण
ത്വരണം ഘടകം,त्वरण गुणक
ത്വരിതപ്പെടുത്തിയ ചാർജ്,त्वरणिक प्रतिभरण
ഗുരുത്വാകർഷണ ത്വരണം,गुरूत्व त्वरण
ത്വരണം സാധ്യത,त्वरण विभव
ത്വരിതപ്പെടുത്തൽ നിയമം,त्वरण-नियम
ത്വരിതപ്പെടുത്തൽ പ്രക്രിയ,त्वरण-प्रक्रम
ആക്സിലറേഷൻ സോൺ,त्वरण प्रेदश
ത്വരിതപ്പെടുത്തൽ രീതി,त्वरण प्रविधी
"ആക്സിലറേഷൻ ടോളറൻസ്, ആക്സിലറേഷൻ ടോളറൻസ്","त्वरण सहिष्णुता, त्वरण सहनसीमा"
ആക്സിലറേഷൻ വെക്റ്റർ,त्वरण-सदिश
ത്വരണം-വോൾട്ടേജ്,त्वरण-वोल्टता
ത്വരണം തരംഗം,त्वरण तरंग
ആക്സിലറേറ്റർ,त्वरक
"ത്വരിതപ്പെടുത്തുക, ആക്സിലറേറ്റർ*","त्वरित्र, त्वरक*"
ആക്സിലറേറ്റർ സമവാക്യം,त्वरक समीकरण
ആക്സിലറേറ്റർ*,त्वरणलेखी*
ആക്സിലറോമീറ്റർ,त्वरणमापी
ആക്സിലറോമീറ്റർ പൊരുത്തപ്പെടുത്തൽ,त्वरणमापीय सुमेलन
പ്രിസ്ട്രെസർ,प्राक्प्रबलक
സാധുവായ പ്രതീകങ്ങൾ,मान्य वर्ण
സ്വീകാര്യത കോൺ,स्वीकरण-कोण
സ്വീകാര്യത സ്പെസിഫിക്കേഷൻ,स्वीकरण-विनिर्देश
സ്വീകാര്യമായ പരിശോധന,स्वीकारी परीक्षण
"സ്വീകരിക്കുന്നവൻ*, സ്വീകരിക്കുന്നവൻ","ग्राही*, स्वीकारी"
റിസപ്റ്റർ ആറ്റം,ग्राही परमाणु
റിസപ്റ്റർ ബോണ്ട്,ग्राही आबंध
റിസീവർ സർക്യൂട്ട്,ग्राही परिपथ
റിസപ്റ്റർ ലെവൽ,ग्राही स्तर
ദാതാവിന്റെ തന്മാത്ര,आदाता अणु
റിസപ്റ്റർ പ്രോപ്പർട്ടി,ग्राही गुणधर्म
റിസപ്റ്റർ പ്രോപ്പർട്ടി ലെവൽ,ग्राही गुणधर्म तल
ആക്സിലറേറ്റർ ഹോസ്,त्वरक नली
"പ്രവേശനം, കാത്തിരിപ്പ്, പ്രവേശനം","अभिगम, प्रतीक्षा, अभिगम्यता"
ഭുജിലേക്ക് പ്രവേശിക്കുക,अभिगम भुज
ആക്സസ് സിസ്റ്റം,अभिगम-तंत्र
പ്രവേശന സമയം,अभिगम काल
പ്രവേശനക്ഷമത,अभिगम्यता
"അധിക, ഓക്സിലറി, ആക്സസറി (v, ), ആക്സസറികൾ","अतिरिक्त, सहायक, गौण (वि, ), उपसाधन"
അധിക നിയന്ത്രണങ്ങൾ,अतिरिक्त प्रतिबन्ध
യാദൃശ്ചികം,संयोगी संपात
ആകസ്മികമായ തിരുത്തൽ,संयोगी संपात-संशोधन
ആകസ്മികമായ ബയോജനസിസ്,आकस्मिक द्विजनन
ആകസ്മികമായ വഴിതിരിച്ചുവിടൽ,आकस्मिक द्विअपवर्तन
സന്ദർശക പിശക്,आगन्तुक त्रुटि
"പെട്ടെന്ന് നിർത്തുക, പെട്ടെന്ന് നിർത്തുക","आकस्मिक रोक, आकस्मिक जकड़"
ആകസ്മികമായ കൈമാറ്റം,आकस्मिक संचारण
ക്രമരഹിതമായ വ്യതിയാനം,आकस्मिक विचरण
ക്രമീകരിക്കൽ,समंजन
സ്ഥാനം പിടിച്ചു,प्रतिस्थित
സഞ്ചിത പിശക്,संचित त्रुटि
"ശേഖരണം, ശേഖരണം","संचय, संचयन"
ഊർജ്ജ സംഭരണം,ऊर्जा संचय
ശേഖരണം*,संचायक*
കൃത്യത,यथार्थता
റിയാലിറ്റി,यथार्थ
യഥാർത്ഥ ഉപകരണ നിരീക്ഷണം,यथार्थ उपकरण प्रेक्षण
കൃത്യമായ റേഞ്ച് മാർക്കർ,यथार्थ परास चिह्नक
കൃത്യമായ സ്കാനിംഗ്,यथार्थ क्रमवीक्षण
പ്രാക്ടീസ്,अभ्यसन
ആക്സിലറേറ്റർ സെൽ*,त्वरक कोष्ठ*
അക്രോമാറ്റിക് ലെൻസ്*,अवर्णक लेन्स*
അക്രോമാറ്റിക്*,अवर्णक*
അക്രോമാറ്റിക് അനലൈസർ,अवर्णक विश्लेषक
ഫ്രീക്വൻസി ന്യൂട്രൽ ആന്റിന,आवृत्ति निरपेक्ष ऐन्टेना
അക്രോമാറ്റിക് ആകൃതി,अवर्णक आकृति
അക്രോമാറ്റിക് തൊങ്ങൽ,अवर्णक फ्रिंज
അക്രോമാറ്റിക് ലെൻസ്*,अवर्णक लेन्स*
അക്രോമാറ്റിക് പോയിന്റ് പാത,अवर्णक बिन्दु पथ
അക്രോമാറ്റിക് ലെൻസ്,अवर्णक अभिदृश्य लेन्स
അക്രോമാറ്റിക് പ്രിസം,अवर्णक प्रिज़्म
അക്രോമാറ്റിക് ടെലിസ്കോപ്പ്,अवर्णक दूरदर्शक
അക്രോമാറ്റിറ്റി*,अवर्णकता*
അക്രോമാറ്റിസേഷൻ*,अवर्णीकरण*
അക്രോമാറ്റിറ്റി*,अवर्णकता*
"ഇലാസ്റ്റിക്, അൺഫ്രാക്റ്ററി, റിഫ്രാക്ടറി","एक्लास्टिक, अनपवर्तनिक, अवपवर्तनी"
"അക്രോൺ ഹോസ്, ബഞ്ചു ഹോസ്","एकॉर्न नली, बंजु नली"
മിനിയേച്ചർ വാൽവ്,लघु वाल्व
എക്കോഫോണി,एकूफ़ोनी
അക്കോസ്റ്റിക്,ध्वानिक
അക്കോസ്റ്റിക് ആഗിരണം,ध्वानिक अवशोषकता
അക്കോസ്റ്റിക് അറ്റൻവേഷൻ കോഫിഫിഷ്യന്റ്,ध्वानिक क्षीणन गुणांक
അക്കോസ്റ്റിക് അറ്റൻവേഷൻ,ध्वानिक क्षीणनांक
അക്കോസ്റ്റിക് കള്ളൻ അലാറം,ध्वानिक चोर अलार्म
അക്കോസ്റ്റിക് കപ്പാസിറ്റൻസ്,ध्वानिक धारिता
ശ്രവണ കേന്ദ്രം,श्रवण-केन्द्र
അക്കോസ്റ്റിക് വിശദീകരണം,ध्वानिक स्पष्टकारी
അക്കോസ്റ്റിക് കവർ,ध्वानिक छदपट्ट
ശബ്ദ പ്രതികരണം,ध्वानिक अनुवृत्ति
അക്കോസ്റ്റിക് ഘടകം,ध्वानिक घटक
ശബ്ദ ചാലകത,ध्वानिक चालकता
അക്കോസ്റ്റിക് ഡാംപിംഗ്,ध्वानिक अवमंदन
അക്കോസ്റ്റിക് ഡിസ്പർഷൻ,ध्वानिक परिक्षेपण
സൗണ്ട് ഹാക്കർ,ध्वनि हासक
ശബ്ദ ഊർജ്ജം*,ध्वानिक ऊर्जा*
അക്കോസ്റ്റിക് ഊർജ്ജ സമവാക്യം,ध्वनिक ऊर्जा समीकरण
ശബ്ദ സമവാക്യം,ध्वानिक समीकरण
അക്കോസ്റ്റിക് പുനഃസ്ഥാപിക്കൽ,ध्वानिक पुनर्निवेश
ക്ലാഡ്നി രൂപങ്ങൾ,क्लैडनी आकृतियाँ
അക്കോസ്റ്റിക് ഫിൽട്ടർ,ध्वानिक फ़िल्टर
ശബ്ദ ജനറേറ്റർ,ध्वनि जनित्र
അക്കോസ്റ്റിക് ഗ്രേറ്റിംഗ്,ध्वानिक ग्रेटिंग
ശബ്ദ തടസ്സം*,ध्वानिक प्रतिबाधा*
അക്കോസ്റ്റിക് ജഡത്വം,ध्वानिक जड़त्व
ശബ്ദ തീവ്രത,ध्वानिक तीव्रता
അക്കോസ്റ്റിക് ഇടപെടൽ മീറ്റർ,ध्वानिक व्यतिकरणमापी
അക്കോസ്റ്റിക് ഇടപെടൽ ഡിറ്റക്ടർ,ध्वानिक अतिक्रमण संसूचक
അക്കോസ്റ്റിക് ലെൻസ്,ध्वानिक लेन्स
ശബ്ദരേഖ,ध्वनि लाइन
അക്കോസ്റ്റിക് പിണ്ഡം,ध्वानिक संहति
അക്കോസ്റ്റിക് മെറ്റീരിയൽ,ध्वानिक सामग्री
അക്കോസ്റ്റിക് അർത്ഥം സ്വതന്ത്ര പാത,ध्वानिक माध्य मुक्त पथ
അക്കോസ്റ്റിക് മോഡ്,ध्वानिक विधा
അക്കോസ്റ്റിക് ശബ്ദം,ध्वानिक रव
അക്കോസ്റ്റിക് ഓം*,ध्वानिक ओम*
"അക്കോസ്റ്റിക് പാനൽ, അക്കോസ്റ്റിക് ബോർഡ്","ध्वानिक पैनल, ध्वानिक पट्ट"
അക്കോസ്റ്റിക് ഘട്ടം സ്ഥിരം,ध्वानिक प्रावस्था स्थिरांक
അക്കോസ്റ്റിക് റിസീവർ,ध्वानिक उद्ग्राही
ശബ്ദ സമ്മർദ്ദം,ध्वानिक दाब
ശബ്ദത്തിന്റെ സമമിതി നിയമം,ध्वनि का समरूपता नियम
അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ,ध्वानिक संचरणांक
ശബ്ദ ഗുണങ്ങൾ,ध्वानिक गुणधर्म
അക്കോസ്റ്റിക് ക്വാഡ്രുപോള്,ध्वानिक चतुर्ध्रुवी
അക്കോസ്റ്റിക് വികിരണം മൂലകം,ध्वानिक विकिरक अवयव
അക്കോസ്റ്റിക് വികിരണം,ध्वनिक विकिरण
ശബ്ദപ്രതിരോധം,ध्वनि-विकिरक
അക്കോസ്റ്റിക് റേഡിയോമീറ്റർ,ध्वानिक-विकिरणमापी
ശബ്ദ പ്രതികരണം,ध्वानिक प्रतिघात
അക്കോസ്റ്റിക് റിസിപ്രോസിറ്റി സിദ്ധാന്തം,ध्वानिक पारस्पर्य प्रमेय
അക്കോസ്റ്റിക് റിഡക്ഷൻ ഘടകം,ध्वानिक अपचयन गुणक
അക്കോസ്റ്റിക് പ്രതിഫലന ഗുണകം,ध्वानिक परावर्तन गुणांक
ശബ്ദ അപവർത്തനം,ध्वानिक अपवर्तन
ശബ്ദ പ്രതിരോധം,ध्वानिक प्रतिरोध
ശബ്ദ പ്രതികരണം,ध्वानिक अनुक्रियता
അക്കോസ്റ്റിക് ചിതറിക്കൽ,ध्वानिक प्रकीर्णन
ശ്രവണ പോയിന്റ്,श्रवण-बिन्दु
അക്കോസ്റ്റിക് കാഠിന്യം,ध्वानिक दुर्नम्यता
ശബ്ദസംവിധാനം,ध्वानिक तंत्र
അക്കോസ്റ്റിക് തെർമോമീറ്റർ,ध्वानिक तापमापी
ശബ്ദ പ്രവേഗം,ध्वानिक-वेग
ശബ്ദ തരംഗം,ध्वनि तरंग
അക്കോസ്റ്റിക്,ध्वानिक
ശബ്ദ ആഗിരണം ഗുണകം,ध्वनि अवशोषण गुणांक
ശബ്ദ ആഗിരണം ഘടകം,ध्वनि अवशोषण घटक
അക്കോസ്റ്റിക് സർക്യൂട്ട്,ध्वानिक परिपथ
അക്കോസ്റ്റിക് പ്രതികരണം,ध्वानिक अनुवृत्ति
അക്കോസ്റ്റിക് കാലതാമസം ലൈൻ,ध्वानिक विलंब लाइन
ശബ്ദ വികലത,ध्वानिक विरूपण
അക്കോസ്റ്റിക് ശബ്ദശാസ്ത്രം,ध्वानिक और्जिकी
അക്കോസ്റ്റിക് ഫിൽട്ടർ,ध्वानिक फ़िल्टर
ശബ്ദ തടസ്സം*,ध्वानिक प्रतिबाधा*
ഫോണോഗ്രാഫ്,ध्वनि-भ्रामिका
അക്കോസ്റ്റിക് ഓം*,ध्वानिक ओम*
അക്കോസ്റ്റിക് സ്ഥിരാങ്കം,ध्वानिक कला नियतांक
അക്കോസ്റ്റിക് ഫോണോൺ,ध्वानिक फ़ोनान
അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ സ്ഥിരാങ്കം,ध्वानिक संचरण नियतांक
ശബ്ദ പരിവർത്തന ഗുണകം,ध्वनि परिवर्तन गुणांक
ശബ്ദ പ്രതിരോധം,ध्वानिक प्रतिरोध
അക്കോസ്റ്റിക് കാഠിന്യം,ध्वानिक दुर्नम्यता
ശബ്ദ യൂണിറ്റ്,ध्वनि-मात्रक
ശബ്ദപ്രതിരോധം,ध्वनिरूद्ध
അക്കോസ്റ്റിക് സൈഡ് ലൈൻ,ध्वानिक पार्श्व रेखा
"ശബ്ദശാസ്ത്രം, ശബ്ദശാസ്ത്രം","ध्वानिकी, ध्वानिकता"
ശബ്ദ മീറ്റർ,ध्वनिमापी
ശബ്ദ സമ്മർദ്ദം,ध्वनि दाब
ഏറ്റെടുക്കൽ റഡാർ,अर्जन रेडार
ഫോട്ടോസിന്തറ്റിക് റേഡിയേഷൻ,प्रकाश रसोक्रिय विकिरण
ആക്ടിനിയം എമിഷൻ,ऐक्टिनियम उत्सर्जन
ആക്ടിനോ-യുറേനിയം,ऐक्टिनो-यूरेनियम
ആക്ടിനോ-യുറേനിയം പരമ്പര,ऐक्टिनो-यूरेनियम श्रेणी
റേഡിയോ ഇലക്ട്രിക്,विकिरण-विद्युत्
"ആക്ടിനോമീറ്റർ, ഫോട്ടോമൈക്രോമീറ്റർ","ऐक्टिनोमीटर, प्रकाशरसोक्रियामापी"
"പ്രവൃത്തി, പ്രവൃത്തി","क्रिया, कर्म"
പ്രവർത്തനവും പ്രതികരണവും,क्रिया और प्रतिक्रिया
പ്രവർത്തന സ്ഥിരത,क्रिया स्थिरांक
സ്വാധീന മേഖല,प्रभाव क्षेत्र
"സജീവമാക്കി, സജീവമാക്കി","सक्रियित, सक्रियकृत"
സജീവ വ്യാപനം,सक्रियित विसरण
"സജീവമാക്കിയ ഫൈബർ, സജീവമാക്കിയ ഫൈബർ","साक्रियकृत तंतु, सक्रियित तंतु"
സജീവമാക്കൽ പ്രഭാവം,सक्रियण प्रभाव
സജീവമാക്കൽ പ്രഭാവം,सक्रियण प्रभाव
സജീവമാക്കൽ വിശകലനം,सक्रियण-विश्लेषण
പ്രവർത്തന കേന്ദ്രം,सक्रियता केन्द्र
ആക്ടിവേഷൻ ടെസ്റ്റർ,सक्रियण-परिक्षत्र
സജീവമാക്കൽ ഊർജ്ജം,सक्रियण ऊर्जा
സജീവമാക്കൽ എൻട്രോപ്പി,सक्रियण ऐन्ट्रॉपी
സജീവമാക്കൽ അമിത വോൾട്ടേജ്,सक्रियण अधिवोल्टता
സജീവമാക്കൽ നിരക്ക്,सक्रियण दर
"ആക്റ്റിവേറ്റർ, ആക്റ്റിവേറ്റർ","सक्रियकारक, सक्रियक"
ആക്റ്റിവേറ്റർ ആറ്റം,सक्रियक परमाणु
ആക്സിലറേറ്റർ,त्वरक-सक्रियक
സജീവമായ ആഗിരണം,सक्रिय अवशोषण
സജീവമായ ഏരിയൽ,सक्रिय एरियल
റേഡിയേഷൻ അപകട മേഖല,विकिरण ख़तरा क्षेत्र
സജീവ ഉപകരണം,सक्रिय युक्ति
സജീവമായ ടാർഗെറ്റിംഗ്,सक्रिय अभिलक्ष्यन
സജീവ ഹൈഡ്രജൻ*,सक्रिय हाइड्रोजन*
സജീവ മെഷ്,सक्रिय जालक
