Punjabi,Odiya
ਅਸਲਾ ਐਕਟ ਦੀ ਸਹਾਇਤਾ,ଆର୍ମସ୍ ଆକ୍ଟର ଆସାଇଜ୍ |
ਡੈਰੇਨ ਪ੍ਰੈਜ਼ੈਂਟਮੈਂਟ ਦੀ ਸਹਾਇਤਾ,ଡାରେନ୍ ପ୍ରେଜେଣ୍ଟେସନ୍ ର ଆସାଇଜ୍ |
ਮੋਰਟ &#39;ਡੀ&#39; ਪੂਰਵਜ ਦੀ ਸਹਾਇਤਾ,ମର୍ଟ &#39;ଡି&#39; ପୂର୍ବପୁରୁଷଙ୍କ ଅନୁଧ୍ୟାନ |
ਨਾਵਲ ਡੀਸੀਸਿਨ ਦੀ ਸਹਾਇਤਾ,ନୋଭେଲ୍ ଡିସାଇସିନ୍ ର ଆସାଇଜ୍ |
ਅੱਤਿਆਚਾਰ,ଅତ୍ୟାଚାର
ਹਮਲਾ,ଆକ୍ରମଣ
ਔਲਿਕ ਕੌਂਸਲ,ଆୟୁଲିକ୍ ପରିଷଦ |
ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ (= ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ),ଗେଡିର କୁରା (ି (= ଗେଡି କୁରା) ି)
ਐਕਸਿਸ (=ਰੋਮ-ਬਰਲਿਨ-ਟੋਕੀਓ ਐਕਸਿਸ),ଆକ୍ସିସ୍ (= ରୋମ୍-ବର୍ଲିନ୍-ଟୋକିଓ ଆକ୍ସିସ୍)
ਬਾਬਲ,ବାବିଲ
ਬਾਬਲੀ ਗ਼ੁਲਾਮੀ (=ਬੇਬੀਲੋਨ ਦੀ ਗ਼ੁਲਾਮੀ),ବାବିଲର ବନ୍ଦୀତା (= ବାବିଲୋନ ବନ୍ଦୀ)
ਬਚਨਲ ਭਗਤ,ବ୍ୟାଚାନାଲ ଭକ୍ତ
ਬਚਨਲਿਆ,ବ୍ୟାଚାନାଲିଆ |
ਕੁਆਰਾ,ଅବିବାହିତ
ਬਗਦਾਦ ਸਮਝੌਤਾ,ବାଗଦାଦ ଚୁକ୍ତି |
ਬਾਲਕਨ ਲੀਗ,ବାଲକାନ୍ ଲିଗ୍ |
ਬਾਲਕਨ ਸਮਝੌਤਾ,ବାଲକାନ୍ ଚୁକ୍ତି |
ਬਾਲਕਨ ਯੁੱਧ,ବାଲକାନ ଯୁଦ୍ଧ |
ਬਾਲਟਿਕ ਸਮਝੌਤਾ,ବାଲ୍ଟିକ୍ ଚୁକ୍ତି |
ਡਾਕੂ,ବୃନ୍ଦାବନ
ਬੈਂਡੁੰਗ ਕਾਨਫਰੰਸ,ବୃନ୍ଦାବନ ସମ୍ମିଳନୀ |
ਦੇਸ਼ ਨਿਕਾਲੇ,ବହିଷ୍କାର |
ਬੈਨਰ,ବ୍ୟାନର |
ਵਹਿਸ਼ੀ,ବର୍ବର
ਬਾਰਬੀਕਨ,ବାର୍ବିକାନ୍ |
ਬਾਰਡੋਲੀ ਸੱਤਿਆਗ੍ਰਹਿ,ବାର୍ଡୋଲି ସତ୍ୟଗ୍ରାହ |
ਬਾਰਨ ਬਰਨਰ,ବାର୍ ବର୍ନର୍ସ |
ਬੈਰਨ,ବରୁଣ |
ਬੈਰੋਨੇਜ,ବରୁଣ
ਬੈਰੋਨਸ ਮੇਜਰਸ,ବାରୋନସ୍ ମେଜୋରସ୍ |
ਬੈਰੋਨਸ ਨਾਬਾਲਗ,ବାରୋନସ୍ ମାଇନୋରସ୍ |
ਬੈਰੋਨੇਸ,ବରୁଣେସ୍ |
ਬੈਰੋਨੇਟ,ବରୁଣେଟ୍ |
ਬੈਰੋਨੇਟੇਜ,ବରୁଣେଟେଜ୍ |
ਬੈਰੋਨੇਟੇਜ,ବରୁଣେଟେଜ୍ |
ਬੈਰੋਨੇਟਸੀ,ବାରୋନେଟସି |
ਬੈਰੋਨੀ,ବାରୋନି |
ਬੈਰਾਕੂਨ,ବାରାକୁନ୍ |
ਬੈਰਾਕੂਨ,ବାରାକୁନ୍ |
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ)
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ)
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ)
ਬੇਸ ਕੈਂਪ,ବେସ୍ କ୍ୟାମ୍ପ୍ |
ਬੇਸਿਲਿਕਾ,ବେସିଲିକା |
ਬੇਸਿਲਿਕਾ,ବେସିଲିକା |
ਬਸਤੀਲਾ,ବସ୍ତିଲା |
ਬੈਸਟਿਲ,ବସ୍ତିଲ୍ |
ਬੈਸਟਿਲ,ବସ୍ତିଲ୍ |
ਬੈਟਰੀ,ବ୍ୟାଟେରୀ
ਲੜਾਈ,ଯୁଦ୍ଧ
ਬੈਟਲੇ-ਐਰੇ,ବଟଲ୍-ଆରେ |
ਲੜਾਈ ਦਾ ਰੋਣਾ,ଯୁଦ୍ଧ କାନ୍ଦ |
ਲੜਾਈ ਦੀਨ,ଯୁଦ୍ଧ ଡିନ |
ਲੜਾਈ ਦਾ ਮੈਦਾਨ,ଯୁଦ୍ଧ କ୍ଷେତ୍ର |
ਲੜਾਈ ਦਾ ਭਜਨ,ଯୁଦ୍ଧ ଭଜନ
ਸਪਰਸ ਦੀ ਲੜਾਈ,ସ୍ପର୍ସର ଯୁଦ୍ଧ |
ਸਟੈਂਡਰਡ ਦੀ ਲੜਾਈ,ମାନାଙ୍କ ଯୁଦ୍ଧ |
ਬੈਟਲਸ਼ਿਪ,ଯୁଦ୍ଧ ଜାହାଜ |
ਬੈਟਲਸ਼ਿਪ-ਤਾਕਤ,ଯୁଦ୍ଧ-ଶକ୍ତି |
Bayeux tapestry,ବାୟକ୍ସ ଟେପେଷ୍ଟ୍ରି |
ਬੀਕਨ,ବିକନ୍ |
ਬੀਕਨ ਟਾਵਰ,ବିକନ୍ ଟାୱାର୍ |
ਬੀਵਰ,ବିଭର୍ |
ਬੀਵਰ,ବିଭର୍ |
ਸਮੁੰਦਰ ਦੇ ਭਿਖਾਰੀ,ସମୁଦ୍ରର ଭିକାରୀ |
ਬੇਲੀਕੋਜ਼,ବେଲିକୋଜ୍ |
ਬੇਲੀਕੋਸ,ବେଲିକୋଜ୍ |
ਬੇਲੀਕੋਜ਼,ବେଲିକୋଜ୍ |
ਬੇਲੀਕੋਸਿਟੀ,ବେଲିକୋସିଟି |
ਬੇਲੋਨਾ,ବେଲୋନା |
ਲਾਭ,ଉପକାର
ਪਾਦਰੀਆਂ ਦਾ ਲਾਭ,ପାଦ୍ରୀମାନଙ୍କର ଲାଭ
ਬੇਨੇਲਕਸ,ବେନେଲକ୍ସ |
ਬਰਲਿਨ ਫ਼ਰਮਾਨ,ବର୍ଲିନ୍ ଆଦେଶ |
ਬੇਸਰਕਰ,ବର୍ସରକର |
ਬੇਸੰਤ (=ਬੇਜ਼ੰਤ),ବେସାଣ୍ଟ (= ବେଜାଣ୍ଟ)
ਬੈਥਲ,ବ Bethel ଥେଲ୍ |
ਬਾਈਬਲੀਓਲੇਟਰ,Bibliolater
ਬਿਬਲਿਓਲਾਟਰੀ,ଗ୍ରନ୍ଥସମୂହ
ਵੱਡੀ ਬਰਥਾ,ବିଗ୍ ବର୍ଥା |
ਬਿਗੌਟ,ବିଗଟ୍ |
ਬਿਲੀਟਿੰਗ,ବିଲିଂ
ਅਟੈਂਡਰ ਦਾ ਬਿੱਲ,ଅଟ୍ଟାଇଣ୍ଡରର ବିଲ୍ |
ਅਧਿਕਾਰਾਂ ਦਾ ਬਿੱਲ,ଅଧିକାର ବିଲ୍ |
ਜੀਵਨੀਕਾਰ,ଜୀବନୀ
ਜਨਮ ਕਹਾਣੀਆਂ,ଜନ୍ମ କାହାଣୀ |
ਬਿਵੁਆਕ,ବିଭିଆକ୍ |
ਬਿਵੁਆਕ,ବିଭିଆକ୍ |
ਬਿਵੁਆਕ,ବିଭିଆକ୍ |
ਬਿਜੋਨੀਆ,ବିଜୋନିଆ |
ਕਾਲਾ ਪੰਛੀ,କଳା ପକ୍ଷୀ
ਕਾਲਾ ਝੰਡਾ,କଳା ପତାକା
ਕਾਲਾ ਮੋਰੀ,ବ୍ଲାକ୍ ହୋଲ୍ |
ਕਾਲਾ ਮੋਰੀ,ବ୍ଲାକ୍ ହୋଲ୍ |
ਕਾਲੀ ਲੱਤ (= ਖੁਰਕ),କଳା ଗୋଡ (= ସ୍କାବ)
ਕਾਲੀ ਕਮੀਜ਼,କଳା ସାର୍ଟ |
ਬਲੇਜ਼ਨ,ବ୍ଲାଜନ୍
ਬਲੇਜ਼ਨ,ବ୍ଲାଜନ୍
ਧਮਾਕੇਦਾਰ,ବ୍ଲାଜୋନ୍ରି |
ਧਮਾਕੇਦਾਰ,ବ୍ଲାଜୋନ୍ରି |
ਬਲਿਟਜ਼ਕਰੀਗ,ବ୍ଲିଟ୍ସ୍କ୍ରିଗ୍ |
ਖੂਨ ਰਹਿਤ ਇਨਕਲਾਬ (= ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ),ରକ୍ତହୀନ ବିପ୍ଳବ (= ଗ or ରବମୟ ବିପ୍ଳବ)
ਬਲੱਡਵਾਈਟ,ରକ୍ତଚାପ
ਖੂਨੀ ਮੈਰੀ,ରକ୍ତାକ୍ତ ମରିୟମ |
ਨੀਲਾ,ନୀଳ
ਨੀਲਾ ਖੂਨ,ନୀଳ ରକ୍ତ
ਨੀਲੀ ਕਿਤਾਬ,ନୀଳ ପୁସ୍ତକ |
ਨੀਲਾ ਰਿਬਨ,ନୀଳ ରିବନ୍ |
ਨੀਲਾ ਰਿਬਨ,ନୀଳ ରିବନ୍ |
ਬਲੂਜ਼ (=ਰਾਇਲ ਹਾਰਸ ਗਾਰਡ),ବ୍ଲୁଜ୍ (= ରୟାଲ୍ ଘୋଡା ଗାର୍ଡ)
ਨੀਲੀ ਕਮੀਜ਼,ନୀଳ ସାର୍ଟ |
ਬਲੂ ਵਾਟਰ ਸਕੂਲ,ନୀଳ ଜଳ ବିଦ୍ୟାଳୟ |
ਕੰਟਰੋਲ ਬੋਰਡ,ନିୟନ୍ତ୍ରଣ ବୋର୍ଡ |
ਸਰੀਰ ਦੇ ਬਸਤ੍ਰ,ଶରୀରର ଅସ୍ତ୍ରଶସ୍ତ୍ର |
ਬੋਅਰ,ବୋଇର୍
ਲੁੱਟ,ବୁଟି
ਬੋਰੋ,ବୋରୱୋ |
ਬੁਲੇਉਟੇਰੀਅਨ,ବୁଲୁଟେରିଅନ୍ |
ਬੋਰਬਨ,ବୋର୍ବନ୍ |
ਮੁੱਕੇਬਾਜ਼ ਬਗਾਵਤ,ବକ୍ସର ବିଦ୍ରୋହ |
ਬ੍ਰੇਸ,ବନ୍ଧନୀ
ਬ੍ਰਾਸਾਰਡ,ପିତ୍ତଳ |
ਬ੍ਰਾਸਾਰਡ,ପିତ୍ତଳ |
ਰੋਟੀ ਦੀਆਂ ਬਸਤੀਆਂ,ରୁଟି କଲୋନୀ |
ਛਾਤੀ ਪਲੇਟ,ସ୍ତନ ପ୍ଲେଟ୍ |
ਛਾਤੀ ਦਾ ਕੰਮ,ସ୍ତନ କାମ
ਬਰੇਟਵਾਲਡਾ,ବ୍ରେଟୱାଲଡା |
ਬ੍ਰਿਗੈਂਡ,ବ୍ରିଗାଣ୍ଡ୍ |
ਬ੍ਰਿਗੇਂਡੇਜ,ବ୍ରିଗେଣ୍ଡେଜ୍
ਬ੍ਰਿਟਿਸ਼ ਕਾਮਨਵੈਲਥ ਆਫ ਨੇਸ਼ਨਜ਼,ବ୍ରିଟିଶ୍ କମନୱେଲଥ୍ ଅଫ୍ ନେସନ୍ସ |
ਭੂਰੇ ਰੰਗ ਦੀਆਂ ਕਮੀਜ਼ਾਂ (=ਨਾਜ਼ੀਆਂ),ବ୍ରାଉନ୍ ସାର୍ଟ (= ନାଜି)
ਬ੍ਰਸੇਲਜ਼ ਸੰਧੀ (ਪੈਕਟ) ਸੰਗਠਨ (= ਪੱਛਮੀ ਯੂਰਪੀਅਨ ਯੂਨੀਅਨ),ବ୍ରୁସେଲ୍ସ ଚୁକ୍ତି (ଚୁକ୍ତି) ସଂଗଠନ (= ପଶ୍ଚିମ ୟୁରୋପୀୟ ୟୁନିଅନ୍)
ਮੱਝ,ବଫ୍ |
ਮੱਝ,ବଫ୍ |
ਮੱਝ-ਕੋਟ,ବଫ୍-କୋଟ୍ |
ਮੱਝਾਂ,ବଫସ୍ |
ਬੁਲੇ (=ਕੌਂਸਲ),ବୁଲେ (= ପରିଷଦ)
ਬਰਗੇਜ,ବନ୍ଧକ
ਬਰਗੇਸ,ବରଗଡ |
ਬਿਜ਼ੰਤੀਨੀ,ବାଇଜାଣ୍ଟାଇନ
ਬਿਜ਼ੰਤੀਨੀ ਚਰਚ,ବ yz ଜୟନ୍ତ ଚର୍ଚ୍ଚ
ਬਿਜ਼ੰਤੀਨੀ ਸਾਮਰਾਜ,ବ yz ଜୟନ୍ତ ସାମ୍ରାଜ୍ୟ |
ਬਿਜ਼ੰਤੀਨੀ ਯੁੱਗ,ବାଇଜାଣ୍ଟାଇନ ଯୁଗ
ਬਿਜ਼ੰਤੀਨੀ ਇਤਿਹਾਸਕਾਰ,ବ yz ଜୟନ୍ତ histor ତିହାସିକମାନେ |
ਕਾਬਲ,କ୍ୟାବଲ୍ |
ਕੈਸਰਵਾਦ,କେଜରିଜିମ୍ |
ਖਲੀਫਾ,ଖଲିଫ୍ |
ਕੈਲੀਗ੍ਰਾਫਰ,କଲିଗ୍ରାଫର୍ |
ਕੈਲੀਗ੍ਰਾਫਿਸਟ,କଲିଗ୍ରାଫିଷ୍ଟ |
ਕੈਲੀਗ੍ਰਾਫੀ,କାଲିଗ୍ରାଫି |
ਕੈਲਟ੍ਰੋਪ,କାଲ୍ଟ୍ରପ୍ |
ਦੋਸਤੀ,କାମାଡେରି |
ਕੈਮਰਿਲਾ,କାମାରିଲା |
ਕੈਮਰਿਲਾ,କାମାରିଲା |
ਕੈਮਲੌਕਮ,କାମେଲାକମ୍ |
ਕੈਮੋਫਲੇਜ,କାମୁଫ୍ଲେଜ୍ |
ਮੁਹਿੰਮ,ଅଭିଯାନ |
ਕੈਂਪ ਫਾਲੋਅਰ,କ୍ୟାମ୍ପ ଅନୁସରଣକାରୀ |
ਕੈਂਪੋ ਸੈਂਟੋ,କ୍ୟାମ୍ପୋ ସାଣ୍ଟୋ |
ਕੈਂਪਸ ਮਾਰਟੀਅਸ,କ୍ୟାମ୍ପସ୍ ମାର୍ଟିସ୍
ਕੈਨੇਫੋਰਾ,କାନେଫୋରା |
ਕੈਂਗੂ,କଙ୍ଗୁ
ਕੈਨੋਨੇਡ,କାନନେଡ୍ |
ਤੋਪ ਚਾਰਾ,ତୋପ ଖାଇବା |
ਕੈਨਨ,କାନନ୍ |
ਕੈਨਨ ਕਾਨੂੰਨ,କାନନ୍ ନିୟମ |
ਕੈਨੋਪਸ ਫ਼ਰਮਾਨ,କାନୋପସ୍ ଆଦେଶ |
ਕੈਂਟਿੰਗ ਹਥਿਆਰ,ବାହୁବଳୀ
ਬੰਦੀ,ବନ୍ଦୀ
ਕੈਪਟਰ,କ୍ୟାପ୍ଟର
ਕਾਰਡੀਨਲ,କାର୍ଡିନାଲ୍ |
ਕਾਰਲ,କାର୍ଲ |
ਕੈਰੋਲਿੰਗੀਅਨ ਰਾਜਵੰਸ਼,କାରୋଲିଙ୍ଗିଆନ୍ ରାଜବଂଶ |
ਕਾਰਥੁਸੀਅਨ ਸੰਪਰਦਾ,କାର୍ଟୁସିଆନ୍ ସମ୍ପ୍ରଦାୟ |
ਕਾਰਟੋਸਾ,କାର୍ଟୋସା |
ਕੈਸਟਲੀਅਨ,କାଷ୍ଟେଲିଆନ୍ |
ਕੈਸਟਲੀਅਨ,କାଷ୍ଟେଲିଆନ୍ |
ਜਾਤ ਪ੍ਰਣਾਲੀ,ଜାତି ପ୍ରଣାଳୀ |
ਕਿਲ੍ਹਾ,ଦୁର୍ଗ
ਕਿਲ੍ਹਾ,ଦୁର୍ଗ
ਕੈਸਲ ਸ਼ਹਿਰ,ଦୁର୍ଗ ସହର
ਕਾਸਟਰਾ,କାଷ୍ଟ୍ରା |
ਕਾਸਟਰਾ,କାଷ୍ଟ୍ରା |
ਕੈਥੇਡਰਾ,କ୍ୟାଥେଡ୍ରା |
ਗਿਰਜਾਘਰ,କ୍ୟାଥେଡ୍ରାଲ୍ |
ਕੈਟੋ ਸਟ੍ਰੀਟ ਸਾਜ਼ਿਸ਼,କାଟୋ ଷ୍ଟ୍ରିଟ୍ ଷଡଯନ୍ତ୍ର |
ਕਾਉਡੀਲੋ,କାଉଡିଲୋ |
ਕੈਵਲੀਅਰ,କାଭାଲିଅର୍ |
ਕੈਵਲੀਅਰ,କାଭାଲିଅର୍ |
ਕੈਵਲੀਅਰ ਸੰਸਦ,କାଭାଲିଅର୍ ସଂସଦ |
