Punjabi,Gujarati
ਬੀਜਗਣਿਤ ਬੰਦ,બીજગણિતીય રીતે બંધ
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,બીજગણિતીય સમીકરણ
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,બીજગણિતીય અભિવ્યક્તિ
ਬੀਜਗਣਿਤ ਰੂਪ,બીજગણિત સ્વરૂપ
ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ,બીજગણિત કાર્ય
ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ,બીજગણિત ભૂમિતિ
ਬੀਜਗਣਿਤ ਗੁਣਾ,બીજગણિત ગુણાકાર
ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ,બીજગણિત સિસ્ટમ
ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ,તમામ પૂર્ણાંક સમસ્યા
ਵੰਡ ਸਮੱਸਿਆ,ફાળવણી સમસ્યા
ਵਰਣਮਾਲਾ ਸੰਕੇਤ,આલ્ફાબેટીકલ નોટેશન
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,આલ્ફાબેટીક અક્ષર
ਵਿਕਲਪਕ ਕੋਣ,વૈકલ્પિક કોણ
ਬਦਲਵੇਂ ਰੂਪ,વૈકલ્પિક સ્વરૂપ
ਬਦਲਵੇਂ ਸਮੂਹ,વૈકલ્પિક જૂથ
ਬਦਲਵੀਂ ਮੈਟਰਿਕਸ,વૈકલ્પિક મેટ્રિક્સ
ਬਦਲਵੀਂ ਲੜੀ,વૈકલ્પિક શ્રેણી
ਵਿਕਲਪਕ ਅਨੁਮਾਨ,વૈકલ્પિક પૂર્વધારણા
ਵਿਕਲਪਕ ਅਨੁਕੂਲਤਾ,વૈકલ્પિક ઓપ્ટિમા
ਵਿਕਲਪਕ ਨਤੀਜਾ,વૈકલ્પિક પરિણામ
ਐਨਾਲਾਗ-ਟੂ-ਡਿਜੀਟਲ ਕਨਵਰਟਰ,એનાલોગ-ટુ-ડિજિટલ કન્વર્ટર
ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,એનાલોગ કમ્પ્યુટર
ਵਿਸ਼ਲੇਸ਼ਣ,વિશ્લેષણ
ਸਹਿਪ੍ਰਸਤੀ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,સહપ્રવૃત્તિનું વિશ્લેષણ
ਗਣਨਾ ਡੇਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,ગણતરી માહિતીનું વિશ્લેષણ
ਵਿਭਿੰਨਤਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,વિચલનનું વિશ્લેષણ
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ,વિશ્લેષણાત્મક ભૂમિતિ
ਵਿਸ਼ਲੇਸ਼ਣ ਫੰਕਸ਼ਨ,વિશ્લેષણાત્મક કાર્ય
ਕੋਣ,કોણ
ਸੰਪਰਕ ਦਾ ਕੋਣ,સંપર્ક કોણ
ਭਟਕਣ ਦਾ ਕੋਣ,વિચલન કોણ
ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ,હતાશાનો કોણ
ਭਟਕਣ ਦਾ ਕੋਣ,વિચલન કોણ
ਵਿਭਿੰਨਤਾ ਦਾ ਕੋਣ,વિવર્તન કોણ
ਉਚਾਈ ਦਾ ਕੋਣ,એલિવેશન કોણ
ਘਟਨਾ ਦਾ ਕੋਣ,ઘટના કોણ
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ,પ્રક્ષેપણ કોણ
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,પ્રતિબિંબ કોણ
ਅਪਵਰਤਨ ਦਾ ਕੋਣ,રીફ્રેક્શન કોણ
ਰੋਟੇਸ਼ਨ ਦਾ ਕੋਣ,પરિભ્રમણ કોણ
ਕੁੱਲ ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,કુલ પ્રતિબિંબ કોણ
ਕੋਣੀ ਪ੍ਰਵੇਗ,કોણીય પ્રવેગક
ਕੋਣੀ ਗਤੀ,કોણીય ગતિ
ਕੋਣੀ ਗਤੀ,કોણીય ઝડપ
ਕੋਣੀ ਵੇਗ,કોણીય વેગ
ਐਨੁਲਸ,વલય
ਜਵਾਬ,જવાબ
ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ,વિરોધી વ્યુત્પન્ન
ਵਿਰੋਧੀ ਸਮਰੂਪ ਫੰਕਸ਼ਨ,એન્ટિસપ્રમાણ કાર્ય
ਲਾਗੂ ਹੈ,લાગુ
ਐਪਲੀਕੇਸ਼ਨ,અરજી
ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,લાગુ ડાયનેમિક પ્રોગ્રામિંગ
ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ,લાગુ ભૂમિતિ
ਲਾਗੂ ਗਣਿਤ,લાગુ ગણિત
ਲਾਗੂ ਅੰਕੜੇ,લાગુ આંકડા
ਲਗਭਗ,લગભગ
ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,લગભગ સતત કાર્ય
ਅੰਦਾਜ਼ਨ ਢੰਗ,અંદાજિત પદ્ધતિ
ਅੰਦਾਜ਼ਨ ਹੱਲ,અંદાજિત ઉકેલ
ਲਗਭਗ ਸਮੱਸਿਆ,અંદાજની સમસ્યા
ਲਗਭਗ ਸੰਪਤੀ,અંદાજિત મિલકત
ਯੋਗਤਾ ਟੈਸਟ ਬੈਟਰੀ,યોગ્યતા પરીક્ષણ બેટરી
Argand ਚਿੱਤਰ,આર્ગાન્ડ ડાયાગ્રામ
ਆਪਹੁਦਰੇ ਢੰਗ ਨਾਲ ਚੁਣਿਆ ਗਿਆ ਹੈ,મનસ્વી રીતે પસંદ કરેલ
ਮਨਮਾਨੀ,મનસ્વી
ਆਪਹੁਦਰੇ ਸਥਿਰ,મનસ્વી સતત
ਆਪਹੁਦਰੇ ਤੱਤ,મનસ્વી તત્વ
ਮਨਮਾਨੀ ਬਿੰਦੂ,મનસ્વી બિંદુ
ਆਰਕੀਮੀਡੀਅਨ ਕਾਨੂੰਨ,આર્કેમીડિયન કાયદો
ਆਰਕੀਮੀਡੀਜ਼ ਸਿਧਾਂਤ,આર્કિમિડીઝ સિદ્ધાંત
ਚਾਪ ਦੀ ਲੰਬਾਈ,ચાપ લંબાઈ
ਚੱਕਰ ਦਾ ਚਾਪ,વર્તુળની ચાપ
ਚਾਪ ਸਾਇਨ ਵੰਡ,આર્ક સાઈન વિતરણ
ਚਾਪ ਸਾਇਨ ਪਰਿਵਰਤਨ,આર્ક સાઈન ટ્રાન્સફોર્મેશન
ਖੇਤਰ,વિસ્તાર
ਖੇਤਰੀ ਬਣਤਰ,ક્ષેત્રીય રચના
ਕੰਪਲੈਕਸ ਨੰਬਰ ਦੀ ਦਲੀਲ,જટિલ સંખ્યાની દલીલ
ਗਣਿਤ ਦਾ ਮਤਲਬ,અંકગણિત સરેરાશ
ਗਣਿਤ ਦੀ ਕਾਰਵਾਈ,અંકગણિત કામગીરી
ਗਣਿਤ ਦੀ ਇਕਾਈ,અંકગણિત એકમ
ਪ੍ਰਬੰਧ,વ્યવસ્થા
ਐਰੇ,એરે
ਨਕਲੀ ਸੈਟੇਲਾਈਟ,કૃત્રિમ ઉપગ્રહ
ਨਕਲੀ ਵੇਰੀਏਬਲ,કૃત્રિમ ચલ
ਚੜ੍ਹਨਾ,ચડવું
ਵੱਧਦੇ ਹੋਏ,ચડતા
ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ,તીવ્રતાનો ચડતો ક્રમ
ਚੜ੍ਹਦੀ ਲੜੀ,ચડતી શ્રેણી
ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ,એસેમ્બલર ભાષા
ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ,સોંપણીની સમસ્યા
ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,સહયોગી કાયદો
ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,ઓપરેટરોનો સહયોગી કાયદો
ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ,સહયોગી કામગીરી
ਸੰਗਤ,સહયોગ
ਮਤਲਬ ਮੰਨਿਆ,ધાર્યું સરેરાશ
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,અનુમાનિત સંભાવના વિતરણ
ਧਾਰਨਾ,ધારણા
ਜੋਤਿਸ਼,જ્યોતિષ
ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ,એસ્ટ્રોનોટિકલ એન્જિનિયર
ਖਗੋਲ ਵਿਗਿਆਨੀ,ખગોળશાસ્ત્રી
ਖਗੋਲੀ ਘੜੀ,ખગોળશાસ્ત્રીય ઘડિયાળ
ਖਗੋਲ ਵਿਗਿਆਨ,ખગોળશાસ્ત્ર
ਅਸਮਿਤ ਵਕਰ,અસમપ્રમાણ વળાંક
ਅਸਮਿਤੀ,અસમપ્રમાણતા
asymptote,એસિમ્પ્ટોટ
asymptotic,એસિમ્પટોટિક
asymptotically ਕੁਸ਼ਲ ਅਨੁਮਾਨਕ,એસિમ્પટોટિકલી કાર્યક્ષમ અંદાજકાર
asymptotically ਨਿਰਪੱਖ ਅਨੁਮਾਨਕ,એસિમ્પટોટિકલી નિષ્પક્ષ અંદાજકર્તા
asymptotic ਵਿਵਹਾਰ,એસિમ્પ્ટોટિક વર્તન
asymptotic ਵੰਡ ਫੰਕਸ਼ਨ,એસિમ્પ્ટોટિક વિતરણ કાર્ય
asymptotic ਵਿਸਥਾਰ,એસિમ્પ્ટોટિક વિસ્તરણ
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,વાતાવરણ નુ દબાણ
ਬੇਤਰਤੀਬੇ &#39;ਤੇ,રેન્ડમ પર
ਵਿਸ਼ੇਸ਼ਤਾ,લક્ષણ
ਗੁਣ ਨਮੂਨਾ ਪ੍ਰਕਿਰਿਆ,વિશેષતા નમૂના પ્રક્રિયા
ਵਧੀ ਹੋਈ ਮੈਟਰਿਕਸ,સંવર્ધિત મેટ્રિક્સ
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,સ્વતઃસંબંધ ગુણાંક
ਸਵੈ-ਸਬੰਧੀ ਫੰਕਸ਼ਨ,સ્વતઃસંબંધ કાર્ય
autocovariance,ઓટોકોવરિઅન્સ
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,સ્વચાલિત કમ્પ્યુટર
ਆਟੋਰਿਗਰੇਸ਼ਨ,ઓટો રીગ્રેશન
ਸਹਾਇਕ ਸਮੀਕਰਨ,સહાયક સમીકરણ
ਔਸਤ ਨਮੂਨਾ ਨੰਬਰ ਵਕਰ (ASN ਕਰਵ),સરેરાશ સેમ્પલ નંબર કર્વ (ASN કર્વ)
axiom,સ્વયંસિદ્ધ
ਸਵੈ-ਜੀਵਨੀ ਪਹੁੰਚ,સ્વયંસિદ્ધ અભિગમ
ਸੰਭਾਵਨਾ ਦਾ axiom,સંભાવનાનું સ્વયંસિદ્ધ
ਧੁਰਾ,ધરી
abscissa ਦਾ ਧੁਰਾ,abscissa ની અક્ષ
ਧਰਤੀ ਦੀ ਧੁਰੀ,પૃથ્વીની ધરી
ਇਨਕਲਾਬ ਦੀ ਧੁਰੀ,ક્રાંતિની ધરી
ਰੋਟੇਸ਼ਨ ਦਾ ਧੁਰਾ,પરિભ્રમણની અક્ષ
ਸਪਿਨ ਦਾ ਧੁਰਾ,સ્પિનની ધરી
ਵਾਪਸ-ਸਥਾਪਨਾ,બેક-અવેજી
ਪਿਛਲਾ ਫਰਕ,પછાત તફાવત
ਬੈਕਵਰਡ-ਇੰਟਰਪੋਲੇਸ਼ਨ ਫਾਰਮੂਲਾ,બેકવર્ડ-ઇન્ટરપોલેશન ફોર્મ્યુલા
ਸੰਤੁਲਨ,સંતુલન
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,સંતુલિત ડિઝાઇન
ਸੰਤੁਲਨ ਸ਼ੀਟ,સરવૈયા
ਬੈਲਿਸਟਿਕ ਮਿਜ਼ਾਈਲ,બેલિસ્ટિક મિસાઇલ
ਬੈਲਿਸਟਿਕਸ,બેલિસ્ટિક્સ
ਪੱਟੀ,બાર
ਅਧਾਰ,પાયો
ਅਧਾਰ ਕੋਣ,આધાર કોણ
ਲਘੂਗਣਕ ਦਾ ਅਧਾਰ,લઘુગણકનો આધાર
ਬੁਨਿਆਦੀ,પાયાની
ਬੁਨਿਆਦੀ ਸੰਭਵ ਹੱਲ,મૂળભૂત શક્ય ઉકેલ
ਬੁਨਿਆਦੀ ਹੱਲ,મૂળભૂત ઉકેલ
ਬੁਨਿਆਦੀ ਵੇਰੀਏਬਲ,મૂળભૂત ચલ
ਆਧਾਰ,આધાર
ਆਧਾਰ ਤੱਤ,આધાર તત્વ
ਆਧਾਰ ਮੈਟਰਿਕਸ,આધાર મેટ્રિક્સ
ਇੱਕ ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,વેક્ટર સ્પેસનો આધાર
ਸਬਸਪੇਸ ਦਾ ਆਧਾਰ,સબસ્પેસનો આધાર
ਬੇਸੀਅਨ ਅੰਦਾਜ਼ਾ,બેયસિયન અંદાજ
ਬੇਸ ਦਾ ਕਾਨੂੰਨ,બેયસનો કાયદો
ਬੇਅਸ ਦਾ ਸਿਧਾਂਤ,બેયસનું પ્રમેય
ਬਰਨੌਲੀ ਵੰਡ,બર્નૌલી વિતરણ
ਬਰਨੌਲੀ ਨੰਬਰ,બર્નોલી નંબર
ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ,બર્નૌલી સંભાવના કાર્ય
ਬਰਨੌਲੀ ਦਾ ਸਮੀਕਰਨ,બર્નૌલીનું સમીકરણ
ਬੇਰੀ ਫੰਕਸ਼ਨ,બેરી કાર્ય
ਵਧੀਆ ਫਿੱਟ,શ્રેષ્ઠ ગોઠવણ
ਵਧੀਆ - ਫਿੱਟ ਲਾਈਨ,શ્રેષ્ઠ - ફિટ લાઇન
ਵਧੀਆ ਹੱਲ,શ્રેષ્ઠ ઉકેલ
ਵਧੀਆ ਰਣਨੀਤੀਆਂ,શ્રેષ્ઠ વ્યૂહરચના
ਬੀਟਾ ਵੰਡ,બીટા વિતરણ
ਪੱਖਪਾਤ,પૂર્વગ્રહ
ਪੱਖਪਾਤੀ ਅਨੁਮਾਨ,પક્ષપાતી અંદાજ
biharmonic ਸਮੀਕਰਨ,બિહાર્મોનિક સમીકરણ
ਦੋਭਾਗ,બાયજેક્શન
ਦੋ-ਪੱਖੀ ਨਕਸ਼ਾ,દ્વિભાષી નકશો
ਦੋ-ਪੱਖੀ ਮੈਪਿੰਗ,બાયજેક્ટિવ મેપિંગ
ਦੋ-ਲੀਨੀਅਰ ਫਾਰਮ,દ્વિરેખીય સ્વરૂપ
ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ,દ્વિરેખીય કાર્ય
ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਰੂਪ,દ્વિરેખીય હર્મિટિયન સ્વરૂપ
ਬਾਈਨਰੀ,દ્વિસંગી
ਬਾਈਨਰੀ ਕੋਡ,દ્વિસંગી કોડ
ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ,દ્વિસંગી કોડેડ દશાંશ
ਬਾਈਨਰੀ ਕੋਡਿੰਗ,દ્વિસંગી કોડિંગ
ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ,દ્વિસંગી કમ્પ્યુટર
ਬਾਈਨਰੀ ਅੰਕ,દ્વિસંગી અંક
ਬਾਈਨਰੀ ਕਾਰਵਾਈ,દ્વિસંગી કામગીરી
ਬਾਈਨਰੀ ਸਿਸਟਮ,દ્વિસંગી સિસ્ટમ
ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ,દ્વિસંગી ચલ
ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ,દ્વિપદી ગુણાંક
ਬਾਇਨੋਮੀਅਲ ਵੰਡ,દ્વિપદી વિતરણ
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,દ્વિપદી સમીકરણ
ਬਾਇਨੋਮੀਅਲ ਵਿਸਤਾਰ,દ્વિપદી વિસ્તરણ
ਦੋਨੋਮੀ ਸਮੀਕਰਨ,દ્વિપદી અભિવ્યક્તિ
ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,દ્વિપદી રેન્ડમ ચલ
ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ,દ્વિપદી પ્રમેય
ਦੋਭਾਗ,દ્વિભાગ
ਦੋਭਾਗ ਵਿਧੀ,દ્વિભાજન પદ્ધતિ
ਬਾਈਸੈਕਟਰ,દ્વિભાજક
biserial,બાયસીરીયલ
ਬਿੱਟ,બીટ
bivariate binomial distribution,દ્વિપક્ષીય દ્વિપદી વિતરણ
ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ,બાયવેરિયેટ સહસંબંધ ગુણાંક
ਦੋ-ਪੱਖੀ ਵੰਡ,દ્વિવિધ વિતરણ
ਬਾਇਵਰੀਏਟ ਸਧਾਰਣ ਵੰਡ,બાયવેરિયેટ સામાન્ય વિતરણ
bivector,બાઇવેક્ટર
ਬੋਲਟਜ਼ਮੈਨ ਸਮੀਕਰਨ,બોલ્ટ્ઝમેન સમીકરણ
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,બુલિયન બીજગણિત
ਬੋਸ - ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ,બોઝ - આઈન્સ્ટાઈન આંકડા
ਸੀਮਾ ਸਥਿਤੀ,સીમાની સ્થિતિ
ਸੀਮਾ ਪਰਤ,સીમા સ્તર
ਸੀਮਾ ਰੇਖਾ,સીમા રેખા
ਸੀਮਾ ਮੁੱਲ,સીમા મૂલ્ય
ਸੀਮਾ ਮੁੱਲ ਸਮੱਸਿਆ,સીમા મૂલ્યની સમસ્યા
ਸੀਮਾਬੱਧ ਫੰਕਸ਼ਨ,બંધાયેલ કાર્ય
ਸੀਮਾਬੱਧ ਮੈਟ੍ਰਿਕਸ,બાઉન્ડેડ મેટ્રિક્સ
ਸੀਮਾਬੱਧ ਖੇਤਰ,સીમિત પ્રદેશ
ਸੀਮਾਬੱਧ ਸੈੱਟ,બાઉન્ડેડ સેટ
ਬ੍ਰਾਊਨੀਅਨ ਮੋਸ਼ਨ,બ્રાઉનિયન ગતિ
ਗਣਨਾ ਕਰੋ,ગણત્રી
ਗਣਨਾ,ગણતરી
ਗਣਨਾ ਮਸ਼ੀਨ,ગણતરી મશીન
ਗਣਨਾ,ગણતરી
ਗਣਨਾ ਵਿਧੀ,ગણતરીની પ્રક્રિયા
ਕੈਲਕੁਲੇਟਰ,કેલ્ક્યુલેટર
ਕੈਲਕੂਲਸ,કલન
ਪਰਿਵਰਤਨ ਦਾ ਕੈਲਕੂਲਸ,વિવિધતાની ગણતરી
ਕੈਲੋਰੀ,કેલરી
ਰੱਦ ਕਰਨ ਦਾ ਕਾਨੂੰਨ,રદ કરવાનો કાયદો
ਕੈਨੋਨੀਕਲ ਸਮੀਕਰਨ,પ્રામાણિક સમીકરણ
ਕੈਨੋਨੀਕਲ ਰੂਪ,પ્રમાણભૂત સ્વરૂપ
ਕੈਨੋਨੀਕਲ ਮੈਟ੍ਰਿਕਸ,પ્રમાણભૂત મેટ્રિક્સ
ਕੈਂਟਰ ਸੈੱਟ,કેન્ટર સેટ
ਕੈਂਟਰ ਦਾ ਟਰਨਰੀ ਸੈੱਟ,કેન્ટોરનો તૃતીય સમૂહ
ਸਮਰੱਥਾ ਵਾਲੀ ਆਵਾਜਾਈ ਦੀ ਸਮੱਸਿਆ,ક્ષમતાયુક્ત પરિવહન સમસ્યા
ਸਮਰੱਥਾ,ક્ષમતા
ਕੇਸ਼ਿਕਾ ਬਲ,રુધિરકેશિકા બળ
ਮੁੱਖ ਨੰਬਰ,મુખ્ય નંબર
ਕਾਰਟੇਸੀਅਨ ਧੁਰੇ,કાર્ટેશિયન અક્ષો
ਕਾਰਟੇਸੀਅਨ ਕੋਆਰਡੀਨੇਟਸ,કાર્ટેશિયન કોઓર્ડિનેટ્સ
ਕਾਰਟੇਸੀਅਨ ਉਤਪਾਦ,કાર્ટેશિયન ઉત્પાદન
ਸੈੱਟਾਂ ਦਾ ਕਾਰਟੇਸ਼ੀਅਨ ਉਤਪਾਦ,સેટનું કાર્ટેશિયન ઉત્પાદન
ਮਾਮਲੇ &#39;ਦਾ ਅਧਿਐਨ,કેસ સ્ટડી
ਘਾਤਕ ਉਤਰਾਅ-ਚੜ੍ਹਾਅ,આપત્તિજનક વધઘટ
ਕੈਟੇਨਰੀ,કેટેનરી
ਕੌਚੀ ਵੰਡ,કોચી વિતરણ
ਕੌਚੀ ਫਾਰਮੂਲਾ,કોચી સૂત્ર
ਕੌਚੀ ਗੌਰਸਤ ਪ੍ਰਮੇਯ,કોચી ગૌરસત પ્રમેય
ਕਾਚੀ ਰੀਮੈਨ ਦੀਆਂ ਸਥਿਤੀਆਂ,Cauchy Riemann શરતો
ਕਾਚੀ ਕ੍ਰਮ,કોચી ક્રમ
ਕੌਚੀ ਅਟੁੱਟ,કોચી અભિન્ન
ਕੌਚੀ ਪ੍ਰਮੁੱਖ ਮੁੱਲ,કોચી મુખ્ય મૂલ્ય
ਕਾਚੀ ਅਵਸ਼ੇਸ਼ ਪ੍ਰਮੇਯ,કોચી અવશેષ પ્રમેય
ਕੈਲੀ ਹੈਮਿਲਟਨ ਪ੍ਰਮੇਯ,કેલી હેમિલ્ટન પ્રમેય
ਆਕਾਸ਼ੀ ਸਰੀਰ,અવકાશી પદાર્થ
ਆਕਾਸ਼ੀ ਮਾਪ,અવકાશી માપ
