English,Marathi
Arid ecosystem,शुष्क इकोसिस्टम
Aril,एरिल
Aroma,सुगंध
Aromatic plant,सुगंधित वनस्पती
Aromatic rice,सुगंधित तांदूळ
Arrowing,बाण
Asepsis,Asepsis
Aseptic,Se सेप्टिक
Asexual propagation,अलौकिक प्रसार
Assay,परख
Assets,मालमत्ता
Assimilation,आत्मसात
Association,असोसिएशन
Astringent,तुरट
Asynapsis,एसिनॅप्सिस
Atavism,अटाविझम
Atomizer,अ‍ॅटोमायझर
Atrophy,अ‍ॅट्रोफी
Autogamy,ऑटोगॅमी
Autolysis,ऑटोलिसिस
Autoxidation,ऑटोक्सिडेशन
Autopolyploid,ऑटोपॉलिपॉइड
Auxins,ऑक्सिन
Awn (bristle),ओएन (ब्रिस्टल)
Almond,बदाम
Aloe,कोरफड
Amaranthus,अमरॅन्थस
Ammi,अम्मी
Anjan grass,अंजान गवत
Anthurium,अँथुरियम
"Aonla, Indian gooseberry","अणला, भारतीय हंसबेरी"
Apple,Apple पल
Apricot,जर्दाळू
Arbian jasmine,अरबियन चमेली
Areca nut,अरेका नट
Arjun,अर्जुन
Asfoetida,असफोएटिडा
Ash gourd,राख लबाडी
Ashoka tree,अशोका वृक्ष
Ashthma weed (euphorbia),अश्थमा तण (युफोर्बिया)
Asparagus,शतावरी
Avocado,एवोकॅडो
Alfalfa (lucerne),अल्फाल्फा (ल्युसर्न)
Ants,मुंग्या
Aphids,Ph फिडस्
Army worm,आर्मी जंत
Agricultural economist,कृषी अर्थशास्त्रज्ञ
Agricultural extensionist,कृषी विस्तारवादी
Agricultural scientist,कृषी वैज्ञानिक
Agriculture engineer,कृषी अभियंता
Agrobiologist,अ‍ॅग्रोबायोलॉजिस्ट
Agronomist,कृषीशास्त्रज्ञ
Agrophysicst,अ‍ॅग्रोफिसिकस्ट
Animal breeder,प्राणी ब्रीडर
Bacillus virus,बॅसिलस विषाणू
Bacillus,बॅसिलस
Bacteria,जिवाणू
Bacteriotoxin,बॅक्टेरियोटॉक्सिन
Bagasse,बागसे
Balance sheet,शिल्लक पत्रक
Balanced fertilization,संतुलित फर्टिलायझेशन
Bar diagram,बार आकृती
Bark,साल
Barometer,बॅरोमीटर
Barren,वांझ
Base,पाया
Basin,बेसिन
Basipetal,बासिपेटल
Basisternum,बासेस्टर्नम
Bay monsoon,बे मॉन्सून
Bearing plant,बेअरिंग प्लांट
Bed,बेड
Bedder,बेडर
Bedding,बेडिंग
Beet molasses,बीट गुळ
Bellows,धनुष्य
Belt,बेल्ट
Benefit-cost analysis,लाभ-खर्च विश्लेषण
Biased (sampling),पक्षपाती (सॅम्पलिंग)
Biennial,द्विवार्षिक
Binomial,द्विपक्षीय
Bioagent,बायोएजेन्ट
Bioclimate,बायोक्लीमेट
Bioenergy,बायोएनर्जी
Bionomics,बायोनोमिक्स
Bioreactor,बायोरिएक्टर
Biosphere,जीवशास्त्र
Biotic,बायोटिक
Biotype,बायोटाइप
Bisexual,उभयलिंगी
Blanching,ब्लान्चिंग
Blast,ब्लास्ट
Blend,मिश्रण
Blight,ब्लाइट
Blister,फोड
Blue revolution,निळा क्रांती
Bottom heat chamber,तळाशी उष्णता कक्ष
Bottom heat technique,तळाशी उष्णता तंत्र
Bran,कोंडा
Branching,शाखा
Branchlet,शाखा
Breed,प्रजनन
Breeding,प्रजनन
Brimming,ब्रिमिंग
Brood,ब्रूड
Budding,नवोदित
Budget,अर्थसंकल्प
Buffer,बफर
Bulb,बल्ब
Bunt,बंट
By-product,उप-उत्पादन
Babul acacia,बाबुल बाभूळ
Baby corn,बाळ कॉर्न
Bael,बाईल
Baill,बेली
Balsam,बाल्सम
Bamboo,बांबू
Banana,केळी
Banyan tree,वडाचे झाड
Barley,बार्ली
Barnyard millet,धान्याचे कोठार मिलेट
Basil,तुळस
Bastard cedar,बस्टर्ड सिडर
Bastard myrobalan,बस्टार्ड मायरोबालन
Bauhinia,बौहिनिया
Bay berry,बे बेरी
Bean,बीन
Beet,बीट
Belladonna,बेलॅडोना
Ber,बेर
Berseem,Berseem
Betel,सुपारी
Bilimbi,बिलीमबी
Bitter gourd,कारले
Black gram,काळा हरभरा
Black nightshade,ब्लॅक नाईटशेड
Bougainvillea,बोगेनविले
Bottle brush,बाटली ब्रश
Bottle gourd,दुधीभोपळा
Box tree,बॉक्स ट्री
Bread fruit,ब्रेड फळ
Bridal creeper,ब्राइडल क्रिपर
Brinjal,वांगे
Broad bean,ब्रॉड बीन
Broccoli,ब्रोकोली
Brussel's sprout,ब्रुसेलचा अंकुर
Buckwheat,बकव्हीट
Butea,बुटिया
Bandicoot,बॅन्डिकूट
Bear,अस्वल
Beetle,बीटल
Blister beetle,ब्लिस्टर बीटल
Blue bull,निळा बैल
Boll worm,बोल वर्म
Butterfly,फुलपाखरू
Bacteriologist,बॅक्टेरियोलॉजिस्ट
Biochemist,बायोकेमिस्ट
Biologist,जीवशास्त्रज्ञ
Biotechnologist,बायोटेक्नॉलॉजिस्ट
Botanist,वनस्पतिशास्त्रज्ञ
C moisture characteristic curve,सी ओलावा वैशिष्ट्यपूर्ण वक्र
Cake,केक
Calcarious,कॅल्केरियस
Calcification,कॅल्सीफिकेशन
Calcination of phosphate,फॉस्फेटचे कॅल्किनेशन
Callosity,कॉलिटी
Callus,कॉलस
Calyx,कॅलेक्स
Calyx-end,कॅलेक्स-एंड
Cambium,कॅम्बियम
Canker,कॅंकर
Canning,कॅनिंग
Canopy,छत
Capital,भांडवल
Caprification,केप्रीफिकेशन
Capsule,कॅप्सूल
Carbonated,कार्बोनेटेड
Carbonization,कार्बनायझेशन
Carpel,कार्पेल
Carpus,कार्पस
Casting,कास्टिंग
Catabolism,कॅटाबोलिझम
Catalysis,कॅटॅलिसिस
Caterpillar,सुरवंट
C-DNA Library,सी-डीएनए लायब्ररी
Ceiling,कमाल मर्यादा
Cell,सेल
Central leader system,केंद्रीय नेता प्रणाली
Centric,सेंट्रिक
Centrifugation,सेंट्रीफ्यूगेशन
Centrifuge,सेंट्रीफ्यूज
Centriole,सेंट्रीओल
Centrogenic,सेंट्रोजेनिक
Centrogenous,केंद्रीत
Cercus,Cercus
Cereal,अन्नधान्य
Certification,प्रमाणपत्र
Certified seed,प्रमाणित बियाणे
Chaff,चाफ
Chalaza,चालझा
Chemotropism,केमोट्रोपिझम
Chiasma,चियास्मा
Chilling hours,शीतकरण तास
Chilling injury,शीतकरण इजा
Chimera,चिमेरा
Chloranthy,क्लोरॅन्थी
Chlorophyll,क्लोरोफिल
Chlorosis,क्लोरोसिस
Chlorology,क्लोरोलॉजी
Chromatid,क्रोमॅटिड
Chromatin,क्रोमॅटिन
Chromatography,क्रोमॅटोग्राफी
Chromatolysis,क्रोमॅटोलिसिस
Chromocentre,क्रोमोसेन्ट्रे
Chromogenesis,क्रोमोजेनेसिस
Chromoprotein,क्रोमोप्रोटीन
Chromosome,क्रोमोसोम
Chronic,जुनाट
Citrange,सिट्रेंज
Cladode,क्लेडोड
Classification,वर्गीकरण
Clay,क्ले
Cleaning,स्वच्छता
Cleistogamy,क्लीस्टोगॅमी
Climacteric fruit,क्लायमॅक्टेरिक फळ
Climate,हवामान
Climatology,हवामानशास्त्र
Clipper,क्लिपर
Clod,क्लॉड
Clone,क्लोन
Cloud,ढग
Clump,गठ्ठा
Cluster,क्लस्टर
Coarse,खडबडीत
Coat (seed),कोट (बियाणे)
Cocoon,कोकून
Coenzyme,कोएन्झाइम
Cohesion,एकत्रीकरण
Coir,कॉर
Coleorrhiza,कोलोरिझा
Collar,कॉलर
Colloid (soil),कोलोइड (माती)
Columella,कोलंबेला
Column,स्तंभ
Commensalism,Comensalism
Commercial bank,व्यावसायिक बँक
Commodity,वस्तू
Community,समुदाय
Compaction (of soil),कॉम्पॅक्शन (मातीची)
Compatibility,सुसंगतता
Compatibility,सुसंगतता
Compensation,भरपाई
Competitive interaction,स्पर्धात्मक संवाद
Complementary crop,पूरक पीक
Complex,कॉम्प्लेक्स
Component,घटक
Composition,रचना
Compost,कंपोस्ट
Compound interest,चक्रवाढ व्याज
Computation,गणना
Computer,संगणक
Concentration,एकाग्रता
Conditioner,कंडिशनर
Conductance,आवाहन
Configuration,कॉन्फिगरेशन
Conformity,अनुरूपता
Confounding,गोंधळात टाकणारे
Conjugation,संयोजन
Connective,संयोजी
Conservation,संवर्धन
Consolidation,एकत्रीकरण
Constituents,घटक
Consumer,ग्राहक
Consumption,वापर
Contamination,दूषित
Contour planting,समोच्च लागवड
Contour,समोच्च
Contract farming,कॉन्ट्रॅक्ट शेती
Controlled storage,नियंत्रित स्टोरेज
Co-operative bank,सहकारी बँक
Cooperator,सहकारी
Coppice,कॉपिस
Corm,कॉर्म
Corolla,कोरोला
Cortex,कॉर्टेक्स
Cost,किंमत
Cotyledon (seed),कॉटिलेडन (बियाणे)
Credit society,क्रेडिट सोसायटी
Credit,पत
Creditor,लेखादार
Crest,माथा
Crinkle,Rickly
Crisis,संकट
Criterion,निकष
Critical,गंभीर
Crop insurance,पीक विमा
Crop loan,पीक कर्ज
Crop,पीक
Cropping area,पीक क्षेत्र
Cross-incompatible,क्रॉस-इनकॉम्पॅन्सिबल
Crown (plant),मुकुट (वनस्पती)
Crumb,क्रंब
Crust,कवच
Cryptogam,क्रिप्टोगॅम
Cull (fruits),कुल (फळे)
Culm,कुल्म
Cultivar,लागवड
Cultivation,लागवड
Cultivator,लागवड करणारा
Culture,संस्कृती
Curing,उपचार
Curling,कर्लिंग
Currency,चलन
Cuticle,क्यूटिकल
Cutting,कटिंग
Cyst,गळू
Cytochrome,साइटोक्रोम
Cytogamy,सायटोगामी
Cytogenesis,सायटोजेनेसिस
Cytogenetics,सायटोजेनेटिक्स
Cytokinesis,सायटोकिनेसिस
Cytology,सायटोलॉजी
Cytolysis,सायटोलिसिस
Cytomere,सायटोमेरे
Cytoplasm,साइटोप्लाझम
Cabbage,कोबी
Cactus,कॅक्टस
Calendula,कॅलेंडुला
Canary grass (phalaris),कॅनरी गवत (फालारिस)
Canna,कॅन्ना
Capparis,कॅपरिस
Capsicum,शिमला मिर्ची
Carambola,कारंबोला
Carapa,कारपा
Cardamom,वेलची
Carnation,कार्नेशन
Carrot,गाजर
Cashew nut,काजू
Cassia,कॅसिया
Castor,एरंडेल
Cauliflower,फुलकोबी
Celery,भाजी किंवा कोशिंबीर बनवण्यासाठी उपयुक्त अशी एक वनस्पती
Champac,शॅमक
Chenopodium,चेनोपोडियम
Cherry tomato,चेरी टोमॅटो
Cherry,चेरी
"Chickpea, gram","चणा, हरभरा"
Chillies,मिरची
China turpentine tree,चीन टर्पेन्टाईन ट्री
Chow-chow,चाऊ-चाऊ
Chrysanthemum,क्रिसॅन्थेमम
"Chufa, earth almond","चुफा, पृथ्वी बदाम"
Cichory,सिचरी
Cinnamon,दालचिनी
Citron,सिट्रॉन
Citronella grass,सिट्रोनेला गवत
Climbing jasmine,चमेली चढणे
Clove,लवंग
Cluster bean,क्लस्टर बीन
Cocoa,कोको
Coconut,नारळ
Coffee,कॉफी
Coleus,कोलियस
Colocasia,कोलोकेशिया
"Colocynth, bitter apple","कोलोसिंथ, कडू सफरचंद"
Common purslane,सामान्य पर्स्लेन
Coriander,कोथिंबीर
Cotton,कापूस
Cowpea,गायी
Cubeb,क्यूबब
Cucumber,काकडी
Cucurbits,कुकर्बिट्स
Cumin,जिरे
Curry leaf,करी पान
Custard apple,सीताफळ
Capsule borer,कॅप्सूल बोरर
Caterpiller,सुरवंट
Citrus psylla,लिंबूवर्गीय सायला
Cricket,क्रिकेट
Crow,कावळा
Cut worm,जंत कट करा
Dairy,डेअरी
Dairying,दुग्धशाळा
Dam,धरण
Day-neutral,दिवस-तटस्थ
Days after flowering,फुलांच्या नंतरचे दिवस
Days after full bloom,पूर्ण मोहोर नंतरचे दिवस
Deblossoming,डीब्लोसमिंग
Decalcification,Decalcification
Decant,डिकंट
Decay,क्षय
Deciduous,पाने गळणारा
Decimal,दशांश
Deficiency,कमतरता
Deflocculation (soil),डिफ्लोकुलेशन (माती)
Defloration,डिफ्लोरेशन
Defoliation,डीफोलिएशन
Deforestation,जंगलतोड
Degeneration,अध: पतन
Degradation,अधोगती
Degree days,पदवी दिवस
Degree,पदवी
Dehiscence,Dehiscence
Dehulling,डीहुलिंग
Dehusking,डीहुस्किंग
Dehydration,डिहायड्रेशन
Dehydrator,डिहायड्रेटर
Demand,मागणी
Denaturation,विकृती
Denudation,नकार
Deposit,ठेव
Deposition,ठेव
Depreciation desalinization,घसारा डेसालिनायझेशन
Desiccation,Desiccation
Design,डिझाइन
Dessicator,Descicator
Destoning,निराश
Desuckering,Desuckering
Desynapsis,Desynapsis
Detassel,डेटासेल
Detasseling,Detasseling
Determinant,निर्धारक
Devaluation,अवमूल्यन
Devegetation,Devegetation
Deviation,विचलन
Diad,डायड
Diagnosis,निदान
Dichogamy,डिचोगामी
Dichotomy,द्वैधविज्ञान
Dicotyledon (seed),डिकोटिल्डन (बियाणे)
Die back (disease),मरणार (रोग)
Diffusion,प्रसार
Digestibility,पचनक्षमता
Dihybrid,डायहायब्रिड
Dike (dyke),डिक (डायक)
Dilute,सौम्य
Dioecious,डायओसियस
Diploid,डिप्लोइड
Diploid,डिप्लोइड
Diplonema,डिप्लोमा
Disbudding,डिसबुडिंग
Discing,डिस्किंग
Discount,सूट
Disinfection,निर्जंतुकीकरण
Dispersion,फैलाव
Dissemination,प्रसार
Diversification,विविधता
Diversified farming,विविध शेती
DNA Ladder,डीएनए शिडी
DNA receptor,डीएनए रिसेप्टर
Dockage,डॉकगेज
Dominant,प्रबळ
Dormancy,सुप्तता
Dose,डोस
Double sigmoid curve,डबल सिग्मॉइड वक्र
Draft (draught),मसुदा (मसुदा)
Drain,निचरा
Drainage,ड्रेनेज
Draw,काढा
Drenching,भिजत
Dressing (seed),ड्रेसिंग (बियाणे)
Drill (n.),ड्रिल (एन.)
Drilling (ag. engg),ड्रिलिंग (एजी. इंजी)
Drilling (agronomy),ड्रिलिंग (अ‍ॅग्रोनॉमी)
Drip irrigation,ठिबक सिंचन
Dryland farming,ड्रायलँड शेती
Dust,धूळ
Duster,डस्टर
Dusting,धूळ
Dwarf,बटू
Dwarf pyramid,बौने पिरॅमिड
Dwarfing,बौने
Daisy,डेझी
Dates,तारखा
Day jasmine,दिवस चमेली
Dill,बडीशेप
Dinanath grass,दीननाथ गवत
Dodder,डॉडर
"Doob grass, bermuda grass","डूब गवत, बर्म्युडा गवत"
Druce,ड्रूस
Dry ginger,कोरडे आले
Defoliating beetle,डीफोलिएटिंग बीटल
Drone,ड्रोन
Duck,बदक
Ecology,पर्यावरणशास्त्र
Econometrics,इकोनोमेट्रिक्स
Economic efficiency,आर्थिक कार्यक्षमता
Ecotype,इकोटाइप
Ectotrophic,एक्टोट्रॉफिक
Edaphic,ईडाफिक
Edaphology,एडॉफोलॉजी
Edging,कडा
Edible part,खाद्य भाग
Elasticity of demand,मागणीची लवचिकता
Elasticity of production,उत्पादनाची लवचिकता
Electrolysis,इलेक्ट्रोलिसिस
Electrophoresis,इलेक्ट्रोफोरेसीस
Eluviation,Eluviation
Emasculator,Emasculator
Embanking,तटबंदी
Embryo,गर्भ
Embryology,गर्भशास्त्र
Emergence,उदय
Emulsifier,इमल्सीफायर
Endogenous,अंतर्जात
Endomitosis,एंडोमिटोसिस
Endoparasite,एंडोपारासाइट
Endosperm,एंडोस्पर्म
Enterprise,उपक्रम
Entomology,एंटोमोलॉजी
Environment,वातावरण
Enzyme,सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य
Epicotyl grafting,एपिकोटिल ग्राफ्टिंग
Epiphyte,एपिफाइट
Equity,इक्विटी
Eradication,निर्मूलन
Essential nutrients,आवश्यक पोषक घटक
Estimation,अंदाज
Etiolation,Etiolation
Eugenic,युजेनिक
Evaluation,मूल्यांकन
Evaporimeter,बाष्पीभवन
Evapo-transpiration,बाष्पीभवन
Evergreen revolution,सदाहरित क्रांती
Evergreen,सदाहरित
Evolution,उत्क्रांती
Excise,अबकारी
Exhaustion (fertility),थकवा (प्रजननक्षमता)
Exploitation,शोषण
Exploration,अन्वेषण
Extrusion,एक्सट्र्यूजन
Eye (sugercane/potato),डोळा (सुगेरकेन/बटाटा)
Edible pine,खाद्यतेल पाइन
"Elephant foot, yam","हत्ती पाय, याम"
Eucalyptus,निलगिरी
Earthworm,गांडूळ
Entomologist,कीटकशास्त्रज्ञ
Environmentalist,पर्यावरणवादी
Factor,घटक
Factor productivity,घटक उत्पादकता
Factorage,फॅक्टरेज
Factorial block design,फॅक्टोरियल ब्लॉक डिझाइन
Facultative,शिक्षक
Fallow,पडझड
Family,कुटुंब
Farm appraisal,शेती मूल्यांकन
Farm budgeting,शेती बजेट
Farm business,शेती व्यवसाय
Farm planning,शेती नियोजन
Farmer,शेतकरी
Farming,शेती
Fasciation,Fasciaction
Fecundation,Fecundation
Fermentation,किण्वन
Fertility,सुपीकता
Fertilizer,खत
Fertilizer use efficiency,खताची कार्यक्षमता वापरा
Fibrous,तंतुमय
Field,फील्ड
Field capacity,फील्ड क्षमता
Field demonstration,फील्ड प्रात्यक्षिक
Fixation,निर्धारण
Flooding,पूर
Flow diagram,प्रवाह चित्र
Food value,अन्न मूल्य
Forage (fodder),चारा (चारा)
Forecasting,अंदाज
Forest,वन
Forestation,वनीकरण
Frond,फ्रॉन्ड
Frost resistant,फ्रॉस्ट प्रतिरोधक
Frost,दंव
Frozen (fruit & vegetable),गोठलेले (फळ आणि भाजी)
Fructification,फ्रुकिफिकेशन
Fruit drop,फळ थेंब
Fruit-set (fruit setting),फळ-सेट (फळांची सेटिंग)
Fumigation,धूर
Fungicide,बुरशीनाशक
Fungistatic,बुरशीवादी
Fungus,बुरशीचे
Furow,Furo
Fusion,फ्यूजन
Fuzz,अस्पष्ट
Fuzzy,अस्पष्ट
"Fennel, anise","एका जातीची बडीशेप, बडीशेप"
Fenugreek,मेथी
Fig,अंजीर
Finger millet,बोटा बाजरी
Fire-flame bush,अग्निशामक बुश
Flame of forest,जंगलाची ज्योत
French bean,फ्रेंच बीन
Flea,पिसू
Fox,कोल्हा
Fruit fly,फळ माशी
Gall (Hort),पित्त (हॉर्ट)
Gamete,गेमेट
Garden,बाग
Gauge (water),गेज (पाणी)
Gene bank,जीन बँक
Gene tagging,जीन टॅगिंग
Geneology,जीनोलॉजी
Genetic map,अनुवांशिक नकाशा
Genetics,अनुवांशिक
Genome,जीनोम
Genomic library,जीनोमिक लायब्ररी
Genomics,जीनोमिक्स
Genotype,जीनोटाइप
Genotype,जीनोटाइप
Genus,वंश
Genus,वंश
Germ,अंकुर
Germicide,जंतुनाशक
Germination,उगवण
Germplasm,जर्मप्लाझम
Gibberellic acid,गिब्बरेलिक acid सिड
Ginning,जिनिंग
Glume,ग्लूम
Glutinous,ग्लूटीनस
Glycolysis,ग्लायकोलिसिस
Gneiss,Gneiss
Golden revolution,सुवर्ण क्रांती
Grading,ग्रेडिंग
Grafted plant,कलम केलेला वनस्पती
Graft-incompatible,कलम-विसंगत
Granna,ग्रॅना
Granulation,ग्रॅन्युलेशन
Green manure,ग्रीन खत
Green revolution,हरित क्रांती
Growth and development,वाढ आणि विकास
Gummosis,गमोसिस
Gynodioecious,गायनोडिओसियस
Gall nut,पित्त नट
Garlic,लसूण
Gerbera,गर्बेरा
Gherkin,Gherkin
Ginger,आले
Gladiolus,ग्लॅडिओलस
Goat weed (ageratum),बकरी तण (एजराटम)
Grapefruit,द्राक्षफळ
Grapes,द्राक्षे
Green gram,हिरवा हरभरा
Grewia,ग्रेव्हिया
Groundnut,शेंगदाणे
Guava,पेरू
Guinea grass,गिनिया गवत
Gall midge,पित्त मिज
Grass hopper,गवत हॉपर
Gundhy bug,Gondhy बग
Habit,सवय
Hail,गारा
Hairyvetch,केशरचना
Halophyte,हॅलोफाइट
Harrow,हॅरो
Harvest index,कापणी निर्देशांक
Harvest,कापणी
Harvesting,कापणी
Hatch,हॅच
Hay,गवत
Haylage,गवत
Haystock,गवत
Haze,धुके
Hazy,हेझी
Head (Agro),प्रमुख (कृषी)
Head (of channel),प्रमुख (चॅनेलचे)
Heading back,मागे जात आहे
Hedge,हेज
Hedging,हेजिंग
Helix,हेलिक्स
Hematite,हेमॅटाइट
Herb,औषधी वनस्पती
Herbarium,हर्बेरियम
Herbicide,औषधी वनस्पती
Heredity,आनुवंशिकता
Heretability,आत्मीयता
Hermaphrodite,हर्माफ्रोडाइट
Heterochromatic,हेटरोक्रोमॅटिक
Heterofertilization,हेटरोफर्टिलायझेशन
Heterosis,हेटरोसिस
Heterosome,हेटरोसोम
Heterotroph,हेटरोट्रोफ
Hexaploid,हेक्साप्लोइड
Hibernate,हायबरनेट
High density planting,उच्च घनतेची लागवड
Hill (rice),हिल (तांदूळ)
Histogram,हिस्टोग्राम
Hitech horticulture,हिटेक फलोत्पादन
Hive,पोळे
Hoeing,होईंग
Holding,होल्डिंग
Home farm,होम फार्म
Homeostasis,होमिओस्टॅसिस
Homestead,होमस्टीड
Homogeneity,एकसंधपणा
Homogenous,एकसंध
Homologus,होमोलोगस
Homozygote,होमोझीगोटे
Hopper,हॉपर
Horizon,होरायझन
Horticultural crops,बागायती पिके
Horticulture,बागायती
Horti-silvi pastoral farming,हॉर्टी-सिल्वी खेडूत शेती
Host,होस्ट
Hot water treatment,गरम पाण्याचे उपचार
Hull,हुल
Humidity,आर्द्रता
Humus,बुरशी
Husk,भुंगा
Husker,हस्कर
Husking,हस्किंग
Hybrid,संकरित
Hybridization,संकरीत
Hydration,हायड्रेशन
Hydrology,हायड्रोलॉजी
Hydrolysis,हायड्रोलिसिस
Hydrometer,हायड्रोमीटर
Hydrophilous,हायड्रोफिलस
Hydroponics,हायड्रोपोनिक्स
Hydrosphere,हायड्रोस्फीअर
Hydroscopicity,हायड्रोस्कोपीसीटी
Hyperparasite,हायपरपॅरासाइट
Hyperplasia,हायपरप्लासिया
Hypha,हायफा
Hypocotyl,हायपोकोटाइल
Hypothesis,हायपोथेसिस
Hysteresis (water),हिस्टेरिसिस (पाणी)
Hazel nut,हेझेल नट
Hemp,भांग
Henbane,हेनबेन
Henna,मेंदी
Hibiscus,हिबिस्कस
Hop,हॉप
Horse gram,घोडा हरभरा
Horse-eye-bean,घोडा-डोळा-बीन
Honeybee,मधमाशी
Hopper,हॉपर
Horticulturist,बागायती
Hydrologist,हायड्रोलॉजिस्ट
In situ grafting,सिटू ग्राफ्टिंग मध्ये
In vitro,ग्लासमध्ये
In vivo,व्हिव्हो मध्ये
Indiscriminate,अंदाधुंदी
Insect,कीटक
Insect pest,कीटक कीटक
Insectary,कीटक
Insecticide,कीटकनाशक
Insectivorous,कीटकनाशक
