Marathi,Punjabi
प्रवेश वातावरण,ਐਕਸੈਸ ਵਾਤਾਵਰਣ
प्रवेश अंतर,ਐਕਸੈਸ ਪਾੜਾ
प्रवेश निर्देशांक,ਐਕਸੈਸ ਇੰਡੈਕਸ
Line क्सेस लाइन,ਐਕਸੈਸ ਲਾਈਨ
प्रवेश यंत्रणा,ਐਕਸੈਸ ਵਿਧੀ
प्रवेश पद्धत,ਐਕਸੈਸ ਵਿਧੀ
प्रवेश पद्धत दिनचर्या,ਐਕਸੈਸ ਵਿਧੀ ਰੁਟੀਨ
प्रवेश मोड,ਐਕਸੈਸ ਮੋਡ
प्रवेश बरोबर,ਸਹੀ ਪਹੁੰਚ
प्रवेश स्कॅन,ਐਕਸੈਸ ਸਕੈਨ
प्रवेश वेळ,ਐਕਸੈਸ ਟਾਈਮ
लेखा,ਲੇਖਾ
लेखा वित्त प्रणाली,ਲੇਖਾ ਵਿੱਤ ਸਿਸਟਮ
लेखा मशीन,ਲੇਖਾ ਮਸ਼ੀਨ
खाते क्रमांक,ਅਕਾਊਂਟ ਨੰਬਰ
पुनरुत्पादक संचय,ਦੁਬਾਰਾ ਪੈਦਾ ਕਰਨ ਵਾਲਾ
संचयक,ਇਕੱਤਰ ਕਰਨ ਵਾਲਾ
संचयक नोंदणी,ਇਕੱਤਰ ਕਰਨ ਵਾਲਾ ਰਜਿਸਟਰ
संचयक शिफ्ट सूचना,ਇਕੱਤਰ ਕਰਨ ਵਾਲੀ ਸ਼ਿਫਟ ਹਦਾਇਤਾਂ
अचूकता,ਸ਼ੁੱਧਤਾ
अचूकता नियंत्रण वर्ण,ਸ਼ੁੱਧਤਾ ਕੰਟਰੋਲ ਅੱਖਰ
अचूकता नियंत्रण प्रणाली,ਸ਼ੁੱਧਤਾ ਕੰਟਰੋਲ ਪ੍ਰਣਾਲੀ
ऐस पायलट,ਏਸ ਪਾਇਲਟ
चरित्र कबूल करा,ਅੱਖਰ ਮੰਨੋ
ध्वनिक कपलर,ਧੁਨੀ ਕਥਾ
ध्वनिक कपलिंग,ਧੁਨੀ
ध्वनिक विलंब रेखा,ਧੁਨੀ ਦੇਰੀ ਨਾਲ
ध्वनिक मेमरी,ਧੁਨੀ ਯਾਦਦਾਸ਼ਤ
ध्वनिक मॉडेम,ਧੁਨੀ ਮਾਡਮ
ध्वनिक सिग्नल,ਧੁਨੀ ਸੰਕੇਤ
ध्वनिक संचयन,ਧੁਨੀ ਸਟੋਰੇਜ
परिवर्णी शब्द,ਐਕਰੋਨਾਈਮ
क्रिया,ਕਾਰਵਾਈ
कृती चक्र,ਐਕਸ਼ਨ ਚੱਕਰ
कृती ओळ,ਐਕਸ਼ਨ ਲਾਈਨ
कृती संदेश,ਐਕਸ਼ਨ ਸੰਦੇਸ਼
कृती तपशील,ਐਕਸ਼ਨ ਨਿਰਧਾਰਨ
सक्रियकरण,ਸਰਗਰਮੀ
सक्रिय,ਕਿਰਿਆਸ਼ੀਲ
सक्रिय फाईल,ਐਕਟਿਵ ਫਾਈਲ
सक्रिय ओळ,ਐਕਟਿਵ ਲਾਈਨ
सक्रिय दुवा,ਕਿਰਿਆਸ਼ੀਲ ਲਿੰਕ
सक्रिय मास्टर फाइल,ਐਕਟਿਵ ਮਾਸਟਰ ਫਾਈਲ
सक्रिय मास्टर आयटम,ਐਕਟਿਵ ਮਾਸਟਰ ਆਈਟਮ
सक्रिय उपग्रह,ਐਕਟਿਵ ਸੈਟੇਲਾਈਟ
सक्रिय स्टेशन,ਐਕਟਿਵ ਸਟੇਸ਼ਨ
सक्रिय संचयन,ਐਕਟਿਵ ਸਟੋਰੇਜ
क्रियाकलाप,ਸਰਗਰਮੀ
क्रियाकलाप पातळी,ਸਰਗਰਮੀ ਪੱਧਰ
क्रियाकलाप लोडिंग,ਗਤੀਵਿਧੀ ਲੋਡਿੰਗ
क्रियाकलाप प्रमाण,ਗਤੀਵਿਧੀ ਅਨੁਪਾਤ
वास्तविक पत्ता (= परिपूर्ण पत्ता),ਅਸਲ ਪਤਾ (= ਪੂਰਨ ਪਤਾ)
वास्तविक कोड (= परिपूर्ण कोड),ਅਸਲ ਕੋਡ (= ਸੰਪੂਰਨ ਕੋਡ)
वास्तविक डेटा हस्तांतरण दर,ਅਸਲ ਡੇਟਾ ਟ੍ਰਾਂਸਫਰ ਰੇਟ
वास्तविक दशांश बिंदू,ਅਸਲ ਦਸ਼ਮਲਵ ਬਿੰਦੂ
वास्तविक सूचना (= प्रभावी सूचना),ਅਸਲ ਹਦਾਇਤਾਂ (= ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਹਦਾਇਤ)
वास्तविक की,ਅਸਲ ਕੁੰਜੀ
वास्तविक वेळ,ਅਸਲ ਸਮਾਂ
वास्तविक कामाची वेळ,ਅਸਲ ਕੰਮ ਦਾ ਸਮਾਂ
अ‍ॅक्ट्युएटिंग सिग्नल,ਅਦਾਕਾਰੀ ਸੰਕੇਤ
अनुकूलता,ਅਨੁਕੂਲਤਾ
अ‍ॅडॉप्टर,ਅਡੈਪਟਰ
अ‍ॅडॉप्टिव्ह चॅनेल वाटप,ਅਡੈਪਟਿਵ ਚੈਨਲ ਅਲਾਟਮੈਂਟ
अनुकूली एकत्रीकरण,ਅਨੁਕੂਲ ਏਕੀਕਰਣ
अ‍ॅडॉप्टिव्ह ट्रान्सव्हर्सल इक्वेलायझर,ਅਨੁਕੂਲਤਾ ਦੇ ਟਰਾਂਸਵਰਸਟਲ ਬਰਾਬਰੀ
जोडलेली प्रविष्टी,ਇੰਦਰਾਜ਼ ਸ਼ਾਮਲ ਕੀਤਾ
परिशिष्ट,ਐਡੇਂਡ
अ‍ॅडर,ਐਡਰਰ
अ‍ॅडडर सबट्रॅक्टर,ਐਡਰੈਸਬਰਸਟਰੈਕਟਰ
फाईल जोडा,ਫਾਈਲ ਸ਼ਾਮਲ ਕਰੋ
अतिरिक्त वर्ण (= विशेष वर्ण),ਵਾਧੂ ਅੱਖਰ (= ਵਿਸ਼ੇਸ਼ ਚਰਿੱਤਰ)
व्यतिरिक्त रेकॉर्डर,ਜੋੜ ਰਿਕਾਰਡਰ
व्यतिरिक्त सारणी,ਜੋੜ ਸਾਰਣੀ
अ‍ॅडिटिव्ह विशेषता,ਜੋੜ
मोड जोडा,ਮੋਡ ਸ਼ਾਮਲ ਕਰੋ
ऑपरेशन जोडा,ਓਪਰੇਸ਼ਨ ਸ਼ਾਮਲ ਕਰੋ
पत्ता,ਪਤਾ
पत्तेपणाचा उपाय,ਸੰਬੋਧਿਤਯੋਗਤਾ ਉਪਾਅ
पत्ते करण्यायोग्य क्षैतिज स्थिती,ਪਤਾ ਕਰਨ ਯੋਗ ਹਰੀਜੱਟਲ ਸਥਿਤੀ
पत्ता योग्य बिंदू,ਪਤਾ ਕਰਨ ਯੋਗ ਬਿੰਦੂ
पत्ता योग्य स्थिती,ਪਤਾ ਕਰਨ ਯੋਗ ਸਥਿਤੀ
पत्ते करण्यायोग्य नोंदणी,ਪਤਾ ਕਰਨ ਯੋਗ ਰਜਿਸਟਰ
पत्ता योग्य स्टोरेज,ਪਤਾ ਕਰਨ ਯੋਗ ਸਟੋਰੇਜ
पत्ता योग्य अनुलंब स्थिती,ਪਤਾ ਕਰਨ ਯੋਗ ਲੰਬਕਾਰੀ ਸਥਿਤੀ
अ‍ॅड्रेस बस,ਪਤਾ ਬੱਸ
पत्ता कोड,ਪਤਾ ਕੋਡ
पत्ता तुलनात्मक,ਪਤਾ ਕੰਪਰੇਟਰ
पत्ता गणना,ਪਤਾ ਬਕਾਏ
पत्ता स्थिर,ਪਤਾ ਲਗਾਤਾਰ
पत्ता रूपांतरण,ਪਤਾ ਬਦਲਣਾ
पत्ता डेटा,ਪਤਾ ਡਾਟਾ
संबोधित मेमरी,ਸੰਬੋਧਿਤ ਮੈਮੋਰੀ
पत्ता प्रभावी,ਪਤਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ
पत्ता फील्ड,ਪਤਾ ਖੇਤਰ
पत्ता स्वरूप,ਪਤਾ ਫਾਰਮੈਟ
पत्ता विनामूल्य कार्यक्रम,ਪਤਾ ਮੁਫਤ ਪ੍ਰੋਗਰਾਮ
पत्ता,ਸੰਬੋਧਨ ਕਰਨਾ
"पत्ता
 वर्ण","ਸੰਬੋਧਨ ਕਰਨਾ
 ਅੱਖਰ"
व्यत्यय संबोधित करणे,ਰੁਕਾਵਟ ਨੂੰ ਸੰਬੋਧਿਤ ਕਰਨਾ
पळवाट पळवाट,ਪਤਾ ਲਗਾਉਣ
आभासी मेमरी संबोधित करणे,ਵਰਚੁਅਲ ਮੈਮੋਰੀ ਨੂੰ ਸੰਬੋਧਨ ਕਰਨਾ
पत्ता इंटरलॅकिंग,ਪਤਾ ਲਗਾਉਣਾ
पत्ता नसलेली सूचना स्वरूप,ਬਰੇਸ਼ਨ ਰਹਿਤ ਨਿਰਦੇਸ਼ ਦਾ ਫਾਰਮੈਟ
पत्ता ओळ,ਐਡਰੈੱਸ ਲਾਈਨ
पत्ता मॅपिंग,ਪਤਾ ਮੈਪਿੰਗ
पत्ता चिन्ह,ਪਤਾ ਮਾਰਕ
पत्ता बदल,ਪਤਾ ਸੋਧ
पत्ता भाग,ਪਤਾ ਭਾਗ
पत्ता पॉईंटर,ਪਤਾ ਪੁਆਇੰਟਰ
पत्ता नोंदणी,ਪਤਾ ਰਜਿਸਟਰ
पत्ता सिग्नल,ਪਤਾ ਸਿਗਨਲ
पत्ता आकार,ਪਤਾ ਅਕਾਰ
पत्ता जागा,ਪਤਾ ਸਪੇਸ
पत्ता जागा अभिज्ञापक,ਪਤਾ ਸਪੇਸ ਪਛਾਣਕਰਤਾ
पत्ता थांबा,ਪਤਾ ਬੰਦ
पत्ता ट्रेस,ਪਤਾ ਟਰੇਸ
पत्ता ट्रॅक,ਪਤਾ ਟਰੈਕ
पत्ता अनुवाद,ਪਤਾ ਅਨੁਵਾਦ
पत्ता अनुवादक,ਪਤਾ ਅਨੁਵਾਦਕ
अ‍ॅड-सबस्ट्रॅक्ट वेळ,ਸ਼ਾਮਲ ਕਰੋ-ਘਟਾਓ
वेळ जोडा,ਸਮਾਂ ਸ਼ਾਮਲ ਕਰੋ
समीप,ਅਡਜੈਂਸੀ
जवळची रचना,ਐਡਜੈਂਸੀ structure ਾਂਚਾ
समीप चॅनेल,ਨਾਲ ਲੱਗਦੇ ਚੈਨਲ
समीप डोमेन,ਨਾਲ ਲੱਗਦੇ ਡੋਮੇਨ
समीप मॅट्रिक्स,ਨਾਲ ਲੱਗਦੀ ਮੈਟ੍ਰਿਕਸ
समीप नोड,ਨਾਲ ਲੱਗਦੀ ਨੋਡ
समीप सुबेरिया,ਆਸ ਪਾਸ ਦੇ ਉਪਰਾਸਾ
संक्षिप्त रुप (सिस्टम),ਐਡਰਜਾਈਨ (ਸਿਸਟਮ)
समायोजित करा,ਵਿਵਸਥਤ ਕਰੋ
समायोज्य मर्यादा,ਵਿਵਸਥਤ ਹੱਦ ਤੱਕ
मजकूर मोड समायोजित करा,ਟੈਕਸਟ ਮੋਡ ਨੂੰ ਵਿਵਸਥਤ ਕਰੋ
प्रशासकीय डेटा प्रक्रिया,ਪ੍ਰਬੰਧਕੀ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
प्रशासकीय ऑपरेशन,ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ
प्रशासकीय ऑपरेटर,ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ
प्रशासकीय ऑपरेटर स्टेशन,ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ ਸਟੇਸ਼ਨ
प्रशासकीय समर्थन प्रणाली,ਪ੍ਰਬੰਧਕੀ ਸਹਾਇਤਾ ਸਿਸਟਮ
प्रगत संप्रेषण सेवा,ਤਕਨੀਕੀ ਸੰਚਾਰ ਸੇਵਾ
प्रगत माहिती प्रणाली,ਐਡਵਾਂਸਡ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
प्रगत ऑप्टिकल कॅरेक्टर रीडर,ਐਡਵਾਂਸਡ ਆਪਟੀਕਲ ਅੱਖਰ ਪਾਠਕ
प्रगत वैज्ञानिक संगणक,ਤਕਨੀਕੀ ਵਿਗਿਆਨਕ ਕੰਪਿ computer ਟਰ
हवाई,ਏਰੀਅਲ
एकूण,ਸਮੁੱਚੀ
एकूण अभिव्यक्ती,ਸਮੁੱਚੀ ਸਮੀਕਰਨ
लक्ष्य वर्तुळ,ਉਦੇਸ਼ ਸਰਕਲ
लक्ष्य फील्ड (= लक्ष्य चिन्ह),ਉਦੇਸ਼ ਖੇਤਰ (= ਪ੍ਰਤੀਕ ਦਾ ਨਿਸ਼ਾਨਾ)
लक्ष्य प्रतीक,ਪ੍ਰਤੀਕ ਬਣਾਉਣਾ
एअरबोर्न संगणक प्रणाली,ਏਅਰਬੋਰਨ ਕੰਪਿ Computer ਟਰ ਸਿਸਟਮ
बीजगणित ईगेनव्हल्यू समस्या,ਅਲਜਬ੍ਰਿਕ ਈਗਨਵੈਲਯੂ ਦੀ ਸਮੱਸਿਆ
"बीजगणित
 एकत्रीकरण","ਅਲਜਬ੍ਰਿਕ
 ਏਕੀਕਰਣ"
बीजगणित भाषा,ਅਲਜਬ੍ਰਿਕ ਭਾਸ਼ਾ
बीजगणित हाताळणी,ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ
बीजगणित मॅनिपुलेशन भाषा,ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ ਭਾਸ਼ਾ
बीजगणित ओरिएंटेड भाषा,ਐਲਜਬਰੇਕ ਅਧਾਰਤ ਭਾਸ਼ਾ
बीजगणित शिफ्ट,ਅਲਜਬੈਰਾਿਕ ਸ਼ਿਫਟ
बीजगणित साइन कन्व्हेन्शन,ਐਲਜਬ੍ਰਿਕ ਸਾਈਨ ਕਨਵੈਨਸ਼ਨ
अल्गोल,ਐਲਗੋਲ
अल्गोल वैशिष्ट्य,ਐਲਗੋਲ ਵਿਸ਼ੇਸ਼ਤਾ
अल्गोल प्रोग्रामिंग,ਐਲਗੋਲ ਪ੍ਰੋਗਰਾਮਿੰਗ
अल्गोरिदम,ਐਲਗੋਰਿਦਮ
अल्गोरिदम असोसिएटिव्ह भाषा,ਐਲਗੋਰਿਦਮ ਐਸੋਸੀਏਟਿਵ ਭਾਸ਼ਾ
अल्गोरिदम वर्गीकरण,ਐਲਗੋਰਿਦਮ ਵਰਗੀਕਰਣ
अल्गोरिदम जटिलता,ਐਲਗੋਰਿਦਮ ਦੀ ਗੁੰਝਲਤਾ
अल्गोरिदम संगणन,ਐਲਗੋਰਿਦਮ ਕੰਪੂਟਿਟੀ
अल्गोरिदम विश्लेषण,ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ
अल्गोरिदम दृष्टिकोन,ਐਲਗੋਰਿਦਮਿਕ ਪਹੁੰਚ
अल्गोरिदम भाषा,ਐਲਗੋਰਿਦਮਿਕ ਭਾਸ਼ਾ
अल्गोरिदम नित्यक्रम,ਐਲਗੋਰਿਦਮਿਕ ਰੁਟੀਨ
अल्गोरिदम सिद्धांत,ਐਲਗੋਰਿਧੀਮਿਕ ਸਿਧਾਂਤ
उर्फ,ਉਪਨਾਮ
अलियासिंग,ਅਲਾਇਸਿੰਗ
उर्फ नाव (= वैकल्पिक नाव),ਅਲਾਇਸ ਨਾਮ (= ਵਿਕਲਪਿਕ ਨਾਮ)
संरेखन,ਅਲਾਈਨਮੈਂਟ
वाटप,ਨਿਰਧਾਰਤ ਕਰੋ
वाटप रचना,ਅਲਾਕਸੇਸ਼ਨ structure ਾਂਚਾ
सर्व हेतू संगणक,ਸਾਰੇ-ਉਦੇਸ਼ ਕੰਪਿ computer ਟਰ
वर्णमाला वर्ण,ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ
वर्णमाला वर्ण सेट,ਵਰਣਮਾਲਾ ਅੱਖਰ ਸੈਟ
अल्फाबेटिक कॅरेक्टर सबसेट,ਵਰਣਮਾਲਾ ਅੱਖਰ ਸਬਸੈੱਟ
वर्णमाला कोड,ਵਰਣਮਾਲਾ ਕੋਡ
वर्णमाला शिफ्ट,ਵਰਣਮਾਲਾ ਸ਼ਿਫਟ
वर्णमाला स्ट्रिंग,ਵਰਣਮਾਲਾ ਸਤਰ
वर्णमाला शब्द,ਵਰਣਮਾਲਾ ਸ਼ਬਦ
वर्णमाला,ਵਰਣਮਾਲਾ
अल्फेजोमेट्रिक्स,ਕਫਾਈਜੋਮੈਟ੍ਰਿਕਸ
अल्फामेरिक,ਅਲਫ਼ਾਮਿਕ
अल्फामोसॅक,ਅਲਫੋਮੋਸੈਕ
अल्फान्यूमेरिक,ਅਲਫਾਨੁਮਿਕ
अल्फान्यूमरिकल कीबोर्ड डिव्हाइस,ਅਲਫਾਨੂਮੇਰਿਕਲ ਕੀਬੋਰਡ ਡਿਵਾਈਸ
अल्फान्यूमेरिक कॅरेक्टर सेट,ਅਲਫਾਨੁਮਿਕ ਅੱਖਰ ਸਮੂਹ
अल्फान्यूमेरिक कोड,ਅੱਖਰ ਕੋਡ
अल्फान्यूमेरिक कोडेड कॅरेक्टर सेट,ਅੱਖਰ ਕੋਡਿਡ ਅੱਖਰ ਸਮੂਹ
अल्फान्यूमेरिक डेटा,ਅਲਫਾਨੁਮਿਕ ਡੇਟਾ
अल्फान्यूमेरिक डिस्प्ले डिव्हाइस,ਅਲਫਾਨਮੋਰਿਕ ਡਿਸਪਲੇਅ ਡਿਵਾਈਸ
अल्फान्यूमेरिक संपादित वर्ण,ਅੱਖਰ ਸੰਪਾਦਕੀ ਅੱਖਰ
अल्फान्यूमेरिक फील्ड,ਅਲਫਾਨੁਮਿਕ ਖੇਤਰ
अल्फान्यूमेरिक सूचना,ਅਲਫਨੀਮਿਕ ਹਦਾਇਤ
अल्फान्यूमेरिक कीबोर्ड,ਅਲਫਾਨੁਮਿਕ ਕੀਬੋਰਡ
अल्फान्यूमेरिक क्रमवारी,ਅੱਖਰ ਛਾਂਟੀ
अल्फान्यूमेरिक स्टोरेज,ਅਲਫਾਨਮੂਮਿਕ ਸਟੋਰੇਜ
बदलण्यायोग्य मेमरी,ਅਸ਼ੁੱਧ ਮੈਮੋਰੀ
बदल स्विच,ਤਬਦੀਲੀ ਸਵਿੱਚ
बदल,ਬਦਲਣਾ
बदल मोड,ਬਦਲੋ
वैकल्पिक पुनर्प्राप्ती,ਵਿਕਲਪਿਕ ਰਿਕਵਰੀ
वैकल्पिक मार्ग,ਵਿਕਲਪੀ ਰਸਤੇ
वैकल्पिक मार्ग,ਵਿਕਲਪਿਕ ਰੂਟਿੰਗ
वैकल्पिक ट्रॅक,ਵਿਕਲਪਿਕ ਟਰੈਕ
अल्टरनेशन (= किंवा ऑपरेशन),ਬਦਲ (= ਜਾਂ ਆਪ੍ਰੇਸ਼ਨ)
वैकल्पिक गुणधर्म,ਵਿਕਲਪਕ ਗੁਣ
वैकल्पिक नकार (= नाही आणि ऑपरेशन),ਵਿਕਲਪਿਕ ਇਨਕਾਰ (= ਨਾ-ਅਤੇ ਓਪਰੇਸ਼ਨ)
अस्पष्टता त्रुटी,ਅਸਪਸ਼ਟਤਾ ਗਲਤੀ
संदिग्ध संदर्भ,ਅਸਪਸ਼ਟ ਹਵਾਲਾ
एनालॉग,ਐਨਾਲਾਗ
एनालॉग अ‍ॅडडर,ਐਨਾਲਾਗ ਐਡਰਰ
एनालॉग चॅनेल,ਐਨਾਲਾਗ ਚੈਨਲ
एनालॉग संगणक,ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ
एनालॉग कन्व्हर्टर,ਐਨਾਲਾਗ ਕਨਵਰਟਰ
एनालॉग डेटा,ਐਨਾਲਾਗ ਡੇਟਾ
एनालॉग विभाजक,ਐਨਾਲਾਗ ਡਿਵਾਈਡਰ
अ‍ॅनालॉग सुविधा टर्मिनल,ਐਨਾਲਾਗ ਸਹੂਲਤ ਟਰਮੀਨਲ
"एनालॉग फंक्शन
 जनरेटर","ਐਨਾਲਾਗ ਫੰਕਸ਼ਨ
 ਜੇਨਰੇਟਰ"
एनालॉग एकत्रीकरण,ਐਨਾਲਾਗ ਏਕੀਕਰਣ
एनालॉग गुणक,ਐਨਾਲਾਗ ਮਲਟੀਪਲਾਇਰ
एनालॉग प्रोग्रामिंग,ਐਨਾਲਾਗ ਪ੍ਰੋਗਰਾਮਿੰਗ
एनालॉग स्केलिंग,ਐਨਾਲਾਗ ਸਕੇਲਿੰਗ
एनालॉग सिग्नल,ਐਨਾਲਾਗ ਸਿਗਨਲ
एनालॉग सिम्युलेशन,ਐਨਾਲਾਗ ਸਿਮੂਲੇਸ਼ਨ
एनालॉग स्विच,ਐਨਾਲਾਗ ਸਵਿਚ
एनालॉग सिस्टम,ਐਨਾਲਾਗ ਸਿਸਟਮ
"डिजिटल टू डिजिटल
 कन्व्हर्टर","ਐਨਾਲਾਗ ਡਿਜੀਟਲ
 ਕਨਵਰਟਰ"
"डिजिटल टू डिजिटल
 एन्कोडर","ਐਨਾਲਾਗ ਡਿਜੀਟਲ
 ਏਨਕੋਡਰ"
एनालॉग ट्रान्समिशन,ਐਨਾਲਾਗ ਪ੍ਰਸਾਰਣ
एनालॉग प्रकार,ਐਨਾਲਾਗ ਕਿਸਮ
विश्लेषण ब्लॉक,ਵਿਸ਼ਲੇਸ਼ਣ ਬਲਾਕ
विश्लेषण मोड,ਵਿਸ਼ਲੇਸ਼ਣ ਮੋਡ
विश्लेषणात्मक इंजिन,ਵਿਸ਼ਲੇਸ਼ਣ ਇੰਜਣ
वडिलोपार्जित कार्य,ਪੂਰਵਜ ਦਾ ਕੰਮ
सहायक उपकरणे,ਸਹਾਇਕ ਉਪਕਰਣ
आणि,ਅਤੇ
आणि सर्किट,ਅਤੇ ਸਰਕਟ
आणि घटक,ਅਤੇ ਤੱਤ
आणि गेट,ਅਤੇ ਗੇਟ
आणि मुखवटा,ਅਤੇ ਮਾਸਕਿੰਗ
आणि ऑपरेशन नाही (= अपवर्जन),ਅਤੇ ਓਪਰੇਸ਼ਨ ਨਹੀਂ (= ਬਾਹਰ ਕੱ .ਣਾ)
आणि ऑपरेशन,ਅਤੇ ਓਪਰੇਸ਼ਨ
अनुबंध मेमरी,ਅਨੇਕਸ ਮੈਮੋਰੀ
भाष्य,ਐਨੋਟੇਸ਼ਨ
अ‍ॅन्युन्सिएटर,ਐਨੀਨੀਸੀਆਟਰ
उत्तर परत,ਵਾਪਸ ਜਵਾਬ
उत्तर विलंब,ਉੱਤਰ ਦੇਰੀ
उत्तर वेळ,ਜਵਾਬ ਦੇਣ ਦਾ ਸਮਾਂ
उत्तर दिवा,ਦੀਵੇ ਦਾ ਜਵਾਬ
उत्तर यादी,ਜਵਾਬ ਸੂਚੀ
फक्त उत्तर द्या,ਜਵਾਬ ਸਿਰਫ
अपेक्षित मोड,ਐਂਟੀਪੇਸ਼ਨ ਮੋਡ
अपेक्षित बफरिंग,ਅਨੁਮਾਨਤ ਬਫਰਿੰਗ
अपेक्षित वाहून नेणे,ਅਨੁਮਾਨਤ ਕੈਰੀ
अपेक्षित पेजिंग,ਅਨੁਮਾਨਤ ਪੈਜਿੰਗ
अँटीकोइन्सिडन्स ऑपरेशन,ਐਂਟੀਕਾਇਸਿਸ ਓਪਰੇਂਸ
अँटीकोइन्सींट घटक,ਐਂਟੀਕੋਇੰ.ਰਤਸ ਇੰਦਰਾ ਤੱਤ
अ‍ॅपरिओडिक ten न्टीना,ਅਫੀਮਿਕ ਐਂਟੀਨਾ
छिद्र कार्ड,ਅਪਰਚਰ ਕਾਰਡ
छिद्र कोड,ਅਪਰਚਰ ਕੋਡ
छिद्र वेळ,ਅਪਰਚਰ ਟਾਈਮ
परिशिष्ट,ਅੰਤਿਕਾ
परिशिष्ट कार्य,ਅਪੰਡਿਤ ਕੰਮ
अनुप्रयोग विकसक,ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ
अनुप्रयोग स्तर,ਐਪਲੀਕੇਸ਼ਨ ਲੇਅਰ
अनुप्रयोग देणारं भाषा,ਐਪਲੀਕੇਸ਼ਨ ਓਨੀਐਂਟਡ ਭਾਸ਼ਾ
अनुप्रयोग पॅकेज,ਐਪਲੀਕੇਸ਼ਨ ਪੈਕੇਜ
अनुप्रयोग कार्यक्रम,ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮ
अनुप्रयोग प्रोग्रामिंग,ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ
अर्ज आवश्यक भाषा,ਐਪਲੀਕੇਸ਼ਨ ਲੋੜੀਂਦੀ ਭਾਸ਼ਾ
अनुप्रयोग सॉफ्टवेअर,ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ
अ‍ॅप्लिक,ਐਪਲੀਕ
अंदाजे सिद्धांत,ਲਗਭਗ ਸਿਧਾਂਤ
अनियंत्रित प्रवेश,ਮਨਮਾਨੀ ਪਹੁੰਚ
