English,Punjabi
Abnormal propagation,ਅਸਧਾਰਨ ਸੰਚਾਰ
Abnormal reflection,ਅਲੌਕਿਕ ਪ੍ਰਤੀਬਿੰਬ
Abnormal refraction,ਅਸਧਾਰਨ ਅਪਵਰਤਨ*
Abnormal resistance,ਅਲੌਕਿਕ ਵਿਰੋਧ
Abohm,ab-om
Abortion,"ਪ੍ਰਬਲਤਾ, ਅਸਫਲਤਾ"
Abrupt,"ਜੁੜੇ ਹੋਏ, ਆਮ ਤੌਰ &#39;ਤੇ, ਖੜ੍ਹੇ, ਕੱਟੇ ਹੋਏ, ਖੰਡਿਤ"
Abrupt jump,ਅਕਸਰ ਛਾਲ ਮਾਰਦਾ ਹੈ
Abscissa,ਹੱਥ*
Absent reflection,ਗੁੰਮ ਪ੍ਰਤੀਬਿੰਬ
Absent spectrum,ਗੁੰਮ ਸਪੈਕਟ੍ਰਮ
Absolute,"ਪੂਰਨ, ਸੰਪੂਰਨ, ਨਿਰੰਤਰ, ਸੰਪੂਰਨ"
Absolute acceleration,ਪੂਰਨ ਪ੍ਰਵੇਗ
Absolute accuracy,ਪੂਰਨ ਅਸਲੀਅਤ
Absolute address-specific address,ਪੂਰਾ ਪਤਾ
Absolute altimeter,ਭੂ-ਸੰਬੰਧੀ ਉਚਾਈ ਮੀਟਰ
Absolute altitude,ਭੂ-ਵਿਗਿਆਨਕ ਉਚਾਈ
Absolute ampere,ਪੂਰਨ ਐਂਪੀਅਰ
Absolute boilling point,ਪੂਰਨ ਉਬਾਲ ਬਿੰਦੂ
Absolute bolometric luminosity,ਪੂਰਨ ਪ੍ਰਕਾਸ਼
Absolute capacity,ਪੂਰਨ ਸਮਰੱਥਾ
Absolute ceiling,ਪੂਰਨ ਉਚਾਈ
Absolute colour index,ਪੂਰਨ ਰੰਗ
Absolute configuration,"ਪੂਰਨ ਸੰਰਚਨਾ, ਅਸਪਸ਼ਟ ਸੰਰਚਨਾ"
Absolute coulomb,ਪੂਰਨ ਕੂਲੰਬ
Absolute darkness,ਪੂਰਾ ਹਨੇਰਾ
Absolute dating,ਪੂਰਨ ਸਮਾਂ-ਸਾਰਣੀ
Absolute density,ਸੰਪੂਰਨ ਘਣਤਾ*
Absolute drift,ਪੂਰਨ ਡਰੇਨੇਜ
Absolute e.m.u.,ਸੰਪੂਰਨ EMU (ਇਲੈਕਟਰੋਮੈਗਨੈਟਿਕ ਯੂਨਿਟ)
Absolute e.s.u.,ਸੰਪੂਰਨ ESU (ਸਥਿਰ ਇਕਾਈ)
Absolute efficiency,ਪੂਰਨ ਕੁਸ਼ਲਤਾ
Absolute electrometer,ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਮੀਟਰ
Absolute frequency,ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ
Absolute humidity,ਪੂਰਨ ਨਮੀ
Absolute incidence,ਸੰਪੂਰਨ ਘਟਨਾ
Absolute index of refraction,ਪੂਰਨ ਪ੍ਰਤੀਕ੍ਰਿਆਤਮਕ ਸੂਚਕਾਂਕ
Absolute instability,ਪੂਰਨ ਅਸਥਿਰਤਾ
Absolute intensity,ਪੂਰਨ ਅਸਥਿਰਤਾ
Absolute length,"ਪੂਰਨ ਤੀਬਰਤਾ, ਸੰਪੂਰਨ ਤੀਬਰਤਾ"
Absolute limit of hysteresis,ਅਸਥਨੀਆ ਦੀ ਪੂਰਨ ਸੀਮਾ
Absolute luminance threshold,ਪੂਰਨ ਰੋਸ਼ਨੀ ਸਿਲ
Absolute luminosity curve,ਪੂਰਨ ਰੌਸ਼ਨੀ ਵਕਰ
Absolute magnitude,ਪੂਰਨ ਵਿਸ਼ਾਲਤਾ
Absolute manometer,ਪੂਰਨ ਬੈਰੋਮੀਟਰ
Absolute maximum,ਪਰਮ ਸਰਵਉੱਚ
Absolute maximum rating,ਪੂਰਨ ਅਤਿ
Absolute minimum,ਸਭ ਤੋਂ ਘੱਟ
Absolute momentum,ਪੂਰਨ ਗਤੀ
Absolute motion,ਪੂਰਨ ਗਤੀ
Absolute music=pure music,ਪੂਰਨ ਸੰਗੀਤ
Absolute observation,ਪੂਰਨ ਨਿਰੀਖਣ
Absolute ohm,ਪੂਰਨ ਓਮ
Absolute orientation,ਪੂਰਨ ਸਥਿਤੀ
Absolute permittivity,ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਨੈਗੇਟਿਵਿਟੀ
Absolute pitch,ਪੂਰਨ ਗੰਭੀਰਤਾ
Absolute pressure = true pressure,ਪੂਰਨ ਦਬਾਅ
Absolute property,ਪੂਰਨ ਸੰਪਤੀ
Absolute scalar,ਪੂਰਨ ਸਕੇਲਰ
Absolute scale of temperature,ਤਾਪਮਾਨ ਦਾ ਪੂਰਨ ਪੈਮਾਨਾ*
Absolute simultancity,"ਸੰਪੂਰਨ ਸਮਕਾਲੀ, ਸੰਪੂਰਨ ਸਮਕਾਲੀ"
Absolute stress,ਪੂਰਨ ਤਣਾਅ
Absolute symmetry,ਪੂਰਨ ਸਮਰੂਪਤਾ
Absolute system of motion,ਪੂਰਨ ਗਤੀ ਸਰੀਰ
Absolute system of units,ਪੂਰਨ ਯੂਨਿਟ ਸਿਸਟਮ
Absolute temperature,ਪੂਰਨ ਤਾਪਮਾਨ
Absolute time,ਪੂਰਾ ਸਮਾਂ
Absolute unit,ਪੂਰਨ ਇਕਾਈਆਂ
Absolute value,ਸਹੀ ਮੁੱਲ
Absolute value computer,ਪੂਰਨ ਅੰਕ ਕੈਲਕੁਲੇਟਰ
Absolute velocity,ਪੂਰਨ ਗਤੀ
Absolute viscosity,ਪੂਰਨ ਲੇਸ
Absolute weight,ਪੂਰਨ ਭਾਰ
Absolute zero,ਪੂਰਨ ਜ਼ੀਰੋ*
Absolute zero devisor,ਜ਼ੀਰੋ ਦਾ ਪੂਰਨ ਭਾਜਕ
Absorb,ਸੋਖਣਾ
Absorbance,ਸ਼ੋਸ਼ਣ ਸੂਚਕਾਂਕ*
Absorbed energy,ਲੀਨ ਊਰਜਾ
Absorber,"ਸੋਖਣ ਵਾਲਾ, ਸੋਖਣ ਵਾਲਾ"
Absorbing medium,ਸੋਖਣ ਵਾਲਾ ਮਾਧਿਅਮ*
Absorbing power,ਸਮਾਈ ਸਮਰੱਥਾ
Absorptance,ਸਮਾਈ
Absorptiometer,ਸ਼ੋਸ਼ਣ ਮੀਟਰ*
Absorptiometry,ਸੋਖਣ ਗਣਿਤ*
Absorption,ਸਮਾਈ
Absorption band,ਸਮਾਈ - ਬੈਂਡ*
Absorption circuit,ਸਮਾਈ ਸਰਕਟ
Absorption coeffieient,ਸਮਾਈ ਗੁਣਾਂਕ
Absorption column,ਸਮਾਈ ਕਾਲਮ
Absorption constant,ਸਮਾਈ ਸਥਿਰ
Absorption continua,ਸਮਾਈ ਨਿਰੰਤਰਤਾ
Absorption cross section,ਸਮਾਈ ਜ਼ੋਨ
Absorption current,ਸਮਾਈ ਮੌਜੂਦਾ
Absorption curve (=transmission curve),ਸਮਾਈ ਕਰਵ*
Absorption discontinuity,ਸਮਾਈ ਫ੍ਰੈਕਚਰ
Absorption edge,ਸਮਾਈ ਕੋਰ
Absorption factor,ਸਮਾਈ ਕਾਰਕ
Absorption filter,ਸਮਾਈ ਫਿਲਟਰ
Absorption flame photometry,ਸੋਖਣ ਫਲੇਮ ਫੋਟੋਮੈਟਰੀ*
Absorption hygrometer,ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ
Absorption index,ਸਮਾਈ ਘਾਤਕ
Absorption limit,ਸਮਾਈ ਮਾਮੂਲੀ
Absorption line,ਸਮਾਈ ਲਾਈਨ
Absorption loss,ਸਮਾਈ ਨੁਕਸਾਨ
Absorption modulation=loss modulation,ਸਮਾਈ ਮੋਡੂਲੇਸ਼ਨ
Absorption of light,ਰੋਸ਼ਨੀ ਸਮਾਈ
Absorption of radiant energy,ਰੇਡੀਏਸ਼ਨ ਊਰਜਾ ਦੀ ਸਮਾਈ
Absorption peak,ਸਮਾਈ ਸਿਖਰ
Absorption photometry,ਸਮਾਈ ਫੋਟੋਮੈਟਰੀ
Absorption ratio,ਸਮਾਈ ਅਨੁਪਾਤ
Absorption series,ਸਮਾਈ ਸੀਮਾ*
Absorption spectro photometry,ਸ਼ੋਸ਼ਣ ਸਪੈਕਟ੍ਰਮ ਫੋਟੋਮੈਟਰੀ*
Absorption spectrum,ਸਮਾਈ ਸਪੈਕਟ੍ਰਮ*
Absorption tube,"ਸਮਾਈ ਟਿਊਬ, ਸਮਾਈ ਟਿਊਬ"
Absorption vavemeter,ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ
Absorptive,ਸੋਖਣ ਵਾਲਾ*
Absorptive attenuator,ਜਜ਼ਬ ਕਰਨ ਵਾਲਾ evaporator
Absorptive law,ਸਮਾਈ ਕਾਨੂੰਨ*
Absorptive medium,ਸਮਾਈ ਮਾਧਿਅਮ
Absorptive power,"ਸੋਖਣ ਦੀ ਸਮਰੱਥਾ, ਸਮਾਈ*"
Absorptivity,ਸਮਾਈ*
Abstract set=studio decoration,ਸਟੂਡੀਓ ਸਜਾਵਟ
Abundance ratio,ਗੁਣਾ ਅਨੁਪਾਤ
Abvolt,ਰੱਦ ਕਰਨਾ
Abwatt,ਬਾਰੇ
Accelerate,ਤੇਜ਼ ਕਰੋ
Accelerate-stop distance,ਪ੍ਰਵੇਗ-ਸਟਾਪ ਦੂਰੀ
Accelerated,ਜਲਦੀ
Accelerated ageing test,ਤੇਜ਼ ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ
Accelerated flow,ਤੇਜ਼ ਵਹਾਅ
Accelerated motion,ਤੇਜ਼ ਰਫ਼ਤਾਰ
Accelerated system,ਤੇਜ਼ ਸਰੀਰ
Accelerating balance,ਐਕਸਲੇਟਰ ਤੋਲਣ ਵਾਲਾ
Accelerating electrode,ਐਕਸਲੇਟਰ ਇਲੈਕਟ੍ਰੋਡ*
Accelerating period,ਐਕਸਲੇਟਰ ਸਮਾਂ*
Accelerating phase,ਐਕਸਲੇਟਰ ਪੜਾਅ
Accelerating rate,ਐਕਸਲੇਟਰ ਦਰ
Accelerating voltage,ਐਕਸਲੇਟਰ ਵੋਲਟੇਜ*
Acceleration,ਪ੍ਰਵੇਗ
Acceleration blowout=rich extinction=flame out,ਤੇਜ਼ ਬਲਨ
Acceleration coefficient,ਪ੍ਰਵੇਗ ਗੁਣਾਂਕ
Acceleration component,ਪ੍ਰਵੇਗ ਭਾਗ
Acceleration due to gravity,ਗੰਭੀਰਤਾ ਦੇ ਕਾਰਨ ਪ੍ਰਵੇਗ
Acceleration factor,ਪ੍ਰਵੇਗ ਕਾਰਕ
Acceleration feedback,ਪ੍ਰਵੇਗਿਤ ਚਾਰਜ
Acceleration of gravity,ਗੰਭੀਰਤਾ ਦਾ ਪ੍ਰਵੇਗ
Acceleration potential,ਪ੍ਰਵੇਗ ਸੰਭਾਵਨਾ
Acceleration principle,ਪ੍ਰਵੇਗ ਕਾਨੂੰਨ
Acceleration process,ਪ੍ਰਵੇਗ ਪ੍ਰਕਿਰਿਆ
Acceleration space,ਪ੍ਰਵੇਗ ਜ਼ੋਨ
Acceleration technique,ਪ੍ਰਵੇਗ ਵਿਧੀ
Acceleration tolerance,"ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ, ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ"
Acceleration vector,ਪ੍ਰਵੇਗ ਵੈਕਟਰ
Acceleration voltage,ਪ੍ਰਵੇਗ-ਵੋਲਟੇਜ
Acceleration wave,ਪ੍ਰਵੇਗ ਲਹਿਰ
Accelerative,ਐਕਸਲੇਟਰ
Accelerator,"ਪ੍ਰਵੇਗ, ਪ੍ਰਵੇਗਕ *"
Accelerator equation,ਐਕਸਲੇਟਰ ਸਮੀਕਰਨ
Accelerograph,ਐਕਸਲੇਟਰ*
Accelerometer,ਐਕਸਲੇਰੋਮੀਟਰ
Accelerometer matching,ਐਕਸਲੇਰੋਮੀਟਰ ਮੇਲ ਖਾਂਦਾ ਹੈ
Accentuator,prestresser
Acceptable character,ਵੈਧ ਅੱਖਰ
Acceptance angle,ਸਵੀਕ੍ਰਿਤੀ ਕੋਣ
Acceptance specifications,ਸਵੀਕ੍ਰਿਤੀ ਨਿਰਧਾਰਨ
Acceptance test,ਸਵੀਕਾਰਯੋਗ ਟੈਸਟ
Acceptor,"ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ*, ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ"
Acceptor atom,ਰੀਸੈਪਟਰ ਐਟਮ
Acceptor bond,ਰੀਸੈਪਟਰ ਬਾਂਡ
Acceptor circuit,ਰਿਸੀਵਰ ਸਰਕਟ
Acceptor level,ਰੀਸੈਪਟਰ ਪੱਧਰ
Acceptor molecule,ਦਾਨੀ ਅਣੂ
Acceptor property,ਰੀਸੈਪਟਰ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ
Acceptor property level,ਰੀਸੈਪਟਰ ਸੰਪਤੀ ਦਾ ਪੱਧਰ
Accererating tube,ਐਕਸਲੇਟਰ ਹੋਜ਼
Access,"ਪਹੁੰਚ, ਉਡੀਕ, ਪਹੁੰਚ"
Access arm,ਭੁਜ ਤੱਕ ਪਹੁੰਚ ਕਰੋ
Access mechanism,ਪਹੁੰਚ ਸਿਸਟਮ
Access time,ਪਹੁੰਚ ਦਾ ਸਮਾਂ
Accessibility,ਪਹੁੰਚਯੋਗਤਾ
Accessory,"ਵਾਧੂ, ਸਹਾਇਕ, ਸਹਾਇਕ (v, ), ਸਹਾਇਕ ਉਪਕਰਣ"
Accessory condition,ਵਾਧੂ ਪਾਬੰਦੀਆਂ
Accidental coincidence,ਇਤਫ਼ਾਕ
Accidental correction,ਅਚਾਨਕ ਸੁਧਾਰ
Accidental degeneracy,ਦੁਰਘਟਨਾ ਦੇ ਬਾਇਓਜੇਨੇਸਿਸ
Accidental double refraction,ਅਚਾਨਕ ਮੋੜ
Accidental error,ਵਿਜ਼ਟਰ ਗਲਤੀ
Accidental jamming,"ਅਚਾਨਕ ਰੁਕਣਾ, ਅਚਾਨਕ ਰੁਕਣਾ"
Accidental transmission,ਦੁਰਘਟਨਾ ਸੰਚਾਰ
Accidental variation,ਬੇਤਰਤੀਬ ਪਰਿਵਰਤਨ
Accommodation,ਵਿਵਸਥਾ
Accumbent,ਸਥਿਤੀ ਵਿੱਚ
Accumulated error,ਸੰਚਿਤ ਗਲਤੀ
Accumulation,"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
Accumulation of energy,ਊਰਜਾ ਸਟੋਰੇਜ਼
Accumulator,ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ*
Accuracy,ਸ਼ੁੱਧਤਾ
Accurate,ਅਸਲੀਅਤ
Accurate instrumental observation,ਅਸਲ ਸਾਧਨ ਨਿਰੀਖਣ
Accurate range marker,ਸਟੀਕ ਰੇਂਜ ਮਾਰਕਰ
Accurate scanning,ਸ਼ੁੱਧਤਾ ਸਕੈਨਿੰਗ
Accustomisation,ਅਭਿਆਸ
Acdelerating chamber,ਐਕਸਲੇਟਰ ਸੈੱਲ*
Achromat,ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*
Achromatic,ਅਕ੍ਰੋਮੈਟਿਕ*
Achromatic analyser,ਅਕ੍ਰੋਮੈਟਿਕ ਵਿਸ਼ਲੇਸ਼ਕ
Achromatic antenna,ਬਾਰੰਬਾਰਤਾ ਨਿਰਪੱਖ antenna
Achromatic figure,ਅਕ੍ਰੋਮੈਟਿਕ ਸ਼ਕਲ
Achromatic fringe,ਅਕ੍ਰੋਮੈਟਿਕ ਫਰਿੰਜ
Achromatic lens,ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*
Achromatic locus,ਅਕ੍ਰੋਮੈਟਿਕ ਬਿੰਦੂ ਮਾਰਗ
Achromatic object lens,ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ
Achromatic prism,ਅਕ੍ਰੋਮੈਟਿਕ ਪ੍ਰਿਜ਼ਮ
Achromatic telescope,ਅਕ੍ਰੋਮੈਟਿਕ ਦੂਰਬੀਨ
Achromaticity,ਰੰਗੀਨਤਾ*
Achromatisation,ਅਕ੍ਰੋਮੈਟਾਈਜ਼ੇਸ਼ਨ*
Achromatism,ਰੰਗੀਨਤਾ*
Aclastic,"ਲਚਕੀਲੇ, ਅਪ੍ਰਤੱਖ, ਲਚਕੀਲੇ"
Acorn tube,"ਐਕੋਰਨ ਹੋਜ਼, ਬੰਜੂ ਹੋਜ਼"
Acorn valve,ਛੋਟੇ ਵਾਲਵ
Acouphony,akophony
Acoustic,ਧੁਨੀ
Acoustic absorptivity,ਧੁਨੀ ਸਮਾਈ
Acoustic attenuation coeffcient,ਐਕੋਸਟਿਕ ਐਟੀਨਯੂਏਸ਼ਨ ਗੁਣਾਂਕ
Acoustic attenuation constant,ਧੁਨੀ ਧਿਆਨ
Acoustic burglar alarm,ਧੁਨੀ ਚੋਰ ਅਲਾਰਮ
Acoustic capacitance,ਧੁਨੀ ਸਮਰੱਥਾ
Acoustic centre,ਸੁਣਵਾਈ ਕੇਂਦਰ
Acoustic clarifier,ਧੁਨੀ ਵਿਆਖਿਆ
Acoustic cloud,ਧੁਨੀ ਕਵਰ
Acoustic compliance,ਧੁਨੀ ਜਵਾਬ
Acoustic component,ਧੁਨੀ ਭਾਗ
Acoustic conductivity,ਧੁਨੀ ਚਾਲਕਤਾ
Acoustic damping,ਧੁਨੀ ਗਿੱਲਾ
Acoustic dispersion,ਧੁਨੀ ਫੈਲਾਅ
Acoustic dissipation element,ਆਵਾਜ਼ ਹੈਕਰ
Acoustic energy,ਧੁਨੀ ਊਰਜਾ*
Acoustic energy equation,ਧੁਨੀ ਊਰਜਾ ਸਮੀਕਰਨ
Acoustic equation,ਧੁਨੀ ਸਮੀਕਰਨ
Acoustic feedback,ਧੁਨੀ ਬਹਾਲੀ
Acoustic figures (Chladni figures),cladney ਆਕਾਰ
Acoustic filter,ਧੁਨੀ ਫਿਲਟਰ
Acoustic generator,ਆਵਾਜ਼ ਜਨਰੇਟਰ
Acoustic grating,ਧੁਨੀ ਗਰੇਟਿੰਗ
Acoustic impedance,ਧੁਨੀ ਰੁਕਾਵਟ*
Acoustic inertance,ਧੁਨੀ ਜੜਤਾ
Acoustic intensity,ਧੁਨੀ ਤੀਬਰਤਾ
Acoustic interferometer,ਧੁਨੀ ਦਖਲ ਮੀਟਰ
Acoustic intrusion detector,ਧੁਨੀ ਦਖਲ ਖੋਜੀ
Acoustic lens,ਧੁਨੀ ਲੈਂਸ
Acoustic line,ਆਵਾਜ਼ ਲਾਈਨ
Acoustic mass,ਧੁਨੀ ਪੁੰਜ
Acoustic material,ਧੁਨੀ ਸਮੱਗਰੀ
Acoustic mean free path,ਧੁਨੀ ਮਤਲਬ ਮੁਕਤ ਮਾਰਗ
Acoustic mode,ਧੁਨੀ ਮੋਡ
Acoustic noise,ਧੁਨੀ ਸ਼ੋਰ
Acoustic ohm,ਧੁਨੀ ਓਮ*
Acoustic panel,"ਐਕੋਸਟਿਕ ਪੈਨਲ, ਐਕੋਸਟਿਕ ਬੋਰਡ"
Acoustic phase constant,ਧੁਨੀ ਪੜਾਅ ਸਥਿਰ
Acoustic pickup (sound box),ਧੁਨੀ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ
Acoustic pressure,ਧੁਨੀ ਦਬਾਅ
Acoustic principle of similarity,ਆਵਾਜ਼ ਦਾ ਸਮਰੂਪਤਾ ਨਿਯਮ
Acoustic propagation constant,ਧੁਨੀ ਸੰਚਾਰ
Acoustic property,ਧੁਨੀ ਗੁਣ
Acoustic quardrupole,ਧੁਨੀ ਚਤੁਰਭੁਜ
Acoustic radiating element,ਧੁਨੀ ਰੇਡੀਏਸ਼ਨ ਤੱਤ
Acoustic radiation,ਧੁਨੀ ਰੇਡੀਏਸ਼ਨ
Acoustic radiator,ਸਾਊਂਡਪਰੂਫ਼
Acoustic radiometer,ਧੁਨੀ ਰੇਡੀਓਮੀਟਰ
Acoustic reactance,ਧੁਨੀ ਸਦਮਾ
Acoustic reciprocity theorem,ਧੁਨੀ ਪਰਸਪਰ ਪ੍ਰਮੇਯ
Acoustic reduction factor,ਧੁਨੀ ਘਟਾਉਣ ਕਾਰਕ
Acoustic reflection coefficient,ਧੁਨੀ ਪ੍ਰਤੀਬਿੰਬ ਗੁਣਾਂਕ
Acoustic refraction,ਧੁਨੀ ਅਪਵਰਤਨ
Acoustic resistance,ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ
Acoustic responsiveness,ਧੁਨੀ ਜਵਾਬ
Acoustic scattering,ਐਕੋਸਟਿਕ ਸਕੈਟਰਿੰਗ
Acoustic spot,ਸੁਣਵਾਈ ਬਿੰਦੂ
Acoustic stiffiness,ਧੁਨੀ ਕਠੋਰਤਾ
Acoustic system,ਧੁਨੀ ਸਿਸਟਮ
Acoustic thermometer,ਧੁਨੀ ਥਰਮਾਮੀਟਰ
Acoustic velocity,ਧੁਨੀ ਗਤੀ
Acoustic wave,ਆਵਾਜ਼ ਦੀ ਲਹਿਰ
Acoustical,ਧੁਨੀ
Acoustical absorption co-efficient,ਆਵਾਜ਼ ਸਮਾਈ ਗੁਣਾਂਕ
Acoustical absorption factor,ਧੁਨੀ ਸਮਾਈ ਭਾਗ
Acoustical circuit,ਧੁਨੀ ਸਰਕਟ
Acoustical compliance,ਧੁਨੀ ਜਵਾਬ
Acoustical delay line,ਧੁਨੀ ਦੇਰੀ ਲਾਈਨ
Acoustical distortion,ਧੁਨੀ ਵਿਗਾੜ
Acoustical energetics,ਧੁਨੀ ਧੁਨੀ
Acoustical filter,ਧੁਨੀ ਫਿਲਟਰ
Acoustical impedance (=acoustic impedance),ਧੁਨੀ ਰੁਕਾਵਟ*
Acoustical labyrinth,ਫੋਨੋਗ੍ਰਾਫ
Acoustical ohm,ਧੁਨੀ ਓਮ*
Acoustical phase constant,ਧੁਨੀ ਸਥਿਰ
Acoustical phonan,ਧੁਨੀ ਫੋਨੋਨ
Acoustical propagation constant (=propagation constant),ਧੁਨੀ ਪ੍ਰਸਾਰਣ ਸਥਿਰ
Acoustical reduction factor,ਧੁਨੀ ਤਬਦੀਲੀ ਗੁਣਾਂਕ
Acoustical resistance,ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ
Acoustical stiffness,ਧੁਨੀ ਕਠੋਰਤਾ
Acoustical unit,ਆਵਾਜ਼ ਯੂਨਿਟ
Acoustically insulated,ਸਾਊਂਡਪਰੂਫ਼
Acoustico-lateral line,ਧੁਨੀ ਪਾਸੇ ਲਾਈਨ
Acoustics,"ਧੁਨੀ ਵਿਗਿਆਨ, ਧੁਨੀ ਵਿਗਿਆਨ"
Acoustimeter,ਆਵਾਜ਼ ਮੀਟਰ
Acoustomotive pressure=sound pressure,ਆਵਾਜ਼ ਦਾ ਦਬਾਅ
Acquisition radar,ਪ੍ਰਾਪਤੀ ਰਾਡਾਰ
Actinic ray,ਪ੍ਰਕਾਸ਼ ਸੰਸ਼ਲੇਸ਼ਣ ਰੇਡੀਏਸ਼ਨ
Actinium emnation,ਐਕਟਿਨੀਅਮ ਨਿਕਾਸ
Actino-uranium,ਐਕਟਿਨੋ-ਯੂਰੇਨੀਅਮ
Actino-uranium series,ਐਕਟਿਨੋ-ਯੂਰੇਨੀਅਮ ਲੜੀ
Actinoelectricity,ਰੇਡੀਓਇਲੈਕਟ੍ਰਿਕ
Actinometer,"ਐਕਟਿਨੋਮੀਟਰ, ਫੋਟੋਮਾਈਕ੍ਰੋਮੀਟਰ"
Action,"ਕਾਰਵਾਈ, ਕੰਮ"
Action and reaction,ਕਾਰਵਾਈ ਅਤੇ ਪ੍ਰਤੀਕਰਮ
Action constant,ਕਾਰਵਾਈ ਸਥਿਰ
Action radium (=effective area),ਪ੍ਰਭਾਵ ਦਾ ਖੇਤਰ
Activated,"ਸਰਗਰਮ, ਸਰਗਰਮ"
Activated diffusion,ਸਰਗਰਮ ਫੈਲਾਅ
Activated filament,"ਸਰਗਰਮ ਫਾਈਬਰ, ਸਰਗਰਮ ਫਾਈਬਰ"
Activating effect,ਸਰਗਰਮੀ ਪ੍ਰਭਾਵ
Activation,ਸਰਗਰਮੀ ਪ੍ਰਭਾਵ
Activation analysis,ਸਰਗਰਮੀ ਵਿਸ਼ਲੇਸ਼ਣ
Activation centre,ਗਤੀਵਿਧੀ ਕੇਂਦਰ
Activation cross-section,ਐਕਟੀਵੇਸ਼ਨ ਟੈਸਟਰ
Activation energy,ਸਰਗਰਮੀ ਊਰਜਾ
Activation entropy,ਐਕਟੀਵੇਸ਼ਨ ਐਂਟਰੌਪੀ
Activation over-voltage,ਐਕਟੀਵੇਸ਼ਨ ਓਵਰਵੋਲਟੇਜ
Activation rate,ਸਰਗਰਮੀ ਦੀ ਦਰ
Activator,"ਐਕਟੀਵੇਟਰ, ਐਕਟੀਵੇਟਰ"
Activator atom,ਐਕਟੀਵੇਟਰ ਐਟਮ
Activator of accelerator,ਐਕਸਲੇਟਰ
Active absorption,ਸਰਗਰਮ ਸਮਾਈ
Active aerial,ਸਰਗਰਮ ਏਰੀਅਲ
Active area (controlled area),ਰੇਡੀਏਸ਼ਨ ਖ਼ਤਰਾ ਜ਼ੋਨ
