Kannada,Hindi
ಸಂಚಯಕ,संचायक
ನಿಖರತೆ,"1. विशुद्धता ,2. यर्थाथता"
ಪ್ರವೇಶ,अभिगम
ಪ್ರವೇಶ ನಿಯಂತ್ರಣ ಬೈಟ್,अभिगम नियंत्रण बाइट
ಪ್ರವೇಶ ಸೂಚ್ಯಂಕ,अभिगम सूचक
ಪ್ರವೇಶ ಕೀ,अभिगम कुंजी
ಪ್ರವೇಶ ಮ್ಯಾಟ್ರಿಕ್ಸ್,"1.अभिगम आव्यूह ,2. अभिगम मैट्रिक्स"
ಪ್ರವೇಶ ಮೋಡ್,अभिगम विधा
ಪ್ರವೇಶ ಸವಲತ್ತು,अभिगम विशेषाधिकार
ಪ್ರವೇಶ ಭದ್ರತೆ,अभिगम सुरक्षा
ಪ್ರವೇಶ ಸರ್ವರ್,"1. अभिगम परिसेवक ,2. अभिगम सर्वर"
ಪ್ರವೇಶ ಸಮಯ,अभिगम काल
ಸ್ವೀಕೃತಿ,अभिस्वीकृति
ಅಕೌಸ್ಟಿಕ್ಸ್,ध्वनिकी
ಸಂಕ್ಷಿಪ್ತ ರೂಪ,"1. परिवर्णी शब्द, 2. संक्षिप्त रूप ,3. लघु रूप"
ಕ್ರಿಯೆಯ ಸಂದೇಶ,क्रिया संदेश
ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ,सक्रियण
ಸಕ್ರಿಯ ಸರ್ವರ್ ಪುಟ (ASP),सक्रिय सर्वर पृष्ठ
ಸಕ್ರಿಯ ಆವೃತ್ತಿ,सक्रिय वर्जन
ಅಸೈಕ್ಲಿಕ್,अचक्रीय
ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್,"1. अचक्रीय आलेख ,2. अचक्रीय ग्राफ"
ಅದಾ ಭಾಷೆ,एडा कंप्यूटर भाषा
ಅಡಾಪ್ಟರ್,"1. अनुकूलक ,2. अनुकूलित्र"
ಸೇರಿಸಿ,योग (करना)
ಕಡತವನ್ನು ಸೇರಿಸು,योग संचिका
ಕಾರ್ಯಾಚರಣೆಯನ್ನು ಸೇರಿಸಿ,"1. जोड़ संक्रिया ,2. योग संक्रिया"
ಸೇರಿಸುವವನು,योजक
ವಿಳಾಸ,पता
ವಿಳಾಸ ಬಸ್,पता बस
ವಿಳಾಸ ಫೈಲ್,पता संचिका
ವಿಳಾಸ ಸ್ವರೂಪ,पता आरूप
ವಿಳಾಸ ಜನರೇಟರ್,पता जनक
ವಿಳಾಸ ಸಾಲು,पता पंक्ति
ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್,पता प्रतिचित्रण
ವಿಳಾಸ ಪಾಯಿಂಟರ್,पता संकेतक
ವಿಳಾಸ ನೋಂದಣಿ,पता पंजी
ವಿಳಾಸ ನಿರ್ಣಯ,पता विघटन
ವಿಳಾಸ ಅನುವಾದ,पता अनुवाद
ಸ್ಮರಣೆಯನ್ನು ಉದ್ದೇಶಿಸಿ,"1. पतायुक्त स्मृति ,2. पतायुक्त मेमोरी"
ಉದ್ದೇಶಿಸಿ,पताभिगमन
ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡಗಳು,"1. पर्याप्तता निकष ,2. पर्याप्तता कसौटी"
ಪಕ್ಕದ,संलग्न
ಆಡಳಿತ,"1. प्रबंधन ,2. नियंत्रण"
ನಿರ್ವಾಹಕ,"1. प्रबंधक ,2. नियंत्रक"
ಅಡೋಬ್ ಅಕ್ರೋಬ್ಯಾಟ್,ऐडोब एक्रोबेट
ಅಡೋಬ್ ಫೋಟೋಶಾಪ್,ऐडोब फोटोशोप
ಅಡ್ವಾನ್ಸ್ ಬಿಸಿನೆಸ್ ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ (ABAP),ए बी ए पी (उन्नत व्यवसाय प्रोग्रामन)
ಸುಧಾರಿತ ಡೇಟಾ,"1. उन्नत आंकड़ा ,2. उन्नत डाटा"
ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,उन्नत सूचना तंत्र
ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT),उन्नत प्रौद्योगिकी (ए टी)
ಏಜೆಂಟ್,कर्मक
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,समुच्चयन
ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ,विमानवाहित कंप्यूटर तंत्र
ಅಲ್ಡಸ್ ಪೇಜ್ ಮೇಕರ್,एल्डस पेज-मेक
ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ,सचेत पेटी
ಆಲ್ಗೋಲ್,ऐल्गॉल (कंप्यूटर भाषा)
ಅಲ್ಗಾರಿದಮ್,"1.  एल्गोरिथ्म ,2. कलन विधि"
ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ,"1.  एल्गोरिथ्म विश्लेषण ,2. कलन विधि विश्लेषण"
ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ,एल्गोरिथ्म दक्षता
ಅಲಿಯಾಸ್,"1. एलिआस ,2. उपनाम ,3. उर्फ"
ಜೋಡಣೆ,संरेखण
ಹಂಚಿಕೆ,"1. आवंटन ,2. नियतन"
ವರ್ಣಮಾಲೆಯ,"1.अक्षरात्मक ,2. वर्णानुक्रम"
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್,अक्षरांकीय
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀ ಬೋರ್ಡ್,"1.अक्षरांकीय कुंजीपटल ,2. अक्षराकीय की-बोर्ड"
ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ,अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण)
ಆಲ್ಫಾ-ಆವೃತ್ತಿ,"1. अल्फा वर्जन ,2. अल्फा रूप"
ಆಲ್ಟ್ ಕೀ,आल्ट कुंजी
ಅಲ್ಟಾವಿಸ್ತಾ,आल्टाविस्टा
ಅಸ್ಪಷ್ಟತೆ,अनेकार्थकता
ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ,संदिग्ध व्याकरण
ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI),अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.)
ಮಾಹಿತಿ ವಿನಿಮಯಕ್ಕಾಗಿ ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್ (ASCII),अमेरिकी मानक कट (आस्की)
ಅನಲಾಗ್,"1. अनुरुप ,2. एनालॉग"
ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,"1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर"
ಅನಲಾಗ್ ಸಾಧನ,"1. अनुरुप युक्ति ,2. एनालॉग डिवाइस"
ಅನಲಾಗ್ ಮೋಡೆಮ್,"1. एनालॉग मोडेम ,2. अनुरुप मोडेम"
ಅನಲಾಗ್ ಟು ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ (ADC),अनुरुप से अंकीय रुपांतरक
ಮತ್ತು,एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त)
ಮತ್ತು ಸರ್ಕ್ಯೂಟ್,एंड परिपथ
ಮತ್ತು ಗೇಟ್,एंड गेट और द्वार
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ),एंड नॉट संक्रिया (अपवर्जन)
ಅನಿಮೇಷನ್,"1. एनीमेशन, 2.  सजीवन"
ಟಿಪ್ಪಣಿ,टिप्पण
ಅಸಂಗತತೆ,असंगता
ಪೂರ್ವಭಾವಿ,पूर्ववर्ती
ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್,प्रत्याशामूलक पृष्ठन
ವಿರೋಧಿ ಸಮ್ಮಿತೀಯ,प्रति-सममित
ಆಂಟಿವೈರಸ್ ಪ್ರೋಗ್ರಾಂ,विषाणुरोधी क्रमादेश
ಆಪ್ಲೆಟ್,"1. एपलेट ,2. अनुप्रयोगिका"
ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್,अनुप्रयोग विकासक
ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,अनुप्रयोग प्रोग्रामन
ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API),"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)"
ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್,अनुप्रयोग सॉफ्टवेयर
ಅನ್ವಯಿಕ ಭಾಷೆ,अनुप्रयोगी भाषा
ಅಂದಾಜು ಸಿದ್ಧಾಂತ,सन्निकटण सिद्धांत
ವಾಸ್ತುಶಿಲ್ಪ,संरचना
ಪ್ರದೇಶ ವರ್ಗಾವಣೆ,क्षेत्र अंतरण
ವಾದ,"1. प्राचर,स्वतंत्रचर, 2. कोणांक"
ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ,"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई"
ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ,अंकगणितीय जांच
ಅಂಕಗಣಿತ ಸ್ಥಿರ,अंकगणितीय अचर
ಅಂಕಗಣಿತದ ಡೇಟಾ,अंकगणितीय आंकडा
ಅಂಕಗಣಿತದ ಸೂಚನೆ,अंकगणितीय अनुदेश
ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ (ALU),गणितीय एवं तार्किक इकाई (ए. एल. यू.)
ಅರ್ಪಾನೆಟ್,ए आर पी ए नेट (आरपानेट)
ಶ್ರೇಣಿ,सरणी
ರಚನೆಯ ಸಂಗ್ರಹ,"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति"
ಅರೇ ಕಂಪ್ಯೂಟರ್,सरणी कंप्यूटर
ರಚನೆಯ ಅಂಶ,सरणी अवयव
ರಚನೆಯ ಹೆಸರು,सरणी नाम
ರಚನೆಯ ಪ್ರೊಸೆಸರ್,सरणी प्रकर्मक
ಬಾಣದ ಕೀಲಿಗಳು,एरो कुंजी
ಉಚ್ಚಾರಣೆ,संधि
ಉಚ್ಚಾರಣಾ ಬಿಂದು,संधि बिन्दु
ಕೃತಕ ಸಂಕೋಚನ,कृत्रिम संहनन
ಕೃತಕ ನಿಯಂತ್ರಣ,कृत्रिम नियंत्रण
ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ,कृत्रिम बोध
ಆರೋಹಣ,आरोहक
ಆರೋಹಣ ರೀತಿಯ,आरोही छंटाई
ASCII ಬೆಟಿಕಲ್ ಆರ್ಡರ್,आस्की वर्णक्रम
ASCII ನಿಯಂತ್ರಣ ಪಾತ್ರ,आस्की नियंत्रण संप्रतीक
ASCII ಫೈಲ್,आस्की संचिका
ASCII ಫಾಂಟ್,आस्की फॉन्ट
ASCII ವರ್ಗಾವಣೆ,आस्की अंतरण
ಆಕಾರ ಅನುಪಾತ,अभिमुखता अनुपात
ASPI,"1. ऐस्पी ,2. ए एस पी आई"
ASR ಟೈಮರ್,ए एस आर कालद
ಜೋಡಿಸು,"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना"
ಅಸೆಂಬ್ಲರ್,"1. कोडांतरक ,2. स्मरांतरक"
ಸಭೆ,"1. कोडांतरण ,2. स्मरांतरण"
ಅಸೆಂಬ್ಲಿ ಭಾಷೆ,"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा"
ಪ್ರತಿಪಾದನೆ,निश्चयन
ನಿಯೋಜನೆ,"1. निर्दिष्ट कार्य ,2. नियतन"
ಸಂಘ,साहचर्य
ಸಹಾಯಕ ವಿಳಾಸ,साहचर्य पता
ಸಹಾಯಕ ಸ್ಮರಣೆ,"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी"
ಆಸ್ಟರಿಕ್,तारक (*का चिन्ह)
ಅಸಮ್ಮಿತ,असम्मित
ಅಸಮಕಾಲಿಕ,"1. अतुल्यकालिक ,2. अतुल्यकाली"
ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL),अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल)
ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM),अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम)
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ,अतुल्यकालिक अंतरण
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM),अतुल्यकालिक अंतरण विधा (ए टी एम)
ಪರಮಾಣು,"1. एटम ,2. परमाण"
ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್,संलग्न प्रलेख
ಲಗತ್ತಿಸಲಾದ ಕಡತ,"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल"
ಬಾಂಧವ್ಯ,"1. संलग्नक ,2. संबंद्ध"
ಗುಣಲಕ್ಷಣ,"1. गुण ,2. विशेषता"
ಆಡಿಯೋ,श्रव्य
ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन"
ಆಡಿಟ್ ಟ್ರಯಲ್,लेखा सत्यापन
ವರ್ಧನೆ,संवर्धन
ದೃಢೀಕರಣ ಪ್ರೋಟೋಕಾಲ್,प्रमाणन प्रोटोकॉल
ಲೇಖಕ ವ್ಯವಸ್ಥೆ,संलेखन पद्धति
ಅಧಿಕಾರ,"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण"
ಸ್ವಯಂ ಅಮೂರ್ತ,स्वत: सार
ಸ್ವಯಂಬೂಟ್ ಮಾಡುವಿಕೆ,"1. स्वतः बूटिंग ,2. स्व बूटन"
ಆಟೋಕ್ಯಾಡ್,ऑटोकैड (एक कंप्यूटर भाषा)
ಸ್ವಯಂ ಲಾಗ್ ಆನ್,स्वत: लॉग-ऑन
ಸ್ವಯಂಚಾಲಿತ,ऑटोमेटा
ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ,आटोमेटा सिद्धांत
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್,स्वत: अभिकलन
ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,स्वत: आंकड़ा प्रक्रमण
ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ,स्वत: त्रुटि संशोधन
ಸ್ವಯಂಚಾಲಿತ ಕಾರ್ಯ,स्वत: फलन
ಸ್ವಯಂಚಾಲಿತ ಸೂಚ್ಯಂಕ,"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण"
ಸ್ವಯಂಚಾಲಿತ ಲೈಬ್ರರಿ ಕರೆ,स्वत: संग्रह आह्वान
ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन"
ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ,"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम"
ಸ್ವಯಂಚಾಲಿತ ದಿನಚರಿ,स्वत: नेमका
ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ,स्वत: सिस्टम पुन: प्राप्ति
ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರ (ATM),"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)"
ಯಾಂತ್ರೀಕೃತಗೊಂಡ,स्वचालन
ಸ್ವಚಾಲಿತ,"1. आटोप्ले ,2. स्वत: चलन"
ಸ್ವಯಂ ಉಳಿಸಿ,स्वरक्षण
ಸಹಾಯಕ,सहायक
ಸಹಾಯಕ ಸ್ಮರಣೆ,सहायक स्मृति
ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ,सहायक भंडारण
ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ,उपलब्ध लिस्ट
ಲಭ್ಯವಿರುವ ಸಮಯ,उपलब्ध समय
ಸರಾಸರಿ,औसत
awk (ಭಾಷೆ),ए डब्ल्यू के (एक कंप्यूटर समादेश)
ಬ್ಯಾಕೆಂಡ್,पश्चांत
ಬ್ಯಾಕೆಂಡ್ ಪ್ರೊಸೆಸರ್,पश्चांत प्रक्रमक
ಹಿಂಬದಿ ತೆಗೆಯುವಿಕೆ,पश्च फलन विलोपन
ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ,पृष्ठभूमि प्रक्रमण
ಬ್ಯಾಕಿಂಗ್ ಅಂಗಡಿ,सहायक भंडार
ಬ್ಯಾಕ್‌ಪ್ಯಾಚಿಂಗ್,पश्च पैचीकरण
ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್,"1. पश्चीयन ,2. बैकस्पेस"
ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್,पश्चपथन
ಬ್ಯಾಕ್ ಅಪ್,"1. बैक-अप ,2. पूर्तिकर"
ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ,"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी"
ಹಿಂದುಳಿದ ದೋಷ ಚೇತರಿಕೆ,पश्च त्रुटि सुधार
ಆಯವ್ಯಯ ಪಟ್ಟಿ,(आय-व्यय) तुलन पत्र
ಬ್ಯಾಂಡ್,पट्टी
ಬ್ಯಾಂಡ್ ಅಗಲ,"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता"
ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್,बैंकर एल्गोरिथ्म
ಬಾರ್ ಕೋಡ್,"1.बार कूट ,2. बार कोड"
ಬಾರ್ ಕೋಡ್ ಸ್ಕ್ಯಾನರ್,बार कोड स्कैनर
ಬಾರ್ ಗ್ರಾಫ್,बार ग्राफ
ಮೂಲ ವಿಳಾಸ,आधार पता
ಬೇಸ್ ಬ್ಯಾಂಡ್,आधार बैंड
ಮೂಲ ಸಂಖ್ಯೆ,आधार संख्या
ಬೇಸ್ ಟೇಬಲ್,आधार सारणी
ಬೇಸಿಕ್,बेसिक (एक कंप्यूटर भाषा)
ಮೂಲ ನಿಯಂತ್ರಣ,"1. मूल नियंत्रण ,2. आधार नियंत्रण"
ಮೂಲ ಇನ್ಪುಟ್,"1. मूल निवेश ,2. आधारी निवेश"
ಮೂಲ ಸೂಚನೆ,आधारभूत अनुदेश
ಮೂಲ ಔಟ್ಪುಟ್,आधारी निर्गम
ಮೂಲ ಹಂತ,मूल चरण
ಬ್ಯಾಚ್,"1. बैच ,2. समूह ,3. प्रचय"
ಬ್ಯಾಚ್ ಫೈಲ್,"1. बैच फाइल ,2. बैच संचिका"
ಬ್ಯಾಚ್ ಸ್ಥಾನ,बैच स्थिति
ಬ್ಯಾಚ್ ಸಂಸ್ಕರಣೆ,"1. बैच प्रक्रमण ,2. समूह प्रक्रमण"
ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ,"1. बैच तंत्र ,2. प्रचय तंत्र"
ಬಾಡ್,बॉड
ಬೌಡ್ ದರ,बॉड दर
ಕಿರಣ,किरण पुंज
ಮಾನದಂಡ,"1. निर्देशमानक ,2. बैचमार्क"
ದ್ವಿಮುಖ ಸಂವಹನ,द्विदिश संचार
ದ್ವಿಮುಖ ಲಿಂಕ್,विदिश कड़ी
ಬೈನರಿ ಕೋಡ್,द्विआधारी कूट
ದ್ವಿಮಾನ ಅಂಕಿ,द्विआधारी अंक
ಬೈನರಿ ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS),द्विआधारी निवेश निर्गम तंत्र (बायोस)
ಬೈನರಿ ಸಂಖ್ಯೆ,द्विआधारी संख्या
ಬೈನರಿ ಆಪರೇಟರ್,द्विआधारी संकारक
ದ್ವಿಮಾನ ಸಂಬಂಧ,द्विआधारी संबंध
ಬೈನರಿ ಹುಡುಕಾಟ,द्विआधारी खोज
ಬೈನರಿ ಸರ್ಚ್ ಟ್ರೀ (BST),द्विआधारी अन्वेषण तरु (बी एस टी)
ಬೈನರಿ ವರ್ಗಾವಣೆ,"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण"
ಅವಳಿ ಮರ,द्विआधारी तरु
ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ,"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी"
ಜನನ ಮರಣ ಮಾದರಿ,"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श"
ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ,जन्म मरण प्रक्रम
ಸ್ವಲ್ಪ,"1. द्वयंक ,2. बिट"
ಸ್ವಲ್ಪ ತಪ್ಪು,बिट दोष
ಬಿಟ್ ನಕ್ಷೆ,बिट प्रतिचित्र
ಬಿಟ್ ಮ್ಯಾಪ್ ಪಿಕ್ಸೆಲ್ (BMP),"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)"
ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,"1. बिट आव्यूह ,2. बिट सारणी"
ಬಿಟ್ ಮಾದರಿ,बिट प्रतिरूप
ಬಿಟ್ ಸ್ಥಾನ,बिट स्थिति
ಬಿಟ್ ದರ,"1. बिट रेट ,2. बिट दर"
ಕಪ್ಪು ಪೆಟ್ಟಿಗೆ ಪರೀಕ್ಷೆ,अंध पेटी परीक्षण
ಮಿಟುಕಿಸುವುದು,टिमटिमाना
ಬ್ಲಾಕ್,ब्लॉक
ಬ್ಲಾಕ್ ಸಂಗ್ರಹ,"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति"
ಬ್ಲಾಕ್ ಚೆಕ್,खंडक जांच
ಬ್ಲಾಕ್ ನಕಲು,खंड प्रतिलिपि
ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ,खंडक आरेख
ನಿರ್ಬಂಧಿಸುವ ನೆಟ್ವರ್ಕ್,"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम"
ಬೋರ್ಡ್,बोर्ड
ಪುಸ್ತಕ ಗುರುತು,पृष्ठ स्मृति
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,बूलीय बीजगणित
ಬೂಲಿಯನ್ ಸಂಬಂಧ,बूलीय संबंध
ಬೂಟ್ ವಿಭಾಗ,बूट विभाजन
ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್,बूट स्ट्रैपिंग
ಬೂಟ್-ಸ್ಟ್ರಾಪ್ ಲೋಡರ್,1.बूटस्ट्रैप भारक 2. स्वोत्थानी
ಸೇತುವೆ,"1.ब्रिज, 2. सेतु"
ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ನೆಟ್‌ವರ್ಕಿಂಗ್,ब्राडबैंड नेटवर्क
ಪ್ರಸಾರ,प्रसारण
ರೇಡಿಯೋ ಪ್ರಸಾರ,प्रसारण रेडियो
ಬ್ರೌಸ್,(नेट) विचरण
ಬ್ರೌಸರ್,(नेट) विचरक
ಬಿ-ಟ್ರೀ,बी-तरु
ಬಬಲ್ ಮೆಮೊರಿ,"1.बुदबुद स्मृति, 2.बबल मेमोरी"
ಬಬಲ್ ರೀತಿಯ,बुदबुद छंटाी
ಬಕೆಟ್,"1.बाल्टी, 2.बकेट"
ಸ್ನೇಹಿತರ ವ್ಯವಸ್ಥೆ,"1.बंधुता तंत्र, 2.बडी तंत्र"
ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ,बजट प्रभावी नियंत्रण
ಬಫರ್,बफर
ದೋಷ,दोष
ಬಸ್,बस
ಬೈಟ್,"1.अष्ट वयंक,2. बािट (आठ बिट)"
ಬೈಟ್ ಕೋಡ್,बािट कोड
ಸಿ,सी (कंप्यूटर भाषा)
C++,"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)"
ಸಂಗ್ರಹ,"1.कैश,2. द्रुतिका,3.द्रुत"
ಸಂಗ್ರಹ ಬಫರ್,"1.कैश बफर, 2.द्रुतस्मृति बफर"
ಸಂಗ್ರಹ ಮೆಮೊರಿ,"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति"
ಲೆಕ್ಕಾಚಾರ,परिकलन
ಕ್ಯಾಲ್ಕುಲೇಟರ್,"1.कैलकुलेटर, 2.परिकलक"
ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್,"1.कैलकुलेटर चिप,2. परिकलक चिप"
ಕರೆ,आह्वान
