Bengali,Odiya
কৃষি প্রযুক্তি,କୃଷି ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
কৃষি,କୃଷି
এগ্রিসিলভিকালচার,ଯୁକ୍ତିଯୁକ୍ତ
কৃষি,Agrobizioditicity |
অ্যাগ্রোবায়োলজিকাল ত্রুটিগুলি,Agrobiofogic ତ୍ରୁଟିଗୁଡିକ |
অ্যাগ্রোবায়োলজি,Agrobiogioly |
অ্যাগ্রোক্লিম্যাটিক বৈচিত্র্য,ଭୟଙ୍କର ବିବିଧତା |
অ্যাগ্রোক্লিম্যাটিক জোনিং,ଭୟଙ୍କର ଜୋନିଂ |
কৃষি,Agroftry
কৃষিবিদ,ସହଯୋଗୀ
কৃষি,କିରେନୋନୋମ୍ବନ
অ্যাগ্রোপাস্টোরাল,Agronastoal
কৃষি,ସହପ୍ରଗୋକ୍ତ
অ্যাগ্রোস্টোলজি,ଦୁର୍ଗସ୍
এগ্রোটাইপ,Agrotype
এয়ার প্ল্যান্ট,ବାୟୁ ପ୍ଲାଣ୍ଟ |
আকিওচি মাটি,ଆକିଓଚି ମାଟି |
অ্যালবিনিজম,ଆଲବିନିମ୍
আলফিসোলস,Altfisolles
শৈবাল,ଆଲିଜି |
অ্যালগাল ডিজিজ,Alegal ରୋଗ
ক্ষার জল,ଆଲକାଲି ପାଣି |
ক্ষারীয়,କ୍ଷାରିକ |
অ্যালিল,ଆହେଲେ |
অ্যালিলোকেমিক্যালস,ଆଲଲେଇଚିକ୍
Allelomorph,ଆଲୋଲେମୋର୍ଫେଫେଫେଫ |
অ্যালোলোপ্যাথি,ଆଲୋଲୋପାଥି |
অলি ক্রপিং,ଆଲି କ୍ରପ୍ କରିବା |
বরাদ্দ,Alloarcy
অ্যালোগ্যামি,ଆଲଗଲାମି |
অ্যালোমেট্রি,Allomitry
অ্যালোপলিপ্লয়েড,ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |
Allosynapsis (allosyndesis),Allosynapp ଗୁଡିକ (ଆଲିଷ୍ଟିଣ୍ଡେସ୍)
বিকল্প ভারবহন,ବିକଳ୍ପ ନୋଟିଂ |
বিকল্প জমি ব্যবহার,ବିକଳ୍ପ ଭୂମି ବ୍ୟବହାର |
পরিবেষ্টিত,ପରିବେଶ
অ্যামেলিয়োর্যান্ট,ଅମୃତାରା
অ্যামিটোসিস,ଅମିତୋସାଇସ୍ |
গোলাবারুদ,ଅମୃତନ
অ্যামোনিফিকেশন,ଆମୋନିଫିକେଟ୍
অ্যামোনিফায়ার,ଆମୋନିଫାୟର୍
অ্যামর্ফ,ଅମୋରଫ
অ্যাম্ফিমিক্সিস,ଆମ୍ଫିମିକ୍ସିସ୍ |
এমফোটেরিক,ଆମ୍ଫୋଷ୍ଟିକ୍ |
অ্যানাবোলিজম,ଆନାବୋଲିଜିମ୍ |
অ্যানেরোব,ଆନାରୋବେ |
অ্যানিউপ্লয়েড,ଆନୁପ୍ଲଏଡ୍ |
কোণ রোপণ,କୋଣ ବୃକ୍ଷ
পশুপালন,ପଶୁ କୁମ୍ଭାରୀ
প্রাণী প্রত্যাখ্যান,ପଶୁ ମନା କରେ |
অ্যানিমেট শক্তি,ଆନିମେଟ୍ ଶକ୍ତିମାନ |
অ্যানিসোপ্লয়েড,Aningoploid
বার্ষিক উদ্ভিদ,ବାର୍ଷିକ ଉଦ୍ଭିଦ |
বার্ষিক,ବାର୍ଷିକ
অ্যান্থেসিস,ଆନେସିଟି
অ্যানথ্রাক্স,ଆନ୍ଥ୍ରାକ୍ସ |
অ্যানথ্রোপোজেনিক ফ্যাক্টর,ଆନ୍ଥ୍ରୋପେନିକ୍ କାରକ |
অ্যান্টিবায়োসিস,ଆଣ୍ଟିବାସିସ୍
অ্যান্টিবায়োটিক,ଆଣ୍ଟିବାୟୋଟିକ୍ |
প্রতিষেধক,ପ୍ରତିକାର
অ্যান্টিঅক্সিডেন্টস,ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |
অ্যান্টিটক্সিন,ଆଣ୍ଟିଟୋକ୍ସିନ୍ |
অ্যানুলাস,ବ୍ରହ୍ମାଣ୍ଡ
এফিড,ଆପିଡ୍ |
অ্যাপিকাল কুঁড়ি,ଆପିକାଲ୍ ଗୁଣ୍ଡ |
অ্যাপিকাল আধিপত্য,ଆପିକାଲ୍ ପ୍ରାଧାନ୍ୟ |
এপিক্যালচার (মৌমাছি পালন),ଆପିକାଲ୍ଟର୍ (ମହୁମାଛି ରଖିବା)
অ্যাপোমিক্সিস,ଆପୋମିକ୍ସସ୍ |
অ্যাপোপটোসিস,ଆପୋଟୋଏସ୍
সংযোজন,ଅନୁକ୍ରମଣିକା
ক্ষুধার্ত,ଭୋକକାରୀ
প্রয়োগ,ପ୍ରୟୋଗ କରାଯାଏ |
জলজ আগাছা,ଜଳୀୟ ତୃଣ
আরবোরিয়াল,ଅର୍ବ୍ରାଲ୍ |
আর্বোরাইজেশন,ସ୍ଥାପନ |
আর্কিও-বোটানিকাল রেকর্ডস,ପ୍ରତ୍ନତାତ୍ତ-ବଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |
অঞ্চল পরিসংখ্যান,କ୍ଷେତ୍ର ପରିସଂଖ୍ୟାନ
অঞ্চল,କ୍ଷେତ୍ର
শুকনো বাস্তুতন্ত্র,ARID ECOSYSem |
আরিল,ଅରିଲ୍
সুগন্ধ,ସୁଗନ୍ଧ
সুগন্ধযুক্ত উদ্ভিদ,ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |
সুগন্ধযুক্ত চাল,ସୁଗନ୍ଧିତ ଚାଉଳ |
তীর,ତୀର
Asepsis,ଆସେସିସ୍
অ্যাসেপটিক,ଅଭିଯୁକ୍ତ
অ্যাসেক্সুয়াল প্রচার,ଶ୍ୱେକାର ପ୍ରଚାର
অ্যাস,ଆମ୍ପେ
সম্পদ,ସମ୍ପତ୍ତି
সংমিশ্রণ,ଆସିମେଇର |
সংঘ,ସଙ୍ଗଠନ
জ্যোতিষী,Astringent
অ্যাসিনাপসিস,ଆସନାପାସୀ |
Atavism,ସଂଲଗ୍ନବାଦ
Atomizer,ପରମାଣିଜର
অ্যাট্রোফি,ଆଟ୍ରୋଫି |
অটোগামি,ଅଟୋଗାମି |
অটোলাইসিস,ଅଟଲିସିସ୍ |
অটোক্সিডেশন,AroutDation
অটোপলিপ্লয়েড,ଅଟୋପୋଲାପ୍ଲୋଡ୍ |
অক্সিনস,Auxins
এডাব্লুএন (ব্রিজল),Awn (ବ୍ରଷ୍ଟଲ୍)
বাদাম,ବାଦାମ |
অ্যালো,ଆଲୋ
অমরান্থাস,ଅମରାନ୍ତିନ |
আম্মি,ଆମି
অঞ্জান ঘাস,ଅଜାନର ଘାସ |
অ্যান্থুরিয়াম,ଆଠର୍ିୟମ୍ |
"অোনলা, ভারতীয় গুজবেরি","ଆଲୋଲା, ଭାରତୀୟ ଗୋଲାକାର |"
অ্যাপল,ଆପଲ୍
এপ্রিকট,ଆପ୍ରିକେଟ୍ |
আরবিয়ান জেসমিন,ଆର୍ବିଆନ୍ ଜସ୍ମିନ୍ |
সুপারি বাদাম,Areca but
অর্জুন,ଅର୍ଜନୁନ୍
Asfoetida,ଆସଫୋଏଡା
অ্যাশ লাউ,ପାଉଁଶ ଗୁଣ୍ଡ |
অশোক গাছ,ଅଶୋକା ଗଛ |
আশ্থমা আগাছা (ইউফোর্বিয়া),ଅଶମ୍ମା ତୃଣକ (ଇଫୋରିୟା)
অ্যাস্পারাগাস,ଅସରପା
অ্যাভোকাডো,ଆଭୋକାଡୋ |
আলফালফা (লুসার্ন),ଆଲଫାଲଫା (ଲୁସେର୍ନ)
পিঁপড়া,ପିମ୍ପୁଡ଼ି
এফিডস,ଆପିଡସ୍ |
সেনা কৃমি,ସେନା ପୋକ
কৃষি অর্থনীতিবিদ,କୃଷି ଅର୍ଥନୀତିଜ୍ଞ
কৃষি এক্সটেনশনিস্ট,କୃଷି ବିସ୍ତାରବାଦୀ |
কৃষি বিজ্ঞানী,କୃଷି ବ scientist ଜ୍ଞାନିକ |
কৃষি প্রকৌশলী,କୃଷି ଅଞ୍ଜିନକାରୀ |
অ্যাগ্রোবায়োলজিস্ট,Agrobiooglist
কৃষিবিদ,ସହଯୋଗୀ
অ্যাগ্রোফিজিসট,Agropsicsicst
প্রাণী ব্রিডার,ପଶୁ ପ୍ରଜନକ |
ব্যাসিলাস ভাইরাস,ବାକିଲସ୍ ଭାଇରସ୍ |
ব্যাসিলাস,ବାଣ୍ଡିଲସ୍ |
ব্যাকটিরিয়া,ଜୀବାଣୁ
ব্যাকটিরিওক্সিন,ବିରାଇଓଟୋକ୍ସିନ୍ |
ব্যাগাস,ବାଗାସେସ୍ |
ব্যালেন্স শীট,ତୂଳନା ପତ୍ର
ভারসাম্যহীন নিষেক,ସନ୍ତୁଳିତ ଫର୍ଟିଲାଇଜେସନ୍ |
বার ডায়াগ্রাম,ବାର୍ ଚିତ୍ର |
বাকল,ଭୁକିବା |
ব্যারোমিটার,ବାରୋମିଟର |
বন্ধ্যা,ବନ୍ଧ୍ୟା
বেস,ଆଧାର
বেসিন,ବାସନ
বেসিপেটাল,ପରଫିପାଲ୍ |
বেসস্টারনাম,ଆଧାର ତୁଲମ୍ |
উপসাগর,ବାଇ ମ so ସୁମୀ |
বিয়ারিং প্ল্যান্ট,ଉଦ୍ଭିଦ ବହନ
বিছানা,ଶଯ୍ୟା
বেডার,ଶଯ୍ୟା
বিছানাপত্র,ଶଯ୍ୟା
বীট গুড়,ବିଟ୍ ଗୁଣ୍ଡ |
বেলো,ଘଣ୍ଟି
বেল্ট,ବେଲ୍ଟ
বেনিফিট-ব্যয় বিশ্লেষণ,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
পক্ষপাতদুষ্ট (নমুনা),ପକ୍ଷପାତ (ନମୁନା)
দ্বিবার্ষিক,ବିଏନୋନିଆଲ୍
দ্বিপদী,Binomial
বায়োএজেন্ট,ବାୟୋଲାଇଜେଣ୍ଟ |
বায়োক্লিমেট,ବାୟୋସେଡିକ୍ |
বায়োনারজি,ବାୟୋହୀ
বায়োনমিক্স,ବାୟୋନୋମିକ୍ସ |
বায়োরিয়্যাক্টর,ବାୟୋରାକ୍ଟର
বায়োস্ফিয়ার,ବାୟୋସଫିର୍
বায়োটিক,ବାୟୋଟିକ୍ |
বায়োটাইপ,ବାୟୋଟାଇପ୍ |
উভকামী,ବିସେକ୍ସୁଆଲ୍
ব্লাঞ্চিং,ଖାଲି
বিস্ফোরণ,ବିସ୍ଫୋରଣ
মিশ্রণ,ମିଶ୍ରଣ
ব্লাইট,ଶୁକ୍ର
ফোস্কা,ଫୁଲା
নীল বিপ্লব,ବ୍ଲୁ ବିପ୍ଳବ
নীচে তাপ চেম্বার,ତଳ ଉତ୍ତାପ ଚାମ୍ବର |
নীচে তাপ কৌশল,ତଳ ଉତ୍ତାପ ଟେକ୍ନିକ୍ |
ব্রান,ଶାଖା
শাখা,ଶାଖା
শাখা,ଶାଖା
প্রজনন,ପ୍ରଜାତି
প্রজনন,ପ୍ରଜନନ
Brimming,ଉଜ୍ଜ୍ୱଳ
ব্রুড,Etod
উদীয়মান,ବଡିଙ୍ଗ
বাজেট,ବଜେଟ୍
বাফার,ବଫର୍
বাল্ব,ବଲ୍ବ
বুট,ବଣ୍ଟନ
উপজাত,ଉତ୍ପାଦ ଦ୍ୱାରା
বাবুল অ্যাকাসিয়া,ବାବୁଲ ଆକାସିଆ |
শিশুর ভূট্টা,ଶିଶୁ ମକା |
বেল,ବାଥ୍
বেল,ବିଲ୍
বালসাম,ବାଲସାମ
বাঁশ,ବାଉଁଶ
কলা,କଦଳୀ
বটগাছ,ବାନିଆନ୍ ଗଛ |
বার্লি,ବାର୍ଲି
বার্নইয়ার্ড মিললেট,ବରଗାର୍ଡ ମିଲେଟ୍ |
পুদিনা,ବେସନ
জারজ সিডার,ବଷ୍ଟାର୍ଡ ​​ଏରସ
জারজ মাইরোবালান,ବଷ୍ଟାର୍ଡ ​​ମିରୋବଲାନ୍ |
বাউহিনিয়া,ବାହୁଏସିଆ
বে বেরি,ଦୁ very ଖଦ
বিন,ବିନ୍
বীট,ବିଲାତି
বেলাদোনা,ବେଲାଣ୍ଡୋନା
বের,ହେ
বার্সিম,Berseim
সুপারি,Beelt
বিলিম্বি,ବିଲିମ୍ବି
বিটার লাউ,ତିକ୍ତ ଗୁଣ୍ଡ |
কালো গ্রাম,କଳା ଗ୍ରାମ
কালো নাইটশেড,କଳା ନାଇଟ୍ଶେଡ୍ |
বোগেনভিলিয়া,ବଗିନିଭିଆ |
বোতল ব্রাশ,ବୋତଲ ବ୍ରଶ |
বোতল লাউ,ବୋତଲ ଗୋବଲଙ୍କ |
বক্স ট্রি,ବାକ୍ସ ଗଛ
রুটি ফল,ରୁଟି ଫଳ
ব্রাইডাল লতা,Bridal creper
ব্রিনজাল,ବ୍ରିନଜାଲ୍ |
ব্রড শিম,ବ୍ରଡ୍ ବିନ୍ |
ব্রোকলি,ବ୍ରୋକୋଲି
ব্রাসেলের স্প্রাউট,ବ୍ରସେଲର ସ୍ପ୍ରୁଟ୍ |
বাকউইট,ବାଲକ୍ୟୁଟ
বুটিয়া,ବଟି
ব্যান্ডিকুট,ବ୍ୟାଣ୍ଡିକୋଟ୍ |
ভাল্লুক,ଭାଲୁ
বিটল,ପୋକ
ফোস্কা বিটল,ବ୍ଲିଷ୍ଟର ବିଟଲ୍ |
নীল ষাঁড়,ନୀଳ ଷଣ୍। |
বোল কৃমি,ବୋଲ୍ ପୋକ
প্রজাপতি,ପ୍ରଜାପତି
ব্যাকটিরিওলজিস্ট,ଜୀବାଣୁ ବିଶେଷଜ୍ଞ |
বায়োকেমিস্ট,ବାୟୋକେମିଷ୍ଟ |
জীববিজ্ঞানী,ଜୀବବିଜ୍ଞାନୀ |
বায়োটেকনোলজিস্ট,ବାୟୋଟଚନୋଲୋଜିଷ୍ଟ
উদ্ভিদবিদ,ଉଦ୍ଭିଦଦାତା
সি আর্দ্রতা বৈশিষ্ট্যযুক্ত বক্ররেখা,C ଆର୍ଦ୍ରତା ଚରିତ୍ରିକ ବକ୍ର |
কেক,ପିଠା
ক্যালারিয়াস,ସହଭାଗୀ
ক্যালিফিকেশন,କାଲସିଫିକେସନ୍ |
ফসফেটের ক্যালকিনেশন,ଫସଫେଟର କାଲକେଣ୍ଟ |
Calost,ଚତୁରତା
কলাস,କୁଲସ୍
ক্যালিক্স,କାଲିକ୍ସ
ক্যালিক্স-এন্ড,କାଲିକ୍ସ-ଏଣ୍ଡ |
ক্যাম্বিয়াম,କାମ୍ବିୟମ୍
ক্যান্সার,କାକର
ক্যানিং,କ୍ୟାନିଂ
ক্যানোপি,ଛାତ
মূলধন,ପୁଞ୍ଜି
ক্যাপরিফিকেশন,କାଗଶ
ক্যাপসুল,Capsule
কার্বনেটেড,କାର୍ବନ୍ରେଟେଡ୍ |
কার্বনাইজেশন,କାର୍ବୋନିଅନାଇଜେସନ୍ |
কার্পেল,କାର୍ପେଲ
কার্পাস,କାର୍ପସ୍ |
ঢালাই,କାଷ୍ଟିଂ
ক্যাটাবোলিজম,କାଟାବୋଲିଜିମ୍ |
ক্যাটালাইসিস,କାଟାଲିସିସ୍ |
শুঁয়াপোকা,କୀଟପତଙ୍ଗ
সি-ডিএনএ লাইব্রেরি,C- DNA ଲାଇବ୍ରେରୀ |
সিলিং,ଛାତ
সেল,କକ୍ଷ
কেন্দ্রীয় নেতা ব্যবস্থা,କେନ୍ଦ୍ରୀୟ ନେତା ବ୍ୟବସ୍ଥା |
কেন্দ্রিক,ସେଣ୍ଟ୍ରିକ୍ |
সেন্ট্রিফিউগেশন,ଶତକଡ଼ା
সেন্ট্রিফিউজ,ସେଣ୍ଟ୍ରିଫେଜ୍ |
সেন্ট্রিওল,ସେଣ୍ଟ୍ରିଓନ୍ |
সেন্ট্রোজেনিক,ସେଣ୍ଟ୍ରୋଜେନିକ୍ |
সেন্ট্রোজেনাস,ସେଣ୍ଟ୍ରୋଜେନସ୍ |
সার্কাস,କୀପତି
সিরিয়াল,ଶସ୍ୟ
শংসাপত্র,ପ୍ରମାଣପତ୍ର
প্রত্যয়িত বীজ,ସାର୍ଟିଫାଏଡ୍ ବିହନ |
চ্যাফ,ଚାଉଳ
চালাজা,ଚେଲାଜା |
কেমোট্রপিজম,କେମୋଟ୍ରୋପିମ୍ |
চিয়াসমা,ଚିୟମା
শীতল সময়,ଥଣ୍ଡା ଘଣ୍ଟା |
শীতল আঘাত,ଚିଲିଂ ଆଘାତ |
চিমেরা,ଚିମେରା |
ক্লোরান্টি,ଚୋରାନେଣ୍ଟି |
ক্লোরোফিল,କ୍ଲୋରୋଫିଲେଲ୍ |
ক্লোরোসিস,ଚୋରୋରୋସାଇସ୍
ক্লোরোলজি,ଚୋରୋରୋଲୋଜି |
ক্রোমাটিড,କ୍ରୋମାମାସିଡ୍ |
ক্রোমাটিন,ଚ୍ରୋମାଟିନ୍ |
ক্রোমাটোগ্রাফি,ଚ୍ରୋମାଟୋଗ୍ରାଫି
ক্রোমাটোলাইসিস,ଚୋରମାଟୋଲିଆସିସ୍
ক্রোমোসেন্ট্রে,କ୍ରୋମେଣ୍ଟ୍ରେ |
ক্রোমোজেনেসিস,ଚେରମୋଲେନ୍ସେସ୍
ক্রোমোপ্রোটিন,କ୍ରୋମ୍ରୋପ୍ରୋଇଟେନ୍ |
ক্রোমোজোম,କ୍ରୋମୋଜୋମ୍
দীর্ঘস্থায়ী,କ୍ରନିକ୍
সিট্রঞ্জ,କୃଷି
ক্লেডোড,କ୍ଲାନ୍ତ
শ্রেণিবদ্ধকরণ,ବର୍ଗୀକରଣ
ক্লে,ମାଟି
পরিষ্কার,ସଫା କରିବା
ক্লিস্টোগ্যামি,କ୍ଲିସିଷ୍ଟଗାମି |
ক্লাইম্যাক্টেরিক ফল,ଜଳମୟ ଫଳ |
জলবায়ু,ଜଳବାୟୁ
জলবায়ু,କମ୍ପନୋଲୋଜି
ক্লিপার,କ୍ଲିପର୍
ক্লোড,କ୍ଲାନ୍ତ
ক্লোন,କ୍ଲୋନ
মেঘ,ମେଘ
ক্লাম্প,Ump ୁଲା |
ক্লাস্টার,କ୍ଲଷ୍ଟର
মোটা,କଠିନ
কোট (বীজ),କୋଟ୍ (ବିହନ)
কোকুন,ନଡିଆ
কোএনজাইম,ସହଯୋଗୀ
সংহতি,ଘନିଷ୍ଠ
কয়ার,କୋର
কোলোররিজা,କୁଲେରରିଜା
কলার,କଲର
কলয়েড (মাটি),କୋଲଏଡ୍ (ମାଟି)
কলিউমেলা,କୋନିଲେଲା
কলাম,ସ୍ତମ୍ଭ
কমেন্সালিজম,ପ୍ରଶଂସା
বাণিজ্যিক ব্যাংক,ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ
পণ্য,ଦ୍ରବ୍ୟ
সম্প্রদায়,ସମ୍ପ୍ରଦାୟ
সংযোগ (মাটির),ସଙ୍କୋଚନ (ମାଟିର)
সামঞ্জস্যতা,ସୁସଙ୍ଗତତା
সামঞ্জস্যতা,ସୁସଙ୍ଗତତା
ক্ষতিপূরণ,କ୍ଷତିପୂରଣ
প্রতিযোগিতামূলক মিথস্ক্রিয়া,ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |
পরিপূরক ফসল,ସମ୍ପୃକ୍ତ ଫସଲ
জটিল,ଜଟିଳ
উপাদান,ଉପାଦାନ
গঠন,ରଚନା
কম্পোস্ট,କମ୍ପୋଷ୍ଟ
চক্রবৃদ্ধিহারে সুদ,ଯ ound ଗିକ ଆଗ୍ରହ |
গণনা,ଗଣନା
কম্পিউটার,କମ୍ପ୍ୟୁଟର
একাগ্রতা,ଏକାଗ୍ରତା
কন্ডিশনার,କଣ୍ଡିସନର
আচরণ,ଆଚରଣ
কনফিগারেশন,ବିନ୍ୟାସ
অনুসার,ଅନୁକୂଳ
বিভ্রান্তিকর,ଦ୍ୱନ୍ଦ୍ୱ
সংমিশ্রণ,ମିଳିତତା
সংযোগকারী,ସଂଯୋଗ
সংরক্ষণ,ସଂରକ୍ଷଣ
একত্রীকরণের,ସଂସ୍ଥାଗୁଡ଼ିକ
উপাদান,ନିରନ୍ତର
গ্রাহক,ଗ୍ରାହକ
খরচ,ବ୍ୟବହାର
দূষণ,ପ୍ରଦୂଷଣ
কনট্যুর রোপণ,ବିଷୟବସ୍ତୁ ବୃକ୍ଷ
কনট্যুর,ବିଷୟବସ୍ତୁ
চুক্তি চাষ,ଚୁକ୍ତିନାମା ଚାଷ
নিয়ন্ত্রিত স্টোরেজ,ନିୟନ୍ତ୍ରିତ ଷ୍ଟୋରେଜ୍ |
সমবায় ব্যাংক,ସହ-ଅପରେଟିଭ୍ ବ୍ୟାଙ୍କ |
সহযোগী,ସହଯୋଗ
কপিস,ସହଯୋଗୀ
Corm,କରମ୍
করোলা,କରୋଲଲା
কর্টেক্স,କର୍ଟେକ୍ସ
ব্যয়,ମୂଲ୍ୟ
কোটিলেডন (বীজ),କୋଟିଲିଡନ୍ (ବିହନ)
ক্রেডিট সোসাইটি,କ୍ରେଡିଟ୍ ସମାଜ |
ক্রেডিট,କ୍ରେଡିଟ୍
পাওনাদার,କ୍ରେସର୍ମର
ক্রেস্ট,କ୍ରେଷ୍ଟଷ୍ଟ
ক্রিঙ্কল,ଚୂର୍ଣ୍ଣ କରନ୍ତୁ |
সংকট,ସଙ୍କଟ
মানদণ্ড,ମାନଦଣ୍ଡ
সমালোচনা,ଗୁରୁତର
শস্য বীমা,କ୍ରପ୍ ବୀମା |
শস্য loan ণ,ଫସଲ loan ଣ
ফসল,ଫସଲ
ক্রপিং অঞ্চল,କ୍ରପ୍ ଏରିଆ |
ক্রস-ইনমপ্যাটেবল,କ୍ରସ୍-ଅସଙ୍ଗତ |
মুকুট (উদ্ভিদ),ମୁକୁଟ (ଉଦ୍ଭିଦ)
ক্রম্ব,ଖଣ୍ଡ
ক্রাস্ট,ଭୂତଳ
ক্রিপ্টোগাম,କ୍ରିପ୍ଟୋଗାମ୍ |
কুল (ফল),CULE (ଫଳ)
কাল্ম,କୁଲମ୍
চাষকারী,ଚାଷ ଜ
চাষ,ଚାଷ
কৃষক,ପତ୍ରିକା
সংস্কৃতি,ସଂସ୍କୃତି
নিরাময়,କ୍ୟୁସିଂ
কার্লিং,କୁଞ୍ଚଳ
মুদ্রা,ମୁଦ୍ରା |
কিউটিকাল,କୁମଲେ
কাটা,କାଟିବା
সিস্ট,Cyst
সাইটোক্রোম,ସାଇଟୋଚ୍ରୋମ୍ |
সাইটোগ্যামি,ସାଇଟୋଗାମି |
সাইটোজেনেসিস,ସାଇଟୋଜେନେସୀ |
সাইটোজেনেটিক্স,ସାଇଟୋଜେନେଟିକ୍ସ
সাইটোকাইনেসিস,ସାଇଟୋୋକାଇନ୍ସିସ୍
সাইটোলজি,ସାଇଟୋଲୋଜି
সাইটোলাইসিস,CYTOYLISISISTS
সাইটোমির,ସାଇଟୋମେରେ
সাইটোপ্লাজম,ସାଇଟୋପ୍ଲାଜମ୍
বাঁধাকপি,ବନ୍ଧାକୋବି
ক্যাকটাস,କାକଟସ୍ |
ক্যালেন্ডুলা,କ୍ୟାଲେଣ୍ଡୋୁଲା |
ক্যানারি ঘাস (ফালারিস),କାନାରି ଘାସ (ଫାର୍ଲିସ୍)
ক্যানা,କାନନା |
ক্যাপারি,କ୍ୟାପିଟିସ୍
ক্যাপসিকাম,Capsicum
ক্যারামবোলা,କାରାମୋବୋଲା |
ক্যারপা,କାରାସା |
এলাচ,କାର୍ଡାମୋମ |
কার্নেশন,କାର୍ନେସନ୍ |
গাজর,ଗାଜର
হিজলি বাদাম,କାଜୁ ବାଦାମ |
ক্যাসিয়া,କ୍ୟାସିୟା
ক্যাস্টর,କାଷ୍ଟର |
ফুলকপি,ଫୁଲକୋବି |
সেলারি,ସେଲରି
চ্যাম্প্যাক,ଚମ୍ପାକ୍
চেনোপোডিয়াম,ଚେନୋପୋଡିୟମ୍
চেরি টমেটো,ଚେରି ଟମାଟୋ |
চেরি,ଚେରି
"ছোলা, গ্রাম","ଛେନା, ଗ୍ରାମ |"
মরিচ,ଚିଲିସ
