Gujarati,Punjabi
સરનામા,ਪਤਾ ਟਰੇਸ
સરનામા,ਪਤਾ ਟਰੈਕ
અનુવાદ,ਪਤਾ ਅਨੁਵਾਦ
અનુવાદક,ਪਤਾ ਅਨੁਵਾਦਕ
સબમટ્રેક્ટ સમય ઉમેરવો,ਸ਼ਾਮਲ ਕਰੋ-ਘਟਾਓ
સમય ઉમેરો,ਸਮਾਂ ਸ਼ਾਮਲ ਕਰੋ
સંલગ્નતા,ਅਡਜੈਂਸੀ
સંલગ્ન માળખું,ਐਡਜੈਂਸੀ structure ਾਂਚਾ
સંલગ્ન માતૃભાષા,ਨਾਲ ਲੱਗਦੇ ਚੈਨਲ
સંલગ્ન ડોમેન,ਨਾਲ ਲੱਗਦੇ ਡੋਮੇਨ
સંલગ્ન મેટ્રિક્સ,ਨਾਲ ਲੱਗਦੀ ਮੈਟ੍ਰਿਕਸ
સંલગ્ન નોડ,ਨਾਲ ਲੱਗਦੀ ਨੋਡ
સંલગ્ન સુબેરિયા,ਆਸ ਪਾਸ ਦੇ ਉਪਰਾਸਾ
સંવાદિતા (સિસ્ટમ),ਐਡਰਜਾਈਨ (ਸਿਸਟਮ)
સમાયોજન કરવું,ਵਿਵਸਥਤ ਕਰੋ
ગોઠવણપાત્ર હદ,ਵਿਵਸਥਤ ਹੱਦ ਤੱਕ
ટેક્સ્ટ મોડને સમાયોજિત કરો,ਟੈਕਸਟ ਮੋਡ ਨੂੰ ਵਿਵਸਥਤ ਕਰੋ
વહીવટી માહિતી પ્રક્રિયા,ਪ੍ਰਬੰਧਕੀ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
વહીવટી કામગીરી,ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ
વહીવટી operatorપરેટર,ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ
વહીવટી પ્રચાલક,ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ ਸਟੇਸ਼ਨ
વહીવટી સહાયક પદ્ધતિ,ਪ੍ਰਬੰਧਕੀ ਸਹਾਇਤਾ ਸਿਸਟਮ
અદ્યતન સંદેશાવ્યવહાર સેવા,ਤਕਨੀਕੀ ਸੰਚਾਰ ਸੇਵਾ
અદ્યતન માહિતી પદ્ધતિ,ਐਡਵਾਂਸਡ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
અદ્યતન ઓપ્ટિકલ પાત્ર રીડર,ਐਡਵਾਂਸਡ ਆਪਟੀਕਲ ਅੱਖਰ ਪਾਠਕ
અદ્યતન વૈજ્ .ાનિક કમ્પ્યુટર,ਤਕਨੀਕੀ ਵਿਗਿਆਨਕ ਕੰਪਿ computer ਟਰ
હવાઈ,ਏਰੀਅਲ
સમૂહ,ਸਮੁੱਚੀ
કુલ અભિવ્યક્તિ,ਸਮੁੱਚੀ ਸਮੀਕਰਨ
લક્ષ્યસ્થાન વર્તુળ,ਉਦੇਸ਼ ਸਰਕਲ
લક્ષ્ય ક્ષેત્ર (= લક્ષ્યનું પ્રતીક),ਉਦੇਸ਼ ਖੇਤਰ (= ਪ੍ਰਤੀਕ ਦਾ ਨਿਸ਼ਾਨਾ)
લક્ષ્યસ્થાન પ્રતીક,ਪ੍ਰਤੀਕ ਬਣਾਉਣਾ
હવાઈ ​​કમ્પ્યુટર સિસ્ટમ,ਏਅਰਬੋਰਨ ਕੰਪਿ Computer ਟਰ ਸਿਸਟਮ
બીજગણિત ઇગન્યુલ્યુ સમસ્યા,ਅਲਜਬ੍ਰਿਕ ਈਗਨਵੈਲਯੂ ਦੀ ਸਮੱਸਿਆ
"બીજગણિત
 એકીકરણ","ਅਲਜਬ੍ਰਿਕ
 ਏਕੀਕਰਣ"
બીજગણિત ભાષા,ਅਲਜਬ੍ਰਿਕ ਭਾਸ਼ਾ
બીજગણિત હેરાફેરી,ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ
બીજગણિત હેરાફેરી ભાષા,ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ ਭਾਸ਼ਾ
બીજગણિત લક્ષી ભાષા,ਐਲਜਬਰੇਕ ਅਧਾਰਤ ਭਾਸ਼ਾ
બીજગણિત પાળી,ਅਲਜਬੈਰਾਿਕ ਸ਼ਿਫਟ
બીજગણિત ચિહ્ન સંમેલન,ਐਲਜਬ੍ਰਿਕ ਸਾਈਨ ਕਨਵੈਨਸ਼ਨ
શિરચ્છેદ,ਐਲਗੋਲ
શીલ લક્ષણ,ਐਲਗੋਲ ਵਿਸ਼ੇਸ਼ਤਾ
અલ્ગોલ કાર્યક્રમ,ਐਲਗੋਲ ਪ੍ਰੋਗਰਾਮਿੰਗ
અલ્ગોરિધમનો,ਐਲਗੋਰਿਦਮ
અલ્ગોરિધમનો સહયોગી ભાષા,ਐਲਗੋਰਿਦਮ ਐਸੋਸੀਏਟਿਵ ਭਾਸ਼ਾ
અલ્ગોરિધમનો વર્ગીકરણ,ਐਲਗੋਰਿਦਮ ਵਰਗੀਕਰਣ
અલ્ગોરિધમની જટિલતા,ਐਲਗੋਰਿਦਮ ਦੀ ਗੁੰਝਲਤਾ
અલ્ગોરિધમની ગણતરી,ਐਲਗੋਰਿਦਮ ਕੰਪੂਟਿਟੀ
અલ્ગોરિધમિક વિશ્લેષણ,ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ
અલ્ગોરિધમિક અભિગમ,ਐਲਗੋਰਿਦਮਿਕ ਪਹੁੰਚ
અલ્ગોરિધએમ ભાષા,ਐਲਗੋਰਿਦਮਿਕ ਭਾਸ਼ਾ
અલ્ગોરિધમનો રૂટિન,ਐਲਗੋਰਿਦਮਿਕ ਰੁਟੀਨ
અલ્ગોરિધમનો સિદ્ધાંત,ਐਲਗੋਰਿਧੀਮਿਕ ਸਿਧਾਂਤ
ઉર્ફે,ਉਪਨਾਮ
પરવાના,ਅਲਾਇਸਿੰਗ
ઉપનામ નામ (= વૈકલ્પિક નામ),ਅਲਾਇਸ ਨਾਮ (= ਵਿਕਲਪਿਕ ਨਾਮ)
ગોઠવણી,ਅਲਾਈਨਮੈਂਟ
ફાળવવું,ਨਿਰਧਾਰਤ ਕਰੋ
ફાળવણીનું માળખું,ਅਲਾਕਸੇਸ਼ਨ structure ਾਂਚਾ
હેતુસર કમ્પ્યુટર,ਸਾਰੇ-ਉਦੇਸ਼ ਕੰਪਿ computer ਟਰ
વર્ણાનુક્રમ,ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ
મૂળાક્ષરોનો પાત્ર સમૂહ,ਵਰਣਮਾਲਾ ਅੱਖਰ ਸੈਟ
મૂળાક્ષરો,ਵਰਣਮਾਲਾ ਅੱਖਰ ਸਬਸੈੱਟ
વર્ણાનુક્રમ,ਵਰਣਮਾਲਾ ਕੋਡ
વર્ણાનુક્રમ,ਵਰਣਮਾਲਾ ਸ਼ਿਫਟ
વર્ણાનુક્રમ,ਵਰਣਮਾਲਾ ਸਤਰ
વર્ણાનુક્રમ,ਵਰਣਮਾਲਾ ਸ਼ਬਦ
મૂળાક્ષરો,ਵਰਣਮਾਲਾ
અલ્ફેજ ome મેટ્રિક્સ,ਕਫਾਈਜੋਮੈਟ੍ਰਿਕਸ
મૂર્તિમંત,ਅਲਫ਼ਾਮਿਕ
મરણોત્તર,ਅਲਫੋਮੋਸੈਕ
મૂર્તિમંત,ਅਲਫਾਨੁਮਿਕ
આલ્ફાન્યુમેરિકલ કીબોર્ડ ડિવાઇસ,ਅਲਫਾਨੂਮੇਰਿਕਲ ਕੀਬੋਰਡ ਡਿਵਾਈਸ
મૂળાક્ષર,ਅਲਫਾਨੁਮਿਕ ਅੱਖਰ ਸਮੂਹ
મૂળાક્ષર,ਅੱਖਰ ਕੋਡ
આલ્ફાન્યુમેરિક કોડેડ પાત્ર સમૂહ,ਅੱਖਰ ਕੋਡਿਡ ਅੱਖਰ ਸਮੂਹ
મૂળાક્ષરીનો ડેટા,ਅਲਫਾਨੁਮਿਕ ਡੇਟਾ
આલ્ફાન્યુમેરિક ડિસ્પ્લે ડિવાઇસ,ਅਲਫਾਨਮੋਰਿਕ ਡਿਸਪਲੇਅ ਡਿਵਾਈਸ
મૂળાક્ષર સંપાદિત પાત્ર,ਅੱਖਰ ਸੰਪਾਦਕੀ ਅੱਖਰ
વર્ણ -ક્ષેત્ર,ਅਲਫਾਨੁਮਿਕ ਖੇਤਰ
વર્ણ -સૂચના,ਅਲਫਨੀਮਿਕ ਹਦਾਇਤ
મૂળાક્ષર કીબોર્ડ,ਅਲਫਾਨੁਮਿਕ ਕੀਬੋਰਡ
મૂળાક્ષર,ਅੱਖਰ ਛਾਂਟੀ
મૂળાક્ષર સંગ્રહ,ਅਲਫਾਨਮੂਮਿਕ ਸਟੋਰੇਜ
બદલવા યોગ્ય,ਅਸ਼ੁੱਧ ਮੈਮੋਰੀ
ફેરફાર -ફેરૂપ,ਤਬਦੀਲੀ ਸਵਿੱਚ
પરિવર્તનશીલ,ਬਦਲਣਾ
ફેરફાર,ਬਦਲੋ
વૈકલ્પિક પુન recovery પ્રાપ્તિ,ਵਿਕਲਪਿਕ ਰਿਕਵਰੀ
વૈકલ્પિક માર્ગ,ਵਿਕਲਪੀ ਰਸਤੇ
વૈકલ્પિક માર્ગ,ਵਿਕਲਪਿਕ ਰੂਟਿੰਗ
વૈકલ્પિક પાટા,ਵਿਕਲਪਿਕ ਟਰੈਕ
ફેરબદલ (= અથવા કામગીરી),ਬਦਲ (= ਜਾਂ ਆਪ੍ਰੇਸ਼ਨ)
વૈકલ્પિક લક્ષણ,ਵਿਕਲਪਕ ਗੁਣ
વૈકલ્પિક અસ્વીકાર (= નહીં અને કામગીરી),ਵਿਕਲਪਿਕ ਇਨਕਾਰ (= ਨਾ-ਅਤੇ ਓਪਰੇਸ਼ਨ)
અસ્પષ્ટ ભૂલ,ਅਸਪਸ਼ਟਤਾ ਗਲਤੀ
અસ્પષ્ટ સંદર્ભ,ਅਸਪਸ਼ਟ ਹਵਾਲਾ
પ્રાચય,ਐਨਾਲਾਗ
એનાશ -ઉપાડનાર,ਐਨਾਲਾਗ ਐਡਰਰ
મનોલોત્ર,ਐਨਾਲਾਗ ਚੈਨਲ
એનાલોગ કમ્પ્યુટર,ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ
એનાશ -રૂપાંતર કરનાર,ਐਨਾਲਾਗ ਕਨਵਰਟਰ
મનોજ્ analા આંકડા,ਐਨਾਲਾਗ ਡੇਟਾ
એનાશ -વિભાજક,ਐਨਾਲਾਗ ਡਿਵਾਈਡਰ
એનાલોગ સુવિધા ટર્મિન,ਐਨਾਲਾਗ ਸਹੂਲਤ ਟਰਮੀਨਲ
"મનોલોગ કાર્ય
 જનરેટર","ਐਨਾਲਾਗ ਫੰਕਸ਼ਨ
 ਜੇਨਰੇਟਰ"
મનોરોગ એકીકરણ,ਐਨਾਲਾਗ ਏਕੀਕਰਣ
એનાલ -ગુણાકાર,ਐਨਾਲਾਗ ਮਲਟੀਪਲਾਇਰ
એનાશિક કાર્યક્રમ,ਐਨਾਲਾਗ ਪ੍ਰੋਗਰਾਮਿੰਗ
એનાલ -સ્તનપાન,ਐਨਾਲਾਗ ਸਕੇਲਿੰਗ
એનાલોગ સંકેત,ਐਨਾਲਾਗ ਸਿਗਨਲ
એનાશ સિમ્યુલેશન,ਐਨਾਲਾਗ ਸਿਮੂਲੇਸ਼ਨ
એનાશ -સ્વીચ,ਐਨਾਲਾਗ ਸਵਿਚ
પ્રાકૃતિક પદ્ધતિ,ਐਨਾਲਾਗ ਸਿਸਟਮ
"ડિજિટલથી એનાલોગ
 એકત્રીકરણ કરનાર","ਐਨਾਲਾਗ ਡਿਜੀਟਲ
 ਕਨਵਰਟਰ"
"ડિજિટલથી એનાલોગ
 એન્કોડર","ਐਨਾਲਾਗ ਡਿਜੀਟਲ
 ਏਨਕੋਡਰ"
મનોલોગ પ્રસારણ,ਐਨਾਲਾਗ ਪ੍ਰਸਾਰਣ
એનોગ પ્રકાર,ਐਨਾਲਾਗ ਕਿਸਮ
વિશ્લેષણ -વિધિ,ਵਿਸ਼ਲੇਸ਼ਣ ਬਲਾਕ
વિશ્લેષણ પદ્ધતિ,ਵਿਸ਼ਲੇਸ਼ਣ ਮੋਡ
વિશ્લેષણાત્મક,ਵਿਸ਼ਲੇਸ਼ਣ ਇੰਜਣ
પૂર્વજો,ਪੂਰਵਜ ਦਾ ਕੰਮ
આનુષંગિક સાધનસામગ્રી,ਸਹਾਇਕ ਉਪਕਰਣ
અને,ਅਤੇ
અને સર્કિટ,ਅਤੇ ਸਰਕਟ
અને,ਅਤੇ ਤੱਤ
અને દરવાજો,ਅਤੇ ਗੇਟ
અને માસ્કિંગ,ਅਤੇ ਮਾਸਕਿੰਗ
અને ઓપરેશન નથી (= બાકાત,ਅਤੇ ਓਪਰੇਸ਼ਨ ਨਹੀਂ (= ਬਾਹਰ ਕੱ .ਣਾ)
કામગીરી,ਅਤੇ ਓਪਰੇਸ਼ਨ
જોડાણ મેમરી,ਅਨੇਕਸ ਮੈਮੋਰੀ
નોંધણી,ਐਨੋਟੇਸ਼ਨ
જાહેરાત કરનાર,ਐਨੀਨੀਸੀਆਟਰ
પાછો જવાબ આપો,ਵਾਪਸ ਜਵਾਬ
જવાબ,ਉੱਤਰ ਦੇਰੀ
જવાબદાર સમય,ਜਵਾਬ ਦੇਣ ਦਾ ਸਮਾਂ
જવાબ દીવો,ਦੀਵੇ ਦਾ ਜਵਾਬ
જવાબ સૂચિ,ਜਵਾਬ ਸੂਚੀ
માત્ર,ਜਵਾਬ ਸਿਰਫ
અપેક્ષા -મોડ,ਐਂਟੀਪੇਸ਼ਨ ਮੋਡ
આગોતરક બફર,ਅਨੁਮਾਨਤ ਬਫਰਿੰਗ
આગોતરક કેરી,ਅਨੁਮਾਨਤ ਕੈਰੀ
આગોતરી પેજિંગ,ਅਨੁਮਾਨਤ ਪੈਜਿੰਗ
અસત્ય કામગીરી,ਐਂਟੀਕਾਇਸਿਸ ਓਪਰੇਂਸ
કૃત્રિમ તત્વ,ਐਂਟੀਕੋਇੰ.ਰਤਸ ਇੰਦਰਾ ਤੱਤ
અતિશય એન્ટેના,ਅਫੀਮਿਕ ਐਂਟੀਨਾ
છિદ્ર,ਅਪਰਚਰ ਕਾਰਡ
છિદ્ર,ਅਪਰਚਰ ਕੋਡ
છિદ્રનો સમય,ਅਪਰਚਰ ਟਾਈਮ
સંલગ્ન,ਅੰਤਿਕਾ
સંલગ્ન કાર્ય,ਅਪੰਡਿਤ ਕੰਮ
અરજી વિકાસકર્તા,ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ
અરજી -સ્તર,ਐਪਲੀਕੇਸ਼ਨ ਲੇਅਰ
અરજીલક્ષી ભાષા,ਐਪਲੀਕੇਸ਼ਨ ਓਨੀਐਂਟਡ ਭਾਸ਼ਾ
અરજી,ਐਪਲੀਕੇਸ਼ਨ ਪੈਕੇਜ
