Kannada,Tamil
ಸೇರಿಸುವವನು,சேர்ப்பான்
ವಿಳಾಸ,முகவரி
ವಿಳಾಸ ಬಸ್,முகவரி பேருந்து
ವಿಳಾಸ ಫೈಲ್,முகவரி கோப்பு
ವಿಳಾಸ ಸ್ವರೂಪ,முகவரி வடிவம்
ವಿಳಾಸ ಜನರೇಟರ್,முகவரி ஜெனரேட்டர்
ವಿಳಾಸ ಸಾಲು,முகவரி வரி
ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್,முகவரி மேப்பிங்
ವಿಳಾಸ ಪಾಯಿಂಟರ್,முகவரி சுட்டி
ವಿಳಾಸ ನೋಂದಣಿ,முகவரி பதிவு
ವಿಳಾಸ ನಿರ್ಣಯ,முகவரி தீர்மானம்
ವಿಳಾಸ ಅನುವಾದ,முகவரி மொழிபெயர்ப்பு
ಸ್ಮರಣೆಯನ್ನು ಉದ್ದೇಶಿಸಿ,நினைவாற்றலை உரையாற்றினார்
ಉದ್ದೇಶಿಸಿ,உரையாற்றுவது
ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡಗಳು,போதுமான அளவுகோல்கள்
ಪಕ್ಕದ,இணைந்த
ಆಡಳಿತ,நிர்வாகம்
ನಿರ್ವಾಹಕ,நிர்வாகி
ಅಡೋಬ್ ಅಕ್ರೋಬ್ಯಾಟ್,அடோப் அக்ரோபேட்
ಅಡೋಬ್ ಫೋಟೋಶಾಪ್,அடோ போட்டோஷாப்
ಅಡ್ವಾನ್ಸ್ ಬಿಸಿನೆಸ್ ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ (ABAP),அட்வான்ஸ் பிசினஸ் அப்ளிகேஷன் புரோகிராமிங் (ஏபிஏபி)
ಸುಧಾರಿತ ಡೇಟಾ,மேம்பட்ட தரவு
ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,மேம்பட்ட தகவல் அமைப்பு
ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT),மேம்பட்ட தொழில்நுட்பம் (AT)
ಏಜೆಂಟ್,முகவர்
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,திரட்டுதல்
ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ,வான்வழி கணினி அமைப்பு
ಅಲ್ಡಸ್ ಪೇಜ್ ಮೇಕರ್,அல்டஸ் பக்க தயாரிப்பாளர்
ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ,எச்சரிக்கை பெட்டி
ಆಲ್ಗೋಲ್,அல்கோல்
ಅಲ್ಗಾರಿದಮ್,அல்காரிதம்
ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ,அல்காரிதம் பகுப்பாய்வு
ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ,அல்காரிதம் திறன்
ಅಲಿಯಾಸ್,மாற்றுப்பெயர்
ಜೋಡಣೆ,சீரமைப்பு
ಹಂಚಿಕೆ,ஒதுக்கீடு
ವರ್ಣಮಾಲೆಯ,அகரவரிசை
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್,எண்ணெழுத்து
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀ ಬೋರ್ಡ್,எண்ணெழுத்து விசைப்பலகை
ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ,ஆல்பா-சோதனை
ಆಲ್ಫಾ-ಆವೃತ್ತಿ,ஆல்பா பதிப்பு
ಆಲ್ಟ್ ಕೀ,alt விசை
ಅಲ್ಟಾವಿಸ್ತಾ,அல்டாவிஸ்டா
ಅಸ್ಪಷ್ಟತೆ,தெளிவின்மை
ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ,தெளிவற்ற இலக்கணம்
ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI),அமெரிக்க தேசிய தரநிலை நிறுவனம் (ANSI)
ಮಾಹಿತಿ ವಿನಿಮಯಕ್ಕಾಗಿ ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್ (ASCII),தகவல் பரிமாற்றத்திற்கான அமெரிக்க தரநிலை குறியீடு (ASCII)
ಅನಲಾಗ್,அனலாக்
ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,அனலாக் கணினி
ಅನಲಾಗ್ ಸಾಧನ,அனலாக் சாதனம்
ಅನಲಾಗ್ ಮೋಡೆಮ್,அனலாக் மோடம்
ಅನಲಾಗ್ ಟು ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ (ADC),அனலாக் டு டிஜிட்டல் மாற்றி (ADC)
ಮತ್ತು,மற்றும்
ಮತ್ತು ಸರ್ಕ್ಯೂಟ್,மற்றும் சுற்று
ಮತ್ತು ಗೇಟ್,மற்றும் வாயில்
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ),மற்றும் செயல்பாடு அல்ல (விலக்கு)
ಅನಿಮೇಷನ್,இயங்குபடம்
ಟಿಪ್ಪಣಿ,சிறுகுறிப்பு
ಅಸಂಗತತೆ,ஒழுங்கின்மை
ಪೂರ್ವಭಾವಿ,முன்னோடி
ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್,முன்கூட்டிய பேஜிங்
ವಿರೋಧಿ ಸಮ್ಮಿತೀಯ,எதிர்ப்பு சமச்சீர்
ಆಂಟಿವೈರಸ್ ಪ್ರೋಗ್ರಾಂ,வைரஸ் தடுப்பு நிரல்
ಆಪ್ಲೆಟ್,ஆப்லெட்
ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್,பயன்பாட்டு டெவலப்பர்
ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,பயன்பாட்டு நிரலாக்கம்
ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API),பயன்பாட்டு நிரலாக்க இடைமுகம் (API)
ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್,பயன்பாட்டு மென்பொருள்
ಅನ್ವಯಿಕ ಭಾಷೆ,பயன்பாட்டு மொழி
ಅಂದಾಜು ಸಿದ್ಧಾಂತ,தோராயக் கோட்பாடு
ವಾಸ್ತುಶಿಲ್ಪ,கட்டிடக்கலை
ಪ್ರದೇಶ ವರ್ಗಾವಣೆ,பகுதி பரிமாற்றம்
ವಾದ,வாதம்
ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ,எண்கணித மற்றும் தர்க்க அலகு
ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ,எண்கணித சரிபார்ப்பு
ಅಂಕಗಣಿತ ಸ್ಥಿರ,எண்கணித மாறிலி
ಅಂಕಗಣಿತದ ಡೇಟಾ,எண்கணித தரவு
ಅಂಕಗಣಿತದ ಸೂಚನೆ,எண்கணித அறிவுரை
ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ (ALU),எண்கணிதம் மற்றும் தருக்க அலகு (ALU)
ಅರ್ಪಾನೆಟ್,அர்பானெட்
ಶ್ರೇಣಿ,வரிசை
ರಚನೆಯ ಸಂಗ್ರಹ,வரிசை கேச்
ಅರೇ ಕಂಪ್ಯೂಟರ್,வரிசை கணினி
ರಚನೆಯ ಅಂಶ,வரிசை உறுப்பு
ರಚನೆಯ ಹೆಸರು,வரிசை பெயர்
ರಚನೆಯ ಪ್ರೊಸೆಸರ್,வரிசை செயலி
ಬಾಣದ ಕೀಲಿಗಳು,அம்புக்குறி விசைகள்
ಉಚ್ಚಾರಣೆ,உச்சரிப்பு
ಉಚ್ಚಾರಣಾ ಬಿಂದು,உச்சரிப்பு புள்ளி
ಕೃತಕ ಸಂಕೋಚನ,செயற்கை சுருக்கம்
ಕೃತಕ ನಿಯಂತ್ರಣ,செயற்கை கட்டுப்பாடு
ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ,செயற்கை நுண்ணறிவு
ಆರೋಹಣ,ஏறுபவர்
ಆರೋಹಣ ರೀತಿಯ,ஏறும் வகை
ASCII ಬೆಟಿಕಲ್ ಆರ್ಡರ್,ASCII betical order
ASCII ನಿಯಂತ್ರಣ ಪಾತ್ರ,ASCII கட்டுப்பாட்டு எழுத்து
ASCII ಫೈಲ್,ASCII கோப்பு
ASCII ಫಾಂಟ್,ASCII எழுத்துரு
ASCII ವರ್ಗಾವಣೆ,ASCII பரிமாற்றம்
ಆಕಾರ ಅನುಪಾತ,விகிதம்
ASPI,ASPI
ASR ಟೈಮರ್,ASR டைமர்
ಜೋಡಿಸು,கூடி
ಅಸೆಂಬ್ಲರ್,அசெம்பிளர்
ಸಭೆ,சட்டசபை
ಅಸೆಂಬ್ಲಿ ಭಾಷೆ,சட்டசபை மொழி
ಪ್ರತಿಪಾದನೆ,வலியுறுத்தல்
ನಿಯೋಜನೆ,பணி நியமனம்
ಸಂಘ,சங்கம்
ಸಹಾಯಕ ವಿಳಾಸ,துணை முகவரி
ಸಹಾಯಕ ಸ್ಮರಣೆ,துணை நினைவகம்
ಆಸ್ಟರಿಕ್,ஆஸ்டிரிக்
ಅಸಮ್ಮಿತ,சமச்சீரற்ற
ಅಸಮಕಾಲಿಕ,ஒத்திசைவற்ற
ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL),ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL)
ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM),ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM)
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ,ஒத்திசைவற்ற பரிமாற்றம்
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM),ஒத்திசைவற்ற பரிமாற்ற முறை (ATM)
ಪರಮಾಣು,அணு
ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್,இணைக்கப்பட்ட ஆவணம்
ಲಗತ್ತಿಸಲಾದ ಕಡತ,இணைக்கப்பட்டுள்ள கோப்பு
ಬಾಂಧವ್ಯ,இணைப்பு
ಗುಣಲಕ್ಷಣ,பண்பு
ಆಡಿಯೋ,ஆடியோ
ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,தணிக்கை நிரலாக்கம்
ಆಡಿಟ್ ಟ್ರಯಲ್,தணிக்கை சோதனை
ವರ್ಧನೆ,பெருக்குதல்
ದೃಢೀಕರಣ ಪ್ರೋಟೋಕಾಲ್,அங்கீகார நெறிமுறை
ಲೇಖಕ ವ್ಯವಸ್ಥೆ,ஆசிரியர் அமைப்பு
ಅಧಿಕಾರ,அங்கீகாரம்
ಸ್ವಯಂ ಅಮೂರ್ತ,தானியங்கு சுருக்கம்
ಸ್ವಯಂಬೂಟ್ ಮಾಡುವಿಕೆ,தானாக துவக்குதல்
ಆಟೋಕ್ಯಾಡ್,ஆட்டோகேட்
ಸ್ವಯಂ ಲಾಗ್ ಆನ್,ஆட்டோலாக் ஆன்
ಸ್ವಯಂಚಾಲಿತ,தானியங்கி
ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ,தானியங்கு கோட்பாடு
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್,தானியங்கி கணினி
ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,தானியங்கி தரவு செயலாக்கம்
ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ,தானியங்கி பிழை திருத்தம்
ಸ್ವಯಂಚಾಲಿತ ಕಾರ್ಯ,தானியங்கி செயல்பாடு
ಸ್ವಯಂಚಾಲಿತ ಸೂಚ್ಯಂಕ,தானியங்கி அட்டவணைப்படுத்தல்
ಸ್ವಯಂಚಾಲಿತ ಲೈಬ್ರರಿ ಕರೆ,தானியங்கி நூலக அழைப்பு
ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,தானியங்கி நிரலாக்க
ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ,தானியங்கி மீட்பு திட்டம்
ಸ್ವಯಂಚಾಲಿತ ದಿನಚರಿ,தானியங்கி வழக்கம்
ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ,தானியங்கி கணினி மீட்பு
ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರ (ATM),தானியங்கி பணம் செலுத்தும் இயந்திரம் (ATM)
ಯಾಂತ್ರೀಕೃತಗೊಂಡ,தானியங்கி
ಸ್ವಚಾಲಿತ,தானியங்கி
ಸ್ವಯಂ ಉಳಿಸಿ,தானாக சேமிக்கவும்
ಸಹಾಯಕ,துணை
ಸಹಾಯಕ ಸ್ಮರಣೆ,துணை நினைவகம்
ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ,துணை சேமிப்பு
ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ,கிடைக்கும் பட்டியல்
ಲಭ್ಯವಿರುವ ಸಮಯ,கிடைக்கும் நேரம்
ಸರಾಸರಿ,சராசரி
awk (ಭಾಷೆ),awk (மொழி)
ಬ್ಯಾಕೆಂಡ್,பின்தளம்
ಬ್ಯಾಕೆಂಡ್ ಪ್ರೊಸೆಸರ್,பின்தள செயலி
ಹಿಂಬದಿ ತೆಗೆಯುವಿಕೆ,பின்முகத்தை அகற்றுதல்
ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ,பின்னணி செயலாக்கம்
ಬ್ಯಾಕಿಂಗ್ ಅಂಗಡಿ,பேக்கிங் கடை
ಬ್ಯಾಕ್‌ಪ್ಯಾಚಿಂಗ್,பின் இணைப்பு
ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್,பின்வெளி
ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್,பின்வாங்குதல்
ಬ್ಯಾಕ್ ಅಪ್,காப்புப்பிரதி
ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ,காப்பு நினைவகம்
ಹಿಂದುಳಿದ ದೋಷ ಚೇತರಿಕೆ,பின்னோக்கி பிழை மீட்பு
ಆಯವ್ಯಯ ಪಟ್ಟಿ,இருப்புநிலை
ಬ್ಯಾಂಡ್,இசைக்குழு
ಬ್ಯಾಂಡ್ ಅಗಲ,பட்டை அகலம்
ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್,வங்கியாளர் வழிமுறை
ಬಾರ್ ಕೋಡ್,பார் குறியீடு
ಬಾರ್ ಕೋಡ್ ಸ್ಕ್ಯಾನರ್,பட்டை குறி படிப்பான் வருடி
ಬಾರ್ ಗ್ರಾಫ್,சட்ட வரைபடம்
ಮೂಲ ವಿಳಾಸ,அடிப்படை முகவரி
ಬೇಸ್ ಬ್ಯಾಂಡ್,அடிப்படை இசைக்குழு
ಮೂಲ ಸಂಖ್ಯೆ,அடிப்படை எண்
ಬೇಸ್ ಟೇಬಲ್,அடிப்படை அட்டவணை
ಬೇಸಿಕ್,அடிப்படை
ಮೂಲ ನಿಯಂತ್ರಣ,அடிப்படை கட்டுப்பாடு
ಮೂಲ ಇನ್ಪುಟ್,அடிப்படை உள்ளீடு
ಮೂಲ ಸೂಚನೆ,அடிப்படை அறிவுறுத்தல்
ಮೂಲ ಔಟ್ಪುಟ್,அடிப்படை வெளியீடு
ಮೂಲ ಹಂತ,அடிப்படை படி
ಬ್ಯಾಚ್,தொகுதி
ಬ್ಯಾಚ್ ಫೈಲ್,தொகுதி கோப்பு
ಬ್ಯಾಚ್ ಸ್ಥಾನ,தொகுதி நிலை
ಬ್ಯಾಚ್ ಸಂಸ್ಕರಣೆ,தொகுதி செயலாக்கம்
ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ,தொகுதி அமைப்பு
ಬಾಡ್,பாட்
ಬೌಡ್ ದರ,பாட் விகிதம்
ಕಿರಣ,உத்திரம்
ಮಾನದಂಡ,அளவுகோல்
ದ್ವಿಮುಖ ಸಂವಹನ,இருதரப்பு தொடர்பு
ದ್ವಿಮುಖ ಲಿಂಕ್,இருதரப்பு இணைப்பு
ಬೈನರಿ ಕೋಡ್,பைனரி குறியீடு
ದ್ವಿಮಾನ ಅಂಕಿ,பைனரி இலக்கம்
ಬೈನರಿ ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS),பைனரி உள்ளீட்டு வெளியீட்டு அமைப்பு (பயாஸ்)
ಬೈನರಿ ಸಂಖ್ಯೆ,பைனரி எண்
ಬೈನರಿ ಆಪರೇಟರ್,பைனரி ஆபரேட்டர்
ದ್ವಿಮಾನ ಸಂಬಂಧ,பைனரி உறவு
ಬೈನರಿ ಹುಡುಕಾಟ,பைனரி தேடல்
ಬೈನರಿ ಸರ್ಚ್ ಟ್ರೀ (BST),பைனரி தேடல் மரம் (BST)
ಬೈನರಿ ವರ್ಗಾವಣೆ,பைனரி பரிமாற்றம்
ಅವಳಿ ಮರ,பைனரி மரம்
ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ,இருமுனை நினைவகம்
ಜನನ ಮರಣ ಮಾದರಿ,பிறப்பு இறப்பு மாதிரி
ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ,பிறப்பு இறப்பு செயல்முறை
ಸ್ವಲ್ಪ,பிட்
ಸ್ವಲ್ಪ ತಪ್ಪು,சிறிய தவறு
ಬಿಟ್ ನಕ್ಷೆ,பிட் வரைபடம்
ಬಿಟ್ ಮ್ಯಾಪ್ ಪಿಕ್ಸೆಲ್ (BMP),பிட் மேப் பிக்சல் (BMP)
ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,பிட் மேட்ரிக்ஸ்
ಬಿಟ್ ಮಾದರಿ,பிட் முறை
ಬಿಟ್ ಸ್ಥಾನ,பிட் நிலை
ಬಿಟ್ ದರ,பிட் விகிதம்
ಕಪ್ಪು ಪೆಟ್ಟಿಗೆ ಪರೀಕ್ಷೆ,கருப்பு பெட்டி சோதனை
ಮಿಟುಕಿಸುವುದು,கண் சிமிட்டுதல்
ಬ್ಲಾಕ್,தொகுதி
ಬ್ಲಾಕ್ ಸಂಗ್ರಹ,தொகுதி தற்காலிக சேமிப்பு
ಬ್ಲಾಕ್ ಚೆಕ್,தடுப்பு சோதனை
ಬ್ಲಾಕ್ ನಕಲು,தொகுதி நகல்
ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ,தொகுதி வரைபடம்
ನಿರ್ಬಂಧಿಸುವ ನೆಟ್ವರ್ಕ್,பிணையத்தைத் தடுக்கிறது
ಬೋರ್ಡ್,பலகை
ಪುಸ್ತಕ ಗುರುತು,புத்தககுறி
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,பூலியன் இயற்கணிதம்
ಬೂಲಿಯನ್ ಸಂಬಂಧ,பூலியன் உறவு
ಬೂಟ್ ವಿಭಾಗ,துவக்க பகிர்வு
ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್,பூட் ஸ்ட்ராப்பிங்
ಬೂಟ್-ಸ್ಟ್ರಾಪ್ ಲೋಡರ್,பூட்-ஸ்ட்ராப் ஏற்றி
ಸೇತುವೆ,பாலம்
ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ನೆಟ್‌ವರ್ಕಿಂಗ್,பிராட்பேண்ட் நெட்வொர்க்கிங்
ಪ್ರಸಾರ,ஒளிபரப்பு
ರೇಡಿಯೋ ಪ್ರಸಾರ,ஒலிபரப்பு வானொலி
ಬ್ರೌಸ್,உலவ
ಬ್ರೌಸರ್,உலாவி
ಬಿ-ಟ್ರೀ,பி-மரம்
ಬಬಲ್ ಮೆಮೊರಿ,குமிழி நினைவகம்
ಬಬಲ್ ರೀತಿಯ,குமிழி வகை
ಬಕೆಟ್,வாளி
ಸ್ನೇಹಿತರ ವ್ಯವಸ್ಥೆ,நண்பர் அமைப்பு
ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ,பட்ஜெட் பயனுள்ள கட்டுப்பாடு
ಬಫರ್,தாங்கல்
ದೋಷ,பிழை
ಬಸ್,பேருந்து
ಬೈಟ್,பைட்
ಬೈಟ್ ಕೋಡ್,பைட் குறியீடு
ಸಿ,c
C++,C++
ಸಂಗ್ರಹ,தற்காலிக சேமிப்பு
ಸಂಗ್ರಹ ಬಫರ್,கேச் தாங்கல்
ಸಂಗ್ರಹ ಮೆಮೊರಿ,கேச் நினைவகம்
ಲೆಕ್ಕಾಚಾರ,கணக்கீடு
ಕ್ಯಾಲ್ಕುಲೇಟರ್,கால்குலேட்டர்
ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್,கால்குலேட்டர் சிப்
ಕರೆ,அழைப்பு
ಹೆಸರಿನಿಂದ ಕರೆ ಮಾಡಿ,பெயரால் அழைக்கவும்
ಉಲ್ಲೇಖದ ಮೂಲಕ ಕರೆ ಮಾಡಿ,குறிப்பு மூலம் அழைப்பு
ಮೌಲ್ಯದಿಂದ ಕರೆ ಮಾಡಿ,மதிப்பு மூலம் அழைப்பு
ವೇರಿಯಬಲ್ ಮೂಲಕ ಕರೆ ಮಾಡಿ,மாறிகள் மூலம் அழைப்பு
ಕರೆ ಗೇಟ್,அழைப்பு வாயில்
ರದ್ದುಮಾಡು,ரத்து செய்
ರದ್ದು ಬಟನ್,ரத்து பொத்தான்
ಅಂಗೀಕೃತ,நியமனம்
ಅಂಗೀಕೃತ ರೂಪ,நியமன வடிவம்
ಸಾಮರ್ಥ್ಯ,திறன்
ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ,திறன் பட்டியல்
ಸಾಮರ್ಥ್ಯ,திறன்
ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ,தொப்பி பூட்டு விசை
ಕಾರ್ಡ್,அட்டை
ಕಾರ್ಡ್ ರೀಡರ್,கார்டு ரீடர்
ಕಾರ್ಡಿನಲಿಟಿ,கார்டினாலிட்டி
ವಾಹಕ,கேரியர்
ವಾಹಕ ಬ್ಯಾಂಡ್,கேரியர் பேண்ட்
ವಾಹಕ ಲೋಡ್,கேரியர் சுமை
ವಾಹಕ ಸಂಕೇತ,கேரியர் சிக்னல்
ವಾಹಕ ತರಂಗ,கேரியர் அலை
ಒಯ್ಯುತ್ತಾರೆ,சுமந்து செல்
ಅಂಕೆ ಸಾಗಿಸಿ,இலக்கத்தை எடுத்துச் செல்லுங்கள்
ಧ್ವಜವನ್ನು ಒಯ್ಯುತ್ತಾರೆ,கொடியை ஏந்தி
ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್,கெட்டி வட்டு
ಕ್ಯಾಸ್ಕೇಡ್,அருவி
ಪ್ರಕರಣ,வழக்கு
ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT),கத்தோட் கதிர் குழாய் (CRT)
