Gujarati,English
ન્યાયનિર્ણય કરવો,Adjudge
ન્યાયનિર્ણય કરવો,Adjudicate
ન્યાયનિર્ણય,Adjudication
ન્યાયનિધીકરણ કરનાર,Adjudicator
સમાયોજન,Adjustment
સંચાલન કરવું,Administer
સોગંદ કરવો,Administer oath
વહીવટ,Administration
ન્યાય પ્રણાલી,Administration of justice
વહીવટી,Administrative
વહીવટી પગલાં,Administrative action
વહીવટી મૂલ્યાંકન,Administrative appraisal
વહીવટી મંજૂરી,Administrative approval
વહીવટી સત્તા,Administrative authority
વહીવટી નિયંત્રણ,Administrative control
વહીવટી નિર્ણય,Administrative decision
વહીવટી વિભાગ,Administrative department
વહીવટી વડા,Administrative head
વહીવટી મથક,Administrative headquarters
વહીવટી પગલાં,Administrative measures
વહીવટી સત્તા,Administrative power
વહીવટી મંજૂરી,Administrative sanction
વહીવટી તકનીક,Administrative technique
વહીવટી પંચ,Administrative tribunal
સ્વીકાર્યતા,Admissibility
સ્વીકાર્ય ખર્ચ,Admissible expenditure
કબૂલવું,Admit
પ્રવેશ કાર્ડ,Admit card
સ્વીકૃત,Admitted
સલાહ આપવી,Admonish
દત્તક,Adoptee
અપનાવનાર,Adoptor
દત્તક,Adoption
પુખ્ત,Adult
ભેગ,Adulteration
વ્યભિચાર,Adultery
પુખ્ત મતાધિકાર,Adult franchise
બહાનું,Ad valorem duty
આગળ વધવું,Advance
અગ્રિમ બુકિંગ,Advance booking
અગ્રિમ પ્રત,Advance copy
અગ્રિમ ઈજા,Advance increment
અગાઉથી ચુકવણી,Advance payment
પ્રતિકૂળ નોંધ,Adverse entry
પ્રતિકૂળ નોંધ,Adverse remarks
પ્રતિકૂળ અહેવાલ,Adverse report
જાહેરખબર,Advertisement
સલાહ,Advice
ચુકવણી,Advice of payment
સલાહકાર સમિતિ,Advisory committee
સલાહકાર પરિષદ,Advisory council
હિમાયતી,Advocate
બાબતો,Affairs
સોગંદનામું,Affidavit
જોડાણ,Affiliation
સમર્થન,Affirmation
ખાતરીપૂર્વક,Affirmative
પરવડી,Afford
ઉપરોક્ત,Aforesaid
ફરી,Afresh
વિરુદ્ધ,Against
ઉંમર,Age
વય પ્રમાણપત્ર,Age certificate
મતાધિકાર માટે વય,Age for suffrage
વય -મર્યાદા,Age limit
સંસ્થા,Agency
કાર્યસૂચિ,Agenda
નિવૃત્તિની ઉંમર,Age of retirement
નિવૃત્તિની ઉંમર,Age of superannuation
એકંદર,Aggregation
નારાજ,Aggrieved
આંદોલન,Agitation
અકસ્માત,AGM
સહમત,Agreement
સહમત ફોર્મ,Agreement form
કૃષિ,Agriculture
કૃષિ ઉદ્યોગ,Agro-industry
સહાય,Aid
ભય,Alarm
જાગરૂકતા,Alertness
ઉર્ફે,Alias
આરોપ,Allegation
વાન,Allegiance
સુમેળ,Alliance
સંલગ્ન સેવાઓ,Allied services
તમામ સમાવિષ્ટ ખર્ચ,All inclusive cost
અખરાબ સેવા,All India Services
ફાળવણી,Allocation
ફાળવણી,Allotment
ફાળવણીનો પત્ર,Allotment letter
ફાળવણી કરનાર,Allottee
માન્ય,Allowable
માન્ય -ખર્ચ,Allowable expenses
અપીલ કરવાની મંજૂરી આપવી,Allow an appeal
છૂટ,Allowance
બધા હકો અમારી પાસે રાખેલા છે,All rights reserved
વર્ણાનુક્રમ,Alphabetic order
બોલો,Altercation
વૈભવી,Alternate
વૈકલ્પિક,Alternative
સંવાદ,Amalgamation
સુધારેલો મુસદ્દો,Amended draft
સુધારો,Amendment
સુંદરતા,Amenity
સુખદ,Amicable
દારૂગોળો,Ammunition
દેવું,Amortization of debt
રકમ,Amount
પેન્શનની રકમ,Amount of pension
એકસમાન સ્થાન,Analogous post
વિશ્લેષણ,Analysis
વિશ્લેષણાત્મક,Analytical study
વડપણ,Ancestor
આનુષંગિક ઉદ્યોગ,Ancillary industry
શિષ્ટાચાર,Animosity
જોડાણ,Annexure
વર્ષગાંઠ,Anniversary
જાહેરાત,Announcement
ત્રાસ,Annoyance
વાર્ષિક નિવેદન,Annual financial statement
વાર્ષિક હિસાબ,Annual report
વાર્ષિકી,Annuity
અનામી,Anonymous
નામંજૂર ફરિયાદ,Anonymous complaint
જવાબદારપણું,Answerability
ઉત્તરવહી,Answer sheet
વિરોધી,Antagonist
પૂર્વવર્તીઓ,Antecedents
અપેક્ષિત ખર્ચ,Anticipated expenditure
અપેક્ષિત આવક,Anticipated income
અપેક્ષા,Anticipation
અપેક્ષિત જામીન,Anticipatory bail
ભ્રષ્ટાચાર માપદંડ,Anti-corruption measure
પ્રતિષ્ઠાવાન,Anti-dumping
પ્રાચીન,Antique
રંગભુળ,Apartheid
દુ: ખ,Apathy
ટોચ,Apex body
માફી,Apology
અપીલ,Appeal
દેખાવ,Appearance
સંતાપવું,Appeasement
અપીલ પંચ,Appellate tribunal
પરિશિષ્ટ,Appendix
ઉપકરણ,Appliance
લાગુ પડે એવું,Applicable
અરજદાર,Applicant
નિયમ,Application
અરજી પત્ર,Application form
લાગુ કરવું,Applied
અરજી કરવી,Apply
નિમણૂક કરનાર,Appointee
નિયુક્ત સત્તા,Appointing authority
નિમણૂક,Appointment
નિમણૂક -પત્ર,Appointment letter
નિમણૂક સમિતિ,Appointments Committee of the Cabinet
વેતનનું વિભાજન,Apportionment of wages
મૂલ્યાંકન,Appraisal
મુલવણી કરનાર,Appraiser
કદર,Appreciation
આશંકા,Apprehension
ઉમેદવાર,Apprentice
અભિગમ,Approach
યોગ્ય,Appropriate
યોગ્ય કાર્યવાહી,Appropriate action
યોગ્ય,Appropriate head
વિનિયોગ,Appropriation
મંજૂરી,Approval
આશરે,Approximate
અભિરુચિ કસોટી,Aptitude test
મનસ્વી,Arbitrary
મધ્યસ્થી,Arbitrate
લવાદી,Arbitration
લવાદી પંચ,Arbitration tribunal
લવાદી,Arbitrator
સ્થાપત્ય,Architecture
દફ્તર,Archives
વિસ્તાર,Area
વિસ્તારનું મુખ્ય મથક,Area headquarter
દલીલ,Argument
ઊગવું,Arise
સશસ્ત્ર દળો,Armed forces
વ્યવસ્થા,Arrangement
બાકી,Arrear
બાકી રાખનાર પત્રક,Arrear statement
આગોતડી અહેવાલ,Arrival report
ઘમંડ,Arrogance
શસ્ત્રસાર,Arsenal
વસ્તુ,Article
મંડળ,Articles of association
લેખ,Articles
ચડતો હુકમ,Ascending order
ખાતરી કરવી,Ascertain
જ્યાં છે ત્યાં છે,As is where is
દૃષ્ટિ,Aspect
આછા,Aspersion
હત્યા,Assassination
હુમલો,Assault
ભેગા,Assemble
વિધાનસભા,Assembly
અનુમાન,Assent
ભારપૂર્વક કહેવું,Assert
આકારણી કરનાર,Assessee
આકારણી,Assessment
આકારણી વર્ષ,Assessment year
આકારણીકાર,Assessor
અસ્ક્યામત,Assets
મુખત્ર,Assignee
સોંપણી,Assignment
મુલકવનાર,Assignor
સહાય,Assistance
સાથી,Associate
મંડળ,Association
હવાલો,Assumption of charge
ખાતરી,Assurance
ખાતરી કંપની,Assurance company
ખાતરી આપવી,Assure
અપટ,At discount
અણુની શક્તિ,Atomic power
સમકક્ષ,At par
ઈમારત,At premium
સંલગ્ન કરવું,Attach
જોડાયેલ કચેરી,Attached office
જોડાણ,Attachment
જોડાણનો હુકમ,Attachment order
પ્રાપ્તિ,Attainment
પ્રયત્ન,Attempt
ઉપસ્થિત,Attendance
ઉપસ્થિત રજિસ્ટર,Attendance register
ઉપસ્થિત કાપલી,Attendance slip
ધ્યાન,Attention
પ્રમાણન,Attestation
પ્રમાણિત પ્રત,Attested copy
વલણ,Attitude
આકર્ષક પગાર,Attractive salary
હરાજી,Auction
હરાજી કરવી,Auctioneer
હરાજીનું વેચાણ,Auction sale
શ્રોતા,Audience
દૃષ્ટિકોણ,Audio-visual display
વિઝ્યુઅલી પ્રચાર,Audio-visual publicity
હિસાબ -તપાસણી,Audit
ઓડિટ કરેલ હિસાબ,Audited accounts
Ited ડિટ કરેલી સર્ટિલશીટ,Audited balance sheet
Itingણ,Auditing
હિસાબ -તપાસણીનો વાંધો,Audit objection
Itor ડિટર અહેવાલ,Auditor's report
સભાગૃહ,Auditorium
ઓડિટ ફકરા,Audit paragraph
હિસાબ -તપાસણી અહેવાલ,Audit report
કઠોરતા,Austerity
કઠોર પગલાં,Austerity measures
અધિકૃત,Authentic
અધિકૃત પ્રતિનિધિ,Authorised representative
પ્રમાણભૂત,Authoritative
અધિકાર,Authority
સત્તાધિકારનો પત્ર,Authority letter
અધિકૃત,Authorized
અધિકૃત મૂડી,Authorized capital
સ્વચાલિત,Automatic
સ્વાયત્ત,Autonomous
સ્વાયત્ત સંસ્થા,Autonomous body
સ્વાયત્તતા,Autonomy
સહાયક,Auxiliary
ઉપલબ્ધ,Available
સરેરાશ,Average
સરેરાશ રજા,Average leave
અણગમો,Aversion
અટકાવવું,Avert
ટાળવું,Avoid
કર બંધ,Avoidance of tax
રાહ જોવાયેલું,Awaited
પુરસ્કાર,Award
પુરસ્કાર સત્તાધિકારી,Awarding authority
જાગરૂકતા,Awareness
પીછેહઠ,Backdated
પૃષ્ઠભૂમિ,Background
પાછલી લોગ,Back log
પાછા બહાર,Back out
પાછલી વાત,Back reference
પીછેહઠ કરવી,Back up
પછાત વર્ગ,Backward classes
પછાત આદિજાતિ,Backward tribe
ખરાબ સોદો,Bad bargain
ખરાબ વર્તન,Bad behaviour
ખરાબ પાત્ર,Bad character
ખરાબ આબોહવા ભથ્થું,Bad climate allowance
ખરાબ વર્તન,Bad conduct
ખરાબ દેવું,Bad debt
સામાન,Baggage
જામીન,Bail
સમતોલ,Balance
સરખામણી નીચે લાવવામાં,Balance brought down
સંતુલન આગળ લાવવામાં,Balance brought forward
સમતોલ અંદાજપત્ર,Balanced budget
સરવૈયા,Balance sheet
મતદાન,Ballot
મતપેટી,Ballot box
મતદાનનો કાગળ,Ballot paper
પ્રતિબંધ,Ban
બેંક,Bank
બેંક એકાઉન્ટ,Bank account
બેંક સિલક,Bank balance
બેંક ખર્ચ,Bank charges
બેંક ની ખાતરી,Bank guarantee
બેંક રજા,Bank holiday
બેંકિંગ સુવિધા,Banking facility
બેંકિંગ કલાકો,Banking hours
બેંકિંગ લેવડદેવડ,Banking transaction
બેંક દર,Bank rate
બેંક સમાધાન,Bank reconciliation
નાદાર,Bankrupt
બેંક સુરક્ષા,Bank security
બેંક સ્ટેટમેન્ટ,Bank statement
ભોજન સમારંભ,Banquet
પટ્ટી પરિષદ,Bar council
સોદો,Bargain
સોદાબાજી,Bargaining
ઉજ્જડ જમીન,Barren land
સાપ્તાહિક,Barter
પાયો,Base
તબાને,Baseless
આધાર,Basement
મુખ્ય વર્ષ,Base year
પાયાની,Basic
મૂળભૂત રીતે,Basically
મૂળ બાતમી,Basic intelligence
મૂળ પગાર,Basic pay
મૂળ પગાર ધોરણ,Basic scale of pay
મૂળભૂત તાલીમ,Basic training
આધાર,Basis
ચોપડી,Batch
બેચ નંબર,Batch number
વાહક ચેક,Bearer cheque
ટાંકવામાં આવે તે પહેલાં,Before cited
વર્તન,Behaviour
વિશ્વાસ,Belief
નીચે,Below par
હોદ્દો,Bench
બેહદ નિશાની,Benchmark
લાભદાયી,Beneficial
લાભ મેળવનાર,Beneficiary
લાભ,Benefit
શંકાનો લાભ,Benefit of doubt
પરોપકારી,Benevolence
હિતકારી નિધિ,Benevolent fund
વારસામાં આપવું,Bequeath
વસિયતનામા,Bequest
પડદાથી છીનવી લેવું,Bereaved
શ્રેષ્ઠ પ્રયત્નો,Best endeavours
સુધારણા,Betterment
પક્ષપાત,Bias
પક્ષપાતી અભિપ્રાય,Biased opinion
ગ્રંથસૂચિ,Bibliography
દ્વિવાર્ષિક,Biennial
દ્વિભાજિત કરવું,Bifurcate
દ્વિપૂજ,Bigamy
દ્વિપક્ષીય,Bilateral
દ્વિભાષી,Bilingual
દ્વિકય,Bicameral
બિલ,Bill
વિનિમય,Bill of exchange
દ્વિમાસિક અહેવાલ,Bimonthly report
બાંધણી,Binding
જૈવનું,Biodata
દ્વિપક્ષી,Bipartite
દ્વિપક્ષીય કરાર,Bipartite agreement
જન્મજાસતિ,Birth anniversary
જન્મ પ્રમાણપત્ર,Birth certificate
જન્મ -નિયંત્રણ,Birth control
જન્મતારીખ,Birth date
જન્મસ્થળ,Birth place
જન્મ દર,Birth rate
દ્વિપક્ષીય,Biweekly
કાળા અર્થતંત્ર,Black economy
કાળી યાદી,Black list
શરત,Blackmail
કાળા બજાર,Black market
દોષારોપણ,Blame
ખાલી તપાસ,Blank cheque
ઘોષણા,Blanket deal
અણીદાર હુકમ,Blanket order
વિનોદ,Blast
સંમિશ્રણ,Blending
અવરોધ,Block
નાકાબંધી,Blockade
અવરોધિત મૂડી,Blocked capital
અવરોધ,Block letter
રક્તદાન,Blood donation
રક્ત સંબંધ,Blood relations
વાદળી રંગની નોકરી,Blue collar job
બ્લ્યુપ્રિન્ટ,Blueprint
ખસી,Bluff
પાટીયું,Board
નિવારણ,Boarding and lodging
નિયામક મંડળ,Board of directors
મહેસૂલ બોર્ડ,Board of revenue
મંડળ,Body
અંગરક્ષક,Bodyguard
બોગસ વાઉચર,Bogus voucher
ખચ્ચર,Bonafides
ખત,Bond
મજૂર,Bonded labour
બોનસ,Bonus
નોંધણી ની ઓફીસ,Booking office
ચોપડી,Book-keeper
ચોપડે,Book-keeping
પુસ્તક,Booklet
સંદર્ભ,Book of reference
પુસ્તકની કિંમત,Book value
પહાડી,Booth
બૂથ,Booth capturing
સરહદ ભથ્થું,Border allowance
સરહદ -રેખા,Border line
Bણ લેનાર,Borrower
ઉધાર લેવાની શક્તિ,Borrowing power
બસ,Boss
સંકલ્પશક્તિ,Bottleneck
કૌંસ,Bracket
હદ,Boundary
બહિષ્કાર,Boycott
મગજની ગટર,Brain drain
શાખા કચેરી,Branch office
ભંગ,Breach
કરારભંગ,Breach of agreement
આત્મવિશ્વાસ,Breach of confidence
કરારભંગ,Breach of contract
શિસ્તનો ભંગ,Breach of discipline
કાયદાનું ઉલ્લંઘન,Breach of law
શાંતિનો ભંગ,Breach of peace
વિશેષાધિકારનો ભંગ,Breach of privilege
વચનભંગ,Breach of promise
નિયમનો ભંગ,Breach of rule
વિશ્વાસભંગ,Breach of trust
તૂટફૂટ,Breakage
ભાંગી નાખવું,Break down
કામમાં વિરામ,Break in service
છુટુ થવું,Break-up
ઉછેર,Breed
લાંચ,Bribe
ટૂંકું,Brief
બ્રીફિંગ,Briefing
ટૂંકું ફરી શરૂ,Brief resume
તેજસ્વી વિક્રમ,Brilliant record
ધ્યાનમાં લેવું,Bring into notice
પ્રસારણ,Broadcast
બ્રોડશીટ,Broadsheet
બ્રોશર,Brochure
દલાલ,Brokerage
આગળ લાવ્યું (બી/એફ),Brought forward (b/f)
બજેટ ફાળવણી,Budget allocation
ભયંકર નિયંત્રણ,Bugetary control
બજેટ અંદાજ,Budget estimate
બજેટ જોગવાઈ,Budget provision
મકાન,Building
જથ્થો,Bulk
હિંસક ખરીદી,Bulk purchase
બુલેટિન,Bulletin
બમ્પર પાક,Bumper crop
ખાલી જગ્યાઓ,Bunching of vacancies
બડબડાટ,Bungling
અમલદારશાહી,Bureaucracy
અમલદાર,Bureaucrat
વ્યાપારી વર્ગ,Business class
વ્યવસાય કલાકો (= વ્યવસાયના કલાકો),Business hours (= hours of business)
વેપારી,Businessman
બેવકૂફ,Buy-back
ખરીદનાર,Buyer
બાય ચૂંટણી (= ચૂંટણી દ્વારા),Bye election (=by election)
હાથ,By hand
પદ દ્વારા,By post
કેબીનનો સામાન,Cabin baggage
મંત્રીમંડળ,Cabinet
કાડર,Cadre
આક્રમણ,Calamity
ગણતરી,Calculation
ક calલેન્ડર વર્ષ,Calendar year
અભિયાન,Campaign
વિસ્તાર,Campus
કેમ્પસમાં મુલાકાત,Campus interview
રદ કરવું,Cancel
રદ કરવું તે,Cancellation
ઉમેદવાર,Candidate
ઉમેદવારી,Candidature
-નો -પ્રચાર,Canvassing
ક્ષમતા,Capability
સક્ષમ,Capable
શક્તિ,Capacity
પાટનગર,Capital
મૂડી ખર્ચ,Capital expenditure
ફાંસીની સજા,Capital punishment
કરવટે ફી,Capitation fee
પકડવું,Capture
કાળજી,Care
કારકિર્દી,Career
કારકિર્દી વિકાસ,Career development
કેરટેકર સરકાર,Caretaker government
આગળ વહન (સી/એફ),Carried forward (c/f)
આગળ વધવું,Carry forward
વહન ખર્ચ,Carrying cost
હરાવીને લઈ જવું,Carry over
કારાકાર,Cartage
કેસ,Case
કેદ -અભ્યાસ,Case study
રોકડ,Cash
રોકડ સિલક,Cash balance
રોકડ રકમ,Cash book
રોકડ કાર્ડ,Cash card
રોકડ પ્રમાણપત્ર,Cash certificate
રોકડ કાઉન્ટર,Cash counter
રોકડ પાક,Cash crop
રોકડ રકમ,Cash discount
રોકડ રકમ,Cash down
હાથ,Cash in hand
રોકડ -યાદી,Cash memo
રોકડ ચુકવણી,Cash payment
સંજ્ castા,Caste
જ્ castાતિ પ્રમાણપત્ર,Caste certificate
મુકાબલો મત,Casting vote
પરચુરણ,Casual
પરચુરણ મજૂરી,Casual labour
પરચુરણ રજા,Casual leave
ઘૃણા,Casualty
નિર્દોષ ખાલી જગ્યા,Casual vacancy
સૂચિ,Catalogue
સ્પષ્ટ,Categorical
શ્રેણી,Category
આપેલી સેવા,Catering service
સાવચેતી,Caution
સાવચેતી રકમ,Caution money
યુદ્ધવિરામ,Cease fire
"છત (""ભાવ"" મુજબ)","Ceiling (as of ""price"")"
ઉજવણી,Celebration
કોટ,Cell phone
સેન્સર,Censor
ઠપકો,Censure
ઠપકો,Censure motion
વસ્તી -ગણતરી,Census
કેન્દ્રીય ઉપદેશ,Central cess
કેન્દ્રીય નાગરિક સેવા નિયમો,Central civil service  rules
કેન્દ્રીય આબકારી,Central excise
કેન્દ્ર સરકાર,Central government
કેન્દ્રીકરણ,Centralization
કેન્દ્રીયકૃત સેવા,Centralized service
કેન્દ્રથી ભંડોળ પૂરું પાડવામાં આવતી યોજના,Centrally funded scheme
કેન્દ્ર પ્રાયોજિત યોજના,Centrally sponsored scheme
કેન્દ્રીય કચેરી,Central office
કેન્દ્રીય આવક,Central revenues
કેન્દ્રીય વેચાણવેરો,Central sales tax
કેન્દ્ર,Centre
સદી,Century
ધારણ,Cereal
ધારી,Cerealist
સમારંભ પરેડ,Ceremonial parade
વિધિ,Ceremony
પ્રમાણપત્ર,Certificate
તંદુરસ્તીનું પ્રમાણપત્ર,Certificate of fitness
પોસ્ટ -પ્રમાણપત્ર,Certificate of posting
સેવા પ્રમાણપત્ર,Certificate of service
પ્રમાણપત્ર,Certification
પ્રમાણિત નકલ,Certified copy
પ્રમાણિત કરવું,Certify
સેસ,Cess
બંધ,Cessation
સાંકળ,Chain
અધ્યક્ષ/અધ્યક્ષ,Chairman/chairperson
ચલણ,Challan
પડકાર,Challenge
ચેમ્બર,Chamber
વાણિજ્ય,Chamber of commerce
પરિવર્તન,Change
અંધાધૂંધી,Chaos
અધ્યાય,Chapter
ચારિત્ર્યની હત્યા,Character assassination
ચારિત્ર્યનું પ્રમાણપત્ર,Character certificate
ખર્ચ,Charge
મિલકત ઉપર ખર્ચ,Charge over property
ચાર્જ -પત્ર,Charge sheet
સખાવતી,Charitable
ધર્માદા,Charity
ચાર્ટ,Chart
ચાર્ટર,Charter
સંખ્યા,Chasis number
છેતરપિંડી,Cheating
તપાસ,Check
તપાસની યાદી,Check list
તપાસ,Check post
રસાયણશાસ્ત્રી,Chemist
તપાસ,Cheque
તપાસ દો,Cheque let
મુખ્ય,Chief
બાળકો શિક્ષણ ભથ્થું,Children education allowance
બાળ શોષણ,Child exploitation
બાળ મજુર,Child labour
બાળ -કલ્યાણ,Child welfare
કાયમી,Chronic
કાલક્રમિક હુકમ (= કાલક્રમિક ક્રમ),Chronological order(=chronological sequence)
સર્કલ,Circle
સરકીટ -ગૃહ,Circuit house
પરિપત્ર (= પરિપત્ર અક્ષર),Circular (=circular letter)
પરિભ્રમણ,Circulation
સજાવટ,Circumstance
સંકલ્પાત્મક પુરાવો,Circumstantial evidence
પ્રશંસાપત્ર,Citation
નાગરિકત્વ,Citizenship
શહેરના વળતર ભથ્થું,City compensatory allowance
નાગરિક સુવિધા,Civic amenities
નાગરિક,Civil
મુલકી સંહિતા,Civil code
દીવાની સંરક્ષણ,Civil defence
દીવાની સૂચિ,Civil list
દીવાની લગ્ન,Civil marriage
દીવાની કાર્યરીતિ સંહિતા,Civil procedure code
મુલકી સેવા,Civil service
દીવાની દાવો,Civil suit
મુલકી પુરવઠો,Civil supplies
નાગરિક યુદ્ધ,Civil war
દાવા,Claim
દાવો કરનાર,Claimant
દાવા પત્રક,Claim form
રિફંડ માટે દાવો,Claim for refund
સ્પષ્ટીકરણ,Clarification
વર્ગ,Class
જાહેરખબર,Classified advertisement
વર્ગીકૃત દસ્તાવેજો,Classified documents
વર્ગીકૃત માહિતી,Classified information
વર્ગીકરણ કરવું,Classify
રાજ્યસંભાળ,Classwise
કલમ,Clause
નિશાન,Clearance
સ્પષ્ટ ખાલી જગ્યા,Clear vacancy
કારકુનીને લગતું,Clerical
કારકુની,Clerical cadre
કારકુની ભૂલ,Clerical error
કારકુની કર્મચારી,Clerical staff
કારકુની કૃતિ,Clerical work
ગ્રાહક,Client
છૂપી જગ્યા,Cloak room
વર્ષ બંધ,Close of the year
બંધ થતા સિલક,Closing balance
છેલ્લી તારીખ,Closing date
સમાપન,Closure
ચાવી,Clue
કો ('સહ-અધ્યક્ષ' ની જેમ),Co (as in 'co-chairman')
સહ-આરોપી,Co-accused
ઉધરસ,Coaching
સામી સરકાર,Coalition government
સંહિતા,Code
સંકેત,Code number
આચાર,Code of conduct
સંકેત -શબ્દ,Code word
સંજ્ codા,Coding
જબરદસ્તી,Coercion
સહ-અસ્તિત્વ,Co-existence
જાણકારી,Cognizable
જાણકારી ગુનો,Cognizable offence
જ્ cognાન,Cognizance
સંયોગ,Coincidence
સહયોગ,Collaboration
સમસર જામીનગીરી,Collateral security
સાથીદાર,Colleague
સામૂહિક,Collective
સામૂહિક જવાબદારી,Collective responsibility
કલેક્ટર -સંગ્રહ,Collectorate
સહાનુભૂતિ,Collusion
વસાહત,Colony
રંગબેરંગીતા,Colour blindness
કોલમ,Column
આવરણ,Combing operation
આદેશ આપવો,Command
સ્મારક,Commemoration
પ્રશંસનીય,Commendable
અનુરૂપ,Commensurate
પત્રવ્યવહાર,Commentary
ટિપ્પણી,Comments
વાણિજ્ય,Commerce
વાણિજ્યિક વિરામ,Commercial break
કમિશન,Commission
કાર્યપદ,Commissioning
કરવું,Commit
પ્રતિબદ્ધતા,Commitment
કોડ્યુ,Commodity
સામાન્ય,Common
સાંપ્રદાયિક,Communal
સાંપ્રદાયિક સુમેળ,Communal harmony
વાતચીત કરવી,Communicate
વાતચીત,Communication
સંચાર અંતર,Communication gap
સંવાદ,Communique
સમુદાય,Community
સમુદાય કેન્દ્ર,Community centre
સમુદાય વિકાસ પરિયોજના,Community development project
સામાજિક સેવા,Community service
ફેરફાર,Commutation
રૂપાંતરિત રજા,Commuted leave
રૂપાંતરિત મૂલ્ય,Commuted value
તુલના,Comparison
કરુણા,Compassion
કરુણ,Compassionate ground
સહાનુભૂતિપૂર્ણ રજા,Compassionate leave
સુસંગત,Compatible
ફરજ પાડવી,Compel
સારાંશ,Compendium
વળતર,Compensation
વળતર -ભથ્થું,Compensatory allowance
ભરપાઈ રજા,Compensatory leave
યોગ્યતા,Competence
સક્ષમ,Competent
સક્ષમ સત્તા,Competent authority
હરીફાઈ,Competition
સ્પર્ધાત્મક પરીક્ષા,Competitive examination
સંકલન,Compilation
ફરિયાદ,Complaint
ફરિયાદ,Complaint book
પૂરક બનાવવું,Complement
પૂરક,Complementary
પૂર્ણ,Complete
પૂર્ણતા પ્રમાણપત્ર,Completion certificate
પાલન,Compliance
જટિલ,Complicated
ખુશામત કરવી,Compliment
સાદાપણી નકલ,Complimentary copy
પાલન કરવું,Comply with
સંયુક્ત સંસ્કૃતિ,Composite culture
-નું જોડાણ,Composition
સર્વગ્રાહી,Comprehensive
સર્વગ્રાહી વીમો,Comprehensive insurance
સમાધાન કરવું,Compromise
ફરજિયાત,Compulsory
ફરજિયાત નિવૃત્તિ,Compulsory retirement
કોમ્પ્યુટર,Computer
કમ્પ્યુટર કેન્દ્ર,Computer centre
