Gujarati,English
સહપ્રવૃત્તિનું વિશ્લેષણ,analysis of covariance
ગણતરી માહિતીનું વિશ્લેષણ,analysis of enumeration data
વિચલનનું વિશ્લેષણ,analysis of variance
વિશ્લેષણાત્મક ભૂમિતિ,analytic geometry
વિશ્લેષણાત્મક કાર્ય,analytic function
કોણ,angle
સંપર્ક કોણ,angle of contact
વિચલન કોણ,angle of deflection
હતાશાનો કોણ,angle of depression
વિચલન કોણ,angle of deviation
વિવર્તન કોણ,angle of diffraction
એલિવેશન કોણ,angle of elevation
ઘટના કોણ,angle of incidence
પ્રક્ષેપણ કોણ,angle of projection
પ્રતિબિંબ કોણ,angle of reflection
રીફ્રેક્શન કોણ,angle of refraction
પરિભ્રમણ કોણ,angle of rotation
કુલ પ્રતિબિંબ કોણ,angle of total reflection
કોણીય પ્રવેગક,angular acceleration
કોણીય ગતિ,angular motion
કોણીય ઝડપ,angular speed
કોણીય વેગ,angular velocity
વલય,annulus
જવાબ,answer
વિરોધી વ્યુત્પન્ન,anti – derivative
એન્ટિસપ્રમાણ કાર્ય,antisymmetric function
લાગુ,applicable
અરજી,application
લાગુ ડાયનેમિક પ્રોગ્રામિંગ,applied dynamic programming
લાગુ ભૂમિતિ,applied geometry
લાગુ ગણિત,applied mathematics
લાગુ આંકડા,applied statistics
લગભગ,approximately
લગભગ સતત કાર્ય,approximately continuous function
અંદાજિત પદ્ધતિ,approximate method
અંદાજિત ઉકેલ,approximate solution
અંદાજની સમસ્યા,approximation problem
અંદાજિત મિલકત,approximation property
યોગ્યતા પરીક્ષણ બેટરી,aptitude test battery
આર્ગાન્ડ ડાયાગ્રામ,Argand diagram
મનસ્વી રીતે પસંદ કરેલ,arbitrarily chosen
મનસ્વી,arbitrary
મનસ્વી સતત,arbitrary constant
મનસ્વી તત્વ,arbitrary element
મનસ્વી બિંદુ,arbitrary point
આર્કેમીડિયન કાયદો,Archemedean law
આર્કિમિડીઝ સિદ્ધાંત,Archimedes principle
ચાપ લંબાઈ,arc length
વર્તુળની ચાપ,arc of circle
આર્ક સાઈન વિતરણ,arc sine distribution
આર્ક સાઈન ટ્રાન્સફોર્મેશન,arc sine transformation
વિસ્તાર,area
ક્ષેત્રીય રચના,areal texture
જટિલ સંખ્યાની દલીલ,argument of complex number
અંકગણિત સરેરાશ,arithmetic mean
અંકગણિત કામગીરી,arithmetic operation
અંકગણિત એકમ,arithmetic unit
વ્યવસ્થા,arrangement
એરે,array
કૃત્રિમ ઉપગ્રહ,artificial satellite
કૃત્રિમ ચલ,artificial variable
ચડવું,ascend
ચડતા,ascending
તીવ્રતાનો ચડતો ક્રમ,ascending order of magnitude
ચડતી શ્રેણી,ascending series
એસેમ્બલર ભાષા,assembler language
સોંપણીની સમસ્યા,assignment problem
સહયોગી કાયદો,associative law
ઓપરેટરોનો સહયોગી કાયદો,associative law of operators
સહયોગી કામગીરી,associative operation
સહયોગ,associativity
ધાર્યું સરેરાશ,assumed mean
અનુમાનિત સંભાવના વિતરણ,assumed probability distribution
ધારણા,assumption
જ્યોતિષ,astrology
એસ્ટ્રોનોટિકલ એન્જિનિયર,astronautical engineer
ખગોળશાસ્ત્રી,astronomer
ખગોળશાસ્ત્રીય ઘડિયાળ,astronomical clock
ખગોળશાસ્ત્ર,astronomy
અસમપ્રમાણ વળાંક,asymmetrical curve
અસમપ્રમાણતા,asymmetry
એસિમ્પ્ટોટ,asymptote
એસિમ્પટોટિક,asymptotic
એસિમ્પટોટિકલી કાર્યક્ષમ અંદાજકાર,asymptotically efficient estimator
એસિમ્પટોટિકલી નિષ્પક્ષ અંદાજકર્તા,asymptotically unbiased estimator
એસિમ્પ્ટોટિક વર્તન,asymptotic behavior
એસિમ્પ્ટોટિક વિતરણ કાર્ય,asymptotic distribution function
એસિમ્પ્ટોટિક વિસ્તરણ,asymptotic expansion
વાતાવરણ નુ દબાણ,atmospheric pressure
રેન્ડમ પર,at random
લક્ષણ,attribute
વિશેષતા નમૂના પ્રક્રિયા,attributes sampling procedure
સંવર્ધિત મેટ્રિક્સ,augmented matrix
સ્વતઃસંબંધ ગુણાંક,autocorrelation coefficient
સ્વતઃસંબંધ કાર્ય,autocorrelation function
ઓટોકોવરિઅન્સ,autocovariance
સ્વચાલિત કમ્પ્યુટર,automatic computer
ઓટો રીગ્રેશન,autoregression
સહાયક સમીકરણ,auxiliary equation
સરેરાશ સેમ્પલ નંબર કર્વ (ASN કર્વ),average sample number curve (A.S.N. Curve)
સ્વયંસિદ્ધ,axiom
સ્વયંસિદ્ધ અભિગમ,axiomatic approach
સંભાવનાનું સ્વયંસિદ્ધ,axiom of probability
ધરી,axis
abscissa ની અક્ષ,axis of abscissa
પૃથ્વીની ધરી,axis of earth
ક્રાંતિની ધરી,axis of revolution
પરિભ્રમણની અક્ષ,axis of rotation
સ્પિનની ધરી,axis of spin
બેક-અવેજી,back-substitution
પછાત તફાવત,backward difference
બેકવર્ડ-ઇન્ટરપોલેશન ફોર્મ્યુલા,backward-interpolation formula
સંતુલન,balance
સંતુલિત ડિઝાઇન,balanced design
સરવૈયા,balance sheet
બેલિસ્ટિક મિસાઇલ,ballistic missile
બેલિસ્ટિક્સ,ballistics
બાર,bar
પાયો,base
આધાર કોણ,base angle
લઘુગણકનો આધાર,base of logarithm
પાયાની,basic
મૂળભૂત શક્ય ઉકેલ,basic feasible solution
મૂળભૂત ઉકેલ,basic solution
મૂળભૂત ચલ,basic variable
આધાર,basis
આધાર તત્વ,basis element
આધાર મેટ્રિક્સ,basis matrix
વેક્ટર સ્પેસનો આધાર,basis of a vector space
સબસ્પેસનો આધાર,basis of subspace
બેયસિયન અંદાજ,Bayesian estimate
બેયસનો કાયદો,Bayes' law
બેયસનું પ્રમેય,Bayes' theorem
બર્નૌલી વિતરણ,Bernoulli distribution
બર્નોલી નંબર,Bernoulli number
બર્નૌલી સંભાવના કાર્ય,Bernoulli probability function
બર્નૌલીનું સમીકરણ,Bernoulli's equation
બેરી કાર્ય,Berry function
શ્રેષ્ઠ ગોઠવણ,best fit
શ્રેષ્ઠ - ફિટ લાઇન,best - fit line
શ્રેષ્ઠ ઉકેલ,best solution
શ્રેષ્ઠ વ્યૂહરચના,best strategies
બીટા વિતરણ,beta distribution
પૂર્વગ્રહ,bias
પક્ષપાતી અંદાજ,biased estimate
બિહાર્મોનિક સમીકરણ,biharmonic equation
બાયજેક્શન,bijection
દ્વિભાષી નકશો,bijective map
બાયજેક્ટિવ મેપિંગ,bijective mapping
દ્વિરેખીય સ્વરૂપ,bilinear form
દ્વિરેખીય કાર્ય,bilinear function
દ્વિરેખીય હર્મિટિયન સ્વરૂપ,bilinear Hermitian form
દ્વિસંગી,binary
દ્વિસંગી કોડ,binary code
દ્વિસંગી કોડેડ દશાંશ,binary coded decimal
દ્વિસંગી કોડિંગ,binary coding
દ્વિસંગી કમ્પ્યુટર,binary computer
દ્વિસંગી અંક,binary digit
દ્વિસંગી કામગીરી,binary operation
દ્વિસંગી સિસ્ટમ,binary system
દ્વિસંગી ચલ,binary variable
દ્વિપદી ગુણાંક,binomial coefficient
દ્વિપદી વિતરણ,binomial distribution
દ્વિપદી સમીકરણ,binomial equation
દ્વિપદી વિસ્તરણ,binomial expansion
દ્વિપદી અભિવ્યક્તિ,binomial expression
દ્વિપદી રેન્ડમ ચલ,binomial random variable
દ્વિપદી પ્રમેય,binomial theorem
દ્વિભાગ,bisection
દ્વિભાજન પદ્ધતિ,bisection method
દ્વિભાજક,bisector
બાયસીરીયલ,biserial
બીટ,bit
દ્વિપક્ષીય દ્વિપદી વિતરણ,bivariate binomial distribution
બાયવેરિયેટ સહસંબંધ ગુણાંક,bivariate correlation coefficient
દ્વિવિધ વિતરણ,bivariate distribution
બાયવેરિયેટ સામાન્ય વિતરણ,bivariate normal distribution
બાઇવેક્ટર,bivector
બોલ્ટ્ઝમેન સમીકરણ,Boltzmann equation
બુલિયન બીજગણિત,Boolean algebra
બોઝ - આઈન્સ્ટાઈન આંકડા,Bose - Einstein statistics
સીમાની સ્થિતિ,boundary condition
સીમા સ્તર,boundary layer
સીમા રેખા,boundary line
સીમા મૂલ્ય,boundary value
સીમા મૂલ્યની સમસ્યા,boundary value problem
બંધાયેલ કાર્ય,bounded function
બાઉન્ડેડ મેટ્રિક્સ,bounded matrix
સીમિત પ્રદેશ,bounded region
બાઉન્ડેડ સેટ,bounded set
બ્રાઉનિયન ગતિ,Brownian motion
ગણત્રી,calculate
ગણતરી,calculating
ગણતરી મશીન,calculating machine
ગણતરી,calculation
ગણતરીની પ્રક્રિયા,calculational procedure
કેલ્ક્યુલેટર,calculator
કલન,calculus
વિવિધતાની ગણતરી,calculus of variation
કેલરી,calorie
રદ કરવાનો કાયદો,cancellation law
પ્રામાણિક સમીકરણ,canonical equation
પ્રમાણભૂત સ્વરૂપ,canonical form
પ્રમાણભૂત મેટ્રિક્સ,canonical matrix
કેન્ટર સેટ,Cantor set
કેન્ટોરનો તૃતીય સમૂહ,Cantor's ternary set
ક્ષમતાયુક્ત પરિવહન સમસ્યા,capacitated transportation problem
ક્ષમતા,capacity
રુધિરકેશિકા બળ,capillary force
મુખ્ય નંબર,cardinal number
કાર્ટેશિયન અક્ષો,Cartesian axes
કાર્ટેશિયન કોઓર્ડિનેટ્સ,Cartesian coordinates
કાર્ટેશિયન ઉત્પાદન,Cartesian product
સેટનું કાર્ટેશિયન ઉત્પાદન,Cartesian product of sets
કેસ સ્ટડી,case study
આપત્તિજનક વધઘટ,catastrophic fluctuation
કેટેનરી,Catenary
કોચી વિતરણ,Cauchy distribution
કોચી સૂત્ર,Cauchy formula
કોચી ગૌરસત પ્રમેય,Cauchy Goursat theorem
Cauchy Riemann શરતો,Cauchy Riemann conditions
કોચી ક્રમ,Cauchy sequence
કોચી અભિન્ન,Cauchy integral
કોચી મુખ્ય મૂલ્ય,Cauchy principal value
કોચી અવશેષ પ્રમેય,Cauchy residue theorem
કેલી હેમિલ્ટન પ્રમેય,Cayley Hamilton theorem
અવકાશી પદાર્થ,celestial body
અવકાશી માપ,celestial measurement
અવકાશી મિકેનિક્સ,celestial mechanics
અવકાશી પદાર્થ,celestial object
સેલ આવર્તન,cell frequency
વસ્તી ગણતરી,census
સેન્ટાઇલ,centile
સેન્ટીમીટર,centimeter
સેન્ટીમીટર ગ્રામ સેકન્ડ સિસ્ટમ,centimeter gram second system
કેન્દ્રીય,central
કેન્દ્રીય અક્ષ,central axis
કેન્દ્રીય તફાવત,central difference
કેન્દ્રીય તફાવત સૂત્ર,central difference formula
કેન્દ્રીય તફાવત કોષ્ટક,central difference table
કેન્દ્રીય મર્યાદા પ્રમેય,central limit theorem
કેન્દ્રીય ક્ષણ,central moment
સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU),central processing unit (C.P.U)
કેન્દ્રીય વલણ,central tendency
કેન્દ્ર,centre
ગુરુત્વાકર્ષણ કેન્દ્ર,centre of gravity
જૂથનું કેન્દ્ર,centre of group
સમૂહનું કેન્દ્ર,centre of mass
સમપ્રમાણતાનું કેન્દ્ર,centre of symmetry
કેન્દ્રત્યાગી બળ,centrifugal force
કેન્દ્રબિંદુ બળ,centripetal force
કેન્દ્રીય,centroid
નિશ્ચિતતા,certainty
સીજીએસ સિસ્ટમ,c.g.s. system
સીજીએસ એકમ,c.g.s. unit
ભિન્નતાનો સાંકળ નિયમ,chain rule of differentiation
તક કારણો,chance causes
તક ચાલ,chance moves
અક્ષોનું પરિવર્તન,change of axes
આધાર ફેરફાર,change of basis
ઓર્ડરમાં ફેરફાર,change of order
લાક્ષણિક ગુણાંક,characteristic coefficient
નિર્ણાયક,determinant
લાક્ષણિક સમીકરણ,characteristic equation
લાક્ષણિક કાર્ય,characteristic function
લઘુગણકની લાક્ષણિકતા,characteristic of logarithm
લાક્ષણિક બહુપદી,characteristic polynomial
લાક્ષણિક મૂલ્ય,characteristic value
લાક્ષણિક વેક્ટર,characteristic vector
અક્ષર સમૂહ,character set
ચાર્ટ,chart
ચી-સ્ક્વેર વિતરણ,chi-square distribution
ચી-સ્ક્વેર ફોર્મ્યુલા,chi-square formula
ચી-સ્ક્વેર ટેસ્ટ,chi-square test
તાર,chord
તાર-દ્વિભાજન પદ્ધતિ,chord-bisection method
સાઇફર સંદેશ (=કોડેડ સંદેશ),cipher message (=coded message)
સાઇફર (શૂન્ય),cipher (zero)
વર્તુળ,circle
કન્વર્જન્સનું વર્તુળ,circle of convergence
સર્કિટ મેટ્રિક્સ,circuit matrix
પરિપત્ર,circular
પરિપત્ર એસિમ્પ્ટોટ,circular asymptote
ગોળાકાર હેલિક્સ,circular helix
પરિપત્ર ગતિ,circular motion
પરિઘ કેન્દ્ર,circumcentre
પરિઘ,circumcircle
ઘેરાવો,circumscribe
ઘેરાયેલું,circumscribed
ઘેરાયેલું વર્તુળ,circumscribed circle
ક્લાસિકલ ડિડક્ટિવ ટેકનિક,classical deductive technique
શાસ્ત્રીય ગતિશીલતા,classical dynamics
શાસ્ત્રીય ઓપ્ટિમાઇઝેશન,classical optimization
શાસ્ત્રીય વિનાશની સમસ્યા,classical ruin problem
શાસ્ત્રીય આંકડાકીય મિકેનિક્સ,classical statistical mechanics
ભૂલોનું વર્ગીકરણ,classification of errors
વર્ગ અંતરાલ,class interval
વર્ગ અંતરાલ એકમ,class-interval unit
વર્ગ મર્યાદા,class limit
ઘડિયાળની દિશામાં,clockwise
ક્લોપેન (= બંધ અને ખુલ્લું),clopen (= closed and open)
બંધ,closed
બંધ બહિર્મુખ હલ,closed convex hull
બંધ સમઘન,closed cube
બંધ વળાંક,closed curve
બંધ ડોમેન,closed domain
બંધ આકૃતિ,closed figure
બંધ અંતરાલ,closed interval
બંધ પ્રદેશ,closed region
બંધ સેટ,closed set
બંધ સપાટી,closed surface
બંધ,closure
બંધ ઓપરેટર,closure operator
બંધ બિંદુ (= સંપર્ક બિંદુ),closure point (= contact point)
બંધ કરવાની ધારણા,closure postulate
બંધ સેટ,closure set
ક્લસ્ટર બિંદુ,cluster point
ક્લસ્ટર નમૂના,cluster sampling
ક્લસ્ટર સેટ,cluster set
કોક્સિયલ વર્તુળો,coaxial circles
કોક્સિયલ પેરાબોલાસ,coaxial parabolas
કોક્સિયલ પ્લેન,coaxial planes
કોક્સિયલ ત્રિકોણ,coaxial triangles
કોબ - ડગ્લાસ કાર્ય,Cobb - Douglas function
કોડિંગ,coding
ડેટાનું કોડિંગ,coding of data
સહ-ડોમેન,co-domain
ગુણાંક મેટ્રિક્સ,coefficient matrix
સહસંબંધનો ગુણાંક,coefficient of correlation
નિર્ધારણ ગુણાંક,coefficient of determination
સ્થિતિસ્થાપકતાના ગુણાંક,coefficient of elasticity
વિસ્તરણ ગુણાંક,coefficient of expansion
ઘર્ષણ ગુણાંક,coefficient of friction
રેખીય વિસ્તરણનો ગુણાંક,coefficient of linear expansion
રીગ્રેસન ગુણાંક,coefficient of regression
સપાટીના તાણનો ગુણાંક,coefficient of surface tension
વિવિધતાના ગુણાંક,coefficient of variation
કોફેક્ટર,cofactor
સિક્કો ફેંકવું (સિક્કો ફેંકવું),coin throw (coin toss)
નમૂનાનો સંગ્રહ,collection of sample
સમરેખા,collinear
સમન્વય,collinearity
કૉલમ,column
કૉલમ સમાનતા,column equivalence
કૉલમ સમકક્ષ,column equivalent
કૉલમ સમકક્ષ મેટ્રિક્સ,column equivalent matrix
કૉલમ મેટ્રિક્સ,column matrix
કૉલમ રેન્ક,column rank
કૉલમ ઘટાડેલ ઇકોલોન મેટ્રિક્સ,column reduced echolon matrix
કૉલમ વેક્ટર,column vector
સ્તંભ પ્રમાણે,columnwise
સંયુક્ત સમીકરણ,combined equation
સામાન્ય કોણ,common angle
સામાન્ય અક્ષ,common axis
સામાન્ય આધાર,common base
સામાન્ય છેદ,common denominator
સામાન્ય તફાવત,common difference
સામાન્ય પરિબળ,common factor
સામાન્ય લઘુગણક,common logarithm
સામાન્ય બહુવિધ,common multiple
સામાન્ય ગુણોત્તર,common ratio
સામાન્ય વિભાગ,common section
સામાન્ય બાજુ,common side
સામાન્ય સ્પર્શક,common tangent
સામાન્ય શબ્દ,common term
પરિવર્તનીય કાયદો,commutative law
વિનિમયાત્મક મિલકત,commutative property
પરિવર્તનીય નિયમ,commutative rule
ઉમેરાનો વિનિમયાત્મક કાયદો,commutative law of addition
ગુણાકારનો વિનિમયાત્મક કાયદો,commutative law of multiplication
વિનિમયાત્મક કામગીરી,commutative operation
કોમ્યુટેટર જૂથ,commutator group
મેટ્રિસિસની અવરજવર,commuting of matrices
કોમ્પેક્ટ સેટ,compact set
તુલનાત્મકતા,comparability
માધ્યમની સરખામણી,comparision of means
ટકાવારીની સરખામણી,comparision of percentage
સરખામણી કસોટી,comparision test
સુસંગતતા સમીકરણ,compatibility equation
સ્પર્ધાત્મક રમત,competitive game
સ્પર્ધાત્મક પરિસ્થિતિ,competitive situation
સ્પર્ધાત્મક વ્યૂહરચના,competitive strategy
કમ્પાઇલર,compiler
પૂરક,complementary
પૂરક કોણ,complementary angle
પૂરક ઘટના પૂરક ઘટના,complementary event पूरक घटना
પૂરક પરિબળ,complementary factor
પૂરક કાર્ય,complementary function
પૂરક અડધી જગ્યા,complementary half space
પૂરક અંતરાલ,complementary interval
પૂરક સમૂહ,complementary set
પૂરક,complementation
સમૂહનું પૂરક,complement of a set
સંપૂર્ણ વસ્તી ગણતરી,complete census
સંપૂર્ણ સહસંબંધ મેટ્રિક્સ,complete correlation matrix
પૂર્ણ મેટ્રિક જગ્યા,complete metric space
સંપૂર્ણ ઓર્થોનોર્મલ સેટ,complete orthonormal set
સંપૂર્ણ ચતુષ્કોણ,complete quadrangle
સંપૂર્ણ ભાગલાકાર,complete quotient
સંપૂર્ણ સેટ,complete set
સંપૂર્ણ ઉકેલ,complete solution
સંપૂર્ણપણે રેન્ડમાઇઝ્ડ ડિઝાઇન,completely randomised design
જટિલ દલીલ,complex argument
જટિલ જોડાણ,complex conjugate
જટિલ ભિન્નતા,complex differentiation
જટિલ કાર્ય,complex function
જટિલ એકીકરણ,complex integration
જટિલ મેટ્રિસિસ,complex matrices
જટિલ સંખ્યા,complex number
જટિલ સંખ્યા ક્ષેત્ર,complex number field
જટિલ ઓર્થોગોનલ મેટ્રિક્સ,complex orthogonal matrix
જટિલ વિમાન,complex plane
જટિલ જથ્થો,complex quantity
જટિલ પારસ્પરિક,complex reciprocal
જટિલ પરિણામ,complex resultant
જટિલ જગ્યા,complex space
જટિલ મૂલ્યવાન કાર્ય,complex valued function
જટિલ ચલ,complex variable
componendo અને divindendo,componendo and divindendo
ઘટક,component
ઘટક વિશ્લેષણ,component analysis
ભિન્નતાનો ઘટક,component of variance
વેક્ટરનો ઘટક,component of vector
સંયુક્ત કાર્ય,composite function
સંયુક્ત પૂર્વધારણા,composite hypothesis
સંયુક્ત સંખ્યા,composite number
સંયુક્ત શ્રેણી,composite series
વેક્ટરની રચના,composition of vectors
સંયોજન કોણ,compound angle
સંયોજન વિભાજન,compound division
સંયોજન અપૂર્ણાંક,compound fraction
સંયોજન વ્યાજ,compound interest
સંયોજન સંભાવના,compound probability
સંકુચિત પ્રવાહ,compressible flow
સંકોચન,compression
ગણતરી,computation
કોમ્પ્યુટેશનલ ફોર્મ્યુલા,computational formula
ગણતરી કરેલ મૂલ્ય,computed value
કમ્પ્યુટર,computer
કમ્પ્યુટર અલ્ગોરિધમનો,computer algorithm
કમ્પ્યુટર પ્રોગ્રામ,computer programme
કોમ્પ્યુટર પ્રોગ્રામીંગ,computer programming
કમ્પ્યુટર સિમ્યુલેશન,computer simulation
કમ્પ્યુટિંગ,computing
અંતર્મુખ કાર્ય,concave function
અંતર્મુખ બહુકોણ,concave polygon
અંતર્મુખ પ્રોગ્રામિંગ,concave programming
કેન્દ્રિત વર્તુળો,concentric circles
કેન્દ્રિત વણાંકો,concentric curves
કોંક્રિટ સ્વરૂપ,concrete form
રેખાઓની સંમતિ,concurrency of lines
સમવર્તી,concurrent
સમવર્તી દળો,concurrent forces
શરતી ઘનતા કાર્ય,conditional density function
શરતી વિતરણ,conditional distribution
શરતી અપેક્ષા,conditional expectation
શરતી સરેરાશ,conditional mean
શરતી સંભાવના,conditional probability
સમકક્ષતાની સ્થિતિ,condition of collinearity
સુસંગતતાની સ્થિતિ,condition of consistency
અખંડિતતાની સ્થિતિ,condition of integrability
સ્પર્શનીય સ્થિતિ,condition of tangency
શંકુ,cone
આત્મવિશ્વાસ અંતરાલ,confidence interval
આત્મવિશ્વાસ અંતરાલ અંદાજ,confidence interval estimate
આત્મવિશ્વાસ મર્યાદા,confidence limits
વિશ્વાસ પ્રદેશ,confidence region
સંઘર્ષની સ્થિતિ,conflict situation
કોન્ફોકલ કોનિક્સ,confocal conics
confocal ellipses,confocal ellipses
કોન્ફોકલ ભૂમિતિ,confocal geometry
કોન્ફોકલ હાઇપરબોલા,confocal hyperbolae
કોન્ફોકલ હાઇપરબોલોઇડ્સ,confocal hyperboloids
કોન્ફોકલ પેરાબોલા,confocal parabola
confocal paraboloidal coordinates,confocal paraboloidal cordinates
સામાન્ય,conformal
સામાન્ય મેપિંગ,conformal mapping
સુસંગતતા,congruence
વર્તુળોની સુસંગતતા,congruence of circles
સુસંગત,congruent
સુસંગત મેટ્રિસિસ,congruent matrices
શંકુ,conic
શંક્વાકાર ફ્રસ્ટમ,conical frustum
શંકુ આકારનું હેલિક્સ,conical helix
શંક્વાકાર વિભાગ,conical section
કોનિક્સ,conics
કોનિક વિભાગ,conic section
જોડાણ,conjugate
સંયુક્ત ખૂણા,conjugate angles
સંયુક્ત અક્ષ,conjugate axis
સંયોજન જટિલ સંખ્યાઓ,conjugate complex numbers
સંયુક્ત દિશાઓ,conjugate directions
સંયુક્ત કાર્યો,conjugate functions
મેટ્રિક્સનું જોડાણ,conjugate of matrix
સંયુક્ત ક્રમચય,conjugate permutation
કન્જુગેટ ટ્રાન્સપોઝ,conjugate transpose
સંયોગ,conjuction
સળંગ,consecutive
સળંગ સંખ્યાઓ,consecutive numbers
ઊર્જા સંરક્ષણ,conservation of energy
સમૂહનું સંરક્ષણ,conservation of mass
રૂઢિચુસ્ત,conservative
સુસંગતતા,consistency
સુસંગતતાની સ્થિતિ,consistency condition
સુસંગત અંદાજ,consistent estimate
સુસંગત અંદાજકાર,consistent estimator
સુસંગત આંકડા,consistent statistic
સુસંગત સિસ્ટમ,consistent system
કન્સોલ,consol
સતત,constant
સતત પ્રવેગક,constant acceleration
સતત કાર્ય,constant function
ગુરુત્વાકર્ષણની સ્થિરતા,constant of gravity
એકીકરણનું સતત,constant of integration
પ્રમાણની સ્થિરતા,constant of proportionality
સતત પરિમાણ,constant parameter
સતત બહુપદી,constant polynomial
સતત પ્રમાણ,constant proportion
સતત ગતિ,constant speed
સતત મુદત,constant term
સતત વેગ,constant velocity
રચનાત્મક સમીકરણ,constitutive equation
અવરોધ,constraint
રચના,construct
બાંધકામ,construction
ગ્રાહક પસંદગી,consumer preference
વપરાશ કાર્ય,consumption function
સંપર્ક કોણ,contact angle
સંપર્ક બિંદુ,contact point
માં સમાયેલ છે,contained in
આકસ્મિક ટેબલ,contingency table
સાતત્ય મિકેનિક્સ,continuum mechanics
ચાલુ અપૂર્ણાંક,continued fraction
ચાલુ ઉત્પાદન,continued product
સાતત્ય,continuity
કાર્યની સાતત્ય,continuity of function
સાતત્ય પરીક્ષણ,continuity test
સતત,continuous
સતત વ્યુત્પન્ન,continuous derivative
સતત વિતરણ,continuous distribution
ઉપરથી સતત,continuous from above
સતત કાર્ય,continuous function
સતત વિભેદક,continuously differentiable
સતત નકશો,continuous map
સતત મેપિંગ,continuous mapping
સતત સંભાવના ઘનતા કાર્ય,continuous probability density function
સતત સંભાવના વિતરણ,continuous probability distribution
