Odiya,English
ପିମ୍ପୁଡ଼ି,Ants
ଆପିଡସ୍ |,Aphids
ସେନା ପୋକ,Army worm
କୃଷି ଅର୍ଥନୀତିଜ୍ଞ,Agricultural economist
କୃଷି ବିସ୍ତାରବାଦୀ |,Agricultural extensionist
କୃଷି ବ scientist ଜ୍ଞାନିକ |,Agricultural scientist
କୃଷି ଅଞ୍ଜିନକାରୀ |,Agriculture engineer
Agrobiooglist,Agrobiologist
ସହଯୋଗୀ,Agronomist
Agropsicsicst,Agrophysicst
ପଶୁ ପ୍ରଜନକ |,Animal breeder
ବାକିଲସ୍ ଭାଇରସ୍ |,Bacillus virus
ବାଣ୍ଡିଲସ୍ |,Bacillus
ଜୀବାଣୁ,Bacteria
ବିରାଇଓଟୋକ୍ସିନ୍ |,Bacteriotoxin
ବାଗାସେସ୍ |,Bagasse
ତୂଳନା ପତ୍ର,Balance sheet
ସନ୍ତୁଳିତ ଫର୍ଟିଲାଇଜେସନ୍ |,Balanced fertilization
ବାର୍ ଚିତ୍ର |,Bar diagram
ଭୁକିବା |,Bark
ବାରୋମିଟର |,Barometer
ବନ୍ଧ୍ୟା,Barren
ଆଧାର,Base
ବାସନ,Basin
ପରଫିପାଲ୍ |,Basipetal
ଆଧାର ତୁଲମ୍ |,Basisternum
ବାଇ ମ so ସୁମୀ |,Bay monsoon
ଉଦ୍ଭିଦ ବହନ,Bearing plant
ଶଯ୍ୟା,Bed
ଶଯ୍ୟା,Bedder
ଶଯ୍ୟା,Bedding
ବିଟ୍ ଗୁଣ୍ଡ |,Beet molasses
ଘଣ୍ଟି,Bellows
ବେଲ୍ଟ,Belt
ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,Benefit-cost analysis
ପକ୍ଷପାତ (ନମୁନା),Biased (sampling)
ବିଏନୋନିଆଲ୍,Biennial
Binomial,Binomial
ବାୟୋଲାଇଜେଣ୍ଟ |,Bioagent
ବାୟୋସେଡିକ୍ |,Bioclimate
ବାୟୋହୀ,Bioenergy
ବାୟୋନୋମିକ୍ସ |,Bionomics
ବାୟୋରାକ୍ଟର,Bioreactor
ବାୟୋସଫିର୍,Biosphere
ବାୟୋଟିକ୍ |,Biotic
ବାୟୋଟାଇପ୍ |,Biotype
ବିସେକ୍ସୁଆଲ୍,Bisexual
ଖାଲି,Blanching
ବିସ୍ଫୋରଣ,Blast
ମିଶ୍ରଣ,Blend
ଶୁକ୍ର,Blight
ଫୁଲା,Blister
ବ୍ଲୁ ବିପ୍ଳବ,Blue revolution
ତଳ ଉତ୍ତାପ ଚାମ୍ବର |,Bottom heat chamber
ତଳ ଉତ୍ତାପ ଟେକ୍ନିକ୍ |,Bottom heat technique
ଶାଖା,Bran
ଶାଖା,Branching
ଶାଖା,Branchlet
ପ୍ରଜାତି,Breed
ପ୍ରଜନନ,Breeding
ଉଜ୍ଜ୍ୱଳ,Brimming
Etod,Brood
ବଡିଙ୍ଗ,Budding
ବଜେଟ୍,Budget
ବଫର୍,Buffer
ବଲ୍ବ,Bulb
ବଣ୍ଟନ,Bunt
ଉତ୍ପାଦ ଦ୍ୱାରା,By-product
ବାବୁଲ ଆକାସିଆ |,Babul acacia
ଶିଶୁ ମକା |,Baby corn
ବାଥ୍,Bael
ବିଲ୍,Baill
ବାଲସାମ,Balsam
ବାଉଁଶ,Bamboo
କଦଳୀ,Banana
ବାନିଆନ୍ ଗଛ |,Banyan tree
ବାର୍ଲି,Barley
ବରଗାର୍ଡ ମିଲେଟ୍ |,Barnyard millet
ବେସନ,Basil
ବଷ୍ଟାର୍ଡ ​​ଏରସ,Bastard cedar
ବଷ୍ଟାର୍ଡ ​​ମିରୋବଲାନ୍ |,Bastard myrobalan
ବାହୁଏସିଆ,Bauhinia
ଦୁ very ଖଦ,Bay berry
ବିନ୍,Bean
ବିଲାତି,Beet
ବେଲାଣ୍ଡୋନା,Belladonna
ହେ,Ber
Berseim,Berseem
Beelt,Betel
ବିଲିମ୍ବି,Bilimbi
ତିକ୍ତ ଗୁଣ୍ଡ |,Bitter gourd
କଳା ଗ୍ରାମ,Black gram
କଳା ନାଇଟ୍ଶେଡ୍ |,Black nightshade
ବଗିନିଭିଆ |,Bougainvillea
ବୋତଲ ବ୍ରଶ |,Bottle brush
ବୋତଲ ଗୋବଲଙ୍କ |,Bottle gourd
ବାକ୍ସ ଗଛ,Box tree
ରୁଟି ଫଳ,Bread fruit
Bridal creper,Bridal creeper
ବ୍ରିନଜାଲ୍ |,Brinjal
ବ୍ରଡ୍ ବିନ୍ |,Broad bean
ବ୍ରୋକୋଲି,Broccoli
ବ୍ରସେଲର ସ୍ପ୍ରୁଟ୍ |,Brussel's sprout
ବାଲକ୍ୟୁଟ,Buckwheat
ବଟି,Butea
ବ୍ୟାଣ୍ଡିକୋଟ୍ |,Bandicoot
ଭାଲୁ,Bear
ପୋକ,Beetle
ବ୍ଲିଷ୍ଟର ବିଟଲ୍ |,Blister beetle
ନୀଳ ଷଣ୍। |,Blue bull
ବୋଲ୍ ପୋକ,Boll worm
ପ୍ରଜାପତି,Butterfly
ଜୀବାଣୁ ବିଶେଷଜ୍ଞ |,Bacteriologist
ବାୟୋକେମିଷ୍ଟ |,Biochemist
ଜୀବବିଜ୍ଞାନୀ |,Biologist
ବାୟୋଟଚନୋଲୋଜିଷ୍ଟ,Biotechnologist
ଉଦ୍ଭିଦଦାତା,Botanist
C ଆର୍ଦ୍ରତା ଚରିତ୍ରିକ ବକ୍ର |,C moisture characteristic curve
ପିଠା,Cake
ସହଭାଗୀ,Calcarious
କାଲସିଫିକେସନ୍ |,Calcification
ଫସଫେଟର କାଲକେଣ୍ଟ |,Calcination of phosphate
ଚତୁରତା,Callosity
କୁଲସ୍,Callus
କାଲିକ୍ସ,Calyx
କାଲିକ୍ସ-ଏଣ୍ଡ |,Calyx-end
କାମ୍ବିୟମ୍,Cambium
କାକର,Canker
କ୍ୟାନିଂ,Canning
ଛାତ,Canopy
ପୁଞ୍ଜି,Capital
କାଗଶ,Caprification
Capsule,Capsule
କାର୍ବନ୍ରେଟେଡ୍ |,Carbonated
କାର୍ବୋନିଅନାଇଜେସନ୍ |,Carbonization
କାର୍ପେଲ,Carpel
କାର୍ପସ୍ |,Carpus
କାଷ୍ଟିଂ,Casting
କାଟାବୋଲିଜିମ୍ |,Catabolism
କାଟାଲିସିସ୍ |,Catalysis
କୀଟପତଙ୍ଗ,Caterpillar
C- DNA ଲାଇବ୍ରେରୀ |,C-DNA Library
ଛାତ,Ceiling
କକ୍ଷ,Cell
କେନ୍ଦ୍ରୀୟ ନେତା ବ୍ୟବସ୍ଥା |,Central leader system
ସେଣ୍ଟ୍ରିକ୍ |,Centric
ଶତକଡ଼ା,Centrifugation
ସେଣ୍ଟ୍ରିଫେଜ୍ |,Centrifuge
ସେଣ୍ଟ୍ରିଓନ୍ |,Centriole
ସେଣ୍ଟ୍ରୋଜେନିକ୍ |,Centrogenic
ସେଣ୍ଟ୍ରୋଜେନସ୍ |,Centrogenous
କୀପତି,Cercus
ଶସ୍ୟ,Cereal
ପ୍ରମାଣପତ୍ର,Certification
ସାର୍ଟିଫାଏଡ୍ ବିହନ |,Certified seed
ଚାଉଳ,Chaff
ଚେଲାଜା |,Chalaza
କେମୋଟ୍ରୋପିମ୍ |,Chemotropism
ଚିୟମା,Chiasma
ଥଣ୍ଡା ଘଣ୍ଟା |,Chilling hours
ଚିଲିଂ ଆଘାତ |,Chilling injury
ଚିମେରା |,Chimera
ଚୋରାନେଣ୍ଟି |,Chloranthy
କ୍ଲୋରୋଫିଲେଲ୍ |,Chlorophyll
ଚୋରୋରୋସାଇସ୍,Chlorosis
ଚୋରୋରୋଲୋଜି |,Chlorology
କ୍ରୋମାମାସିଡ୍ |,Chromatid
ଚ୍ରୋମାଟିନ୍ |,Chromatin
ଚ୍ରୋମାଟୋଗ୍ରାଫି,Chromatography
ଚୋରମାଟୋଲିଆସିସ୍,Chromatolysis
କ୍ରୋମେଣ୍ଟ୍ରେ |,Chromocentre
ଚେରମୋଲେନ୍ସେସ୍,Chromogenesis
କ୍ରୋମ୍ରୋପ୍ରୋଇଟେନ୍ |,Chromoprotein
କ୍ରୋମୋଜୋମ୍,Chromosome
କ୍ରନିକ୍,Chronic
କୃଷି,Citrange
କ୍ଲାନ୍ତ,Cladode
ବର୍ଗୀକରଣ,Classification
ମାଟି,Clay
ସଫା କରିବା,Cleaning
କ୍ଲିସିଷ୍ଟଗାମି |,Cleistogamy
ଜଳମୟ ଫଳ |,Climacteric fruit
ଜଳବାୟୁ,Climate
କମ୍ପନୋଲୋଜି,Climatology
କ୍ଲିପର୍,Clipper
କ୍ଲାନ୍ତ,Clod
କ୍ଲୋନ,Clone
ମେଘ,Cloud
Ump ୁଲା |,Clump
କ୍ଲଷ୍ଟର,Cluster
କଠିନ,Coarse
କୋଟ୍ (ବିହନ),Coat (seed)
ନଡିଆ,Cocoon
ସହଯୋଗୀ,Coenzyme
ଘନିଷ୍ଠ,Cohesion
କୋର,Coir
କୁଲେରରିଜା,Coleorrhiza
କଲର,Collar
କୋଲଏଡ୍ (ମାଟି),Colloid (soil)
କୋନିଲେଲା,Columella
ସ୍ତମ୍ଭ,Column
ପ୍ରଶଂସା,Commensalism
ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ,Commercial bank
ଦ୍ରବ୍ୟ,Commodity
ସମ୍ପ୍ରଦାୟ,Community
ସଙ୍କୋଚନ (ମାଟିର),Compaction (of soil)
ସୁସଙ୍ଗତତା,Compatibility
ସୁସଙ୍ଗତତା,Compatibility
କ୍ଷତିପୂରଣ,Compensation
ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |,Competitive interaction
ସମ୍ପୃକ୍ତ ଫସଲ,Complementary crop
ଜଟିଳ,Complex
ଉପାଦାନ,Component
ରଚନା,Composition
କମ୍ପୋଷ୍ଟ,Compost
ଯ ound ଗିକ ଆଗ୍ରହ |,Compound interest
ଗଣନା,Computation
କମ୍ପ୍ୟୁଟର,Computer
ଏକାଗ୍ରତା,Concentration
କଣ୍ଡିସନର,Conditioner
ଆଚରଣ,Conductance
ବିନ୍ୟାସ,Configuration
ଅନୁକୂଳ,Conformity
ଦ୍ୱନ୍ଦ୍ୱ,Confounding
ମିଳିତତା,Conjugation
ସଂଯୋଗ,Connective
ସଂରକ୍ଷଣ,Conservation
ସଂସ୍ଥାଗୁଡ଼ିକ,Consolidation
ନିରନ୍ତର,Constituents
ଗ୍ରାହକ,Consumer
ବ୍ୟବହାର,Consumption
ପ୍ରଦୂଷଣ,Contamination
ବିଷୟବସ୍ତୁ ବୃକ୍ଷ,Contour planting
ବିଷୟବସ୍ତୁ,Contour
ଚୁକ୍ତିନାମା ଚାଷ,Contract farming
ନିୟନ୍ତ୍ରିତ ଷ୍ଟୋରେଜ୍ |,Controlled storage
ସହ-ଅପରେଟିଭ୍ ବ୍ୟାଙ୍କ |,Co-operative bank
ସହଯୋଗ,Cooperator
ସହଯୋଗୀ,Coppice
କରମ୍,Corm
କରୋଲଲା,Corolla
କର୍ଟେକ୍ସ,Cortex
ମୂଲ୍ୟ,Cost
କୋଟିଲିଡନ୍ (ବିହନ),Cotyledon (seed)
କ୍ରେଡିଟ୍ ସମାଜ |,Credit society
କ୍ରେଡିଟ୍,Credit
କ୍ରେସର୍ମର,Creditor
କ୍ରେଷ୍ଟଷ୍ଟ,Crest
ଚୂର୍ଣ୍ଣ କରନ୍ତୁ |,Crinkle
ସଙ୍କଟ,Crisis
ମାନଦଣ୍ଡ,Criterion
ଗୁରୁତର,Critical
କ୍ରପ୍ ବୀମା |,Crop insurance
ଫସଲ loan ଣ,Crop loan
ଫସଲ,Crop
କ୍ରପ୍ ଏରିଆ |,Cropping area
କ୍ରସ୍-ଅସଙ୍ଗତ |,Cross-incompatible
ମୁକୁଟ (ଉଦ୍ଭିଦ),Crown (plant)
ଖଣ୍ଡ,Crumb
ଭୂତଳ,Crust
କ୍ରିପ୍ଟୋଗାମ୍ |,Cryptogam
CULE (ଫଳ),Cull (fruits)
କୁଲମ୍,Culm
ଚାଷ ଜ,Cultivar
ଚାଷ,Cultivation
ପତ୍ରିକା,Cultivator
ସଂସ୍କୃତି,Culture
କ୍ୟୁସିଂ,Curing
କୁଞ୍ଚଳ,Curling
ମୁଦ୍ରା |,Currency
କୁମଲେ,Cuticle
କାଟିବା,Cutting
Cyst,Cyst
ସାଇଟୋଚ୍ରୋମ୍ |,Cytochrome
ସାଇଟୋଗାମି |,Cytogamy
ସାଇଟୋଜେନେସୀ |,Cytogenesis
ସାଇଟୋଜେନେଟିକ୍ସ,Cytogenetics
ସାଇଟୋୋକାଇନ୍ସିସ୍,Cytokinesis
ସାଇଟୋଲୋଜି,Cytology
CYTOYLISISISTS,Cytolysis
ସାଇଟୋମେରେ,Cytomere
ସାଇଟୋପ୍ଲାଜମ୍,Cytoplasm
ବନ୍ଧାକୋବି,Cabbage
କାକଟସ୍ |,Cactus
କ୍ୟାଲେଣ୍ଡୋୁଲା |,Calendula
କାନାରି ଘାସ (ଫାର୍ଲିସ୍),Canary grass (phalaris)
କାନନା |,Canna
କ୍ୟାପିଟିସ୍,Capparis
Capsicum,Capsicum
କାରାମୋବୋଲା |,Carambola
କାରାସା |,Carapa
କାର୍ଡାମୋମ |,Cardamom
କାର୍ନେସନ୍ |,Carnation
ଗାଜର,Carrot
କାଜୁ ବାଦାମ |,Cashew nut
କ୍ୟାସିୟା,Cassia
କାଷ୍ଟର |,Castor
ଫୁଲକୋବି |,Cauliflower
ସେଲରି,Celery
ଚମ୍ପାକ୍,Champac
ଚେନୋପୋଡିୟମ୍,Chenopodium
ଚେରି ଟମାଟୋ |,Cherry tomato
ଚେରି,Cherry
"ଛେନା, ଗ୍ରାମ |","Chickpea, gram"
ଚିଲିସ,Chillies
ଚୀନ୍ ଟର୍ପେଣ୍ଟାଇନ୍ ଗଛ |,China turpentine tree
ଚୋ-ଚାଉ,Chow-chow
ChrysSanthemumum,Chrysanthemum
"ଚୁଫା, ପୃଥିବୀ ବାଦାମ |","Chufa, earth almond"
ସୋହୋରୀ,Cichory
ଚିନାବାଦାମ |,Cinnamon
ଆରଟନ୍ |,Citron
ସାଇଟ୍ରନେଲିଲା ଘାସ |,Citronella grass
ଜସ୍ମିନ୍ ଚ cl େ |,Climbing jasmine
ଲବଙ୍ଗ,Clove
କ୍ଲଷ୍ଟର ବିନ୍ |,Cluster bean
କୋକୋ,Cocoa
ନଡ଼ିଆ |,Coconut
କଫି,Coffee
କୋଲସ,Coleus
କୋଲୋସିସିଆ,Colocasia
"ଉପନିବେଶ, ତିକ୍ତ ଆପଲ୍ |","Colocynth, bitter apple"
ସାଧାରଣ ପର୍ସଲେନ |,Common purslane
ଧନିଆ,Coriander
କପା,Cotton
ଗା cow ାସ,Cowpea
କ୍ୟୁବ୍,Cubeb
କାକୁଡି,Cucumber
କ୍ୟୁକୁଭର୍ଟସ୍ |,Cucurbits
ଜିର୍ତିକ |,Cumin
ତରକାରୀ ପତ୍ର |,Curry leaf
କଷ୍ଟାର୍ଡ ​​ଆପଲ୍ |,Custard apple
କ୍ୟାପସୁଲ୍ ବୋରର୍ |,Capsule borer
କ୍ୟାଟପିଲର୍,Caterpiller
ସାଇଟ୍ରସ୍ ସିଲେଲା |,Citrus psylla
କ୍ରିକେଟ୍,Cricket
କାଉ,Crow
କଟା ପୋକ,Cut worm
ଦୁଗ୍ଧ,Dairy
ଦୁର୍ଗର,Dairying
ବନ୍ଧ,Dam
ଦିନ-ନିରପେକ୍ଷ |,Day-neutral
ଫୁଲର ଦିନ ପରେ |,Days after flowering
ପୂର୍ଣ୍ଣ ଫୁଲ ପରେ ଦିନ |,Days after full bloom
Deblossome,Deblossoming
ହ୍ରାସ,Decalcification
କ୍ଷୟ,Decant
କ୍ଷୟ,Decay
ନିର୍ଣ୍ଣୟ,Deciduous
ଦଶମିକ,Decimal
ଅଭାବ |,Deficiency
ଡିଫ୍ଲୋକେସନ୍ (ମାଟି),Deflocculation (soil)
ପରିଶୋଧନ,Defloration
ଗଭୀରତା,Defoliation
ଜଙ୍ଗଲ |,Deforestation
ଅବଶ୍ୟ ନିରନ୍ତର,Degeneration
ଭିକେସନ୍,Degradation
ଡିଗ୍ରୀ ଦିନ,Degree days
ଡିଗ୍ରୀ,Degree
ଡିଫିସେନ୍ସ |,Dehiscence
ଦେହୁଙ୍ଗିଂ,Dehulling
ଦେହକ୍କକ୍ କରିବା,Dehusking
ଡିହାଇଡିଂ,Dehydration
ଘୋଡେନକର୍,Dehydrator
ଚାହିଦା,Demand
ନିନ୍ଦା,Denaturation
ନିନ୍ଦା,Denudation
ଜମା,Deposit
ଚିହ୍ନ,Deposition
ଅବନତି କରାଲିନାଇଜେସନ୍ |,Depreciation desalinization
ମାନସ,Desiccation
ଡିଜାଇନ୍,Design
ଡେସିକର୍ତ୍ତା,Dessicator
ଆକ୍ରମଣ,Destoning
ନିଷ୍କ୍ରିୟ |,Desuckering
Desynapp ଗୁଡିକ,Desynapsis
ଡିଟସେଲ |,Detassel
ଡିଟସେସିଂ |,Detasseling
ନିର୍ଣ୍ଣୟ,Determinant
ମୂଲ୍ୟ ହ୍ରାସ,Devaluation
ବିଘ୍ନନା,Devegetation
ବ୍ୟତିକ୍ରମ,Deviation
Digd,Diad
ନିରାକରଣ,Diagnosis
ଡିକୋଗାମି |,Dichogamy
ଡିକଟୋଟୋମି |,Dichotomy
ଡିକୋଟିଡିନ୍ (ବିହନ),Dicotyledon (seed)
ବ୍ୟାକ୍ ବ୍ୟାକ୍ (ରୋଗ),Die back (disease)
ପରିଭାଷାନ,Diffusion
ହଜମ୍ବତି |,Digestibility
ଡିହାଇବଏଡ୍,Dihybrid
ଡିକି (DYKE),Dike (dyke)
ମିଶ୍ରିତ,Dilute
ଡାଇଓକାରୀ,Dioecious
ଡିପ୍ଲାଇଡ୍,Diploid
ଡିପ୍ଲାଇଡ୍,Diploid
ଡିପ୍ଲୋନେମା,Diplonema
ଅଦୃଶ୍ୟତା,Disbudding
ଡିସ୍କ,Discing
ରିହାତି,Discount
ଅସଂଗୁକ୍ଷା,Disinfection
ବିଚ୍ଛେଦ,Dispersion
ବିସ୍ତାର,Dissemination
ବିବିଧତା,Diversification
ବିବିଧ ଚାଷ,Diversified farming
DNA ସିଡ଼ି |,DNA Ladder
DNA RESPTOTER |,DNA receptor
ଡୋଗେଜ,Dockage
ପ୍ରାଧାନ୍ୟ,Dominant
Gormancy,Dormancy
ମାତ୍ରା,Dose
ଡବଲ୍ ସିଗମାଇଡ୍ ବକ୍ର |,Double sigmoid curve
ଡ୍ରାଫ୍ଟ (ଡ୍ରାଫ୍ଟ),Draft (draught)
