Bengali,Punjabi
1. পুষ্পমঞ্জরী 2. গ্রীষ্মকালীন সুপ্ততা,1. ਫੁੱਲ 2. ਗਰਮੀਆਂ ਦੀ ਸੁਸਤਤਾ
রোগের বিজ্ঞান,ਬਿਮਾਰੀ ਦਾ ਵਿਗਿਆਨ
বনায়ন,ਜੰਗਲਾਤ
1. আন্দোলন 2. অশান্তি,1. ਅੰਦੋਲਨ 2. ਗੜਬੜ
এগমার্ক,ਐਗਮਾਰਕ
1. জমি সংক্রান্ত 2. কৃষি,1. ਜ਼ਮੀਨ ਨਾਲ ਸਬੰਧਤ 2. ਖੇਤੀਬਾੜੀ
কৃষি ক্লিনিক,ਖੇਤੀਬਾੜੀ ਕਲੀਨਿਕ
1. কৃষি শ্রম 2. কৃষি শ্রম,1. ਖੇਤੀ ਮਜ਼ਦੂਰ 2. ਖੇਤੀ ਮਜ਼ਦੂਰ
কৃষি বিপণন,ਖੇਤੀਬਾੜੀ ਮੰਡੀਕਰਨ
কৃষি প্রযুক্তি,ਖੇਤੀਬਾੜੀ ਤਕਨਾਲੋਜੀ
1. কৃষি 2. চাষাবাদ 3. কৃষি বিজ্ঞান,1. ਖੇਤੀ 2. ਖੇਤੀ 3. ਖੇਤੀ ਵਿਗਿਆਨ
কৃষি বনায়ন,ਖੇਤੀਬਾੜੀ ਜੰਗਲਾਤ
কৃষি জীববৈচিত্র্য,ਖੇਤੀਬਾੜੀ ਜੈਵ ਵਿਭਿੰਨਤਾ
কৃষি জৈব ত্রুটি,ਖੇਤੀਬਾੜੀ ਜੈਵਿਕ ਨੁਕਸ
কৃষি জীববিজ্ঞান,ਖੇਤੀਬਾੜੀ ਜੀਵ ਵਿਗਿਆਨ
কৃষি-জলবায়ু বৈচিত্র্য,ਖੇਤੀ-ਜਲਵਾਯੂ ਵਿਭਿੰਨਤਾ
কৃষি জলবায়ু অঞ্চল সৃষ্টি,ਖੇਤੀ ਜਲਵਾਯੂ ਖੇਤਰ ਦੀ ਰਚਨਾ
কৃষি বনবিদ্যা,ਖੇਤੀ ਜੰਗਲਾਤ
কৃষিবিদ্যা,ਖੇਤੀ ਵਿਗਿਆਨ
কৃষিবিজ্ঞান,ਖੇਤੀ ਵਿਗਿਆਨਕ
কৃষি যাজক,ਖੇਤੀਬਾੜੀ ਪੇਸਟੋਰਲ
ফসল প্রক্রিয়াকরণ,ਫਸਲ ਪ੍ਰੋਸੈਸਿੰਗ
ঘাস বিজ্ঞান,ਘਾਹ ਵਿਗਿਆਨ
ফসলের ধরন,ਫਸਲ ਦੀ ਕਿਸਮ
এপিফাইট,epiphyte
aikiochi মাটি,aikiochi ਮਿੱਟੀ
বর্ণান্ধতা,ਰੰਗ ਅੰਨ੍ਹਾਪਨ
আলফিসল,alfisol
শৈবাল,ਐਲਗੀ
শেওলা রোগ,ਐਲਗੀ ਰੋਗ
ক্ষার জল,ਖਾਰੀ ਪਾਣੀ
ক্ষারীয়,ਖਾਰੀ
বিকল্প,ਵਿਕਲਪਕ
অ্যালেলো রসায়ন,ਐਲੇਲੋ ਕੈਮਿਸਟਰੀ
অ্যালিল,ਐਲੀਲ
অ্যালিলোপ্যাথি,ਐਲੇਲੋਪੈਥੀ
ভেথি ফসল,ਵੇਥੀ ਦੀ ਫਸਲ
পরিপূর্ণতা,ਸੰਪੂਰਨਤਾ
নিষিক্তকরণ,ਗਰੱਭਧਾਰਣ ਕਰਨਾ
1. আপেক্ষিকতা 2. অ্যালোমেট্রি,1. ਰਿਲੇਟੀਵਿਟੀ 2. ਐਲੋਮੈਟਰੀ
multiploidy,multiploidy
1. প্যারাজিগোসিটি,1. ਪੈਰਾਜ਼ੀਗੋਸਿਟੀ
1. বিকল্প বছরের ফাংশন 2. বিকল্প ফাংশন,1. ਵਿਕਲਪਕ ਸਾਲ ਫੰਕਸ਼ਨ 2. ਵਿਕਲਪਕ ਫੰਕਸ਼ਨ
বিকল্প ভূমি ব্যবহার,ਬਦਲਵੀਂ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ
পরিবেশ,ਵਾਤਾਵਰਣ
সংস্কারক,ਸੁਧਾਰਕ
মাইটোসিস,ਮਾਈਟੋਸਿਸ
আমীনান,ਆਮੀਨ
ammonion,ਐਮੋਨੀਅਨ
amniferous,amniferous
1. অকার্যকর রূপ 2. অরূপী,1. ਬੇਅਸਰ ਰੂਪ 2. ਅਰੂਪੀ
উভচর মিশ্রণ,amphibian ਮਿਸ਼ਰਣ
amphoteric,ਐਮਫੋਟੇਰਿਕ
মজুদ,ਭੰਡਾਰ
1. অ্যানেরোবিক 2. অ্যানেরোবিক জীব,1. ਐਨਾਇਰੋਬਿਕ 2. ਐਨਾਇਰੋਬਿਕ ਜੀਵ
হ্যাপ্লয়েড,ਹੈਪਲੋਇਡ
কৌণিক রোপণ,ਕੋਣੀ ਲਾਉਣਾ
পশুপালন,ਪਸ਼ੂ ਪਾਲਣ
প্রাণীর মলমূত্র,ਜਾਨਵਰ ਦੇ ਮਲ-ਮੂਤਰ
জীবন্ত শক্তি,ਜੀਵਤ ਊਰਜਾ
অস্বাভাবিক,ਅਸਧਾਰਨ
এক বছর বয়সী উদ্ভিদ,ਇੱਕ ਸਾਲ ਪੁਰਾਣਾ ਪੌਦਾ
বার্ষিক,ਸਾਲਾਨਾ
1. পরমানন্দ 2. উচ্ছ্বাস,1. ਅਨੰਦ 2. ਚਮਕ
অ্যানথ্রাক্স,ਐਂਥ੍ਰੈਕਸ
নৃতাত্ত্বিক কারণ,ਮਾਨਵ-ਜਨਕ ਕਾਰਕ
বেঁচে থাকা,ਬਚਾਅ
1. অ্যান্টিবায়োটিক 2. অ্যান্টিবায়োটিক,1. ਐਂਟੀਬਾਇਓਟਿਕ 2. ਐਂਟੀਬਾਇਓਟਿਕ
বিকর্ষণকারী,ਘਿਣਾਉਣੀ
অ্যান্টিঅক্সিডেন্ট,ਐਂਟੀਆਕਸੀਡੈਂਟ
অ্যান্টিটক্সিন,ਐਂਟੀਟੌਕਸਿਨ
অনামিকা আঙুল,ਰਿੰਗ ਉਂਗਲ
1. এফিড 2. মাহু 3. চেপা,1. ਐਫੀਡ 2. ਮਹੂ 3. ਚੇਪਾ
শীর্ষ কুঁড়ি,ਚੋਟੀ ਦੇ ਮੁਕੁਲ
সর্বোচ্চ কার্যকারিতা,ਸਿਖਰ ਪ੍ਰਭਾਵ
মৌমাছি পালন,ਮਧੂ ਮੱਖੀ ਪਾਲਣ
অযৌনতা,ਅਲੌਕਿਕਤਾ
apoptosis,apoptosis
পরিশিষ্ট,ਜੋੜ
ক্ষুধার্ত,ਭੁੱਖ ਵਧਾਉਣ ਵਾਲਾ
প্রয়োগ করা,ਲਾਗੂ ਕੀਤਾ
জলজ আগাছা,ਜਲਜੀ ਬੂਟੀ
1. গাছ 2. গাছের বাসিন্দা,1. ਰੁੱਖ 2. ਰੁੱਖ ਨਿਵਾਸੀ
শাখা,ਬ੍ਰਾਂਚਿੰਗ
প্রোটোবোটানিকাল রেকর্ড,ਪ੍ਰੋਟੋਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ
জোন নম্বর,ਜ਼ੋਨ ਨੰਬਰ
1. এলাকা 2. এলাকা,1. ਖੇਤਰ 2. ਖੇਤਰ
শুষ্ক বাস্তুতন্ত্র,ਖੁਸ਼ਕ ਈਕੋਸਿਸਟਮ
cotyledon,cotyledon
সৌরভ,ਸੌਰਭ
সুগন্ধি উদ্ভিদ,ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ
সুগন্ধি চাল,ਸੁਗੰਧਿਤ ਚੌਲ
ইক্ষু পুষ্পন,ਇਕੁ ਪੁਸ਼ਪੰ ॥
অ্যাসেপটিক,ਅਸੈਪਟਿਕ
1. অ্যাসেপটিক 2. অ্যাসেপটিক,1. ਅਸੈਪਟਿਕ 2. ਅਸੈਪਟਿਕ
অস্ত্রোপচার,ਅਲੌਕਿਕ ਪ੍ਰਜਨਨ
আকার,ਆਕਾਰ
সম্পদ,ਸੰਪਤੀ
1. আত্তীকরণ 2. আত্তীকরণ,1. ਸਮੀਕਰਨ 2. ਸਮੀਕਰਨ
1. সমিতি 2. সমিতি,1. ਐਸੋਸੀਏਸ਼ਨ 2. ਐਸੋਸੀਏਸ਼ਨ
1. কলাম 2. কৃপণতা,1. ਕਾਲਮ 2. astringency
হেটেরোজাইগোসিটি,heterozygosity
1. পূর্বপুরুষ 2. অ্যাটাভিজম,1. ਪੂਰਵਜ 2. ਅਟਾਵਿਜ਼ਮ
কণা,ਕਣ
1. অনিশ্চয়তা 2. দুর্বলতা,1. ਅਪੁਸ਼ਟਤਾ 2. ਵਿਗਾੜ
স্ব জোড়া,ਸਵੈ ਜੋੜਾ
অটোলাইসিস,autolysis
1. স্বতঃস্ফূর্ত জারণ 2. স্বতঃস্ফূর্ত জারণ,1. ਸੁਭਾਵਕ ਆਕਸੀਕਰਨ 2. ਸਵੈ-ਚਾਲਤ ਆਕਸੀਕਰਨ
স্বয়ং মাল্টিপ্লেক্সড,ਸਵੈ ਮਲਟੀਪਲੈਕਸ
অক্সিন,auxin
1. কাঁপানো 2. টোড,1. ਹਿਲਾ 2. ਟੌਡ
পেনাল ভাইরাস,ਸਜ਼ਾ ਵਾਇਰਸ
1. ব্যাসিলাস 2. ব্যাসিলাস,1. ਬੇਸੀਲਸ 2. ਬੇਸੀਲਸ
1. ব্যাকটেরিয়া 2. ব্যাকটেরিয়া,1. ਬੈਕਟੀਰੀਆ 2. ਬੈਕਟੀਰੀਆ
ব্যাকটেরিয়াল টক্সিন,ਬੈਕਟੀਰੀਆ ਦੇ ਜ਼ਹਿਰ
ব্যাগাস,ਬੈਗਾਸ
ব্যালেন্স শীট,ਸੰਤੁਲਨ ਸ਼ੀਟ
সুষম সার ব্যবহার,ਸੰਤੁਲਿਤ ਖਾਦ ਦੀ ਵਰਤੋਂ
বার গ্রাফ,ਬਾਰ ਗ੍ਰਾਫ
বাকল,ਸੱਕ
1. ব্যারোমিটার 2. ব্যারোমিটার,1. ਬੈਰੋਮੀਟਰ 2. ਬੈਰੋਮੀਟਰ
1. গুঞ্জন 2. অদৃশ্য 3. অনুর্বর,1. ਬਜ਼ਰ 2. ਜੜ 3. ਬੰਜਰ
1. বেস 2. বেস 3. কাপং,1. ਅਧਾਰ 2. ਅਧਾਰ 3. ਕੱਪਾਂਗ
1. টালা 2. বেসিন,1. ਤਾਲਾ 2. ਬੇਸਿਨ
তালাবিসারি,ਤਾਲਾਬੀਸਰੀ
1. বেসিস্টেরনাম 2. রুট ধারক,1. ਬੇਸਿਸਟਰਨਮ 2. ਰੂਟ ਹੋਲਡਰ
উপসাগরীয় বর্ষা,ਖਾੜੀ ਮਾਨਸੂਨ
ফলের উদ্ভিদ,ਫਲ ਪੌਦਾ
বিছানা,ਬਿਸਤਰਾ
বিছানা উদ্ভিদ,ਬੈੱਡ ਪੌਦਾ
বিছানাপত্র,ਬਿਸਤਰਾ
বীট গুড়,ਚੁਕੰਦਰ ਗੁੜ
বেল,ਘੰਟੀ
1. স্ট্রিপ 2. ভূখণ্ড,1. ਪੱਟੀ 2. ਭੂਮੀ
লাভ-খরচ বিশ্লেষণ,ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
উচ্চাকাঙ্ক্ষী (স্যাম্পলিং),ਚਾਹਵਾਨ (ਨਮੂਨਾ)
দ্বিবার্ষিক গাছপালা,ਦੋ-ਸਾਲਾ ਪੌਦੇ
দ্বিপদ,ਬਾਇਨੋਮੀਅਲ
বায়োফ্যাক্টর,ਬਾਇਓਫੈਕਟਰ
জৈবিক জলবায়ু,ਜੈਵਿਕ ਜਲਵਾਯੂ
জৈব শক্তি,ਬਾਇਓ ਊਰਜਾ
প্রাণীজগতের বাস্তুসংস্থান,ਜੀਵ-ਜੰਤੂ ਵਾਤਾਵਰਣ
1. বায়ো-প্রসেসর 2. বায়ো-চুল্লি,1. ਬਾਇਓ-ਪ੍ਰੋਸੈਸਰ 2. ਬਾਇਓ-ਰਿਐਕਟਰ
জীবজগৎ,ਜੀਵ-ਮੰਡਲ
জৈবিক,ਬਾਇਓਟਿਕ
প্রাণীজগত,ਜੀਵ-ਜੰਤੂ
ডিভিলিঙ্গি,ਡਿਵਿਲਿੰਗੀ
ধওলান,ਧਵਲਨ
1. প্রধবাসন (রোগ) 2. দমকা রোগ,1. ਪ੍ਰਧਵਾਸਨ (ਰੋਗ) 2. ਗਸਟ ਰੋਗ
মিশ্রন,ਮਿਲਾਉਣਾ
1. আংমারী (রোগ) 2. ব্লাইট (রোগ),1. ਅੰਗਮਾਰੀ (ਰੋਗ) 2. ਝੁਲਸ (ਰੋਗ)
1. ফোস্কা 2. ফোস্কা 3. বিস্ফোরণ 4. ফোস্কা,1. ਛਾਲੇ 2. ਛਾਲੇ 3. ਫਟਣਾ 4. ਛਾਲੇ
নীল বিপ্লব,ਨੀਲੀ ਕ੍ਰਾਂਤੀ
প্ল্যানার হিটিং চেম্বার,ਪਲੈਨਰ ਹੀਟਿੰਗ ਚੈਂਬਰ
প্ল্যানার হিটিং প্রযুক্তি,ਪਲੈਨਰ ਹੀਟਿੰਗ ਤਕਨਾਲੋਜੀ
তুষ,ਬਰੈਨ
শাখা,ਬ੍ਰਾਂਚਿੰਗ
1. ডালপালা 2. উপশাখা,1. ਟਹਿਣੀ 2. ਸਬਬ੍ਰਾਂਚ
বংশবৃদ্ধি,ਨਸਲ
প্রজনন,ਪ੍ਰਜਨਨ
প্রাথমিক অঙ্কুর চিকিত্সা,ਸ਼ੁਰੂਆਤੀ ਉਗਣ ਦਾ ਇਲਾਜ
1. বাচ্চা 2. ডিম 3. ভ্রূণ,1. ਬੱਚਾ 2. ਅੰਡੇ 3. ਭਰੂਣ
উদীয়মান,ਉਭਰਦਾ
বাজেট,ਬਜਟ
1.অ্যাম্ফোটেরিক 2. বাফার,1. ਐਮਫੋਟੇਰਿਕ 2. ਬਫਰ
মিষ্টি আলু,ਮਿਠਾ ਆਲੂ
বান্ট (রোগ),ਬੰਟ (ਰੋਗ)
1. উপজাত 2. উপজাত,1. ਉਪ-ਉਤਪਾਦ 2. ਉਪ-ਉਤਪਾਦ
c আর্দ্রতা স্পেসিফিকেশন বক্ররেখা,c ਨਮੀ ਨਿਰਧਾਰਨ ਕਰਵ
তেল পিষ্টক,ਤੇਲ ਕੇਕ
1. চুন 2. ক্যালসিয়াম,1. ਚੂਨਾ 2. ਕੈਲਸ਼ੀਅਮ
ক্যালসিয়ন,ਕੈਲਸੀਓਨ
ফসফেট অপসারণ,ਫਾਸਫੇਟ ਹਟਾਉਣ
1. কিনাটা 2. কালটা,1. ਕਿਨਾਟਾ 2. ਕੈਲਾਟਾ
1.ক্যালাস 2. রশ্মি,1. ਕੈਲਸ 2. ਕਿਰਨ
1. সেপালস 2. ক্যালিক্স,1. ਸੈਪਲਸ 2. ਕੈਲਿਕਸ
বহির্মুখী শেষ,ਬਾਹਰੀ ਅੰਤ
এধা,ਏਡਾ
ক্যানকার (ব্যাকটেরিয়াজনিত রোগ),ਕੈਂਕਰ (ਬੈਕਟੀਰੀਆ ਦੀ ਬਿਮਾਰੀ)
ক্যানিং,ਕੈਨਿੰਗ
আকাশ,ਅਸਮਾਨ
অর্থায়ন,ਵਿੱਤ
পরাগায়ন (ডুমুরের),ਪਰਾਗੀਕਰਨ (ਅੰਜੀਰ ਦਾ)
1. ক্যাপসুল 2. ক্যাপসুল 3. ক্যাপসুল,1. ਕੈਪਸੂਲ 2. ਕੈਪਸੂਲ 3. ਕੈਪਸੂਲ
কার্বনাইজড,ਕਾਰਬਨਾਈਜ਼ਡ
কার্বনান,ਕਾਰਬਨਾਨ
ক্যারাপেস,carapace
ব্রেসলেট,ਬਰੇਸਲੈੱਟ
1. ঢালাই (লোহা) 2. ক্ষিপ্তি (পোকা),1. ਕਾਸਟਿੰਗ (ਲੋਹਾ) 2. ਕਸ਼ਤੀ (ਕੀੜੇ)
catabolism,catabolism
প্ররোচনা,ਪ੍ਰੇਰਣਾ
1. শুঁয়োপোকা 2. শুঁয়োপোকা,1. ਕੈਟਰਪਿਲਰ 2. ਕੈਟਰਪਿਲਰ
গ d. এন. ক সংগ্রহ,c d. ਐਨ. a ਸੰਗ੍ਰਹਿ
পরিসীমা,ਸੀਮਾ
1. কোষ 2. কোষ,1. ਸੈੱਲ 2. ਸੈੱਲ
কেন্দ্রীয় ফ্রন্ট সিস্টেম,ਕੇਂਦਰੀ ਫਰੰਟ ਸਿਸਟਮ
1. পয়েন্ট 2. ফোকাস,1. ਪੁਆਇੰਟ 2. ਫੋਕਸ
কেন্দ্রীকরণ,centrifugation
সেন্ট্রিফিউজ,ਸੈਂਟਰਿਫਿਊਜ
তারকা কেন্দ্র,ਸਟਾਰ ਸੈਂਟਰ
এপিজেনেটিক,epigenetic
কেন্দ্রজা,ਕੇਂਦਰਜਾ
তাঁত,ਲੂਮ
1. সিরিয়াল 2. সিরিয়াল,1. ਸੀਰੀਅਲ 2. ਸੀਰੀਅਲ
1. সার্টিফিকেশন 2. সার্টিফিকেশন,1. ਸਰਟੀਫਿਕੇਸ਼ਨ 2. ਸਰਟੀਫਿਕੇਸ਼ਨ
প্রত্যয়িত বীজ,ਪ੍ਰਮਾਣਿਤ ਬੀਜ
1. খড় 2. কুট্টি 3. শলক সহপাত্র,1. ਤੂੜੀ 2. ਕੁੱਟੀ 3. ਸ਼ਲਕ ਸਹਪਾਤਰਾ
1. নিভাগ 2. কৈলাজা,1. ਨਿਭਾਗ 2. ਕੈਲਜਾ
কাইমোগ্রাফি,ਕਾਇਮੋਗ੍ਰਾਫੀ
1. কিয়াজমা 2. ব্যস্ত,1. ਕੀਜ਼ਮਾ 2. ਵਿਅਸਤ
সুপার কুলিং ঘন্টা,ਸੁਪਰ ਕੂਲਿੰਗ ਘੰਟੇ
তুষারপাত ক্ষতি,ਠੰਡ ਦਾ ਨੁਕਸਾਨ
1. ভিচিরোটাকি 2. কাইমেরা,1. ਵੀਚਰੋਤਕੀ 2. ਚਿਮੇਰਾ
সবুজ porridge,ਹਰਾ ਦਲੀਆ
1. পাতা 2. সবুজ,1. ਪੱਤੇ 2. ਹਰੇ
সায়ানোসিস,ਸਾਇਨੋਸਿਸ
জৈবিক বিতরণ বিজ্ঞান,ਜੈਵਿਕ ਵੰਡ ਵਿਗਿਆਨ
1. ক্রোমাটিডস 2. অর্ধেক ক্রোমোজোম,1. ਕ੍ਰੋਮੇਟਿਡਜ਼ 2. ਅੱਧੇ ਕ੍ਰੋਮੋਸੋਮਜ਼
ক্রোমাটিন,chromatin
ক্রোমাটোগ্রাফি,ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
ক্রোমাটিনলেশন,chromatinlation
অলিন্দ বিন্দু,ਅਟਲ ਬਿੰਦੂ
ক্রোমাটোজেনেসিস,chromatogenesis
1. ক্রোমোপ্রোটিন 2. পিগমেন্টপ্রোটিন,1. ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ 2. ਪਿਗਮੈਂਟਪ੍ਰੋਟੀਨ
1. ক্রোমোজোম 2. ক্রোমোজোম,1. ਕ੍ਰੋਮੋਸੋਮਜ਼ 2. ਕ੍ਰੋਮੋਸੋਮਜ਼
1. দীর্ঘস্থায়ী 2. দীর্ঘস্থায়ী 3. দীর্ঘস্থায়ী 4. অপ্রচলিত,1. ਪੁਰਾਣੀ 2. ਪੁਰਾਣੀ 3. ਪੁਰਾਣੀ 4. ਪੁਰਾਣੀ
citrange,citrange
শরৎ উৎসব,ਪਤਝੜ ਤਿਉਹਾਰ
শ্রেণীবিভাগ,ਵਰਗੀਕਰਨ
1. কাদামাটি 2. কাদামাটি,1. ਮਿੱਟੀ 2. ਮਿੱਟੀ
1. পরিষ্কার করা 2. স্ক্রাবিং 3. পরিষ্কার করা 4. পরিশোধন,1. ਸਫਾਈ 2. ਰਗੜਨਾ 3. ਸਫਾਈ 4. ਸ਼ੁੱਧੀਕਰਨ
অবিরাম পরাগায়ন,ਲਗਾਤਾਰ ਪਰਾਗਣ
ক্রুসিফেরাস ফল,cruciferous ਫਲ
জলবায়ু,ਜਲਵਾਯੂ
জলবায়ুবিদ্যা,ਜਲਵਾਯੂ ਵਿਗਿਆਨ
শিয়ার,ਕੱਟਣਾ
পিণ্ড (কাদামাটি),ਗੰਢ (ਮਿੱਟੀ)
ক্লোন,ਕਲੋਨ
1.মেঘ 2.মেঘ,1. ਬੱਦਲ 2. ਬੱਦਲ
clump,ਝੁੰਡ
গুচ্ছ,ਝੁੰਡ
1. মোটা 2. রুক্ষ 3. কাঁচা 4. রুক্ষ,1. ਮੋਟਾ 2. ਮੋਟਾ 3. ਕੱਚਾ 4. ਮੋਟਾ
1. কভার 2. লেদারেট,1. ਕਵਰ 2. ਚਮੜਾ
কোয়া,ਕੋਯਾ
1. কোএনজাইম 2. কো-এনজাইম,1. ਕੋਐਨਜ਼ਾਈਮ 2. ਕੋ-ਐਨਜ਼ਾਈਮ
সংহতি,ਤਾਲਮੇਲ
1. ফাইবার (পাট পাট) 2. নারকেল মোটা,1. ਫਾਈਬਰ (ਜੂਟ ਜੂਟ) 2. ਨਾਰੀਅਲ ਮੋਟੇ
মুলাঙ্কুর চোলা,ਮੁਲੰਕੁਰ ਚੋਲਾ
,
কলয়েড (মাটি),ਕੋਲਾਇਡ (ਮਿੱਟੀ)
1.কলাম 2.columella,1.ਕਾਲਮ 2.ਕੋਲੁਮੇਲਾ
1. শাস্তি 2. কলাম 3. কলাম,1. ਜੁਰਮਾਨਾ 2. ਕਾਲਮ 3. ਕਾਲਮ
যোগাযোগ,ਸਾਂਝ
বাণিজ্যিক ব্যাংক,ਵਪਾਰਕ ਬੈਂਕ
1. পণ্য 2. পণ্যদ্রব্য,1. ਵਸਤੂ 2. ਵਪਾਰਕ ਮਾਲ
সম্প্রদায়,ਭਾਈਚਾਰਾ
কম্প্যাকশন (মাটির),ਮਿਸ਼ਰਣ (ਮਿੱਟੀ ਦਾ)
1. সামঞ্জস্যতা 2. সামঞ্জস্য,1. ਅਨੁਕੂਲਤਾ 2. ਅਨੁਕੂਲਤਾ
সামঞ্জস্য,ਅਨੁਕੂਲਤਾ
1. ক্ষতিপূরণ 2. ক্ষতিপূরণ,1. ਮੁਆਵਜ਼ਾ 2. ਮੁਆਵਜ਼ਾ
প্রতিযোগিতামূলক মিথস্ক্রিয়া,ਪ੍ਰਤੀਯੋਗੀ ਪਰਸਪਰ ਪ੍ਰਭਾਵ
সম্পূরক ফসল,ਪੂਰਕ ਫਸਲ
1. যৌগিক 2. জটিল,1. ਸੰਯੁਕਤ 2. ਗੁੰਝਲਦਾਰ
গঠনকারী,ਸੰਵਿਧਾਨਕ
গঠন,ਰਚਨਾ
কম্পোস্ট,ਖਾਦ
