Punjabi,English
ਐਸੀਟੌਮੂਲਮ,Acetabulum
ਐਸੀਟਲਾਈਡਾਈਡ,Acetaldehyde
ਐਸੀਟੇਲ ਰੀਜ਼ਨ,Acetyl coenzyme
ਅਮੀਥਿਨਾ,Achatina
ਅੱਕੇ,Achene type
ਅਕੇਸ਼ੀ,Achene
AchlamyDosporeae,Achlamydosporeae
ਐਸਿਡ ਬਾਰਸ਼,Acid rain
ਤੇਜਾਬ,Acidic
ਤੇਜ਼ਾਬ ਗੈਸ,Acidic gas
ਐਸਿਡਿਟੀ,Acidity
ਐਕਸੀਨਰ ਸੈੱਲ,Acinar cell
ਆਕੋਲੀਓਮੈਟ,Acoelomate
ਐਕੋਨਿਟਮ,Aconitum
ਐਕੋਰਨ ਕੀੜਾ,Acorn worm
ਧੁਨੀ ਜ਼ੋਨਿੰਗ,Acoustic zoning
ਪਾਤਰ ਪਾਤਰ,Acquired character
ਸੀਮਤ ਸੀਮਤ,Acquired immunity
ਐਕੁਆਇਰਡ ਇਮੂਨੋ ਦੀ ਘਾਟ ਸਿੰਡਰੋਮ (ਏਡਜ਼),Acquired immuno deficiency syndrome (AIDS)
ਅਰੇਂੀਆ,Acrania
ਐਸੀਰੇਸਾਈਨ ਡਾਇ,Acridine dye
ਐਕਰੋਸੀਐਸਟ੍ਰਿਕ,Acrocentric
ਐਕਰੋਮਰ,Acromion
ਅਸ਼ੋਕਲ ਤਰਤੀਬ,Acropetal sequence
ਐਕਰੋਪੇਟਲ ਆਰਡਰ,Acropetal order
ਐਕਰੋਸਿਨ,Acrosin
ਐਕਟਿਨ,Actin
ਐਕਟਿਨ ਵਰਗੇ ਪ੍ਰੋਟੀਨ,Actin-like protein
ਐਕਟਿਨੀਮੋਰਿਕ,Actinomorphic
ਐਕਟਿਨੋਮਾਈਸਾਈਟਸ,Actinomycetes
ਕਾਰਵਾਈ ਸੰਭਾਵਨਾ,Action potential
ਸਰਗਰਮ ਸਲੱਜ,Activated sludge
ਸਰਗਰਮ ਸਲੈਮ ਫਾਸਟ,Activated sludge floc
ਐਕਟੀਵੇਸ਼ਨ Energy ਰਜਾ,Activation energy
ਐਕਟਿਵ ਸਮਾਈ,Active absorption
ਕਿਰਿਆਸ਼ੀਲ ਛੋਟ,Active immunity
ਸਰਗਰਮ ਰੇਡੀਏਸ਼ਨ,Active radiation
ਐਕਟਿਵ ਸਾਈਟ,Active site
ਐਕਟੀਵੇਟ,Activin
ਅਮੀਮਿਨੇਟ,Acuminate
ਐਡਮਜ਼ੀਆ,Adamsia
ਅਨੁਕੂਲਤਾ,Adaptability
ਅਨੁਕੂਲਤਾ,Adaptation
ਚਾਨਣ ਸ਼ਾਸਨ ਲਈ ਅਨੁਕੂਲਤਾ,Adaptation to light regime
ਪਾਣੀ ਦੀ ਘਾਟ ਲਈ ਅਨੁਕੂਲਤਾ,Adaptation to water scarcity
ਅਨੁਕੂਲ ਗੁਣ,Adaptive characteristics
ਅਨੁਕੂਲ ਛੋਟ,Adaptive immunity
ਅਨੁਕੂਲ ਰੇਡੀਏਸ਼ਨ,Adaptive radiation
ਅਨੁਕੂਲ ਗੁਣ,Adaptive trait
ਏਕੈਕਸੀਅਲ ਸਤਹ,Adaxial surface
ਨਸ਼ਾ ਕਰਨ ਵਾਲੀ ਵਿਕਾਰ,Addictive disorder
ਐਡੀਨੇਨ,Adenine
ਐਡੇਨੋਕਾਰਸਪੋਰਟ੍ਰੋਪਿਨ,Adenocorticotropin
ਐਡੀਨੋਹਾਇਪਿਸਿਸ,Adenohypophysis
ਅਡੇਨੋਸਿਨ ਡਿਇਆਪਸਫੇਟ,Adenosin diphosphate
ਐਡੀਨੋਸਾਈਨ ਡਿਮੇਨਬੇਸ,Adenosine deaminase
ਐਡੀਨੋਸਾਈਨ ਮੋਨੋਫੋਸਫੇਟ,Adenosine monophosphate
ਐਡੀਨੋਸਾਈਨ ਟ੍ਰਾਈਫੋਸਫੇਟ (ਏਟੀਪੀ),Adenosine triphosphate (ATP)
ਐਡੀਨੇਲਲੇਟ ਸਾਈਕਲੇਜ,Adenylate cyclase
ਚਿਪਕਣ ਵਾਲੀ ਤਾਕਤ,Adhesive force
ਐਡਪੋਜ਼,Adipate
Adipocyte (ਚਰਬੀ ਸੈੱਲ),Adipocyte (fat cell)
ਐਡਪੋਜ਼ ਟਿਸ਼ੂ,Adipose tissue
ਐਡਨੇਟ,Adnate
ਨਾਲ ਲੱਗਦੀ ਕਮਿ Community ਨਿਟੀ,Adjoining community
ਐਡਰੀਨਲ,Adrenal
ਐਡਰੇਨਲ ਗਲੈਂਡ,Adrenal gland
ਐਡਰੇਨੋਕੋਟਰੋਪਿਕ ਹਾਰਮੋਨ (ਐਕਟਿਹ),Adrenocorticotropic hormone (ACTH)
ਐਡਰੇਨੋਕਰੋਪੋਰਟਿਕੋਟਰੋਪਿਕ ਰੀਲੀਜ਼ ਹਾਰਮੋਨ (ACTRH),Adrenocorticotropic releasing hormone (ACTRH)
ਐਡੋਰਬੈਂਟ,Adsorbent
ਇਸ਼ਤਿਹਾਰ,Adsorption
ਐਡਵਾਂਸਡ ਕੋਰਡੇਟ,Advanced chordate
ਲਾਭਦਾਇਕ ਪਰਿਵਰਤਨ,Advantageous mutation
ਸਾਹਸੀ,Adventitial
ਸਾਹਸੀ ਜੜ,Adventitious root
ਗਲਤ ਪ੍ਰਭਾਵ,Adverse effect
ਏ.ਡੀ.ਡੀ.,Aedes
ਸਭਿਆਚਾਰ ਦੀ ਹਵਾਬਾਜ਼ੀ,Aeration of culture
Énerchyma,Aerenchyma
ਏਰੀਅਲ,Aerial
ਏਰੀਅਲ ਰੂਟ,Aerial root
ਏਰੀਅਲ ਸ਼ੂਟ,Aerial shoot
ਐਰੋਬਿਕ ਸਾਹ,Aerobic respiration
ਐਰੋਬਿਕ ਸਾਹ,Aerobic respiration
ਸੁਹਜ,Aesthetics
ਖਰਾਸ਼,Aestivation
ਖਰਾਸ਼,Aestivation
ਪਿਆਰ,Afferent
ਪੱਕਾ ਐਫੀਲੀਅਸ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,Affinity chromatography
ਦੁਖੀ ਅੰਗ,Afflicted organ
ਕਥਾ,Afforestation
ਅਗਿਆਤ,Agamospermy
ਅਗਰ,Agar
ਅਗਿਆਤ,Agarose
ਅਗਾਅਰਜ਼ ਜੈੱਲ ਐਲੀਟ੍ਰੋਫੋਨਸਿਸ,Agarose gel eletrophoresis
ਅਗਿਆਤ ਪੋਲੀਮਰ ਜੈੱਲ,Agarose polymer gel
ਅਤਿ,Agast
ਅਗਾਵ,Agave
ਉਮਰ ਵੰਡ,Age distribution
ਉਮਰ ਪਿਰਾਮਿਡ,Age pyramid
Agglutate,Agglutination
ਸਮੁੱਚੀ,Aggregate
Follicle ਦਾ ਸਮੁੱਚਾ,Aggregate of follicle
Follicle ਦਾ ਸਮੁੱਚਾ,Aggregate of follicle
ਇਕੱਤਰਤਾ,Aggregation
ਹਮਲਾਵਰਤਾ,Aggressiveness
ਐਗਰੀਏਟਰ ਸਿਸਟਮ,Agitator system
ਅਗਨੀਥਾ,Agnatha
ਅਗਾਤੀ,Agouti
ਅਗਰੰਡੀ ਕਲਰੋਲੋਪਲਾਸਟ,Agranal chloroplast
ਅਗਰੂ,Agranular
ਅਗਰਾਨੂਲੋਸਾਈਟ,Agranulocyte
ਖੇਤੀ ਬਾੜੀ,Agriculture
ਐਗਰੋਫੋਰੈਸਟਰੀ,Agroforestry
ਐਗਰੋਬੈਟਰਿਅਮ ਵਿਚੋਲਗੀ,Agrobacterium mediated
ਐਗਰੋਬੈਟਰਿਅਮ ਟੋਮਫੈਕੈਨਜ਼,Agrobacterium tumefaciens
ਐਗਰੋ ਕੈਮੀਕਲ,Agrochemical
ਐਗਰੋ ਕੈਮੀਕਲ,Agrochemical
ਅਗਰੋਕਲਾਈਮੈਟਿਕ ਜ਼ੋਨ,Agroclimatic zone
ਖੇਤੀਬਾਜੀ ਗੁਣ,Agronomic trait
ਖੇਤੀਬਾੜੀ,Agronomy
ਏਡਜ਼,AIDS
ਏਅਰ ਬਲੈਡਰ,Air bladder
ੲੇ. ਸੀ,Air conditioner
ਹਵਾ ਦਾ ਰਾਹ,Air passage
ਹਵਾ ਪ੍ਰਦੂਸ਼ਣ,Air pollution
ਏਅਰ ਸੈਕ,Air sac
ਏਅਰ ਵੈਕਲੂਓਲ,Air vacuole
ਹਵਾ-ਸਾਹ,Air-breathing
ਅਲੇਨ,Alain
ਅਲੇਰੀ ਮਾਸਪੇਸ਼ੀ,Alary muscle
ਅਲਾਸਕਨ ਬ੍ਰਾ .ਨ ਰਿੱਛ,Alaskan brown bear
ਐਲਬਿਨੋ,Albino
ਆਲਬੂਗੋ,Albugo
ਐਲਬਮਿਨ,Albumin
ਐਲਬਿੰਜੀਨ ਬੀਜ,Albuminous seed
ਐਲਬਿ → ਮਿਨੂਰੀਆ,Albuminuria
ਐਲਬਟਨਮ,Alburnum
ਐਲਸੀਏਸੀ,Alcedae
Aldeyhede,Aldehyede
ਅੈਲਡੋਸਟਰੋਨ ਸਿਸਟਮ,Aldosterone system
ਅਲੇਸਟਰੋਨ,Aldosterone
ਅਲੇਪੁਰਨ ਪਰਤ,Aleurone layer
ਐਲੇਰੋਪਲਾਸਟ,Aleuroplast
ਅਲਫਾਫਾ,Alfalfa
ਐਲਗਲ ਖਿੜ,Algal bloom
ਅਲੀਗਿਨ,Algin
ਪਰਦੇਸੀ ਡੀਐਨਏ,Alien DNA
ਪਰਦੇਸੀ ਪ੍ਰਜਾਤੀ,Alien species
ਅਲਾਈਨਮੈਂਟ,Alignment
ਅਲਾਈਨਮੈਂਟ,Alignment
ਅਲੀਮੈਂਟਰੀ ਨਹਿਰ,Alimentary canal
ਅਲੀਮੈਂਟਰੀ ਸਿਸਟਮ,Alimentary system
ਐਲਿਸਮੇਸਸੀ,Alismaceace
ਐਲਕਾਲਾਇਡ,Alkaloid
ਐਲਕਲੀਨ,Alkaline
ਅਲਕਾਪਟਨੂਰੀਆ,Alkaptonuria
ਅੱਲੈਂਟੋਇਸ,Allantois
ਐਲੀ ਬਾਰੰਬਾਰਤਾ,Allele frequency
ਐਲੀਲ,Allele
ਅਲੇਲਬਿਕ ਜੋੜੀ,Allelomorphic pair
ਐਲਰਗੇਨ,Allergen
ਐਲੀਗੇਟਰ,Alligator
ਐਲੀਅਮ ਸੀ.ਪੀ.ਏ.,Allium cepa
ਆਲੋਗਮ,Allogamy
ਅਲਾਗ੍ਰਾਫਟ,Allograft
ਅਲੋਪੈਟ੍ਰਿਕ ਜਾਦੂਈ,Allopatric speciation
ਐਲੋਪੋਲਾਈਵਲਾਈਡ,Allopolyploid
ਐਲੋਸਟਰਿਕ ਪ੍ਰਭਾਵ,Allosteric effect
ਐਲੋਸਟ੍ਰਿਕ ਪਾਚਕ,Allosteric enzyme
ਐਲੋਸਟਰਿਕ ਇਨਿਹਿਬਟਰ,Allosteric inhibitor
ਐਲੋਸਟ੍ਰਿਕ ਮੈਨੂਲੇਸ਼ਨ,Allosteric modulation
ਐਲੋਸਟ੍ਰਿਕ ਸਾਈਟ,Allosteric site
ਐਲੋਸਟਰਿਕ ਰੋਕ,Allosteric inhibition
Allotetraplaidd,Allotetraploid
ਐਲਾਨਸ,Alnus
ਐਲੋ,Aloe
ਐਕਸੋਨ ਦੇ ਨਾਲ,Along the axon
ਅਲਫ਼ਾ-ਐਂਟੀਟ੍ਰਿਪਸਿਨ,Alpha-antitrypsin
ਅਲਫ਼ਾ-ਲੈਕਟਲਬੁਮਿਨ,Alpha-lactalbumin
ਐਲਪਾਈਨ ਦੀ ਸਥਿਤੀ,Alpine climate condition
ਅਲਪਾਈਨ ਮੈਡੋ,Alpine meadow
ਅਲਪਾਈਨ ਜ਼ੋਨ,Alpine zone
ਅਲਸਟੋਨੀਆ,Alstonia
ਅਲਟਰਨੇਰੀਆ,Alternaria
ਵਿਕਲਪਿਕ,Alternate
ਪੀੜ੍ਹੀ ਦੀ ਤਬਦੀਲੀ,Alternation of generation
ਉਚਾਈ ਬਿਮਾਰੀ,Altitude sickness
ਉਚਾਈ,Altitude
ਐਲਵੋਲਰ ਡੈਕਟ,Alveolar duct
ਅਲਾਈਨ,Alytes
ਅਲਜ਼ਾਈਮਰ ਰੋਗ,Alzheimer's disease
ਅਮੈਕਰਾਈਨ ਸੈੱਲ,Amacrine cell
ਅਮਰੰਥੈਸੇ,Amaranthaceae
ਅਮੈਸ਼ਨਥਸ,Amaranthus
ਅੰਬੀਨਟ ਓਮੋਟਿਕ ਗਾੜ੍ਹਾਪਣ,Ambient osmotic concentration
ਅਮੈਸਟੋਮਾ,Ambystoma
ਐਮੀਡ,Amide
ਅਮੀਨੋ ਐਸਿਡ,Amino acid
ਅਮੀਨੋ ਐਸਿਡ ਸਵੀਕਾਰਟਰ,Amino acid acceptor
ਅਮੀਨੋਸਾੱਲ ਟੀ ਆਰ ਐਨ ਏ ਸਿੰਥੇਟੇਸ,Aminoacyl t RNA synthetase
ਅਮੀਨੋਕੁਲੇਸ਼ਨ,Aminoacylation
ਅਮਿਤੋਸਿਸ,Amitosis
ਅਮੋਨੀਆ,Ammonia
ਅਨੁਮੋਧ,Ammonification
ਅਮੋਨੋਟੇਲਿਜ਼ਮ,Ammonotelism
ਅਮਨੀਓਸੈਂਟੀਸਿਸ,Amniocentesis
ਅਮਨੀਓਸੈਂਟੀਸਿਸ ਤਕਨੀਕ,Amniocentesis technique
ਅਮਨੀਓਸਾਈਟ,Amniocyte
ਅਮਨੀਅਨ,Amnion
ਅਮਨੀਓਟਿਕ ਤਰਲ,Amniotic fluid
ਐਮਨੀਓਟਿਕ ਝਿੱਲੀ,Amniotic membrane
ਅਮਨੀਓਟਿਕਯੂ,Amniotic sac
ਅਮੋਬਾ,Amoeba
ਅਮੀਓਬੋਸਾਈਟ,Amoebocyte
ਅਮੀਬੋਇਡ,Amoeboid
ਅਮੀਬੋਇਡ ਲਿੰਫੋਸਾਈਟ,Amoeboid lymphocyte
ਅਮੀਬੋਇਡ ਅੰਦੋਲਨ,Amoeboid movement
ਅਮੋਰੈਫਸ,Amorphous
ਦੀ ਰਕਮ,Amount
ਅਮੀਫੇਟਾਮਾਈਨ,Amphetamine
ਅਮਫੀਬੀਆ,Amphibia
ਐਫੀਬੀਅਨ,Amphibian
ਐਫੀਬੀਅਨ,Amphibian
Amphioxus,Amphioxus
Amphioxus Lannolotus,Amphioxus lanceolatus
ਐਮਫੀਪਾਥਿਕ,Amphipathic
ਐਮਫੀਪਾਥਿਕ ਲਿਪਿਡ,Amphipathic lipid
ਅਮਫੀਸਾਰਕਾ,Amphisarca
ਐਂਪੀਸਿਲਿਨ,Ampicillin
Ampulla,Ampulla
ਐਮਪੁੱਲੇਰੀ ਗਲੈਂਡ,Ampullary gland
ਅਮੀਗਡਲ,Amygdal
ਅਮੀਗਡੇਲ,Amygdale
ਅਮੀਗਡਲਿਨ,Amygdalin
ਐਮੀਲੇਸ,Amylase
ਅਮੋਲੋਪਲਾਸਸਟ,Amyloplast
ਅਨਬਾਨਾ,Anabaena
ਅਨਬਾਸ,Anabas
ਐਨਾਬੋਲਿਕ ਮਾਰਗਾਂ,Anabolic pathways
ਐਨਾਬੋਲਿਜ਼ਮ,Anabolism
ਅਨਾਕਾਰਿਆਸੀ,Anacardiaceae
ਅਨੀਮੀਆ,Anaemia
ਅਨੀਰੋਬ,Anaerobe
ਅਨੈਰੋਬਿਕ ਬਾਲਣ,Anaerobic fuel
ਅਨੈਰੋਬਿਕ ਸਾਹ,Anaerobic respiration
ਅਨੈਰੋਬਿਕ ਸਲੈਗ ਡਿਜਸਟਰ,Anaerobic sludge digester
ਅਨੀਰੋਬਿਕ,Anaerobic
ਅਨਾਮਾ,Anaima
ਗੁਦਾ,Anal
ਗੁਦਾ,Anal
ਗੁਦਾ ਅਪਰਚਰ,Anal aperture
ਗੁਦਾ ਕਰਬੇਲੀ,Anal cerci
ਗੁਦਾ ਲੂਪ,Anal loop
ਗੁਦਾ ਸ਼ੈਲੀ,Anal style
ਸਮਾਨ,Analogous
ਸਮਾਨ,Analogous
ਸਮਾਨਤਾ,Analogy
ਸਮਾਨਤਾ,Analogy
ਵਿਸ਼ਲੇਸ਼ਣ,Analysis
ਐਨਾਫਸੇਸ,Anaphase
ਐਨੀਟੋਮਿਕ ਬੈਰੀਅਰ,Anatomic barrier
ਐਨਾਟੋਮਿਕਲ ਪਹਿਲੂ,Anatomical aspect
ਐਨੀਟੋਮਿਸਟ,Anatomist
ਸਰੀਰ ਵਿਗਿਆਨ,Anatomy
ਪੂਰਵਜ ਵੰਸ਼ਜ ਕ੍ਰਮ,Ancestor descendant sequence
ਜੱਦੀ ਵੰਸ਼ਜ,Ancestral lineage
ਪੂਰਵਜ ਕ੍ਰਮ,Ancestral sequence
ਐਸੀਕੇਲੋਸਟੋਮਾ,Ancylostoma
ਐਂਡਰੋਸੀਅਮ,Androecium
ਐਂਡਰੋਜਨ,Androgen
ਅਨੀਮੀਆ,Anemia
ਅਨੀਮੋਨ,Anemone
ਅਨੀਉਟਲੋਇਡ,Aneuploid
ਅਨੀਯੁਰਾਕੀਡੀ,Aneuploidy
ਐਨਜਾਈਨਾ,Angina
ਐਂਜੀਗਰਾਮ,Angiogram
ਐਂਜੀਓਗ੍ਰਾਫ,Angiograph
ਐਂਜੀਓਗ੍ਰਾਫੀ,Angiography
ਐਂਜੀਓਪਲਾਸਟੀ,Angioplasty
ਐਂਜੀਓਸਪਰਸਮ,Angiosperm
ਐਂਜੀਓਟੈਨਸਿਨ,Angiotensin
ਐਂਜੀਓਟੈਨਸਿਨੋਜਨ,Angiotensinogen
ਐਂਗਲਰ ਮੱਛੀ,Angler fish
ਅੰਗੀਨਾ,Anguina
Anguiss,Anguis
ਜਾਨਵਰ,Animal
ਜਾਨਵਰ,Animal
ਜਾਨਵਰ ਗੋਬਰ,Animal dung
ਪਸ਼ੂ ਪਾਲਣ,Animal husbandry
ਜਾਨਵਰ ਕੈਰੀਓਟਾਈਪਿੰਗ,Animal karyotyping
ਪਸ਼ੂ ਰਾਜ,Animal kingdom
ਜਾਨਵਰਾਂ ਦੇ ਟਿਸ਼ੂ,Animal tissue
ਯੰਤਰੀਆ,Animalia
Anion,Anion
ਐਨਿਸੋਟ੍ਰੋਪਿਕ ਬੈਂਡ,Anisotropic band
ਐਂਲਿੰਗਿੰਗ,Annealing
ਅੰਨੇਲਿਡ,Annelid
ਅਨਲਿਲਡਾ,Annelida
ਸਾਲਾਨਾ ਰਿੰਗ,Annual ring
ਅੰਨਟੇਡ,Annulated
ਸਾਲ,Annule
ਅਸਧਾਰਨ ਕਿਸਮ,Anomalous type
ਐਨਾਓਫੇਲਜ਼,Anopheles
ਕੀੜੀ ਹੈਟਰ,Ant eater
ਵਿਰੋਧੀ,Antagonistic
ਅੰਟਾਰਕਟਿਕ,Antarctic
ਐਂਟੀਨਾ,Antenna
ਐਂਟੀਨਾ ਕੰਪਲੈਕਸ,Antenna complex
ਐਨਟੇਨਲ ਗਲੈਂਡ,Antennal gland
ਪਿਛਲੇ (ਵੈਂਟ੍ਰਲ) ਸਲੇਟੀ ਸਿੰਗ,Anterior (ventral) gray horn
ਐਂਟੀਰੀਫਾਈਫਾਈਸਿਸ,Anterior hypophysis
ਐਂਟੀਰੀਅਰ ਇੰਟਰਵੈਂਟ੍ਰਿਕੂਲਰ ਸੂਲਕਸ,Anterior interventricular sulcus
ਐਂਥਰ,Anther
ਐਂਥਰ ਸਭਿਆਚਾਰ,Anther culture
ਐਂਡਰਾਈਡਿਅਮ,Antheridium
ਐਂਡਰੋਜ਼ੋਇਡ,Antherozoid
ਐਂਥਸੋਰੋਸ,Anthoceros
ਐਂਥੋਸਰੋਟੋਫਡਾਡਾ,Anthocerotopsida
ਐਂਥ੍ਰੈਕਸ,Anthrax
ਐਂਥ੍ਰੋਪੋਜਾਈਜਡ ਅਲੋਪ,Anthropogenic extinction
ਮਾਨਵ-ਵਿਗਿਆਨ,Anthropology
ਐਂਟੀਬੈਕਟੀਰੀਅਲ,Antibacterial
ਐਂਟੀਬਾਇਓਟਿਕ ਪੈਨਸਿਲਿਨ,Antibiotic penicillin
ਐਂਟੀਬਾਇਓਟਿਕ ਰੋਧਕ,Antibiotic resistant
ਐਂਟੀਬਾਇਓਟਿਕ (ਜ਼),Antibiotic(s)
ਐਂਟੀਬਾਡੀ,Antibody
ਐਂਟੀਬਾਡੀ ਜੋੜਾ,Antibody couple
ਐਂਟੀਬਾਡੀ ਵਿਚੋਲੀ ਛੋਟ,Antibody mediated immunity
ਐਂਟੀਕੋਆਗੂਲੈਂਟ,Anticoagulant
ਐਂਟੀਕੋਡਨ ਲੂਪ,Anticodon loop
ਰੋਗਾਣੂਨਾਸ਼ਕ,Antidepressant
ਐਂਟੀਡੀਯੂਯੂਰੀ ਹਾਰਮੋਨ (ਏਡੀਐਚ),Antidiuretic hormone (ADH)
ਐਂਟੀਗਨ ਜੀਨ,Antigen gene
ਐਂਟੀਗਨ-ਐਂਟੀਬਾਡੀ ਕੰਪਲੈਕਸ,Antigen-antibody complex
ਐਂਟੀਗੈਨਿਕ ਨਿਰਣਾਇਕ,Antigenic determinant
ਐਂਟੀਨੂਪਸ਼ਨਲ ਫੈਕਟਰ,Antinutritional factor
ਐਂਟੀਆਕਸੀਡੈਂਟ,Antioxidant
ਐਂਟੀਪੰਡੀਲ ਨਿ le ਕਲੀਅਸ,Antipodal nucleus
ਤਣਾਅ ਵਿਰੋਧੀ ਆਰ ਐਨ ਏ,Anti-sense RNA
ਐਂਟੀਵਾਇਰਲ ਪ੍ਰੋਟੀਨ,Antiviral protein
ਗੜਬੜ,Antrum
Ul ਿੱਲ,Anucleate
ਗੁਦਾ,Anus
ਚਿੰਤਾ ਵਿਕਾਰ,Anxiety disorder
ਏਓਰਟਿਕ ਆਰਕ,Aortic arch
ਏਓਰਟਿਕ ਗੈਂਗਲੀਅਨ,Aortic ganglion
ਅੌਰਥਿਕ ਸੇਮਿਲਿ un ਨਰ ਵਾਲਵ,Aortic semilunar valve
ਏਓਰਟਿਕ ਵਾਲਵ,Aortic valve
ਏਪੀਸੀ (ਐਨਾਫਸੇਸ ਕੰਪਲੈਕਸ ਨੂੰ ਉਤਸ਼ਾਹਤ ਕਰਨਾ),APC (anaphase promoting complex)
ਏਪ ਵਰਗੀ ਯੂਨੀਅਨ,Apelike ancestor
Aphid,Aphid
ਐਫਰੋਡਾਈਟ,Aphrodite
ਏਪਿਕਲ ਦਬਦਬਾ,Apical dominance
Apical Pad,Apical pad
Apsiculturuse,Apiculture
ਏਪਿਸ ਇੰਡੀਕਾ,Apis indica
ਏਪਲਾਨੋਸਪੌਰ,Aplanospore
ਅਫਲਸੀਆ,Aplysia
ਅਪਰੋਕਾਰ ਪੀਫਾ,Apocarpae
ਅਪੋਕੌਰਪਸ,Apocarpous
ਅਪੋਕੌਰਪਸ ਅੰਡਾਸ਼ਯ,Apocarpous ovary
ਅਪਕ੍ਰਾਈਨ ਗਲੈਂਡ,Apocrine gland
ਅਪੋਜੀਮ,Apoenzyme
ਅਪਮਾਨਜਨਕ,Apomict
ਅਪੋਮਿਕਸ,Apomixis
ਅਪੋਪਲਾਸਮ,Apoplasm
Apoplasict ਬਿਸ਼ਵੇ,Apoplastic pathway
ਅਪੋਪੋਟੋਸਿਸ,Apoptosis
ਉਪਕਰਣ,Apparatus
ਹੈਂਡੀਕੀਲ ਪਿੰਜਰ,Appendicular skeleton
ਕਲੇਕਮ ਦਾ ਅੰਤਿਕਾ,Appendix of the caecum
ਐਪਲ ਸਨੈਲ,Apple snail
ਐਕਵਾਇਲਚਰ,Aquaculture
ਐਕੁਆਪੋਰਿਨ,Aquaporin
ਐਕੁਆਟਿਕ ਐਂਪੀਬੀਅਨ,Aquatic amphibian
ਜਲ,Aquatic form
ਜਲ-ਰਹਿਤ ਰਿਹਾਇਸ਼,Aquatic habitat
ਜਲਮਿਆਵ,Aquatic organism
ਜਲ,Aquatic plant
ਐਕੁਆਟਿਕ ਸਾਹ,Aquatic respiration
ਜਲੂੜ ਤਰਲ,Aqueous fluid
Quice ਹੰਸ਼,Aqueous humur
ਜਲਮਈ ਅੰਗੂਰ-ਸੈਲੂਲਰ ਤਰਲ,Aqueous intra-cellular fluid
ਜਲਮਈ ਨਮੂਨਾ,Aqueous sample
ਜਲੂਣ ਦਾ ਹੱਲ,Aqueous solution
ਅਕੂਲਾ,Aquila
ਅਰੇਮੀਡੋਪਿਸ,Arabidopsis
ਅਰਾਚਨੀਡਾ,Arachnida
ਅਰਾਚਨੋਇਡ,Arachnoid
ਅਰਨੀਅਸ,Araneus
ਆਰਬੋਰਸੈਂਟ,Arborescent
ਆਰਬੋਰਸੈਂਟ ਲਾਇਕੋਪਡ,Arborescent lycopod
ਪੁਰਾਤੱਤਬੀਟਰੀਆ,Archaebacteria
ਆਰਚੀਗੋਨੀਅਮ,Archegonium
ਆਰਚੀਪਲੇਗੋ,Archipelago
ਆਰਕਟਿਕ,Arctic
ਆਰਕਟਿਕ ਟੇਰ,Arctic tern
ਆਰਕਟਿਕ ਟੁੰਡਰਾ,Arctic tundra
ਅਰਦੀਸ,Ardea
ਅਬੀਲਰ ਟਿਸ਼ੂ,Areolar tissue
ਐਜਮੋਨ (ਪੱਕੇ ਭੁੱਕੀ),Argemone (prickly poppy)
ਐਜਮੋਨ ਮੈਕਸੀਕਾ,Argemone mexicana
