Bengali,Hindi
বাফারিং,रोधन
বাফার ক্ষমতা,रोधन क्षमता
বান্দর,बन्दर
বাট্রেস,पुश्ता
সি-দিগন্ত,c-संस्तर/c-होराइजन
তারের,तार/केबल
তারের ছাঁচনির্মাণ,तारगढ़ाई
ক্যাবলিং,केबिल तंत्र
কেবিন,केबिन
কেবিন হুক,केबिन अंकुश
মন্ত্রিসভা,मंजूषा
ক্যাবল্টের পদত্যাগ,ध्वनि शोषण चादर
ক্যাফেটারিয়া,कैफेटेरिया
খাঁচা,पिंजरा
খাঁচা নির্মাণ,पिंजरानुमा निर्माण
কেইনের সূত্র,केनसूत्र
কাইসন,कैसन (या कॉफर)
ক্যাসন রোগ,कैसन रोग
ক্যাসন ফাউন্ডেশন,केसन नींव
Caisson pile,कैसन पाइल
চুনযুক্ত ইট,चूनेदार ईंट
চুনযুক্ত কাদামাটি,चूनेदार मिट्टी
চুনযুক্ত ভূত্বক,चूनेदार पपड़ी
ক্যালসিফিকেশন,केल्सीकरण
ক্যালসিনেশন,निस्तापन
ক্যালসিন,कैलसाइन
ক্যালসাইট,कैल्साइट
ক্যালসিয়াম-অ্যালুমিনেট সিমেন্ট,कैल्शियम एल्यूमिनेट सीमेंट
ক্যালসিয়াম-সিলিকেট ইট,कैल्शियम सिलीकेट ईंट
ক্যালসিয়াম-সিলিকেট হাইড্রেট,कैल्शियम सिलिकेट हाईड्रेट
ক্যালিছে,कालीचे
ক্যালিফোর্নিয়া ভারবহন অনুপাত,कैलिफोर्निया असर अनुपात
ক্যালিপার,केलिपर
ক্যালোরিমিটার,कैलोरीमीटर
ক্যাম্বার,न्युब्ज़ता/कैम्बर
খাল,नहर
ক্যানোপি,कैनॉपी
ক্যান্টিলিভার ফুটিং,बहुधारन पद
ক্যাপ,टोपी
ক্ষমতা,धारिता
আইল ট্র্যাকের ক্ষমতা,रेल पथ क्षमता
ক্যাপ তারের,टोपी कंडरा
কৈশিকতা,केशिकत्व
কৈশিক বিরতি,केशिका विच्छेद
কৈশিক প্রবাহ,केशिका प्रवाह
কৈশিক আর্দ্রতা বা কৈশিক জল,केशिका आर्द्रता या केशिका जल
কৈশিক ছিদ্র স্থান,केशिका रंध्र अवकाश
কৈশিক ছিদ্র,केशिका रंध्रता
কৈশিক স্থান,केशिका अवकाश
ক্যাপচার বেগ,प्रग्रहण वेग
কার্বনেশন,कार्बोनेशन
কার্বন কালো,कार्बन काजल
কাস্টবল অবাধ্য,ढलने योग्य उच्च तापसह
কাস্ট-ইন-প্লেস বা কাস্ট-ইন-সিটু,स्वस्थान ढली
কাস্ট-ইন-প্লেস গাদা,यथास्थान बनाई पाइल
ক্যাস্টর,कैस्टर
ঢালাই পাথর,ढला पत्थर
প্রভাবক,उत्प्रेरक
ক্যাটেনা,मृदा श्रृंखला
বিড়ালের মুখ,विडाल मुख
বিড়ালের মাথা,कैट हैड
ক্যাটান,धनायन
বিড়াল হাঁটা,कैट बॉक
গহ্বরের ক্ষতি,कोटरन क्षति
সেলাইট,सेलाइट
সেলুলার কংক্রিট,कोशिकीय कंक्रीट
সেলুলার নির্মাণ,कोशिकीय निर्माण
সিমেন্ট,सीमेंट
"সিমেন্ট, বিটুমিনাস",बिटुमनी सीमेंट
"সিমেন্ট, উচ্চ শক্তি",शीघ्र सामर्थ्य सीमेंट
"সিমেন্ট, জলবাহী",जलीय सीमेंट
"সিমেন্ট, কম তাপ",न्यून ऊष्मा सीमेंट
"সিমেন্ট, রাজমিস্ত্রি",चिनाई सीमेंट
"সিমেন্ট, প্রাকৃতিক",प्राकृतिक सीमेंट
"সিমেন্ট, পোর্টল্যান্ড",पोर्टलैंड सीमेंट
"সিমেন্ট, পোর্টল্যান্ড ব্লাস্ট ফার্নেস স্ল্যাগ",पोर्टलैंड वात्या-भट्टी धातुमल सीमेंट
"সিমেন্ট, পোর্টল্যান্ড পোজোলান",पोर्टलैंड पोजोलॉन सीमेंट
"সিমেন্ট, স্ল্যাগ",सीमेंट धातुमल
"সিমেন্ট, সালফেট প্রতিরোধী",सल्फेट प्रतिरोधी सीमेंट
"সিমেন্ট, সুপার সালফেটেড",सुपरसल्फेटेड सीमेंट
"সিমেন্ট, সাদা",श्वेत सीमेंट
সিমেন্ট-সমষ্টি অনুপাত,सीमेंट मिलावा अनुपात
সিমেন্ট সামগ্রী,सीमेंट अंश
সিমেন্ট জেল,सेमेंट जेल
সিমেন্টের বন্দুক,सीमेंट गन
সিমেন্টের ভাটা,सीमेंट भट्टी
সিমেন্ট পেইন্ট,सीमेंट प्रलेप
সিমেন্ট প্লাস্টার,सीमेंट प्लास्टर
সিমেন্ট শিলা,सीमेंट शैल
সিমেন্ট স্লারি,सीमेंट घोल
সিমেন্ট স্টোরেজ,सीमेंट भंडारण
সিমেন্টেশন প্রক্রিয়া,सीमेंटीकरण प्रक्रम
কেন্দ্রীভূত করা,ढूला
সেন্টারিং এবং শাটারিং,ढूला बनाना
কেন্দ্রীয় মিশ্র কংক্রিট,केन्द्रीय मिश्रित कंक्रीट
কেন্দ্রীয় মিশুক,केन्द्रीय मिश्रक
কেন্দ্রাতিগ পাখা,अपकेन्द्री पंखा
চক,खड़िया
চেম্ফার,शैम्फर
চেম্ফার ফালা,निष्कोणन पत्ती
চ্যানেল বিম,चैनल धरन
চরিত্রগত লোড,अभिलाक्षणिक भार
চারিত্রিক শক্তি,अभिलाक्षणिक सामर्थ्य
বন্ধ চার্জ,शुल्क माफी
চার্জিং,भरण
চেক করা হচ্ছে,तरेड़न
রাসায়নিক বন্ধন,रासायनिक आबंध
চেরনোজেম,चर्नोजेम
চেস্টনাট মাটি,चैस्टनट मृदा
চিমনি নর্দমা,धुआरा पनाली
চিপ বোর্ড,अपखण्ड फलक
চিপিং,छीलना
চিপস,दाना
চুট,ढलवा नाली
শ্রেণী (কংক্রিটের),श्रेणी (कंक्रीट की)
কাদামাটি,मृत्तिका
কাদামাটি বিষয়বস্তু,मृत्तिका अंश
মাটির প্যান,मृत्तिका दृढ़ पटल
পরিস্কার করা,सफाई द्वार
পরিষ্কার কর,निर्वात सुधार
ক্লিট,गुटका
ক্লিঙ্কার,क्लिंकर
ক্লিপ,क्लिप
জমাট বাঁধা,स्कंदन
মোটা সমষ্টি,स्थूल समुच्चय/मोटा मिलावा
মোটা দানাদার মাটি,स्थूल कणीय मृदा
কোট,कोट
কফার বাঁধ,कॉफर बाँध
সংহতি,ससंजन
কলয়েড,कोलाइड
কোলয়েডাল আর্দ্রতা সমতুল্য অনুপাত,कोलाइडी-आर्द्रता तुल्यांक अनुपात
কলয়েডাল সিস্টেম,कोलाइडी प्रणाली या कोलाइडी सम्मिश्रण
কোলুভিয়াল মাটি,मिश्रोढ़ मृदा
কলাম,स्तम्भ/टेक/संपीडांग
কম্বড ফিনিস,कंकतित परिष्कृति
সম্মিলিত পাদদেশ,संयुक्त पाद
মিলিত জল,संयुक्त जल
বৈঠকখানা,सामान्य कक्ष
সমাপনী সনদ,पूर्णावस्था प्रमाण पत्र
উপাদান বর্গক্ষেত্র,अंग वर्ग
কংক্রিট,कंक्रीट
কংক্রিশন,कंकड़ स्तरन
একত্রিত হার/সমতল হার,समेकित दर या एक समान दर
দূষক,दूषणकारक
আলকোভ রান্না করা,खाना रखने स्थान
মোকাবিলা করা,मुंडेर/कोपिंग
করবেল,टोड़ा
কার্নিস,कॉनिस
কাপলার,युग्मक
"যুগল, দ্বিগুণ",द्वि-युग्मक
"কাপলার, পুটলগ",कड़ी युग्मक
"কাপলার, সুইভেল",भ्रामी युग्मक
কোর্স,रद्दा
র্যান্ডম ধ্বংসস্তূপ রাজমিস্ত্রি কোর্স করা,बेतरतीब रद्देदार ढोका चिनाई
ঢাকা এলাকা,आच्छादित क्षत्र
হামাগুড়ি,विसर्पण
ক্রীপ সহগ,विसर्पण गुणांक
ক্রোটোভাইন,क्रोटोवाइन
কাকের পা,काक पाद
চূর্ণবিচূর্ণ গঠন,आचूर्ण संरचना
প্রতিবন্ধক,कर्ब
কারেন্ট,धारा
বক্ররেখা প্রতিরোধের,वक्र-प्रतिरोध (रेल)
স্যাঁতসেঁতে প্রুফ কোর্স,आर्द्रतारोधी स्तर
সমাপ্তির তারিখ,पूर्ण होने की तिथि
মৃত লোড,अचल भार
মরা জল,धीर जल
ডেসিবেল,डेसीबल
ডিফ্লোকুলেশন,अनूर्पान
বায়ুচলাচল বা বায়ু স্থান অনুপাত ডিগ্রী,वातन कोटि या वायु अवकाश अनुपात
সমষ্টির ডিগ্রি,समुच्चयन कोटि
বিচ্ছুরণ ডিগ্রী,प्रकीर्णन कोटि
স্যাচুরেশন ডিগ্রী,संतृप्ति कोटि
ঘনত্ব,घनता (आवासीय)
মরুভূমির ফুটপাথ,भरू कुट्टिम
মরুভূমির মাটি,मरू मृदा
বিস্তারিত,विस्तृत विवरण
উন্নয়নের সময়কাল,विकास अवधि
ডি-দিগন্ত,Dसंस्तर/Dहोराइजन
তির্যক বন্ধন,विकर्ण चाल
ডায়াগ্রাম,आरेख
ডিজিটাল ডক,आंगुलिक गोदी
পার্থক্য জলের হার,अन्तरात्मक जल दर
পাতলা বায়ুচলাচল,तनुता संवातन
ডিলুভিয়াম,पूरोढक
খাবার কক্ষ,भोजन कक्ष
দিকনির্দেশনা পেগ,दिशा निर्धारक खूँटी
বিচ্ছুরণ,प्रकीर्णन
ডিস্টেম্পার,डिस्टेम्पर
ডক,गोदी
দরজা,1. द्वार 2. कपाट
ডর্মার,छत वातायन
ডর্মার চেক,छत वातायन पृष्ठ
ডাবল ফ্লেমিশ বন্ড,दोहरी फ्लेमिश चाल
ডবল লেয়ার,दोहरी परत
দোয়েল,गुज्झी
অঙ্কন বোর্ড,आरेखन पट्ट/ड्राइंग बोर्ड
বৈঠকখানা,बैठक
প্রবাহ,1. प्रक्षेप 2. ड्रिफ्ट 3. गुल्ली
শুকনো বাল্বের তাপমাত্রা,शुष्क बल्ब तापक्रम
শুকনো ডক,शुष्क गोदी
শুকনো রাবার রাজমিস্ত্রি,शुष्क ढोका चिनाई
ডাচ বন্ড,डच चाल
বামন প্রাচীর,बौनी दीवार
বাস ইউনিট,आवासीय यूनिट
ইভ,ओलती
ইভস নর্দমা,ओलती नाली
অর্থনৈতিক সম্ভাব্যতা,आर्थिक संभाव्यता या आर्थिक औचित्य समर्थन
এক্টোডাইনামরফিক মাটি,एक्टोडाइनेमोर्फिक मृदा
এডি,भँवर
কার্যকরী আকার,कण का प्रभावी आमाप
প্রস্ফুটিত,उत्फुल्लन
বর্জ্য,सहायक सरित
উচ্চতা,उद्विक्षेप
ইলুভিয়েশন,अवक्षालन
এলুভিয়াম,अवक्षाल
এন্ডোডাইনামরফিক মাটি,अंतर्गतिज मृदा
ইঞ্জিনিয়ারিং সম্ভাব্যতা,इंजीनियरी संभाव्यता
ইংরেজি বন্ড,इंग्लिश चाल
ইংরেজি বাগান প্রাচীর বন্ধন,इंग्लिश गार्डन वाल चाल
"EPM (প্রতি মিলিয়নের সমতুল্য),&quot;",ईं.पी.एम. (प्रतिमिलियन तुल्य)
সমান ওজন,समतुल्य भार
অর্গ,अर्ग
বিনিময়যোগ্য,विनिमययोग्य
বিনিময়যোগ্য অম্লতা,विनिमेय अम्लता
বিনিময়যোগ্য সোডিয়াম শতাংশ (ESP),विनिमेय सोडियम प्रतिशतता
ই এস পি,धनायन विनिमय क्षमता
এক্সচেঞ্জ অ্যাসিডিটি,विनिमय अम्लता
এক্সচেঞ্জ কমপ্লেক্স,विनिमय सम्मिश्र
নিষ্কাশন,निर्वात/रेचन
উন্মুক্ত ফিনিস,अनावरित परिष्कृति
আই,गवाक्ष
ভুরু,आई ब्रो
সম্মুখ,मोहरा/अग्रभाग
বন্ড সম্মুখীন,पार्श्व चाल
নিরাপত্তার ফ্যাক্টর,सुरक्षा गुणांक
পতন,प्रवणता
ফেসিয়া,मुख पट्टी
ফেসিয়া বোর্ড,मुख पट्टी बोर्ड
দোষ,भ्रंश
মাঠের আর্দ্রতা,क्षेत्रीय नमी
চূড়ান্ত আর্দ্রতা সমতুল্য,क्षेत्रीय आर्द्रता तुल्यांक
ফিলেট (মর্টার),मसाले की चपती/फिलेट
চূড়ান্ত,कलश
চূড়ান্ত পরিমাপ,अंतिम मापन
চূড়ান্ত অর্থপ্রদান,अंतिम भुगतान
চূড়ান্ত প্রাক চাপ,अंतिम पूर्व प्रतिबल
চূড়ান্ত উত্তেজনা,अंतिम तनाव
আর্থিক সম্ভাব্যতা,वित्तीय संभाव्यता
সূক্ষ্ম সমষ্টি,महीन समुच्चय/बारीक मिलावा
ফিসার্ড শিলা,विदीर्ण शैल
পতাকা পাথর,पटिया पत्थर
ফ্লেমিশ বন্ড,फ्लेमिश चाल
ঝলকানি,फ्लैशिंग/जल रोधी झिल्ली
চটকদার স্রোত,सद्योवेगी सरिता
সমতল ছাদ,सपाट छत
ফ্লেচে,फलीके
ফ্লেমিশ গার্ডেন ওয়াল বন্ড,फ्लेमिश गार्डन वाल चाल
চকমকি,चकमक प्रस्तर
চকমকি দেয়াল,फ्लिंट दीवार
ভাসমান মেঝে,प्लवमान फर्श
ফ্লোকুলেশন,उर्णन
ফ্লোকুলেশন সীমা,ऊर्णन सीमा
ফ্লোকুলেশন অনুপাত,ऊर्णन अनुपात
ফ্লোকুলস,ऊर्णिका
মেঝে,फर्श
মেঝে সিল,फर्शरुद्धक/फर्श सील
প্রবাহ,प्रवाह
ওঠানামা,उच्चावचन
ফুটিং,पाद
ফাউন্ডেশন,नींव
ফ্রি ফল ব্যারো টপিং মিক্সার,मुक्त प्रपात बैरो उद्वर्ती मिश्रक
ফ্রি ফল মিক্সার (ড্রাম টাইপ),मुक्त प्रपात मिश्रक (ढोल के आकार का)
বিনামূল্যে পাথর,मुक्त पत्थर
ফ্রেশেট,नदीपूर
ঘর্ষণ গাদা,घर्षण पाइल
ব্যাঙ,किश्ती/फॉग
গ্যাবল,त्रयंकी
গ্যাবলেট,लघु त्रयंकी
গ্যাম্বেলের ছাদ,गैमबरेल छत
গেজ,गेज (रेल पथ)
পরিমাপক বিভাগ,प्रमापन परिच्छेद
গেজিং স্টেশন,प्रमापन स्थल
সাধারণ অবস্থান পরিকল্পনা,सामान्य अवस्थापन अनुविक्षेप
সাধারণ বায়ুচলাচল,सामान्य संवातन
G দিগন্ত বা gley দিগন্ত,संस्तर या ग्ले संस्तर
হিমবাহ পর্যন্ত,हिमगोलाश्म मृत्तिका
জিনিস,नाइस
গুডস ইয়ার্ড,माल यार्ड
গ্রেডিয়েন্ট প্রতিরোধ,प्रवणता प्रतिरोध
গ্রানাইট,ग्रेनाइट
দানাদার গঠন,दानेदार संरचना
দানাদার,कणनन
কণিকা,दाना
মহাকর্ষীয় জল মুক্ত জল,गृरूत्व जल या मुक्त जल
গ্র্যাভিটেশনাল ইয়ার্ড,मार्शलिंग गुरुत्वीय यार्ड
মহান মাটি গ্রুপ,बृहत् मृदा समूह
গ্রিলেজ ফাউন্ডেশন,झंझरी/ग्रिलेज नींव
স্থল হাত ছাঁচনির্মাণ,भूहस्त पथाई
দলবদ্ধ ডক,समूहित गोदी
গ্রুপ হাউজিং,सामूहिक आवासन
অতিথি কক্ষ,अतिथि कक्ष
নর্দমা,नाली
নর্দমা বহনকারী,नाली धारक
গটার চেক,नाली रोधक
হাতুড়ি ড্রেসিং,हथौड़ा गढ़ाई
হারবার,पोताश्रय
আশ্রয়ের পোতাশ্রয়,आश्रय देने वाले पोताश्रय
শক্ত প্যান,कठोर तल
হেডার,तोड़ा/हैडर
হেডার বন্ড,तोड़ा/हैडर चाल
হেডার কোর্স,तोड़ा रद्दा
হেড গেটের গঠন,मुख फाटक संरचना
খালের প্রধান,नहर का शीर्ष
হেড রেগুলেটর,मुख नियंत्रक
হেরিং হাড়ের বন্ধন,लहरिया चाल
হার্টিং,भरत
ভিজানোর তাপ,सिक्तन उष्मा
উচ্চ অ্যালুমিনা সিমেন্ট,अक्षि-एल्यूमिना सीमेन्ट
নিতম্ব,पुट्ठा
হিপ ক্যাপিং,पुट्ठा मुंडेरी
নিতম্বের শেষ,कूट सिरा
ঘোমটা,छत्रक
হুড ছাঁচনির্মাণ,गढ़ा छत्रक
হুকের আইন,हुक का नियम
হুপ লোহা,पत्ती लोहा
দিগন্ত,संस्तर/होराइजन
আর্দ্রতা,आद्रीकरण
"আর্দ্রতা, পরম",निरपेक्ष आद्रता
"আর্দ্রতা, আপেক্ষিক",आपेक्षिक आद्रता
হাম্প ইয়ার্ড,हम्प यार्ड
জলবাহী চাপ,द्रवचालित दाब
হাইড্রেশন,जलयोजन
হাইড্রোলাইসিস,जल अपघटन
হাইড্রোলাইটিক অ্যাসিডিটি,चल अपघटनी अम्लता
হাইড্রোমরফিক মাটি,जलकृत मृदा
হাইড্রোফিলিক কলয়েড,जलरागी कोलाइड
হাইড্রোফোবিক কলয়েড,जलविरागी कोलाइड
হাইড্রোস্ট্যাটিক চাপ অনুপাত,स्थिरद्रवीय दाब अनुपात
হাইগ্রোস্ক্যাপটিক সহগ,आद्रताग्रही गुणांक
হাইগ্রোস্কোপিক আর্দ্রতা,आद्रताग्राही नमी
হাইড্রোস্কোপিসিটি,आर्द्रताग्राहिता
হাইগ্রোস্কোপিক আর্দ্রতা,आर्द्रताग्राही नमी
হাইপারবারিক চেম্বার,हाईपरबैरिक कक्ष
হাইপারস্ট্যাটিক ফ্রেম,अपेक्षाधिक ढाँचा
হাইপসোমিটার,जलक्वथनांकमापी
আলোকসজ্জা,प्रदीप्ति
ইমবিবেশন আর্দ্রতা,अंतःशोषणी आर्द्रता
অপরিণত মাটি,अपूर्ण परिणत मृदा
জব্দ ডক,अवरुद्ध गोदी
ভূমি রাজস্ব বৃদ্ধি,भू आय वृद्धि
স্বাধীন ভারা,स्वतंत्र पाड़
নিমজ্জিত,कठोरीकृत
প্রাথমিক prestress,प्रारम्भिक पूर्व प्रतिबल
প্রাথমিক উত্তেজনা,प्रारम्भिक तनाव
অভ্যন্তরীণ জলপথ বন্দর,अन्तर्देशी जलमार्ग पत्तन
অন্তরক বোর্ড,विसंवाहन पट्ट
মধ্যবর্তী বন্দর,मध्यवर्ती पत्तन
অভ্যন্তরীণ ঘর্ষণ,आन्तरिक धर्षण
ইন্ট্রাজোনাল মাটি,अंतः क्षेत्रीय मृदा
অয়ন,आयन
আয়ন বিনিময়,आयन विनिमय
লোহার প্যান,लोह स्तर
সেচ সম্পন্ন ভূমি,सिंचित भूमि
সেচ,सिंचाई
সেচ সেস,सिंचाई उपकर
জাম্ব,पाखा
জগল,गुज्झी
জগল পিন,संधि पिन
জুল,जूल
জাম্পার,जम्पर
কিলোগ্রাম,किलोग्राम
কিলোগ্রাম বল,किलोग्राम बल
কিলোগ্রাম ফোর্স মিটার,किलोग्राम बल मीटर
কিলোওয়াট ঘন্টা,किलोवाट घण्टा
রাজা বন্ধ,नर डेली/किंग क्लोजर
রান্নাঘর,रसोई
জরিযুক্ত কলাম,लेसित स्तम्भ
ল্যাগিং,वेष्ठन
ল্যামেলা মূল,लमेला छत
লেমিনার প্রবাহ,स्तरीय प्रवाह
বাতির গর্ত,दीपछिद्र
ভূ - বিস্তৃতি,भूमि अभिवृद्धि
ল্যান্ড স্লাইডিং,भूस्खलन
ল্যাটেরাইট,लैटेराइट
ল্যাটেরাইট মাটি,लैटेराइट मृदा या लैटोसॉल
বড় সংখ্যার আইন,बृहत संख्या सिद्धांत
বিন্যাস পরিকল্পনা,अभिन्यास अनुविक्षप
খাতা,पाड़-बेड़ा
চুন প্যান,चूना तल
লিন্টেল,लिंटल
তরল সীমা,द्रव सीमा
লাইভ লোড,चल भार
দোআঁশ,टुमट
স্থানীয় নিষ্কাশন বায়ুচলাচল,स्थानीय निर्वात संवातन
লোকো ইয়ার্ড,लोको यार्ड
লস,लोएस
নিম্ন প্লাস্টিকের সীমা,निम्न सुघट्यता सीमा
কম তাপ সিমেন্ট,अल्प ऊष्मा सीमेंट
মেশিন ছাঁচনির্মাণ,यांत्रिक पथाई
ম্যাক্রোস্ট্রাকচার,स्थूल संरचना
প্রধান প্রধান নিয়ন্ত্রক,प्रमुख शीर्ष नियंत्रक
প্রধান বন্দর,मुख्य पत्तन
বায়ু আপ করা,पुनःपूर्तिवायु
মানসার্ড,मैनसई
মার্শালিং ইয়ার্ড,मार्शलिंग यार्ड
রাজমিস্ত্রির কাজ,चिनाई
পরিপক্ক তাপমাত্রা,परिपाक तापक्रम
মধ্যবর্তী তলা মেঝে,मध्य तल
যান্ত্রিক বিশ্লেষণ,यांत्रिक विश्लेषण
যান্ত্রিক বায়ুচলাচল,यांत्रिक संवातन
মেট্রিক সিস্টেম,मीटरी पद्धति
মাইক্রোস্ট্রাকচার,सूक्ष्म संरचना
মিলি সমতুল্য,मिली तुल्यांक
মিলি প্রতি লিটার সমতুল্য,मिली तुल्यांक प्रति लीटर
খনিজ,खनिज
খনিজ মাটি,खनिज मृदा
ছোট বন্দর,लघु पत्तन
Mitred বন্ধ,कलमी डेली
মোবাইল সয়েল কলয়েড,जल मृदा कोलाइड
আর্দ্রতা কন্টেন্ট,आर्द्रतांश
আর্দ্রতা গ্রেডিয়েন্ট,आर्द्रता प्रवणता
মনোলিথ,मोनोलिथ/एकाश्म
মনোরেল,मोनोरेल
জাতীয় হারবার কাউন্সিল,राष्ट्रीय पोताश्रय परिषद
প্রাকৃতিক বিছানা,प्राकृतिक तल
প্রাকৃতিক ফিনিস,प्राकृतिक परिष्कृति
প্রাকৃতিক পোতাশ্রয়,प्राकृतिक पोताश्रय
প্রাকৃতিক বায়ুচলাচল,प्राकृतिक संवातन
নৌ বন্দর,जल सेना पोताश्रय
নিউটন,न्यूटन
অ অভিন্ন প্রবাহ,असम प्रवाह
জলের হার দখল করে,उपभोक्ता जल दर
তেলে আকা,तेल रंगलेप
তেল কূপ সিমেন্ট,तेल कूप सीमेंट
খোলা চ্যানেল প্রবাহ,मुक्त पृष्ठ वाहिका प्रवाह
সর্বোত্তম আর্দ্রতা,अनुकूलतम आर्द्रता
জৈব মাটি,जैव मृदा
ওরিয়েন্টেশন,अभिविन्यास
অর্থোগোনাল,लाम्बिक
