Marathi,Malayalam
समीप,തൊട്ടുകിടക്കുന്ന
शेजारी (= संमिश्र),തൊട്ടടുത്ത് (= തുടർച്ചയായ)
तहकूब,വചലിക്കുക
तहकूब गती,നീരസം ചലനം
सहभाग,Cakudgge
न्यायाधीश,ശിക്ഷിക്കപ്യം
निर्णय,വിധിന്യായ
न्यायाधीश,Adjudication
समायोजन,കമപ്പെടുത്തല്
प्रशासकीय,രാജംഭരിക്കുക
शपथ प्रशासित करा,സത്യപ്രതിഷേധിക്കുന്നു
प्रशासन,ഭരണകൂടം
न्याय प्रशासन,നീതിയുടെ ഭരണം
प्रशासकीय,ഭരണപരമായത്
प्रशासकीय कारवाई,അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം
प्रशासकीय मूल्यांकन,അഡ്മിനിസ്ട്രേറ്റീവ് മൂല്യനിർണ്ണയം
प्रशासकीय मान्यता,അഡ്മിനിസ്ട്രേറ്റീവ് അംഗീകാരം
प्रशासकीय अधिकार,അഡ്മിനിസ്ട്രേറ്റീവ് അതോറിറ്റി
प्रशासकीय नियंत्रण,അഡ്മിനിസ്ട്രേറ്റീവ് നിയന്ത്രണം
प्रशासकीय निर्णय,അഡ്മിനിസ്ട്രേറ്റീവ് തീരുമാനം
प्रशासकीय विभाग,അഡ്മിനിസ്ട്രേറ്റീവ് വകുപ്പ്
प्रशासकीय प्रमुख,അഡ്മിനിസ്ട്രേറ്റീവ് ഹെഡ്
प्रशासकीय मुख्यालय,അഡ്മിനിസ്ട്രേറ്റീവ് ആസ്ഥാനം
प्रशासकीय उपाय,ഭരണപരമായ നടപടികൾ
प्रशासकीय शक्ती,ഭരണപരമായ ശക്തി
प्रशासकीय मंजुरी,ഭരണപരമായ അനുമതി
प्रशासकीय तंत्र,അഡ്മിനിസ്ട്രേറ്റീവ് രീതി
प्रशासकीय न्यायाधिकरण,അഡ്മിനിസ്ട്രേറ്റീവ് ട്രൈബ്യൂണൽ
प्रवेशयोग्यता,അനഭാക്ഷ്യം
स्वीकार्य खर्च,അനുവദനീയമായ ചെലവ്
कबूल करा,സമ്മതിക്കുക
प्रवेश कार्ड,അഡ്മിറ്റ് കാർഡ്
दाखल,പ്രവേശിപ്പിച്ചു
सूचना,ഉപദേഷ്ടാപ്പ്
दत्तक,ദന്തം
दत्तक,ച്ചക്കല്
दत्तक,ദത്ത്
प्रौढ,പായപൂര്ത്തിയായി
भेसळ,മായം
व्यभिचार,വഭിചാരം
प्रौढ मताधिकार,മുതിർന്നവർക്കുള്ള ഫ്രാഞ്ചൈസി
अ‍ॅड व्हॅलोरम ड्यूटी,പരസ്യ മൂല്യനിർണ്ണയം
प्रगती,മുന്നേറുക
अ‍ॅडव्हान्स बुकिंग,അഡ്വാൻസ് ബുക്കിംഗ്
आगाऊ प्रत,അഡ്വാൻസ് കോപ്പി
आगाऊ वाढ,അഡ്വാൻസ് ഇൻക്രിമെന്റ്
आगाऊ भरणा,അഡ്വാൻസ് പേയ്മെന്റ്
प्रतिकूल प्रविष्टी,പ്രതികൂല പ്രവേശനം
प्रतिकूल टीका,പ്രതികൂല പരാമർശങ്ങൾ
प्रतिकूल अहवाल,പ്രതികൂല റിപ്പോർട്ട്
जाहिरात,വിജ്ഞാപനം
सल्ला,ഉപദേശം
देयकाचा सल्ला,പേയ്മെന്റിന്റെ ഉപദേശം
सल्लागार समिती,ഉപദേശക സമിതി
सल्लागार परिषद,ഉപദേശക സമിതി
वकिली,വാദിക്കുക
घडामोडी,കാര്യങ്ങൾ
प्रतिज्ञापत्र,സതവാങ്മൂലം
संलग्नता,ബന്ധം
पुष्टीकरण,സ്ഥിരീകരണം
होकारार्थी,ഉറപ്പിക്കുന്ന
परवाना,ഉളവാക്കുക
उपरोक्त,മേൽപ്പറഞ്ഞ
पुन्हा,ശെറെഷ്
विरुद्ध,എതിരായി
वय,വയസ്സ്
वय प्रमाणपत्र,പ്രായപരിധി
मताधिकार वय,വോട്ടവകാശത്തിനുള്ള പ്രായം
वय मर्यादा,പ്രായപരിധി
एजन्सी,നിര്വ്വഹണം
अजेंडा,കാരപരിപാടി
सेवानिवृत्तीचे वय,വിരമിക്കലിന്റെ പ്രായം
अधोरेखित वय,അപാദന പ്രായം
एकत्रिकरण,അഗ്രഗേഷൻ
संताप,ദു ved ഖിച്ചു
आंदोलन,പ്രക്ഷോഭക്തി
एजीएम,AGM
करार,കരാര്
करार फॉर्म,കരാർ ഫോം
शेती,കൃഷിപ്പണി
कृषी-उद्योग,കാർഷിക വ്യവസായം
मदत,സഹായം
गजर,ആപല്സൂചന
सतर्कता,ജാല്തചിഹ്നം
उर्फ,അപരാഭിധാനം
आरोप,കുറ്റാരോപണം
निष्ठा,മേല്ക്കോയ്മയോട് ഭക്തി
युती,സഖം
संबद्ध सेवा,അനുബന്ധ സേവനങ്ങൾ
सर्व समावेशक किंमत,എല്ലാം ഉൾക്കൊള്ളുന്ന ചെലവ്
अखिल भारतीय सेवा,അഖിലേന്ത്യാ സേവനങ്ങൾ
वाटप,പങ്കുവയ്ക്കല്
वाटप,അനുവദിച്ചതുക
वाटप पत्र,അലോട്ട്മെന്റ് കത്ത്
अ‍ॅलोटी,അല്ലോട്ടി
परवानगीयोग्य,അനുവദനീയം
अनुमत खर्च,അനുവദനീയമായ ചെലവുകൾ
अपीलला परवानगी द्या,ഒരു അപ്പീൽ അനുവദിക്കുക
भत्ता,അനുമതി നല്കുക
सर्व हक्क राखीव,എല്ലാ അവകാശങ്ങളും നിക്ഷിപ്തം
वर्णमाला क्रम,അക്ഷരമാല ഓർഡർ
भांडण,വാസസ്ഥലമായ
वैकल्पिक,ഏകാന്തരക്രമത്തിൽ
पर्यायी,ബദൽ
एकत्रिकरण,സംയോജനം
सुधारित मसुदा,ഭേദഗതി ചെയ്ത ഡ്രാഫ്റ്റ്
दुरुस्ती,ഭേദഗതി
सुविधा,സഖ്യം
मैत्रीपूर्ण,മിതഭാവമുള്ള
दारूगोळा,വെടിക്കോപ്പ്
कर्जाचे or न्टायझेशन,കടത്തിന്റെ പവിത്രത
रक्कम,സംഖ
पेन्शनची रक्कम,പെൻഷന്റെ തുക
समान पोस्ट,അനലോഗസ് പോസ്റ്റ്
विश्लेषण,വിശകലനം
विश्लेषणात्मक अभ्यास,അനലിറ്റിക്കൽ പഠനം
पूर्वज,പൂര്വ്വികന്
सहायक उद्योग,അനുബന്ധ വ്യവസായം
वैर,ബദ്ധവൈരം
जोड,അനുബന്ധം
वर्धापनदिन,വാര്ഷികദിനം
घोषणा,അറിയിപ്പ്
त्रास,ഉപദവം
वार्षिक आर्थिक विधान,വാർഷിക സാമ്പത്തിക പ്രസ്താവന
वार्षिक अहवाल,വാർഷിക റിപ്പോർട്ട്
वार्षिकी,ആന്വിറ്റി
अज्ञात,പേരറിയാത്ത
अज्ञात तक्रार,അജ്ഞാത പരാതി
उत्तरदायित्व,ഉത്തരവിദ്ധി
उत्तरपत्रिका,ഉത്തരക്കടലാസ്
विरोधी,ശതാപകന്
पूर्वज,മുൻഗാമികൾ
अपेक्षित खर्च,പ്രതീക്ഷിച്ച ചെലവ്
अपेक्षित उत्पन्न,പ്രതീക്ഷിച്ച വരുമാനം
अपेक्षा,മുന്തോന്നല്
अपेक्षित जामीन,മുൻകൂട്ടി ജാമ്യം
भ्रष्टाचारविरोधी उपाय,അഴിമതി വിരുദ്ധ നടപടി
अँटी-डंपिंग,വിരുദ്ധ ഡമ്പിംഗ്
प्राचीन,പഴക്കം ചെന്ന
वर्णभेद,വർത്തിഡ്
औदासिन्य,അപരാഭിചികം
शिखर शरीर,അപെക്സ് ബോഡി
दिलगिरी,ക്ഷമാപണം
अपील,പുനര്വിചാരണയ്ക്ക് അപേക്ഷിക്കുക
देखावा,കാഴ്ച
शांतता,വിശേഷണം
अपील न्यायाधिकरण,അപ്പീലേറ്റ് ട്രൈബ്യൂണൽ
परिशिष्ट,അനുബന്ധം
उपकरण,ഉപകരണം
लागू,പയോഗക്ഷമമായ
अर्जदार,അപേക്ഷക
अर्ज,അപേക്ഷ
अर्ज,അപേക്ഷാ ഫോറം
लागू,പ്രയോഗിച്ചു
अर्ज करा,അപേക്ഷിക്കുക
नेमणूक,നിയമിത
अधिकाराची नेमणूक,അധികാരം നിയമിക്കുന്നു
नियुक्ती,നിയമനം
नियुक्ती पत्र,നിയമന പത്രിക
मंत्रिमंडळाची नेमणूक समिती,മന്ത്രിസഭയുടെ നിയമന സമിതി
वेतनाचे विभाजन,വേതനത്തെ വിഭവങ്ങൾ
मूल्यमापन,വിലനിശ്ചയിക്കല്
मूल्यांकनकर्ता,വിലഹരവാദി
कौतुक,അഭിനന്ദനം
भीती,അവബോധം
शिकाऊ उमेदवार,തൊഴില്പരിശീലക
संपर्क साधा,സമീപിക്കുക
योग्य,അനുഗുണമായ
योग्य कृती,ഉചിതമായ പ്രവർത്തനം
योग्य डोके,ഉചിതമായ തല
विनियोग,വിനിയോഗം
मान्यता,അംഗീകരിക്കല്
अंदाजे,ഏകദേശമായ
योग्यता चाचणी,ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ്
अनियंत्रित,സേച്ഛാചാരിയായ
लवाद,മാദ്ധസ്ഥം വഹിക്കുക
लवाद,മാദ്ധസ്ഥം
लवाद न्यायाधिकरण,മാദ്ധ്യസ്ഥതാ ട്രിബ്യൂണൽ
लवाद,മദ്ധസ്ഥന്
आर्किटेक्चर,വാസ്തുവിദ
संग्रहण,ഗന്ഥരക്ഷാലയം
क्षेत्र,പദേശം
क्षेत्र मुख्यालय,ഏരിയസ്ഥാനം
युक्तिवाद,വാദം
उद्भवू,എഴുന്നേല്ക്കുക
सशस्त्र सेना,സായുധ സേന
व्यवस्था,കമീകരണം
थकबाकी,ഊരി
थकबाकी विधान,അരീയർ പ്രസ്താവന
आगमन अहवाल,വരവ് റിപ്പോർട്ട്
गर्विष्ठपणा,ധിക്കാരം
शस्त्रागार,ആയുധശാല
लेख,പദാര്ത്ഥം
संघटनेचा लेख,അസോസിയേഷന്റെ ലേഖനങ്ങൾ
लेख,ലേഖനങ്ങൾ
चढत्या ऑर्डर,ആരോഹണ ക്രമം
निश्चित करा,നിർണ്ണയിക്കുന്ന
कोठे आहे,എവിടെയാണ്
पैलू,വശം
भ्रष्टाचार,കയറിയ
हत्या,രാഷ്ടീയക്കൊല
हल्ला,കയ്യേറ്റം നടത്തുക
एकत्र करा,സംയോജിപ്പിക്കുക
असेंब्ली,നിയമനിര്മ്മാണസഭ
मान्यता,അനുമതി
ठामपणे,ഉറപ്പുപറയുക
निर्धारक,വിലയിരുത്തുന്ന
मूल्यांकन,നികുതിചുമത്തല്
मूल्यांकन वर्ष,വിലയിരുത്തൽ വർഷം
मूल्यांकनकर्ता,അസര്യാകം
मालमत्ता,ആസ്തി
असिशात,നിയമനിക
असाइनमेंट,ചുമതല
असाइनर,യാസ
सहाय्य,സഹായം
सहयोगी,തോഴന്
असोसिएशन,ചങ്ങാത്തം
शुल्काची धारणा,ചാർജ് അനുമാനം
आश्वासन,ഉറപ്പുനല്കല്
आश्वासन कंपनी,അഷ്വറൻസ് കമ്പനി
आश्वासन,ഉറപ്പുതരുന്നു
सूट वर,കിഴിവിൽ
अणु शक्ती,ആറ്റോമിക് പവർ
समम वर,തുല്യത്തിൽ
प्रीमियमवर,പ്രീമിയത്തിൽ
संलग्न करा,ഘടിപ്പിക്കുക
संलग्न कार्यालय,അറ്റാച്ചുചെയ്ത ഓഫീസ്
संलग्नक,ബന്ധം
संलग्नक ऑर्डर,അറ്റാച്ചുമെന്റ് ഓർഡർ
प्राप्ती,നേട്ടം
प्रयत्न,പരിശമം
उपस्थिती,ഹാജർ
उपस्थिती नोंदणी,ഹാജർ രജിസ്റ്റർ
उपस्थिती स्लिप,പങ്കെടുക്കുന്ന സ്ലിപ്പ്
लक्ष,ശ്രദ്ധ
प्रमाणीकरण,സാക്ഷ്യപ്പെടുത്തൽ
प्रमाणित प्रत,സാക്ഷ്യപ്പെടുത്തിയ പകർപ്പ്
वृत्ती,ഭാവം
आकर्षक पगार,ആകർഷകമായ ശമ്പളം
लिलाव,ലേലം
लिलाव,ലേറ്റീയർ
लिलाव विक्री,ലേല വിൽപ്പന
प्रेक्षक,സദസര്
ऑडिओ-व्हिज्युअल प्रदर्शन,ഓഡിയോ-വിഷ്വൽ ഡിസ്പ്ലേ
ऑडिओ-व्हिज्युअल प्रसिद्धी,ഓഡിയോ-വിഷ്വൽ പബ്ലിസിറ്റി
ऑडिट,കണക്കുപരിശോധിക്കുക
ऑडिट खाती,ഓഡിറ്റുചെയ്ത അക്കൗണ്ടുകൾ
ऑडिट बॅलन्स शीट,ഓഡിറ്റുചെയ്ത ബാലൻസ് ഷീറ്റ്
ऑडिटिंग,ഓഡിറ്റിംഗ്
ऑडिट आक्षेप,ഓഡിറ്റ് എതിർപ്പ്
ऑडिटरचा अहवाल,ഓഡിറ്ററുടെ റിപ്പോർട്ട്
सभागृह,ആഡിറ്റോറിയം
ऑडिट परिच्छेद,ഓഡിറ്റ് ഖണ്ഡിക
ऑडिट अहवाल,കണക്കിറ്റ് റിപ്പോർട്ട്
कठोरता,ഉത്സവമായ
कठोरपणाचे उपाय,ചെലവുചുരുക്കൽ നടപടികൾ
अस्सल,ആധികാരികം
अधिकृत प्रतिनिधी,അംഗീകൃത പ്രതിനിധി
अधिकृत,അംഗീകാരപരമായ
अधिकार,അധികാരം
प्राधिकरण पत्र,അതോറിറ്റി കത്ത്
अधिकृत,അധികാരപ്പെടുത്തി
अधिकृत भांडवल,അംഗീകൃത മൂലധനം
स्वयंचलित,ഓട്ടോമാറ്റിക്
स्वायत्त,സയംശാസിതമായ
स्वायत्त शरीर,സ്വയംഭരണ സംഘടന
स्वायत्तता,സയംഭരണാവകാശം
सहाय्यक,ഉക്സിലറി
उपलब्ध,സുലഭം
सरासरी,ശരാശരി
सरासरी रजा,ശരാശരി അവധി
प्रतिकार,അപീതി
टाळतो,അകറ്റുക
टाळा,ഒഴിവാക്കുക
कर टाळणे,നികുതി ഒഴിവാക്കുക
प्रतीक्षा केली,കാത്തിരിക്കുന്നു
पुरस्कार,കൊടുക്കുക
पुरस्कार प्राधिकरण,അതോറിറ്റി അവാർഡ്
जागरूकता,ബോധപ്പെടുത്തല്
बॅकडेटेड,കസ്റ്റേറ്റഡ്
पार्श्वभूमी,പശ്ചാത്തലം
परत लॉग,ബാക്ക് ലോഗ്
मागे होणे,പുറപ്പെട്ടു
परत संदर्भ,തിരികെ റഫറൻസ്
बॅक अप,ബാക്കപ്പ് ചെയ്യുക
मागास वर्ग,പിന്നോക്ക ക്ലാസുകൾ
मागास जमाती,പിന്നോക്ക ഗോത്രം
वाईट सौदा,മോശം വിലപേശൽ
वाईट वागणं,ചീത്ത സ്വഭാവം
वाईट वर्ण,മോശം പ്രതീകം
वाईट हवामान भत्ता,മോശം കാലാവസ്ഥാ അലവൻസ്
वाईट आचरण,മോശം പെരുമാറ്റം
वाईट कर्ज,കിട്ടാ കടം
सामान,ബാഗ്
जामीन,ജാമം
शिल्लक,ബാക്കി
शिल्लक खाली आणले,ബാലൻസ് കൊണ്ടുവന്നു
शिल्लक पुढे आणले,ബാലൻസ് മുന്നോട്ട് കൊണ്ടുവന്നു
संतुलित बजेट,സമതുലിതമായ ബജറ്റ്
शिल्लक पत्रक,ബാലൻസ് ഷീറ്റ്
मतपत्रिका,വോട്ടിന്റെ നറുക്ക്
मतपेटी,ബാലറ്റ് ബോക്സ്
मतपत्रिका,ബാലറ്റ് പേപ്പർ
बंदी,നിരോധനം
बँक,ബാങ്ക്
बँक खाते,ബാങ്ക് അക്കൗണ്ട്
बँक बॅलन्स,ബാങ്ക് ബാലൻസ്
बँक शुल्क,ബാങ്ക് ചാർജുകൾ
बँक हमी,ബാങ്ക് ഗ്യാരന്റി
बँक सुट्टी,ബാങ്ക് അവധി
बँकिंग सुविधा,ബാങ്കിംഗ് സൗകര്യം
बँकिंग तास,ബാങ്കിംഗ് സമയം
बँकिंग व्यवहार,ബാങ്കിംഗ് ഇടപാട്
बँक दर,ബാങ്ക് നിരക്ക്
बँक सलोखा,ബാങ്ക് അനുരഞ്ജനം
दिवाळखोर,നിര്ദ്ധനന്
बँक सुरक्षा,ബാങ്ക് സുരക്ഷ
बँक स्टेटमेंट,ബാങ്ക് സ്റ്റേറ്റ്മെന്റ്
मेजवानी,വിരോതം
बार कौन्सिल,ബാർ കൗൺസിൽ
सौदा,വില്പ്പനക്കരാര്
बार्गेनिंग,വില പേശൽ
नापीक जमीन,തരിശുഭൂമി
बार्टर,ചരക്കുകൈമാറ്റക്കച്ചവടം
पाया,അടിത്തറ
निराधार,അടിസ്ഥാനപരമായ
तळघर,കെട്ടിടത്തിന്റെ അടിത്തറ
बेस वर्ष,അടിസ്ഥാന വർഷം
मूलभूत,അടിസ്ഥാനപരമായ
मूलभूतपणे,അടിസ്ഥാനപരമായി
मूलभूत बुद्धिमत्ता,അടിസ്ഥാന ഇന്റലിജൻസ്
मूलभूत वेतन,അടിസ്ഥാന ശമ്പളം
मूलभूत वेतन,ശമ്പളത്തിന്റെ അടിസ്ഥാന തോത്
मूलभूत प्रशिक्षण,അടിസ്ഥാന പരിശീലനം
आधार,അടിസ്ഥാനം
बॅच,ഓടിക്കല്ല്
बिल्ला क्रमांक,ബാച്ച് നമ്പര്
वाहक तपासणी,ചുമക്കുന്ന ചെക്ക്
उद्धृत करण्यापूर्वी,ഉദ്ധരിച്ചതിന് മുമ്പ്
वर्तन,പെരുമാറ്റം
विश्वास,വിശാസം
समम खाली,പാരത്തില് താഴെ
खंडपीठ,ബഞ്ച്
बेंचमार्क,ബെഞ്ച്മാർക്ക്
फायदेशीर,പ്രയോജനകരമായ
लाभार्थी,പയോജകന്
फायदा,ആനുകൂലം
संशयाचा फायदा,സംശയത്തിന്റെ പ്രയോജനം
परोपकार,നന്മ
बेनिव्हॉलेंट फंड,ബെൻ വോളന്റ് ഫണ്ട്
निर्विकार,Arequeliathe
वकील,അയവിസ്താരം
शोक,ദുര്ത്തന്ത
सर्वोत्तम प्रयत्न,മികച്ച ശ്രമങ്ങൾ
बेटरमेंट,കാഴ്ചപ്പാട്
पूर्वाग्रह,പക്ഷപാതം
पक्षपाती मत,പക്ഷപാതപരമായ അഭിപ്രായം
ग्रंथसूची,ബിബ്ലിയോഗ്രാഫി
द्विवार्षिक,ബിനാത്തില്
द्विपक्षीय,വിഭജനം
बिगॅमी,ദിഭാരതം
द्विपक्षीय,ഉഭയകക്ഷി
द्विभाषिक,രണ്ടുഭാഷകളിലുള്ള
द्विभाषिक,ബൈകാമെറൽ
बिल,ബില്
विनिमयाची पावती,വ്യവഹാര പത്രം
द्विपक्षीय अहवाल,ബിമോണി റിപ്പോർട്ട്
बंधनकारक,ബന്ധിക്കുക
बायोडाटा,ബയോഡറ്റ
द्विपक्षीय,ബിപർട്ടിനെറ്റ്
द्विपक्षीय करार,Biparteait കരാർ
वर्धापन दिन,ജന്മവാർഷികം
जन्म प्रमाणपत्र,ജനന സർട്ടിഫിക്കറ്റ്
जन्म नियंत्रण,ജനന നിയന്ത്രണം
जन्मदिनांक,ജനിച്ച ദിവസം
जन्म ठिकाण,ജന്മസ്ഥലം
जन्म दर,ജനന നിരക്ക്
द्विपक्षीय,ബിക്കുളികം
काळा अर्थव्यवस्था,കറുത്ത സമ്പദ്വ്യവസ്ഥ
काळा यादी,കറുത്ത പട്ടിക
ब्लॅकमेल,കൊള്ളയടിക്കുക
काळा बाजार,കരിഞ്ചന്ത
दोष,കുറ്റപ്പെടുത്തുക
रिक्त तपासणी,ശൂന്യമായ പരിശോധന
ब्लँकेट डील,പുതപ്പ് ഇടപാട്
ब्लँकेट ऑर्डर,പുതപ്പ് ഓർഡർ
ब्लास्ट,സ്ഫോടനം
मिश्रण,മിശ്രിതമാക്കുക
ब्लॉक,ഉപരോധിക്കുക
नाकेबंदी,ഉപരോധിക്കല്
अवरोधित भांडवल,തടഞ്ഞ മൂലധനം
ब्लॉक लेटर,വലിയ അക്ഷരം
रक्तदान,രക്ത ദാനം
रक्त संबंध,രക്തബന്ധങ്ങൾ
ब्लू कॉलर जॉब,ബ്ലൂ കോളർ ജോലി
ब्लूप्रिंट,ബ്ലൂപ്രിന്റ്
ब्लफ,മല്പ്പാതം
बोर्ड,പലക
बोर्डिंग आणि लॉजिंग,"ബോർഡിംഗ്, താമസം"
संचालक मंडळ,ഡയറക്ടർ ബോർഡ്
महसूल मंडळ,റവന്യൂ ബോർഡ്
शरीर,ശരീരം
अंगरक्षक,അംഗരക്ഷകന്
बोगस व्हाउचर,ബോട്ടർ വൗച്ചർ
बोनाफाइड्स,ബോണഫൈഡുകൾ
बाँड,ബോണ്ട്
बंधनकारक कामगार,ബോണ്ടഡ് തൊഴിലാളി
बोनस,ലാഭവിഹിതം
बुकिंग कार्यालय,ബുക്കിംഗ് ഓഫീസ്
बुक-कीपर,പുസ്തക കീപ്പർ
पुस्तक ठेवणे,ബുക്ക്-സൂക്ഷിക്കുക
पुस्तिका,ലഘുഗന്ഥം
संदर्भ पुस्तक,റഫറൻസ് പുസ്തകം
पुस्तक मूल्य,പുസ്തക മൂല്യം
बूथ,ബൂത്ത്
बूथ कॅप्चरिंग,ബൂത്ത് പിടിച്ചെടുക്കുക
सीमा भत्ता,അതിർത്തി അലവൻസ്
सीमारेषा,അതിർത്തി രേഖ
कर्जदार,കടം വാങ്ങുന്നയാൾ
कर्ज घेण्याची शक्ती,കടം വാങ്ങുന്ന ശക്തി
बॉस,യജമാനന്
अडथळा,തടസ്സപ്പെടുത്തുക
कंस,ആവരണചിഹ്നം
सीमा,അതിര്ത്തി
बहिष्कार,ബഹിഷ്കരിക്കുക
बुध्दीमानांची गळती,മസ്തിഷ്ക വളരം
शाखा कार्यालय,ബ്രാഞ്ച് ഓഫീസ്
उल्लंघन,ലംഘനം
कराराचा भंग,കരാറിന്റെ ലംഘനം
आत्मविश्वासाचा भंग,ആത്മവിശ്വാസത്തിന്റെ ലംഘനം
करारभंग,കരാർ ലംഘനം
शिस्तीचा भंग,അച്ചടക്ക ലംഘനം
कायद्याचा भंग,നിയമലംഘനം
शांततेचा भंग,സമാധാന ലംഘനം
विशेषाधिकार उल्लंघन,പദവി ലംഘനം
वचन उल्लंघन,വാഗ്ദാന ലംഘനം
नियम उल्लंघन,നിയമലംഘനം
विश्वास उल्लंघन,വിശ്വാസ ലംഘനം
ब्रेक,പൊട്ടമം
यंत्रातील बिघाड,ബ്രേക്ക് ഡൗൺ
सेवेत ब्रेक,സേവനത്തിൽ തകർക്കുക
ब्रेक-अप,പിരിഞ്ഞുപോകുക
प्रजनन,ഇനം
लाच,കൈക്കൂലി
संक्षिप्त,ചുരുക്കത്തിലുള്ള
संक्षिप्त,വിവരം നല്കല്
संक्षिप्त सारांश,ഹ്രസ്വ പുനരാരംഭിക്കുക
चमकदार रेकॉर्ड,ബുദ്ധിമാനായ രേഖ
लक्षात घ्या,ശ്രദ്ധിക്കുക
