Gujarati,Malayalam
સંતુલિત મોડ્યુલેટર,സമതുലിതമായ മോഡുലേറ്റർ
સંતુલિત મોડ્યુલેટર,സമതുലിതമായ മോഡുലേറ്റർ
સંતુલિત સર્કિટ,സമതുലിതമായ സർക്യൂട്ട്
સંતુલિત ઢાળ ડિટેક્ટર,സമതുലിതമായ ഗ്രേഡിയന്റ് ഡിറ്റക്ടർ
વર્તમાન સ્ટેબિલાઇઝર પ્રતિકાર,നിലവിലെ സ്റ്റെബിലൈസർ പ്രതിരോധം
બોલોમીટર,ബൊലോമീറ്റർ
બોલોમીટર પુલ,ബോലോമീറ്റർ പാലം
બલૂન,ബലൂണ്
બનાના જેક,ബനാന ജാക്ക്
બનાના પ્લગ,ബനാന പ്ലഗ്
"બેન્ડ, પાટો","ബാൻഡ്, ബാൻഡേജ്"
બેન્ડ ડ્રાઈવર,ബാൻഡ് ഡ്രൈവർ
બેન્ડ ઊર્જા,ബാൻഡ് ഊർജ്ജം
બેન્ડ ગેપ,ബാൻഡ് വിടവ്
બેડપાર્ક એમ્પ્લીફાયર,ബാഡ്പാർക്ക് ആംപ്ലിഫയർ
બેન્ડ પાસ ફિલ્ટર,ബാൻഡ് പാസ് ഫിൽട്ടർ
બાઉડ રેટ જનરેટર,ബോഡ് റേറ്റ് ജനറേറ്റർ
banddispersion,ബാൻഡ് ഡിസ്പെർഷൻ
બેન્ડ રેઝિસ્ટર,ബാൻഡ് റെസിസ്റ്റർ
બેન્ડ બ્રેકર ફિલ્ટર,ബാൻഡ് ബ്രേക്കർ ഫിൽട്ടർ
બેન્ડ વિસ્તરણ,ബാൻഡ് വിപുലീകരണം
બેન્ડ રીમુવર ફિલ્ટર,ബാൻഡ് റിമൂവർ ഫിൽട്ടർ
બેન્ડ વિસ્તરણ ડિફ્લેક્શન ગુણક,ബാൻഡ് എക്സ്പാൻഷൻ ഡിഫ്ലെക്ഷൻ മൾട്ടിപ്ലയർ
બેન્ડ એક્સ્ટેંશન અંતર ગુણક,ബാൻഡ് എക്സ്റ്റൻഷൻ ഡിസ്റ്റൻസ് മൾട്ടിപ്ലയർ
"બીમ કેપેસિટર, બેંક કેપેસિટર","ബീം കപ്പാസിറ്റർ, ബാങ്ക് കപ്പാസിറ്റർ"
"બાર્કર કોડ, બાર્કર કોડ","ബാർക്കർ കോഡ്, ബാർക്കർ കോഡ്"
barravaugen માપદંડ,barravaugen മാനദണ്ഡം
બેરેટર,ബാരേറ്റർ
અવરોધ,തടസ്സം
ઇન્સ્યુલેટીંગ કેપેસિટર,ഇൻസുലേറ്റിംഗ് കപ്പാസിറ്റർ
અવરોધ ઊર્જા,തടസ്സം ഊർജ്ജം
રેઝિસ્ટર વોલ્ટેજ,റെസിസ്റ്റർ വോൾട്ടേജ്
બાર્ટલેટ વિન્ડો,ബാർട്ട്ലെറ്റ് വിൻഡോ
"આધાર, આધાર","അടിസ്ഥാനം, അടിസ്ഥാനം"
આધાર બેન્ડ,അടിസ്ഥാന ബാൻഡ്
બેઝ બેન્ડ ટ્રાન્સમિશન,അടിസ്ഥാന ബാൻഡ് ട്രാൻസ്മിഷൻ
બેઝ ચાર્જ,അടിസ്ഥാന ചാർജ്
આધાર પ્રવાહ,അടിസ്ഥാന കറന്റ്
આધાર વર્તમાન સ્ત્રોત,അടിസ്ഥാന നിലവിലെ ഉറവിടം
આધાર ઉતારવું,അടിസ്ഥാന കത്രിക
આધાર મદન,ആധാർ മദൻ
આધાર ઉત્સર્જક ફીડ,അടിസ്ഥാന എമിറ്റർ ഫീഡ്
આધાર ઉત્સર્જક જંકશન,അടിസ്ഥാന എമിറ്റർ ജംഗ്ഷൻ
બેઝ ઈન્જેક્શન,അടിസ്ഥാന കുത്തിവയ്പ്പ്
જમીન રેખા,ഗ്രൗണ്ട് ലൈൻ
આધાર પ્રતિકાર,അടിസ്ഥാന പ്രതിരോധം
આધાર સ્ત્રોત,അടിസ്ഥാന ഉറവിടം
આધાર વિસ્તરણ પ્રતિકાર,അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം
આધાર વિસ્તરણ પ્રતિકાર,അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം
આધાર જાડાઈ,അടിസ്ഥാന കനം
બેઝ એક્સેસ,അടിസ്ഥാന പ്രവേശനം
"આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન","ബേസ് വിഡ്ത്ത് മോഡുലേഷൻ, ബേസ് എക്സ്പാൻഷൻ മോഡുലേഷൻ"
આધાર કલેક્ટર સંધિ,അടിസ്ഥാന കളക്ടർ ഉടമ്പടി
ગંધ,മണം
બાસ આવર્તન,ബാസ് ആവൃത്തി
બેટરી,ബാറ്ററി
બાઉડ,ബൗഡ്
બાઉડ દર,ബാഡ് നിരക്ക്
બાઉડ રેટ જનરેટર,ബോഡ് റേറ്റ് ജനറേറ്റർ
બોડો કોડ,ബോഡോ കോഡ്
"સંકેત, દીવાદાંડી","സിഗ്നൽ, ബീക്കൺ"
"મણિકા, બીડ","മാണിക, ബീഡ്"
મેનિક કેપેસિટર,മാനിക് കപ്പാസിറ്റർ
મણિકર્તાપિ પ્રતિરોધકો,മണികർത്താപി റെസിസ്റ്ററുകൾ
"બીમ એન્ટેના, બીમ એન્ટેના","ബീം ആന്റിന, ബീം ആന്റിന"
બીમ ડિટેક્ટર,ബീം ഡിറ്റക്ടർ
બીમ પાવર નળી,ബീം പവർ ഹോസ്
બીમ સ્વિચિંગ નોઝલ,ബീം സ്വിച്ചിംഗ് നോസിലുകൾ
બીમ વિસ્તરણ,ബീം വികാസം
હરાવ્યું આવર્તન,അടി ആവൃത്തി
બીટ-ફ્રિકવન્સી ઓસિલેટર,ബീറ്റ്-ഫ്രീക്വൻസി ഓസിലേറ്റർ
પલ્સ ઓસિલેટર,പൾസ് ഓസിലേറ്റർ
બેલ,മണി
બેન્ડિંગ નુકશાન,വളയുന്ന നഷ്ടം
બેસેલ ફિલ્ટર,ബെസൽ ഫിൽട്ടർ
બેટા,ബീറ്റ
b-h વળાંક,b-h വക്രം
"પૂર્વગ્રહ, પૂર્વગ્રહ","പക്ഷപാതം, പക്ഷപാതം"
પૂર્વગ્રહ વર્તમાન,ബയസ് കറന്റ്
પૂર્વગ્રહ પ્રતિકાર,പക്ഷപാത പ്രതിരോധം
ડબલ એન્ટેના,ഇരട്ട ആന്റിന
દ્વિપક્ષીય લોડ વર્તમાન,ദ്വിദിശ ലോഡ് കറന്റ്
દ્વિદિશ એન્ટેના,ദ്വിദിശ ആന്റിന
દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ,ദ്വിദിശ പ്രകാശം പുറപ്പെടുവിക്കുന്ന ഡയോഡ്
દ્વિપક્ષીય થાઇરિસ્ટર,ദ്വിദിശയിലുള്ള തൈറിസ്റ്റർ
bi FET ટેકનોલોજી,bi FET സാങ്കേതികവിദ്യ
બાય પોઇન્ટ ટ્રાન્સફોર્મર,ബൈ പോയിന്റ് ട്രാൻസ്ഫോർമർ
ડબલ ફ્યુઝન,ഇരട്ട സംയോജനം
દ્વિપક્ષીય સર્કિટ,ഉഭയകക്ഷി സർക്യൂട്ട്
દ્વિસંગી,ബൈനറി
દ્વિસંગી રકમ,ബൈനറി തുക
દ્વિસંગી સર્કિટ,ബൈനറി സർക്യൂട്ട്
દ્વિસંગી કોડેડ દશાંશ,ബൈനറി കോഡ് ചെയ്ത ദശാംശം
દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ,ബൈനറി കോഡഡ് ഡെസിമൽ സിസ്റ്റം
દ્વિસંગી દ્વિધ્રુવ કેપેસિટર,ബൈനറി ദ്വിധ്രുവ കപ്പാസിറ്റർ
દ્વિસંગી કેલ્ક્યુલેટર,ബൈനറി കാൽക്കുലേറ്റർ
દ્વિસંગી કેલ્ક્યુલેટર,ബൈനറി കാൽക്കുലേറ്റർ
દ્વિસંગી ડીકોડર,ബൈനറി ഡീകോഡർ
દ્વિસંગી નિસરણી,ബൈനറി ഗോവണി
બાઈનરી પેથોમીટર,ബൈനറി പാത്തോമീറ്റർ
દ્વિસંગી સ્થિતિ,ബൈനറി അവസ്ഥ
દ્વિસંગી-દશાંશ ડીકોડર,ബൈനറി-ഡെസിമൽ ഡീകോഡർ
બાઈનરી લોડ,ബൈനറി ലോഡ്
દ્વિસંગી શબ્દો,ബൈനറി വാക്കുകൾ
દ્વિધ્રુવી,ബൈപോളാർ
બાયપોલર કેપેસિટર,ബൈപോളാർ കപ്പാസിറ്റർ
દ્વિધ્રુવી ઉપકરણ,ബൈപോളാർ ഉപകരണം
દ્વિધ્રુવી સ્ત્રોત,ബൈപോളാർ ഉറവിടം
બાયપોલર ટ્રાંઝિસ્ટર,ബൈപോളാർ ട്രാൻസിസ്റ്റർ
બાયપોલર જંકશન ટ્રાંઝિસ્ટર,ബൈപോളാർ ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ
ચતુર્ભુજ ફિલ્ટર,ക്വാഡ്രാറ്റിക് ഫിൽട്ടർ
ડબલ સ્થિતિ,ഇരട്ട സ്ഥാനം
બે તબક્કાનું મલ્ટિવાઇબ્રેટર,രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ
દ્વિપક્ષીય રિલે,ദ്വിദിശ റിലേ
બે તબક્કાની સ્થિતિ,രണ്ട്-ഘട്ട സംസ്ഥാനം
બે-સ્થિતિ ટ્રિગર,രണ്ട്-സ്ഥാന ട്രിഗർ
બીટ ભૂલ,ബിറ്റ് പിശക്
બીટ ભૂલ દર,ബിറ്റ് പിശക് നിരക്ക്
બીટ ભૂલ,ബിറ്റ് പിശക്
બિટકલ ભૂલ,ബിറ്റ്കാൽ പിശക്
અંધ બોક્સ,അന്ധമായ പെട്ടി
કન્ડેન્સ્ડ પલ્સ,ഘനീഭവിച്ച പൾസ്
સચિવ,സ്രഷ്ടാവ്
સ્ત્રાવ અવરોધક,സ്രവിക്കുന്ന ഇൻഹിബിറ്റർ
અંધત્વ,അന്ധത
સેગમેન્ટ ડાયાગ્રામ,സെഗ്മെന്റ് ഡയഗ്രം
અવરોધક અવરોધ,തടസ്സം തടയൽ
ટુકડો ટ્રાન્સફર,ശകലം കൈമാറ്റം
ઇન્ટરસેપ્ટ,തടസ്സപ്പെടുത്തുക
રેઝિસ્ટર કેપેસિટર,തടയൽ കപ്പാസിറ്റർ
રેઝિસ્ટર કેપેસિટર,റെസിസ്റ്റർ കപ്പാസിറ്റർ
રેઝિસ્ટર ઓસિલેટર,തടയുന്ന ഓസിലേറ്റർ
અવરોધિત ઓસિલેટર,തടയുന്ന ഓസിലേറ്റർ
રેઝિસ્ટર વોલ્ટેજ,റെസിസ്റ്റർ വോൾട്ടേജ്
બ્લોઅર,ഊതുന്നയാൾ
બોડ ડાયાગ્રામ,ബോഡ് ഡയഗ്രം
વોલ્ટ્ઝમેન સંબંધ,വോൾട്ട്സ്മാൻ ബന്ധം
વોલ્ટ્ઝમેન સતત,വോൾട്ട്സ്മാൻ സ്ഥിരാങ്കം
બોન્ડ,ബോണ്ട്
બંધાયેલ તાણ ગેજ,ബന്ധിത സ്ട്രെയിൻ ഗേജ്
સ્વ-સહાયક એમ્પ્લીફાયર,സ്വയം പിന്തുണയ്ക്കുന്ന ആംപ്ലിഫയർ
બુલિયન બીજગણિત,ബൂളിയൻ ബീജഗണിതം
બુલિયન સમીકરણ,ബൂളിയൻ സമവാക്യം
બુટ Strapon,ബൂട്ട് സ്ട്രാപ്പൺ
બૂથનું અલ્ગોરિધમ,ബൂത്തിന്റെ അൽഗോരിതം
બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ,ബൂട്ട്സ്ട്രാപ്പ് പ്രിസം സർക്യൂട്ട്
bosscutts નિયમ,bosscutts ഭരണം
બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ,ബോസ്-ചൗധരി ഹോക്കൻഹാം (BCH) കോഡ്
"કૂદકો, કૂદકો","ചാടുക, ചാടുക"
બંધાયેલ ઇલેક્ટ્રોન,ബന്ധിത ഇലക്ട്രോൺ
બ્રેગ રિફ્લેક્ટર,ബ്രാഗ് റിഫ്ലക്ടർ
ગૂંથેલા વાયર,ഇഴചേർന്ന വയർ
શાખા,ശാഖ
શાખાઓ,ശാഖകൾ
પ્રયોગ બોર્ડ,പരീക്ഷണ ബോർഡ്
બ્રેક ઝોન,ബ്രേക്ക് സോൺ
બ્રેકિંગ વોલ્ટેજ,ബ്രേക്കിംഗ് വോൾട്ടേജ്
બ્રેકડાઉન ડાયોડ,ബ്രേക്ക്ഡൗൺ ഡയോഡ്
અસ્થિભંગ ફિક્સેશન,ഒടിവ് പരിഹരിക്കൽ
બ્રેકિંગ વોલ્ટેજ,ബ്രേക്കിംഗ് വോൾട്ടേജ്
પુલ,പാലം
પુલ સુધારક,പാലം റക്റ്റിഫയർ
વિશાળ બેન્ડ,വിശാലമായ ബാൻഡ്
બ્રોડકાસ્ટ બેન્ડ,ബ്രോഡ്കാസ്റ്റ് ബാൻഡ്
અપાર્થિવ એરે,ആസ്ട്രൽ അറേ
પ્રસારણ,പ്രക്ഷേപണം
બ્રોડકાસ્ટ એન્ટેના,ബ്രോഡ്കാസ്റ്റ് ആന്റിന
બ્રોડકાસ્ટ રીસીવર,ബ്രോഡ്കാസ്റ്റ് റിസീവർ
ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર,ഫ്രീക്വൻസി ബ്രോഡ്കാസ്റ്റ് റിസീവർ
બ્રોડકાસ્ટ ટ્રાન્સમીટર,പ്രക്ഷേപണം ട്രാൻസ്മിറ്റർ
બૂસ્ટર એન્ટેના,ബൂസ്റ്റർ ആന്റിന
બસ એન્ટેના,ബസ് ആന്റിന
બ્રશ નિમજ્જન,ബ്രഷ് നിമജ്ജനം
પરપોટા અને દરવાજો,ബബ്ലിംഗും ഗേറ്റും
બુડબુડુ અથવા ગેટ,ബുദ്ബുദു അല്ലെങ്കിൽ ഗേറ്റ്
બબલી મેમરી,ബബ്ലി മെമ്മറി
વળતર આપતું વોલ્ટેજ,വോൾട്ടേജ് നഷ്ടപരിഹാരം
બફર,ബഫർ
બફર એમ્પ્લીફાયર,ബഫർ ആംപ്ലിഫയർ
બફર સર્કિટ,ബഫർ സർക്യൂട്ട്
બફર ઓપરેટર,ബഫർ ഓപ്പറേറ്റർ
બફર રજીસ્ટર,ബഫർ രജിസ്റ്റർ
બલ્બ,ബൾബ്
વસ્તી અસર,ജനസംഖ്യാ പ്രഭാവം
મેક્રો સેમિકન્ડક્ટર ઉપકરણ,മാക്രോ അർദ്ധചാലക ഉപകരണം
ટોળું,കുല
ડૂબી ગયેલ વિનિમય,മുങ്ങിയ കൈമാറ്റം
ડૂબી ગયેલ સ્તર,മുങ്ങിയ പാളി
ડૂબી ગયેલો સંપર્ક,മുങ്ങിയ കോൺടാക്റ്റ്
બ્લાસ્ટ એમ્પ્લીફાયર,സ്ഫോടന ആംപ്ലിഫയർ
બ્લાસ્ટ કવર,സ്ഫോടന കവർ
બ્લાસ્ટ ફાયરિંગ,സ്ഫോടനം വെടിവയ്പ്പ്
વિસ્ફોટ ડોર એમ્પ્લીફાયર,സ്ഫോടനം ഡോർ ആംപ്ലിഫയർ
વિસ્ફોટ મોડ,ബർസ്റ്റ് മോഡ്
વિસ્ફોટ વિભાજક,സ്ഫോടനം സെപ്പറേറ്റർ
વિસ્ફોટ સંકેત,സ്ഫോടന സിഗ്നൽ
વિસ્ફોટ ભૂલ સુધારનાર કોડ,ബർസ്റ്റ് പിശക് തിരുത്തൽ കോഡ്
પૂરતૂ,മതി
બસ બાર,ബസ് ബാർ
બસ સંસ્થા,ബസ് സംഘടന
બસ ધોરણ,ബസ് സ്റ്റാൻഡേർഡ്
માત્ર ક્ષણિક,വെറും നൈമിഷികം
માખણ વર્થ ફિલ્ટર,വെണ്ണ മൂല്യമുള്ള ഫിൽട്ടർ
bnc વાયર,bnc വയർ
BNC જોઈન્ટર,BNC ജോയിന്റർ
બાય-વે,വഴിയിൽ
બાયપાસ કેપેસિટર,ബൈപാസ് കപ്പാസിറ്റർ
બાઈટ,ബൈറ്റ്
વી બેન્ડ,വി ബാൻഡ്
સી બેન્ડ એન્ટેના,സി ബാൻഡ് ആന്റിന
વાયર,വയർ
વાયર રૂટીંગ,വയർ റൂട്ടിംഗ്
ટેલિગ્રાફ ટેલિવિઝન,ടെലിഗ്രാഫ് ടെലിവിഷൻ
કેશ મેમરી,കാഷെ മെമ്മറി
સિસિમ ફ્રીક્વન્સી સ્ટાન્ડર્ડ,സിസിം ഫ്രീക്വൻസി സ്റ്റാൻഡേർഡ്
કેલ્ક્યુલેટર,കാൽക്കുലേറ്റർ
માપાંકન,കാലിബ്രേഷൻ
કૉલ સરનામું,കോൾ വിലാസം
કૉલપિટ ઓસિલેટર,കോൾപിറ്റ് ഓസിലേറ്റർ
કેમ કોર્ડર,ക്യാം കോർഡറുകൾ
કેમેરા,ക്യാമറ
કેમેરા નળી,ക്യാമറ ഹോസ്
candela,കാൻഡല
મીણબત્તીની શક્તિ,മെഴുകുതിരി ശക്തി
કેન્ટીલીવર તાણ ગેજ,കാന്റിലിവർ സ്ട്രെയിൻ ഗേജ്
હોલ્ડિંગ,പിടിക്കുന്നു
કેપેસીટન્સ બ્લડ પ્રેશર ટ્રાન્સડ્યુસર,കപ്പാസിറ്റൻസ് രക്തസമ്മർദ്ദം ട്രാൻസ്ഡ്യൂസർ
હોલ્ડિંગ ડિસ્ટ્રીબ્યુટર,ഹോൾഡിംഗ് ഡിസ്ട്രിബ്യൂട്ടർ
સંધિ હોલ્ડિંગ,ഉടമ്പടി നിലനിർത്തൽ
કેપેસિટેન્સ ગેજ,കപ്പാസിറ്റൻസ് ഗേജ്
હોલ્ડિંગ કલેક્ટર,പിടിക്കുന്ന കളക്ടർ
ક્ષમતા પ્રતિક્રિયા,കപ്പാസിറ്റൻസ് പ്രതിപ്രവർത്തനം
"કેપેસિટીવ એનર્જી કન્વર્ટર, ટ્રાન્સડ્યુસર","കപ്പാസിറ്റീവ് എനർജി കൺവെർട്ടർ, ട്രാൻസ്ഡ്യൂസർ"
કેપેસિટર,കപ്പാസിറ്റർ
કેપેસિટર બેંક,കപ്പാസിറ്റർ ബാങ്ക്
કેપેસિટર ફિલ્ટર,കപ്പാസിറ്റർ ഫിൽട്ടർ
કેપેસિટર ઇનપુટ ફિલ્ટર,കപ്പാസിറ്റർ ഇൻപുട്ട് ഫിൽട്ടർ
વિંચ મોટર,വിഞ്ച് മോട്ടോർ
પુલી સર્વો બોડી,പുള്ളി സെർവോ ബോഡി
ચરખી,ചാർക്കി
કેપ્ચર,പിടിക്കുക
કેપ્ચર કલમ,ക്യാപ്‌ചർ വിഭാഗം
કેપ્ચર અસર,ക്യാപ്‌ചർ പ്രഭാവം
વાહક અવાજ ગુણોત્તર,കാരിയർ ശബ്ദ അനുപാതം
કાર રેડિયો,കാർ റേഡിയോ
કાર્બન રેઝિસ્ટર,കാർബൺ റെസിസ്റ്റർ
કાર્ડ રીડર,കാർഡ് റീഡർ
કાર્ડિયોઇડ ડાયાગ્રામ,കാർഡിയോയിഡ് ഡയഗ്രം
વાહન,വണ്ടി
વાહન વળતર,വണ്ടി മടക്കം
વાહક,വാഹകൻ
વાહક સંચાર,കാരിയർ ആശയവിനിമയം
વાહક એકાગ્રતા,കാരിയർ ഏകാഗ്രത
વાહક આવર્તન,കാരിയർ ആവൃത്തി
વાહક પ્રજનન,കാരിയർ പുനരുൽപാദനം
વાહક સ્તર,കാരിയർ ലെവൽ
વાહક જીવન,കാരിയർ ജീവിതം
વાહક ગતિશીલતા,കാരിയർ മൊബിലിറ്റി
વાહક ગુણાકાર,കാരിയർ ഗുണനം
વાહક અવાજ સ્તર,കാരിയർ ശബ്ദ നില
વાહક શ્રેણી,കാരിയർ ശ്രേണി
