Marathi,Punjabi
संभाव्यता जोडणे,ਸੰਭਾਵਨਾਵਾਂ ਦਾ ਜੋੜ
वेक्टर जोडणे,ਵੈਕਟਰ ਦਾ ਜੋੜ
अतिरिक्त प्रमेय,ਵਾਧੂ ਪ੍ਰਮੇਯ
मिश्रित गट,additive ਗਰੁੱਪ
additive inverse,additive ਉਲਟ
अतिरिक्त गुणधर्म,additive ਸੰਪਤੀ
जोड,additivity
संलग्नता मॅट्रिक्स,ਆਸਪਾਸ ਮੈਟ੍ਰਿਕਸ
समीप,ਨੇੜੇ
समीप कोन,ਨੇੜੇ ਦੇ ਕੋਣ
समीप शिरोबिंदू,ਨੇੜੇ ਦਾ ਸਿਰਾ
संलग्न,ਨਾਲ ਜੁੜੋ
शेजारील,ਨਾਲ ਲੱਗਦੇ
संलग्न निर्धारक,ਸੰਜੋਗ ਨਿਰਧਾਰਕ
संलग्न विभेदक समीकरण,ਸੰਜੋਗ ਵਿਭਿੰਨ ਸਮੀਕਰਨ
संलग्न समीकरण,ਸੰਜੋਗ ਸਮੀਕਰਨ
संलग्न मॅट्रिक्स,ਸੰਜੋਗ ਮੈਟ੍ਰਿਕਸ
मॅट्रिक्सचा संलग्न,ਮੈਟ੍ਰਿਕਸ ਦਾ ਜੋੜ
मॅट्रिक्स समायोजित करा,ਨਿਰਣਾਇਕ ਮੈਟ੍ਰਿਕਸ
स्वीकार्य निर्णय कार्य,ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ
स्वीकार्य गृहीतक,ਮੰਨਣਯੋਗ ਪਰਿਕਲਪਨਾ
वायुगतिकीय शक्ती,ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ
वायुगतिकी,ਐਰੋਡਾਇਨਾਮਿਕਸ
affine भूमिती,affine ਜਿਓਮੈਟਰੀ
affine मॅपिंग,affine ਮੈਪਿੰਗ
affine परिवर्तन,affine ਪਰਿਵਰਤਨ
एकत्रित व्हेरिएबल्स,ਵੇਰੀਏਬਲ ਇਕੱਠੇ ਕਰਨਾ
बीजगणित,ਅਲਜਬਰਾ
बीजगणितानुसार बंद,ਬੀਜਗਣਿਤ ਬੰਦ
बीजगणितीय समीकरण,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
बीजगणितीय अभिव्यक्ती,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
बीजगणितीय फॉर्म,ਬੀਜਗਣਿਤ ਰੂਪ
बीजगणितीय कार्य,ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ
बीजगणितीय भूमिती,ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ
बीजगणितीय गुणाकार,ਬੀਜਗਣਿਤ ਗੁਣਾ
बीजगणित प्रणाली,ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ
सर्व-पूर्णांक समस्या,ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ
वाटप समस्या,ਵੰਡ ਸਮੱਸਿਆ
वर्णक्रमानुसार नोटेशन,ਵਰਣਮਾਲਾ ਸੰਕੇਤ
वर्णमाला वर्ण,ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ
पर्यायी कोन,ਵਿਕਲਪਕ ਕੋਣ
पर्यायी फॉर्म,ਬਦਲਵੇਂ ਰੂਪ
पर्यायी गट,ਬਦਲਵੇਂ ਸਮੂਹ
पर्यायी मॅट्रिक्स,ਬਦਲਵੀਂ ਮੈਟਰਿਕਸ
पर्यायी मालिका,ਬਦਲਵੀਂ ਲੜੀ
पर्यायी गृहीतक,ਵਿਕਲਪਕ ਅਨੁਮਾਨ
पर्यायी ऑप्टिमा,ਵਿਕਲਪਕ ਅਨੁਕੂਲਤਾ
पर्यायी परिणाम,ਵਿਕਲਪਕ ਨਤੀਜਾ
अॅनालॉग-टू-डिजिटल कनवर्टर,ਐਨਾਲਾਗ-ਟੂ-ਡਿਜੀਟਲ ਕਨਵਰਟਰ
अॅनालॉग संगणक,ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
विश्लेषण,ਵਿਸ਼ਲੇਸ਼ਣ
सहप्रसरणाचे विश्लेषण,ਸਹਿਪ੍ਰਸਤੀ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ
गणना डेटाचे विश्लेषण,ਗਣਨਾ ਡੇਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ
भिन्नतेचे विश्लेषण,ਵਿਭਿੰਨਤਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ
विश्लेषणात्मक भूमिती,ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ
विश्लेषणात्मक कार्य,ਵਿਸ਼ਲੇਸ਼ਣ ਫੰਕਸ਼ਨ
कोन,ਕੋਣ
संपर्क कोन,ਸੰਪਰਕ ਦਾ ਕੋਣ
विक्षेपण कोन,ਭਟਕਣ ਦਾ ਕੋਣ
उदासीनता कोन,ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ
विचलन कोन,ਭਟਕਣ ਦਾ ਕੋਣ
विवर्तन कोन,ਵਿਭਿੰਨਤਾ ਦਾ ਕੋਣ
उंचीचा कोन,ਉਚਾਈ ਦਾ ਕੋਣ
घटनेचा कोन,ਘਟਨਾ ਦਾ ਕੋਣ
प्रक्षेपण कोन,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ
परावर्तन कोन,ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ
अपवर्तन कोन,ਅਪਵਰਤਨ ਦਾ ਕੋਣ
रोटेशनचा कोन,ਰੋਟੇਸ਼ਨ ਦਾ ਕੋਣ
एकूण परावर्तनाचा कोन,ਕੁੱਲ ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ
कोनीय प्रवेग,ਕੋਣੀ ਪ੍ਰਵੇਗ
कोणीय गती,ਕੋਣੀ ਗਤੀ
कोनीय गती,ਕੋਣੀ ਗਤੀ
कोनीय गती,ਕੋਣੀ ਵੇਗ
वलय,ਐਨੁਲਸ
उत्तर,ਜਵਾਬ
विरोधी व्युत्पन्न,ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ
विषमताविरोधी कार्य,ਵਿਰੋਧੀ ਸਮਰੂਪ ਫੰਕਸ਼ਨ
लागू,ਲਾਗੂ ਹੈ
अर्ज,ਐਪਲੀਕੇਸ਼ਨ
लागू डायनॅमिक प्रोग्रामिंग,ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
लागू भूमिती,ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ
लागू गणित,ਲਾਗੂ ਗਣਿਤ
लागू आकडेवारी,ਲਾਗੂ ਅੰਕੜੇ
अंदाजे,ਲਗਭਗ
अंदाजे सतत कार्य,ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
अंदाजे पद्धत,ਅੰਦਾਜ਼ਨ ਢੰਗ
अंदाजे उपाय,ਅੰਦਾਜ਼ਨ ਹੱਲ
अंदाजे समस्या,ਲਗਭਗ ਸਮੱਸਿਆ
अंदाजे मालमत्ता,ਲਗਭਗ ਸੰਪਤੀ
योग्यता चाचणी बॅटरी,ਯੋਗਤਾ ਟੈਸਟ ਬੈਟਰੀ
आर्गंड आकृती,Argand ਚਿੱਤਰ
अनियंत्रितपणे निवडले,ਆਪਹੁਦਰੇ ਢੰਗ ਨਾਲ ਚੁਣਿਆ ਗਿਆ ਹੈ
अनियंत्रित,ਮਨਮਾਨੀ
अनियंत्रित स्थिरांक,ਆਪਹੁਦਰੇ ਸਥਿਰ
अनियंत्रित घटक,ਆਪਹੁਦਰੇ ਤੱਤ
अनियंत्रित बिंदू,ਮਨਮਾਨੀ ਬਿੰਦੂ
आर्किमेडियन कायदा,ਆਰਕੀਮੀਡੀਅਨ ਕਾਨੂੰਨ
आर्किमिडीज तत्त्व,ਆਰਕੀਮੀਡੀਜ਼ ਸਿਧਾਂਤ
चाप लांबी,ਚਾਪ ਦੀ ਲੰਬਾਈ
वर्तुळाचा चाप,ਚੱਕਰ ਦਾ ਚਾਪ
आर्क साइन वितरण,ਚਾਪ ਸਾਇਨ ਵੰਡ
चाप साइन परिवर्तन,ਚਾਪ ਸਾਇਨ ਪਰਿਵਰਤਨ
क्षेत्र,ਖੇਤਰ
क्षेत्रीय पोत,ਖੇਤਰੀ ਬਣਤਰ
जटिल संख्येचा युक्तिवाद,ਕੰਪਲੈਕਸ ਨੰਬਰ ਦੀ ਦਲੀਲ
अंकगणित सरासरी,ਗਣਿਤ ਦਾ ਮਤਲਬ
अंकगणित ऑपरेशन,ਗਣਿਤ ਦੀ ਕਾਰਵਾਈ
अंकगणित एकक,ਗਣਿਤ ਦੀ ਇਕਾਈ
व्यवस्था,ਪ੍ਰਬੰਧ
रचना,ਐਰੇ
कृत्रिम उपग्रह,ਨਕਲੀ ਸੈਟੇਲਾਈਟ
कृत्रिम व्हेरिएबल,ਨਕਲੀ ਵੇਰੀਏਬਲ
चढणे,ਚੜ੍ਹਨਾ
चढत्या,ਵੱਧਦੇ ਹੋਏ
परिमाणाचा चढता क्रम,ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ
चढत्या मालिका,ਚੜ੍ਹਦੀ ਲੜੀ
असेंबलर भाषा,ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ
असाइनमेंट समस्या,ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ
सहयोगी कायदा,ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ
ऑपरेटर्सचा सहयोगी कायदा,ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ
सहयोगी ऑपरेशन,ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ
सहवास,ਸੰਗਤ
सरासरी गृहीत धरले,ਮਤਲਬ ਮੰਨਿਆ
गृहीत संभाव्यता वितरण,ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ
गृहीतक,ਧਾਰਨਾ
ज्योतिष,ਜੋਤਿਸ਼
अंतराळवीर अभियंता,ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ
खगोलशास्त्रज्ञ,ਖਗੋਲ ਵਿਗਿਆਨੀ
खगोलशास्त्रीय घड्याळ,ਖਗੋਲੀ ਘੜੀ
खगोलशास्त्र,ਖਗੋਲ ਵਿਗਿਆਨ
असममित वक्र,ਅਸਮਿਤ ਵਕਰ
विषमता,ਅਸਮਿਤੀ
लक्षणे,asymptote
लक्षणे नसलेला,asymptotic
असिम्प्टोटिकली कार्यक्षम अंदाजकर्ता,asymptotically ਕੁਸ਼ਲ ਅਨੁਮਾਨਕ
asymptotically निष्पक्ष अंदाजकर्ता,asymptotically ਨਿਰਪੱਖ ਅਨੁਮਾਨਕ
लक्षणे नसलेले वर्तन,asymptotic ਵਿਵਹਾਰ
एसिम्प्टोटिक वितरण कार्य,asymptotic ਵੰਡ ਫੰਕਸ਼ਨ
एसिम्प्टोटिक विस्तार,asymptotic ਵਿਸਥਾਰ
वातावरणाचा दाब,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
यादृच्छिकपणे,ਬੇਤਰਤੀਬੇ &#39;ਤੇ
विशेषता,ਵਿਸ਼ੇਸ਼ਤਾ
गुणधर्म नमुना प्रक्रिया,ਗੁਣ ਨਮੂਨਾ ਪ੍ਰਕਿਰਿਆ
संवर्धित मॅट्रिक्स,ਵਧੀ ਹੋਈ ਮੈਟਰਿਕਸ
स्वयंसंबंध गुणांक,ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ
स्वयंसंबंध कार्य,ਸਵੈ-ਸਬੰਧੀ ਫੰਕਸ਼ਨ
autocovariance,autocovariance
स्वयंचलित संगणक,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ
ऑटोरिग्रेशन,ਆਟੋਰਿਗਰੇਸ਼ਨ
सहाय्यक समीकरण,ਸਹਾਇਕ ਸਮੀਕਰਨ
सरासरी नमुना क्रमांक वक्र (ASN वक्र),ਔਸਤ ਨਮੂਨਾ ਨੰਬਰ ਵਕਰ (ASN ਕਰਵ)
स्वयंसिद्ध,axiom
स्वयंसिद्ध दृष्टीकोन,ਸਵੈ-ਜੀਵਨੀ ਪਹੁੰਚ
संभाव्यतेचे स्वयंसिद्ध,ਸੰਭਾਵਨਾ ਦਾ axiom
अक्ष,ਧੁਰਾ
abscissa चा अक्ष,abscissa ਦਾ ਧੁਰਾ
पृथ्वीचा अक्ष,ਧਰਤੀ ਦੀ ਧੁਰੀ
क्रांतीची अक्ष,ਇਨਕਲਾਬ ਦੀ ਧੁਰੀ
रोटेशनचा अक्ष,ਰੋਟੇਸ਼ਨ ਦਾ ਧੁਰਾ
फिरकीचा अक्ष,ਸਪਿਨ ਦਾ ਧੁਰਾ
परत प्रतिस्थापन,ਵਾਪਸ-ਸਥਾਪਨਾ
मागास फरक,ਪਿਛਲਾ ਫਰਕ
बॅकवर्ड-इंटरपोलेशन सूत्र,ਬੈਕਵਰਡ-ਇੰਟਰਪੋਲੇਸ਼ਨ ਫਾਰਮੂਲਾ
शिल्लक,ਸੰਤੁਲਨ
संतुलित डिझाइन,ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ
ताळेबंद,ਸੰਤੁਲਨ ਸ਼ੀਟ
बॅलिस्टिक क्षेपणास्त्र,ਬੈਲਿਸਟਿਕ ਮਿਜ਼ਾਈਲ
बॅलिस्टिक्स,ਬੈਲਿਸਟਿਕਸ
बार,ਪੱਟੀ
पाया,ਅਧਾਰ
बेस कोन,ਅਧਾਰ ਕੋਣ
लॉगरिदमचा आधार,ਲਘੂਗਣਕ ਦਾ ਅਧਾਰ
मूलभूत,ਬੁਨਿਆਦੀ
मूलभूत व्यवहार्य उपाय,ਬੁਨਿਆਦੀ ਸੰਭਵ ਹੱਲ
मूलभूत उपाय,ਬੁਨਿਆਦੀ ਹੱਲ
मूलभूत चल,ਬੁਨਿਆਦੀ ਵੇਰੀਏਬਲ
आधार,ਆਧਾਰ
आधार घटक,ਆਧਾਰ ਤੱਤ
आधार मॅट्रिक्स,ਆਧਾਰ ਮੈਟਰਿਕਸ
वेक्टर स्पेसचा आधार,ਇੱਕ ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ
सबस्पेसचा आधार,ਸਬਸਪੇਸ ਦਾ ਆਧਾਰ
बायसियन अंदाज,ਬੇਸੀਅਨ ਅੰਦਾਜ਼ਾ
बायसचा कायदा,ਬੇਸ ਦਾ ਕਾਨੂੰਨ
बायसचे प्रमेय,ਬੇਅਸ ਦਾ ਸਿਧਾਂਤ
बर्नौली वितरण,ਬਰਨੌਲੀ ਵੰਡ
बर्नौली क्रमांक,ਬਰਨੌਲੀ ਨੰਬਰ
बर्नौली संभाव्यता कार्य,ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ
बर्नौलीचे समीकरण,ਬਰਨੌਲੀ ਦਾ ਸਮੀਕਰਨ
बेरी फंक्शन,ਬੇਰੀ ਫੰਕਸ਼ਨ
सर्वोत्तम फिट,ਵਧੀਆ ਫਿੱਟ
सर्वोत्तम - फिट लाइन,ਵਧੀਆ - ਫਿੱਟ ਲਾਈਨ
सर्वोत्तम उपाय,ਵਧੀਆ ਹੱਲ
सर्वोत्तम धोरणे,ਵਧੀਆ ਰਣਨੀਤੀਆਂ
बीटा वितरण,ਬੀਟਾ ਵੰਡ
पक्षपात,ਪੱਖਪਾਤ
पक्षपाती अंदाज,ਪੱਖਪਾਤੀ ਅਨੁਮਾਨ
बिहारमोनिक समीकरण,biharmonic ਸਮੀਕਰਨ
द्विभाजन,ਦੋਭਾਗ
द्विभाषिक नकाशा,ਦੋ-ਪੱਖੀ ਨਕਸ਼ਾ
द्विजात्मक मॅपिंग,ਦੋ-ਪੱਖੀ ਮੈਪਿੰਗ
द्विरेखीय फॉर्म,ਦੋ-ਲੀਨੀਅਰ ਫਾਰਮ
द्विरेखीय कार्य,ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ
द्विरेखीय हर्मिटियन फॉर्म,ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਰੂਪ
बायनरी,ਬਾਈਨਰੀ
बायनरी कोड,ਬਾਈਨਰੀ ਕੋਡ
बायनरी कोडेड दशांश,ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ
बायनरी कोडिंग,ਬਾਈਨਰੀ ਕੋਡਿੰਗ
बायनरी संगणक,ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ
बायनरी अंक,ਬਾਈਨਰੀ ਅੰਕ
बायनरी ऑपरेशन,ਬਾਈਨਰੀ ਕਾਰਵਾਈ
बायनरी प्रणाली,ਬਾਈਨਰੀ ਸਿਸਟਮ
बायनरी व्हेरिएबल,ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ
द्विपदी गुणांक,ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ
द्विपदी वितरण,ਬਾਇਨੋਮੀਅਲ ਵੰਡ
द्विपद समीकरण,ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ
द्विपदी विस्तार,ਬਾਇਨੋਮੀਅਲ ਵਿਸਤਾਰ
द्विपदी अभिव्यक्ती,ਦੋਨੋਮੀ ਸਮੀਕਰਨ
द्विपदी यादृच्छिक चल,ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
द्विपद प्रमेय,ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ
दुभाजक,ਦੋਭਾਗ
दुभाजक पद्धत,ਦੋਭਾਗ ਵਿਧੀ
दुभाजक,ਬਾਈਸੈਕਟਰ
द्विसेरियल,biserial
बिट,ਬਿੱਟ
द्विपदी द्विपद वितरण,bivariate binomial distribution
द्विवैरिएट सहसंबंध गुणांक,ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ
द्विभिन्न वितरण,ਦੋ-ਪੱਖੀ ਵੰਡ
द्विवैरिएट सामान्य वितरण,ਬਾਇਵਰੀਏਟ ਸਧਾਰਣ ਵੰਡ
bivector,bivector
बोल्ट्झमन समीकरण,ਬੋਲਟਜ਼ਮੈਨ ਸਮੀਕਰਨ
बुलियन बीजगणित,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
बोस - आईन्स्टाईन आकडेवारी,ਬੋਸ - ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ
सीमा स्थिती,ਸੀਮਾ ਸਥਿਤੀ
सीमा स्तर,ਸੀਮਾ ਪਰਤ
सीमारेषा,ਸੀਮਾ ਰੇਖਾ
सीमा मूल्य,ਸੀਮਾ ਮੁੱਲ
सीमा मूल्य समस्या,ਸੀਮਾ ਮੁੱਲ ਸਮੱਸਿਆ
बंधनकारक कार्य,ਸੀਮਾਬੱਧ ਫੰਕਸ਼ਨ
सीमाबद्ध मॅट्रिक्स,ਸੀਮਾਬੱਧ ਮੈਟ੍ਰਿਕਸ
सीमाबद्ध प्रदेश,ਸੀਮਾਬੱਧ ਖੇਤਰ
बांधलेला संच,ਸੀਮਾਬੱਧ ਸੈੱਟ
ब्राउनियन गती,ਬ੍ਰਾਊਨੀਅਨ ਮੋਸ਼ਨ
गणना करा,ਗਣਨਾ ਕਰੋ
गणना करत आहे,ਗਣਨਾ
गणना मशीन,ਗਣਨਾ ਮਸ਼ੀਨ
गणना,ਗਣਨਾ
गणना प्रक्रिया,ਗਣਨਾ ਵਿਧੀ
कॅल्क्युलेटर,ਕੈਲਕੁਲੇਟਰ
कॅल्क्युलस,ਕੈਲਕੂਲਸ
भिन्नतेची गणना,ਪਰਿਵਰਤਨ ਦਾ ਕੈਲਕੂਲਸ
कॅलरी,ਕੈਲੋਰੀ
रद्द करण्याचा कायदा,ਰੱਦ ਕਰਨ ਦਾ ਕਾਨੂੰਨ
प्रामाणिक समीकरण,ਕੈਨੋਨੀਕਲ ਸਮੀਕਰਨ
प्रामाणिक स्वरूप,ਕੈਨੋਨੀਕਲ ਰੂਪ
कॅनोनिकल मॅट्रिक्स,ਕੈਨੋਨੀਕਲ ਮੈਟ੍ਰਿਕਸ
कॅंटर सेट,ਕੈਂਟਰ ਸੈੱਟ
कॅंटरचा तिरंगी संच,ਕੈਂਟਰ ਦਾ ਟਰਨਰੀ ਸੈੱਟ
सक्षम वाहतूक समस्या,ਸਮਰੱਥਾ ਵਾਲੀ ਆਵਾਜਾਈ ਦੀ ਸਮੱਸਿਆ
क्षमता,ਸਮਰੱਥਾ
केशिका शक्ती,ਕੇਸ਼ਿਕਾ ਬਲ
मुख्य क्रमांक,ਮੁੱਖ ਨੰਬਰ
कार्टेशियन अक्ष,ਕਾਰਟੇਸੀਅਨ ਧੁਰੇ
कार्टेशियन समन्वय,ਕਾਰਟੇਸੀਅਨ ਕੋਆਰਡੀਨੇਟਸ
कार्टेशियन उत्पादन,ਕਾਰਟੇਸੀਅਨ ਉਤਪਾਦ
संचांचे कार्टेशियन उत्पादन,ਸੈੱਟਾਂ ਦਾ ਕਾਰਟੇਸ਼ੀਅਨ ਉਤਪਾਦ
केस स्टडी,ਮਾਮਲੇ &#39;ਦਾ ਅਧਿਐਨ
आपत्तीजनक चढउतार,ਘਾਤਕ ਉਤਰਾਅ-ਚੜ੍ਹਾਅ
कॅटेनरी,ਕੈਟੇਨਰੀ
कॉची वितरण,ਕੌਚੀ ਵੰਡ
कॉची सूत्र,ਕੌਚੀ ਫਾਰਮੂਲਾ
कैची गौरसाट प्रमेय,ਕੌਚੀ ਗੌਰਸਤ ਪ੍ਰਮੇਯ
Cauchy Riemann अटी,ਕਾਚੀ ਰੀਮੈਨ ਦੀਆਂ ਸਥਿਤੀਆਂ
कॉची क्रम,ਕਾਚੀ ਕ੍ਰਮ
कैची अभिन्न,ਕੌਚੀ ਅਟੁੱਟ
कॉची मुख्य मूल्य,ਕੌਚੀ ਪ੍ਰਮੁੱਖ ਮੁੱਲ
कॉची अवशेष प्रमेय,ਕਾਚੀ ਅਵਸ਼ੇਸ਼ ਪ੍ਰਮੇਯ
केली हॅमिल्टन प्रमेय,ਕੈਲੀ ਹੈਮਿਲਟਨ ਪ੍ਰਮੇਯ
आकाशीय शरीर,ਆਕਾਸ਼ੀ ਸਰੀਰ
आकाशीय मापन,ਆਕਾਸ਼ੀ ਮਾਪ
खगोलीय यांत्रिकी,ਆਕਾਸ਼ੀ ਮਕੈਨਿਕਸ
खगोलीय वस्तू,ਆਕਾਸ਼ੀ ਵਸਤੂ
सेल वारंवारता,ਸੈੱਲ ਬਾਰੰਬਾਰਤਾ
जनगणना,ਜਨਗਣਨਾ
सेंटाइल,centile
सेंटीमीटर,ਸੈਂਟੀਮੀਟਰ
सेंटीमीटर ग्रॅम दुसरी प्रणाली,ਸੈਂਟੀਮੀਟਰ ਗ੍ਰਾਮ ਦੂਜੀ ਪ੍ਰਣਾਲੀ
मध्यवर्ती,ਕੇਂਦਰੀ
मध्य अक्ष,ਕੇਂਦਰੀ ਧੁਰਾ
मध्यवर्ती फरक,ਕੇਂਦਰੀ ਅੰਤਰ
केंद्रीय फरक सूत्र,ਕੇਂਦਰੀ ਅੰਤਰ ਫਾਰਮੂਲਾ
मध्यवर्ती फरक सारणी,ਕੇਂਦਰੀ ਅੰਤਰ ਸਾਰਣੀ
केंद्रीय मर्यादा प्रमेय,ਕੇਂਦਰੀ ਸੀਮਾ ਪ੍ਰਮੇਯ
मध्यवर्ती क्षण,ਕੇਂਦਰੀ ਪਲ
सेंट्रल प्रोसेसिंग युनिट (CPU),ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ (CPU)
केंद्रीय प्रवृत्ती,ਕੇਂਦਰੀ ਰੁਝਾਨ
केंद्र,ਕੇਂਦਰ
गुरुत्वाकर्षण केंद्र,ਗੰਭੀਰਤਾ ਦਾ ਕੇਂਦਰ
गटाचे केंद्र,ਸਮੂਹ ਦਾ ਕੇਂਦਰ
वस्तुमानाचे केंद्र,ਪੁੰਜ ਦਾ ਕੇਂਦਰ
सममितीचे केंद्र,ਸਮਰੂਪਤਾ ਦਾ ਕੇਂਦਰ
केंद्रापसारक शक्ती,ਸੈਂਟਰਿਫਿਊਗਲ ਫੋਰਸ
केंद्राभिमुख शक्ती,centripetal ਫੋਰਸ
मध्यवर्ती,ਸੈਂਟਰੋਇਡ
निश्चितता,ਯਕੀਨਨ
cgs प्रणाली,cgs ਸਿਸਟਮ
cgs युनिट,cgs ਯੂਨਿਟ
