Assamese,Hindi
বক্স নালা,पेटिकाकार नाली
ব্ৰেচ,बंधनी
ইটা-অন-এজ,खड़ी ईंट
লজ্জাজনক,ब्राइडल
উজ্জ্বলতা,द्युति
বাদামী মাটি,भूरी मृदा
ভৱন,भवन
বিল্ডিং জৰীপকাৰী,भवन सर्वेक्षक
বাফাৰ,बफर (रोधक)
বাফাৰ বক্ৰ,रोधनवक या अनुपामन वक
বাফাৰিং,रोधन
বাফাৰিং ক্ষমতা,रोधन क्षमता
বাণ্ডাৰ,बन्दर
বাট্ৰেছ,पुश्ता
গ-দিগন্ত,c-संस्तर/c-होराइजन
কেবল,तार/केबल
কেবল মল্ডিং,तारगढ़ाई
কেবলিং,केबिल तंत्र
কেবিন,केबिन
কেবিন হুক,केबिन अंकुश
কেবিনেট,मंजूषा
কেবল্টৰ চাকৰি এৰিছে,ध्वनि शोषण चादर
কেফেটেৰিয়া,कैफेटेरिया
সঁজা,पिंजरा
পিঞ্জৰা নিৰ্মাণ,पिंजरानुमा निर्माण
কয়িনৰ সূত্ৰ,केनसूत्र
কেইচন,कैसन (या कॉफर)
কেইচন ৰোগ,कैसन रोग
কেইচন ফাউণ্ডেচন,केसन नींव
কেইচন পাইল,कैसन पाइल
কেলকেয়াৰযুক্ত ইটা,चूनेदार ईंट
কেলকেয়াৰযুক্ত মাটি,चूनेदार मिट्टी
কেলকেয়াৰযুক্ত খোলা,चूनेदार पपड़ी
কেলচিফিকেশন,केल्सीकरण
কেলচিনেচন,निस्तापन
কেলচিন,कैलसाइन
কেলচাইট,कैल्साइट
কেলচিয়াম-এলুমিনেট চিমেণ্ট,कैल्शियम एल्यूमिनेट सीमेंट
কেলচিয়াম-চিলিকেট ইটা,कैल्शियम सिलीकेट ईंट
কেলচিয়াম-চিলিকেট হাইড্ৰেট,कैल्शियम सिलिकेट हाईड्रेट
কালিচে,कालीचे
কেলিফৰ্ণিয়া বেয়াৰিং ৰেচিঅ’,कैलिफोर्निया असर अनुपात
কেলিপাৰ,केलिपर
কেলৰিমিটাৰ,कैलोरीमीटर
কেম্বাৰ,न्युब्ज़ता/कैम्बर
খাল,नहर
কেনপি,कैनॉपी
কেন্টিলিভাৰ ফুটিং,बहुधारन पद
কেপ,टोपी
ক্ষমতা,धारिता
ail ট্ৰেকৰ ক্ষমতা,रेल पथ क्षमता
কেপ কেবল,टोपी कंडरा
কেপিলাৰিটি,केशिकत्व
কেপিলাৰী ব্ৰেক,केशिका विच्छेद
কেপিলাৰী প্ৰবাহ,केशिका प्रवाह
কেপিলাৰী আৰ্দ্ৰতা বা কেপিলাৰী পানী,केशिका आर्द्रता या केशिका जल
কেপিলাৰী ছিদ্ৰ স্থান,केशिका रंध्र अवकाश
কেপিলাৰী ছিদ্ৰতা,केशिका रंध्रता
কেপিলাৰী স্থান,केशिका अवकाश
কেপচাৰ বেগ,प्रग्रहण वेग
কাৰ্বনেচন,कार्बोनेशन
কাৰ্বন ব্লেক,कार्बन काजल
Castble অবাধ্য,ढलने योग्य उच्च तापसह
কাষ্ট-ইন-প্লেচ বা কাষ্ট-ইন-চিটু,स्वस्थान ढली
কাষ্ট-ইন-প্লেচ পাইল,यथास्थान बनाई पाइल
কেষ্টাৰ,कैस्टर
ঢালাই শিল,ढला पत्थर
অনুঘটক,उत्प्रेरक
কেটেনা,मृदा श्रृंखला
মেকুৰীৰ মুখ,विडाल मुख
মেকুৰীৰ মূৰ,कैट हैड
কেটিয়ন,धनायन
মেকুৰী খোজ কাঢ়িব,कैट बॉक
গহ্বৰৰ ক্ষতি,कोटरन क्षति
চেলাইট,सेलाइट
কোষীয় কংক্ৰিট,कोशिकीय कंक्रीट
কোষীয় নিৰ্মাণ,कोशिकीय निर्माण
চিমেণ্ট,सीमेंट
"চিমেণ্ট, বিটুমিনাছ",बिटुमनी सीमेंट
"চিমেণ্ট, উচ্চ শক্তি",शीघ्र सामर्थ्य सीमेंट
"চিমেণ্ট, হাইড্ৰলিক",जलीय सीमेंट
"চিমেণ্ট, কম জুইত",न्यून ऊष्मा सीमेंट
"চিমেণ্ট, শিলৰ কাম",चिनाई सीमेंट
"চিমেণ্ট, প্ৰাকৃতিক",प्राकृतिक सीमेंट
"চিমেণ্ট, পৰ্টলেণ্ড",पोर्टलैंड सीमेंट
"চিমেণ্ট, পৰ্টলেণ্ড ব্লাষ্ট ফাৰ্নেচৰ স্লেগ",पोर्टलैंड वात्या-भट्टी धातुमल सीमेंट
"চিমেণ্ট, পৰ্টলেণ্ড প&#39;জ&#39;লান",पोर्टलैंड पोजोलॉन सीमेंट
"চিমেণ্ট, স্লেগ",सीमेंट धातुमल
"চিমেণ্ট, ছালফেট প্ৰতিৰোধী",सल्फेट प्रतिरोधी सीमेंट
"চিমেণ্ট, ছুপাৰ ছালফেটেড",सुपरसल्फेटेड सीमेंट
"চিমেণ্ট, বগা",श्वेत सीमेंट
চিমেণ্ট-এগ্ৰিগেটৰ অনুপাত,सीमेंट मिलावा अनुपात
চিমেণ্টৰ পৰিমাণ,सीमेंट अंश
চিমেণ্ট জেল,सेमेंट जेल
চিমেণ্টৰ বন্দুক,सीमेंट गन
চিমেণ্টৰ ভঁৰাল,सीमेंट भट्टी
চিমেণ্টৰ ৰং,सीमेंट प्रलेप
চিমেণ্টৰ প্লাষ্টাৰ,सीमेंट प्लास्टर
চিমেণ্টৰ শিল,सीमेंट शैल
চিমেণ্টৰ গোন্ধ,सीमेंट घोल
চিমেণ্ট সংৰক্ষণ,सीमेंट भंडारण
চিমেণ্টেচন প্ৰক্ৰিয়া,सीमेंटीकरण प्रक्रम
কেন্দ্ৰীকৰণ,ढूला
চেণ্টাৰিং আৰু শ্বাটাৰিং,ढूला बनाना
কেন্দ্ৰীয় মিশ্ৰিত কংক্ৰিট,केन्द्रीय मिश्रित कंक्रीट
কেন্দ্ৰীয় মিক্সাৰ,केन्द्रीय मिश्रक
কেন্দ্ৰপৃথক ফেন,अपकेन्द्री पंखा
চক,खड़िया
চেমফাৰ,शैम्फर
চেমফাৰ ষ্ট্ৰিপ,निष्कोणन पत्ती
চেনেল বিম,चैनल धरन
বৈশিষ্ট্যপূৰ্ণ বোজা,अभिलाक्षणिक भार
বৈশিষ্ট্যপূৰ্ণ শক্তি,अभिलाक्षणिक सामर्थ्य
চাৰ্জ অফ কৰক,शुल्क माफी
চাৰ্জিং,भरण
পৰীক্ষা কৰি আছে,तरेड़न
ৰাসায়নিক বন্ধন,रासायनिक आबंध
চেৰনোজেম,चर्नोजेम
চেষ্টনাটৰ মাটি,चैस्टनट मृदा
চিমনিৰ নালা,धुआरा पनाली
চিপ বৰ্ড,अपखण्ड फलक
চিপিং,छीलना
চিপছ,दाना
চুটে,ढलवा नाली
শ্ৰেণী (কংক্ৰিটৰ),श्रेणी (कंक्रीट की)
বোকা মাটি,मृत्तिका
মাটিৰ পৰিমাণ,मृत्तिका अंश
মাটিৰ কেৰাহী,मृत्तिका दृढ़ पटल
ক্লিনআউট,सफाई द्वार
চাফ-চিকুণ কৰক,निर्वात सुधार
ক্লিট কৰক,गुटका
ক্লিংকাৰ,क्लिंकर
ক্লিপ,क्लिप
জমা হোৱা,स्कंदन
মোটা গোটা পদাৰ্থ,स्थूल समुच्चय/मोटा मिलावा
মোটা দানাযুক্ত মাটি,स्थूल कणीय मृदा
কোট,कोट
কফাৰ বান্ধ,कॉफर बाँध
সংহতি,ससंजन
কলয়ড,कोलाइड
কলয়ডাল আৰ্দ্ৰতাৰ সমতুল্য অনুপাত,कोलाइडी-आर्द्रता तुल्यांक अनुपात
কলয়ডাল ব্যৱস্থা,कोलाइडी प्रणाली या कोलाइडी सम्मिश्रण
কলুভিয়াল মাটি,मिश्रोढ़ मृदा
স্তম্ভ,स्तम्भ/टेक/संपीडांग
কম্বড ফিনিচিং,कंकतित परिष्कृति
সংযুক্ত ফুটিং,संयुक्त पाद
সংযুক্ত পানী,संयुक्त जल
কমন ৰুম,सामान्य कक्ष
সম্পূৰ্ণ হোৱাৰ প্ৰমাণ পত্ৰ,पूर्णावस्था प्रमाण पत्र
উপাদান বৰ্গ,अंग वर्ग
কংক্ৰিট,कंक्रीट
কংক্ৰিচন,कंकड़ स्तरन
একত্ৰিত হাৰ/ফ্লেট হাৰ,समेकित दर या एक समान दर
দূষক পদাৰ্থ,दूषणकारक
ৰন্ধা-বঢ়াৰ এলকোভ,खाना रखने स्थान
মোকাবিলা কৰা,मुंडेर/कोपिंग
কৰ্বেল,टोड़ा
কৰ্নিচ,कॉनिस
কাপলাৰ,युग्मक
"কাপলাৰ, ডাবল",द्वि-युग्मक
"কাপলাৰ, পুটলগ",कड़ी युग्मक
"কাপলাৰ, চুইভেল",भ्रामी युग्मक
ধাৰা,रद्दा
কোৰ্চ কৰা ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম,बेतरतीब रद्देदार ढोका चिनाई
আবৃত অঞ্চল,आच्छादित क्षत्र
অধম,विसर्पण
ক্ৰিপ সহগ,विसर्पण गुणांक
ক্ৰ&#39;ট&#39;ভাইন,क्रोटोवाइन
কাউৰী ভৰি,काक पाद
ক্ৰাম গঠন,आचूर्ण संरचना
প্ৰতিবন্ধক,कर्ब
সোঁত,धारा
বক্ৰ প্ৰতিৰোধ ক্ষমতা,वक्र-प्रतिरोध (रेल)
ডেম্প প্ৰুফ কোৰ্চ,आर्द्रतारोधी स्तर
সম্পূৰ্ণ হোৱাৰ তাৰিখ,पूर्ण होने की तिथि
ডেড লোড,अचल भार
মৰা পানী,धीर जल
ডেচিবেল,डेसीबल
ডিফ্ল’কুলেচন,अनूर्पान
বায়ুমণ্ডলৰ মাত্ৰা বা বায়ু স্থান অনুপাত,वातन कोटि या वायु अवकाश अनुपात
একত্ৰীকৰণৰ মাত্ৰা,समुच्चयन कोटि
বিক্ষিপ্ততাৰ মাত্ৰা,प्रकीर्णन कोटि
চেচুৰেচনৰ ডিগ্ৰী,संतृप्ति कोटि
ঘনত্ব,घनता (आवासीय)
মৰুভূমিৰ ফুটপাথ,भरू कुट्टिम
মৰুভূমিৰ মাটি,मरू मृदा
সবিশেষ,विस्तृत विवरण
উন্নয়নৰ সময়ছোৱা,विकास अवधि
ডি-দিগন্ত,Dसंस्तर/Dहोराइजन
তিৰ্যক বন্ধন,विकर्ण चाल
ডায়াগ্ৰাম,आरेख
ডিজিটেল ডক,आंगुलिक गोदी
ভিন্নতামূলক পানীৰ হাৰ,अन्तरात्मक जल दर
পাতল কৰা ভেণ্টিলেচন,तनुता संवातन
ডিলুভিয়াম,पूरोढक
খোৱাঘৰ,भोजन कक्ष
দিশৰ পেগ,दिशा निर्धारक खूँटी
বিক্ষিপ্ততা,प्रकीर्णन
ডিষ্টেম্পাৰ,डिस्टेम्पर
ডক,गोदी
দুৱাৰ,1. द्वार 2. कपाट
ডৰ্মাৰ,छत वातायन
ডৰ্মাৰ চেক,छत वातायन पृष्ठ
ডাবল ফ্লেমিছ বণ্ড,दोहरी फ्लेमिश चाल
ডাবল লেয়াৰ,दोहरी परत
ডৱেল,गुज्झी
অংকন বৰ্ড,आरेखन पट्ट/ड्राइंग बोर्ड
ড্ৰয়িং ৰুম,बैठक
ড্ৰিফ্ট,1. प्रक्षेप 2. ड्रिफ्ट 3. गुल्ली
শুকান বাল্বৰ উষ্ণতা,शुष्क बल्ब तापक्रम
শুকান ডক,शुष्क गोदी
শুকান ৰবৰৰ শিলৰ কাম,शुष्क ढोका चिनाई
ডাচ বণ্ড,डच चाल
বামন দেৱাল,बौनी दीवार
বাসস্থানৰ ইউনিট,आवासीय यूनिट
ইভ,ओलती
ইভছ নালা,ओलती नाली
অৰ্থনৈতিক সম্ভাৱনীয়তা,आर्थिक संभाव्यता या आर्थिक औचित्य समर्थन
বহিঃগতিশীল মাটি,एक्टोडाइनेमोर्फिक मृदा
এডি,भँवर
ফলপ্ৰসূ আকাৰ,कण का प्रभावी आमाप
ফুলৰ ফুলনি,उत्फुल्लन
এফ্লুৱেণ্ট,सहायक सरित
উচ্চতা,उद्विक्षेप
এলুভিয়েচন,अवक्षालन
এলুভিয়াম,अवक्षाल
এণ্ডোডাইনামৰ্ফিক মাটি,अंतर्गतिज मृदा
অভিযান্ত্ৰিক সম্ভাৱনীয়তা,इंजीनियरी संभाव्यता
ইংৰাজী বণ্ড,इंग्लिश चाल
ইংৰাজী বাগিচাৰ দেৱালৰ বণ্ড,इंग्लिश गार्डन वाल चाल
"ইপিএম (প্ৰতি মিলিয়নৰ সমতুল্য),&quot;",ईं.पी.एम. (प्रतिमिलियन तुल्य)
সমতুল্য ওজন,समतुल्य भार
Erg,अर्ग
বিনিময়যোগ্য,विनिमययोग्य
বিনিময়যোগ্য এচিডিটি,विनिमेय अम्लता
বিনিময়যোগ্য ছডিয়াম শতাংশ (ESP),विनिमेय सोडियम प्रतिशतता
ই এছ পি.,धनायन विनिमय क्षमता
বিনিময় এচিডিটি,विनिमय अम्लता
এক্সচেঞ্জ কমপ্লেক্স,विनिमय सम्मिश्र
নিষ্কাশন,निर्वात/रेचन
উন্মুক্ত ফিনিচিং,अनावरित परिष्कृति
নয়ন,गवाक्ष
চকুৰ ভ্ৰূ,आई ब्रो
মুখামুখি,मोहरा/अग्रभाग
বন্ধনৰ সন্মুখীন হোৱা,पार्श्व चाल
সুৰক্ষাৰ কাৰক,सुरक्षा गुणांक
পৰি যোৱা,प्रवणता
ফেচিয়া,मुख पट्टी
ফেচিয়া বৰ্ড,मुख पट्टी बोर्ड
দোষ,भ्रंश
পথাৰ আৰ্দ্ৰতা,क्षेत्रीय नमी
চূড়ান্ত আৰ্দ্ৰতাৰ সমতুল্য,क्षेत्रीय आर्द्रता तुल्यांक
ফিলেট (মৰ্টাৰৰ),मसाले की चपती/फिलेट
চূড়ান্ত,कलश
চূড়ান্ত জোখ-মাখ,अंतिम मापन
চূড়ান্ত পেমেণ্টq,अंतिम भुगतान
চূড়ান্ত প্ৰি ষ্ট্ৰেছ,अंतिम पूर्व प्रतिबल
চূড়ান্ত উত্তেজনা,अंतिम तनाव
আৰ্থিক সম্ভাৱনীয়তা,वित्तीय संभाव्यता
মিহি গোটা পদাৰ্থ,महीन समुच्चय/बारीक मिलावा
ছিন্নভিন্ন শিল,विदीर्ण शैल
পতাকা শিল,पटिया पत्थर
ফ্লেমিছ বন্ধন,फ्लेमिश चाल
ফিচফিচাই থকা,फ्लैशिंग/जल रोधी झिल्ली
ঝলমলীয়া ধাৰা,सद्योवेगी सरिता
সমতল চাল,सपाट छत
ফ্লেচে,फलीके
ফ্লেমিছ বাগিচাৰ দেৱালৰ বন্ধন,फ्लेमिश गार्डन वाल चाल
ফ্লিন্ট,चकमक प्रस्तर
ফ্লিণ্টৰ দেৱাল,फ्लिंट दीवार
ভাসমান মজিয়া,प्लवमान फर्श
ফ্লকুলেচন,उर्णन
ফ্লকুলেচন সীমা,ऊर्णन सीमा
ফ্লকুলেচন অনুপাত,ऊर्णन अनुपात
ফ্লকুলেছ,ऊर्णिका
মজিয়া,फर्श
মজিয়াৰ ছীল,फर्शरुद्धक/फर्श सील
বৈ অহা,प्रवाह
উঠা-নমা,उच्चावचन
ফুটিং,पाद
ভেঁটি,नींव
ফ্ৰী ফ&#39;ল বেৰ&#39; টপিং মিক্সাৰ,मुक्त प्रपात बैरो उद्वर्ती मिश्रक
ফ্ৰী ফ&#39;ল মিক্সাৰ (ড্ৰাম টাইপ),मुक्त प्रपात मिश्रक (ढोल के आकार का)
মুক্ত শিল,मुक्त पत्थर
ফ্ৰেছেট,नदीपूर
ঘৰ্ষণৰ স্তূপ,घर्षण पाइल
ভেকুলী,किश्ती/फॉग
গেবল,त्रयंकी
গেবলেট,लघु त्रयंकी
গাম্ব্ৰেলৰ চাল,गैमबरेल छत
জোখ লোৱা,गेज (रेल पथ)
গেজিং অংশ,प्रमापन परिच्छेद
গেজিং ষ্টেচন,प्रमापन स्थल
সাধাৰণ স্থান পৰিকল্পনা,सामान्य अवस्थापन अनुविक्षेप
সাধাৰণ বায়ু চলাচল,सामान्य संवातन
G দিগন্ত বা গ্লে দিগন্ত,संस्तर या ग्ले संस्तर
হিমবাহৰ টিল,हिमगोलाश्म मृत्तिका
গ্নেইছ,नाइस
সামগ্ৰীৰ চোতাল,माल यार्ड
গ্ৰেডিয়েণ্ট ৰেজিষ্টেন্স,प्रवणता प्रतिरोध
গ্ৰেনাইট,ग्रेनाइट
দানাদাৰ গঠন,दानेदार संरचना
গ্ৰেনুলেচন,कणनन
গ্ৰেনুল,दाना
মহাকৰ্ষণীয় পানীমুক্ত পানী,गृरूत्व जल या मुक्त जल
মহাকৰ্ষণীয় চোতাল,मार्शलिंग गुरुत्वीय यार्ड
মহান মাটিৰ গোট,बृहत् मृदा समूह
গ্ৰীলেজ ফাউণ্ডেচন,झंझरी/ग्रिलेज नींव
গ্ৰাউণ্ড হেণ্ড মল্ডিং,भूहस्त पथाई
গ্ৰুপ কৰা ডক,समूहित गोदी
গ্ৰুপ হাউছিং,सामूहिक आवासन
অতিথিশালা,अतिथि कक्ष
নালা,नाली
নালা বাহক,नाली धारक
নালা পৰীক্ষা,नाली रोधक
হাতুৰীৰে ড্ৰেছিং,हथौड़ा गढ़ाई
বন্দৰ,पोताश्रय
আশ্ৰয়ৰ বন্দৰ,आश्रय देने वाले पोताश्रय
কঠিন কেৰাহী,कठोर तल
হেডাৰ,तोड़ा/हैडर
হেডাৰ বণ্ড,तोड़ा/हैडर चाल
হেডাৰ পাঠ্যক্ৰম,तोड़ा रद्दा
হেড গেটৰ গঠন,मुख फाटक संरचना
খালৰ মূৰ,नहर का शीर्ष
হেড ৰেগুলেটৰ,मुख नियंत्रक
হেৰিং হাড়ৰ বন্ধন,लहरिया चाल
হৃদয়স্পৰ্শী,भरत
তিয়াই থোৱাৰ তাপ,सिक्तन उष्मा
উচ্চ এলুমিনা চিমেণ্ট,अक्षि-एल्यूमिना सीमेन्ट
কঁকাল,पुट्ठा
হিপ কেপিং,पुट्ठा मुंडेरी
হিপড এণ্ড,कूट सिरा
ডকাইত,छत्रक
হুড মল্ডিং,गढ़ा छत्रक
হুক’ৰ আইন,हुक का नियम
হুপ লোহা,पत्ती लोहा
দিগন্ত,संस्तर/होराइजन
আৰ্দ্ৰকৰণ,आद्रीकरण
"আৰ্দ্ৰতা, নিৰপেক্ষ",निरपेक्ष आद्रता
"আৰ্দ্ৰতা, আপেক্ষিক",आपेक्षिक आद्रता
হাম্প চোতাল,हम्प यार्ड
হাইড্ৰলিক চাপ,द्रवचालित दाब
জলসিঞ্চন,जलयोजन
হাইড্ৰ’লাইছিছ,जल अपघटन
হাইড্ৰ’লাইটিক এচিডিটি,चल अपघटनी अम्लता
জলৰূপী মাটি,जलकृत मृदा
হাইড্ৰফিলিক কলয়ড,जलरागी कोलाइड
হাইড্ৰ’ফ’বিক কলয়ড,जलविरागी कोलाइड
হাইড্ৰ’ষ্টেটিক চাপৰ অনুপাত,स्थिरद्रवीय दाब अनुपात
হাইগ্ৰ’স্কেপ্টিক সহগ,आद्रताग्रही गुणांक
হাইগ্ৰস্কোপিক আৰ্দ্ৰতা,आद्रताग्राही नमी
হাইড্ৰস্কোপিচিটি,आर्द्रताग्राहिता
হাইগ্ৰস্কোপিক আৰ্দ্ৰতা,आर्द्रताग्राही नमी
হাইপাৰবেৰিক চেম্বাৰ,हाईपरबैरिक कक्ष
হাইপাৰষ্টেটিক ফ্ৰেম,अपेक्षाधिक ढाँचा
হাইপছ’মিটাৰ,जलक्वथनांकमापी
আলোকসজ্জা,प्रदीप्ति
ইম্বিবেচন আৰ্দ্ৰতা,अंतःशोषणी आर्द्रता
অপৰিপক্ক মাটি,अपूर्ण परिणत मृदा
জব্দ কৰা ডক,अवरुद्ध गोदी
ভূমিৰ ৰাজহ বৃদ্ধি,भू आय वृद्धि
স্বতন্ত্ৰ মৰাপাট,स्वतंत्र पाड़
কঠিন,कठोरीकृत
প্ৰাৰম্ভিক প্ৰিষ্ট্ৰেছ,प्रारम्भिक पूर्व प्रतिबल
প্ৰাৰম্ভিক উত্তেজনা,प्रारम्भिक तनाव
অভ্যন্তৰীণ জলপথ বন্দৰ,अन्तर्देशी जलमार्ग पत्तन
ইনচুলেটিং বৰ্ড,विसंवाहन पट्ट
মধ্যৱৰ্তী বন্দৰ,मध्यवर्ती पत्तन
আভ্যন্তৰীণ ঘৰ্ষণ,आन्तरिक धर्षण
ইন্ট্ৰাজ’নেল মাটি,अंतः क्षेत्रीय मृदा
আয়ন,आयन
আয়ন বিনিময়,आयन विनिमय
লোহাৰ কেৰাহী,लोह स्तर
জলসিঞ্চিত মাটি,सिंचित भूमि
জলসিঞ্চন,सिंचाई
জলসিঞ্চনৰ চেছ,सिंचाई उपकर
জাম্ব,पाखा
জগল কৰক,गुज्झी
জগল পিন,संधि पिन
জৌলে,जूल
জাম্পাৰ,जम्पर
কিলোগ্ৰাম,किलोग्राम
কিলোগ্ৰাম বল,किलोग्राम बल
কিলোগ্ৰাম বল মিটাৰ,किलोग्राम बल मीटर
কিলোৱাট ঘন্টা,किलोवाट घण्टा
ৰজা বন্ধ,नर डेली/किंग क्लोजर
পাকঘৰ,रसोई
লেচযুক্ত স্তম্ভ,लेसित स्तम्भ
পিছ পৰি থকা,वेष्ठन
লেমেলা শিপা,लमेला छत
লেমিনাৰ প্ৰবাহ,स्तरीय प्रवाह
লেম্পৰ ফুটা,दीपछिद्र
ভূমি বৃদ্ধি,भूमि अभिवृद्धि
ভূমি পিছলি যোৱা,भूस्खलन
লেটাৰাইট,लैटेराइट
লেটাৰাইট মাটি,लैटेराइट मृदा या लैटोसॉल
বৃহৎ সংখ্যকৰ নিয়ম,बृहत संख्या सिद्धांत
বিন্যাস পৰিকল্পনা,अभिन्यास अनुविक्षप
লেজাৰ,पाड़-बेड़ा
চূণৰ কেৰাহী,चूना तल
লিণ্টেল,लिंटल
তৰল সীমা,द्रव सीमा
লাইভ লোড,चल भार
লোম,टुमट
স্থানীয় এক্সজেষ্ট ভেণ্টিলেচন,स्थानीय निर्वात संवातन
লোকো চোতাল,लोको यार्ड
ল&#39;ছ,लोएस
