Hindi,Tamil
किरणपुंज शक्ति नली,பீம் சக்தி குழாய்
किरणपुंज स्विचन नलिका,பீம் மாறுதல் முனைகள்
किरणपुंज विस्तार,கற்றை விரிவாக்கம்
विस्पंद आवृत्ति,துடிப்பு அதிர்வெண்
विस्पन्द-आवृत्ति दोलक,துடிப்பு-அதிர்வெண் ஆஸிலேட்டர்
विस्पंद दोलक,துடிப்பு ஆஸிலேட்டர்
बेल,மணி
बंकन हानि,வளைக்கும் இழப்பு
बेसेल फिल्टर,பெசல் வடிகட்டி
बीटा,பீட்டா
बी-एच वक्र,b-h வளைவு
"अभिनति, बायस","சார்பு, சார்பு"
बायस धारा,சார்பு மின்னோட்டம்
बायस-प्रतिरोधक,சார்பு எதிர்ப்பு
द्विशंकु ऐन्टेना,இரட்டை ஆண்டெனா
द्विदिशी लोड धारा,இருதரப்பு சுமை மின்னோட்டம்
द्विदैशिक ऐन्टेना,இருதரப்பு ஆண்டெனா
द्विदैशिक प्रकाश उत्सर्जक डायोड,இருதரப்பு ஒளி உமிழும் டையோடு
द्विदिक् थाइरिस्टर,இருதரப்பு தைரிஸ்டர்
द्वि FET तकनीक,இரு FET தொழில்நுட்பம்
द्विसूत्री ट्रांसफार्मर,இரு புள்ளி மின்மாற்றி
द्विसूत्री आआवलन,இரட்டை இணைவு
द्विपार्श्विक परिपथ,இருதரப்பு சுற்று
द्विआधारी,பைனரி
द्विआधारी योग,பைனரி தொகை
द्विआधारी परिपथ,பைனரி சுற்று
द्वि-आधारी कोडित दशमलव,பைனரி குறியிடப்பட்ட தசம
द्वि-आधारी कोडित दशमलव प्रणाली,பைனரி குறியிடப்பட்ட தசம அமைப்பு
द्विआधारी द्विपरिवर्तक संधारित्र,பைனரி இருமுனை மின்தேக்கி
द्विआधारी गणक,பைனரி கால்குலேட்டர்
द्विआधारी गणित्र,பைனரி கால்குலேட்டர்
द्विआधारी कूट वाचक,பைனரி குறிவிலக்கி
द्विआधारी सीढ़ी,பைனரி ஏணி
द्विआधारी पथमापी,பைனரி பாத்தோமீட்டர்
द्विआधारी अवस्था,இருமை நிலை
द्विआधारी-दशमिक विकोडक,பைனரி-தசம குறிவிலக்கி
द्विआधारी भार,பைனரி சுமை
द्विआधारी शब्द,பைனரி வார்த்தைகள்
द्विध्रुवी,இருமுனை
द्विध्रुवी संधारित्र,இருமுனை மின்தேக்கி
द्विध्रुवी युक्ति,இருமுனை சாதனம்
द्विध्रुवी स्रोत,இருமுனை மூல
द्विध्रुवी ट्राजिस्टर,இருமுனை டிரான்சிஸ்டர்
द्विध्रुवी संधि ट्रांजिस्टर,இருமுனை சந்திப்பு டிரான்சிஸ்டர்
द्विघाती फिल्टर,இருபடி வடிகட்டி
द्विस्थितिक,இரட்டை நிலை
द्विस्थितिक बहुकंपित्र,இரண்டு-நிலை மல்டிவைபிரேட்டர்
द्विस्थितिक रिले,இருதரப்பு ரிலே
द्विस्थितिक अवस्था,இரண்டு கட்ட நிலை
द्विस्थितिक ट्रिगर,இரண்டு நிலை தூண்டுதல்
बिट त्रुटि,பிட் பிழை
बिट त्रुटि दर,பிட் பிழை விகிதம்
बिट त्रुटि,பிட் பிழை
बिटकाल त्रुटि,பிட்கல் பிழை
अंध पेटी,குருட்டு பெட்டி
समाच्छादी स्पंद,அமுக்கப்பட்ட துடிப்பு
स्रावक,சுரப்பவர்
स्रावी प्रतिरोधक,சுரக்கும் தடுப்பான்
अंधगति,குருட்டுத்தன்மை
खंड आरेख,பிரிவு வரைபடம்
अवरूद्ध प्रतिबाधा,தடுப்பு மின்தடை
खंडक स्थानांतरण,துண்டு பரிமாற்றம்
अवरोधन,இடைமறிக்கவும்
अवरोधी संधारित्र,மின்தடை மின்தேக்கி
अवरोधी संधारित्र,தடுப்பான் மின்தேக்கி
अवरोधी दोलक,தடுக்கும் ஆஸிலேட்டர்
अवरोधी दोलक,மின்தடை ஆஸிலேட்டர்
अवरोधी वोल्टता,மின்தடை மின்னழுத்தம்
ब्लोवर,ஊதுபவர்
बोडे आरेख,போட் வரைபடம்
वोल्ट्जमान संबंध,வோல்ட்ஸ்மேன் உறவு
वोल्ट्जमान स्थिंराक,வோல்ட்ஸ்மேன் மாறிலி
बंध,பத்திரம்
आबद्ध विकृति प्रमापी,பிணைக்கப்பட்ட திரிபு அளவு
स्वोत्थानी प्रवर्धक,சுயமாக இயக்கப்படும் பெருக்கி
बूलीय बीजगणित,பூலியன் இயற்கணிதம்
बूलीय समीकरण,பூலியன் சமன்பாடு
"बूट स्ट्रैपन, स्वोत्थान",துவக்க ஸ்ட்ராபன்
बूथ्स आल्गोरिदम,பூத்தின் அல்காரிதம்
बूटस्ट्रैप प्रसर्प परिपथ,பூட்ஸ்ட்ராப் ப்ரிசம் சுற்று
बॉसकर्ट्स नियम,bosscutts ஆட்சி
बोस-चौधरी होकिनहाम (बी.सी.एच) कोड,போஸ்-சௌத்ரி ஹாக்கன்ஹாம் (BCH) குறியீடு
"झंप, उछाल","குதி, குதி"
परिबद्ध इलेक्ट्रॉन,பிணைக்கப்பட்ட எலக்ட்ரான்
ब्रैग परावर्तक,ப்ராக் பிரதிபலிப்பான்
गुंफित तार,பின்னிப் பிணைந்த கம்பி
शाखा,கிளை
शाखन,கிளைகள்
प्रयोग पट्ट,பரிசோதனை குழு
भंजन क्षेत्र,எலும்பு முறிவு மண்டலம்
भंजन वोल्टता,உடைக்கும் மின்னழுத்தம்
भंजन डायोड,முறிவு டையோடு
भंजन संनिर्धारण,எலும்பு முறிவு சரிசெய்தல்
भंजन वोल्टता,உடைக்கும் மின்னழுத்தம்
सेतु,பாலம்
सेतु दिष्टकारी,பாலம் திருத்தி
विस्तृत बैंड,பரந்த இசைக்குழு
प्रसारण बैंड,ஒலிபரப்பு இசைக்குழு
निरक्षीय व्यूह,நிழலிடா வரிசை
प्रसारण,ஒளிபரப்பு
प्रसारण ऐन्टेना,ஒளிபரப்பு ஆண்டெனா
प्रसारण ग्राही,ஒளிபரப்பு ரிசீவர்
आवृत्ति प्रसारण अभिग्राही,அதிர்வெண் ஒளிபரப்பு பெறுதல்
प्रसारण प्रेषित्र,ஒளிபரப்பு டிரான்ஸ்மிட்டர்
बूस्टर ऐन्टेना,பூஸ்டர் ஆண்டெனா
बूस ऐन्टेना,பஸ் ஆண்டெனா
ब्रश विसर्जन,தூரிகை மூழ்குதல்
बुदबूदु AND गेट,குமிழ் மற்றும் வாயில்
बुदबूदु OR गेट,புட்புடு அல்லது கேட்
बुदबूदु स्मृति,குமிழி நினைவகம்
प्रतिकारी वोल्टता,மின்னழுத்தத்தை ஈடுசெய்யும்
बफर,தாங்கல்
बफर प्रवर्धक,தாங்கல் பெருக்கி
बफर परिपथ,தாங்கல் சுற்று
बफर परिचालक,தாங்கல் ஆபரேட்டர்
बफर पंजी,தாங்கல் பதிவு
बल्व,பல்பு
समष्टि प्रभाव,மக்கள் தொகை விளைவு
समष्टि अर्धचालक युक्ति,மேக்ரோ குறைக்கடத்தி சாதனம்
गुच्छक,கொத்து
निमज्जित विनिमय,மூழ்கிய பரிமாற்றம்
निमज्जित परत,மூழ்கிய அடுக்கு
निमज्जित संपर्क,மூழ்கிய தொடர்பு
प्रस्फोट प्रवर्धक,வெடிப்பு பெருக்கி
प्रस्फोटी समाच्छादी,குண்டு வெடிப்பு கவர்
प्रस्फोट फायरन,குண்டு வெடிப்பு
प्रस्फोटी द्वार प्रवर्धक,வெடிப்பு கதவு பெருக்கி
प्रस्फोटी विधा,வெடிப்பு முறை
प्रस्फोटी पृथक्कारक,வெடிப்பு பிரிப்பான்
प्रस्फोटी संकेत,வெடிப்பு சமிக்ஞை
प्रस्फोट त्रुटि संशोधक कोड,வெடிப்பு பிழை திருத்தி குறியீடு
बस,போதும்
बस बार,பஸ் பார்
बस संगठन,பேருந்து அமைப்பு
बस मानक,பேருந்து தரநிலை
बस क्षणिक,வெறும் கணம்
बटर वर्थ फिल्टर,வெண்ணெய் மதிப்பு வடிகட்டி
बीएनसी तार,bnc கம்பி
बीएनसी जोड़क,BNC இணைப்பாளர்
"उपपथ, उपमार्ग",வழியில்
उपमार्गी संधारित्र,பைபாஸ் மின்தேக்கி
बाइट,பைட்
V बैंड,வி இசைக்குழு
C बैंड ऐन्टेना,சி பேண்ட் ஆண்டெனா
तार,கம்பி
तार मार्ग निर्धारण,கம்பி வழித்தடம்
तार टेलिविजन,தந்தி தொலைக்காட்சி
कैश स्मृति,கேச் நினைவகம்
सिसिमय आवृत्ति मानक,சிசிம் அதிர்வெண் தரநிலை
परिकलित्र,கால்குலேட்டர்
अंशशोधन,அளவுத்திருத்தம்
कॉल ऐड्रेस,அழைப்பு முகவரி
कॉलपिट दोलित्र,கால்பிட் ஆஸிலேட்டர்
कैम कोर्डर,கேம் கார்டர்கள்
कैमरा,புகைப்பட கருவி
कैमरा नली,கேமரா குழாய்
केंडेला,குத்துவிளக்கு
कैंडल शक्ति,மெழுகுவர்த்தி சக்தி
कैन्टीलिवर विकृति प्रमापी,கான்டிலீவர் ஸ்ட்ரெய்ன் கேஜ்
धारिता,வைத்திருக்கும்
धारिता रक्तचाप ट्रान्सड्यूसर,கொள்ளளவு இரத்த அழுத்த மின்மாற்றி
धारिता वितरक,வைத்திருக்கும் விநியோகஸ்தர்
संधि धारिता,ஒப்பந்தம் வைத்தல்
धारिता मापी,கொள்ளளவு அளவீடு
धारिता उद्ग्राही,வைத்திருக்கும் சேகரிப்பான்
धारिता प्रतिघात,கொள்ளளவு எதிர்வினை
"संधारी ऊर्जा परिवर्तित्र, ट्रासड्यूसर","கொள்ளளவு ஆற்றல் மாற்றி, மின்மாற்றி"
संधारित्र,மின்தேக்கி
संधारित्र बैंक,மின்தேக்கி வங்கி
संधारित्र फिल्टर,மின்தேக்கி வடிகட்டி
संधारित्र निवेश फिल्टर,மின்தேக்கி உள்ளீடு வடிகட்டி
चर्खी मोटर,வின்ச் மோட்டார்
चर्खी सर्वो निकाय,புல்லி சர்வோ உடல்
चर्खी,சார்க்கி
प्रग्रहण,பிடிப்பு
प्रग्रहण परिच्छेद,பிடிப்பு பிரிவு
प्रग्रहण प्रभाव,பிடிப்பு விளைவு
वाहक रव अनुपात,கேரியர் இரைச்சல் விகிதம்
कार रेडियो,கார் வானொலி
कार्बन प्रतिरोधक,கார்பன் மின்தடை
कार्ड वाचक,கார்டு ரீடர்
कार्डिऑड आरेख,இதய வரைபடம்
कैरेज,வண்டி
कैरेज वापसी,வண்டி திரும்புதல்
वाहक,கேரியர்
वाहक संचार,கேரியர் தொடர்பு
वाहक संकेंद्रण,கேரியர் செறிவு
वाहक आवृत्ति,கேரியர் அதிர்வெண்
वाहक जनन,கேரியர் இனப்பெருக்கம்
वाहक स्तर,கேரியர் நிலை
वाहक आयुकाल,கேரியர் வாழ்க்கை
वाहक गतिशीलता,கேரியர் இயக்கம்
वाहक गुणन,கேரியர் பெருக்கல்
वाहक रव स्तर,கேரியர் இரைச்சல் நிலை
वाहक परास,கேரியர் வரம்பு
वाहक पुनर्प्राप्ति परिपथ,கேரியர் மீட்பு சுற்று
वाहक पुनर्निवेशन,கேரியர் மறுசெருகல்
वाहकीय प्रकीर्णन,கடத்தும் சிதறல்
वाहक संदमन,கேரியர் அடக்குமுறை
वाहक पिंजरन,கேரியர் கூண்டு
वाहक वेग,கேரியர் வேகம்
हस्तगत बिट,கை பிட்
हस्तगत ध्वज,கொடி நடைபெற்றது
"हस्तगत रजिस्टर, हस्तगत पंजी","உடைமைப் பதிவு, உடைமைப் பதிவு"
सुवाह्य जनित्र,சிறிய ஜெனரேட்டர்
कार्सन-नियम,கார்சன் சட்டம்
कार्ट्रिज फ्यूज,கெட்டி உருகி
कार्ट्रिज टेप,கெட்டி நாடா
कैरी फोस्टर सेतु,கேரி ஃபாஸ்டர் பாலம்
सोपानी प्रवर्धक,படி பெருக்கி
सोपानन,தரம்
कैसकेड प्रवर्धक,அடுக்கு பெருக்கி
"कैसकोड प्रवर्धक, सोपानी प्रवर्धक","கேஸ்கோட் பெருக்கி, படி பெருக்கி"
कैसेट,கேசட்
उत्प्रेरण,தூண்டுதல்
प्रग्राही कोटर,சிறைப்பிடிக்கப்பட்ட பூச்சு
कैथोड,கேத்தோடு
कैथोड अनुगामी,கேத்தோடு பின்வாங்கல்
कैथोड अनुगामी प्रवर्धक,காதோட் டிரெயிலிங் பெருக்கி
कैथोड संदीप्ति,கேத்தோடு ஒளிர்வு
कैथोड सामग्री,கேத்தோடு பொருள்
कैथोड किरण दोलनदर्शी,கேத்தோடு கதிர் அலைக்காட்டி
कैथोड किरण नलिका,கேத்தோடு கதிர் குழாய்
कैथोड कण क्षेपण,கேத்தோடு துகள் படிவு
कैथोड संदीप्ति,கேத்தோடு ஒளிர்வு
कौयर फिल्टर,தேங்காய் வடிகட்டி
कावेर फिल्टर,கேவர் வடிகட்டி
कोटर,கோட்டார்
कोटरीय विकिरण,ஆன்ட்ரல் கதிர்வீச்சு
कोटर अनुनादी,cotter resonator
फेट आवेश युग्मित युक्ति(सी सी डी),கொழுப்பு சார்ஜ் இணைக்கப்பட்ட சாதனம் (CCD)
सी.डी.रोम,சிடிரோம்
सी. डी. रोम ड्राइव,சிடி ரோம் டிரைவ்
सेल (बैटरी),செல் (பேட்டரி)
केंद्रीय संसाधन तत्व,மைய வள உறுப்பு
केंद्रीय संसाधन इकाई,மத்திய வள அலகு
केंद्रीय संसाधित्र,மத்திய செயலி
मध्यमान,அர்த்தம்
मध्य आवृत्ति,நடு அதிர்வெண்
मध्य निष्कासी ट्रांसफॉर्मर,நடுத்தர வெளியேற்ற மின்மாற்றி
"सिरेमिक, मृत्तिका","பீங்கான், களிமண்"
सिरेमिक पूरक,பீங்கான் நிரப்பு
सिरेमिक फिल्टर,பீங்கான் வடிகட்டி
सिरेमिक पदार्थ,பீங்கான் பொருள்
सिरेमिक अनुनादी,செராமிக் ரெசனேட்டர்
सिरेमिक ध्वनि उद्ग्राही,பீங்கான் ஒலி பெறுதல்
सेरेन्कोव गणित्र,செரென்கோவ் கால்குலேட்டர்
सरमेट,சர்மத்
कैल्कोजेनाइड,சால்கோஜெனைடு
कैल्कोपाइराइट,கால்கோபைரைட்
"चैनल, वाहिका","சேனல், சேனல்"
चैनल बैंड विस्तार,சேனல் பேண்ட் விரிவாக்கம்
चैनल कोडित्र,சேனல் குறியாக்கி
चैनल आवृत्ति,சேனல் அதிர்வெண்
चैनल वरित्र,சேனல் பாத்திரம்
चैनल पृथक्करण,சேனல் பிரிப்பு
चैनल सिद्धांत,சேனல் கோட்பாடு
वर्ण जनित्र,எழுத்து ஜெனரேட்டர்
संप्रतीक पहचान,பாத்திரம் அங்கீகாரம்
अभिलाक्षणिक प्रतिबाधा,பண்பு மின்மறுப்பு
आवेश वाहक,சார்ஜ் கேரியர்
आवेश नियंत्रक प्राचल,கட்டணம் கட்டுப்பாட்டு அளவுரு
आवेश युग्मित युक्ति,சார்ஜ் இணைக்கப்பட்ட சாதனம்
आवेश युग्मित यादृच्छिक अभिगम स्मृति,சார்ஜ் இணைந்த சீரற்ற அணுகல் நினைவகம்
आवेश घनत्व,கட்டணம் அடர்த்தி
आवेश अंतःक्षेपण युक्ति,கட்டணம் செலுத்தும் ஊசி சாதனம்
आवेश हानि,கட்டணம் இழப்பு
आवेश पंपन,கட்டணம் உந்தி
आवेश संवेदी प्रवर्धक,சார்ஜ் உணர்திறன் பெருக்கி
आवेश संचयन,கட்டணம் சேமிப்பு
आवेशित कण,சார்ஜ் துகள்கள்
आवेशक,உணர்ச்சிமிக்க
ढाँचा,சட்டகம்
रोबिशेव फिल्टर,robyshev வடிகட்டி
जाँच योग,மொத்தத்தை சரிபார்க்கவும்
जाँच आवृत्ति,அதிர்வெண் சரிபார்க்கவும்
रासायनिक आबंध,இரசாயன பிணைப்பு
रासायनिक वाष्प निक्षेपण,இரசாயன நீராவி படிவு
चाइल्ड लॉक सुविधा,குழந்தை பூட்டு வசதி
चाइल्ड का नियम,குழந்தை சட்டம்
चिप,சிப்
चिप सक्रियन,சிப் செயல்படுத்தல்
चोक,மூச்சுத்திணறல்
अन्तरायिक,இடைப்பட்ட
अन्तरायिक प्रवर्धक,இடைப்பட்ட பெருக்கி
अन्तरायिक प्रवर्धक,இடைப்பட்ட பெருக்கி
अन्तरायिक विधा,இடைப்பட்ட முறை
क्रोमा प्रवर्धक,குரோமா பெருக்கி
वर्णकता आरेख,குணாதிசய வரைபடம்
वर्णकत्व,நிறமி
वृत्त आरेख,வட்ட வரைபடம்
परिपथ,சுற்று
परिपथ विश्लेषण,சுற்று பகுப்பாய்வு
परिपथ विच्छेदक,சுற்று பிரிப்பான்
परिपथ आरेख,சுற்று வரைபடம்
परिपथ संकेतन,சுற்று குறியீடு
परिपथ स्विचन,சுற்று மாறுதல்
वृत्ताकार तरंग पथ,வட்ட அலை பாதை
परिसंचारक स्मृति,சுற்றும் நினைவகம்
बंधन परिपथ,பிணைப்பு சுற்று
क्लैप दोलित्र,கைதட்டல் ஆஸிலேட்டர்
वर्ग ए प्रवर्धक,வகுப்பு A பெருக்கி
वर्ग A] B] C] D प्रचालन,வகுப்பு A] B] C] D செயல்பாடுகள்
वर्ग B प्रवर्धक,வகுப்பு B பெருக்கி
वर्ग C प्रवर्धक,வகுப்பு C பெருக்கி
वर्ग D प्रवर्धक,வகுப்பு D பெருக்கி
S वर्ग निकाय,எஸ் வகுப்பு உடல்
"निष्कासन, निर्मल","வெளியேற்றம், சுத்தமான"
कर्तन,வெட்டுதல்
कर्तन परिपथ,வெட்டும் சுற்று
कालद,காலட்
कालद आवृत्ति,கடிகார அதிர்வெண்
कालद स्पंद जनित्र,கடிகார துடிப்பு ஜெனரேட்டர்
कादल RS फ्लिप फ्लॉप,காதல் ஆர்எஸ் ஃபிளிப் ஃப்ளாப்
संवृत परिपथ टेलिविजन,மூடிய சுற்று தொலைக்காட்சி
संवृत पाश प्रचालन,மூடிய வளைய செயல்பாடு
संवृत पाश लब्धि,மூடிய வளைய ஆதாயம்
पूरक धात्वाक्साइड अर्धचालक,நிரப்பு உலோக செமிகண்டக்டர்
CMOS युक्ति,CMOS சாதனம்
