Hindi,Punjabi
प्रभावी अनुदेश,ਅਸਲ ਹਦਾਇਤਾਂ (= ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਹਦਾਇਤ)
वास्तविक कुंजी,ਅਸਲ ਕੁੰਜੀ
वास्तविक काल,ਅਸਲ ਸਮਾਂ
वास्तविक कार्य काल,ਅਸਲ ਕੰਮ ਦਾ ਸਮਾਂ
प्रवर्तक संकेत,ਅਦਾਕਾਰੀ ਸੰਕੇਤ
अनुकूलनीयता,ਅਨੁਕੂਲਤਾ
अनुकूलित्र,ਅਡੈਪਟਰ
अनुकूली प्रणाल नियतन,ਅਡੈਪਟਿਵ ਚੈਨਲ ਅਲਾਟਮੈਂਟ
अनुकूली समाकलन,ਅਨੁਕੂਲ ਏਕੀਕਰਣ
अनुकूली अनुप्रस्थ तुल्यकारक,ਅਨੁਕੂਲਤਾ ਦੇ ਟਰਾਂਸਵਰਸਟਲ ਬਰਾਬਰੀ
योजित प्रविष्ट,ਇੰਦਰਾਜ਼ ਸ਼ਾਮਲ ਕੀਤਾ
योज्य,ਐਡੇਂਡ
योजक,ਐਡਰਰ
योजक व्यवकलक,ਐਡਰੈਸਬਰਸਟਰੈਕਟਰ
योजी संचिका,ਫਾਈਲ ਸ਼ਾਮਲ ਕਰੋ
विशिष्ट संप्रतीक,ਵਾਧੂ ਅੱਖਰ (= ਵਿਸ਼ੇਸ਼ ਚਰਿੱਤਰ)
योग अभिलेख,ਜੋੜ ਰਿਕਾਰਡਰ
योग सारणी,ਜੋੜ ਸਾਰਣੀ
योज्य गुण,ਜੋੜ
योग विधा,ਮੋਡ ਸ਼ਾਮਲ ਕਰੋ
योग संक्रिया,ਓਪਰੇਸ਼ਨ ਸ਼ਾਮਲ ਕਰੋ
पता,ਪਤਾ
पतायोग्यता माप,ਸੰਬੋਧਿਤਯੋਗਤਾ ਉਪਾਅ
पतायोग्य क्षौतिज स्थिति,ਪਤਾ ਕਰਨ ਯੋਗ ਹਰੀਜੱਟਲ ਸਥਿਤੀ
पतायोग्य बिन्दु,ਪਤਾ ਕਰਨ ਯੋਗ ਬਿੰਦੂ
पतायोग्य स्थिति,ਪਤਾ ਕਰਨ ਯੋਗ ਸਥਿਤੀ
पतायोग्य पंजी,ਪਤਾ ਕਰਨ ਯੋਗ ਰਜਿਸਟਰ
पतायोग्य भंडारण,ਪਤਾ ਕਰਨ ਯੋਗ ਸਟੋਰੇਜ
पतायोग्य ऊर्ध्वाधर स्थिति,ਪਤਾ ਕਰਨ ਯੋਗ ਲੰਬਕਾਰੀ ਸਥਿਤੀ
पता बस,ਪਤਾ ਬੱਸ
पता कूट,ਪਤਾ ਕੋਡ
पता तुलनित्र,ਪਤਾ ਕੰਪਰੇਟਰ
पता अभिकलन,ਪਤਾ ਬਕਾਏ
पता अचर,ਪਤਾ ਲਗਾਤਾਰ
पता रूपांतरण,ਪਤਾ ਬਦਲਣਾ
पता आँकड़े,ਪਤਾ ਡਾਟਾ
पतायुक्त स्मृति,ਸੰਬੋਧਿਤ ਮੈਮੋਰੀ
प्रभावी पता,ਪਤਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ
पता क्षेत्र,ਪਤਾ ਖੇਤਰ
पता संरूप,ਪਤਾ ਫਾਰਮੈਟ
पता निरपेक्ष क्रमादेश,ਪਤਾ ਮੁਫਤ ਪ੍ਰੋਗਰਾਮ
पताभिगमन,ਸੰਬੋਧਨ ਕਰਨਾ
पताभिगमन संप्रतीक,"ਸੰਬੋਧਨ ਕਰਨਾ
 ਅੱਖਰ"
पताभिगमन अंतरायन,ਰੁਕਾਵਟ ਨੂੰ ਸੰਬੋਧਿਤ ਕਰਨਾ
पताभिगमन पाश,ਪਤਾ ਲਗਾਉਣ
पताभिगमन आभासी स्मृति,ਵਰਚੁਅਲ ਮੈਮੋਰੀ ਨੂੰ ਸੰਬੋਧਨ ਕਰਨਾ
पता अंतर्ग्रथन,ਪਤਾ ਲਗਾਉਣਾ
पतारहित अनुदेश संरुप,ਬਰੇਸ਼ਨ ਰਹਿਤ ਨਿਰਦੇਸ਼ ਦਾ ਫਾਰਮੈਟ
पता लाइन,ਐਡਰੈੱਸ ਲਾਈਨ
पता प्रतिचित्रण,ਪਤਾ ਮੈਪਿੰਗ
पता चिह्न,ਪਤਾ ਮਾਰਕ
पता आपरिवर्तन,ਪਤਾ ਸੋਧ
पता भाग,ਪਤਾ ਭਾਗ
पता संकेतक,ਪਤਾ ਪੁਆਇੰਟਰ
पता पंजी,ਪਤਾ ਰਜਿਸਟਰ
पता संकेत,ਪਤਾ ਸਿਗਨਲ
पता आमाप,ਪਤਾ ਅਕਾਰ
पता स्थान,ਪਤਾ ਸਪੇਸ
पता स्थान अभिज्ञापक,ਪਤਾ ਸਪੇਸ ਪਛਾਣਕਰਤਾ
पता विराम,ਪਤਾ ਬੰਦ
पता अनुरेख,ਪਤਾ ਟਰੇਸ
पता मार्ग,ਪਤਾ ਟਰੈਕ
पता अनुवाद,ਪਤਾ ਅਨੁਵਾਦ
पता अनुवादक,ਪਤਾ ਅਨੁਵਾਦਕ
संकलन व्यवकलन काल,ਸ਼ਾਮਲ ਕਰੋ-ਘਟਾਓ
संकलन काल,ਸਮਾਂ ਸ਼ਾਮਲ ਕਰੋ
संलग्नता,ਅਡਜੈਂਸੀ
संलग्नता संरचना,ਐਡਜੈਂਸੀ structure ਾਂਚਾ
संलग्न प्रणाल,ਨਾਲ ਲੱਗਦੇ ਚੈਨਲ
संलग्न प्रांत,ਨਾਲ ਲੱਗਦੇ ਡੋਮੇਨ
सहखंडज मैट्रिक्स,ਨਾਲ ਲੱਗਦੀ ਮੈਟ੍ਰਿਕਸ
संलग्न आसंधि,ਨਾਲ ਲੱਗਦੀ ਨੋਡ
संलग्न उपक्षेत्र,ਆਸ ਪਾਸ ਦੇ ਉਪਰਾਸਾ
संलग्न (तंत्र),ਐਡਰਜਾਈਨ (ਸਿਸਟਮ)
समायोजन,ਵਿਵਸਥਤ ਕਰੋ
समायोज्य विस्तार,ਵਿਵਸਥਤ ਹੱਦ ਤੱਕ
समायोज्य पाठ्यांश विधा,ਟੈਕਸਟ ਮੋਡ ਨੂੰ ਵਿਵਸਥਤ ਕਰੋ
प्रशासनिक आँकड़ा संसाधन,ਪ੍ਰਬੰਧਕੀ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
प्रशासनिक प्रचालन,ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ
प्रशासनिक प्रचालक,ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ
प्रशासनिक प्रचालन केन्द्र,ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ ਸਟੇਸ਼ਨ
प्रशासन सहाय तंत्र,ਪ੍ਰਬੰਧਕੀ ਸਹਾਇਤਾ ਸਿਸਟਮ
उन्नत संचार सेवा,ਤਕਨੀਕੀ ਸੰਚਾਰ ਸੇਵਾ
उन्नत सूचना तंत्र,ਐਡਵਾਂਸਡ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
उन्नत प्रकाशिक संप्रतीक पठित्र,ਐਡਵਾਂਸਡ ਆਪਟੀਕਲ ਅੱਖਰ ਪਾਠਕ
उन्नत वैज्ञानिक अभिकलित्र,ਤਕਨੀਕੀ ਵਿਗਿਆਨਕ ਕੰਪਿ computer ਟਰ
एरियल,ਏਰੀਅਲ
पुंज,ਸਮੁੱਚੀ
पुंज व्यंजक,ਸਮੁੱਚੀ ਸਮੀਕਰਨ
संधानित्र,ਉਦੇਸ਼ ਸਰਕਲ
संधान प्रतीक,ਉਦੇਸ਼ ਖੇਤਰ (= ਪ੍ਰਤੀਕ ਦਾ ਨਿਸ਼ਾਨਾ)
संधान प्रतीक,ਪ੍ਰਤੀਕ ਬਣਾਉਣਾ
वायुवाहित अभिकलित्र तंत्र,ਏਅਰਬੋਰਨ ਕੰਪਿ Computer ਟਰ ਸਿਸਟਮ
बीजीय आइगनमान समस्या,ਅਲਜਬ੍ਰਿਕ ਈਗਨਵੈਲਯੂ ਦੀ ਸਮੱਸਿਆ
बीजीय समाकलन,"ਅਲਜਬ੍ਰਿਕ
 ਏਕੀਕਰਣ"
"बीजीय भाषा, बीज भाषा",ਅਲਜਬ੍ਰਿਕ ਭਾਸ਼ਾ
बीजीय प्रकलन,ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ
बीजीय प्रकलन भाषा,ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ ਭਾਸ਼ਾ
बीजोन्मुखी भाषा,ਐਲਜਬਰੇਕ ਅਧਾਰਤ ਭਾਸ਼ਾ
बीजीय विस्थापन,ਅਲਜਬੈਰਾਿਕ ਸ਼ਿਫਟ
बीजीय चिह्न परिपाटी,ਐਲਜਬ੍ਰਿਕ ਸਾਈਨ ਕਨਵੈਨਸ਼ਨ
ऐल्गॉल,ਐਲਗੋਲ
ऐल्गॉल लक्षण,ਐਲਗੋਲ ਵਿਸ਼ੇਸ਼ਤਾ
ऐल्गॉल क्रमादेशन,ਐਲਗੋਲ ਪ੍ਰੋਗਰਾਮਿੰਗ
"कलन विधि, एल्गोरिथ्म",ਐਲਗੋਰਿਦਮ
कलन विधि साहचर्य भाषा,ਐਲਗੋਰਿਦਮ ਐਸੋਸੀਏਟਿਵ ਭਾਸ਼ਾ
कलन विधि वर्गीकरण,ਐਲਗੋਰਿਦਮ ਵਰਗੀਕਰਣ
कलन विधि जटिलता,ਐਲਗੋਰਿਦਮ ਦੀ ਗੁੰਝਲਤਾ
कलन विधि अभिकलनीयता,ਐਲਗੋਰਿਦਮ ਕੰਪੂਟਿਟੀ
कलन विधि विश्लेषण,ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ
कलनविधीय उपगमन,ਐਲਗੋਰਿਦਮਿਕ ਪਹੁੰਚ
कलनविधीय भाषा,ਐਲਗੋਰਿਦਮਿਕ ਭਾਸ਼ਾ
कलनविधीय नेमका,ਐਲਗੋਰਿਦਮਿਕ ਰੁਟੀਨ
कलनविधीय सिद्धांत,ਐਲਗੋਰਿਧੀਮਿਕ ਸਿਧਾਂਤ
अपर,ਉਪਨਾਮ
उपघटन,ਅਲਾਇਸਿੰਗ
"अपर नाम, उर्फ नाम",ਅਲਾਇਸ ਨਾਮ (= ਵਿਕਲਪਿਕ ਨਾਮ)
सरेखण,ਅਲਾਈਨਮੈਂਟ
नियतन,ਨਿਰਧਾਰਤ ਕਰੋ
नियतन संरचना,ਅਲਾਕਸੇਸ਼ਨ structure ਾਂਚਾ
सर्वोद्देशीय अभिकलित्र,ਸਾਰੇ-ਉਦੇਸ਼ ਕੰਪਿ computer ਟਰ
अक्षरात्मक संप्रतीक,ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ
अक्षरात्मक संप्रतीक समुच्चय,ਵਰਣਮਾਲਾ ਅੱਖਰ ਸੈਟ
अक्षरात्मक संप्रतीक उपसमुच्चय,ਵਰਣਮਾਲਾ ਅੱਖਰ ਸਬਸੈੱਟ
अक्षरात्मक कूट,ਵਰਣਮਾਲਾ ਕੋਡ
अक्षरात्मक विस्थापन,ਵਰਣਮਾਲਾ ਸ਼ਿਫਟ
अक्षरात्मक रज्जु,ਵਰਣਮਾਲਾ ਸਤਰ
अक्षरात्मक शब्द,ਵਰਣਮਾਲਾ ਸ਼ਬਦ
वर्णानुक्रमण,ਵਰਣਮਾਲਾ
अक्षरात्मक ज्यामितिकी,ਕਫਾਈਜੋਮੈਟ੍ਰਿਕਸ
अक्षरांकीय,ਅਲਫ਼ਾਮਿਕ
अल्फामोजेक,ਅਲਫੋਮੋਸੈਕ
अक्षरांकीय,ਅਲਫਾਨੁਮਿਕ
अक्षरांकीय कुंजीपटल युक्ति,ਅਲਫਾਨੂਮੇਰਿਕਲ ਕੀਬੋਰਡ ਡਿਵਾਈਸ
अक्षरांकीय संप्रतीक समुच्चय,ਅਲਫਾਨੁਮਿਕ ਅੱਖਰ ਸਮੂਹ
अक्षरांकीय कूट,ਅੱਖਰ ਕੋਡ
अक्षरांकीय कूटलिखित संप्रतीक समुच्चय,ਅੱਖਰ ਕੋਡਿਡ ਅੱਖਰ ਸਮੂਹ
अक्षरांकीय आँकड़े,ਅਲਫਾਨੁਮਿਕ ਡੇਟਾ
अक्षरांकीय प्रदर्श युक्ति,ਅਲਫਾਨਮੋਰਿਕ ਡਿਸਪਲੇਅ ਡਿਵਾਈਸ
अक्षरांकीय संपादित संप्रतीक,ਅੱਖਰ ਸੰਪਾਦਕੀ ਅੱਖਰ
अक्षरांकीय क्षेत्र,ਅਲਫਾਨੁਮਿਕ ਖੇਤਰ
अक्षरांकीय अनुदेश,ਅਲਫਨੀਮਿਕ ਹਦਾਇਤ
अक्षरांकीय कुंजी पटल,ਅਲਫਾਨੁਮਿਕ ਕੀਬੋਰਡ
अक्षरांकीय शाटन,ਅੱਖਰ ਛਾਂਟੀ
अक्षरांकीय भंडारण,ਅਲਫਾਨਮੂਮਿਕ ਸਟੋਰੇਜ
परिवर्तनीय स्मृति,ਅਸ਼ੁੱਧ ਮੈਮੋਰੀ
परिवर्तन स्विच,ਤਬਦੀਲੀ ਸਵਿੱਚ
परिवर्तन,ਬਦਲਣਾ
परिवर्तन विधा,ਬਦਲੋ
वैकल्पिक पुनःप्राप्ति,ਵਿਕਲਪਿਕ ਰਿਕਵਰੀ
वैकल्पिक मार्ग,ਵਿਕਲਪੀ ਰਸਤੇ
वैकल्पिक मार्गचयन,ਵਿਕਲਪਿਕ ਰੂਟਿੰਗ
वैकल्पिक मार्ग,ਵਿਕਲਪਿਕ ਟਰੈਕ
अथवा' संक्रिया,ਬਦਲ (= ਜਾਂ ਆਪ੍ਰੇਸ਼ਨ)
वैकल्पिक गुण,ਵਿਕਲਪਕ ਗੁਣ
तथा पूरक' संक्रिया,ਵਿਕਲਪਿਕ ਇਨਕਾਰ (= ਨਾ-ਅਤੇ ਓਪਰੇਸ਼ਨ)
संदिग्धता त्रुटि,ਅਸਪਸ਼ਟਤਾ ਗਲਤੀ
संदिग्धता संर्दभ,ਅਸਪਸ਼ਟ ਹਵਾਲਾ
अनुरूप,ਐਨਾਲਾਗ
अनुरूप योजक,ਐਨਾਲਾਗ ਐਡਰਰ
अनुरूप प्रणाल,ਐਨਾਲਾਗ ਚੈਨਲ
अनुरूप अभिकलित्र,ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ
अनुरूप परिवर्तक,ਐਨਾਲਾਗ ਕਨਵਰਟਰ
अनुरूप आँकड़े,ਐਨਾਲਾਗ ਡੇਟਾ
अनुरूप विभाजनी,ਐਨਾਲਾਗ ਡਿਵਾਈਡਰ
अनुरूप सुविधा टर्मिनल,ਐਨਾਲਾਗ ਸਹੂਲਤ ਟਰਮੀਨਲ
अनुरूप फलन जनक,"ਐਨਾਲਾਗ ਫੰਕਸ਼ਨ
 ਜੇਨਰੇਟਰ"
अनुरूप समाकलन,ਐਨਾਲਾਗ ਏਕੀਕਰਣ
अनुरूप गुणक,ਐਨਾਲਾਗ ਮਲਟੀਪਲਾਇਰ
अनुरूप क्रमादेशन,ਐਨਾਲਾਗ ਪ੍ਰੋਗਰਾਮਿੰਗ
अनुरूप मापन,ਐਨਾਲਾਗ ਸਕੇਲਿੰਗ
अनुरूप संकेत,ਐਨਾਲਾਗ ਸਿਗਨਲ
अनुरूप अनुकार,ਐਨਾਲਾਗ ਸਿਮੂਲੇਸ਼ਨ
अनुरूप स्विच,ਐਨਾਲਾਗ ਸਵਿਚ
अनुरूप तंत्र,ਐਨਾਲਾਗ ਸਿਸਟਮ
अनुरूप अंकीय परिवर्तक,"ਐਨਾਲਾਗ ਡਿਜੀਟਲ
 ਕਨਵਰਟਰ"
अनुरूप अंकीयकूटलेखक,"ਐਨਾਲਾਗ ਡਿਜੀਟਲ
 ਏਨਕੋਡਰ"
अनुरूप संचरण,ਐਨਾਲਾਗ ਪ੍ਰਸਾਰਣ
अनुरूप प्रकार,ਐਨਾਲਾਗ ਕਿਸਮ
विश्लेषण खंड़क,ਵਿਸ਼ਲੇਸ਼ਣ ਬਲਾਕ
विश्लेषण विधा,ਵਿਸ਼ਲੇਸ਼ਣ ਮੋਡ
वैश्लेषिक इंजन,ਵਿਸ਼ਲੇਸ਼ਣ ਇੰਜਣ
पूर्वज कार्य,ਪੂਰਵਜ ਦਾ ਕੰਮ
सहायक उपकरण,ਸਹਾਇਕ ਉਪਕਰਣ
तथा',ਅਤੇ
तथा' परिपथ,ਅਤੇ ਸਰਕਟ
तथा' अवयव,ਅਤੇ ਤੱਤ
तथा' द्वार,ਅਤੇ ਗੇਟ
तथा' प्रच्छादन,ਅਤੇ ਮਾਸਕਿੰਗ
अपवर्जन,ਅਤੇ ਓਪਰੇਸ਼ਨ ਨਹੀਂ (= ਬਾਹਰ ਕੱ .ਣਾ)
तथा' संक्रिया,ਅਤੇ ਓਪਰੇਸ਼ਨ
चयक स्मृति,ਅਨੇਕਸ ਮੈਮੋਰੀ
टिप्पण,ਐਨੋਟੇਸ਼ਨ
आख्यापित्र,ਐਨੀਨੀਸੀਆਟਰ
तुरत उत्तर,ਵਾਪਸ ਜਵਾਬ
उत्तर विलंब,ਉੱਤਰ ਦੇਰੀ
उत्तर काल,ਜਵਾਬ ਦੇਣ ਦਾ ਸਮਾਂ
उत्तर बत्ती,ਦੀਵੇ ਦਾ ਜਵਾਬ
उत्तर सूची,ਜਵਾਬ ਸੂਚੀ
केवल उत्तर,ਜਵਾਬ ਸਿਰਫ
प्रत्याशा विधा,ਐਂਟੀਪੇਸ਼ਨ ਮੋਡ
प्रत्याशामूलक चयकन,ਅਨੁਮਾਨਤ ਬਫਰਿੰਗ
प्रत्याशामूलक हासिल,ਅਨੁਮਾਨਤ ਕੈਰੀ
प्रत्याशामूलक पृष्ठन,ਅਨੁਮਾਨਤ ਪੈਜਿੰਗ
प्रतिसंपाती संक्रिया,ਐਂਟੀਕਾਇਸਿਸ ਓਪਰੇਂਸ
प्रतिसंपाती अवयव,ਐਂਟੀਕੋਇੰ.ਰਤਸ ਇੰਦਰਾ ਤੱਤ
अनावर्ती ऐन्टेना,ਅਫੀਮਿਕ ਐਂਟੀਨਾ
द्वारक पत्रक,ਅਪਰਚਰ ਕਾਰਡ
द्वारक कूट,ਅਪਰਚਰ ਕੋਡ
द्वारक काल,ਅਪਰਚਰ ਟਾਈਮ
अनुबंध,ਅੰਤਿਕਾ
अनुबंध कार्य,ਅਪੰਡਿਤ ਕੰਮ
अनुप्रयोग विकासक,ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ
अनुप्रयोग स्तर,ਐਪਲੀਕੇਸ਼ਨ ਲੇਅਰ
अनुप्रयोग मूलक भाषा,ਐਪਲੀਕੇਸ਼ਨ ਓਨੀਐਂਟਡ ਭਾਸ਼ਾ
अनुप्रयोग (क्रमादेश) संकुल,ਐਪਲੀਕੇਸ਼ਨ ਪੈਕੇਜ
अनुप्रयोग क्रमादेश,ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮ
अनुप्रयोग क्रमादेशन,ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ
अनुप्रयोग अपेक्षित भाषा,ਐਪਲੀਕੇਸ਼ਨ ਲੋੜੀਂਦੀ ਭਾਸ਼ਾ
अनुप्रयोग प्रक्रिया सामग्री,ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ
अधिरोपण,ਐਪਲੀਕ
सन्निकटन सिद्धांत,ਲਗਭਗ ਸਿਧਾਂਤ
स्वेच्छ अभिगम,ਮਨਮਾਨੀ ਪਹੁੰਚ
स्वेच्छ अनुक्रम अभिकलित्र,ਆਰਬਿਟਰੇਰੀ ਤਰਤੀਬ ਕੰਪਿ computer ਟਰ
मध्यस्थ,ਆਰਬਿਟਰੇਸ਼ਨ
"वास्तुकला, स्थापत्यकला",ਆਰਕੀਟੈਕਚਰ
पुराभंडारण,ਪੁਰਾਲੇਖ
क्षेत्र कूट,ਖੇਤਰ ਕੋਡ
क्षेत्र खोज,ਖੇਤਰ ਖੋਜ
क्षेत्र स्थानांतरण,ਖੇਤਰ ਸੰਚਾਰ
क्षेत्र चर,ਖੇਤਰ ਵੇਰੀਏਬਲ
स्वतंत्र चर,ਦਲੀਲ
स्वतंत्र चर पता,ਆਰਗੁਮੈਂਟ ਪਤਾ
स्वतंत्र चर सूची,ਆਰਗੁਮੈਂਟ ਸੂਚੀ
अंकगणितीय अनुदेश,ਹਿਸਾਬ ਦੀ ਹਦਾਇਤ
अंक गणितीय एंव तर्क एकक,ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ
