Marathi,Bengali
संलग्न निर्धारक,সংলগ্ন নির্ধারক
संलग्न विभेदक समीकरण,সন্নিহিত ডিফারেনশিয়াল সমীকরণ
संलग्न समीकरण,সংলগ্ন সমীকরণ
संलग्न मॅट्रिक्स,সংলগ্ন ম্যাট্রিক্স
मॅट्रिक्सचा संलग्न,ম্যাট্রিক্সের সংলগ্ন
मॅट्रिक्स समायोजित करा,সামঞ্জস্যপূর্ণ ম্যাট্রিক্স
स्वीकार्य निर्णय कार्य,গ্রহণযোগ্য সিদ্ধান্ত ফাংশন
स्वीकार्य गृहीतक,গ্রহণযোগ্য অনুমান
वायुगतिकीय शक्ती,এরোডাইনামিক বল
वायुगतिकी,বায়ুগতিবিদ্যা
affine भूमिती,affine জ্যামিতি
affine मॅपिंग,affine ম্যাপিং
affine परिवर्तन,affine রূপান্তর
एकत्रित व्हेरिएबल्स,একত্রিত ভেরিয়েবল
बीजगणित,বীজগণিত
बीजगणितानुसार बंद,বীজগণিতভাবে বন্ধ
बीजगणितीय समीकरण,বীজগণিত সমীকরণ
बीजगणितीय अभिव्यक्ती,বীজগাণিতিক এক্সপ্রেশন
बीजगणितीय फॉर्म,বীজগাণিতিক ফর্ম
बीजगणितीय कार्य,বীজগণিতীয় ফাংশন
बीजगणितीय भूमिती,বীজগণিত জ্যামিতি
बीजगणितीय गुणाकार,বীজগণিতের বহুত্ব
बीजगणित प्रणाली,বীজগণিত ব্যবস্থা
सर्व-पूर्णांक समस्या,সমস্ত পূর্ণসংখ্যা সমস্যা
वाटप समस्या,বরাদ্দ সমস্যা
वर्णक्रमानुसार नोटेशन,বর্ণানুক্রমিক স্বরলিপি
वर्णमाला वर्ण,বর্ণানুক্রমিক অক্ষর
पर्यायी कोन,বিকল্প কোণ
पर्यायी फॉर्म,বিকল্প ফর্ম
पर्यायी गट,বিকল্প গোষ্ঠী
पर्यायी मॅट्रिक्स,বিকল্প ম্যাট্রিক্স
पर्यायी मालिका,বিকল্প সিরিজ
पर्यायी गृहीतक,বিকল্প অনুমান
पर्यायी ऑप्टिमा,বিকল্প অপটিমা
पर्यायी परिणाम,বিকল্প ফলাফল
अॅनालॉग-टू-डिजिटल कनवर्टर,এনালগ থেকে ডিজিটাল রূপান্তরকারী
अॅनालॉग संगणक,অ্যানালগ কম্পিউটার
विश्लेषण,বিশ্লেষণ
सहप्रसरणाचे विश्लेषण,সহভক্তির বিশ্লেষণ
गणना डेटाचे विश्लेषण,গণনা তথ্য বিশ্লেষণ
भिन्नतेचे विश्लेषण,বৈচিত্র্যের বিশ্লেষণ
विश्लेषणात्मक भूमिती,বিশ্লেষণাত্মক জ্যামিতি
विश्लेषणात्मक कार्य,বিশ্লেষণমূলক ফাংশন
कोन,কোণ
संपर्क कोन,যোগাযোগের কোণ
विक्षेपण कोन,বিচ্যুতি কোণ
उदासीनता कोन,বিষণ্নতা কোণ
विचलन कोन,বিচ্যুতি কোণ
विवर्तन कोन,বিবর্তন কোণ
उंचीचा कोन,উচ্চতা কোণ
घटनेचा कोन,ঘটনার কোণ
प्रक्षेपण कोन,অভিক্ষেপ কোণ
परावर्तन कोन,প্রতিফলন কোণ
अपवर्तन कोन,প্রতিসরণ কোণ
रोटेशनचा कोन,ঘূর্ণন কোণ
एकूण परावर्तनाचा कोन,মোট প্রতিফলনের কোণ
कोनीय प्रवेग,কৌণিক ত্বরণ
कोणीय गती,কৌণিক গতি
कोनीय गती,কৌণিক গতি
कोनीय गती,কৌণিক বেগ
वलय,অ্যানুলাস
उत्तर,উত্তর
विरोधी व्युत्पन्न,বিরোধী – ডেরিভেটিভ
विषमताविरोधी कार्य,অপ্রতিসম ফাংশন
लागू,প্রযোজ্য
अर्ज,আবেদন
लागू डायनॅमिक प्रोग्रामिंग,প্রয়োগকৃত গতিশীল প্রোগ্রামিং
लागू भूमिती,প্রয়োগ করা জ্যামিতি
लागू गणित,ফলিত গণিত
लागू आकडेवारी,ফলিত পরিসংখ্যান
अंदाजे,আন্দাজ
अंदाजे सतत कार्य,প্রায় একটানা ফাংশন
अंदाजे पद्धत,আনুমানিক পদ্ধতি
अंदाजे उपाय,আনুমানিক সমাধান
अंदाजे समस्या,আনুমানিক সমস্যা
अंदाजे मालमत्ता,আনুমানিক সম্পত্তি
योग्यता चाचणी बॅटरी,যোগ্যতা পরীক্ষার ব্যাটারি
आर्गंड आकृती,Argand ডায়াগ্রাম
अनियंत्रितपणे निवडले,নির্বিচারে নির্বাচিত
अनियंत्रित,ইচ্ছামত
अनियंत्रित स्थिरांक,নির্বিচারে ধ্রুবক
अनियंत्रित घटक,নির্বিচারে উপাদান
अनियंत्रित बिंदू,নির্বিচারে পয়েন্ট
आर्किमेडियन कायदा,আর্কিমিডিয়ান আইন
आर्किमिडीज तत्त्व,আর্কিমিডিসের নীতি
चाप लांबी,চাপ দৈর্ঘ্য
वर्तुळाचा चाप,বৃত্তের চাপ
आर्क साइन वितरण,আর্ক সাইন ডিস্ট্রিবিউশন
चाप साइन परिवर्तन,চাপ সাইন রূপান্তর
क्षेत्र,এলাকা
क्षेत्रीय पोत,আঞ্চলিক টেক্সচার
जटिल संख्येचा युक्तिवाद,জটিল সংখ্যার যুক্তি
अंकगणित सरासरी,গাণিতিক গড়
अंकगणित ऑपरेशन,গাণিতিক অপারেশন
अंकगणित एकक,পাটিগণিত একক
व्यवस्था,ব্যবস্থা
रचना,অ্যারে
कृत्रिम उपग्रह,কৃত্রিম উপগ্রহ
कृत्रिम व्हेरिएबल,কৃত্রিম পরিবর্তনশীল
चढणे,আরোহণ
चढत्या,আরোহী
परिमाणाचा चढता क्रम,মাত্রার আরোহী ক্রম
चढत्या मालिका,আরোহী সিরিজ
असेंबलर भाषा,সংযোজনকারী ভাষা
असाइनमेंट समस्या,নিয়োগ সমস্যা
सहयोगी कायदा,সহযোগী আইন
ऑपरेटर्सचा सहयोगी कायदा,অপারেটরদের সহযোগী আইন
सहयोगी ऑपरेशन,সহযোগী অপারেশন
सहवास,সহযোগীতা
सरासरी गृहीत धरले,ধরে নেওয়া গড়
गृहीत संभाव्यता वितरण,অনুমান সম্ভাব্যতা বন্টন
गृहीतक,ধৃষ্টতা
ज्योतिष,জ্যোতিষশাস্ত্র
अंतराळवीर अभियंता,মহাকাশচারী প্রকৌশলী
खगोलशास्त्रज्ञ,জ্যোতির্বিজ্ঞানী
खगोलशास्त्रीय घड्याळ,জ্যোতির্বিদ্যা ঘড়ি
खगोलशास्त्र,জ্যোতির্বিদ্যা
असममित वक्र,অপ্রতিসম বক্ররেখা
विषमता,অসমতা
लक्षणे,উপসর্গ
लक्षणे नसलेला,অ্যাসিম্পোটিক
असिम्प्टोटिकली कार्यक्षम अंदाजकर्ता,লক্ষণগতভাবে দক্ষ অনুমানকারী
asymptotically निष्पक्ष अंदाजकर्ता,asymptotically নিরপেক্ষ অনুমানকারী
लक्षणे नसलेले वर्तन,অ্যাসিম্পোটিক আচরণ
एसिम्प्टोटिक वितरण कार्य,অ্যাসিম্পোটিক ডিস্ট্রিবিউশন ফাংশন
एसिम्प्टोटिक विस्तार,অ্যাসিম্পোটিক সম্প্রসারণ
वातावरणाचा दाब,বায়ুমণ্ডলীয় চাপ
यादृच्छिकपणे,এলোমেলোভাবে
विशेषता,বৈশিষ্ট্য
गुणधर्म नमुना प्रक्रिया,বৈশিষ্ট্য নমুনা পদ্ধতি
संवर्धित मॅट्रिक्स,অগমেন্টেড ম্যাট্রিক্স
स्वयंसंबंध गुणांक,স্বয়ংক্রিয় সম্পর্ক সহগ
स्वयंसंबंध कार्य,স্বয়ংক্রিয় সম্পর্ক ফাংশন
autocovariance,স্বয়ংক্রিয়তা
स्वयंचलित संगणक,স্বয়ংক্রিয় কম্পিউটার
ऑटोरिग्रेशन,অটোরিগ্রেশন
सहाय्यक समीकरण,সহায়ক সমীকরণ
सरासरी नमुना क्रमांक वक्र (ASN वक्र),গড় নমুনা সংখ্যা বক্ররেখা (ASN কার্ভ)
स्वयंसिद्ध,স্বতঃসিদ্ধ
स्वयंसिद्ध दृष्टीकोन,স্বতঃসিদ্ধ পদ্ধতি
संभाव्यतेचे स्वयंसिद्ध,সম্ভাব্যতার স্বতঃসিদ্ধ
अक्ष,অক্ষ
abscissa चा अक्ष,আবসিসার অক্ষ
पृथ्वीचा अक्ष,পৃথিবীর অক্ষ
क्रांतीची अक्ष,বিপ্লবের অক্ষ
रोटेशनचा अक्ष,ঘূর্ণনের অক্ষ
फिरकीचा अक्ष,ঘূর্ণনের অক্ষ
परत प्रतिस्थापन,ফিরে প্রতিস্থাপন
मागास फरक,পশ্চাদপদ পার্থক্য
बॅकवर्ड-इंटरपोलेशन सूत्र,পশ্চাদগামী-ইন্টারপোলেশন সূত্র
शिल्लक,ভারসাম্য
संतुलित डिझाइन,সুষম নকশা
ताळेबंद,ব্যালেন্স শীট
बॅलिस्टिक क्षेपणास्त्र,ক্ষেপণাস্ত্র
बॅलिस्टिक्स,ব্যালিস্টিক
बार,বার
पाया,ভিত্তি
बेस कोन,ভিত্তি কোণ
लॉगरिदमचा आधार,লগারিদমের ভিত্তি
मूलभूत,মৌলিক
मूलभूत व्यवहार्य उपाय,মৌলিক সম্ভাব্য সমাধান
मूलभूत उपाय,মৌলিক সমাধান
मूलभूत चल,মৌলিক পরিবর্তনশীল
आधार,ভিত্তি
आधार घटक,ভিত্তি উপাদান
आधार मॅट्रिक्स,ভিত্তি ম্যাট্রিক্স
वेक्टर स्पेसचा आधार,একটি ভেক্টর স্থান ভিত্তি
सबस्पेसचा आधार,সাবস্পেস ভিত্তি
बायसियन अंदाज,Bayesian অনুমান
बायसचा कायदा,বেইস আইন
बायसचे प्रमेय,বেইসের উপপাদ্য
बर्नौली वितरण,বার্নোলি বিতরণ
बर्नौली क्रमांक,বার্নোলি নম্বর
बर्नौली संभाव्यता कार्य,Bernoulli সম্ভাব্যতা ফাংশন
बर्नौलीचे समीकरण,বার্নউলির সমীকরণ
बेरी फंक्शन,বেরি ফাংশন
सर्वोत्तम फिट,শ্রেষ্ঠ মিল
सर्वोत्तम - फिट लाइन,সেরা - ফিট লাইন
सर्वोत्तम उपाय,সেরা সমাধান
सर्वोत्तम धोरणे,সেরা কৌশল
बीटा वितरण,বিটা বিতরণ
पक्षपात,পক্ষপাত
पक्षपाती अंदाज,পক্ষপাতমূলক অনুমান
बिहारमोनिक समीकरण,বিহারমোনিক সমীকরণ
द्विभाजन,দ্বিখণ্ডন
द्विभाषिक नकाशा,দ্বিমুখী মানচিত্র
द्विजात्मक मॅपिंग,দ্বিমুখী ম্যাপিং
द्विरेखीय फॉर्म,বাইলিনিয়ার ফর্ম
द्विरेखीय कार्य,বাইলিনিয়ার ফাংশন
द्विरेखीय हर्मिटियन फॉर्म,বাইলিনিয়ার হারমিটিয়ান ফর্ম
बायनरी,বাইনারি
बायनरी कोड,বাইনারি কোড
बायनरी कोडेड दशांश,বাইনারি কোডেড দশমিক
बायनरी कोडिंग,বাইনারি কোডিং
बायनरी संगणक,বাইনারি কম্পিউটার
बायनरी अंक,বাইনারি সংখ্যা
बायनरी ऑपरेशन,বাইনারি অপারেশন
बायनरी प्रणाली,বাইনারি সিস্টেম
बायनरी व्हेरिएबल,বাইনারি পরিবর্তনশীল
द्विपदी गुणांक,দ্বিপদ সহগ
द्विपदी वितरण,দ্বিপদ ডিস্ট্রিবিউশন
द्विपद समीकरण,দ্বিপদ সমীকরণ
द्विपदी विस्तार,দ্বিপদ সম্প্রসারণ
द्विपदी अभिव्यक्ती,দ্বিপদ অভিব্যক্তি
द्विपदी यादृच्छिक चल,দ্বিপদী র্যান্ডম পরিবর্তনশীল
द्विपद प्रमेय,দ্বিপদ উপপাদ্য
दुभाजक,দ্বিখণ্ডন
दुभाजक पद्धत,দ্বিখণ্ডিত পদ্ধতি
दुभाजक,দ্বিখণ্ডিত
द्विसेरियल,biserial
बिट,বিট
द्विपदी द्विपद वितरण,দ্বিপদ দ্বিপদ বণ্টন
द्विवैरिएट सहसंबंध गुणांक,bivariate পারস্পরিক সম্পর্ক সহগ
द्विभिन्न वितरण,দ্বিমুখী বন্টন
द्विवैरिएट सामान्य वितरण,দ্বিমুখী স্বাভাবিক বন্টন
bivector,bivector
बोल्ट्झमन समीकरण,বোল্টজম্যান সমীকরণ
बुलियन बीजगणित,বুলিয়ান বীজগণিত
बोस - आईन्स्टाईन आकडेवारी,বোস-আইনস্টাইন পরিসংখ্যান
सीमा स्थिती,সীমানার অবস্থা
सीमा स्तर,সীমানা স্তর
सीमारेषा,সীমান
सीमा मूल्य,সীমানা মান
सीमा मूल्य समस्या,সীমানা মান সমস্যা
बंधनकारक कार्य,আবদ্ধ ফাংশন
सीमाबद्ध मॅट्रिक्स,আবদ্ধ ম্যাট্রিক্স
सीमाबद्ध प्रदेश,আবদ্ধ অঞ্চল
बांधलेला संच,আবদ্ধ সেট
ब्राउनियन गती,ব্রোমিন
गणना करा,গণনা করা
गणना करत आहे,গণনা করা
गणना मशीन,গননা যন্ত্র
गणना,গণনা
गणना प्रक्रिया,গণনা পদ্ধতি
कॅल्क्युलेटर,ক্যালকুলেটর
कॅल्क्युलस,ক্যালকুলাস
भिन्नतेची गणना,পরিবর্তনের ক্যালকুলাস
कॅलरी,ক্যালোরি
रद्द करण्याचा कायदा,বাতিল আইন
प्रामाणिक समीकरण,ক্যানোনিকাল সমীকরণ
प्रामाणिक स्वरूप,ক্যানোনিকাল ফর্ম
कॅनोनिकल मॅट्रिक्स,ক্যানোনিকাল ম্যাট্রিক্স
कॅंटर सेट,ক্যান্টর সেট
कॅंटरचा तिरंगी संच,Cantor এর ত্রিনারি সেট
सक्षम वाहतूक समस्या,ক্যাপাসিটেড পরিবহন সমস্যা
क्षमता,ক্ষমতা
केशिका शक्ती,কৈশিক বল
मुख्य क्रमांक,অঙ্কবাচক সংখ্যা
कार्टेशियन अक्ष,কার্টেসিয়ান অক্ষ
कार्टेशियन समन्वय,কার্টেসিয়ান স্থানাঙ্ক
कार्टेशियन उत्पादन,কার্টিজিয়ান পণ্য
संचांचे कार्टेशियन उत्पादन,সেটের কার্টেসিয়ান পণ্য
केस स्टडी,কেস স্টাডি
आपत्तीजनक चढउतार,বিপর্যয়কর ওঠানামা
कॅटेनरी,ক্যাটেনারি
कॉची वितरण,কচি বন্টন
कॉची सूत्र,কচি সূত্র
कैची गौरसाट प्रमेय,Cauchy Goursat উপপাদ্য
Cauchy Riemann अटी,কচি রিম্যানের শর্ত
कॉची क्रम,কচি সিকোয়েন্স
कैची अभिन्न,কচি অবিচ্ছেদ্য
कॉची मुख्य मूल्य,কচি প্রধান মান
कॉची अवशेष प्रमेय,কচি অবশিষ্টাংশ উপপাদ্য
केली हॅमिल्टन प्रमेय,কেলি হ্যামিল্টন উপপাদ্য
आकाशीय शरीर,স্বর্গীয় শরীরের
आकाशीय मापन,স্বর্গীয় পরিমাপ
खगोलीय यांत्रिकी,স্বর্গীয় বলবিদ্যা
खगोलीय वस्तू,মহাকাশীয় বস্তু
सेल वारंवारता,সেল ফ্রিকোয়েন্সি
जनगणना,জনগণনা
सेंटाइल,সেন্টিল
सेंटीमीटर,সেন্টিমিটার
सेंटीमीटर ग्रॅम दुसरी प्रणाली,সেন্টিমিটার গ্রাম দ্বিতীয় সিস্টেম
मध्यवर्ती,কেন্দ্রীয়
मध्य अक्ष,কেন্দ্রীয় অক্ষ
मध्यवर्ती फरक,কেন্দ্রীয় পার্থক্য
केंद्रीय फरक सूत्र,কেন্দ্রীয় পার্থক্য সূত্র
मध्यवर्ती फरक सारणी,কেন্দ্রীয় পার্থক্য টেবিল
केंद्रीय मर्यादा प्रमेय,কেন্দ্রীয় সীমা উপপাদ্য
मध्यवर्ती क्षण,কেন্দ্রীয় মুহূর্ত
सेंट्रल प्रोसेसिंग युनिट (CPU),কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU)
केंद्रीय प्रवृत्ती,কেন্দ্রীয় প্রবণতা
केंद्र,কেন্দ্র
गुरुत्वाकर्षण केंद्र,মাধ্যাকর্ষণ কেন্দ্র
गटाचे केंद्र,দলের কেন্দ্র
वस्तुमानाचे केंद्र,ভর কেন্দ্র
सममितीचे केंद्र,প্রতিসাম্য কেন্দ্র
केंद्रापसारक शक्ती,অপকেন্দ্র বল
केंद्राभिमुख शक्ती,কেন্দ্রমুখী বল
मध्यवर्ती,ভরকেন্দ্র
निश्चितता,নিশ্চিততা
cgs प्रणाली,সিজিএস সিস্টেম
cgs युनिट,সিজিএস ইউনিট
भिन्नतेचा साखळी नियम,পার্থক্যের চেইন নিয়ম
संधी कारणे,সুযোগ কারণ
संधीची हालचाल,সুযোগ চলে যায়
अक्षांचा बदल,অক্ষ পরিবর্তন
आधार बदल,ভিত্তি পরিবর্তন
ऑर्डर बदल,আদেশ পরিবর্তন
वैशिष्ट्यपूर्ण गुणांक,বৈশিষ্ট্য সহগ
निर्धारक,নির্ধারক
वैशिष्ट्यपूर्ण समीकरण,চরিত্রগত সমীকরণ
वैशिष्ट्यपूर्ण कार्य,চরিত্রগত ফাংশন
लॉगरिथमचे वैशिष्ट्य,লগারিদমের বৈশিষ্ট্য
वैशिष्ट्यपूर्ण बहुपद,চরিত্রগত বহুপদ
वैशिष्ट्यपूर्ण मूल्य,বৈশিষ্ট্যগত মান
वैशिष्ट्यपूर्ण वेक्टर,চরিত্রগত ভেক্টর
वर्ण संच,অক্ষর সেট
तक्ता,চার্ট
ची-स्क्वेअर वितरण,চি-স্কয়ার বিতরণ
ची-स्क्वेअर सूत्र,চি-বর্গাকার সূত্র
ची-स्क्वेअर चाचणी,চি-স্কয়ার পরীক্ষা
जीवा,জ্যা
जीवा-द्विभाजन पद्धत,জ্যা-দ্বিখণ্ডন পদ্ধতি
सायफर संदेश (=कोड केलेला संदेश),সাইফার বার্তা (=কোডেড বার্তা)
सिफर (शून्य),সাইফার (শূন্য)
वर्तुळ,বৃত্ত
अभिसरण मंडळ,অভিসার বৃত্ত
सर्किट मॅट्रिक्स,সার্কিট ম্যাট্রিক্স
परिपत्रक,বৃত্তাকার
वर्तुळाकार लक्षण,বৃত্তাকার অ্যাসিম্পটোট
गोलाकार हेलिक्स,বৃত্তাকার হেলিক্স
गोलाकार हालचाल,বৃত্তাকার গতি
परिघ,পরিধি কেন্দ্র
वर्तुळ,পরিবৃত্ত
परिक्रमा,পরিধি করা
घेरलेले,পরিধিকৃত
परिक्रमा केलेले वर्तुळ,পরিধিকৃত বৃত্ত
शास्त्रीय वजावटी तंत्र,ক্লাসিক্যাল ডিডাক্টিভ কৌশল
शास्त्रीय गतिशीलता,শাস্ত্রীয় গতিবিদ্যা
शास्त्रीय ऑप्टिमायझेशन,শাস্ত্রীয় অপ্টিমাইজেশান
शास्त्रीय नाश समस्या,শাস্ত্রীয় ধ্বংস সমস্যা
शास्त्रीय सांख्यिकीय यांत्रिकी,শাস্ত্রীয় পরিসংখ্যানগত বলবিদ্যা
त्रुटींचे वर्गीकरण,ত্রুটির শ্রেণীবিভাগ
वर्ग मध्यांतर,ক্লাসের ব্যবধান
वर्ग-मध्यांतर युनिट,ক্লাস-ব্যবধান ইউনিট
वर्ग मर्यादा,শ্রেণীর সীমা
घड्याळाच्या दिशेने,ঘড়ির কাঁটার দিকে
क्लोपेन (= बंद आणि उघडा),ক্লোপেন (= বন্ধ এবং খোলা)
बंद,বন্ধ
बंद बहिर्वक्र हुल,বদ্ধ উত্তল হুল
बंद घन,বন্ধ ঘনক্ষেত্র
बंद वक्र,বন্ধ বক্ররেখা
बंद डोमेन,বন্ধ ডোমেইন
बंद आकृती,বন্ধ চিত্র
बंद अंतराल,বন্ধ ব্যবধান
बंद प्रदेश,বন্ধ অঞ্চল
बंद संच,বন্ধ সেট
बंद पृष्ठभाग,বন্ধ পৃষ্ঠ
बंद,বন্ধ
बंद ऑपरेटर,বন্ধ অপারেটর
बंद बिंदू (= संपर्क बिंदू),বন্ধ বিন্দু (= যোগাযোগ বিন্দু)
बंद करणे,বন্ধ ঘোষণা
बंद सेट,বন্ধ সেট
क्लस्टर पॉइंट,ক্লাস্টার পয়েন্ট
क्लस्टर सॅम्पलिंग,গুচ্ছের আদর্শ
क्लस्टर सेट,ক্লাস্টার সেট
समाक्षीय मंडळे,সমাক্ষ বৃত্ত
कोएक्सियल पॅराबोलास,সমাক্ষীয় প্যারাবোলাস
समाक्षीय विमाने,সমাক্ষ সমতল
समाक्षीय त्रिकोण,সমাক্ষীয় ত্রিভুজ
कोब - डग्लस फंक्शन,কোব - ডগলাস ফাংশন
कोडिंग,কোডিং
डेटाचे कोडिंग,ডেটা কোডিং
सह-डोमेन,সহ-ডোমেইন
गुणांक मॅट्रिक्स,সহগ ম্যাট্রিক্স
सहसंबंध गुणांक,পারস্পরিক সম্পর্কের সহগ
निर्धाराचे गुणांक,সংকল্প সহগ
लवचिकता गुणांक,স্থিতিস্থাপকতার সহগ
विस्तार गुणांक,সম্প্রসারণের সহগ
घर्षण गुणांक,ঘর্ষণ সহগ
रेखीय विस्ताराचे गुणांक,রৈখিক প্রসারণের সহগ
प्रतिगमन गुणांक,রিগ্রেশন সহগ
पृष्ठभाग तणावाचे गुणांक,পৃষ্ঠ টান সহগ
भिन्नतेचे गुणांक,প্রকরণ সহগ
cofactor,কোফ্যাক্টর
नाणे फेकणे (नाणे फेकणे),মুদ্রা নিক্ষেপ (মুদ্রা টস)
नमुना संकलन,নমুনা সংগ্রহ
समरेख,সমরেখার
समरेखता,সমরেখা
स्तंभ,কলাম
स्तंभ समतुल्यता,কলামের সমতা
स्तंभ समतुल्य,কলাম সমতুল্য
स्तंभ समतुल्य मॅट्रिक्स,কলাম সমতুল্য ম্যাট্রিক্স
स्तंभ मॅट्रिक्स,কলাম ম্যাট্রিক্স
स्तंभ रँक,কলাম র‍্যাঙ্ক
स्तंभ कमी केलेले इकोलॉन मॅट्रिक्स,কলাম হ্রাস ইকোলন ম্যাট্রিক্স
स्तंभ वेक्टर,কলাম ভেক্টর
स्तंभानुसार,কলাম অনুসারে
एकत्रित समीकरण,সম্মিলিত সমীকরণ
सामान्य कोन,সাধারণ কোণ
सामान्य अक्ष,সাধারণ অক্ষ
सामान्य आधार,সাধারণ ভিত্তি
सामान्य भाजक,সাধারণ নির্ধারক
सामान्य फरक,সাধারণ পার্থক্য
सामान्य घटक,সাধারণ সমস্যা
सामान्य लॉगरिथम,সাধারণ লগারিদম
सामान्य एकाधिक,সাধারণ একাধিক
सामान्य प्रमाण,সাধারণ অনুপাত
सामान्य विभाग,সাধারণ বিভাগ
सामान्य बाजू,সাধারণ দিক
सामान्य स्पर्शिका,সাধারণ স্পর্শক
सामान्य संज्ञा,সাধারণ শব্দ
बदली कायदा,বিনিময় বিধি
बदली मालमत्ता,পরিবর্তনমূলক সম্পত্তি
बदली नियम,পরিবর্তনমূলক নিয়ম
जोडणीचा बदली कायदा,সংযোজনের পরিবর্তনমূলক আইন
गुणाकाराचा कम्युटेटिव्ह कायदा,গুণের পরিবর্তনমূলক আইন
बदली ऑपरेशन,পরিবর্তনমূলক অপারেশন
कम्युटेटर गट,কমিউটার গ্রুপ
मॅट्रिक्सचे प्रवास,ম্যাট্রিক্সের যাতায়াত
कॉम्पॅक्ट सेट,কমপ্যাক্ট সেট
तुलना,তুলনা
साधनांची तुलना,উপায়ের তুলনা
टक्केवारीची तुलना,শতাংশের তুলনা
तुलना चाचणी,তুলনা পরীক্ষা
सुसंगतता समीकरण,সামঞ্জস্য সমীকরণ
स्पर्धात्मक खेळ,প্রতিযোগিতামূলক খেলা
स्पर्धात्मक परिस्थिती,প্রতিযোগিতামূলক পরিস্থিতি
स्पर्धात्मक धोरण,প্রতিযোগিতামূলক কৌশল
संकलक,কম্পাইলার
पूरक,পরিপূরক
पूरक कोन,পরিপূরক কোণ
पूरक घटना पूरक घटना,পরিপূরক ঘটনা
पूरक घटक,পরিপূরক ফ্যাক্টর
पूरक कार्य,পরিপূরক ফাংশন
पूरक अर्धी जागा,পরিপূরক অর্ধেক স্থান
पूरक अंतराल,পরিপূরক ব্যবধান
पूरक संच,পরিপূরক সেট
पूरक,পরিপূরক
संचाचे पूरक,একটি সেটের পরিপূরক
पूर्ण जनगणना,সম্পূর্ণ আদমশুমারি
पूर्ण सहसंबंध मॅट्रिक्स,সম্পূর্ণ পারস্পরিক সম্পর্ক ম্যাট্রিক্স
पूर्ण मेट्रिक जागा,সম্পূর্ণ মেট্রিক স্থান
संपूर्ण ऑर्थोनॉर्मल सेट,সম্পূর্ণ অর্থনর্মাল সেট
पूर्ण चतुर्भुज,সম্পূর্ণ চতুর্ভুজ
पूर्ण भागफल,সম্পূর্ণ ভাগফল
पूर्ण संच,সম্পূর্ণ সেট
पूर्ण समाधान,সম্পূর্ণ সমাধান
पूर्णपणे यादृच्छिक डिझाइन,সম্পূর্ণরূপে এলোমেলো নকশা
जटिल युक्तिवाद,জটিল যুক্তি
जटिल संयुग्म,জটিল অনুবন্ধী
जटिल भिन्नता,জটিল পার্থক্য
जटिल कार्य,জটিল ফাংশন
जटिल एकीकरण,জটিল একীকরণ
जटिल मॅट्रिक्स,জটিল ম্যাট্রিক্স
जटिल संख्या,জটিল সংখ্যা
