Marathi,Odiya
स्वयंचलित मल्टीव्हायब्रेटर,ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |
फ्लोटिंग मल्टीव्हायब्रेटर,ଭାସମାନ ମଲ୍ଟିଭାଇବ୍ରେଟର |
असममित जंक्शन,ଅସୀମିତ ଜଙ୍କସନ
असिंक्रोनस कॅल्क्युलेटर,ଅସନ୍ତୁଳିତ କାଲକୁଲେଟର |
आण्विक,ପରମାଣୁ
अणुक्रमांक,ପରମାଣୁ ସଂଖ୍ୟା
अणु रचना,ପରମାଣୁ ଗଠନ
ऑडिओ अॅम्प्लीफायर,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
ऑडिओ अॅम्प्लीफायर,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
ऑडिओ कॅसेट,ଅଡିଓ କ୍ୟାସେଟ୍ |
ऑडिओ सर्किट,ଅଡିଓ ସର୍କିଟ |
ऐकण्यायोग्य वारंवारता,ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି |
स्वयंचलित व्होल्टेज नियंत्रण,ସ୍ୱୟଂଚାଳିତ ଭୋଲଟେଜ୍ ନିୟନ୍ତ୍ରଣ |
हिमस्खलन,ବାଘ
सरासरी डिटेक्टर,ହାରାହାରି ଡିଟେକ୍ଟର |
अक्षीय मोड,ଅକ୍ଷୀୟ ମୋଡ୍ |
अक्षीय प्रमाण,ଅକ୍ଷୀୟ ଅନୁପାତ |
अँटेना,ଆଣ୍ଟେନା |
बॅक इलेक्ट्रोमोटिव्ह फोर्स,ପଛକୁ ଇଲେକ୍ଟ୍ରୋମୋଟିଭ୍ ଫୋର୍ସ |
मागील क्षेत्र,ପଛ କ୍ଷେତ୍ର
परत स्कॅटर,ପଛ ବିଛାଇବା |
पार्श्वभूमी शुल्क,ପୃଷ୍ଠଭୂମି ଚାର୍ଜ |
बाजूचा आवाज,ପାର୍ଶ୍ୱ ଶବ୍ଦ |
प्रतिगामी,ପ୍ରତ୍ୟାବର୍ତ୍ତନ
पोस्टरियर इरॅडिएशन,ପରବର୍ତ୍ତୀ ବିକିରଣ |
बॅकवर्ड डायोड / बॅकवर्ड डायोड,ପଛୁଆ ଡାୟୋଡ୍ / ପଛୁଆ ଡାୟୋଡ୍ |
बॅकवर्ड वेव्ह ऑसिलेटर,ପଛୁଆ ତରଙ୍ଗ ଓସିଲେଟର |
"अडथळा, अडथळा","ବାଧା, ବାଧା"
अडथळा,ବାଧା
संतुलित पूल,ସନ୍ତୁଳିତ ସେତୁ |
संतुलित मॉड्युलेटर,ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର
संतुलित मॉड्युलेटर,ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର
संतुलित सर्किट,ସନ୍ତୁଳିତ ସର୍କିଟ |
संतुलित ग्रेडियंट डिटेक्टर,ସନ୍ତୁଳିତ ଗ୍ରେଡିଏଣ୍ଟ ଡିଟେକ୍ଟର |
वर्तमान स्टॅबिलायझर प्रतिरोध,ସାମ୍ପ୍ରତିକ ଷ୍ଟାବିଲାଇଜର୍ ପ୍ରତିରୋଧ |
बोलोमीटर,ବୋଲୋମିଟର |
बोलोमीटर पूल,ବୋଲୋମିଟର ବ୍ରିଜ୍ |
फुगा,ବେଲୁନ୍ |
केळी जॅक,ବାନା ଜ୍ୟାକ୍ |
केळी प्लग,ବାନା ପ୍ଲଗ୍ |
"पट्टी, पट्टी","ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡେଜ୍ |"
बँड चालक,ବ୍ୟାଣ୍ଡ ଡ୍ରାଇଭର |
बँड ऊर्जा,ବ୍ୟାଣ୍ଡ ଶକ୍ତି
बँड अंतर,ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |
बॅडपार्क अॅम्प्लीफायर,ବ୍ୟାଡପାର୍କ ଏମ୍ପ୍ଲିଫାୟର୍ |
बँड पास फिल्टर,ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |
बॉड रेट जनरेटर,ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |
banddispersion,ବ୍ୟାଣ୍ଡଡିସପର୍ସନ |
बँड रेझिस्टर,ବ୍ୟାଣ୍ଡ ପ୍ରତିରୋଧକ |
बँड ब्रेकर फिल्टर,ବ୍ୟାଣ୍ଡ ବ୍ରେକର୍ ଫିଲ୍ଟର୍ |
बँड विस्तार,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର
बँड रिमूव्हर फिल्टर,ବ୍ୟାଣ୍ଡ ରିମୁଭର୍ ଫିଲ୍ଟର୍ |
बँड विस्तार विक्षेप गुणक,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଡିଫ୍ଲେକ୍ସନ୍ ମଲ୍ଟିପ୍ଲାଏର୍ |
बँड विस्तार अंतर गुणक,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଦୂରତା ଗୁଣକର୍ତ୍ତା |
"बीम कॅपेसिटर, बँक कॅपेसिटर","ବିମ୍ କ୍ୟାପେସିଟର, ବ୍ୟାଙ୍କ କ୍ୟାପେସିଟର |"
"बार्कर कोड, बार्कर कोड","ବାର୍କର୍ କୋଡ୍, ବାର୍କର୍ କୋଡ୍ |"
barravaugen निकष,ବାରଭାଉଗେନ୍ ମାନଦଣ୍ଡ |
बॅरेटर,ବ୍ୟାରେଟର୍
अडथळा,ପ୍ରତିବନ୍ଧକ |
इन्सुलेट कॅपेसिटर,ଇନସୁଲେଟିଂ କ୍ୟାପେସିଟର୍ |
अडथळा ऊर्जा,ପ୍ରତିବନ୍ଧକ ଶକ୍ତି |
रेझिस्टर व्होल्टेज,ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |
बार्टलेट विंडो,ବାର୍ଟଲେଟ୍ ୱିଣ୍ଡୋ |
"आधार, आधार","ଆଧାର, ଆଧାର"
बेस बँड,ବେସ୍ ବ୍ୟାଣ୍ଡ |
बेस बँड ट्रान्समिशन,ବେସ୍ ବ୍ୟାଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ |
बेस चार्ज,ଆଧାର ଚାର୍ଜ |
बेस करंट,ମୂଳ କରେଣ୍ଟ୍ |
मूळ वर्तमान स्रोत,ମୂଳ ସାମ୍ପ୍ରତିକ ଉତ୍ସ |
बेस कातरणे,ମୂଳ କାଟିବା |
आधार मदन,ଆଧାର ମଦନ
बेस एमिटर फीड,ବେସ୍ ଏମିଟର ଫିଡ୍ |
बेस एमिटर जंक्शन,ବେସ୍ ଏମିଟର ଜଙ୍କସନ |
बेस इंजेक्शन,ମୂଳ ଇଞ୍ଜେକ୍ସନ୍ |
ग्राउंड लाईन,ଭୂମି ରେଖା
बेस प्रतिकार,ମୂଳ ପ୍ରତିରୋଧ |
मूळ स्रोत,ମୂଳ ଉତ୍ସ |
बेस विस्तार प्रतिकार,ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |
बेस विस्तार प्रतिकार,ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |
बेस जाडी,ମୂଳ ଘନତା |
बेस प्रवेश,ଆଧାର ପ୍ରବେଶ
"बेस विड्थ मॉड्युलेशन, बेस एक्सपेन्शन मॉड्युलेशन","ବେସ୍ ଓସାର ମଡ୍ୟୁଲେସନ୍, ବେସ୍ ବିସ୍ତାର ମଡ୍ୟୁଲେସନ୍ |"
बेस कलेक्टर करार,ଆଧାର ସଂଗ୍ରହକାରୀ ଚୁକ୍ତି |
वास,ଗନ୍ଧ
बास वारंवारता,ବାସ୍ ଫ୍ରିକ୍ୱେନ୍ସି |
बॅटरी,ବ୍ୟାଟେରୀ
बॉड,baud
बॉड दर,ବାଉଡ୍ ହାର
बॉड रेट जनरेटर,ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |
बोडो कोड,ବୋଡୋ କୋଡ୍ |
"सिग्नल, बीकन","ସଙ୍କେତ, ବିକନ୍ |"
"माणिका, बीड","ମାଣିକା, ବିଡ୍ |"
मॅनिक कॅपेसिटर,ମାଣିକ କ୍ୟାପେସିଟର୍ |
मणिकर्तपी प्रतिरोधक,ମାଣିକାର୍ଟାପି ପ୍ରତିରୋଧକ |
"बीम अँटेना, बीम अँटेना","ବିମ୍ ଆଣ୍ଟେନା, ବିମ୍ ଆଣ୍ଟେନା |"
बीम डिटेक्टर,ବିମ୍ ଡିଟେକ୍ଟର୍ |
बीम पॉवर नळी,ବିମ୍ ପାୱାର୍ ହୋସ୍ |
बीम स्विचिंग नोजल,ବିମ୍ ସୁଇଚ୍ ନୋଜଲ୍ |
तुळई विस्तार,ବିମ୍ ବିସ୍ତାର
बीट वारंवारता,ଫ୍ରିକ୍ୱେନ୍ସି
बीट-फ्रिक्वेंसी ऑसिलेटर,ବିଟ୍-ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |
पल्स ऑसिलेटर,ନାଡ ଓସିଲେଟର |
घंटा,ବେଲ୍ |
वाकणे नुकसान,ନମ୍ର କ୍ଷତି |
बेसल फिल्टर,ବେସେଲ୍ ଫିଲ୍ଟର୍ |
बीटा,ବିଟା |
b-h वक्र,b-h ବକ୍ର
"पक्षपात, पक्षपात","ପକ୍ଷପାତ, ପକ୍ଷପାତ |"
पूर्वाग्रह वर्तमान,ପକ୍ଷପାତ କରେଣ୍ଟ |
पूर्वाग्रह प्रतिकार,ପକ୍ଷପାତ ପ୍ରତିରୋଧ |
दुहेरी अँटेना,ଡବଲ୍ ଆଣ୍ଟେନା |
द्विदिशात्मक भार प्रवाह,ଦ୍ୱି-ଦିଗୀୟ ଲୋଡ୍ କରେଣ୍ଟ୍ |
द्विदिश अँटेना,ଦ୍ୱି-ଦିଗୀୟ ଆଣ୍ଟେନା |
द्विदिश प्रकाश उत्सर्जक डायोड,ଦ୍ୱି-ଦିଗୀୟ ଆଲୋକ ନିର୍ଗତ ଡାୟୋଡ୍ |
द्विदिशात्मक थायरिस्टर,ଦ୍ୱି-ଦିଗୀୟ ଥିରିଷ୍ଟର |
bi FET तंत्रज्ञान,bi FET ଟେକ୍ନୋଲୋଜି |
द्वि-बिंदू ट्रान्सफॉर्मर,ବି ପଏଣ୍ଟ ଟ୍ରାନ୍ସଫର୍ମର |
दुहेरी संलयन,ଡବଲ୍ ଫ୍ୟୁଜନ୍ |
द्विपक्षीय सर्किट,ଦ୍ୱିପାକ୍ଷିକ ସର୍କିଟ |
बायनरी,ବାଇନାରୀ
बायनरी बेरीज,ବାଇନାରୀ ରାଶି
बायनरी सर्किट,ବାଇନାରୀ ସର୍କିଟ |
बायनरी कोडेड दशांश,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
बायनरी कोडेड दशांश प्रणाली,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ସିଷ୍ଟମ୍ |
बायनरी द्विध्रुवीय कॅपेसिटर,ବାଇନାରୀ ଡିପୋଲ୍ କ୍ୟାପେସିଟର୍ |
बायनरी कॅल्क्युलेटर,ବାଇନାରୀ କାଲକୁଲେଟର
बायनरी कॅल्क्युलेटर,ବାଇନାରୀ କାଲକୁଲେଟର
बायनरी डीकोडर,ବାଇନାରୀ ଡିକୋଡର୍ |
बायनरी शिडी,ବାଇନାରୀ ସିଡ଼ି |
बायनरी पॅथोमीटर,ବାଇନାରୀ ପାଥୋମିଟର |
बायनरी स्थिती,ବାଇନାରୀ ଅବସ୍ଥା |
बायनरी-दशांश डिकोडर,ବାଇନାରୀ-ଦଶମିକ ଡିକୋଡର୍ |
बायनरी लोड,ବାଇନାରୀ ଲୋଡ୍ |
बायनरी शब्द,ବାଇନାରୀ ଶବ୍ଦ |
द्विध्रुवीय,ଦ୍ୱିପାକ୍ଷିକ
द्विध्रुवीय कॅपेसिटर,ଦ୍ୱିପାକ୍ଷିକ କ୍ୟାପେସିଟର୍ |
द्विध्रुवीय उपकरण,ଦ୍ୱିପାକ୍ଷିକ ଉପକରଣ |
द्विध्रुवीय स्रोत,ଦ୍ୱିପାକ୍ଷିକ ଉତ୍ସ |
द्विध्रुवीय ट्रान्झिस्टर,ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନଜିଷ୍ଟର |
द्विध्रुवीय जंक्शन ट्रान्झिस्टर,ଦ୍ୱିପାକ୍ଷିକ ଜଙ୍କସନ୍ ଟ୍ରାନଜିଷ୍ଟର |
चतुर्भुज फिल्टर,ଚତୁର୍ଭୁଜ ଫିଲ୍ଟର୍ |
दुहेरी स्थिती,ଡବଲ୍ ପୋଜିସନ୍ |
दोन-स्टेज मल्टीव्हायब्रेटर,ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |
द्विदिशात्मक रिले,ଦ୍ୱି-ଦିଗୀୟ ରିଲେ |
biphasic स्थिती,ଦୁଇ ପର୍ଯ୍ୟାୟ ଅବସ୍ଥା |
दोन-स्थिती ट्रिगर,ଦୁଇ-ଅବସ୍ଥାନ ଟ୍ରିଗର |
बिट त्रुटी,ବିଟ୍ ତ୍ରୁଟି |
बिट त्रुटी दर,ବିଟ୍ ତ୍ରୁଟି ହାର
बिट त्रुटी,ବିଟ୍ ତ୍ରୁଟି |
बिटकल त्रुटी,ବିଟ୍କାଲ୍ ତ୍ରୁଟି |
आंधळा बॉक्स,ଅନ୍ଧ ବାକ୍ସ
घनरूप नाडी,ଘନୀଭୂତ ନାଡ |
सचिव,ସଚିବ
सेक्रेटरी इनहिबिटर,ଗୁପ୍ତ ପ୍ରତିବନ୍ଧକ |
अंधत्व,ଅନ୍ଧତା
खंड आकृती,ବିଭାଗ ଚିତ୍ର
अवरोधित करणे,ପ୍ରତିବନ୍ଧକକୁ ଅବରୋଧ କରିବା |
तुकडा हस्तांतरण,ଖଣ୍ଡ ସ୍ଥାନାନ୍ତର |
इंटरसेप्ट,ବାଧା
रेझिस्टर कॅपेसिटर,ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |
रेझिस्टर कॅपेसिटर,ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |
रेझिस्टर ऑसिलेटर,ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |
ब्लॉकिंग ऑसिलेटर,ପ୍ରତିରୋଧକ ଓସିଲେଟର |
रेझिस्टर व्होल्टेज,ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |
ब्लोअर,ବ୍ଲୋଅର୍ |
bode आकृती,ବୋଡ ଚିତ୍ର
voltzmann संबंध,voltzmann ସମ୍ପର୍କ
voltzmann स्थिरांक,voltzmann ସ୍ଥିର |
बंध,ବନ୍ଧନ
बाउंड स्ट्रेन गेज,ବନ୍ଧା ହୋଇଥିବା ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |
स्वयं-समर्थक अॅम्प्लिफायर,ସ୍ୱୟଂ ଚାଳିତ ଏମ୍ପ୍ଲିଫାୟର୍ |
बुलियन बीजगणित,ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |
बुलियन समीकरण,ବୁଲିଅନ୍ ସମୀକରଣ |
बूट Strapon,ବୁଟ୍ ଷ୍ଟ୍ରାପନ୍ |
बूथचे अल्गोरिदम,ବୁଥ୍ ର ଆଲଗୋରିଦମ |
बूटस्ट्रॅप प्रिझम सर्किट,ବୁଟ୍ ଷ୍ଟ୍ରାପ୍ ପ୍ରିଜିମ୍ ସର୍କିଟ୍ |
bosscutts नियम,ବସ୍କଟ୍ ନିୟମ |
बोस-चौधरी हॉकेनहॅम (BCH) कोड,ବୋଷ-ଚ owd ଧୁରୀ ହକେନହମ୍ (BCH) କୋଡ୍ |
"उडी, उडी","ଡେଇଁବା, ଡେଇଁବା |"
बद्ध इलेक्ट्रॉन,ବନ୍ଧା ଇଲେକ୍ଟ୍ରନ୍ |
ब्रॅग रिफ्लेक्टर,ଗର୍ବ ପ୍ରତିଫଳକ |
गुंफलेली तार,ଅନ୍ତର୍ନିହିତ ତାର
शाखा,ଶାଖା
शाखा,ଶାଖା
प्रयोग मंडळ,ପରୀକ୍ଷଣ ବୋର୍ଡ |
ब्रेक झोन,ବ୍ରେକ୍ ଜୋନ୍ |
ब्रेकिंग व्होल्टेज,ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |
ब्रेकडाउन डायोड,ବ୍ରେକଡାଉନ୍ ଡାୟୋଡ୍ |
फ्रॅक्चर फिक्सेशन,ଭଙ୍ଗା ଫିକ୍ସିଂ |
ब्रेकिंग व्होल्टेज,ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |
पूल,ସେତୁ
ब्रिज रेक्टिफायर,ବ୍ରିଜ୍ ରେକ୍ଟିଫାୟର୍ |
रुंद बँड,ପ୍ରଶସ୍ତ ବ୍ୟାଣ୍ଡ |
ब्रॉडकास्ट बँड,ପ୍ରସାରଣ ବ୍ୟାଣ୍ଡ |
सूक्ष्म अॅरे,ଜ୍ୟୋତିଷ ଆରେ |
प्रसारण,ପ୍ରସାରଣ
ब्रॉडकास्ट अँटेना,ପ୍ରସାରଣ ଆଣ୍ଟେନା |
ब्रॉडकास्ट रिसीव्हर,ପ୍ରସାରଣ ରସିଦ |
वारंवारता प्रसारण प्राप्तकर्ता,ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରସାରଣ ରସିଭର୍ |
प्रसारण ट्रान्समीटर,ପ୍ରସାରଣ ଟ୍ରାନ୍ସମିଟର |
बूस्टर अँटेना,ବୁଷ୍ଟର୍ ଆଣ୍ଟେନା |
बस अँटेना,ବସ୍ ଆଣ୍ଟେନା |
ब्रश विसर्जन,ବ୍ରଶ୍ ବୁଡ ପକାଇବା |
बुडबुडे आणि गेट,ବବୁଲିଙ୍ଗ୍ ଏବଂ ଗେଟ୍ |
बुडबुडू किंवा गेट,ବୁଡବୁଡୁ କିମ୍ବା ଗେଟ୍ |
बबल स्मृती,ବବୁଲି ମେମୋରୀ |
भरपाई व्होल्टेज,ଭୋଲଟେଜ୍ କ୍ଷତିପୂରଣ
बफर,ବଫର୍
बफर अॅम्प्लीफायर,ବଫର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
बफर सर्किट,ବଫର୍ ସର୍କିଟ୍ |
बफर ऑपरेटर,ବଫର୍ ଅପରେଟର୍ |
बफर रजिस्टर,ବଫର୍ ରେଜିଷ୍ଟର |
बल्ब,ବଲ୍ବ
लोकसंख्या प्रभाव,ଜନସଂଖ୍ୟା ପ୍ରଭାବ
मॅक्रो सेमीकंडक्टर उपकरण,ମାକ୍ରୋ ସେମିକଣ୍ଡକ୍ଟର ଉପକରଣ |
घड,ଗୁଣ୍ଡ |
बुडलेली एक्सचेंज,ଜଳମଗ୍ନ ବିନିମୟ |
बुडलेला थर,ଜଳମଗ୍ନ ସ୍ତର |
बुडलेला संपर्क,ଜଳମଗ୍ନ ସମ୍ପର୍କ |
स्फोट अॅम्प्लीफायर,ବ୍ଲାଷ୍ଟ ଏମ୍ପ୍ଲିଫାୟର୍ |
स्फोट कव्हर,ବିସ୍ଫୋରଣ କଭର |
स्फोट गोळीबार,ବିସ୍ଫୋରଣ
स्फोट दरवाजा अॅम्प्लीफायर,ବିସ୍ଫୋରଣ ଦ୍ୱାର ଆମ୍ପ୍ଲିଫାୟର୍ |
बर्स्ट मोड,ବିସ୍ଫୋରଣ ମୋଡ୍ |
स्फोट विभाजक,ବିସ୍ଫୋରଣ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |
स्फोट सिग्नल,ବିସ୍ଫୋରଣ ସଙ୍କେତ
स्फोट त्रुटी सुधारक कोड,ବିସ୍ଫୋରଣ ତ୍ରୁଟି ସଂଶୋଧନକାରୀ କୋଡ୍ |
पुरेसा,ଯଥେଷ୍ଟ
बस बार,ବସ୍ ବାର୍
बस संघटना,ବସ୍ ସଂଗଠନ
बस मानक,ବସ୍ ମାନକ
फक्त क्षणिक,କେବଳ କ୍ଷଣସ୍ଥାୟୀ |
बटर वर्थ फिल्टर,ବଟର ମୂଲ୍ୟର ଫିଲ୍ଟର୍ |
bnc वायर,bnc ତାର
BNC जॉइंटर,BNC ଯୋଗକର୍ତ୍ତା |
च्या कडे,ବାଟରେ
बायपास कॅपेसिटर,ବାଇପାସ୍ କ୍ୟାପେସିଟର୍ |
बाइट,ବାଇଟ୍ |
व्ही बँड,ଭି ବ୍ୟାଣ୍ଡ |
सी बँड अँटेना,ସି ବ୍ୟାଣ୍ଡ ଆଣ୍ଟେନା |
तार,ତାର
वायर राउटिंग,ତାର ମାର୍ଗ
टेलिग्राफ दूरदर्शन,ଟେଲିଗ୍ରାଫ୍ ଟେଲିଭିଜନ |
कॅशे मेमरी,କ୍ୟାଶେ ମେମୋରୀ
Sisim वारंवारता मानक,ସିସିମ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଷ୍ଟାଣ୍ଡାର୍ଡ |
कॅल्क्युलेटर,କାଲକୁଲେଟର
कॅलिब्रेशन,କାଲିବ୍ରେସନ୍ |
कॉल पत्ता,କଲ୍ ଠିକଣା
कॉलपिट ऑसिलेटर,କଲ୍ପିଟ୍ ଓସିଲେଟର |
कॅम कॉर्डर,କ୍ୟାମ ସୀମା
कॅमेरा,କ୍ୟାମେରା
कॅमेरा नळी,କ୍ୟାମେରା ହୋସ୍
candela,କ୍ୟାଣ୍ଡେଲା |
मेणबत्ती शक्ती,ମହମବତୀ ଶକ୍ତି |
कॅन्टिलिव्हर स्ट्रेन गेज,କ୍ୟାଣ୍ଟିଲାଇଭର ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |
धारण,ଧରିବା
कॅपेसिटन्स ब्लड प्रेशर ट्रान्सड्यूसर,କ୍ଷମତା ରକ୍ତଚାପ ଟ୍ରାନ୍ସଡ୍ୟୁସର |
होल्डिंग वितरक,ବିତରକ
करार धारण,ଚୁକ୍ତିନାମା
